Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Ontevreden (%),Neutraal (%),Tevreden (%)
 Bever ,23009,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.03,0.09,0.88
 Bever ,23009,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.05,0.12,0.83
 Beveren ,46003,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.07,0.91
 Beveren ,46003,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.03,0.05,0.92
 Bierbeek ,24011,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.1,0.88
 Bierbeek ,24011,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.03,0.11,0.87
 Bilzen ,73006,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.01,0.06,0.93
 Bilzen ,73006,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.03,0.07,0.9
 Blankenberge ,31004,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.01,0.09,0.9
 Blankenberge ,31004,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.03,0.09,0.88
 Bocholt ,72003,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.01,0.12,0.86
 Bocholt ,72003,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.04,0.11,0.85
 Boechout ,11004,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.0,0.08,0.92
 Boechout ,11004,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.02,0.06,0.92
 Bonheiden ,12005,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.1,0.89
 Bonheiden ,12005,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.02,0.06,0.92
 Boom ,11005,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.03,0.11,0.87
 Boom ,11005,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.07,0.09,0.84
 Boortmeerbeek ,24014,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.03,0.12,0.85
 Boortmeerbeek ,24014,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.03,0.13,0.85
 Borgloon ,73009,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.07,0.91
 Borgloon ,73009,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.04,0.1,0.86
 Bornem ,12007,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.07,0.91
 Bornem ,12007,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.03,0.07,0.9
 Borsbeek ,11007,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.11,0.87
 Borsbeek ,11007,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.02,0.11,0.88
 Boutersem ,24016,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.03,0.08,0.89
 Boutersem ,24016,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.03,0.1,0.87
 Brakel ,45059,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.03,0.07,0.9
 Brakel ,45059,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.02,0.07,0.9
 Brasschaat ,11008,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.01,0.07,0.92
 Brasschaat ,11008,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.02,0.05,0.92
 Brecht ,11009,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.03,0.16,0.81
 Brecht ,11009,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.09,0.2,0.71
 Bredene ,35002,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.01,0.06,0.92
 Bredene ,35002,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.03,0.09,0.88
 Bree ,72004,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.01,0.1,0.89
 Bree ,72004,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.02,0.04,0.94
 Brugge ,31005,ja,Tevredenheid over onderwijsvoorzieningen,2011,0.01,0.05,0.93
 Brugge ,31005,ja,Tevredenheid over onderwijsvoorzieningen,2014,0.02,0.09,0.9
 Brugge ,31005,ja,Tevredenheid over onderwijsvoorzieningen,2017,0.01,0.05,0.94
 Brugge ,31005,ja,Tevredenheid over onderwijsvoorzieningen,2020,0.01,0.04,0.94
 Buggenhout ,42004,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.09,0.89
 Buggenhout ,42004,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.04,0.05,0.92
 Damme ,31006,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.08,0.16,0.76
 Damme ,31006,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.07,0.12,0.81
 De Haan ,35029,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.12,0.87
 De Haan ,35029,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.03,0.14,0.83
 De Panne ,38008,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.09,0.89
 De Panne ,38008,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.02,0.07,0.91
 De Pinte ,44012,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.0,0.05,0.95
 De Pinte ,44012,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.01,0.02,0.97
 Deerlijk ,34009,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.06,0.93
 Deerlijk ,34009,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.02,0.07,0.91
 Deinze ,44011,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.03,0.06,0.91
 Deinze ,44083,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.02,0.08,0.9
 Denderleeuw ,41011,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.05,0.1,0.84
 Denderleeuw ,41011,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.05,0.1,0.85
 Dendermonde ,42006,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.03,0.07,0.89
 Dendermonde ,42006,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.04,0.07,0.89
 Dentergem ,37002,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.09,0.89
 Dentergem ,37002,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.02,0.09,0.88
 Dessel ,13006,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.01,0.08,0.91
 Dessel ,13006,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.02,0.07,0.9
 Destelbergen ,44013,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.09,0.89
 Destelbergen ,44013,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.01,0.09,0.89
 Diepenbeek ,71011,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.07,0.91
 Diepenbeek ,71011,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.01,0.03,0.95
 Diest ,24020,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.07,0.91
 Diest ,24020,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.03,0.06,0.91
 Diksmuide ,32003,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.04,0.04,0.92
 Diksmuide ,32003,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.01,0.1,0.88
 Dilbeek ,23016,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.11,0.14,0.75
 Dilbeek ,23016,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.06,0.16,0.78
 Dilsen-Stokkem ,72041,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.03,0.05,0.92
 Dilsen-Stokkem ,72041,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.02,0.08,0.9
 Drogenbos ,23098,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.11,0.22,0.67
 Drogenbos ,23098,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.11,0.2,0.69
 Duffel ,12009,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.01,0.04,0.95
 Duffel ,12009,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.03,0.03,0.94
 Edegem ,11013,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.03,0.08,0.89
 Edegem ,11013,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.02,0.06,0.93
 Eeklo ,43005,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.05,0.93
 Eeklo ,43005,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.02,0.06,0.92
 Erpe-Mere ,41082,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.03,0.1,0.87
 Erpe-Mere ,41082,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.04,0.06,0.9
 Essen ,11016,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.01,0.08,0.91
 Essen ,11016,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.02,0.08,0.9
 Evergem ,44019,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.04,0.12,0.84
 Evergem ,44019,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.02,0.09,0.9
 Galmaarden ,23023,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.09,0.89
 Galmaarden ,23023,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.03,0.15,0.82
 Gavere ,44020,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.13,0.85
 Gavere ,44020,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.03,0.13,0.84
 Geel ,13008,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.03,0.09,0.88
 Geel ,13008,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.01,0.04,0.95
 Geetbets ,24028,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.1,0.87
 Geetbets ,24028,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.04,0.17,0.8
 Genk ,71016,ja,Tevredenheid over onderwijsvoorzieningen,2011,0.02,0.08,0.9
 Genk ,71016,ja,Tevredenheid over onderwijsvoorzieningen,2014,0.04,0.11,0.85
 Genk ,71016,ja,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.07,0.91
 Genk ,71016,ja,Tevredenheid over onderwijsvoorzieningen,2020,0.04,0.07,0.89
 Gent ,44021,ja,Tevredenheid over onderwijsvoorzieningen,2011,0.04,0.1,0.86
 Gent ,44021,ja,Tevredenheid over onderwijsvoorzieningen,2014,0.03,0.12,0.85
 Gent ,44021,ja,Tevredenheid over onderwijsvoorzieningen,2017,0.04,0.1,0.86
 Gent ,44021,ja,Tevredenheid over onderwijsvoorzieningen,2020,0.03,0.08,0.88
 Geraardsbergen ,41018,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.04,0.08,0.88
 Geraardsbergen ,41018,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.05,0.09,0.85
 Gingelom ,71017,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.1,0.88
 Gingelom ,71017,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.06,0.15,0.79
 Gistel ,35005,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.09,0.89
 Gistel ,35005,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.02,0.07,0.92
 Glabbeek ,24137,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.03,0.09,0.88
 Glabbeek ,24137,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.03,0.06,0.91
 Gooik ,23024,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.01,0.15,0.84
 Gooik ,23024,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.04,0.12,0.84
 Grimbergen ,23025,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.09,0.18,0.73
 Grimbergen ,23025,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.09,0.16,0.76
 Grobbendonk ,13010,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.01,0.11,0.88
 Grobbendonk ,13010,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.03,0.1,0.87
 Haacht ,24033,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.08,0.9
 Haacht ,24033,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.0,0.06,0.93
 Haaltert ,41024,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.09,0.11,0.79
 Haaltert ,41024,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.06,0.17,0.77
 Halen ,71020,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.04,0.13,0.83
 Halen ,71020,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.05,0.1,0.85
 Halle ,23027,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.11,0.18,0.71
 Halle ,23027,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.06,0.12,0.82
 Ham ,71069,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.03,0.1,0.87
 Ham ,71069,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.05,0.12,0.83
 Hamme ,42008,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.03,0.07,0.9
 Hamme ,42008,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.04,0.09,0.87
 Hamont-Achel ,72037,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.13,0.85
 Hamont-Achel ,72037,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.03,0.1,0.87
 Harelbeke ,34013,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.09,0.9
 Harelbeke ,34013,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.05,0.12,0.83
 Hasselt ,71022,ja,Tevredenheid over onderwijsvoorzieningen,2011,0.01,0.06,0.93
 Hasselt ,71022,ja,Tevredenheid over onderwijsvoorzieningen,2014,0.01,0.06,0.93
 Hasselt ,71022,ja,Tevredenheid over onderwijsvoorzieningen,2017,0.03,0.05,0.92
 Hasselt ,71022,ja,Tevredenheid over onderwijsvoorzieningen,2020,0.02,0.06,0.92
 Hechtel-Eksel,72038,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.08,0.91
 Hechtel-Eksel,72038,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.02,0.09,0.89
 Heers ,73022,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.05,0.16,0.78
 Heers ,73022,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.06,0.17,0.77
 Heist-Op-Den-Berg ,12014,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.06,0.92
 Heist-Op-Den-Berg ,12014,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.03,0.08,0.9
 Hemiksem ,11018,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.04,0.12,0.84
 Hemiksem ,11018,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.09,0.18,0.73
 Herent ,24038,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.03,0.09,0.88
 Herent ,24038,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.06,0.13,0.81
 Herentals ,13011,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.01,0.09,0.9
 Herentals ,13011,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.02,0.06,0.92
 Herenthout ,13012,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.01,0.07,0.93
 Herenthout ,13012,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.02,0.09,0.88
 Herk-De-Stad ,71024,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.01,0.06,0.93
 Herk-De-Stad ,71024,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.02,0.05,0.93
 Herne ,23032,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.04,0.1,0.86
 Herne ,23032,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.06,0.13,0.81
 Herselt ,13013,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.03,0.08,0.88
 Herselt ,13013,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.02,0.15,0.83
 Herzele ,41027,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.07,0.91
 Herzele ,41027,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.02,0.05,0.92
 Heusden-Zolder ,71070,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.03,0.11,0.85
 Heusden-Zolder ,71070,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.04,0.08,0.89
 Heuvelland ,33039,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.04,0.14,0.81
 Heuvelland ,33039,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.03,0.12,0.85
 Hoegaarden ,24041,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.05,0.1,0.85
 Hoegaarden ,24041,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.06,0.1,0.85
 Hoeilaart ,23033,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.08,0.16,0.76
 Hoeilaart ,23033,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.06,0.18,0.76
 Hoeselt ,73032,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.06,0.92
 Hoeselt ,73032,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.04,0.08,0.88
 Holsbeek ,24043,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.05,0.15,0.8
 Holsbeek ,24043,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.04,0.15,0.81
 Hooglede ,36006,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.08,0.91
 Hooglede ,36006,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.03,0.06,0.91
 Hoogstraten ,13014,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.06,0.92
 Hoogstraten ,13014,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.01,0.04,0.95
 Horebeke ,45062,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.05,0.17,0.78
 Horebeke ,45062,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.06,0.2,0.74
 Houthalen-Helchteren ,72039,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.04,0.1,0.86
 Houthalen-Helchteren ,72039,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.02,0.14,0.84
 Houthulst ,32006,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.03,0.1,0.87
 Houthulst ,32006,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.02,0.1,0.88
 Hove ,11021,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.0,0.05,0.95
 Hove ,11021,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.01,0.03,0.96
 Huldenberg ,24045,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.05,0.14,0.81
 Huldenberg ,24045,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.04,0.12,0.84
 Hulshout ,13016,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.04,0.16,0.8
 Hulshout ,13016,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.03,0.19,0.78
 Ichtegem ,35006,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.11,0.87
 Ichtegem ,35006,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.03,0.08,0.89
 Ieper ,33011,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.08,0.9
 Ieper ,33011,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.01,0.06,0.93
 Ingelmunster ,36007,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.01,0.05,0.94
 Ingelmunster ,36007,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.02,0.06,0.92
 Izegem ,36008,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.01,0.03,0.96
 Izegem ,36008,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.03,0.03,0.94
 Jabbeke ,31012,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.01,0.07,0.92
 Jabbeke ,31012,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.02,0.11,0.87
 Kalmthout ,11022,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.01,0.07,0.92
 Kalmthout ,11022,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.01,0.06,0.93
 Kampenhout ,23038,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.03,0.13,0.83
 Kampenhout ,23038,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.05,0.13,0.81
 Kapellen ,11023,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.01,0.08,0.91
 Kapellen ,11023,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.02,0.08,0.9
 Kapelle-Op-Den-Bos ,23039,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.01,0.06,0.93
 Kapelle-Op-Den-Bos ,23039,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.01,0.06,0.92
 Kaprijke ,43007,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.03,0.09,0.88
 Kaprijke ,43007,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.04,0.13,0.82
 Kasterlee ,13017,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.01,0.06,0.93
 Kasterlee ,13017,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.01,0.07,0.91
 Keerbergen ,24048,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.01,0.06,0.93
 Keerbergen ,24048,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.03,0.06,0.91
 Kinrooi ,72018,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.08,0.9
 Kinrooi ,72018,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.02,0.1,0.87
 Kluisbergen ,45060,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.07,0.91
 Kluisbergen ,45060,nee,Tevredenheid over onderwijsvoorzieningen,2020,0.02,0.07,0.9
 Knesselare ,44029,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.03,0.13,0.84
 Knokke-Heist ,31043,nee,Tevredenheid over onderwijsvoorzieningen,2017,0.02,0.05,0.93
