Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Nooit/zelden (%),Af en toe (%),Vaak/altijd (%)
 Maasmechelen ,73107,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.16,0.09,0.75
 Maasmechelen ,73107,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.16,0.11,0.73
 Maasmechelen ,73107,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.24,0.29,0.46
 Maasmechelen ,73107,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.29,0.26,0.45
 Maasmechelen ,73107,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.76,0.15,0.1
 Maasmechelen ,73107,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.77,0.13,0.09
 Maasmechelen ,73107,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.81,0.07,0.12
 Maasmechelen ,73107,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.39,0.27,0.35
 Maasmechelen ,73107,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.32,0.31,0.37
 Maasmechelen ,73107,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.39,0.3,0.31
 Maasmechelen ,73107,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.9,0.05,0.05
 Maasmechelen ,73107,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.91,0.06,0.03
 Maasmechelen ,73107,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.21,0.33,0.46
 Maasmechelen ,73107,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.2,0.34,0.46
 Maasmechelen ,73107,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.86,0.12,0.02
 Maasmechelen ,73107,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.88,0.1,0.01
 Machelen ,23047,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.26,0.07,0.67
 Machelen ,23047,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.26,0.09,0.65
 Machelen ,23047,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.29,0.28,0.43
 Machelen ,23047,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.34,0.28,0.38
 Machelen ,23047,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.52,0.24,0.25
 Machelen ,23047,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.53,0.26,0.21
 Machelen ,23047,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.86,0.04,0.09
 Machelen ,23047,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.52,0.25,0.24
 Machelen ,23047,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.51,0.24,0.25
 Machelen ,23047,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.57,0.23,0.2
 Machelen ,23047,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.9,0.04,0.06
 Machelen ,23047,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.94,0.03,0.03
 Machelen ,23047,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.17,0.28,0.56
 Machelen ,23047,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.16,0.27,0.57
 Machelen ,23047,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.72,0.2,0.08
 Machelen ,23047,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.69,0.24,0.07
 Maldegem ,43010,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.13,0.13,0.74
 Maldegem ,43010,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.15,0.12,0.72
 Maldegem ,43010,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.25,0.26,0.49
 Maldegem ,43010,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.33,0.28,0.38
 Maldegem ,43010,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.75,0.19,0.06
 Maldegem ,43010,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.79,0.12,0.08
 Maldegem ,43010,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.62,0.1,0.29
 Maldegem ,43010,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.22,0.27,0.51
 Maldegem ,43010,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.2,0.24,0.57
 Maldegem ,43010,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.31,0.24,0.45
 Maldegem ,43010,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.93,0.03,0.04
 Maldegem ,43010,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.92,0.04,0.04
 Maldegem ,43010,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.21,0.38,0.42
 Maldegem ,43010,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.18,0.39,0.42
 Maldegem ,43010,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.78,0.2,0.03
 Maldegem ,43010,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.79,0.16,0.05
 Malle ,11057,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.18,0.11,0.71
 Malle ,11057,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.12,0.18,0.71
 Malle ,11057,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.26,0.34,0.4
 Malle ,11057,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.3,0.35,0.36
 Malle ,11057,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.51,0.3,0.19
 Malle ,11057,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.64,0.26,0.1
 Malle ,11057,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.67,0.09,0.24
 Malle ,11057,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.15,0.29,0.56
 Malle ,11057,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.16,0.25,0.59
 Malle ,11057,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.23,0.26,0.51
 Malle ,11057,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.93,0.05,0.02
 Malle ,11057,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.96,0.02,0.02
 Malle ,11057,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.17,0.32,0.52
 Malle ,11057,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.16,0.31,0.53
 Malle ,11057,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.82,0.14,0.04
 Malle ,11057,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.83,0.15,0.02
 Mechelen ,12025,ja,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2011,0.35,0.16,0.49
 Mechelen ,12025,ja,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2014,0.32,0.14,0.53
 Mechelen ,12025,ja,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.29,0.16,0.55
 Mechelen ,12025,ja,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.21,0.18,0.61
 Mechelen ,12025,ja,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2011,0.38,0.32,0.3
 Mechelen ,12025,ja,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2014,0.35,0.3,0.35
 Mechelen ,12025,ja,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.33,0.31,0.36
 Mechelen ,12025,ja,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.35,0.34,0.32
 Mechelen ,12025,ja,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2011,0.62,0.21,0.17
 Mechelen ,12025,ja,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2014,0.61,0.2,0.18
 Mechelen ,12025,ja,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.65,0.16,0.18
 Mechelen ,12025,ja,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.72,0.19,0.09
 Mechelen ,12025,ja,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.7,0.1,0.2
 Mechelen ,12025,ja,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2011,0.28,0.27,0.46
 Mechelen ,12025,ja,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2014,0.29,0.24,0.48
 Mechelen ,12025,ja,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.25,0.18,0.57
 Mechelen ,12025,ja,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.17,0.23,0.61
 Mechelen ,12025,ja,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.24,0.23,0.52
 Mechelen ,12025,ja,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2011,0.93,0.04,0.03
 Mechelen ,12025,ja,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2014,0.94,0.03,0.03
 Mechelen ,12025,ja,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.98,0.01,0.01
 Mechelen ,12025,ja,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.96,0.02,0.02
 Mechelen ,12025,ja,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2011,0.21,0.31,0.49
 Mechelen ,12025,ja,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2014,0.15,0.25,0.6
 Mechelen ,12025,ja,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.13,0.27,0.61
 Mechelen ,12025,ja,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.13,0.27,0.6
 Mechelen ,12025,ja,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2011,0.6,0.3,0.1
 Mechelen ,12025,ja,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2014,0.57,0.28,0.15
 Mechelen ,12025,ja,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.55,0.3,0.15
 Mechelen ,12025,ja,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.61,0.26,0.13
 Meerhout ,13021,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.16,0.12,0.72
 Meerhout ,13021,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.14,0.15,0.72
 Meerhout ,13021,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.23,0.3,0.47
 Meerhout ,13021,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.27,0.33,0.4
 Meerhout ,13021,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.79,0.11,0.1
 Meerhout ,13021,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.84,0.11,0.05
 Meerhout ,13021,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.61,0.09,0.3
 Meerhout ,13021,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.18,0.28,0.54
 Meerhout ,13021,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.17,0.26,0.57
 Meerhout ,13021,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.29,0.27,0.43
 Meerhout ,13021,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.94,0.03,0.03
 Meerhout ,13021,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.94,0.04,0.03
 Meerhout ,13021,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.14,0.34,0.52
 Meerhout ,13021,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.15,0.35,0.5
 Meerhout ,13021,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.76,0.18,0.07
 Meerhout ,13021,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.77,0.19,0.04
 Meeuwen-Gruitrode ,72040,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.11,0.07,0.82
 Meeuwen-Gruitrode ,72040,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.23,0.3,0.47
 Meeuwen-Gruitrode ,72040,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.81,0.11,0.07
 Meeuwen-Gruitrode ,72040,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.24,0.32,0.44
 Meeuwen-Gruitrode ,72040,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.94,0.04,0.03
 Meeuwen-Gruitrode ,72040,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.27,0.36,0.38
 Meeuwen-Gruitrode ,72040,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.87,0.11,0.02
 Meise ,23050,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.15,0.08,0.77
 Meise ,23050,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.14,0.1,0.76
 Meise ,23050,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.25,0.29,0.45
 Meise ,23050,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.31,0.26,0.43
 Meise ,23050,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.65,0.21,0.15
 Meise ,23050,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.71,0.19,0.11
 Meise ,23050,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.76,0.08,0.16
 Meise ,23050,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.36,0.37,0.27
 Meise ,23050,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.36,0.29,0.36
 Meise ,23050,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.44,0.29,0.28
 Meise ,23050,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.92,0.03,0.05
 Meise ,23050,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.91,0.05,0.04
 Meise ,23050,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.22,0.32,0.46
 Meise ,23050,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.15,0.36,0.48
 Meise ,23050,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.83,0.14,0.03
 Meise ,23050,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.84,0.12,0.03
 Melle ,44040,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.18,0.15,0.67
 Melle ,44040,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.15,0.16,0.69
 Melle ,44040,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.31,0.28,0.41
 Melle ,44040,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.32,0.34,0.34
 Melle ,44040,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.49,0.3,0.21
 Melle ,44040,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.64,0.22,0.14
 Melle ,44040,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.75,0.09,0.17
 Melle ,44040,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.29,0.25,0.46
 Melle ,44040,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.22,0.26,0.51
 Melle ,44040,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.3,0.28,0.42
 Melle ,44040,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.92,0.04,0.04
 Melle ,44040,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.92,0.05,0.03
 Melle ,44040,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.18,0.32,0.5
 Melle ,44040,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.14,0.33,0.53
 Melle ,44040,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.64,0.27,0.09
 Melle ,44040,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.69,0.21,0.1
 Menen ,34027,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.19,0.08,0.73
 Menen ,34027,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.19,0.12,0.69
 Menen ,34027,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.3,0.24,0.46
 Menen ,34027,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.33,0.24,0.43
 Menen ,34027,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.72,0.19,0.09
 Menen ,34027,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.77,0.14,0.09
 Menen ,34027,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.76,0.06,0.18
 Menen ,34027,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.36,0.24,0.4
 Menen ,34027,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.32,0.26,0.42
 Menen ,34027,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.38,0.27,0.35
 Menen ,34027,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.95,0.03,0.02
 Menen ,34027,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.93,0.03,0.03
 Menen ,34027,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.14,0.35,0.51
 Menen ,34027,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.15,0.3,0.55
 Menen ,34027,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.7,0.21,0.09
 Menen ,34027,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.77,0.17,0.06
 Merchtem ,23052,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.15,0.07,0.78
 Merchtem ,23052,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.14,0.15,0.71
 Merchtem ,23052,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.28,0.27,0.45
 Merchtem ,23052,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.32,0.31,0.37
 Merchtem ,23052,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.71,0.18,0.11
 Merchtem ,23052,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.8,0.13,0.07
 Merchtem ,23052,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.71,0.09,0.2
 Merchtem ,23052,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.32,0.27,0.4
 Merchtem ,23052,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.24,0.3,0.46
 Merchtem ,23052,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.33,0.29,0.39
 Merchtem ,23052,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.93,0.04,0.03
 Merchtem ,23052,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.91,0.05,0.04
 Merchtem ,23052,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.16,0.34,0.5
 Merchtem ,23052,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.1,0.31,0.59
 Merchtem ,23052,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.73,0.18,0.09
 Merchtem ,23052,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.72,0.19,0.09
 Merelbeke ,44043,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.18,0.08,0.74
 Merelbeke ,44043,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.15,0.16,0.69
 Merelbeke ,44043,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.31,0.22,0.46
 Merelbeke ,44043,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.29,0.31,0.4
 Merelbeke ,44043,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.51,0.27,0.22
 Merelbeke ,44043,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.64,0.22,0.15
 Merelbeke ,44043,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.67,0.12,0.21
 Merelbeke ,44043,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.28,0.29,0.43
 Merelbeke ,44043,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.25,0.28,0.47
 Merelbeke ,44043,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.34,0.29,0.38
 Merelbeke ,44043,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.92,0.03,0.05
 Merelbeke ,44043,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.94,0.03,0.03
 Merelbeke ,44043,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.17,0.32,0.52
 Merelbeke ,44043,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.13,0.35,0.52
 Merelbeke ,44043,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.68,0.24,0.08
 Merelbeke ,44043,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.75,0.19,0.06
 Merksplas ,13023,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.15,0.15,0.71
 Merksplas ,13023,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.12,0.14,0.74
 Merksplas ,13023,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.29,0.27,0.44
 Merksplas ,13023,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.25,0.35,0.39
 Merksplas ,13023,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.75,0.16,0.09
 Merksplas ,13023,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.79,0.16,0.05
 Merksplas ,13023,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.6,0.12,0.29
 Merksplas ,13023,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.15,0.25,0.6
 Merksplas ,13023,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.14,0.22,0.64
 Merksplas ,13023,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.25,0.24,0.5
 Merksplas ,13023,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.94,0.03,0.03
 Merksplas ,13023,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.94,0.03,0.03
 Merksplas ,13023,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.2,0.33,0.47
 Merksplas ,13023,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.19,0.3,0.51
 Merksplas ,13023,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.84,0.13,0.03
 Merksplas ,13023,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.86,0.12,0.02
 Mesen ,33016,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.22,0.05,0.73
 Mesen ,33016,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.23,0.07,0.7
