Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Nooit/een uitzonderlijke keer (%),Minstens maandelijks (%),Minstens wekelijks (%)
 Wetteren ,42025,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.31,0.23,0.45
 Wetteren ,42025,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.12,0.21,0.67
 Wevelgem ,34041,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.23,0.27,0.5
 Wevelgem ,34041,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.16,0.24,0.6
 Wezembeek-Oppem ,23103,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.43,0.23,0.34
 Wezembeek-Oppem ,23103,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.07,0.24,0.69
 Wichelen ,42026,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.29,0.26,0.44
 Wichelen ,42026,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.17,0.28,0.56
 Wielsbeke ,37017,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.26,0.28,0.46
 Wielsbeke ,37017,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.24,0.29,0.47
 Wijnegem ,11050,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.29,0.13,0.58
 Wijnegem ,11050,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.09,0.15,0.76
 Willebroek ,12040,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.29,0.26,0.45
 Willebroek ,12040,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.09,0.22,0.69
 Wingene ,37018,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.33,0.24,0.44
 Wingene ,37018,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.23,0.26,0.51
 Wommelgem ,11052,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.26,0.17,0.56
 Wommelgem ,11052,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.11,0.24,0.65
 Wortegem-Petegem ,45061,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.4,0.31,0.3
 Wortegem-Petegem ,45061,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.24,0.33,0.43
 Wuustwezel ,11053,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.28,0.22,0.5
 Wuustwezel ,11053,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.21,0.21,0.59
 Zandhoven ,11054,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.26,0.22,0.52
 Zandhoven ,11054,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.19,0.24,0.57
 Zaventem ,23094,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.52,0.2,0.28
 Zaventem ,23094,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.11,0.18,0.71
 Zedelgem ,31040,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.27,0.28,0.45
 Zedelgem ,31040,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.18,0.24,0.58
 Zele ,42028,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.24,0.19,0.58
 Zele ,42028,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.14,0.21,0.65
 Zelzate ,43018,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.31,0.19,0.49
 Zelzate ,43018,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.17,0.21,0.62
 Zemst ,23096,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.26,0.23,0.51
 Zemst ,23096,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.16,0.23,0.61
 Zoersel ,11055,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.24,0.21,0.55
 Zoersel ,11055,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.19,0.27,0.55
 Zonhoven ,71066,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.31,0.25,0.44
 Zonhoven ,71066,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.28,0.28,0.44
 Zonnebeke ,33037,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.43,0.25,0.32
 Zonnebeke ,33037,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.22,0.26,0.51
 Zottegem ,41081,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.35,0.27,0.38
 Zottegem ,41081,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.13,0.29,0.58
 Zoutleeuw ,24130,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.37,0.24,0.38
 Zoutleeuw ,24130,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.22,0.27,0.51
 Zuienkerke ,31042,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.35,0.28,0.38
 Zuienkerke ,31042,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.25,0.26,0.49
 Zulte ,44081,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.28,0.29,0.43
 Zulte ,44081,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.17,0.35,0.48
 Zutendaal ,71067,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.37,0.25,0.38
 Zutendaal ,71067,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.2,0.27,0.54
 Zwalm ,45065,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.43,0.26,0.3
 Zwalm ,45065,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.19,0.33,0.48
 Zwevegem ,34042,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.33,0.28,0.39
 Zwevegem ,34042,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.19,0.25,0.55
 Zwijndrecht ,11056,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.32,0.16,0.51
 Zwijndrecht ,11056,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.1,0.16,0.74
13 centrumsteden,/,/,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2014,0.38,0.18,0.45
13 centrumsteden,/,/,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2017,0.36,0.16,0.48
13 centrumsteden,/,/,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.3,0.15,0.55
13 centrumsteden,/,/,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2014,0.12,0.2,0.68
13 centrumsteden,/,/,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2017,0.13,0.17,0.7
13 centrumsteden,/,/,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.09,0.16,0.75
Gemeenten groter dan 50.000 inw.,/,/,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.3,0.15,0.55
Gemeenten groter dan 50.000 inw.,/,/,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.09,0.16,0.75
Gemeenten kleiner dan 10.000 inw.,/,/,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.36,0.24,0.4
Gemeenten kleiner dan 10.000 inw.,/,/,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.19,0.26,0.55
Gemeenten van 10.000 tot 20.000 inw.,/,/,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.31,0.22,0.47
Gemeenten van 10.000 tot 20.000 inw.,/,/,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.17,0.24,0.6
Gemeenten van 20.000 tot 30.000 inw.,/,/,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.3,0.22,0.48
Gemeenten van 20.000 tot 30.000 inw.,/,/,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.16,0.23,0.61
Gemeenten van 30.000 tot 50.000 inw.,/,/,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.35,0.2,0.44
Gemeenten van 30.000 tot 50.000 inw.,/,/,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.15,0.23,0.62
Vlaams Gewest,/,/,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.32,0.2,0.48
Vlaams Gewest,/,/,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.14,0.22,0.64
