Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Oneens (%),Neutraal (%),Eens (%)
 Blankenberge ,31004,nee,Veilig naar school,2017,0.29,0.31,0.4
 Blankenberge ,31004,nee,Veilig naar school,2020,0.3,0.2,0.5
 Bocholt ,72003,nee,Veilig naar school,2017,0.32,0.24,0.44
 Bocholt ,72003,nee,Veilig naar school,2020,0.29,0.26,0.45
 Boechout ,11004,nee,Veilig naar school,2017,0.3,0.27,0.43
 Boechout ,11004,nee,Veilig naar school,2020,0.26,0.18,0.56
 Bonheiden ,12005,nee,Veilig naar school,2017,0.3,0.25,0.45
 Bonheiden ,12005,nee,Veilig naar school,2020,0.36,0.14,0.5
 Boom ,11005,nee,Veilig naar school,2017,0.52,0.22,0.26
 Boom ,11005,nee,Veilig naar school,2020,0.41,0.26,0.32
 Boortmeerbeek ,24014,nee,Veilig naar school,2017,0.56,0.24,0.21
 Boortmeerbeek ,24014,nee,Veilig naar school,2020,0.49,0.2,0.31
 Borgloon ,73009,nee,Veilig naar school,2017,0.39,0.28,0.33
 Borgloon ,73009,nee,Veilig naar school,2020,0.43,0.17,0.4
 Bornem ,12007,nee,Veilig naar school,2017,0.32,0.26,0.43
 Bornem ,12007,nee,Veilig naar school,2020,0.32,0.22,0.46
 Borsbeek ,11007,nee,Veilig naar school,2017,0.38,0.27,0.36
 Borsbeek ,11007,nee,Veilig naar school,2020,0.42,0.21,0.37
 Boutersem ,24016,nee,Veilig naar school,2017,0.59,0.25,0.15
 Boutersem ,24016,nee,Veilig naar school,2020,0.67,0.12,0.21
 Brakel ,45059,nee,Veilig naar school,2017,0.47,0.31,0.22
 Brakel ,45059,nee,Veilig naar school,2020,0.42,0.24,0.34
 Brasschaat ,11008,nee,Veilig naar school,2017,0.23,0.3,0.48
 Brasschaat ,11008,nee,Veilig naar school,2020,0.29,0.2,0.51
 Brecht ,11009,nee,Veilig naar school,2017,0.31,0.32,0.36
 Brecht ,11009,nee,Veilig naar school,2020,0.31,0.28,0.4
 Bredene ,35002,nee,Veilig naar school,2017,0.17,0.24,0.59
 Bredene ,35002,nee,Veilig naar school,2020,0.19,0.21,0.6
 Bree ,72004,nee,Veilig naar school,2017,0.27,0.27,0.46
 Bree ,72004,nee,Veilig naar school,2020,0.27,0.22,0.51
 Brugge ,31005,ja,Veilig naar school,2014,0.24,0.21,0.54
 Brugge ,31005,ja,Veilig naar school,2017,0.3,0.21,0.49
 Brugge ,31005,ja,Veilig naar school,2020,0.34,0.18,0.48
 Buggenhout ,42004,nee,Veilig naar school,2017,0.43,0.27,0.3
 Buggenhout ,42004,nee,Veilig naar school,2020,0.39,0.24,0.37
 Damme ,31006,nee,Veilig naar school,2017,0.33,0.26,0.41
 Damme ,31006,nee,Veilig naar school,2020,0.26,0.21,0.53
 De Haan ,35029,nee,Veilig naar school,2017,0.29,0.22,0.5
 De Haan ,35029,nee,Veilig naar school,2020,0.27,0.19,0.54
 De Panne ,38008,nee,Veilig naar school,2017,0.38,0.26,0.37
 De Panne ,38008,nee,Veilig naar school,2020,0.24,0.2,0.55
 De Pinte ,44012,nee,Veilig naar school,2017,0.24,0.26,0.5
 De Pinte ,44012,nee,Veilig naar school,2020,0.27,0.17,0.56
 Deerlijk ,34009,nee,Veilig naar school,2017,0.45,0.31,0.24
 Deerlijk ,34009,nee,Veilig naar school,2020,0.36,0.24,0.4
 Deinze ,44011,nee,Veilig naar school,2017,0.52,0.23,0.26
 Deinze ,44083,nee,Veilig naar school,2020,0.43,0.18,0.39
 Denderleeuw ,41011,nee,Veilig naar school,2017,0.5,0.29,0.2
 Denderleeuw ,41011,nee,Veilig naar school,2020,0.46,0.21,0.33
 Dendermonde ,42006,nee,Veilig naar school,2017,0.54,0.24,0.22
 Dendermonde ,42006,nee,Veilig naar school,2020,0.45,0.2,0.35
 Dentergem ,37002,nee,Veilig naar school,2017,0.55,0.21,0.24
 Dentergem ,37002,nee,Veilig naar school,2020,0.46,0.13,0.41
 Dessel ,13006,nee,Veilig naar school,2017,0.24,0.28,0.49
 Dessel ,13006,nee,Veilig naar school,2020,0.32,0.21,0.47
 Destelbergen ,44013,nee,Veilig naar school,2017,0.45,0.24,0.31
 Destelbergen ,44013,nee,Veilig naar school,2020,0.41,0.24,0.35
 Diepenbeek ,71011,nee,Veilig naar school,2017,0.34,0.29,0.36
 Diepenbeek ,71011,nee,Veilig naar school,2020,0.35,0.23,0.42
 Diest ,24020,nee,Veilig naar school,2017,0.41,0.28,0.31
 Diest ,24020,nee,Veilig naar school,2020,0.35,0.24,0.42
 Diksmuide ,32003,nee,Veilig naar school,2017,0.54,0.23,0.23
 Diksmuide ,32003,nee,Veilig naar school,2020,0.55,0.19,0.26
 Dilbeek ,23016,nee,Veilig naar school,2017,0.61,0.23,0.16
 Dilbeek ,23016,nee,Veilig naar school,2020,0.58,0.18,0.25
 Dilsen-Stokkem ,72041,nee,Veilig naar school,2017,0.35,0.19,0.46
 Dilsen-Stokkem ,72041,nee,Veilig naar school,2020,0.34,0.22,0.44
 Drogenbos ,23098,nee,Veilig naar school,2017,0.36,0.18,0.46
 Drogenbos ,23098,nee,Veilig naar school,2020,0.31,0.23,0.46
 Duffel ,12009,nee,Veilig naar school,2017,0.31,0.28,0.4
 Duffel ,12009,nee,Veilig naar school,2020,0.34,0.22,0.44
 Edegem ,11013,nee,Veilig naar school,2017,0.3,0.29,0.41
 Edegem ,11013,nee,Veilig naar school,2020,0.32,0.21,0.47
 Eeklo ,43005,nee,Veilig naar school,2017,0.57,0.25,0.18
 Eeklo ,43005,nee,Veilig naar school,2020,0.51,0.21,0.28
 Erpe-Mere ,41082,nee,Veilig naar school,2017,0.49,0.29,0.22
 Erpe-Mere ,41082,nee,Veilig naar school,2020,0.53,0.16,0.31
 Essen ,11016,nee,Veilig naar school,2017,0.39,0.26,0.34
 Essen ,11016,nee,Veilig naar school,2020,0.37,0.23,0.4
 Evergem ,44019,nee,Veilig naar school,2017,0.55,0.26,0.19
 Evergem ,44019,nee,Veilig naar school,2020,0.46,0.21,0.34
 Galmaarden ,23023,nee,Veilig naar school,2017,0.55,0.26,0.2
 Galmaarden ,23023,nee,Veilig naar school,2020,0.51,0.23,0.26
 Gavere ,44020,nee,Veilig naar school,2017,0.53,0.25,0.22
 Gavere ,44020,nee,Veilig naar school,2020,0.45,0.25,0.3
 Geel ,13008,nee,Veilig naar school,2017,0.53,0.24,0.23
 Geel ,13008,nee,Veilig naar school,2020,0.47,0.2,0.33
 Geetbets ,24028,nee,Veilig naar school,2017,0.42,0.25,0.33
 Geetbets ,24028,nee,Veilig naar school,2020,0.38,0.24,0.38
 Genk ,71016,ja,Veilig naar school,2014,0.25,0.24,0.51
 Genk ,71016,ja,Veilig naar school,2017,0.29,0.24,0.47
 Genk ,71016,ja,Veilig naar school,2020,0.34,0.22,0.45
 Gent ,44021,ja,Veilig naar school,2014,0.4,0.24,0.37
 Gent ,44021,ja,Veilig naar school,2017,0.42,0.21,0.36
 Gent ,44021,ja,Veilig naar school,2020,0.46,0.17,0.36
 Geraardsbergen ,41018,nee,Veilig naar school,2017,0.58,0.24,0.18
 Geraardsbergen ,41018,nee,Veilig naar school,2020,0.43,0.22,0.34
 Gingelom ,71017,nee,Veilig naar school,2017,0.4,0.28,0.32
 Gingelom ,71017,nee,Veilig naar school,2020,0.42,0.2,0.37
 Gistel ,35005,nee,Veilig naar school,2017,0.44,0.24,0.32
 Gistel ,35005,nee,Veilig naar school,2020,0.41,0.2,0.39
 Glabbeek ,24137,nee,Veilig naar school,2017,0.45,0.31,0.24
 Glabbeek ,24137,nee,Veilig naar school,2020,0.41,0.23,0.36
 Gooik ,23024,nee,Veilig naar school,2017,0.32,0.29,0.39
 Gooik ,23024,nee,Veilig naar school,2020,0.37,0.21,0.42
 Grimbergen ,23025,nee,Veilig naar school,2017,0.53,0.28,0.2
 Grimbergen ,23025,nee,Veilig naar school,2020,0.41,0.22,0.37
 Grobbendonk ,13010,nee,Veilig naar school,2017,0.39,0.27,0.34
 Grobbendonk ,13010,nee,Veilig naar school,2020,0.38,0.19,0.43
 Haacht ,24033,nee,Veilig naar school,2017,0.55,0.25,0.2
 Haacht ,24033,nee,Veilig naar school,2020,0.47,0.23,0.29
 Haaltert ,41024,nee,Veilig naar school,2017,0.54,0.24,0.22
 Haaltert ,41024,nee,Veilig naar school,2020,0.52,0.17,0.3
 Halen ,71020,nee,Veilig naar school,2017,0.47,0.24,0.29
 Halen ,71020,nee,Veilig naar school,2020,0.43,0.22,0.35
 Halle ,23027,nee,Veilig naar school,2017,0.64,0.19,0.17
 Halle ,23027,nee,Veilig naar school,2020,0.57,0.23,0.19
 Ham ,71069,nee,Veilig naar school,2017,0.28,0.28,0.45
 Ham ,71069,nee,Veilig naar school,2020,0.34,0.2,0.46
 Hamme ,42008,nee,Veilig naar school,2017,0.49,0.24,0.27
 Hamme ,42008,nee,Veilig naar school,2020,0.39,0.31,0.3
 Hamont-Achel ,72037,nee,Veilig naar school,2017,0.31,0.28,0.4
 Hamont-Achel ,72037,nee,Veilig naar school,2020,0.3,0.22,0.49
 Harelbeke ,34013,nee,Veilig naar school,2017,0.4,0.27,0.34
 Harelbeke ,34013,nee,Veilig naar school,2020,0.4,0.19,0.41
 Hasselt ,71022,ja,Veilig naar school,2014,0.31,0.2,0.5
 Hasselt ,71022,ja,Veilig naar school,2017,0.35,0.24,0.41
 Hasselt ,71022,ja,Veilig naar school,2020,0.42,0.17,0.41
 Hechtel-Eksel,72038,nee,Veilig naar school,2017,0.25,0.25,0.5
 Hechtel-Eksel,72038,nee,Veilig naar school,2020,0.29,0.19,0.52
 Heers ,73022,nee,Veilig naar school,2017,0.34,0.26,0.4
 Heers ,73022,nee,Veilig naar school,2020,0.33,0.23,0.44
 Heist-Op-Den-Berg ,12014,nee,Veilig naar school,2017,0.46,0.31,0.23
 Heist-Op-Den-Berg ,12014,nee,Veilig naar school,2020,0.45,0.18,0.37
 Hemiksem ,11018,nee,Veilig naar school,2017,0.37,0.24,0.38
 Hemiksem ,11018,nee,Veilig naar school,2020,0.39,0.2,0.41
 Herent ,24038,nee,Veilig naar school,2017,0.53,0.21,0.27
 Herent ,24038,nee,Veilig naar school,2020,0.41,0.21,0.39
 Herentals ,13011,nee,Veilig naar school,2017,0.44,0.33,0.23
 Herentals ,13011,nee,Veilig naar school,2020,0.39,0.25,0.36
 Herenthout ,13012,nee,Veilig naar school,2017,0.38,0.29,0.32
 Herenthout ,13012,nee,Veilig naar school,2020,0.39,0.26,0.35
 Herk-De-Stad ,71024,nee,Veilig naar school,2017,0.3,0.25,0.44
 Herk-De-Stad ,71024,nee,Veilig naar school,2020,0.32,0.19,0.49
 Herne ,23032,nee,Veilig naar school,2017,0.41,0.32,0.27
 Herne ,23032,nee,Veilig naar school,2020,0.43,0.19,0.37
 Herselt ,13013,nee,Veilig naar school,2017,0.37,0.26,0.37
 Herselt ,13013,nee,Veilig naar school,2020,0.32,0.21,0.46
 Herzele ,41027,nee,Veilig naar school,2017,0.53,0.25,0.22
 Herzele ,41027,nee,Veilig naar school,2020,0.41,0.18,0.41
 Heusden-Zolder ,71070,nee,Veilig naar school,2017,0.4,0.31,0.29
 Heusden-Zolder ,71070,nee,Veilig naar school,2020,0.49,0.21,0.3
 Heuvelland ,33039,nee,Veilig naar school,2017,0.38,0.24,0.38
 Heuvelland ,33039,nee,Veilig naar school,2020,0.36,0.17,0.47
 Hoegaarden ,24041,nee,Veilig naar school,2017,0.46,0.24,0.3
 Hoegaarden ,24041,nee,Veilig naar school,2020,0.45,0.19,0.36
 Hoeilaart ,23033,nee,Veilig naar school,2017,0.44,0.27,0.3
 Hoeilaart ,23033,nee,Veilig naar school,2020,0.37,0.2,0.43
 Hoeselt ,73032,nee,Veilig naar school,2017,0.45,0.2,0.35
 Hoeselt ,73032,nee,Veilig naar school,2020,0.37,0.23,0.4
 Holsbeek ,24043,nee,Veilig naar school,2017,0.39,0.28,0.33
 Holsbeek ,24043,nee,Veilig naar school,2020,0.39,0.2,0.42
 Hooglede ,36006,nee,Veilig naar school,2017,0.31,0.25,0.44
 Hooglede ,36006,nee,Veilig naar school,2020,0.36,0.21,0.43
 Hoogstraten ,13014,nee,Veilig naar school,2017,0.41,0.28,0.31
 Hoogstraten ,13014,nee,Veilig naar school,2020,0.4,0.2,0.4
 Horebeke ,45062,nee,Veilig naar school,2017,0.54,0.19,0.27
 Horebeke ,45062,nee,Veilig naar school,2020,0.58,0.1,0.33
 Houthalen-Helchteren ,72039,nee,Veilig naar school,2017,0.44,0.26,0.29
 Houthalen-Helchteren ,72039,nee,Veilig naar school,2020,0.51,0.21,0.28
 Houthulst ,32006,nee,Veilig naar school,2017,0.37,0.28,0.35
 Houthulst ,32006,nee,Veilig naar school,2020,0.34,0.14,0.51
 Hove ,11021,nee,Veilig naar school,2017,0.47,0.22,0.31
 Hove ,11021,nee,Veilig naar school,2020,0.33,0.22,0.46
 Huldenberg ,24045,nee,Veilig naar school,2017,0.63,0.16,0.21
 Huldenberg ,24045,nee,Veilig naar school,2020,0.6,0.13,0.27
 Hulshout ,13016,nee,Veilig naar school,2017,0.41,0.27,0.32
 Hulshout ,13016,nee,Veilig naar school,2020,0.38,0.24,0.38
 Ichtegem ,35006,nee,Veilig naar school,2017,0.41,0.26,0.33
 Ichtegem ,35006,nee,Veilig naar school,2020,0.38,0.19,0.43
 Ieper ,33011,nee,Veilig naar school,2017,0.38,0.28,0.33
 Ieper ,33011,nee,Veilig naar school,2020,0.38,0.21,0.41
 Ingelmunster ,36007,nee,Veilig naar school,2017,0.39,0.23,0.38
 Ingelmunster ,36007,nee,Veilig naar school,2020,0.3,0.23,0.47
 Izegem ,36008,nee,Veilig naar school,2017,0.33,0.32,0.35
 Izegem ,36008,nee,Veilig naar school,2020,0.37,0.21,0.43
 Jabbeke ,31012,nee,Veilig naar school,2017,0.38,0.26,0.36
 Jabbeke ,31012,nee,Veilig naar school,2020,0.37,0.2,0.43
 Kalmthout ,11022,nee,Veilig naar school,2017,0.3,0.27,0.43
 Kalmthout ,11022,nee,Veilig naar school,2020,0.29,0.24,0.47
 Kampenhout ,23038,nee,Veilig naar school,2017,0.38,0.29,0.33
 Kampenhout ,23038,nee,Veilig naar school,2020,0.42,0.26,0.33
 Kapellen ,11023,nee,Veilig naar school,2017,0.4,0.24,0.36
 Kapellen ,11023,nee,Veilig naar school,2020,0.38,0.25,0.37
 Kapelle-Op-Den-Bos ,23039,nee,Veilig naar school,2017,0.48,0.26,0.26
 Kapelle-Op-Den-Bos ,23039,nee,Veilig naar school,2020,0.4,0.24,0.36
 Kaprijke ,43007,nee,Veilig naar school,2017,0.3,0.27,0.44
 Kaprijke ,43007,nee,Veilig naar school,2020,0.33,0.23,0.44
 Kasterlee ,13017,nee,Veilig naar school,2017,0.34,0.25,0.42
 Kasterlee ,13017,nee,Veilig naar school,2020,0.26,0.22,0.52
 Keerbergen ,24048,nee,Veilig naar school,2017,0.4,0.26,0.34
 Keerbergen ,24048,nee,Veilig naar school,2020,0.38,0.19,0.43
 Kinrooi ,72018,nee,Veilig naar school,2017,0.26,0.24,0.49
 Kinrooi ,72018,nee,Veilig naar school,2020,0.24,0.23,0.53
 Kluisbergen ,45060,nee,Veilig naar school,2017,0.39,0.25,0.36
 Kluisbergen ,45060,nee,Veilig naar school,2020,0.39,0.19,0.42
 Knesselare ,44029,nee,Veilig naar school,2017,0.57,0.24,0.19
 Knokke-Heist ,31043,nee,Veilig naar school,2017,0.18,0.26,0.55
 Knokke-Heist ,31043,nee,Veilig naar school,2020,0.21,0.2,0.6
 Koekelare ,32010,nee,Veilig naar school,2017,0.22,0.29,0.49
 Koekelare ,32010,nee,Veilig naar school,2020,0.24,0.19,0.57
 Koksijde ,38014,nee,Veilig naar school,2017,0.14,0.24,0.62
 Koksijde ,38014,nee,Veilig naar school,2020,0.16,0.15,0.68
 Kontich ,11024,nee,Veilig naar school,2017,0.55,0.24,0.21
 Kontich ,11024,nee,Veilig naar school,2020,0.45,0.2,0.35
 Kortemark ,32011,nee,Veilig naar school,2017,0.54,0.26,0.2
 Kortemark ,32011,nee,Veilig naar school,2020,0.49,0.2,0.31
 Kortenaken ,24054,nee,Veilig naar school,2017,0.34,0.28,0.38
 Kortenaken ,24054,nee,Veilig naar school,2020,0.43,0.17,0.4
 Kortenberg ,24055,nee,Veilig naar school,2017,0.5,0.25,0.25
 Kortenberg ,24055,nee,Veilig naar school,2020,0.45,0.19,0.36
 Kortessem ,73040,nee,Veilig naar school,2017,0.44,0.25,0.3
 Kortessem ,73040,nee,Veilig naar school,2020,0.53,0.2,0.27
 Kortrijk ,34022,ja,Veilig naar school,2014,0.31,0.23,0.46
 Kortrijk ,34022,ja,Veilig naar school,2017,0.37,0.22,0.41
 Kortrijk ,34022,ja,Veilig naar school,2020,0.36,0.18,0.45
 Kraainem ,23099,nee,Veilig naar school,2017,0.36,0.23,0.41
 Kraainem ,23099,nee,Veilig naar school,2020,0.27,0.22,0.52
 Kruibeke ,46013,nee,Veilig naar school,2017,0.57,0.23,0.2
 Kruibeke ,46013,nee,Veilig naar school,2020,0.46,0.19,0.35
 Kruisem ,45068,nee,Veilig naar school,2020,0.43,0.2,0.37
 Kruishoutem ,45017,nee,Veilig naar school,2017,0.54,0.25,0.21
 Kuurne ,34023,nee,Veilig naar school,2017,0.32,0.24,0.44
 Kuurne ,34023,nee,Veilig naar school,2020,0.29,0.24,0.46
 Laakdal ,13053,nee,Veilig naar school,2017,0.42,0.23,0.34
 Laakdal ,13053,nee,Veilig naar school,2020,0.41,0.17,0.42
 Laarne ,42010,nee,Veilig naar school,2017,0.4,0.28,0.32
 Laarne ,42010,nee,Veilig naar school,2020,0.32,0.22,0.46
 Lanaken ,73042,nee,Veilig naar school,2017,0.4,0.26,0.34
 Lanaken ,73042,nee,Veilig naar school,2020,0.4,0.25,0.35
 Landen ,24059,nee,Veilig naar school,2017,0.57,0.24,0.19
 Landen ,24059,nee,Veilig naar school,2020,0.49,0.24,0.28
 Langemark-Poelkapelle ,33040,nee,Veilig naar school,2017,0.41,0.27,0.32
 Langemark-Poelkapelle ,33040,nee,Veilig naar school,2020,0.36,0.23,0.42
 Lebbeke ,42011,nee,Veilig naar school,2017,0.53,0.29,0.17
 Lebbeke ,42011,nee,Veilig naar school,2020,0.43,0.26,0.32
 Lede ,41034,nee,Veilig naar school,2017,0.43,0.3,0.27
 Lede ,41034,nee,Veilig naar school,2020,0.4,0.19,0.41
 Ledegem ,36010,nee,Veilig naar school,2017,0.34,0.25,0.41
 Ledegem ,36010,nee,Veilig naar school,2020,0.25,0.22,0.53
 Lendelede ,34025,nee,Veilig naar school,2017,0.24,0.25,0.51
 Lendelede ,34025,nee,Veilig naar school,2020,0.26,0.14,0.6
 Lennik ,23104,nee,Veilig naar school,2017,0.58,0.23,0.19
 Lennik ,23104,nee,Veilig naar school,2020,0.53,0.16,0.32
 Leopoldsburg ,71034,nee,Veilig naar school,2017,0.5,0.29,0.21
 Leopoldsburg ,71034,nee,Veilig naar school,2020,0.52,0.17,0.31
 Leuven ,24062,ja,Veilig naar school,2014,0.31,0.22,0.46
 Leuven ,24062,ja,Veilig naar school,2017,0.37,0.21,0.42
 Leuven ,24062,ja,Veilig naar school,2020,0.35,0.16,0.49
 Lichtervelde ,36011,nee,Veilig naar school,2017,0.35,0.28,0.37
 Lichtervelde ,36011,nee,Veilig naar school,2020,0.31,0.25,0.44
 Liedekerke ,23044,nee,Veilig naar school,2017,0.48,0.26,0.27
 Liedekerke ,23044,nee,Veilig naar school,2020,0.42,0.27,0.31
 Lier ,12021,nee,Veilig naar school,2017,0.43,0.27,0.3
 Lier ,12021,nee,Veilig naar school,2020,0.34,0.24,0.42
 Lierde ,45063,nee,Veilig naar school,2017,0.38,0.26,0.36
 Lierde ,45063,nee,Veilig naar school,2020,0.33,0.23,0.44
 Lievegem ,44085,nee,Veilig naar school,2020,0.36,0.21,0.43
 Lille ,13019,nee,Veilig naar school,2017,0.44,0.22,0.34
 Lille ,13019,nee,Veilig naar school,2020,0.43,0.18,0.4
 Linkebeek ,23100,nee,Veilig naar school,2017,0.45,0.27,0.28
 Linkebeek ,23100,nee,Veilig naar school,2020,0.44,0.24,0.32
 Lint ,11025,nee,Veilig naar school,2017,0.18,0.24,0.58
 Lint ,11025,nee,Veilig naar school,2020,0.22,0.18,0.6
 Linter ,24133,nee,Veilig naar school,2017,0.47,0.27,0.26
 Linter ,24133,nee,Veilig naar school,2020,0.41,0.22,0.37
 Lochristi ,44034,nee,Veilig naar school,2017,0.41,0.28,0.31
 Lochristi ,44034,nee,Veilig naar school,2020,0.47,0.21,0.32
 Lokeren ,46014,nee,Veilig naar school,2017,0.47,0.3,0.23
 Lokeren ,46014,nee,Veilig naar school,2020,0.44,0.25,0.31
 Lommel ,72020,nee,Veilig naar school,2017,0.3,0.27,0.43
 Lommel ,72020,nee,Veilig naar school,2020,0.32,0.21,0.47
 Londerzeel ,23045,nee,Veilig naar school,2017,0.42,0.3,0.29
 Londerzeel ,23045,nee,Veilig naar school,2020,0.46,0.2,0.33
 Lo-Reninge ,32030,nee,Veilig naar school,2017,0.24,0.24,0.53
 Lo-Reninge ,32030,nee,Veilig naar school,2020,0.25,0.18,0.58
 Lovendegem ,44036,nee,Veilig naar school,2017,0.43,0.28,0.29
 Lubbeek ,24066,nee,Veilig naar school,2017,0.52,0.25,0.22
 Lubbeek ,24066,nee,Veilig naar school,2020,0.56,0.15,0.28
 Lummen ,71037,nee,Veilig naar school,2017,0.44,0.26,0.3
 Lummen ,71037,nee,Veilig naar school,2020,0.37,0.23,0.39
 Maarkedal ,45064,nee,Veilig naar school,2017,0.53,0.24,0.23
 Maarkedal ,45064,nee,Veilig naar school,2020,0.35,0.18,0.47
 Maaseik ,72021,nee,Veilig naar school,2017,0.37,0.25,0.39
 Maaseik ,72021,nee,Veilig naar school,2020,0.43,0.2,0.38
 Maasmechelen ,73107,nee,Veilig naar school,2017,0.46,0.3,0.24
 Maasmechelen ,73107,nee,Veilig naar school,2020,0.42,0.3,0.28
 Machelen ,23047,nee,Veilig naar school,2017,0.44,0.23,0.33
 Machelen ,23047,nee,Veilig naar school,2020,0.4,0.21,0.38
 Maldegem ,43010,nee,Veilig naar school,2017,0.43,0.26,0.32
 Maldegem ,43010,nee,Veilig naar school,2020,0.37,0.23,0.41
 Malle ,11057,nee,Veilig naar school,2017,0.39,0.22,0.38
 Malle ,11057,nee,Veilig naar school,2020,0.36,0.21,0.43
 Mechelen ,12025,ja,Veilig naar school,2014,0.32,0.27,0.42
 Mechelen ,12025,ja,Veilig naar school,2017,0.4,0.25,0.35
 Mechelen ,12025,ja,Veilig naar school,2020,0.41,0.15,0.44
 Meerhout ,13021,nee,Veilig naar school,2017,0.55,0.26,0.19
 Meerhout ,13021,nee,Veilig naar school,2020,0.46,0.22,0.32
 Meeuwen-Gruitrode ,72040,nee,Veilig naar school,2017,0.22,0.25,0.53
 Meise ,23050,nee,Veilig naar school,2017,0.45,0.29,0.25
 Meise ,23050,nee,Veilig naar school,2020,0.46,0.2,0.34
