Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Ja (%),Nee (%)
 Aalter ,44084,nee,Vervoersmiddelenbezit,Moto/bromfiets,2020,0.07,0.93
 Aarschot ,24001,nee,Vervoersmiddelenbezit,Abonnement openbaar vervoer,2017,0.43,0.57
 Aarschot ,24001,nee,Vervoersmiddelenbezit,Abonnement openbaar vervoer,2020,0.3,0.7
 Aarschot ,24001,nee,Vervoersmiddelenbezit,Auto,2017,0.95,0.05
 Aarschot ,24001,nee,Vervoersmiddelenbezit,Auto,2020,0.95,0.05
 Aarschot ,24001,nee,Vervoersmiddelenbezit,Bakfiets/fietskar,2017,0.02,0.98
 Aarschot ,24001,nee,Vervoersmiddelenbezit,Bakfiets/fietskar,2020,0.04,0.96
 Aarschot ,24001,nee,Vervoersmiddelenbezit,Elektrische fiets,2017,0.22,0.78
 Aarschot ,24001,nee,Vervoersmiddelenbezit,Elektrische fiets,2020,0.36,0.64
 Aarschot ,24001,nee,Vervoersmiddelenbezit,Elektrische step/monowheel/hoverboard,2020,0.03,0.97
 Aarschot ,24001,nee,Vervoersmiddelenbezit,Fiets,2017,0.91,0.09
 Aarschot ,24001,nee,Vervoersmiddelenbezit,Fiets,2020,0.87,0.13
 Aarschot ,24001,nee,Vervoersmiddelenbezit,Lidmaatschap autodelen,2017,0.01,0.99
 Aarschot ,24001,nee,Vervoersmiddelenbezit,Lidmaatschap autodelen,2020,0.01,0.99
 Aarschot ,24001,nee,Vervoersmiddelenbezit,Lidmaatschap fietsdelen,2020,0.01,0.99
 Aarschot ,24001,nee,Vervoersmiddelenbezit,Moto/bromfiets,2017,0.13,0.87
 Aarschot ,24001,nee,Vervoersmiddelenbezit,Moto/bromfiets,2020,0.1,0.9
 Aartselaar ,11001,nee,Vervoersmiddelenbezit,Abonnement openbaar vervoer,2017,0.41,0.59
 Aartselaar ,11001,nee,Vervoersmiddelenbezit,Abonnement openbaar vervoer,2020,0.28,0.72
 Aartselaar ,11001,nee,Vervoersmiddelenbezit,Auto,2017,0.95,0.05
 Aartselaar ,11001,nee,Vervoersmiddelenbezit,Auto,2020,0.96,0.04
 Aartselaar ,11001,nee,Vervoersmiddelenbezit,Bakfiets/fietskar,2017,0.02,0.98
 Aartselaar ,11001,nee,Vervoersmiddelenbezit,Bakfiets/fietskar,2020,0.02,0.98
 Aartselaar ,11001,nee,Vervoersmiddelenbezit,Elektrische fiets,2017,0.22,0.78
 Aartselaar ,11001,nee,Vervoersmiddelenbezit,Elektrische fiets,2020,0.4,0.6
 Aartselaar ,11001,nee,Vervoersmiddelenbezit,Elektrische step/monowheel/hoverboard,2020,0.03,0.97
 Aartselaar ,11001,nee,Vervoersmiddelenbezit,Fiets,2017,0.92,0.08
 Aartselaar ,11001,nee,Vervoersmiddelenbezit,Fiets,2020,0.91,0.09
 Aartselaar ,11001,nee,Vervoersmiddelenbezit,Lidmaatschap autodelen,2017,0.01,0.99
 Aartselaar ,11001,nee,Vervoersmiddelenbezit,Lidmaatschap autodelen,2020,0.0,1.0
 Aartselaar ,11001,nee,Vervoersmiddelenbezit,Lidmaatschap fietsdelen,2020,0.02,0.98
 Aartselaar ,11001,nee,Vervoersmiddelenbezit,Moto/bromfiets,2017,0.13,0.87
 Aartselaar ,11001,nee,Vervoersmiddelenbezit,Moto/bromfiets,2020,0.15,0.85
 Affligem ,23105,nee,Vervoersmiddelenbezit,Abonnement openbaar vervoer,2017,0.41,0.59
 Affligem ,23105,nee,Vervoersmiddelenbezit,Abonnement openbaar vervoer,2020,0.32,0.68
 Affligem ,23105,nee,Vervoersmiddelenbezit,Auto,2017,0.96,0.04
 Affligem ,23105,nee,Vervoersmiddelenbezit,Auto,2020,0.95,0.05
 Affligem ,23105,nee,Vervoersmiddelenbezit,Bakfiets/fietskar,2017,0.02,0.98
 Affligem ,23105,nee,Vervoersmiddelenbezit,Bakfiets/fietskar,2020,0.02,0.98
 Affligem ,23105,nee,Vervoersmiddelenbezit,Elektrische fiets,2017,0.16,0.84
 Affligem ,23105,nee,Vervoersmiddelenbezit,Elektrische fiets,2020,0.28,0.72
 Affligem ,23105,nee,Vervoersmiddelenbezit,Elektrische step/monowheel/hoverboard,2020,0.02,0.98
 Affligem ,23105,nee,Vervoersmiddelenbezit,Fiets,2017,0.86,0.14
 Affligem ,23105,nee,Vervoersmiddelenbezit,Fiets,2020,0.81,0.19
 Affligem ,23105,nee,Vervoersmiddelenbezit,Lidmaatschap autodelen,2017,0.03,0.97
 Affligem ,23105,nee,Vervoersmiddelenbezit,Lidmaatschap autodelen,2020,0.0,1.0
 Affligem ,23105,nee,Vervoersmiddelenbezit,Lidmaatschap fietsdelen,2020,0.0,1.0
 Affligem ,23105,nee,Vervoersmiddelenbezit,Moto/bromfiets,2017,0.14,0.86
 Affligem ,23105,nee,Vervoersmiddelenbezit,Moto/bromfiets,2020,0.1,0.9
 Alken ,73001,nee,Vervoersmiddelenbezit,Abonnement openbaar vervoer,2017,0.32,0.68
 Alken ,73001,nee,Vervoersmiddelenbezit,Abonnement openbaar vervoer,2020,0.25,0.75
 Alken ,73001,nee,Vervoersmiddelenbezit,Auto,2017,0.98,0.02
 Alken ,73001,nee,Vervoersmiddelenbezit,Auto,2020,0.98,0.02
 Alken ,73001,nee,Vervoersmiddelenbezit,Bakfiets/fietskar,2017,0.02,0.98
 Alken ,73001,nee,Vervoersmiddelenbezit,Bakfiets/fietskar,2020,0.01,0.99
 Alken ,73001,nee,Vervoersmiddelenbezit,Elektrische fiets,2017,0.27,0.73
 Alken ,73001,nee,Vervoersmiddelenbezit,Elektrische fiets,2020,0.37,0.63
 Alken ,73001,nee,Vervoersmiddelenbezit,Elektrische step/monowheel/hoverboard,2020,0.01,0.99
 Alken ,73001,nee,Vervoersmiddelenbezit,Fiets,2017,0.96,0.04
 Alken ,73001,nee,Vervoersmiddelenbezit,Fiets,2020,0.88,0.12
 Alken ,73001,nee,Vervoersmiddelenbezit,Lidmaatschap autodelen,2017,0.01,0.99
 Alken ,73001,nee,Vervoersmiddelenbezit,Lidmaatschap autodelen,2020,0.0,1.0
 Alken ,73001,nee,Vervoersmiddelenbezit,Lidmaatschap fietsdelen,2020,0.01,0.99
 Alken ,73001,nee,Vervoersmiddelenbezit,Moto/bromfiets,2017,0.15,0.85
 Alken ,73001,nee,Vervoersmiddelenbezit,Moto/bromfiets,2020,0.15,0.85
 Alveringem ,38002,nee,Vervoersmiddelenbezit,Abonnement openbaar vervoer,2017,0.26,0.74
 Alveringem ,38002,nee,Vervoersmiddelenbezit,Abonnement openbaar vervoer,2020,0.2,0.8
 Alveringem ,38002,nee,Vervoersmiddelenbezit,Auto,2017,0.95,0.05
 Alveringem ,38002,nee,Vervoersmiddelenbezit,Auto,2020,0.98,0.02
 Alveringem ,38002,nee,Vervoersmiddelenbezit,Bakfiets/fietskar,2017,0.02,0.98
 Alveringem ,38002,nee,Vervoersmiddelenbezit,Bakfiets/fietskar,2020,0.01,0.99
 Alveringem ,38002,nee,Vervoersmiddelenbezit,Elektrische fiets,2017,0.2,0.8
 Alveringem ,38002,nee,Vervoersmiddelenbezit,Elektrische fiets,2020,0.38,0.62
 Alveringem ,38002,nee,Vervoersmiddelenbezit,Elektrische step/monowheel/hoverboard,2020,0.01,0.99
 Alveringem ,38002,nee,Vervoersmiddelenbezit,Fiets,2017,0.94,0.06
 Alveringem ,38002,nee,Vervoersmiddelenbezit,Fiets,2020,0.89,0.11
 Alveringem ,38002,nee,Vervoersmiddelenbezit,Lidmaatschap autodelen,2017,0.02,0.98
 Alveringem ,38002,nee,Vervoersmiddelenbezit,Lidmaatschap autodelen,2020,0.0,1.0
 Alveringem ,38002,nee,Vervoersmiddelenbezit,Lidmaatschap fietsdelen,2020,0.01,0.99
 Alveringem ,38002,nee,Vervoersmiddelenbezit,Moto/bromfiets,2017,0.12,0.88
 Alveringem ,38002,nee,Vervoersmiddelenbezit,Moto/bromfiets,2020,0.16,0.84
 Antwerpen ,11002,ja,Vervoersmiddelenbezit,Abonnement openbaar vervoer,2011,0.5,0.5
 Antwerpen ,11002,ja,Vervoersmiddelenbezit,Abonnement openbaar vervoer,2014,0.55,0.45
 Antwerpen ,11002,ja,Vervoersmiddelenbezit,Abonnement openbaar vervoer,2017,0.5,0.5
 Antwerpen ,11002,ja,Vervoersmiddelenbezit,Abonnement openbaar vervoer,2020,0.41,0.59
 Antwerpen ,11002,ja,Vervoersmiddelenbezit,Auto,2011,0.78,0.22
 Antwerpen ,11002,ja,Vervoersmiddelenbezit,Auto,2014,0.79,0.21
 Antwerpen ,11002,ja,Vervoersmiddelenbezit,Auto,2017,0.78,0.22
 Antwerpen ,11002,ja,Vervoersmiddelenbezit,Auto,2020,0.79,0.21
 Antwerpen ,11002,ja,Vervoersmiddelenbezit,Bakfiets/fietskar,2014,0.05,0.95
 Antwerpen ,11002,ja,Vervoersmiddelenbezit,Bakfiets/fietskar,2017,0.04,0.96
 Antwerpen ,11002,ja,Vervoersmiddelenbezit,Bakfiets/fietskar,2020,0.04,0.96
 Antwerpen ,11002,ja,Vervoersmiddelenbezit,Elektrische fiets,2017,0.1,0.9
 Antwerpen ,11002,ja,Vervoersmiddelenbezit,Elektrische fiets,2020,0.19,0.81
 Antwerpen ,11002,ja,Vervoersmiddelenbezit,Elektrische step/monowheel/hoverboard,2020,0.04,0.96
 Antwerpen ,11002,ja,Vervoersmiddelenbezit,Fiets,2011,0.75,0.25
 Antwerpen ,11002,ja,Vervoersmiddelenbezit,Fiets,2014,0.71,0.29
 Antwerpen ,11002,ja,Vervoersmiddelenbezit,Fiets,2017,0.8,0.2
 Antwerpen ,11002,ja,Vervoersmiddelenbezit,Fiets,2020,0.77,0.23
 Antwerpen ,11002,ja,Vervoersmiddelenbezit,Lidmaatschap autodelen,2017,0.04,0.96
 Antwerpen ,11002,ja,Vervoersmiddelenbezit,Lidmaatschap autodelen,2020,0.05,0.95
 Antwerpen ,11002,ja,Vervoersmiddelenbezit,Lidmaatschap fietsdelen,2020,0.13,0.87
 Antwerpen ,11002,ja,Vervoersmiddelenbezit,Moto/bromfiets,2011,0.1,0.9
 Antwerpen ,11002,ja,Vervoersmiddelenbezit,Moto/bromfiets,2014,0.1,0.9
 Antwerpen ,11002,ja,Vervoersmiddelenbezit,Moto/bromfiets,2017,0.08,0.92
 Antwerpen ,11002,ja,Vervoersmiddelenbezit,Moto/bromfiets,2020,0.07,0.93
 Anzegem ,34002,nee,Vervoersmiddelenbezit,Abonnement openbaar vervoer,2017,0.28,0.72
 Anzegem ,34002,nee,Vervoersmiddelenbezit,Abonnement openbaar vervoer,2020,0.19,0.81
 Anzegem ,34002,nee,Vervoersmiddelenbezit,Auto,2017,0.97,0.03
 Anzegem ,34002,nee,Vervoersmiddelenbezit,Auto,2020,0.98,0.02
 Anzegem ,34002,nee,Vervoersmiddelenbezit,Bakfiets/fietskar,2017,0.02,0.98
 Anzegem ,34002,nee,Vervoersmiddelenbezit,Bakfiets/fietskar,2020,0.02,0.98
 Anzegem ,34002,nee,Vervoersmiddelenbezit,Elektrische fiets,2017,0.16,0.84
 Anzegem ,34002,nee,Vervoersmiddelenbezit,Elektrische fiets,2020,0.37,0.63
 Anzegem ,34002,nee,Vervoersmiddelenbezit,Elektrische step/monowheel/hoverboard,2020,0.03,0.97
 Anzegem ,34002,nee,Vervoersmiddelenbezit,Fiets,2017,0.89,0.11
 Anzegem ,34002,nee,Vervoersmiddelenbezit,Fiets,2020,0.84,0.16
 Anzegem ,34002,nee,Vervoersmiddelenbezit,Lidmaatschap autodelen,2017,0.01,0.99
 Anzegem ,34002,nee,Vervoersmiddelenbezit,Lidmaatschap autodelen,2020,0.0,1.0
 Anzegem ,34002,nee,Vervoersmiddelenbezit,Lidmaatschap fietsdelen,2020,0.01,0.99
 Anzegem ,34002,nee,Vervoersmiddelenbezit,Moto/bromfiets,2017,0.12,0.88
 Anzegem ,34002,nee,Vervoersmiddelenbezit,Moto/bromfiets,2020,0.12,0.88
 Ardooie ,37020,nee,Vervoersmiddelenbezit,Abonnement openbaar vervoer,2017,0.21,0.79
 Ardooie ,37020,nee,Vervoersmiddelenbezit,Abonnement openbaar vervoer,2020,0.19,0.81
 Ardooie ,37020,nee,Vervoersmiddelenbezit,Auto,2017,0.95,0.05
 Ardooie ,37020,nee,Vervoersmiddelenbezit,Auto,2020,0.99,0.01
 Ardooie ,37020,nee,Vervoersmiddelenbezit,Bakfiets/fietskar,2017,0.02,0.98
 Ardooie ,37020,nee,Vervoersmiddelenbezit,Bakfiets/fietskar,2020,0.03,0.97
 Ardooie ,37020,nee,Vervoersmiddelenbezit,Elektrische fiets,2017,0.18,0.82
 Ardooie ,37020,nee,Vervoersmiddelenbezit,Elektrische fiets,2020,0.29,0.71
 Ardooie ,37020,nee,Vervoersmiddelenbezit,Elektrische step/monowheel/hoverboard,2020,0.01,0.99
 Ardooie ,37020,nee,Vervoersmiddelenbezit,Fiets,2017,0.93,0.07
 Ardooie ,37020,nee,Vervoersmiddelenbezit,Fiets,2020,0.88,0.12
 Ardooie ,37020,nee,Vervoersmiddelenbezit,Lidmaatschap autodelen,2017,0.0,1.0
 Ardooie ,37020,nee,Vervoersmiddelenbezit,Lidmaatschap autodelen,2020,0.01,0.99
 Ardooie ,37020,nee,Vervoersmiddelenbezit,Lidmaatschap fietsdelen,2020,0.01,0.99
 Ardooie ,37020,nee,Vervoersmiddelenbezit,Moto/bromfiets,2017,0.08,0.92
 Ardooie ,37020,nee,Vervoersmiddelenbezit,Moto/bromfiets,2020,0.11,0.89
 Arendonk ,13001,nee,Vervoersmiddelenbezit,Abonnement openbaar vervoer,2017,0.25,0.75
 Arendonk ,13001,nee,Vervoersmiddelenbezit,Abonnement openbaar vervoer,2020,0.17,0.83
 Arendonk ,13001,nee,Vervoersmiddelenbezit,Auto,2017,0.95,0.05
 Arendonk ,13001,nee,Vervoersmiddelenbezit,Auto,2020,0.94,0.06
 Arendonk ,13001,nee,Vervoersmiddelenbezit,Bakfiets/fietskar,2017,0.03,0.97
 Arendonk ,13001,nee,Vervoersmiddelenbezit,Bakfiets/fietskar,2020,0.04,0.96
 Arendonk ,13001,nee,Vervoersmiddelenbezit,Elektrische fiets,2017,0.36,0.64
 Arendonk ,13001,nee,Vervoersmiddelenbezit,Elektrische fiets,2020,0.52,0.48
 Arendonk ,13001,nee,Vervoersmiddelenbezit,Elektrische step/monowheel/hoverboard,2020,0.03,0.97
 Arendonk ,13001,nee,Vervoersmiddelenbezit,Fiets,2017,0.96,0.04
 Arendonk ,13001,nee,Vervoersmiddelenbezit,Fiets,2020,0.94,0.06
 Arendonk ,13001,nee,Vervoersmiddelenbezit,Lidmaatschap autodelen,2017,0.02,0.98
 Arendonk ,13001,nee,Vervoersmiddelenbezit,Lidmaatschap autodelen,2020,0.0,1.0
 Arendonk ,13001,nee,Vervoersmiddelenbezit,Lidmaatschap fietsdelen,2020,0.01,0.99
 Arendonk ,13001,nee,Vervoersmiddelenbezit,Moto/bromfiets,2017,0.14,0.86
 Arendonk ,13001,nee,Vervoersmiddelenbezit,Moto/bromfiets,2020,0.12,0.88
 As ,71002,nee,Vervoersmiddelenbezit,Abonnement openbaar vervoer,2017,0.33,0.67
 As ,71002,nee,Vervoersmiddelenbezit,Abonnement openbaar vervoer,2020,0.26,0.74
 As ,71002,nee,Vervoersmiddelenbezit,Auto,2017,0.95,0.05
 As ,71002,nee,Vervoersmiddelenbezit,Auto,2020,0.98,0.02
 As ,71002,nee,Vervoersmiddelenbezit,Bakfiets/fietskar,2017,0.02,0.98
 As ,71002,nee,Vervoersmiddelenbezit,Bakfiets/fietskar,2020,0.02,0.98
 As ,71002,nee,Vervoersmiddelenbezit,Elektrische fiets,2017,0.23,0.77
 As ,71002,nee,Vervoersmiddelenbezit,Elektrische fiets,2020,0.35,0.65
 As ,71002,nee,Vervoersmiddelenbezit,Elektrische step/monowheel/hoverboard,2020,0.03,0.97
 As ,71002,nee,Vervoersmiddelenbezit,Fiets,2017,0.91,0.09
 As ,71002,nee,Vervoersmiddelenbezit,Fiets,2020,0.83,0.17
 As ,71002,nee,Vervoersmiddelenbezit,Lidmaatschap autodelen,2017,0.01,0.99
 As ,71002,nee,Vervoersmiddelenbezit,Lidmaatschap autodelen,2020,0.0,1.0
 As ,71002,nee,Vervoersmiddelenbezit,Lidmaatschap fietsdelen,2020,0.0,1.0
 As ,71002,nee,Vervoersmiddelenbezit,Moto/bromfiets,2017,0.21,0.79
 As ,71002,nee,Vervoersmiddelenbezit,Moto/bromfiets,2020,0.13,0.87
 Asse ,23002,nee,Vervoersmiddelenbezit,Abonnement openbaar vervoer,2017,0.39,0.61
 Asse ,23002,nee,Vervoersmiddelenbezit,Abonnement openbaar vervoer,2020,0.38,0.62
 Asse ,23002,nee,Vervoersmiddelenbezit,Auto,2017,0.93,0.07
 Asse ,23002,nee,Vervoersmiddelenbezit,Auto,2020,0.95,0.05
 Asse ,23002,nee,Vervoersmiddelenbezit,Bakfiets/fietskar,2017,0.02,0.98
 Asse ,23002,nee,Vervoersmiddelenbezit,Bakfiets/fietskar,2020,0.01,0.99
 Asse ,23002,nee,Vervoersmiddelenbezit,Elektrische fiets,2017,0.15,0.85
 Asse ,23002,nee,Vervoersmiddelenbezit,Elektrische fiets,2020,0.29,0.71
 Asse ,23002,nee,Vervoersmiddelenbezit,Elektrische step/monowheel/hoverboard,2020,0.03,0.97
 Asse ,23002,nee,Vervoersmiddelenbezit,Fiets,2017,0.79,0.21
 Asse ,23002,nee,Vervoersmiddelenbezit,Fiets,2020,0.72,0.28
 Asse ,23002,nee,Vervoersmiddelenbezit,Lidmaatschap autodelen,2017,0.01,0.99
 Asse ,23002,nee,Vervoersmiddelenbezit,Lidmaatschap autodelen,2020,0.0,1.0
 Asse ,23002,nee,Vervoersmiddelenbezit,Lidmaatschap fietsdelen,2020,0.0,1.0
 Asse ,23002,nee,Vervoersmiddelenbezit,Moto/bromfiets,2017,0.14,0.86
 Asse ,23002,nee,Vervoersmiddelenbezit,Moto/bromfiets,2020,0.13,0.87
 Assenede ,43002,nee,Vervoersmiddelenbezit,Abonnement openbaar vervoer,2017,0.3,0.7
 Assenede ,43002,nee,Vervoersmiddelenbezit,Abonnement openbaar vervoer,2020,0.18,0.82
 Assenede ,43002,nee,Vervoersmiddelenbezit,Auto,2017,0.97,0.03
 Assenede ,43002,nee,Vervoersmiddelenbezit,Auto,2020,0.97,0.03
 Assenede ,43002,nee,Vervoersmiddelenbezit,Bakfiets/fietskar,2017,0.03,0.97
 Assenede ,43002,nee,Vervoersmiddelenbezit,Bakfiets/fietskar,2020,0.02,0.98
 Assenede ,43002,nee,Vervoersmiddelenbezit,Elektrische fiets,2017,0.26,0.74
 Assenede ,43002,nee,Vervoersmiddelenbezit,Elektrische fiets,2020,0.44,0.56
 Assenede ,43002,nee,Vervoersmiddelenbezit,Elektrische step/monowheel/hoverboard,2020,0.01,0.99
 Assenede ,43002,nee,Vervoersmiddelenbezit,Fiets,2017,0.93,0.07
 Assenede ,43002,nee,Vervoersmiddelenbezit,Fiets,2020,0.88,0.12
 Assenede ,43002,nee,Vervoersmiddelenbezit,Lidmaatschap autodelen,2017,0.01,0.99
 Assenede ,43002,nee,Vervoersmiddelenbezit,Lidmaatschap autodelen,2020,0.0,1.0
 Assenede ,43002,nee,Vervoersmiddelenbezit,Lidmaatschap fietsdelen,2020,0.0,1.0
 Assenede ,43002,nee,Vervoersmiddelenbezit,Moto/bromfiets,2017,0.15,0.85
 Assenede ,43002,nee,Vervoersmiddelenbezit,Moto/bromfiets,2020,0.14,0.86
 Avelgem ,34003,nee,Vervoersmiddelenbezit,Abonnement openbaar vervoer,2017,0.34,0.66
 Avelgem ,34003,nee,Vervoersmiddelenbezit,Abonnement openbaar vervoer,2020,0.22,0.78
 Avelgem ,34003,nee,Vervoersmiddelenbezit,Auto,2017,0.95,0.05
 Avelgem ,34003,nee,Vervoersmiddelenbezit,Auto,2020,0.96,0.04
 Avelgem ,34003,nee,Vervoersmiddelenbezit,Bakfiets/fietskar,2017,0.04,0.96
 Avelgem ,34003,nee,Vervoersmiddelenbezit,Bakfiets/fietskar,2020,0.02,0.98
 Avelgem ,34003,nee,Vervoersmiddelenbezit,Elektrische fiets,2017,0.1,0.9
 Avelgem ,34003,nee,Vervoersmiddelenbezit,Elektrische fiets,2020,0.28,0.72
 Avelgem ,34003,nee,Vervoersmiddelenbezit,Elektrische step/monowheel/hoverboard,2020,0.01,0.99
 Avelgem ,34003,nee,Vervoersmiddelenbezit,Fiets,2017,0.91,0.09
 Avelgem ,34003,nee,Vervoersmiddelenbezit,Fiets,2020,0.86,0.14
 Avelgem ,34003,nee,Vervoersmiddelenbezit,Lidmaatschap autodelen,2017,0.01,0.99
 Avelgem ,34003,nee,Vervoersmiddelenbezit,Lidmaatschap autodelen,2020,0.0,1.0
 Avelgem ,34003,nee,Vervoersmiddelenbezit,Lidmaatschap fietsdelen,2020,0.0,1.0
 Avelgem ,34003,nee,Vervoersmiddelenbezit,Moto/bromfiets,2017,0.08,0.92
 Avelgem ,34003,nee,Vervoersmiddelenbezit,Moto/bromfiets,2020,0.11,0.89
 Baarle-Hertog ,13002,nee,Vervoersmiddelenbezit,Abonnement openbaar vervoer,2017,0.27,0.73
 Baarle-Hertog ,13002,nee,Vervoersmiddelenbezit,Abonnement openbaar vervoer,2020,0.19,0.81
 Baarle-Hertog ,13002,nee,Vervoersmiddelenbezit,Auto,2017,0.96,0.04
 Baarle-Hertog ,13002,nee,Vervoersmiddelenbezit,Auto,2020,0.94,0.06
 Baarle-Hertog ,13002,nee,Vervoersmiddelenbezit,Bakfiets/fietskar,2017,0.02,0.98
 Baarle-Hertog ,13002,nee,Vervoersmiddelenbezit,Bakfiets/fietskar,2020,0.05,0.95
 Baarle-Hertog ,13002,nee,Vervoersmiddelenbezit,Elektrische fiets,2017,0.28,0.72
 Baarle-Hertog ,13002,nee,Vervoersmiddelenbezit,Elektrische fiets,2020,0.4,0.6
 Baarle-Hertog ,13002,nee,Vervoersmiddelenbezit,Elektrische step/monowheel/hoverboard,2020,0.03,0.97
 Baarle-Hertog ,13002,nee,Vervoersmiddelenbezit,Fiets,2017,0.96,0.04
 Baarle-Hertog ,13002,nee,Vervoersmiddelenbezit,Fiets,2020,0.85,0.15
 Baarle-Hertog ,13002,nee,Vervoersmiddelenbezit,Lidmaatschap autodelen,2017,0.02,0.98
 Baarle-Hertog ,13002,nee,Vervoersmiddelenbezit,Lidmaatschap autodelen,2020,0.0,1.0
 Baarle-Hertog ,13002,nee,Vervoersmiddelenbezit,Lidmaatschap fietsdelen,2020,0.0,1.0
 Baarle-Hertog ,13002,nee,Vervoersmiddelenbezit,Moto/bromfiets,2017,0.1,0.9
 Baarle-Hertog ,13002,nee,Vervoersmiddelenbezit,Moto/bromfiets,2020,0.09,0.91
 Balen ,13003,nee,Vervoersmiddelenbezit,Abonnement openbaar vervoer,2017,0.24,0.76
 Balen ,13003,nee,Vervoersmiddelenbezit,Abonnement openbaar vervoer,2020,0.15,0.85
 Balen ,13003,nee,Vervoersmiddelenbezit,Auto,2017,0.97,0.03
 Balen ,13003,nee,Vervoersmiddelenbezit,Auto,2020,0.98,0.02
 Balen ,13003,nee,Vervoersmiddelenbezit,Bakfiets/fietskar,2017,0.03,0.97
 Balen ,13003,nee,Vervoersmiddelenbezit,Bakfiets/fietskar,2020,0.02,0.98
 Balen ,13003,nee,Vervoersmiddelenbezit,Elektrische fiets,2017,0.28,0.72
 Balen ,13003,nee,Vervoersmiddelenbezit,Elektrische fiets,2020,0.5,0.5
 Balen ,13003,nee,Vervoersmiddelenbezit,Elektrische step/monowheel/hoverboard,2020,0.02,0.98
 Balen ,13003,nee,Vervoersmiddelenbezit,Fiets,2017,0.96,0.04
