Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Nooit/een uitzonderlijke keer (%) ,Minstens maandelijks (%),Minstens wekelijks (%) 
 Merelbeke ,44043,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.2,0.26,0.54
 Merelbeke ,44043,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.43,0.31,0.26
 Merelbeke ,44043,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.28,0.28,0.44
 Merelbeke ,44043,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.13,0.23,0.64
 Merelbeke ,44043,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.32,0.08,0.6
 Merelbeke ,44043,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.34,0.26,0.4
 Merelbeke ,44043,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.56,0.26,0.18
 Merelbeke ,44043,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.23,0.24,0.52
 Merelbeke ,44043,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.51,0.25,0.24
 Merelbeke ,44043,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.15,0.1,0.75
 Merksplas ,13023,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.32,0.25,0.43
 Merksplas ,13023,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.61,0.24,0.15
 Merksplas ,13023,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.18,0.19,0.62
 Merksplas ,13023,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.19,0.23,0.58
 Merksplas ,13023,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.25,0.07,0.69
 Merksplas ,13023,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.19,0.37,0.44
 Merksplas ,13023,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.61,0.25,0.14
 Merksplas ,13023,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.29,0.27,0.44
 Merksplas ,13023,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.67,0.18,0.15
 Merksplas ,13023,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.19,0.14,0.67
 Mesen ,33016,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.33,0.22,0.45
 Mesen ,33016,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.72,0.18,0.1
 Mesen ,33016,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.58,0.2,0.21
 Mesen ,33016,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.18,0.19,0.64
 Mesen ,33016,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.59,0.05,0.36
 Mesen ,33016,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.24,0.27,0.49
 Mesen ,33016,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.62,0.24,0.14
 Mesen ,33016,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.27,0.23,0.49
 Mesen ,33016,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.79,0.09,0.12
 Mesen ,33016,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.22,0.13,0.65
 Meulebeke ,37007,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.26,0.31,0.43
 Meulebeke ,37007,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.55,0.32,0.14
 Meulebeke ,37007,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.31,0.21,0.48
 Meulebeke ,37007,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.16,0.27,0.57
 Meulebeke ,37007,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.4,0.12,0.48
 Meulebeke ,37007,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.17,0.34,0.49
 Meulebeke ,37007,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.61,0.25,0.14
 Meulebeke ,37007,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.29,0.27,0.44
 Meulebeke ,37007,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.73,0.18,0.09
 Meulebeke ,37007,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.2,0.18,0.62
 Middelkerke ,35011,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.28,0.23,0.49
 Middelkerke ,35011,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.54,0.29,0.17
 Middelkerke ,35011,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.33,0.19,0.48
 Middelkerke ,35011,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.12,0.13,0.75
 Middelkerke ,35011,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.41,0.07,0.53
 Middelkerke ,35011,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.31,0.29,0.4
 Middelkerke ,35011,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.59,0.24,0.17
 Middelkerke ,35011,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.26,0.3,0.44
 Middelkerke ,35011,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.7,0.16,0.14
 Middelkerke ,35011,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.21,0.1,0.69
 Moerbeke ,44045,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.27,0.28,0.45
 Moerbeke ,44045,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.55,0.28,0.17
 Moerbeke ,44045,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.25,0.23,0.52
 Moerbeke ,44045,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.22,0.23,0.56
 Moerbeke ,44045,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.36,0.08,0.56
 Moerbeke ,44045,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.31,0.3,0.39
 Moerbeke ,44045,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.63,0.24,0.13
 Moerbeke ,44045,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.29,0.28,0.43
 Moerbeke ,44045,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.65,0.19,0.17
 Moerbeke ,44045,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.2,0.1,0.7
 Mol ,13025,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.27,0.29,0.43
 Mol ,13025,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.55,0.26,0.19
 Mol ,13025,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.22,0.21,0.57
 Mol ,13025,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.14,0.26,0.6
 Mol ,13025,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.17,0.06,0.78
 Mol ,13025,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.32,0.31,0.37
 Mol ,13025,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.59,0.26,0.15
 Mol ,13025,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.32,0.28,0.39
 Mol ,13025,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.58,0.2,0.23
 Mol ,13025,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.21,0.14,0.65
 Moorslede ,36012,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.32,0.29,0.39
 Moorslede ,36012,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.62,0.26,0.12
 Moorslede ,36012,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.32,0.25,0.43
 Moorslede ,36012,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.19,0.26,0.55
 Moorslede ,36012,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.46,0.08,0.46
 Moorslede ,36012,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.2,0.31,0.48
 Moorslede ,36012,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.67,0.21,0.12
 Moorslede ,36012,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.29,0.27,0.45
 Moorslede ,36012,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.76,0.14,0.1
 Moorslede ,36012,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.22,0.13,0.65
 Mortsel ,11029,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.23,0.24,0.52
 Mortsel ,11029,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.42,0.25,0.33
 Mortsel ,11029,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.2,0.13,0.67
 Mortsel ,11029,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.06,0.15,0.8
 Mortsel ,11029,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.24,0.04,0.72
 Mortsel ,11029,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.4,0.26,0.35
 Mortsel ,11029,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.51,0.3,0.19
 Mortsel ,11029,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.28,0.29,0.42
 Mortsel ,11029,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.44,0.25,0.32
 Mortsel ,11029,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.11,0.17,0.72
 Nazareth ,44048,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.25,0.22,0.53
 Nazareth ,44048,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.5,0.3,0.2
 Nazareth ,44048,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.24,0.23,0.53
 Nazareth ,44048,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.21,0.25,0.55
 Nazareth ,44048,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.33,0.06,0.61
 Nazareth ,44048,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.23,0.4,0.37
 Nazareth ,44048,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.64,0.26,0.1
 Nazareth ,44048,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.27,0.26,0.48
 Nazareth ,44048,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.61,0.21,0.18
 Nazareth ,44048,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.15,0.14,0.71
 Niel ,11030,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.35,0.25,0.4
 Niel ,11030,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.6,0.24,0.16
 Niel ,11030,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.29,0.22,0.49
 Niel ,11030,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.08,0.18,0.74
 Niel ,11030,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.35,0.08,0.57
 Niel ,11030,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.53,0.21,0.26
 Niel ,11030,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.69,0.2,0.11
 Niel ,11030,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.36,0.27,0.37
 Niel ,11030,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.64,0.23,0.13
 Niel ,11030,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.18,0.16,0.66
 Nieuwerkerken ,71045,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.3,0.28,0.42
 Nieuwerkerken ,71045,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.58,0.26,0.16
 Nieuwerkerken ,71045,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.41,0.24,0.35
 Nieuwerkerken ,71045,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.25,0.3,0.44
 Nieuwerkerken ,71045,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.34,0.08,0.58
 Nieuwerkerken ,71045,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.21,0.33,0.46
 Nieuwerkerken ,71045,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.65,0.2,0.15
 Nieuwerkerken ,71045,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.35,0.25,0.4
 Nieuwerkerken ,71045,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.71,0.14,0.14
 Nieuwerkerken ,71045,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.18,0.16,0.66
 Nieuwpoort ,38016,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.32,0.2,0.48
 Nieuwpoort ,38016,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.53,0.27,0.2
 Nieuwpoort ,38016,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.33,0.18,0.49
 Nieuwpoort ,38016,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.06,0.09,0.85
 Nieuwpoort ,38016,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.42,0.07,0.51
 Nieuwpoort ,38016,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.25,0.33,0.42
 Nieuwpoort ,38016,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.61,0.25,0.14
 Nieuwpoort ,38016,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.27,0.24,0.49
 Nieuwpoort ,38016,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.73,0.14,0.12
 Nieuwpoort ,38016,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.22,0.1,0.67
 Nijlen ,12026,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.31,0.27,0.41
 Nijlen ,12026,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.52,0.28,0.2
 Nijlen ,12026,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.23,0.21,0.56
 Nijlen ,12026,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.18,0.19,0.63
 Nijlen ,12026,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.33,0.06,0.61
 Nijlen ,12026,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.35,0.3,0.35
 Nijlen ,12026,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.68,0.21,0.11
 Nijlen ,12026,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.35,0.27,0.38
 Nijlen ,12026,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.59,0.23,0.18
 Nijlen ,12026,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.22,0.15,0.63
 Ninove ,41048,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.27,0.25,0.48
 Ninove ,41048,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.51,0.31,0.18
 Ninove ,41048,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.52,0.2,0.28
 Ninove ,41048,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.17,0.23,0.59
 Ninove ,41048,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.37,0.08,0.56
 Ninove ,41048,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.3,0.28,0.43
 Ninove ,41048,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.55,0.3,0.15
 Ninove ,41048,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.28,0.29,0.44
 Ninove ,41048,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.66,0.21,0.12
 Ninove ,41048,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.18,0.12,0.7
 Olen ,13029,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.3,0.3,0.4
 Olen ,13029,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.6,0.23,0.17
 Olen ,13029,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.19,0.22,0.58
 Olen ,13029,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.18,0.23,0.59
 Olen ,13029,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.23,0.07,0.7
 Olen ,13029,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.31,0.33,0.37
 Olen ,13029,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.66,0.24,0.1
 Olen ,13029,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.29,0.28,0.43
 Olen ,13029,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.67,0.19,0.14
 Olen ,13029,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.18,0.16,0.65
 Oostende ,35013,ja,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.28,0.25,0.47
 Oostende ,35013,ja,Milieubewust handelen (detail),Biologische (BIO) producten,2014,0.59,0.2,0.2
 Oostende ,35013,ja,Milieubewust handelen (detail),Biologische (BIO) producten,2017,0.53,0.22,0.25
 Oostende ,35013,ja,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.49,0.27,0.23
 Oostende ,35013,ja,Milieubewust handelen (detail),Korte afstanden per fiets,2014,0.38,0.17,0.45
 Oostende ,35013,ja,Milieubewust handelen (detail),Korte afstanden per fiets,2017,0.38,0.15,0.47
 Oostende ,35013,ja,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.34,0.15,0.52
 Oostende ,35013,ja,Milieubewust handelen (detail),Korte afstanden te voet,2014,0.08,0.16,0.76
 Oostende ,35013,ja,Milieubewust handelen (detail),Korte afstanden te voet,2017,0.1,0.12,0.79
 Oostende ,35013,ja,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.07,0.14,0.79
 Oostende ,35013,ja,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.39,0.08,0.53
 Oostende ,35013,ja,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2014,0.66,0.2,0.14
 Oostende ,35013,ja,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2017,0.69,0.16,0.15
 Oostende ,35013,ja,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.37,0.28,0.35
 Oostende ,35013,ja,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.55,0.27,0.18
 Oostende ,35013,ja,Milieubewust handelen (detail),Seizoensgroenten,2017,0.34,0.26,0.41
 Oostende ,35013,ja,Milieubewust handelen (detail),Seizoensgroenten,2020,0.3,0.27,0.43
 Oostende ,35013,ja,Milieubewust handelen (detail),Vegetarisch eten,2017,0.65,0.18,0.17
 Oostende ,35013,ja,Milieubewust handelen (detail),Vegetarisch eten,2020,0.62,0.19,0.19
 Oostende ,35013,ja,Milieubewust handelen (detail),Weggooien eten beperken,2017,0.23,0.13,0.64
 Oostende ,35013,ja,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.22,0.13,0.65
 Oosterzele ,44052,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.22,0.24,0.54
 Oosterzele ,44052,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.44,0.31,0.25
 Oosterzele ,44052,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.31,0.28,0.41
 Oosterzele ,44052,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.16,0.25,0.59
 Oosterzele ,44052,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.29,0.06,0.64
 Oosterzele ,44052,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.22,0.32,0.46
 Oosterzele ,44052,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.56,0.28,0.16
 Oosterzele ,44052,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.24,0.25,0.51
 Oosterzele ,44052,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.54,0.2,0.26
 Oosterzele ,44052,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.13,0.12,0.75
 Oostkamp ,31022,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.29,0.24,0.47
 Oostkamp ,31022,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.51,0.28,0.21
 Oostkamp ,31022,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.27,0.24,0.49
 Oostkamp ,31022,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.2,0.27,0.53
 Oostkamp ,31022,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.4,0.07,0.53
 Oostkamp ,31022,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.28,0.34,0.38
 Oostkamp ,31022,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.56,0.26,0.18
 Oostkamp ,31022,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.28,0.3,0.42
 Oostkamp ,31022,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.63,0.19,0.17
 Oostkamp ,31022,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.12,0.13,0.75
 Oostrozebeke ,37010,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.35,0.27,0.39
 Oostrozebeke ,37010,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.64,0.21,0.16
 Oostrozebeke ,37010,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.32,0.28,0.4
 Oostrozebeke ,37010,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.25,0.24,0.51
