Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Nooit/een uitzonderlijke keer (%) ,Minstens maandelijks (%),Minstens wekelijks (%) 
 Lierde ,45063,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.32,0.3,0.38
 Lierde ,45063,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.61,0.24,0.15
 Lierde ,45063,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.16,0.21,0.63
 Lievegem ,44085,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.27,0.19,0.53
 Lievegem ,44085,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.49,0.3,0.2
 Lievegem ,44085,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.28,0.23,0.49
 Lievegem ,44085,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.21,0.27,0.53
 Lievegem ,44085,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.28,0.07,0.65
 Lievegem ,44085,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.3,0.31,0.39
 Lievegem ,44085,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.58,0.28,0.15
 Lievegem ,44085,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.22,0.28,0.5
 Lievegem ,44085,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.6,0.2,0.2
 Lievegem ,44085,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.16,0.12,0.73
 Lille ,13019,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.27,0.26,0.47
 Lille ,13019,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.57,0.27,0.15
 Lille ,13019,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.2,0.22,0.58
 Lille ,13019,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.19,0.24,0.57
 Lille ,13019,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.3,0.06,0.64
 Lille ,13019,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.31,0.31,0.38
 Lille ,13019,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.61,0.25,0.13
 Lille ,13019,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.34,0.27,0.4
 Lille ,13019,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.68,0.18,0.14
 Lille ,13019,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.2,0.14,0.66
 Linkebeek ,23100,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.12,0.2,0.68
 Linkebeek ,23100,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.2,0.27,0.53
 Linkebeek ,23100,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.53,0.22,0.25
 Linkebeek ,23100,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.09,0.18,0.72
 Linkebeek ,23100,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.13,0.06,0.81
 Linkebeek ,23100,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.24,0.24,0.53
 Linkebeek ,23100,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.24,0.33,0.44
 Linkebeek ,23100,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.11,0.23,0.67
 Linkebeek ,23100,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.39,0.22,0.39
 Linkebeek ,23100,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.12,0.15,0.73
 Lint ,11025,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.25,0.29,0.46
 Lint ,11025,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.48,0.27,0.25
 Lint ,11025,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.22,0.17,0.61
 Lint ,11025,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.1,0.2,0.69
 Lint ,11025,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.29,0.07,0.64
 Lint ,11025,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.36,0.29,0.36
 Lint ,11025,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.59,0.22,0.18
 Lint ,11025,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.28,0.26,0.46
 Lint ,11025,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.52,0.22,0.26
 Lint ,11025,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.16,0.17,0.67
 Linter ,24133,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.27,0.31,0.42
 Linter ,24133,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.55,0.32,0.13
 Linter ,24133,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.34,0.27,0.38
 Linter ,24133,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.18,0.27,0.55
 Linter ,24133,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.36,0.07,0.56
 Linter ,24133,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.22,0.28,0.5
 Linter ,24133,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.62,0.24,0.14
 Linter ,24133,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.29,0.34,0.37
 Linter ,24133,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.67,0.17,0.16
 Linter ,24133,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.17,0.13,0.7
 Lochristi ,44034,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.26,0.31,0.43
 Lochristi ,44034,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.56,0.28,0.16
 Lochristi ,44034,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.3,0.24,0.46
 Lochristi ,44034,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.25,0.26,0.49
 Lochristi ,44034,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.39,0.07,0.54
 Lochristi ,44034,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.33,0.29,0.38
 Lochristi ,44034,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.65,0.22,0.13
 Lochristi ,44034,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.32,0.28,0.41
 Lochristi ,44034,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.67,0.19,0.13
 Lochristi ,44034,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.2,0.14,0.65
 Lokeren ,46014,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.26,0.27,0.48
 Lokeren ,46014,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.48,0.29,0.23
 Lokeren ,46014,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.22,0.21,0.56
 Lokeren ,46014,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.14,0.23,0.62
 Lokeren ,46014,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.44,0.07,0.49
 Lokeren ,46014,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.26,0.34,0.4
 Lokeren ,46014,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.6,0.24,0.16
 Lokeren ,46014,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.28,0.31,0.41
 Lokeren ,46014,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.64,0.18,0.18
 Lokeren ,46014,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.16,0.17,0.67
 Lommel ,72020,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.32,0.25,0.44
 Lommel ,72020,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.54,0.29,0.17
 Lommel ,72020,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.26,0.18,0.56
 Lommel ,72020,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.2,0.19,0.61
 Lommel ,72020,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.25,0.06,0.69
 Lommel ,72020,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.36,0.26,0.38
 Lommel ,72020,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.59,0.23,0.18
 Lommel ,72020,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.35,0.26,0.39
 Lommel ,72020,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.67,0.17,0.16
 Lommel ,72020,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.23,0.12,0.64
 Londerzeel ,23045,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.3,0.23,0.48
 Londerzeel ,23045,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.5,0.29,0.21
 Londerzeel ,23045,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.27,0.22,0.51
 Londerzeel ,23045,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.16,0.24,0.6
 Londerzeel ,23045,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.32,0.07,0.6
 Londerzeel ,23045,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.3,0.29,0.41
 Londerzeel ,23045,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.6,0.25,0.15
 Londerzeel ,23045,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.3,0.29,0.41
 Londerzeel ,23045,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.63,0.19,0.18
 Londerzeel ,23045,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.17,0.15,0.68
 Lo-Reninge ,32030,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.33,0.21,0.46
 Lo-Reninge ,32030,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.64,0.23,0.14
 Lo-Reninge ,32030,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.32,0.27,0.41
 Lo-Reninge ,32030,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.26,0.25,0.49
 Lo-Reninge ,32030,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.55,0.07,0.37
 Lo-Reninge ,32030,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.08,0.31,0.61
 Lo-Reninge ,32030,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.68,0.22,0.1
 Lo-Reninge ,32030,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.26,0.26,0.48
 Lo-Reninge ,32030,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.77,0.12,0.11
 Lo-Reninge ,32030,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.2,0.12,0.68
 Lubbeek ,24066,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.26,0.21,0.52
 Lubbeek ,24066,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.44,0.28,0.29
 Lubbeek ,24066,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.39,0.22,0.39
 Lubbeek ,24066,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.19,0.25,0.56
 Lubbeek ,24066,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.26,0.06,0.68
 Lubbeek ,24066,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.27,0.29,0.44
 Lubbeek ,24066,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.53,0.25,0.22
 Lubbeek ,24066,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.25,0.26,0.49
 Lubbeek ,24066,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.48,0.2,0.32
 Lubbeek ,24066,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.15,0.14,0.72
 Lummen ,71037,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.31,0.29,0.41
 Lummen ,71037,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.54,0.26,0.2
 Lummen ,71037,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.37,0.22,0.4
 Lummen ,71037,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.24,0.27,0.49
 Lummen ,71037,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.32,0.05,0.63
 Lummen ,71037,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.34,0.29,0.37
 Lummen ,71037,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.64,0.23,0.12
 Lummen ,71037,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.34,0.28,0.38
 Lummen ,71037,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.65,0.19,0.16
 Lummen ,71037,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.2,0.14,0.66
 Maarkedal ,45064,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.25,0.24,0.51
 Maarkedal ,45064,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.48,0.29,0.23
 Maarkedal ,45064,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.44,0.26,0.3
 Maarkedal ,45064,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.18,0.35,0.47
 Maarkedal ,45064,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.34,0.07,0.59
 Maarkedal ,45064,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.28,0.24,0.49
 Maarkedal ,45064,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.61,0.24,0.15
 Maarkedal ,45064,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.24,0.27,0.5
 Maarkedal ,45064,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.64,0.2,0.17
 Maarkedal ,45064,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.14,0.12,0.74
 Maaseik ,72021,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.26,0.26,0.48
 Maaseik ,72021,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.54,0.27,0.19
 Maaseik ,72021,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.29,0.19,0.52
 Maaseik ,72021,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.18,0.18,0.63
 Maaseik ,72021,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.24,0.07,0.69
 Maaseik ,72021,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.32,0.24,0.44
 Maaseik ,72021,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.6,0.23,0.16
 Maaseik ,72021,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.29,0.23,0.48
 Maaseik ,72021,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.67,0.18,0.15
 Maaseik ,72021,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.2,0.07,0.72
 Maasmechelen ,73107,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.35,0.22,0.43
 Maasmechelen ,73107,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.57,0.28,0.15
 Maasmechelen ,73107,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.42,0.28,0.3
 Maasmechelen ,73107,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.25,0.3,0.45
 Maasmechelen ,73107,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.33,0.07,0.61
 Maasmechelen ,73107,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.37,0.31,0.31
 Maasmechelen ,73107,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.62,0.21,0.17
 Maasmechelen ,73107,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.44,0.25,0.31
 Maasmechelen ,73107,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.7,0.18,0.12
 Maasmechelen ,73107,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.25,0.17,0.58
 Machelen ,23047,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.37,0.29,0.34
 Machelen ,23047,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.51,0.29,0.2
 Machelen ,23047,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.58,0.2,0.21
 Machelen ,23047,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.18,0.21,0.61
 Machelen ,23047,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.41,0.07,0.52
 Machelen ,23047,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.43,0.22,0.36
 Machelen ,23047,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.61,0.27,0.13
 Machelen ,23047,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.31,0.29,0.4
 Machelen ,23047,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.61,0.2,0.19
 Machelen ,23047,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.28,0.19,0.53
 Maldegem ,43010,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.26,0.22,0.52
 Maldegem ,43010,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.53,0.28,0.2
 Maldegem ,43010,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.27,0.22,0.51
 Maldegem ,43010,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.21,0.26,0.54
 Maldegem ,43010,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.49,0.08,0.43
 Maldegem ,43010,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.3,0.37,0.33
 Maldegem ,43010,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.66,0.21,0.13
 Maldegem ,43010,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.24,0.33,0.43
 Maldegem ,43010,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.72,0.14,0.13
 Maldegem ,43010,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.17,0.15,0.69
 Malle ,11057,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.26,0.25,0.49
 Malle ,11057,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.54,0.26,0.2
 Malle ,11057,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.19,0.18,0.63
 Malle ,11057,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.15,0.25,0.6
 Malle ,11057,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.27,0.08,0.65
 Malle ,11057,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.35,0.28,0.36
 Malle ,11057,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.66,0.23,0.12
 Malle ,11057,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.28,0.29,0.43
 Malle ,11057,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.66,0.2,0.14
 Malle ,11057,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.15,0.15,0.7
 Mechelen ,12025,ja,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.23,0.27,0.49
 Mechelen ,12025,ja,Milieubewust handelen (detail),Biologische (BIO) producten,2014,0.56,0.25,0.19
 Mechelen ,12025,ja,Milieubewust handelen (detail),Biologische (BIO) producten,2017,0.48,0.27,0.25
 Mechelen ,12025,ja,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.44,0.29,0.28
 Mechelen ,12025,ja,Milieubewust handelen (detail),Korte afstanden per fiets,2014,0.33,0.22,0.45
 Mechelen ,12025,ja,Milieubewust handelen (detail),Korte afstanden per fiets,2017,0.28,0.19,0.53
 Mechelen ,12025,ja,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.23,0.18,0.59
 Mechelen ,12025,ja,Milieubewust handelen (detail),Korte afstanden te voet,2014,0.11,0.24,0.65
 Mechelen ,12025,ja,Milieubewust handelen (detail),Korte afstanden te voet,2017,0.13,0.18,0.69
 Mechelen ,12025,ja,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.11,0.2,0.69
 Mechelen ,12025,ja,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.26,0.06,0.68
 Mechelen ,12025,ja,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2014,0.57,0.26,0.18
 Mechelen ,12025,ja,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2017,0.64,0.2,0.15
 Mechelen ,12025,ja,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.29,0.31,0.4
 Mechelen ,12025,ja,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.56,0.27,0.17
 Mechelen ,12025,ja,Milieubewust handelen (detail),Seizoensgroenten,2017,0.3,0.29,0.41
 Mechelen ,12025,ja,Milieubewust handelen (detail),Seizoensgroenten,2020,0.27,0.27,0.46
 Mechelen ,12025,ja,Milieubewust handelen (detail),Vegetarisch eten,2017,0.52,0.26,0.21
 Mechelen ,12025,ja,Milieubewust handelen (detail),Vegetarisch eten,2020,0.51,0.21,0.28
 Mechelen ,12025,ja,Milieubewust handelen (detail),Weggooien eten beperken,2017,0.21,0.15,0.64
 Mechelen ,12025,ja,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.15,0.13,0.72
 Meerhout ,13021,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.33,0.24,0.43
 Meerhout ,13021,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.56,0.26,0.18
 Meerhout ,13021,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.27,0.18,0.55
 Meerhout ,13021,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.18,0.25,0.58
 Meerhout ,13021,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.31,0.05,0.64
 Meerhout ,13021,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.32,0.28,0.4
 Meerhout ,13021,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.67,0.2,0.13
 Meerhout ,13021,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.35,0.26,0.39
 Meerhout ,13021,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.66,0.16,0.18
 Meerhout ,13021,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.21,0.12,0.66
 Meise ,23050,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.25,0.28,0.46
 Meise ,23050,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.43,0.29,0.28
 Meise ,23050,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.44,0.24,0.32
 Meise ,23050,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.16,0.26,0.57
 Meise ,23050,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.26,0.08,0.66
 Meise ,23050,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.29,0.3,0.41
 Meise ,23050,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.53,0.27,0.2
 Meise ,23050,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.26,0.26,0.48
 Meise ,23050,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.53,0.22,0.26
 Meise ,23050,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.17,0.14,0.69
 Melle ,44040,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.23,0.25,0.52
 Melle ,44040,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.42,0.32,0.26
 Melle ,44040,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.29,0.25,0.46
 Melle ,44040,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.13,0.27,0.59
 Melle ,44040,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.32,0.06,0.62
 Melle ,44040,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.37,0.28,0.34
 Melle ,44040,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.58,0.25,0.18
 Melle ,44040,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.23,0.31,0.46
 Melle ,44040,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.54,0.18,0.28
 Melle ,44040,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.13,0.14,0.73
 Menen ,34027,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.3,0.3,0.41
 Menen ,34027,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.61,0.26,0.13
 Menen ,34027,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.37,0.23,0.4
 Menen ,34027,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.14,0.27,0.58
 Menen ,34027,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.39,0.11,0.51
 Menen ,34027,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.32,0.27,0.4
 Menen ,34027,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.65,0.21,0.14
 Menen ,34027,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.31,0.28,0.42
 Menen ,34027,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.7,0.16,0.15
 Menen ,34027,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.23,0.13,0.64
 Merchtem ,23052,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.23,0.28,0.49
 Merchtem ,23052,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.43,0.34,0.24
 Merchtem ,23052,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.3,0.29,0.41
 Merchtem ,23052,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.11,0.25,0.64
 Merchtem ,23052,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.34,0.08,0.58
 Merchtem ,23052,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.16,0.36,0.48
 Merchtem ,23052,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.55,0.25,0.19
 Merchtem ,23052,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.25,0.26,0.5
 Merchtem ,23052,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.6,0.21,0.19
 Merchtem ,23052,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.15,0.17,0.68
