Gemeente,Nis-code,Centrumstad?,Indicator,Nationaliteit,Jaar,Aantal personen met huidige niet-Belgische nationaliteit naar nationaliteitsgroep,Aantal inwoners,Procent
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2016,16,9053,0.00176737
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2017,49,9030,0.00542636
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2017,216,9030,0.0239203
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2017,173,9030,0.0191584
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2017,5,9030,0.00055371
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2017,60,9030,0.00664452
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2017,6,9030,0.000664452
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2017,28,9030,0.00310078
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2017,15,9030,0.00166113
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2018,68,8988,0.00756564
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2018,223,8988,0.0248109
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2018,179,8988,0.0199154
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2018,7,8988,0.000778816
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2018,83,8988,0.00923453
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2018,8,8988,0.000890076
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2018,30,8988,0.00333778
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2018,14,8988,0.00155763
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2019,71,9056,0.00784011
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2019,248,9056,0.0273852
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2019,206,9056,0.0227473
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2019,8,9056,0.000883392
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2019,87,9056,0.00960689
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2019,8,9056,0.000883392
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2019,31,9056,0.00342314
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2019,11,9056,0.00121466
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2020,68,9077,0.00749146
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2020,239,9077,0.0263303
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2020,195,9077,0.0214829
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2020,7,9077,0.00077118
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2020,81,9077,0.00892365
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2020,6,9077,0.000661011
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2020,33,9077,0.00363556
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2020,11,9077,0.00121185
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2021,72,9151,0.00786799
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2021,257,9151,0.0280844
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2021,211,9151,0.0230576
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2021,9,9151,0.000983499
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2021,91,9151,0.00994427
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2021,10,9151,0.00109278
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2021,32,9151,0.00349689
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2021,14,9151,0.00152989
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2022,66,9195,0.00717781
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2022,301,9195,0.0327352
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2022,248,9195,0.0269712
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2022,7,9195,0.000761283
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2022,82,9195,0.00891789
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2022,9,9195,0.000978793
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2022,37,9195,0.00402393
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2022,16,9195,0.00174008
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2011,2,4949,0.000404122
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2011,72,4949,0.0145484
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2011,3,4949,0.000606183
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2011,6,4949,0.00121237
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2011,9,4949,0.00181855
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2011,1,4949,0.000202061
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2011,67,4949,0.0135381
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2011,2,4949,0.000404122
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2012,4,4990,0.000801603
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2012,66,4990,0.0132265
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2012,2,4990,0.000400802
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2012,10,4990,0.00200401
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2012,15,4990,0.00300601
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2012,1,4990,0.000200401
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2012,60,4990,0.012024
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2012,4,4990,0.000801603
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2013,6,4968,0.00120773
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2013,65,4968,0.0130837
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2013,10,4968,0.00201288
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2013,9,4968,0.00181159
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2013,16,4968,0.00322061
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2013,1,4968,0.000201288
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2013,52,4968,0.010467
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2013,3,4968,0.000603865
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2014,3,4952,0.000605816
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2014,71,4952,0.0143376
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2014,11,4952,0.00222132
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2014,8,4952,0.00161551
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2014,12,4952,0.00242326
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2014,1,4952,0.000201939
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2014,57,4952,0.0115105
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2014,3,4952,0.000605816
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2015,6,5005,0.0011988
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2015,73,5005,0.0145854
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2015,18,5005,0.0035964
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2015,13,5005,0.0025974
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2015,21,5005,0.0041958
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2015,2,5005,0.0003996
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2015,52,5005,0.0103896
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2015,3,5005,0.000599401
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2016,4,5039,0.000793808
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2016,81,5039,0.0160746
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2016,17,5039,0.00337369
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2016,13,5039,0.00257988
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2016,18,5039,0.00357214
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2016,1,5039,0.000198452
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2016,57,5039,0.0113118
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2016,7,5039,0.00138916
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2017,13,5072,0.00256309
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2017,105,5072,0.0207019
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2017,36,5072,0.00709779
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2017,18,5072,0.0035489
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2017,33,5072,0.00650631
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2017,2,5072,0.000394322
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2017,61,5072,0.0120268
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2017,8,5072,0.00157729
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2018,21,5089,0.00412655
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2018,106,5089,0.0208292
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2018,40,5089,0.00786009
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2018,12,5089,0.00235803
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2018,37,5089,0.00727058
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2018,4,5089,0.000786009
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2018,60,5089,0.0117901
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2018,6,5089,0.00117901
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2019,18,5047,0.00356648
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2019,104,5047,0.0206063
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2019,43,5047,0.00851991
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2019,14,5047,0.00277393
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2019,36,5047,0.00713295
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2019,4,5047,0.00079255
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2019,54,5047,0.0106994
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2019,7,5047,0.00138696
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2020,23,4993,0.00460645
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2020,96,4993,0.0192269
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2020,39,4993,0.00781094
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2020,9,4993,0.00180252
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2020,33,4993,0.00660925
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2020,1,4993,0.00020028
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2020,50,4993,0.010014
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2020,7,4993,0.00140196
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2021,35,5024,0.00696656
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2021,97,5024,0.0193073
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2021,28,5024,0.00557325
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2021,10,5024,0.00199045
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2021,49,5024,0.00975318
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2021,4,5024,0.000796178
Alveringem,38002,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2021,53,5024,0.0105494
