Gemeente,Nis-code,Centrumstad?,Indicator,Nationaliteit,Jaar,Aantal personen met huidige niet-Belgische nationaliteit naar nationaliteitsgroep,Aantal inwoners,Procent
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2012,58,9188,0.00631258
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2012,9,9188,0.000979539
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2013,18,9201,0.00195631
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2013,98,9201,0.010651
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2013,29,9201,0.00315183
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2013,17,9201,0.00184763
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2013,74,9201,0.0080426
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2013,39,9201,0.00423867
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2013,60,9201,0.00652103
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2013,9,9201,0.000978155
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2014,17,9367,0.00181488
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2014,103,9367,0.010996
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2014,41,9367,0.00437707
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2014,13,9367,0.00138785
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2014,77,9367,0.00822035
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2014,47,9367,0.00501762
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2014,55,9367,0.00587168
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2014,7,9367,0.000747304
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2015,17,9440,0.00180085
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2015,138,9440,0.0146186
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2015,63,9440,0.00667373
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2015,18,9440,0.00190678
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2015,84,9440,0.00889831
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2015,49,9440,0.00519068
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2015,57,9440,0.00603814
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2015,18,9440,0.00190678
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2016,13,9525,0.00136483
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2016,177,9525,0.0185827
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2016,92,9525,0.00965879
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2016,14,9525,0.00146982
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2016,81,9525,0.00850394
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2016,54,9525,0.00566929
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2016,70,9525,0.00734908
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2016,15,9525,0.0015748
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2017,33,9573,0.0034472
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2017,212,9573,0.0221456
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2017,128,9573,0.0133709
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2017,15,9573,0.00156691
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2017,109,9573,0.0113862
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2017,61,9573,0.00637209
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2017,65,9573,0.00678993
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2017,19,9573,0.00198475
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2018,43,9584,0.00448664
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2018,245,9584,0.0255634
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2018,163,9584,0.0170075
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2018,9,9584,0.000939065
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2018,108,9584,0.0112688
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2018,56,9584,0.00584307
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2018,67,9584,0.00699082
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2018,15,9584,0.00156511
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2019,37,9641,0.00383778
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2019,292,9641,0.0302873
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2019,194,9641,0.0201224
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2019,8,9641,0.000829789
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2019,102,9641,0.0105798
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2019,57,9641,0.00591225
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2019,76,9641,0.007883
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2019,22,9641,0.00228192
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2020,57,9833,0.00579681
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2020,354,9833,0.0360012
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2020,249,9833,0.0253229
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2020,6,9833,0.00061019
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2020,127,9833,0.0129157
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2020,64,9833,0.0065087
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2020,83,9833,0.00844096
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2020,22,9833,0.00223736
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2021,65,9851,0.00659831
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2021,381,9851,0.0386763
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2021,272,9851,0.0276114
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2021,7,9851,0.000710588
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2021,135,9851,0.0137042
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2021,63,9851,0.00639529
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2021,79,9851,0.00801949
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2021,30,9851,0.00304538
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2022,58,9917,0.00584854
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2022,426,9917,0.0429565
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2022,304,9917,0.0306544
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2022,12,9917,0.00121004
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2022,134,9917,0.0135122
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2022,64,9917,0.00645356
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2022,87,9917,0.00877281
Wielsbeke,37017,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2022,35,9917,0.00352929
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2011,22,13892,0.00158365
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2011,125,13892,0.00899798
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2011,60,13892,0.00431903
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2011,36,13892,0.00259142
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2011,61,13892,0.00439102
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2011,3,13892,0.000215952
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2011,60,13892,0.00431903
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2011,5,13892,0.000359919
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2012,26,13949,0.00186393
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2012,129,13949,0.00924797
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2012,71,13949,0.00508997
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2012,27,13949,0.00193562
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2012,58,13949,0.004158
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2012,5,13949,0.000358449
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2012,55,13949,0.00394293
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2012,3,13949,0.000215069
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2013,20,14036,0.00142491
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2013,159,14036,0.011328
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2013,102,14036,0.00726703
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2013,25,14036,0.00178113
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2013,51,14036,0.00363351
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2013,6,14036,0.000427472
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2013,51,14036,0.00363351
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2013,6,14036,0.000427472
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2014,39,14134,0.0027593
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2014,204,14134,0.0144333
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2014,154,14134,0.0108957
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2014,22,14134,0.00155653
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2014,67,14134,0.00474034
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2014,6,14134,0.000424508
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2014,45,14134,0.00318381
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2014,5,14134,0.000353757
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2015,41,14179,0.0028916
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2015,242,14179,0.0170675
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2015,178,14179,0.0125538
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2015,14,14179,0.000987376
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2015,61,14179,0.00430214
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2015,6,14179,0.000423161
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2015,59,14179,0.00416108
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2015,5,14179,0.000352634
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2016,60,14209,0.00422268
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2016,274,14209,0.0192836
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2016,204,14209,0.0143571
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2016,14,14209,0.000985291
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2016,81,14209,0.00570061
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2016,7,14209,0.000492646
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2016,59,14209,0.0041523
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2016,11,14209,0.000774157
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2017,52,14158,0.00367284
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2017,303,14158,0.0214013
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2017,228,14158,0.016104
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2017,16,14158,0.0011301
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2017,74,14158,0.00522673
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2017,6,14158,0.000423789
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2017,59,14158,0.00416726
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2017,16,14158,0.0011301
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2018,36,14243,0.00252756
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2018,355,14243,0.0249245
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2018,272,14243,0.0190971
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2018,14,14243,0.000982939
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2018,57,14243,0.00400197
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2018,7,14243,0.000491469
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2018,64,14243,0.00449344
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2018,19,14243,0.00133399
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2019,47,14263,0.00329524
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2019,345,14263,0.0241885
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2019,259,14263,0.0181589
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2019,18,14263,0.00126201
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2019,70,14263,0.0049078
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2019,5,14263,0.000350557
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2019,63,14263,0.00441702
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2019,23,14263,0.00161256
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2020,61,14429,0.0042276
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2020,357,14429,0.0247418
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2020,260,14429,0.0180193
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2020,14,14429,0.000970268
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2020,78,14429,0.00540578
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2020,3,14429,0.000207915
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2020,70,14429,0.00485134
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2020,27,14429,0.00187123
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2021,70,14699,0.00476223
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2021,359,14699,0.0244234
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2021,266,14699,0.0180965
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2021,15,14699,0.00102048
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2021,89,14699,0.00605483
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2021,4,14699,0.000272127
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2021,64,14699,0.00435404
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2021,29,14699,0.00197292
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2022,65,14852,0.00437651
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2022,400,14852,0.0269324
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2022,291,14852,0.0195933
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2022,15,14852,0.00100996
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2022,84,14852,0.0056558
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2022,4,14852,0.000269324
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2022,73,14852,0.00491516
Wingene,37018,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2022,36,14852,0.00242392
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2011,26,9060,0.00286976
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2011,134,9060,0.0147903
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2011,100,9060,0.0110375
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2011,3,9060,0.000331126
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2011,36,9060,0.00397351
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2011,7,9060,0.000772627
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2011,27,9060,0.00298013
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2011,7,9060,0.000772627
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2012,34,9088,0.0037412
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2012,155,9088,0.0170555
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2012,118,9088,0.0129842
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2012,5,9088,0.000550176
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2012,47,9088,0.00517165
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2012,8,9088,0.000880282
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2012,30,9088,0.00330106
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2012,7,9088,0.000770246
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2013,35,9075,0.00385675
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2013,148,9075,0.0163085
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2013,108,9075,0.0119008
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2013,10,9075,0.00110193
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2013,53,9075,0.00584022
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2013,8,9075,0.000881543
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2013,31,9075,0.00341598
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2013,9,9075,0.000991736
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2014,34,9094,0.00373873
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2014,169,9094,0.0185837
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2014,121,9094,0.0133055
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2014,3,9094,0.000329888
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2014,50,9094,0.00549813
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2014,13,9094,0.00142951
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2014,31,9094,0.00340884
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2014,17,9094,0.00186936
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2015,32,9067,0.00352928
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2015,185,9067,0.0204037
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2015,146,9067,0.0161023
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2015,3,9067,0.00033087
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2015,44,9067,0.00485276
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2015,9,9067,0.000992611
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2015,26,9067,0.00286754
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2015,13,9067,0.00143377
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2016,29,9053,0.00320336
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2016,206,9053,0.0227549
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2016,162,9053,0.0178946
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2016,5,9053,0.000552303
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2016,41,9053,0.00452889
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2016,7,9053,0.000773224
Ardooie,37020,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2016,28,9053,0.0030929
