Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Procent
Dessel,13006,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.142958
Dessel,13006,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.152286
Dessel,13006,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.162691
Dessel,13006,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.198613
Geel,13008,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.134323
Geel,13008,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.144673
Geel,13008,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.154956
Geel,13008,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.156754
Geel,13008,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.161442
Geel,13008,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.160973
Geel,13008,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.157388
Geel,13008,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.180759
Geel,13008,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.194324
Geel,13008,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.203091
Geel,13008,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.206085
Geel,13008,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.219606
Geel,13008,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.227812
Geel,13008,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.256913
Grobbendonk,13010,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.037305
Grobbendonk,13010,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.0408332
Grobbendonk,13010,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.0501494
Grobbendonk,13010,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.044578
Grobbendonk,13010,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.0563919
Grobbendonk,13010,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.0427031
Grobbendonk,13010,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.0434979
Grobbendonk,13010,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.0636687
Grobbendonk,13010,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.0759952
Grobbendonk,13010,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.0710974
Grobbendonk,13010,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.0572634
Grobbendonk,13010,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.0483871
Grobbendonk,13010,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.0588428
Grobbendonk,13010,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.0727459
Herentals,13011,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.086873
Herentals,13011,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.108807
Herentals,13011,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.129672
Herentals,13011,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.142996
Herentals,13011,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.166003
Herentals,13011,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.153951
Herentals,13011,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.163416
Herentals,13011,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.170411
Herentals,13011,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.19303
Herentals,13011,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.19638
Herentals,13011,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.212524
Herentals,13011,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.216108
Herentals,13011,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.22903
Herentals,13011,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.236815
Herenthout,13012,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.0513845
Herenthout,13012,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.0514706
Herenthout,13012,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.061309
Herenthout,13012,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.0610551
Herenthout,13012,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.0770568
Herenthout,13012,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.049195
Herenthout,13012,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.0575428
Herenthout,13012,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.076779
Herenthout,13012,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.0829928
Herenthout,13012,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.0905959
Herenthout,13012,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.0908443
Herenthout,13012,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.0891698
Herenthout,13012,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.106182
Herenthout,13012,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.100851
Herselt,13013,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.0318896
Herselt,13013,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.0340716
Herselt,13013,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.039265
Herselt,13013,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.0402299
Herselt,13013,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.0388275
Herselt,13013,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.0380082
Herselt,13013,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.0426671
Herselt,13013,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.0507134
Herselt,13013,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.0515271
Herselt,13013,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.0529289
Herselt,13013,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.0495392
Herselt,13013,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.0538321
Herselt,13013,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.0589939
Herselt,13013,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.084549
Hoogstraten,13014,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.141317
Hoogstraten,13014,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.155342
Hoogstraten,13014,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.161612
Hoogstraten,13014,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.187872
Hoogstraten,13014,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.20913
Hoogstraten,13014,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.195341
Hoogstraten,13014,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.186339
Hoogstraten,13014,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.165561
Hoogstraten,13014,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.173767
Hoogstraten,13014,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.151341
Hoogstraten,13014,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.171172
Hoogstraten,13014,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.199422
Hoogstraten,13014,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.214934
Hoogstraten,13014,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.229339
Hulshout,13016,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.0488722
Hulshout,13016,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.0524781
Hulshout,13016,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.0515771
Hulshout,13016,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.0586812
Hulshout,13016,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.0696385
Hulshout,13016,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.0589078
Hulshout,13016,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.0458096
Hulshout,13016,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.0467046
Hulshout,13016,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.0507079
Hulshout,13016,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.0548799
Hulshout,13016,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.0556085
Hulshout,13016,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.0516717
Hulshout,13016,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.0783831
Hulshout,13016,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.123919
Kasterlee,13017,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.0357255
Kasterlee,13017,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.0503564
Kasterlee,13017,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.0617205
Kasterlee,13017,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.0515853
Kasterlee,13017,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.0517103
Kasterlee,13017,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.0507996
Kasterlee,13017,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.0618496
Kasterlee,13017,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.0786916
Kasterlee,13017,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.0814584
Kasterlee,13017,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.0911898
Kasterlee,13017,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.0894907
Kasterlee,13017,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.117084
Kasterlee,13017,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.120535
Kasterlee,13017,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.14444
Lille,13019,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.0393779
Lille,13019,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.0493168
Lille,13019,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.0557834
Lille,13019,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.0522585
Lille,13019,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.0581215
Lille,13019,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.0540458
Lille,13019,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.0452221
Lille,13019,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.0574122
Lille,13019,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.0633207
Lille,13019,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.0649696
Lille,13019,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.0655706
Lille,13019,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.0898898
Lille,13019,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.0754171
Lille,13019,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.0893108
Meerhout,13021,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.0458868
Meerhout,13021,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.0467107
Meerhout,13021,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.0651408
Meerhout,13021,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.0655484
Meerhout,13021,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.0766921
Meerhout,13021,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.0780328
Meerhout,13021,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.0953811
Meerhout,13021,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.097013
Meerhout,13021,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.1205
Meerhout,13021,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.135649
Meerhout,13021,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.122323
Meerhout,13021,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.120982
Meerhout,13021,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.131142
Meerhout,13021,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.133473
Merksplas,13023,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.159634
Merksplas,13023,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.19315
Merksplas,13023,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.168373
Merksplas,13023,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.165174
Merksplas,13023,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.187822
Merksplas,13023,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.205184
Merksplas,13023,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.184177
Merksplas,13023,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.148202
Merksplas,13023,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.16007
Merksplas,13023,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.192487
Merksplas,13023,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.159001
Merksplas,13023,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.184795
Merksplas,13023,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.219385
Merksplas,13023,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.233162
Mol,13025,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.142884
Mol,13025,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.156388
Mol,13025,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.15629
Mol,13025,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.159163
Mol,13025,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.192384
Mol,13025,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.191551
Mol,13025,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.197857
Mol,13025,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.2056
Mol,13025,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.221696
Mol,13025,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.210959
Mol,13025,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.218945
Mol,13025,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.22332
Mol,13025,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.237978
Mol,13025,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.27381
Olen,13029,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.0685597
Olen,13029,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.0648697
Olen,13029,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.0637245
Olen,13029,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.0782499
Olen,13029,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.0734554
Olen,13029,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.0502008
Olen,13029,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.0622794
Olen,13029,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.0790708
Olen,13029,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.0869976
Olen,13029,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.106634
Olen,13029,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.089156
Olen,13029,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.0905915
Olen,13029,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.113703
Olen,13029,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.121747
Oud-Turnhout,13031,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.0418133
Oud-Turnhout,13031,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.0412217
Oud-Turnhout,13031,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.0504202
Oud-Turnhout,13031,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.0622577
Oud-Turnhout,13031,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.0722892
Oud-Turnhout,13031,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.0617515
Oud-Turnhout,13031,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.0720247
Oud-Turnhout,13031,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.0815011
Oud-Turnhout,13031,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.104374
Oud-Turnhout,13031,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.115886
Oud-Turnhout,13031,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.116898
Oud-Turnhout,13031,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.116423
Oud-Turnhout,13031,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.110658
Oud-Turnhout,13031,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.124403
Ravels,13035,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.0619681
Ravels,13035,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.072179
Ravels,13035,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.0771125
Ravels,13035,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.0931913
Ravels,13035,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.0875665
Ravels,13035,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.0889989
Ravels,13035,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.0964792
Ravels,13035,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.138919
Ravels,13035,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.0877419
Ravels,13035,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.0993108
Ravels,13035,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.120769
Ravels,13035,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.107394
Ravels,13035,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.0876706
Ravels,13035,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.105196
Retie,13036,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.0638681
Retie,13036,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.0644769
Retie,13036,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.0846744
Retie,13036,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.0914286
Retie,13036,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.0851119
Retie,13036,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.0906593
Retie,13036,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.0939044
Retie,13036,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.119839
Retie,13036,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.140317
Retie,13036,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.163093
Retie,13036,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.195062
Retie,13036,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.174719
Retie,13036,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.154709
Retie,13036,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.187361
Rijkevorsel,13037,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.036423
Rijkevorsel,13037,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.0309254
Rijkevorsel,13037,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.0396767
Rijkevorsel,13037,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.0400211
Rijkevorsel,13037,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.0443487
Rijkevorsel,13037,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.0428824
Rijkevorsel,13037,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.0333259
Rijkevorsel,13037,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.0374826
Rijkevorsel,13037,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.0698856
Rijkevorsel,13037,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.053754
Rijkevorsel,13037,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2019,0.0543346
Rijkevorsel,13037,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2020,0.0620856
Rijkevorsel,13037,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2021,0.0611183
Rijkevorsel,13037,Nee,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2022,0.0966038
Turnhout,13040,Ja,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2009,0.22891
Turnhout,13040,Ja,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2010,0.257858
Turnhout,13040,Ja,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2011,0.26387
Turnhout,13040,Ja,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2012,0.267479
Turnhout,13040,Ja,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2013,0.276245
Turnhout,13040,Ja,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2014,0.267633
Turnhout,13040,Ja,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2015,0.275965
Turnhout,13040,Ja,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2016,0.284852
Turnhout,13040,Ja,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2017,0.302743
Turnhout,13040,Ja,"Werkzoekenden zonder werk van buiten de EU-27, EVA-landen of VK",2018,0.335191
