Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Externe uitwijking van vreemdelingen,Aantal inwoners,Verhouding per 1000 inwoners
Middelkerke,35011,Nee,Externe uitwijking van vreemdelingen,2000,2,16583,0.12061
Middelkerke,35011,Nee,Externe uitwijking van vreemdelingen,2001,9,16668,0.53996
Middelkerke,35011,Nee,Externe uitwijking van vreemdelingen,2002,6,16930,0.3544
Middelkerke,35011,Nee,Externe uitwijking van vreemdelingen,2003,6,17217,0.34849
Middelkerke,35011,Nee,Externe uitwijking van vreemdelingen,2004,8,17501,0.45712
Middelkerke,35011,Nee,Externe uitwijking van vreemdelingen,2005,3,17690,0.16959
Middelkerke,35011,Nee,Externe uitwijking van vreemdelingen,2006,9,17841,0.50446
Middelkerke,35011,Nee,Externe uitwijking van vreemdelingen,2007,17,18080,0.94027
Middelkerke,35011,Nee,Externe uitwijking van vreemdelingen,2008,15,18377,0.81624
Middelkerke,35011,Nee,Externe uitwijking van vreemdelingen,2009,7,18614,0.37606
Middelkerke,35011,Nee,Externe uitwijking van vreemdelingen,2010,8,18636,0.42928
Middelkerke,35011,Nee,Externe uitwijking van vreemdelingen,2011,11,18893,0.58223
Middelkerke,35011,Nee,Externe uitwijking van vreemdelingen,2012,12,19052,0.62986
Middelkerke,35011,Nee,Externe uitwijking van vreemdelingen,2013,3,19083,0.15721
Middelkerke,35011,Nee,Externe uitwijking van vreemdelingen,2014,14,19177,0.73004
Middelkerke,35011,Nee,Externe uitwijking van vreemdelingen,2015,11,19302,0.56989
Middelkerke,35011,Nee,Externe uitwijking van vreemdelingen,2016,22,19262,1.14215
Middelkerke,35011,Nee,Externe uitwijking van vreemdelingen,2017,16,19186,0.83394
Middelkerke,35011,Nee,Externe uitwijking van vreemdelingen,2018,18,19371,0.92922
Middelkerke,35011,Nee,Externe uitwijking van vreemdelingen,2019,13,19336,0.67232
Middelkerke,35011,Nee,Externe uitwijking van vreemdelingen,2020,10,19578,0.51078
Middelkerke,35011,Nee,Externe uitwijking van vreemdelingen,2021,7,19676,0.35576
Oostende,35013,Ja,Externe uitwijking van vreemdelingen,2000,43,67279,0.63913
Oostende,35013,Ja,Externe uitwijking van vreemdelingen,2001,47,67334,0.69801
Oostende,35013,Ja,Externe uitwijking van vreemdelingen,2002,45,67574,0.66594
Oostende,35013,Ja,Externe uitwijking van vreemdelingen,2003,31,68065,0.45545
Oostende,35013,Ja,Externe uitwijking van vreemdelingen,2004,36,68273,0.52729
Oostende,35013,Ja,Externe uitwijking van vreemdelingen,2005,34,68594,0.49567
Oostende,35013,Ja,Externe uitwijking van vreemdelingen,2006,49,68931,0.71086
Oostende,35013,Ja,Externe uitwijking van vreemdelingen,2007,73,69115,1.05621
Oostende,35013,Ja,Externe uitwijking van vreemdelingen,2008,69,69093,0.99865
Oostende,35013,Ja,Externe uitwijking van vreemdelingen,2009,66,69061,0.95568
Oostende,35013,Ja,Externe uitwijking van vreemdelingen,2010,45,69064,0.65157
Oostende,35013,Ja,Externe uitwijking van vreemdelingen,2011,58,69732,0.83176
Oostende,35013,Ja,Externe uitwijking van vreemdelingen,2012,94,70284,1.33743
Oostende,35013,Ja,Externe uitwijking van vreemdelingen,2013,56,69969,0.80035
Oostende,35013,Ja,Externe uitwijking van vreemdelingen,2014,98,70274,1.39454
Oostende,35013,Ja,Externe uitwijking van vreemdelingen,2015,94,70460,1.33409
Oostende,35013,Ja,Externe uitwijking van vreemdelingen,2016,79,70600,1.11898
Oostende,35013,Ja,Externe uitwijking van vreemdelingen,2017,85,70994,1.19728
Oostende,35013,Ja,Externe uitwijking van vreemdelingen,2018,115,71332,1.61218
Oostende,35013,Ja,Externe uitwijking van vreemdelingen,2019,148,71494,2.0701
Oostende,35013,Ja,Externe uitwijking van vreemdelingen,2020,91,71647,1.27012
Oostende,35013,Ja,Externe uitwijking van vreemdelingen,2021,77,71755,1.0731
Oudenburg,35014,Nee,Externe uitwijking van vreemdelingen,2000,0,8810,0.0
Oudenburg,35014,Nee,Externe uitwijking van vreemdelingen,2001,0,8813,0.0
Oudenburg,35014,Nee,Externe uitwijking van vreemdelingen,2002,7,8794,0.796
Oudenburg,35014,Nee,Externe uitwijking van vreemdelingen,2003,2,8781,0.22776
Oudenburg,35014,Nee,Externe uitwijking van vreemdelingen,2004,0,8834,0.0
Oudenburg,35014,Nee,Externe uitwijking van vreemdelingen,2005,1,8884,0.11256
Oudenburg,35014,Nee,Externe uitwijking van vreemdelingen,2006,0,8929,0.0
Oudenburg,35014,Nee,Externe uitwijking van vreemdelingen,2007,0,8947,0.0
Oudenburg,35014,Nee,Externe uitwijking van vreemdelingen,2008,2,8955,0.22334
Oudenburg,35014,Nee,Externe uitwijking van vreemdelingen,2009,0,8983,0.0
Oudenburg,35014,Nee,Externe uitwijking van vreemdelingen,2010,1,8972,0.11146
Oudenburg,35014,Nee,Externe uitwijking van vreemdelingen,2011,4,9042,0.44238
Oudenburg,35014,Nee,Externe uitwijking van vreemdelingen,2012,14,9110,1.53677
Oudenburg,35014,Nee,Externe uitwijking van vreemdelingen,2013,6,9094,0.65978
Oudenburg,35014,Nee,Externe uitwijking van vreemdelingen,2014,5,9217,0.54248
Oudenburg,35014,Nee,Externe uitwijking van vreemdelingen,2015,3,9222,0.32531
Oudenburg,35014,Nee,Externe uitwijking van vreemdelingen,2016,6,9279,0.64662
Oudenburg,35014,Nee,Externe uitwijking van vreemdelingen,2017,16,9325,1.71582
Oudenburg,35014,Nee,Externe uitwijking van vreemdelingen,2018,26,9300,2.7957
Oudenburg,35014,Nee,Externe uitwijking van vreemdelingen,2019,8,9381,0.85279
Oudenburg,35014,Nee,Externe uitwijking van vreemdelingen,2020,10,9507,1.05186
Oudenburg,35014,Nee,Externe uitwijking van vreemdelingen,2021,12,9672,1.24069
De Haan,35029,Nee,Externe uitwijking van vreemdelingen,2000,12,11355,1.0568
De Haan,35029,Nee,Externe uitwijking van vreemdelingen,2001,2,11418,0.17516
De Haan,35029,Nee,Externe uitwijking van vreemdelingen,2002,8,11580,0.69085
De Haan,35029,Nee,Externe uitwijking van vreemdelingen,2003,4,11644,0.34352
De Haan,35029,Nee,Externe uitwijking van vreemdelingen,2004,14,11717,1.19485
De Haan,35029,Nee,Externe uitwijking van vreemdelingen,2005,4,11847,0.33764
De Haan,35029,Nee,Externe uitwijking van vreemdelingen,2006,12,11925,1.00629
De Haan,35029,Nee,Externe uitwijking van vreemdelingen,2007,7,12177,0.57485
De Haan,35029,Nee,Externe uitwijking van vreemdelingen,2008,16,12242,1.30698
De Haan,35029,Nee,Externe uitwijking van vreemdelingen,2009,4,12339,0.32418
De Haan,35029,Nee,Externe uitwijking van vreemdelingen,2010,17,12401,1.37086
De Haan,35029,Nee,Externe uitwijking van vreemdelingen,2011,27,12518,2.15689
De Haan,35029,Nee,Externe uitwijking van vreemdelingen,2012,17,12473,1.36294
De Haan,35029,Nee,Externe uitwijking van vreemdelingen,2013,9,12563,0.71639
De Haan,35029,Nee,Externe uitwijking van vreemdelingen,2014,12,12577,0.95412
De Haan,35029,Nee,Externe uitwijking van vreemdelingen,2015,7,12587,0.55613
De Haan,35029,Nee,Externe uitwijking van vreemdelingen,2016,23,12622,1.82222
De Haan,35029,Nee,Externe uitwijking van vreemdelingen,2017,17,12656,1.34324
De Haan,35029,Nee,Externe uitwijking van vreemdelingen,2018,14,12635,1.10803
De Haan,35029,Nee,Externe uitwijking van vreemdelingen,2019,18,12666,1.42113
De Haan,35029,Nee,Externe uitwijking van vreemdelingen,2020,19,12700,1.49606
De Haan,35029,Nee,Externe uitwijking van vreemdelingen,2021,20,12789,1.56384
Hooglede,36006,Nee,Externe uitwijking van vreemdelingen,2000,1,9750,0.10256
Hooglede,36006,Nee,Externe uitwijking van vreemdelingen,2001,5,9768,0.51188
Hooglede,36006,Nee,Externe uitwijking van vreemdelingen,2002,0,9803,0.0
Hooglede,36006,Nee,Externe uitwijking van vreemdelingen,2003,7,9837,0.7116
Hooglede,36006,Nee,Externe uitwijking van vreemdelingen,2004,1,9820,0.10183
Hooglede,36006,Nee,Externe uitwijking van vreemdelingen,2005,2,9838,0.20329
Hooglede,36006,Nee,Externe uitwijking van vreemdelingen,2006,0,9831,0.0
Hooglede,36006,Nee,Externe uitwijking van vreemdelingen,2007,3,9867,0.30404
Hooglede,36006,Nee,Externe uitwijking van vreemdelingen,2008,7,9930,0.70493
Hooglede,36006,Nee,Externe uitwijking van vreemdelingen,2009,11,10005,1.09945
Hooglede,36006,Nee,Externe uitwijking van vreemdelingen,2010,17,9957,1.70734
Hooglede,36006,Nee,Externe uitwijking van vreemdelingen,2011,16,9967,1.6053
Hooglede,36006,Nee,Externe uitwijking van vreemdelingen,2012,5,9895,0.50531
Hooglede,36006,Nee,Externe uitwijking van vreemdelingen,2013,5,10047,0.49766
Hooglede,36006,Nee,Externe uitwijking van vreemdelingen,2014,12,10106,1.18741
Hooglede,36006,Nee,Externe uitwijking van vreemdelingen,2015,11,10071,1.09225
Hooglede,36006,Nee,Externe uitwijking van vreemdelingen,2016,16,10016,1.59744
Hooglede,36006,Nee,Externe uitwijking van vreemdelingen,2017,15,10007,1.49895
Hooglede,36006,Nee,Externe uitwijking van vreemdelingen,2018,27,9950,2.71357
Hooglede,36006,Nee,Externe uitwijking van vreemdelingen,2019,14,9987,1.40182
Hooglede,36006,Nee,Externe uitwijking van vreemdelingen,2020,7,9973,0.7019
Hooglede,36006,Nee,Externe uitwijking van vreemdelingen,2021,23,9925,2.31738
Ingelmunster,36007,Nee,Externe uitwijking van vreemdelingen,2000,2,10651,0.18778
Ingelmunster,36007,Nee,Externe uitwijking van vreemdelingen,2001,1,10659,0.09382
Ingelmunster,36007,Nee,Externe uitwijking van vreemdelingen,2002,8,10646,0.75146
Ingelmunster,36007,Nee,Externe uitwijking van vreemdelingen,2003,1,10633,0.09405
Ingelmunster,36007,Nee,Externe uitwijking van vreemdelingen,2004,2,10609,0.18852
Ingelmunster,36007,Nee,Externe uitwijking van vreemdelingen,2005,5,10618,0.4709
Ingelmunster,36007,Nee,Externe uitwijking van vreemdelingen,2006,3,10617,0.28257
Ingelmunster,36007,Nee,Externe uitwijking van vreemdelingen,2007,62,10646,5.82378
Ingelmunster,36007,Nee,Externe uitwijking van vreemdelingen,2008,89,10617,8.38278
Ingelmunster,36007,Nee,Externe uitwijking van vreemdelingen,2009,84,10624,7.90663
Ingelmunster,36007,Nee,Externe uitwijking van vreemdelingen,2010,31,10641,2.91326
Ingelmunster,36007,Nee,Externe uitwijking van vreemdelingen,2011,40,10680,3.74532
Ingelmunster,36007,Nee,Externe uitwijking van vreemdelingen,2012,7,10728,0.6525
Ingelmunster,36007,Nee,Externe uitwijking van vreemdelingen,2013,9,10818,0.83195
Ingelmunster,36007,Nee,Externe uitwijking van vreemdelingen,2014,11,10789,1.01956
Ingelmunster,36007,Nee,Externe uitwijking van vreemdelingen,2015,3,10691,0.28061
Ingelmunster,36007,Nee,Externe uitwijking van vreemdelingen,2016,14,10792,1.29726
Ingelmunster,36007,Nee,Externe uitwijking van vreemdelingen,2017,2,10792,0.18532
Ingelmunster,36007,Nee,Externe uitwijking van vreemdelingen,2018,8,10928,0.73206
Ingelmunster,36007,Nee,Externe uitwijking van vreemdelingen,2019,0,10996,0.0
Ingelmunster,36007,Nee,Externe uitwijking van vreemdelingen,2020,6,11131,0.53904
Ingelmunster,36007,Nee,Externe uitwijking van vreemdelingen,2021,17,11189,1.51935
Izegem,36008,Nee,Externe uitwijking van vreemdelingen,2000,17,26532,0.64074
Izegem,36008,Nee,Externe uitwijking van vreemdelingen,2001,9,26541,0.3391
Izegem,36008,Nee,Externe uitwijking van vreemdelingen,2002,9,26551,0.33897
Izegem,36008,Nee,Externe uitwijking van vreemdelingen,2003,4,26498,0.15095
Izegem,36008,Nee,Externe uitwijking van vreemdelingen,2004,7,26539,0.26376
Izegem,36008,Nee,Externe uitwijking van vreemdelingen,2005,12,26550,0.45198
Izegem,36008,Nee,Externe uitwijking van vreemdelingen,2006,7,26544,0.26371
Izegem,36008,Nee,Externe uitwijking van vreemdelingen,2007,34,26486,1.2837
Izegem,36008,Nee,Externe uitwijking van vreemdelingen,2008,98,26779,3.65958
Izegem,36008,Nee,Externe uitwijking van vreemdelingen,2009,37,26847,1.37818
Izegem,36008,Nee,Externe uitwijking van vreemdelingen,2010,30,27111,1.10656
Izegem,36008,Nee,Externe uitwijking van vreemdelingen,2011,26,27238,0.95455
Izegem,36008,Nee,Externe uitwijking van vreemdelingen,2012,26,27363,0.95019
Izegem,36008,Nee,Externe uitwijking van vreemdelingen,2013,15,27354,0.54837
Izegem,36008,Nee,Externe uitwijking van vreemdelingen,2014,24,27364,0.87706
Izegem,36008,Nee,Externe uitwijking van vreemdelingen,2015,33,27376,1.20544
Izegem,36008,Nee,Externe uitwijking van vreemdelingen,2016,16,27550,0.58076
Izegem,36008,Nee,Externe uitwijking van vreemdelingen,2017,24,27590,0.86988
Izegem,36008,Nee,Externe uitwijking van vreemdelingen,2018,37,27729,1.33434
Izegem,36008,Nee,Externe uitwijking van vreemdelingen,2019,37,28018,1.32058
Izegem,36008,Nee,Externe uitwijking van vreemdelingen,2020,35,28322,1.23579
Izegem,36008,Nee,Externe uitwijking van vreemdelingen,2021,36,28554,1.26077
Ledegem,36010,Nee,Externe uitwijking van vreemdelingen,2000,5,9344,0.5351
Ledegem,36010,Nee,Externe uitwijking van vreemdelingen,2001,0,9369,0.0
Ledegem,36010,Nee,Externe uitwijking van vreemdelingen,2002,2,9371,0.21342
Ledegem,36010,Nee,Externe uitwijking van vreemdelingen,2003,1,9281,0.10775
Ledegem,36010,Nee,Externe uitwijking van vreemdelingen,2004,2,9254,0.21612
Ledegem,36010,Nee,Externe uitwijking van vreemdelingen,2005,1,9264,0.10794
Ledegem,36010,Nee,Externe uitwijking van vreemdelingen,2006,7,9306,0.7522
Ledegem,36010,Nee,Externe uitwijking van vreemdelingen,2007,1,9379,0.10662
Ledegem,36010,Nee,Externe uitwijking van vreemdelingen,2008,6,9367,0.64055
Ledegem,36010,Nee,Externe uitwijking van vreemdelingen,2009,1,9499,0.10527
Ledegem,36010,Nee,Externe uitwijking van vreemdelingen,2010,0,9530,0.0
Ledegem,36010,Nee,Externe uitwijking van vreemdelingen,2011,5,9583,0.52176
Ledegem,36010,Nee,Externe uitwijking van vreemdelingen,2012,7,9509,0.73614
Ledegem,36010,Nee,Externe uitwijking van vreemdelingen,2013,7,9523,0.73506
Ledegem,36010,Nee,Externe uitwijking van vreemdelingen,2014,5,9522,0.5251
Ledegem,36010,Nee,Externe uitwijking van vreemdelingen,2015,14,9507,1.4726
Ledegem,36010,Nee,Externe uitwijking van vreemdelingen,2016,20,9530,2.09864
Ledegem,36010,Nee,Externe uitwijking van vreemdelingen,2017,26,9607,2.70636
Ledegem,36010,Nee,Externe uitwijking van vreemdelingen,2018,16,9716,1.64677
Ledegem,36010,Nee,Externe uitwijking van vreemdelingen,2019,28,9695,2.88809
Ledegem,36010,Nee,Externe uitwijking van vreemdelingen,2020,12,9687,1.23877
Ledegem,36010,Nee,Externe uitwijking van vreemdelingen,2021,6,9715,0.6176
Lichtervelde,36011,Nee,Externe uitwijking van vreemdelingen,2000,2,8270,0.24184
Lichtervelde,36011,Nee,Externe uitwijking van vreemdelingen,2001,2,8312,0.24062
Lichtervelde,36011,Nee,Externe uitwijking van vreemdelingen,2002,2,8250,0.24242
Lichtervelde,36011,Nee,Externe uitwijking van vreemdelingen,2003,2,8224,0.24319
Lichtervelde,36011,Nee,Externe uitwijking van vreemdelingen,2004,0,8306,0.0
Lichtervelde,36011,Nee,Externe uitwijking van vreemdelingen,2005,1,8354,0.1197
Lichtervelde,36011,Nee,Externe uitwijking van vreemdelingen,2006,1,8400,0.11905
Lichtervelde,36011,Nee,Externe uitwijking van vreemdelingen,2007,1,8438,0.11851
Lichtervelde,36011,Nee,Externe uitwijking van vreemdelingen,2008,7,8489,0.8246
Lichtervelde,36011,Nee,Externe uitwijking van vreemdelingen,2009,2,8483,0.23577
Lichtervelde,36011,Nee,Externe uitwijking van vreemdelingen,2010,9,8501,1.0587
Lichtervelde,36011,Nee,Externe uitwijking van vreemdelingen,2011,1,8490,0.11779
Lichtervelde,36011,Nee,Externe uitwijking van vreemdelingen,2012,4,8512,0.46992
Lichtervelde,36011,Nee,Externe uitwijking van vreemdelingen,2013,1,8536,0.11715
Lichtervelde,36011,Nee,Externe uitwijking van vreemdelingen,2014,6,8625,0.69565
Lichtervelde,36011,Nee,Externe uitwijking van vreemdelingen,2015,4,8612,0.46447
Lichtervelde,36011,Nee,Externe uitwijking van vreemdelingen,2016,2,8688,0.2302
Lichtervelde,36011,Nee,Externe uitwijking van vreemdelingen,2017,8,8760,0.91324
Lichtervelde,36011,Nee,Externe uitwijking van vreemdelingen,2018,4,8793,0.45491
Lichtervelde,36011,Nee,Externe uitwijking van vreemdelingen,2019,5,8926,0.56016
Lichtervelde,36011,Nee,Externe uitwijking van vreemdelingen,2020,17,8943,1.90093
Lichtervelde,36011,Nee,Externe uitwijking van vreemdelingen,2021,8,8962,0.89266
Moorslede,36012,Nee,Externe uitwijking van vreemdelingen,2000,2,10733,0.18634
Moorslede,36012,Nee,Externe uitwijking van vreemdelingen,2001,4,10690,0.37418
Moorslede,36012,Nee,Externe uitwijking van vreemdelingen,2002,6,10710,0.56022
Moorslede,36012,Nee,Externe uitwijking van vreemdelingen,2003,2,10715,0.18665
Moorslede,36012,Nee,Externe uitwijking van vreemdelingen,2004,2,10620,0.18832
Moorslede,36012,Nee,Externe uitwijking van vreemdelingen,2005,3,10626,0.28233
Moorslede,36012,Nee,Externe uitwijking van vreemdelingen,2006,3,10618,0.28254
Moorslede,36012,Nee,Externe uitwijking van vreemdelingen,2007,3,10697,0.28045
Moorslede,36012,Nee,Externe uitwijking van vreemdelingen,2008,5,10840,0.46125
Moorslede,36012,Nee,Externe uitwijking van vreemdelingen,2009,1,10746,0.09306
Moorslede,36012,Nee,Externe uitwijking van vreemdelingen,2010,2,10799,0.1852
Moorslede,36012,Nee,Externe uitwijking van vreemdelingen,2011,4,10859,0.36836
Moorslede,36012,Nee,Externe uitwijking van vreemdelingen,2012,1,10925,0.09153
Moorslede,36012,Nee,Externe uitwijking van vreemdelingen,2013,5,10990,0.45496
Moorslede,36012,Nee,Externe uitwijking van vreemdelingen,2014,10,10962,0.91224
Moorslede,36012,Nee,Externe uitwijking van vreemdelingen,2015,2,10942,0.18278
Moorslede,36012,Nee,Externe uitwijking van vreemdelingen,2016,7,10949,0.63933
Moorslede,36012,Nee,Externe uitwijking van vreemdelingen,2017,5,11015,0.45393
Moorslede,36012,Nee,Externe uitwijking van vreemdelingen,2018,6,11080,0.54152
Moorslede,36012,Nee,Externe uitwijking van vreemdelingen,2019,7,11250,0.62222
Moorslede,36012,Nee,Externe uitwijking van vreemdelingen,2020,4,11442,0.34959
Moorslede,36012,Nee,Externe uitwijking van vreemdelingen,2021,8,11445,0.699
Roeselare,36015,Ja,Externe uitwijking van vreemdelingen,2000,23,54199,0.42436
Roeselare,36015,Ja,Externe uitwijking van vreemdelingen,2001,18,54376,0.33103
Roeselare,36015,Ja,Externe uitwijking van vreemdelingen,2002,15,54688,0.27428
Roeselare,36015,Ja,Externe uitwijking van vreemdelingen,2003,15,55140,0.27203
Roeselare,36015,Ja,Externe uitwijking van vreemdelingen,2004,26,55273,0.47039
Roeselare,36015,Ja,Externe uitwijking van vreemdelingen,2005,19,55380,0.34308
Roeselare,36015,Ja,Externe uitwijking van vreemdelingen,2006,37,55775,0.66338
Roeselare,36015,Ja,Externe uitwijking van vreemdelingen,2007,24,56268,0.42653
Roeselare,36015,Ja,Externe uitwijking van vreemdelingen,2008,34,56546,0.60128
Roeselare,36015,Ja,Externe uitwijking van vreemdelingen,2009,26,56893,0.457
Roeselare,36015,Ja,Externe uitwijking van vreemdelingen,2010,24,57432,0.41789
Roeselare,36015,Ja,Externe uitwijking van vreemdelingen,2011,40,58137,0.68803
Roeselare,36015,Ja,Externe uitwijking van vreemdelingen,2012,38,58823,0.64601
Roeselare,36015,Ja,Externe uitwijking van vreemdelingen,2013,47,59340,0.79205
Roeselare,36015,Ja,Externe uitwijking van vreemdelingen,2014,50,59714,0.83732
Roeselare,36015,Ja,Externe uitwijking van vreemdelingen,2015,53,60386,0.87769
Roeselare,36015,Ja,Externe uitwijking van vreemdelingen,2016,76,60999,1.24592
Roeselare,36015,Ja,Externe uitwijking van vreemdelingen,2017,67,61657,1.08666
Roeselare,36015,Ja,Externe uitwijking van vreemdelingen,2018,79,62301,1.26804
Roeselare,36015,Ja,Externe uitwijking van vreemdelingen,2019,100,62954,1.58846
Roeselare,36015,Ja,Externe uitwijking van vreemdelingen,2020,76,63478,1.19727
Roeselare,36015,Ja,Externe uitwijking van vreemdelingen,2021,103,63763,1.61536
Staden,36019,Nee,Externe uitwijking van vreemdelingen,2000,1,10986,0.09102
Staden,36019,Nee,Externe uitwijking van vreemdelingen,2001,1,10969,0.09117
Staden,36019,Nee,Externe uitwijking van vreemdelingen,2002,2,10930,0.18298
Staden,36019,Nee,Externe uitwijking van vreemdelingen,2003,0,10883,0.0
Staden,36019,Nee,Externe uitwijking van vreemdelingen,2004,2,10885,0.18374
Staden,36019,Nee,Externe uitwijking van vreemdelingen,2005,1,10912,0.09164
Staden,36019,Nee,Externe uitwijking van vreemdelingen,2006,5,10969,0.45583
Staden,36019,Nee,Externe uitwijking van vreemdelingen,2007,9,10995,0.81855
Staden,36019,Nee,Externe uitwijking van vreemdelingen,2008,7,11041,0.634
Staden,36019,Nee,Externe uitwijking van vreemdelingen,2009,11,11057,0.99484
Staden,36019,Nee,Externe uitwijking van vreemdelingen,2010,4,11053,0.36189
Staden,36019,Nee,Externe uitwijking van vreemdelingen,2011,10,10979,0.91083
Staden,36019,Nee,Externe uitwijking van vreemdelingen,2012,16,10951,1.46105
Staden,36019,Nee,Externe uitwijking van vreemdelingen,2013,12,10949,1.09599
Staden,36019,Nee,Externe uitwijking van vreemdelingen,2014,32,11068,2.89122
Staden,36019,Nee,Externe uitwijking van vreemdelingen,2015,31,11193,2.76959
Staden,36019,Nee,Externe uitwijking van vreemdelingen,2016,23,11173,2.05853
Staden,36019,Nee,Externe uitwijking van vreemdelingen,2017,28,11314,2.47481
Staden,36019,Nee,Externe uitwijking van vreemdelingen,2018,14,11376,1.23066
Staden,36019,Nee,Externe uitwijking van vreemdelingen,2019,9,11489,0.78336
Staden,36019,Nee,Externe uitwijking van vreemdelingen,2020,6,11518,0.52092
Staden,36019,Nee,Externe uitwijking van vreemdelingen,2021,23,11462,2.00663
Dentergem,37002,Nee,Externe uitwijking van vreemdelingen,2000,7,7868,0.88968
Dentergem,37002,Nee,Externe uitwijking van vreemdelingen,2001,5,7931,0.63044
Dentergem,37002,Nee,Externe uitwijking van vreemdelingen,2002,0,7928,0.0
Dentergem,37002,Nee,Externe uitwijking van vreemdelingen,2003,2,7966,0.25107
Dentergem,37002,Nee,Externe uitwijking van vreemdelingen,2004,0,8029,0.0
Dentergem,37002,Nee,Externe uitwijking van vreemdelingen,2005,3,8128,0.36909
Dentergem,37002,Nee,Externe uitwijking van vreemdelingen,2006,0,8188,0.0
Dentergem,37002,Nee,Externe uitwijking van vreemdelingen,2007,2,8191,0.24417
Dentergem,37002,Nee,Externe uitwijking van vreemdelingen,2008,2,8224,0.24319
Dentergem,37002,Nee,Externe uitwijking van vreemdelingen,2009,2,8241,0.24269
Dentergem,37002,Nee,Externe uitwijking van vreemdelingen,2010,7,8254,0.84807
Dentergem,37002,Nee,Externe uitwijking van vreemdelingen,2011,13,8311,1.56419
Dentergem,37002,Nee,Externe uitwijking van vreemdelingen,2012,3,8339,0.35976
Dentergem,37002,Nee,Externe uitwijking van vreemdelingen,2013,19,8333,2.28009
Dentergem,37002,Nee,Externe uitwijking van vreemdelingen,2014,7,8340,0.83933
Dentergem,37002,Nee,Externe uitwijking van vreemdelingen,2015,17,8371,2.03082
Dentergem,37002,Nee,Externe uitwijking van vreemdelingen,2016,6,8374,0.7165
Dentergem,37002,Nee,Externe uitwijking van vreemdelingen,2017,23,8378,2.74529
Dentergem,37002,Nee,Externe uitwijking van vreemdelingen,2018,17,8484,2.00377
Dentergem,37002,Nee,Externe uitwijking van vreemdelingen,2019,13,8555,1.51958
Dentergem,37002,Nee,Externe uitwijking van vreemdelingen,2020,24,8612,2.78681
Dentergem,37002,Nee,Externe uitwijking van vreemdelingen,2021,32,8644,3.70199
Meulebeke,37007,Nee,Externe uitwijking van vreemdelingen,2000,4,11055,0.36183
Meulebeke,37007,Nee,Externe uitwijking van vreemdelingen,2001,3,11036,0.27184
Meulebeke,37007,Nee,Externe uitwijking van vreemdelingen,2002,2,10991,0.18197
Meulebeke,37007,Nee,Externe uitwijking van vreemdelingen,2003,2,10978,0.18218
Meulebeke,37007,Nee,Externe uitwijking van vreemdelingen,2004,9,10965,0.82079
Meulebeke,37007,Nee,Externe uitwijking van vreemdelingen,2005,1,10971,0.09115
Meulebeke,37007,Nee,Externe uitwijking van vreemdelingen,2006,9,10980,0.81967
Meulebeke,37007,Nee,Externe uitwijking van vreemdelingen,2007,22,10983,2.0031
Meulebeke,37007,Nee,Externe uitwijking van vreemdelingen,2008,30,11032,2.71936
Meulebeke,37007,Nee,Externe uitwijking van vreemdelingen,2009,27,11062,2.44079
Meulebeke,37007,Nee,Externe uitwijking van vreemdelingen,2010,28,11059,2.53187
Meulebeke,37007,Nee,Externe uitwijking van vreemdelingen,2011,30,11071,2.70978
Meulebeke,37007,Nee,Externe uitwijking van vreemdelingen,2012,37,11086,3.33754
Meulebeke,37007,Nee,Externe uitwijking van vreemdelingen,2013,25,11075,2.25734
Meulebeke,37007,Nee,Externe uitwijking van vreemdelingen,2014,34,11078,3.06915
Meulebeke,37007,Nee,Externe uitwijking van vreemdelingen,2015,25,11023,2.26799
Meulebeke,37007,Nee,Externe uitwijking van vreemdelingen,2016,36,11018,3.26738
Meulebeke,37007,Nee,Externe uitwijking van vreemdelingen,2017,23,11041,2.08314
Meulebeke,37007,Nee,Externe uitwijking van vreemdelingen,2018,23,10906,2.10893
Meulebeke,37007,Nee,Externe uitwijking van vreemdelingen,2019,28,10860,2.57827
Meulebeke,37007,Nee,Externe uitwijking van vreemdelingen,2020,34,10833,3.13856
Meulebeke,37007,Nee,Externe uitwijking van vreemdelingen,2021,31,10885,2.84796
Oostrozebeke,37010,Nee,Externe uitwijking van vreemdelingen,2000,8,7317,1.09334
Oostrozebeke,37010,Nee,Externe uitwijking van vreemdelingen,2001,1,7367,0.13574
Oostrozebeke,37010,Nee,Externe uitwijking van vreemdelingen,2002,2,7319,0.27326
Oostrozebeke,37010,Nee,Externe uitwijking van vreemdelingen,2003,1,7377,0.13556
Oostrozebeke,37010,Nee,Externe uitwijking van vreemdelingen,2004,0,7423,0.0
Oostrozebeke,37010,Nee,Externe uitwijking van vreemdelingen,2005,3,7445,0.40296
Oostrozebeke,37010,Nee,Externe uitwijking van vreemdelingen,2006,6,7449,0.80548
Oostrozebeke,37010,Nee,Externe uitwijking van vreemdelingen,2007,2,7458,0.26817
Oostrozebeke,37010,Nee,Externe uitwijking van vreemdelingen,2008,13,7505,1.73218
Oostrozebeke,37010,Nee,Externe uitwijking van vreemdelingen,2009,19,7610,2.49671
Oostrozebeke,37010,Nee,Externe uitwijking van vreemdelingen,2010,3,7559,0.39688
Oostrozebeke,37010,Nee,Externe uitwijking van vreemdelingen,2011,5,7526,0.66436
Oostrozebeke,37010,Nee,Externe uitwijking van vreemdelingen,2012,9,7556,1.19111
Oostrozebeke,37010,Nee,Externe uitwijking van vreemdelingen,2013,5,7619,0.65625
