Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Externe uitwijking van vreemdelingen,Aantal inwoners,Verhouding per 1000 inwoners
Oostrozebeke,37010,Nee,Externe uitwijking van vreemdelingen,2014,12,7678,1.56291
Oostrozebeke,37010,Nee,Externe uitwijking van vreemdelingen,2015,10,7704,1.29803
Oostrozebeke,37010,Nee,Externe uitwijking van vreemdelingen,2016,10,7700,1.2987
Oostrozebeke,37010,Nee,Externe uitwijking van vreemdelingen,2017,14,7777,1.80018
Oostrozebeke,37010,Nee,Externe uitwijking van vreemdelingen,2018,21,7849,2.6755
Oostrozebeke,37010,Nee,Externe uitwijking van vreemdelingen,2019,21,7932,2.6475
Oostrozebeke,37010,Nee,Externe uitwijking van vreemdelingen,2020,16,7956,2.01106
Oostrozebeke,37010,Nee,Externe uitwijking van vreemdelingen,2021,36,7943,4.53229
Pittem,37011,Nee,Externe uitwijking van vreemdelingen,2000,11,6629,1.65938
Pittem,37011,Nee,Externe uitwijking van vreemdelingen,2001,2,6594,0.30331
Pittem,37011,Nee,Externe uitwijking van vreemdelingen,2002,0,6589,0.0
Pittem,37011,Nee,Externe uitwijking van vreemdelingen,2003,8,6590,1.21396
Pittem,37011,Nee,Externe uitwijking van vreemdelingen,2004,0,6541,0.0
Pittem,37011,Nee,Externe uitwijking van vreemdelingen,2005,0,6612,0.0
Pittem,37011,Nee,Externe uitwijking van vreemdelingen,2006,10,6599,1.51538
Pittem,37011,Nee,Externe uitwijking van vreemdelingen,2007,36,6609,5.44712
Pittem,37011,Nee,Externe uitwijking van vreemdelingen,2008,54,6586,8.19921
Pittem,37011,Nee,Externe uitwijking van vreemdelingen,2009,24,6704,3.57995
Pittem,37011,Nee,Externe uitwijking van vreemdelingen,2010,21,6685,3.14136
Pittem,37011,Nee,Externe uitwijking van vreemdelingen,2011,25,6720,3.72024
Pittem,37011,Nee,Externe uitwijking van vreemdelingen,2012,19,6763,2.8094
Pittem,37011,Nee,Externe uitwijking van vreemdelingen,2013,25,6779,3.68786
Pittem,37011,Nee,Externe uitwijking van vreemdelingen,2014,18,6758,2.66351
Pittem,37011,Nee,Externe uitwijking van vreemdelingen,2015,11,6793,1.61931
Pittem,37011,Nee,Externe uitwijking van vreemdelingen,2016,8,6723,1.18994
Pittem,37011,Nee,Externe uitwijking van vreemdelingen,2017,9,6702,1.34288
Pittem,37011,Nee,Externe uitwijking van vreemdelingen,2018,19,6752,2.81398
Pittem,37011,Nee,Externe uitwijking van vreemdelingen,2019,12,6738,1.78094
Pittem,37011,Nee,Externe uitwijking van vreemdelingen,2020,16,6717,2.38202
Pittem,37011,Nee,Externe uitwijking van vreemdelingen,2021,11,6784,1.62146
Ruiselede,37012,Nee,Externe uitwijking van vreemdelingen,2000,11,5048,2.17908
Ruiselede,37012,Nee,Externe uitwijking van vreemdelingen,2001,1,5012,0.19952
Ruiselede,37012,Nee,Externe uitwijking van vreemdelingen,2002,1,5030,0.19881
Ruiselede,37012,Nee,Externe uitwijking van vreemdelingen,2003,3,5064,0.59242
Ruiselede,37012,Nee,Externe uitwijking van vreemdelingen,2004,0,5095,0.0
Ruiselede,37012,Nee,Externe uitwijking van vreemdelingen,2005,0,5097,0.0
Ruiselede,37012,Nee,Externe uitwijking van vreemdelingen,2006,2,5113,0.39116
Ruiselede,37012,Nee,Externe uitwijking van vreemdelingen,2007,8,5139,1.55672
Ruiselede,37012,Nee,Externe uitwijking van vreemdelingen,2008,12,5125,2.34146
Ruiselede,37012,Nee,Externe uitwijking van vreemdelingen,2009,17,5136,3.30997
Ruiselede,37012,Nee,Externe uitwijking van vreemdelingen,2010,13,5177,2.51111
Ruiselede,37012,Nee,Externe uitwijking van vreemdelingen,2011,13,5201,2.49952
Ruiselede,37012,Nee,Externe uitwijking van vreemdelingen,2012,12,5174,2.31929
Ruiselede,37012,Nee,Externe uitwijking van vreemdelingen,2013,10,5244,1.90694
Ruiselede,37012,Nee,Externe uitwijking van vreemdelingen,2014,17,5253,3.23625
Ruiselede,37012,Nee,Externe uitwijking van vreemdelingen,2015,16,5263,3.04009
Ruiselede,37012,Nee,Externe uitwijking van vreemdelingen,2016,5,5363,0.93231
Ruiselede,37012,Nee,Externe uitwijking van vreemdelingen,2017,11,5395,2.03892
Ruiselede,37012,Nee,Externe uitwijking van vreemdelingen,2018,7,5387,1.29942
Ruiselede,37012,Nee,Externe uitwijking van vreemdelingen,2019,9,5358,1.67973
Ruiselede,37012,Nee,Externe uitwijking van vreemdelingen,2020,5,5368,0.93145
Ruiselede,37012,Nee,Externe uitwijking van vreemdelingen,2021,7,5379,1.30136
Tielt,37015,Nee,Externe uitwijking van vreemdelingen,2000,35,19208,1.82216
Tielt,37015,Nee,Externe uitwijking van vreemdelingen,2001,5,19115,0.26157
Tielt,37015,Nee,Externe uitwijking van vreemdelingen,2002,13,19177,0.6779
Tielt,37015,Nee,Externe uitwijking van vreemdelingen,2003,3,19221,0.15608
Tielt,37015,Nee,Externe uitwijking van vreemdelingen,2004,2,19229,0.10401
Tielt,37015,Nee,Externe uitwijking van vreemdelingen,2005,6,19234,0.31195
Tielt,37015,Nee,Externe uitwijking van vreemdelingen,2006,13,19269,0.67466
Tielt,37015,Nee,Externe uitwijking van vreemdelingen,2007,20,19357,1.03322
Tielt,37015,Nee,Externe uitwijking van vreemdelingen,2008,50,19474,2.56753
Tielt,37015,Nee,Externe uitwijking van vreemdelingen,2009,80,19536,4.095
Tielt,37015,Nee,Externe uitwijking van vreemdelingen,2010,36,19647,1.83234
Tielt,37015,Nee,Externe uitwijking van vreemdelingen,2011,40,19714,2.02901
Tielt,37015,Nee,Externe uitwijking van vreemdelingen,2012,82,19922,4.11605
Tielt,37015,Nee,Externe uitwijking van vreemdelingen,2013,85,19974,4.25553
Tielt,37015,Nee,Externe uitwijking van vreemdelingen,2014,75,19968,3.75601
Tielt,37015,Nee,Externe uitwijking van vreemdelingen,2015,62,20070,3.08919
Tielt,37015,Nee,Externe uitwijking van vreemdelingen,2016,56,20159,2.77792
Tielt,37015,Nee,Externe uitwijking van vreemdelingen,2017,62,20301,3.05404
Tielt,37015,Nee,Externe uitwijking van vreemdelingen,2018,68,20422,3.32974
Tielt,37015,Nee,Externe uitwijking van vreemdelingen,2019,68,20502,3.31675
Tielt,37015,Nee,Externe uitwijking van vreemdelingen,2020,70,20603,3.39756
Tielt,37015,Nee,Externe uitwijking van vreemdelingen,2021,62,20390,3.04071
Wielsbeke,37017,Nee,Externe uitwijking van vreemdelingen,2000,2,8911,0.22444
Wielsbeke,37017,Nee,Externe uitwijking van vreemdelingen,2001,4,8936,0.44763
Wielsbeke,37017,Nee,Externe uitwijking van vreemdelingen,2002,4,8977,0.44558
Wielsbeke,37017,Nee,Externe uitwijking van vreemdelingen,2003,9,8928,1.00806
Wielsbeke,37017,Nee,Externe uitwijking van vreemdelingen,2004,3,8898,0.33715
Wielsbeke,37017,Nee,Externe uitwijking van vreemdelingen,2005,0,8840,0.0
Wielsbeke,37017,Nee,Externe uitwijking van vreemdelingen,2006,2,8906,0.22457
Wielsbeke,37017,Nee,Externe uitwijking van vreemdelingen,2007,6,9002,0.66652
Wielsbeke,37017,Nee,Externe uitwijking van vreemdelingen,2008,8,9088,0.88028
Wielsbeke,37017,Nee,Externe uitwijking van vreemdelingen,2009,18,9120,1.97368
Wielsbeke,37017,Nee,Externe uitwijking van vreemdelingen,2010,4,9152,0.43706
Wielsbeke,37017,Nee,Externe uitwijking van vreemdelingen,2011,2,9177,0.21794
Wielsbeke,37017,Nee,Externe uitwijking van vreemdelingen,2012,6,9188,0.65303
Wielsbeke,37017,Nee,Externe uitwijking van vreemdelingen,2013,2,9201,0.21737
Wielsbeke,37017,Nee,Externe uitwijking van vreemdelingen,2014,3,9367,0.32027
Wielsbeke,37017,Nee,Externe uitwijking van vreemdelingen,2015,1,9440,0.10593
Wielsbeke,37017,Nee,Externe uitwijking van vreemdelingen,2016,5,9525,0.52493
Wielsbeke,37017,Nee,Externe uitwijking van vreemdelingen,2017,2,9573,0.20892
Wielsbeke,37017,Nee,Externe uitwijking van vreemdelingen,2018,2,9584,0.20868
Wielsbeke,37017,Nee,Externe uitwijking van vreemdelingen,2019,4,9641,0.41489
Wielsbeke,37017,Nee,Externe uitwijking van vreemdelingen,2020,7,9833,0.71189
Wielsbeke,37017,Nee,Externe uitwijking van vreemdelingen,2021,17,9851,1.72571
Wingene,37018,Nee,Externe uitwijking van vreemdelingen,2000,4,12517,0.31957
Wingene,37018,Nee,Externe uitwijking van vreemdelingen,2001,3,12647,0.23721
Wingene,37018,Nee,Externe uitwijking van vreemdelingen,2002,2,12738,0.15701
Wingene,37018,Nee,Externe uitwijking van vreemdelingen,2003,2,12790,0.15637
Wingene,37018,Nee,Externe uitwijking van vreemdelingen,2004,1,12896,0.07754
Wingene,37018,Nee,Externe uitwijking van vreemdelingen,2005,2,13032,0.15347
Wingene,37018,Nee,Externe uitwijking van vreemdelingen,2006,2,13136,0.15225
Wingene,37018,Nee,Externe uitwijking van vreemdelingen,2007,2,13328,0.15006
Wingene,37018,Nee,Externe uitwijking van vreemdelingen,2008,20,13460,1.48588
Wingene,37018,Nee,Externe uitwijking van vreemdelingen,2009,21,13552,1.54959
Wingene,37018,Nee,Externe uitwijking van vreemdelingen,2010,23,13688,1.6803
Wingene,37018,Nee,Externe uitwijking van vreemdelingen,2011,5,13892,0.35992
Wingene,37018,Nee,Externe uitwijking van vreemdelingen,2012,2,13949,0.14338
Wingene,37018,Nee,Externe uitwijking van vreemdelingen,2013,9,14036,0.64121
Wingene,37018,Nee,Externe uitwijking van vreemdelingen,2014,27,14134,1.91029
Wingene,37018,Nee,Externe uitwijking van vreemdelingen,2015,23,14179,1.62212
Wingene,37018,Nee,Externe uitwijking van vreemdelingen,2016,14,14209,0.98529
Wingene,37018,Nee,Externe uitwijking van vreemdelingen,2017,11,14158,0.77695
Wingene,37018,Nee,Externe uitwijking van vreemdelingen,2018,21,14243,1.47441
Wingene,37018,Nee,Externe uitwijking van vreemdelingen,2019,9,14263,0.631
Wingene,37018,Nee,Externe uitwijking van vreemdelingen,2020,14,14429,0.97027
Wingene,37018,Nee,Externe uitwijking van vreemdelingen,2021,12,14699,0.81638
Ardooie,37020,Nee,Externe uitwijking van vreemdelingen,2000,16,9508,1.68279
Ardooie,37020,Nee,Externe uitwijking van vreemdelingen,2001,1,9396,0.10643
Ardooie,37020,Nee,Externe uitwijking van vreemdelingen,2002,2,9336,0.21422
Ardooie,37020,Nee,Externe uitwijking van vreemdelingen,2003,2,9278,0.21556
Ardooie,37020,Nee,Externe uitwijking van vreemdelingen,2004,2,9254,0.21612
Ardooie,37020,Nee,Externe uitwijking van vreemdelingen,2005,3,9168,0.32723
Ardooie,37020,Nee,Externe uitwijking van vreemdelingen,2006,4,9147,0.4373
Ardooie,37020,Nee,Externe uitwijking van vreemdelingen,2007,6,9111,0.65854
Ardooie,37020,Nee,Externe uitwijking van vreemdelingen,2008,11,9080,1.21145
Ardooie,37020,Nee,Externe uitwijking van vreemdelingen,2009,11,9081,1.21132
Ardooie,37020,Nee,Externe uitwijking van vreemdelingen,2010,13,9053,1.43599
Ardooie,37020,Nee,Externe uitwijking van vreemdelingen,2011,9,9060,0.99338
Ardooie,37020,Nee,Externe uitwijking van vreemdelingen,2012,18,9088,1.98063
Ardooie,37020,Nee,Externe uitwijking van vreemdelingen,2013,11,9075,1.21212
Ardooie,37020,Nee,Externe uitwijking van vreemdelingen,2014,17,9094,1.86936
Ardooie,37020,Nee,Externe uitwijking van vreemdelingen,2015,12,9067,1.32348
Ardooie,37020,Nee,Externe uitwijking van vreemdelingen,2016,11,9053,1.21507
Ardooie,37020,Nee,Externe uitwijking van vreemdelingen,2017,11,9030,1.21816
Ardooie,37020,Nee,Externe uitwijking van vreemdelingen,2018,22,8988,2.44771
Ardooie,37020,Nee,Externe uitwijking van vreemdelingen,2019,19,9056,2.09806
Ardooie,37020,Nee,Externe uitwijking van vreemdelingen,2020,13,9077,1.43219
Ardooie,37020,Nee,Externe uitwijking van vreemdelingen,2021,8,9151,0.87422
Alveringem,38002,Nee,Externe uitwijking van vreemdelingen,2000,0,4805,0.0
Alveringem,38002,Nee,Externe uitwijking van vreemdelingen,2001,2,4821,0.41485
Alveringem,38002,Nee,Externe uitwijking van vreemdelingen,2002,9,4865,1.84995
Alveringem,38002,Nee,Externe uitwijking van vreemdelingen,2003,3,4881,0.61463
Alveringem,38002,Nee,Externe uitwijking van vreemdelingen,2004,0,4872,0.0
Alveringem,38002,Nee,Externe uitwijking van vreemdelingen,2005,2,4898,0.40833
Alveringem,38002,Nee,Externe uitwijking van vreemdelingen,2006,3,4887,0.61387
Alveringem,38002,Nee,Externe uitwijking van vreemdelingen,2007,8,4955,1.61453
Alveringem,38002,Nee,Externe uitwijking van vreemdelingen,2008,10,4962,2.01532
Alveringem,38002,Nee,Externe uitwijking van vreemdelingen,2009,21,4979,4.21771
Alveringem,38002,Nee,Externe uitwijking van vreemdelingen,2010,1,4920,0.20325
Alveringem,38002,Nee,Externe uitwijking van vreemdelingen,2011,2,4949,0.40412
Alveringem,38002,Nee,Externe uitwijking van vreemdelingen,2012,11,4990,2.20441
Alveringem,38002,Nee,Externe uitwijking van vreemdelingen,2013,15,4968,3.01932
Alveringem,38002,Nee,Externe uitwijking van vreemdelingen,2014,9,4952,1.81745
Alveringem,38002,Nee,Externe uitwijking van vreemdelingen,2015,15,5005,2.997
Alveringem,38002,Nee,Externe uitwijking van vreemdelingen,2016,10,5039,1.98452
Alveringem,38002,Nee,Externe uitwijking van vreemdelingen,2017,9,5072,1.77445
Alveringem,38002,Nee,Externe uitwijking van vreemdelingen,2018,12,5089,2.35803
Alveringem,38002,Nee,Externe uitwijking van vreemdelingen,2019,3,5047,0.59441
Alveringem,38002,Nee,Externe uitwijking van vreemdelingen,2020,8,4993,1.60224
Alveringem,38002,Nee,Externe uitwijking van vreemdelingen,2021,8,5024,1.59236
De Panne,38008,Nee,Externe uitwijking van vreemdelingen,2000,17,9722,1.74861
De Panne,38008,Nee,Externe uitwijking van vreemdelingen,2001,16,9880,1.61943
De Panne,38008,Nee,Externe uitwijking van vreemdelingen,2002,26,9877,2.63238
De Panne,38008,Nee,Externe uitwijking van vreemdelingen,2003,14,9852,1.42103
De Panne,38008,Nee,Externe uitwijking van vreemdelingen,2004,21,9923,2.1163
De Panne,38008,Nee,Externe uitwijking van vreemdelingen,2005,19,9961,1.90744
De Panne,38008,Nee,Externe uitwijking van vreemdelingen,2006,28,10060,2.7833
De Panne,38008,Nee,Externe uitwijking van vreemdelingen,2007,21,10153,2.06835
De Panne,38008,Nee,Externe uitwijking van vreemdelingen,2008,37,10281,3.59887
De Panne,38008,Nee,Externe uitwijking van vreemdelingen,2009,24,10430,2.30105
De Panne,38008,Nee,Externe uitwijking van vreemdelingen,2010,21,10614,1.97852
De Panne,38008,Nee,Externe uitwijking van vreemdelingen,2011,23,10728,2.14392
De Panne,38008,Nee,Externe uitwijking van vreemdelingen,2012,30,10748,2.79122
De Panne,38008,Nee,Externe uitwijking van vreemdelingen,2013,29,10794,2.68668
De Panne,38008,Nee,Externe uitwijking van vreemdelingen,2014,30,10812,2.77469
De Panne,38008,Nee,Externe uitwijking van vreemdelingen,2015,30,10836,2.76855
De Panne,38008,Nee,Externe uitwijking van vreemdelingen,2016,38,10811,3.51494
De Panne,38008,Nee,Externe uitwijking van vreemdelingen,2017,31,10915,2.84013
De Panne,38008,Nee,Externe uitwijking van vreemdelingen,2018,34,11129,3.05508
De Panne,38008,Nee,Externe uitwijking van vreemdelingen,2019,30,11176,2.68432
De Panne,38008,Nee,Externe uitwijking van vreemdelingen,2020,18,11147,1.61478
De Panne,38008,Nee,Externe uitwijking van vreemdelingen,2021,37,11232,3.29416
Koksijde,38014,Nee,Externe uitwijking van vreemdelingen,2000,13,19729,0.65893
Koksijde,38014,Nee,Externe uitwijking van vreemdelingen,2001,7,19952,0.35084
Koksijde,38014,Nee,Externe uitwijking van vreemdelingen,2002,18,20230,0.88977
Koksijde,38014,Nee,Externe uitwijking van vreemdelingen,2003,8,20498,0.39028
Koksijde,38014,Nee,Externe uitwijking van vreemdelingen,2004,12,20896,0.57427
Koksijde,38014,Nee,Externe uitwijking van vreemdelingen,2005,8,21033,0.38035
Koksijde,38014,Nee,Externe uitwijking van vreemdelingen,2006,8,21269,0.37613
Koksijde,38014,Nee,Externe uitwijking van vreemdelingen,2007,8,21419,0.3735
Koksijde,38014,Nee,Externe uitwijking van vreemdelingen,2008,12,21513,0.5578
Koksijde,38014,Nee,Externe uitwijking van vreemdelingen,2009,23,21608,1.06442
Koksijde,38014,Nee,Externe uitwijking van vreemdelingen,2010,15,21832,0.68706
Koksijde,38014,Nee,Externe uitwijking van vreemdelingen,2011,15,21968,0.68281
Koksijde,38014,Nee,Externe uitwijking van vreemdelingen,2012,12,22153,0.54169
Koksijde,38014,Nee,Externe uitwijking van vreemdelingen,2013,12,22286,0.53845
Koksijde,38014,Nee,Externe uitwijking van vreemdelingen,2014,15,22228,0.67482
Koksijde,38014,Nee,Externe uitwijking van vreemdelingen,2015,16,22180,0.72137
Koksijde,38014,Nee,Externe uitwijking van vreemdelingen,2016,36,22074,1.63088
Koksijde,38014,Nee,Externe uitwijking van vreemdelingen,2017,14,22094,0.63366
Koksijde,38014,Nee,Externe uitwijking van vreemdelingen,2018,23,21957,1.0475
Koksijde,38014,Nee,Externe uitwijking van vreemdelingen,2019,28,21910,1.27796
Koksijde,38014,Nee,Externe uitwijking van vreemdelingen,2020,15,21869,0.6859
Koksijde,38014,Nee,Externe uitwijking van vreemdelingen,2021,21,21852,0.96101
Nieuwpoort,38016,Nee,Externe uitwijking van vreemdelingen,2000,12,10261,1.16948
Nieuwpoort,38016,Nee,Externe uitwijking van vreemdelingen,2001,3,10332,0.29036
Nieuwpoort,38016,Nee,Externe uitwijking van vreemdelingen,2002,5,10468,0.47765
Nieuwpoort,38016,Nee,Externe uitwijking van vreemdelingen,2003,5,10595,0.47192
Nieuwpoort,38016,Nee,Externe uitwijking van vreemdelingen,2004,7,10649,0.65734
Nieuwpoort,38016,Nee,Externe uitwijking van vreemdelingen,2005,9,10856,0.82903
Nieuwpoort,38016,Nee,Externe uitwijking van vreemdelingen,2006,8,10855,0.73699
Nieuwpoort,38016,Nee,Externe uitwijking van vreemdelingen,2007,6,10940,0.54845
Nieuwpoort,38016,Nee,Externe uitwijking van vreemdelingen,2008,9,11066,0.8133
Nieuwpoort,38016,Nee,Externe uitwijking van vreemdelingen,2009,7,11161,0.62718
Nieuwpoort,38016,Nee,Externe uitwijking van vreemdelingen,2010,3,11267,0.26626
Nieuwpoort,38016,Nee,Externe uitwijking van vreemdelingen,2011,15,11377,1.31845
Nieuwpoort,38016,Nee,Externe uitwijking van vreemdelingen,2012,10,11368,0.87966
Nieuwpoort,38016,Nee,Externe uitwijking van vreemdelingen,2013,12,11487,1.04466
Nieuwpoort,38016,Nee,Externe uitwijking van vreemdelingen,2014,2,11451,0.17466
Nieuwpoort,38016,Nee,Externe uitwijking van vreemdelingen,2015,7,11411,0.61344
Nieuwpoort,38016,Nee,Externe uitwijking van vreemdelingen,2016,12,11379,1.05457
Nieuwpoort,38016,Nee,Externe uitwijking van vreemdelingen,2017,21,11351,1.85006
Nieuwpoort,38016,Nee,Externe uitwijking van vreemdelingen,2018,16,11565,1.38348
Nieuwpoort,38016,Nee,Externe uitwijking van vreemdelingen,2019,17,11621,1.46287
Nieuwpoort,38016,Nee,Externe uitwijking van vreemdelingen,2020,16,11636,1.37504
Nieuwpoort,38016,Nee,Externe uitwijking van vreemdelingen,2021,21,11667,1.79995
Veurne,38025,Nee,Externe uitwijking van vreemdelingen,2000,15,11854,1.2654
Veurne,38025,Nee,Externe uitwijking van vreemdelingen,2001,11,11766,0.9349
Veurne,38025,Nee,Externe uitwijking van vreemdelingen,2002,6,11794,0.50873
Veurne,38025,Nee,Externe uitwijking van vreemdelingen,2003,10,11859,0.84324
Veurne,38025,Nee,Externe uitwijking van vreemdelingen,2004,6,11873,0.50535
Veurne,38025,Nee,Externe uitwijking van vreemdelingen,2005,8,11856,0.67476
Veurne,38025,Nee,Externe uitwijking van vreemdelingen,2006,12,11843,1.01326
Veurne,38025,Nee,Externe uitwijking van vreemdelingen,2007,15,11832,1.26775
Veurne,38025,Nee,Externe uitwijking van vreemdelingen,2008,4,11747,0.34051
Veurne,38025,Nee,Externe uitwijking van vreemdelingen,2009,12,11742,1.02197
Veurne,38025,Nee,Externe uitwijking van vreemdelingen,2010,24,11666,2.05726
Veurne,38025,Nee,Externe uitwijking van vreemdelingen,2011,5,11544,0.43313
Veurne,38025,Nee,Externe uitwijking van vreemdelingen,2012,12,11516,1.04203
Veurne,38025,Nee,Externe uitwijking van vreemdelingen,2013,10,11363,0.88005
Veurne,38025,Nee,Externe uitwijking van vreemdelingen,2014,14,11396,1.2285
Veurne,38025,Nee,Externe uitwijking van vreemdelingen,2015,3,11498,0.26091
Veurne,38025,Nee,Externe uitwijking van vreemdelingen,2016,10,11674,0.8566
Veurne,38025,Nee,Externe uitwijking van vreemdelingen,2017,8,11727,0.68219
Veurne,38025,Nee,Externe uitwijking van vreemdelingen,2018,15,11790,1.27226
Veurne,38025,Nee,Externe uitwijking van vreemdelingen,2019,7,11903,0.58809
Veurne,38025,Nee,Externe uitwijking van vreemdelingen,2020,16,12094,1.32297
Veurne,38025,Nee,Externe uitwijking van vreemdelingen,2021,7,12172,0.57509
Aalst,41002,Ja,Externe uitwijking van vreemdelingen,2000,36,76313,0.47174
Aalst,41002,Ja,Externe uitwijking van vreemdelingen,2001,20,76470,0.26154
Aalst,41002,Ja,Externe uitwijking van vreemdelingen,2002,31,76382,0.40585
Aalst,41002,Ja,Externe uitwijking van vreemdelingen,2003,21,76779,0.27351
Aalst,41002,Ja,Externe uitwijking van vreemdelingen,2004,15,76852,0.19518
Aalst,41002,Ja,Externe uitwijking van vreemdelingen,2005,22,77007,0.28569
Aalst,41002,Ja,Externe uitwijking van vreemdelingen,2006,41,77360,0.52999
Aalst,41002,Ja,Externe uitwijking van vreemdelingen,2007,46,77790,0.59134
Aalst,41002,Ja,Externe uitwijking van vreemdelingen,2008,33,78287,0.42153
Aalst,41002,Ja,Externe uitwijking van vreemdelingen,2009,33,79052,0.41745
Aalst,41002,Ja,Externe uitwijking van vreemdelingen,2010,52,80043,0.64965
Aalst,41002,Ja,Externe uitwijking van vreemdelingen,2011,34,81062,0.41943
