Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Aantal vreemde nationaliteiten
Middelkerke,35011,Nee,Vreemde nationaliteiten,2008,52
Middelkerke,35011,Nee,Vreemde nationaliteiten,2009,60
Middelkerke,35011,Nee,Vreemde nationaliteiten,2010,58
Middelkerke,35011,Nee,Vreemde nationaliteiten,2011,65
Middelkerke,35011,Nee,Vreemde nationaliteiten,2012,68
Middelkerke,35011,Nee,Vreemde nationaliteiten,2013,68
Middelkerke,35011,Nee,Vreemde nationaliteiten,2014,68
Middelkerke,35011,Nee,Vreemde nationaliteiten,2015,66
Middelkerke,35011,Nee,Vreemde nationaliteiten,2016,71
Middelkerke,35011,Nee,Vreemde nationaliteiten,2017,75
Middelkerke,35011,Nee,Vreemde nationaliteiten,2018,74
Middelkerke,35011,Nee,Vreemde nationaliteiten,2019,72
Middelkerke,35011,Nee,Vreemde nationaliteiten,2020,70
Middelkerke,35011,Nee,Vreemde nationaliteiten,2021,71
Middelkerke,35011,Nee,Vreemde nationaliteiten,2022,75
Oostende,35013,Ja,Vreemde nationaliteiten,2000,96
Oostende,35013,Ja,Vreemde nationaliteiten,2001,101
Oostende,35013,Ja,Vreemde nationaliteiten,2002,95
Oostende,35013,Ja,Vreemde nationaliteiten,2003,101
Oostende,35013,Ja,Vreemde nationaliteiten,2004,105
Oostende,35013,Ja,Vreemde nationaliteiten,2005,115
Oostende,35013,Ja,Vreemde nationaliteiten,2006,110
Oostende,35013,Ja,Vreemde nationaliteiten,2007,107
Oostende,35013,Ja,Vreemde nationaliteiten,2008,113
Oostende,35013,Ja,Vreemde nationaliteiten,2009,115
Oostende,35013,Ja,Vreemde nationaliteiten,2010,123
Oostende,35013,Ja,Vreemde nationaliteiten,2011,130
Oostende,35013,Ja,Vreemde nationaliteiten,2012,131
Oostende,35013,Ja,Vreemde nationaliteiten,2013,129
Oostende,35013,Ja,Vreemde nationaliteiten,2014,132
Oostende,35013,Ja,Vreemde nationaliteiten,2015,131
Oostende,35013,Ja,Vreemde nationaliteiten,2016,137
Oostende,35013,Ja,Vreemde nationaliteiten,2017,132
Oostende,35013,Ja,Vreemde nationaliteiten,2018,134
Oostende,35013,Ja,Vreemde nationaliteiten,2019,132
Oostende,35013,Ja,Vreemde nationaliteiten,2020,135
Oostende,35013,Ja,Vreemde nationaliteiten,2021,135
Oostende,35013,Ja,Vreemde nationaliteiten,2022,134
Oudenburg,35014,Nee,Vreemde nationaliteiten,2000,11
Oudenburg,35014,Nee,Vreemde nationaliteiten,2001,13
Oudenburg,35014,Nee,Vreemde nationaliteiten,2002,17
Oudenburg,35014,Nee,Vreemde nationaliteiten,2003,17
Oudenburg,35014,Nee,Vreemde nationaliteiten,2004,15
Oudenburg,35014,Nee,Vreemde nationaliteiten,2005,17
Oudenburg,35014,Nee,Vreemde nationaliteiten,2006,20
Oudenburg,35014,Nee,Vreemde nationaliteiten,2007,25
Oudenburg,35014,Nee,Vreemde nationaliteiten,2008,23
Oudenburg,35014,Nee,Vreemde nationaliteiten,2009,23
Oudenburg,35014,Nee,Vreemde nationaliteiten,2010,26
Oudenburg,35014,Nee,Vreemde nationaliteiten,2011,27
Oudenburg,35014,Nee,Vreemde nationaliteiten,2012,34
Oudenburg,35014,Nee,Vreemde nationaliteiten,2013,39
Oudenburg,35014,Nee,Vreemde nationaliteiten,2014,40
Oudenburg,35014,Nee,Vreemde nationaliteiten,2015,42
Oudenburg,35014,Nee,Vreemde nationaliteiten,2016,43
Oudenburg,35014,Nee,Vreemde nationaliteiten,2017,50
Oudenburg,35014,Nee,Vreemde nationaliteiten,2018,47
Oudenburg,35014,Nee,Vreemde nationaliteiten,2019,51
Oudenburg,35014,Nee,Vreemde nationaliteiten,2020,57
Oudenburg,35014,Nee,Vreemde nationaliteiten,2021,57
Oudenburg,35014,Nee,Vreemde nationaliteiten,2022,53
De Haan,35029,Nee,Vreemde nationaliteiten,2000,28
De Haan,35029,Nee,Vreemde nationaliteiten,2001,26
De Haan,35029,Nee,Vreemde nationaliteiten,2002,33
De Haan,35029,Nee,Vreemde nationaliteiten,2003,33
De Haan,35029,Nee,Vreemde nationaliteiten,2004,39
De Haan,35029,Nee,Vreemde nationaliteiten,2005,37
De Haan,35029,Nee,Vreemde nationaliteiten,2006,43
De Haan,35029,Nee,Vreemde nationaliteiten,2007,44
De Haan,35029,Nee,Vreemde nationaliteiten,2008,44
De Haan,35029,Nee,Vreemde nationaliteiten,2009,43
De Haan,35029,Nee,Vreemde nationaliteiten,2010,46
De Haan,35029,Nee,Vreemde nationaliteiten,2011,53
De Haan,35029,Nee,Vreemde nationaliteiten,2012,52
De Haan,35029,Nee,Vreemde nationaliteiten,2013,51
De Haan,35029,Nee,Vreemde nationaliteiten,2014,50
De Haan,35029,Nee,Vreemde nationaliteiten,2015,47
De Haan,35029,Nee,Vreemde nationaliteiten,2016,55
De Haan,35029,Nee,Vreemde nationaliteiten,2017,63
De Haan,35029,Nee,Vreemde nationaliteiten,2018,58
De Haan,35029,Nee,Vreemde nationaliteiten,2019,57
De Haan,35029,Nee,Vreemde nationaliteiten,2020,57
De Haan,35029,Nee,Vreemde nationaliteiten,2021,56
De Haan,35029,Nee,Vreemde nationaliteiten,2022,61
Hooglede,36006,Nee,Vreemde nationaliteiten,2000,23
Hooglede,36006,Nee,Vreemde nationaliteiten,2001,22
Hooglede,36006,Nee,Vreemde nationaliteiten,2002,18
Hooglede,36006,Nee,Vreemde nationaliteiten,2003,21
Hooglede,36006,Nee,Vreemde nationaliteiten,2004,18
Hooglede,36006,Nee,Vreemde nationaliteiten,2005,20
Hooglede,36006,Nee,Vreemde nationaliteiten,2006,23
Hooglede,36006,Nee,Vreemde nationaliteiten,2007,22
Hooglede,36006,Nee,Vreemde nationaliteiten,2008,25
Hooglede,36006,Nee,Vreemde nationaliteiten,2009,29
Hooglede,36006,Nee,Vreemde nationaliteiten,2010,26
Hooglede,36006,Nee,Vreemde nationaliteiten,2011,30
Hooglede,36006,Nee,Vreemde nationaliteiten,2012,31
Hooglede,36006,Nee,Vreemde nationaliteiten,2013,33
Hooglede,36006,Nee,Vreemde nationaliteiten,2014,34
Hooglede,36006,Nee,Vreemde nationaliteiten,2015,37
Hooglede,36006,Nee,Vreemde nationaliteiten,2016,38
Hooglede,36006,Nee,Vreemde nationaliteiten,2017,43
Hooglede,36006,Nee,Vreemde nationaliteiten,2018,41
Hooglede,36006,Nee,Vreemde nationaliteiten,2019,46
Hooglede,36006,Nee,Vreemde nationaliteiten,2020,45
Hooglede,36006,Nee,Vreemde nationaliteiten,2021,49
Hooglede,36006,Nee,Vreemde nationaliteiten,2022,47
Ingelmunster,36007,Nee,Vreemde nationaliteiten,2000,16
Ingelmunster,36007,Nee,Vreemde nationaliteiten,2001,18
Ingelmunster,36007,Nee,Vreemde nationaliteiten,2002,20
Ingelmunster,36007,Nee,Vreemde nationaliteiten,2003,20
Ingelmunster,36007,Nee,Vreemde nationaliteiten,2004,23
Ingelmunster,36007,Nee,Vreemde nationaliteiten,2005,24
Ingelmunster,36007,Nee,Vreemde nationaliteiten,2006,26
Ingelmunster,36007,Nee,Vreemde nationaliteiten,2007,24
Ingelmunster,36007,Nee,Vreemde nationaliteiten,2008,27
Ingelmunster,36007,Nee,Vreemde nationaliteiten,2009,30
Ingelmunster,36007,Nee,Vreemde nationaliteiten,2010,32
Ingelmunster,36007,Nee,Vreemde nationaliteiten,2011,34
Ingelmunster,36007,Nee,Vreemde nationaliteiten,2012,33
Ingelmunster,36007,Nee,Vreemde nationaliteiten,2013,36
Ingelmunster,36007,Nee,Vreemde nationaliteiten,2014,39
Ingelmunster,36007,Nee,Vreemde nationaliteiten,2015,41
Ingelmunster,36007,Nee,Vreemde nationaliteiten,2016,42
Ingelmunster,36007,Nee,Vreemde nationaliteiten,2017,46
Ingelmunster,36007,Nee,Vreemde nationaliteiten,2018,49
Ingelmunster,36007,Nee,Vreemde nationaliteiten,2019,49
Ingelmunster,36007,Nee,Vreemde nationaliteiten,2020,50
Ingelmunster,36007,Nee,Vreemde nationaliteiten,2021,50
Ingelmunster,36007,Nee,Vreemde nationaliteiten,2022,50
Izegem,36008,Nee,Vreemde nationaliteiten,2000,35
Izegem,36008,Nee,Vreemde nationaliteiten,2001,33
Izegem,36008,Nee,Vreemde nationaliteiten,2002,34
Izegem,36008,Nee,Vreemde nationaliteiten,2003,35
Izegem,36008,Nee,Vreemde nationaliteiten,2004,38
Izegem,36008,Nee,Vreemde nationaliteiten,2005,42
Izegem,36008,Nee,Vreemde nationaliteiten,2006,44
Izegem,36008,Nee,Vreemde nationaliteiten,2007,45
Izegem,36008,Nee,Vreemde nationaliteiten,2008,54
Izegem,36008,Nee,Vreemde nationaliteiten,2009,59
Izegem,36008,Nee,Vreemde nationaliteiten,2010,62
Izegem,36008,Nee,Vreemde nationaliteiten,2011,64
Izegem,36008,Nee,Vreemde nationaliteiten,2012,66
Izegem,36008,Nee,Vreemde nationaliteiten,2013,69
Izegem,36008,Nee,Vreemde nationaliteiten,2014,67
Izegem,36008,Nee,Vreemde nationaliteiten,2015,70
Izegem,36008,Nee,Vreemde nationaliteiten,2016,77
Izegem,36008,Nee,Vreemde nationaliteiten,2017,79
Izegem,36008,Nee,Vreemde nationaliteiten,2018,81
Izegem,36008,Nee,Vreemde nationaliteiten,2019,79
Izegem,36008,Nee,Vreemde nationaliteiten,2020,83
Izegem,36008,Nee,Vreemde nationaliteiten,2021,85
Izegem,36008,Nee,Vreemde nationaliteiten,2022,85
Ledegem,36010,Nee,Vreemde nationaliteiten,2000,13
Ledegem,36010,Nee,Vreemde nationaliteiten,2001,11
Ledegem,36010,Nee,Vreemde nationaliteiten,2002,14
Ledegem,36010,Nee,Vreemde nationaliteiten,2003,19
Ledegem,36010,Nee,Vreemde nationaliteiten,2004,17
Ledegem,36010,Nee,Vreemde nationaliteiten,2005,19
Ledegem,36010,Nee,Vreemde nationaliteiten,2006,20
Ledegem,36010,Nee,Vreemde nationaliteiten,2007,21
Ledegem,36010,Nee,Vreemde nationaliteiten,2008,26
Ledegem,36010,Nee,Vreemde nationaliteiten,2009,29
Ledegem,36010,Nee,Vreemde nationaliteiten,2010,25
Ledegem,36010,Nee,Vreemde nationaliteiten,2011,26
Ledegem,36010,Nee,Vreemde nationaliteiten,2012,31
Ledegem,36010,Nee,Vreemde nationaliteiten,2013,34
Ledegem,36010,Nee,Vreemde nationaliteiten,2014,35
Ledegem,36010,Nee,Vreemde nationaliteiten,2015,40
Ledegem,36010,Nee,Vreemde nationaliteiten,2016,38
Ledegem,36010,Nee,Vreemde nationaliteiten,2017,43
Ledegem,36010,Nee,Vreemde nationaliteiten,2018,42
Ledegem,36010,Nee,Vreemde nationaliteiten,2019,39
Ledegem,36010,Nee,Vreemde nationaliteiten,2020,36
Ledegem,36010,Nee,Vreemde nationaliteiten,2021,39
Ledegem,36010,Nee,Vreemde nationaliteiten,2022,38
Lichtervelde,36011,Nee,Vreemde nationaliteiten,2000,16
Lichtervelde,36011,Nee,Vreemde nationaliteiten,2001,17
Lichtervelde,36011,Nee,Vreemde nationaliteiten,2002,17
Lichtervelde,36011,Nee,Vreemde nationaliteiten,2003,17
Lichtervelde,36011,Nee,Vreemde nationaliteiten,2004,21
Lichtervelde,36011,Nee,Vreemde nationaliteiten,2005,22
Lichtervelde,36011,Nee,Vreemde nationaliteiten,2006,24
Lichtervelde,36011,Nee,Vreemde nationaliteiten,2007,21
Lichtervelde,36011,Nee,Vreemde nationaliteiten,2008,23
Lichtervelde,36011,Nee,Vreemde nationaliteiten,2009,26
Lichtervelde,36011,Nee,Vreemde nationaliteiten,2010,33
Lichtervelde,36011,Nee,Vreemde nationaliteiten,2011,33
Lichtervelde,36011,Nee,Vreemde nationaliteiten,2012,35
Lichtervelde,36011,Nee,Vreemde nationaliteiten,2013,36
Lichtervelde,36011,Nee,Vreemde nationaliteiten,2014,38
Lichtervelde,36011,Nee,Vreemde nationaliteiten,2015,32
Lichtervelde,36011,Nee,Vreemde nationaliteiten,2016,36
Lichtervelde,36011,Nee,Vreemde nationaliteiten,2017,37
Lichtervelde,36011,Nee,Vreemde nationaliteiten,2018,34
Lichtervelde,36011,Nee,Vreemde nationaliteiten,2019,32
Lichtervelde,36011,Nee,Vreemde nationaliteiten,2020,40
Lichtervelde,36011,Nee,Vreemde nationaliteiten,2021,40
Lichtervelde,36011,Nee,Vreemde nationaliteiten,2022,39
Moorslede,36012,Nee,Vreemde nationaliteiten,2000,17
Moorslede,36012,Nee,Vreemde nationaliteiten,2001,15
Moorslede,36012,Nee,Vreemde nationaliteiten,2002,18
Moorslede,36012,Nee,Vreemde nationaliteiten,2003,19
Moorslede,36012,Nee,Vreemde nationaliteiten,2004,19
Moorslede,36012,Nee,Vreemde nationaliteiten,2005,19
Moorslede,36012,Nee,Vreemde nationaliteiten,2006,20
Moorslede,36012,Nee,Vreemde nationaliteiten,2007,20
Moorslede,36012,Nee,Vreemde nationaliteiten,2008,24
Moorslede,36012,Nee,Vreemde nationaliteiten,2009,21
Moorslede,36012,Nee,Vreemde nationaliteiten,2010,21
Moorslede,36012,Nee,Vreemde nationaliteiten,2011,24
Moorslede,36012,Nee,Vreemde nationaliteiten,2012,32
Moorslede,36012,Nee,Vreemde nationaliteiten,2013,30
Moorslede,36012,Nee,Vreemde nationaliteiten,2014,38
Moorslede,36012,Nee,Vreemde nationaliteiten,2015,30
Moorslede,36012,Nee,Vreemde nationaliteiten,2016,26
Moorslede,36012,Nee,Vreemde nationaliteiten,2017,35
Moorslede,36012,Nee,Vreemde nationaliteiten,2018,42
Moorslede,36012,Nee,Vreemde nationaliteiten,2019,42
Moorslede,36012,Nee,Vreemde nationaliteiten,2020,47
Moorslede,36012,Nee,Vreemde nationaliteiten,2021,46
Moorslede,36012,Nee,Vreemde nationaliteiten,2022,53
Roeselare,36015,Ja,Vreemde nationaliteiten,2000,54
Roeselare,36015,Ja,Vreemde nationaliteiten,2001,59
Roeselare,36015,Ja,Vreemde nationaliteiten,2002,69
Roeselare,36015,Ja,Vreemde nationaliteiten,2003,73
Roeselare,36015,Ja,Vreemde nationaliteiten,2004,72
Roeselare,36015,Ja,Vreemde nationaliteiten,2005,72
Roeselare,36015,Ja,Vreemde nationaliteiten,2006,78
Roeselare,36015,Ja,Vreemde nationaliteiten,2007,82
Roeselare,36015,Ja,Vreemde nationaliteiten,2008,89
Roeselare,36015,Ja,Vreemde nationaliteiten,2009,89
Roeselare,36015,Ja,Vreemde nationaliteiten,2010,94
Roeselare,36015,Ja,Vreemde nationaliteiten,2011,95
Roeselare,36015,Ja,Vreemde nationaliteiten,2012,98
Roeselare,36015,Ja,Vreemde nationaliteiten,2013,100
Roeselare,36015,Ja,Vreemde nationaliteiten,2014,102
Roeselare,36015,Ja,Vreemde nationaliteiten,2015,104
Roeselare,36015,Ja,Vreemde nationaliteiten,2016,107
Roeselare,36015,Ja,Vreemde nationaliteiten,2017,108
Roeselare,36015,Ja,Vreemde nationaliteiten,2018,107
Roeselare,36015,Ja,Vreemde nationaliteiten,2019,111
Roeselare,36015,Ja,Vreemde nationaliteiten,2020,110
Roeselare,36015,Ja,Vreemde nationaliteiten,2021,112
Roeselare,36015,Ja,Vreemde nationaliteiten,2022,114
Staden,36019,Nee,Vreemde nationaliteiten,2000,18
Staden,36019,Nee,Vreemde nationaliteiten,2001,21
Staden,36019,Nee,Vreemde nationaliteiten,2002,16
Staden,36019,Nee,Vreemde nationaliteiten,2003,17
Staden,36019,Nee,Vreemde nationaliteiten,2004,16
Staden,36019,Nee,Vreemde nationaliteiten,2005,18
Staden,36019,Nee,Vreemde nationaliteiten,2006,19
Staden,36019,Nee,Vreemde nationaliteiten,2007,18
Staden,36019,Nee,Vreemde nationaliteiten,2008,23
Staden,36019,Nee,Vreemde nationaliteiten,2009,21
Staden,36019,Nee,Vreemde nationaliteiten,2010,23
Staden,36019,Nee,Vreemde nationaliteiten,2011,27
Staden,36019,Nee,Vreemde nationaliteiten,2012,26
Staden,36019,Nee,Vreemde nationaliteiten,2013,27
Staden,36019,Nee,Vreemde nationaliteiten,2014,31
Staden,36019,Nee,Vreemde nationaliteiten,2015,29
Staden,36019,Nee,Vreemde nationaliteiten,2016,31
Staden,36019,Nee,Vreemde nationaliteiten,2017,36
Staden,36019,Nee,Vreemde nationaliteiten,2018,30
Staden,36019,Nee,Vreemde nationaliteiten,2019,39
Staden,36019,Nee,Vreemde nationaliteiten,2020,43
Staden,36019,Nee,Vreemde nationaliteiten,2021,42
Staden,36019,Nee,Vreemde nationaliteiten,2022,46
Dentergem,37002,Nee,Vreemde nationaliteiten,2000,13
Dentergem,37002,Nee,Vreemde nationaliteiten,2001,19
Dentergem,37002,Nee,Vreemde nationaliteiten,2002,19
Dentergem,37002,Nee,Vreemde nationaliteiten,2003,18
Dentergem,37002,Nee,Vreemde nationaliteiten,2004,14
Dentergem,37002,Nee,Vreemde nationaliteiten,2005,18
Dentergem,37002,Nee,Vreemde nationaliteiten,2006,15
Dentergem,37002,Nee,Vreemde nationaliteiten,2007,14
Dentergem,37002,Nee,Vreemde nationaliteiten,2008,20
Dentergem,37002,Nee,Vreemde nationaliteiten,2009,21
Dentergem,37002,Nee,Vreemde nationaliteiten,2010,22
Dentergem,37002,Nee,Vreemde nationaliteiten,2011,22
Dentergem,37002,Nee,Vreemde nationaliteiten,2012,22
Dentergem,37002,Nee,Vreemde nationaliteiten,2013,25
Dentergem,37002,Nee,Vreemde nationaliteiten,2014,25
Dentergem,37002,Nee,Vreemde nationaliteiten,2015,30
Dentergem,37002,Nee,Vreemde nationaliteiten,2016,34
Dentergem,37002,Nee,Vreemde nationaliteiten,2017,36
Dentergem,37002,Nee,Vreemde nationaliteiten,2018,37
Dentergem,37002,Nee,Vreemde nationaliteiten,2019,39
Dentergem,37002,Nee,Vreemde nationaliteiten,2020,40
Dentergem,37002,Nee,Vreemde nationaliteiten,2021,39
Dentergem,37002,Nee,Vreemde nationaliteiten,2022,43
Meulebeke,37007,Nee,Vreemde nationaliteiten,2000,18
Meulebeke,37007,Nee,Vreemde nationaliteiten,2001,17
Meulebeke,37007,Nee,Vreemde nationaliteiten,2002,18
Meulebeke,37007,Nee,Vreemde nationaliteiten,2003,19
Meulebeke,37007,Nee,Vreemde nationaliteiten,2004,20
Meulebeke,37007,Nee,Vreemde nationaliteiten,2005,22
Meulebeke,37007,Nee,Vreemde nationaliteiten,2006,23
Meulebeke,37007,Nee,Vreemde nationaliteiten,2007,25
Meulebeke,37007,Nee,Vreemde nationaliteiten,2008,23
Meulebeke,37007,Nee,Vreemde nationaliteiten,2009,22
Meulebeke,37007,Nee,Vreemde nationaliteiten,2010,25
Meulebeke,37007,Nee,Vreemde nationaliteiten,2011,25
Meulebeke,37007,Nee,Vreemde nationaliteiten,2012,32
Meulebeke,37007,Nee,Vreemde nationaliteiten,2013,36
Meulebeke,37007,Nee,Vreemde nationaliteiten,2014,40
Meulebeke,37007,Nee,Vreemde nationaliteiten,2015,39
Meulebeke,37007,Nee,Vreemde nationaliteiten,2016,40
Meulebeke,37007,Nee,Vreemde nationaliteiten,2017,40
Meulebeke,37007,Nee,Vreemde nationaliteiten,2018,38
Meulebeke,37007,Nee,Vreemde nationaliteiten,2019,46
Meulebeke,37007,Nee,Vreemde nationaliteiten,2020,49
Meulebeke,37007,Nee,Vreemde nationaliteiten,2021,47
Meulebeke,37007,Nee,Vreemde nationaliteiten,2022,46
Oostrozebeke,37010,Nee,Vreemde nationaliteiten,2000,14
Oostrozebeke,37010,Nee,Vreemde nationaliteiten,2001,13
Oostrozebeke,37010,Nee,Vreemde nationaliteiten,2002,12
Oostrozebeke,37010,Nee,Vreemde nationaliteiten,2003,14
Oostrozebeke,37010,Nee,Vreemde nationaliteiten,2004,19
Oostrozebeke,37010,Nee,Vreemde nationaliteiten,2005,21
Oostrozebeke,37010,Nee,Vreemde nationaliteiten,2006,19
Oostrozebeke,37010,Nee,Vreemde nationaliteiten,2007,20
Oostrozebeke,37010,Nee,Vreemde nationaliteiten,2008,22
Oostrozebeke,37010,Nee,Vreemde nationaliteiten,2009,24
Oostrozebeke,37010,Nee,Vreemde nationaliteiten,2010,28
Oostrozebeke,37010,Nee,Vreemde nationaliteiten,2011,21
Oostrozebeke,37010,Nee,Vreemde nationaliteiten,2012,29
Oostrozebeke,37010,Nee,Vreemde nationaliteiten,2013,32
Oostrozebeke,37010,Nee,Vreemde nationaliteiten,2014,31
Oostrozebeke,37010,Nee,Vreemde nationaliteiten,2015,30
Oostrozebeke,37010,Nee,Vreemde nationaliteiten,2016,32
Oostrozebeke,37010,Nee,Vreemde nationaliteiten,2017,31
Oostrozebeke,37010,Nee,Vreemde nationaliteiten,2018,36
Oostrozebeke,37010,Nee,Vreemde nationaliteiten,2019,35
Oostrozebeke,37010,Nee,Vreemde nationaliteiten,2020,37
Oostrozebeke,37010,Nee,Vreemde nationaliteiten,2021,38
Oostrozebeke,37010,Nee,Vreemde nationaliteiten,2022,44
Pittem,37011,Nee,Vreemde nationaliteiten,2000,10
Pittem,37011,Nee,Vreemde nationaliteiten,2001,13
Pittem,37011,Nee,Vreemde nationaliteiten,2002,11
Pittem,37011,Nee,Vreemde nationaliteiten,2003,13
Pittem,37011,Nee,Vreemde nationaliteiten,2004,14
Pittem,37011,Nee,Vreemde nationaliteiten,2005,15
Pittem,37011,Nee,Vreemde nationaliteiten,2006,17
Pittem,37011,Nee,Vreemde nationaliteiten,2007,20
Pittem,37011,Nee,Vreemde nationaliteiten,2008,23
Pittem,37011,Nee,Vreemde nationaliteiten,2009,25
Pittem,37011,Nee,Vreemde nationaliteiten,2010,28
Pittem,37011,Nee,Vreemde nationaliteiten,2011,23
Pittem,37011,Nee,Vreemde nationaliteiten,2012,27
Pittem,37011,Nee,Vreemde nationaliteiten,2013,28
Pittem,37011,Nee,Vreemde nationaliteiten,2014,24
Pittem,37011,Nee,Vreemde nationaliteiten,2015,24
Pittem,37011,Nee,Vreemde nationaliteiten,2016,25
Pittem,37011,Nee,Vreemde nationaliteiten,2017,25
Pittem,37011,Nee,Vreemde nationaliteiten,2018,28
Pittem,37011,Nee,Vreemde nationaliteiten,2019,28
Pittem,37011,Nee,Vreemde nationaliteiten,2020,32
Pittem,37011,Nee,Vreemde nationaliteiten,2021,37
Pittem,37011,Nee,Vreemde nationaliteiten,2022,43
Ruiselede,37012,Nee,Vreemde nationaliteiten,2000,15
Ruiselede,37012,Nee,Vreemde nationaliteiten,2001,12
Ruiselede,37012,Nee,Vreemde nationaliteiten,2002,15
Ruiselede,37012,Nee,Vreemde nationaliteiten,2003,17
Ruiselede,37012,Nee,Vreemde nationaliteiten,2004,15
Ruiselede,37012,Nee,Vreemde nationaliteiten,2005,15
Ruiselede,37012,Nee,Vreemde nationaliteiten,2006,16
Ruiselede,37012,Nee,Vreemde nationaliteiten,2007,18
Ruiselede,37012,Nee,Vreemde nationaliteiten,2008,16
Ruiselede,37012,Nee,Vreemde nationaliteiten,2009,18
Ruiselede,37012,Nee,Vreemde nationaliteiten,2010,19
Ruiselede,37012,Nee,Vreemde nationaliteiten,2011,20
Ruiselede,37012,Nee,Vreemde nationaliteiten,2012,22
Ruiselede,37012,Nee,Vreemde nationaliteiten,2013,22
Ruiselede,37012,Nee,Vreemde nationaliteiten,2014,23
Ruiselede,37012,Nee,Vreemde nationaliteiten,2015,24
Ruiselede,37012,Nee,Vreemde nationaliteiten,2016,30
Ruiselede,37012,Nee,Vreemde nationaliteiten,2017,22
Ruiselede,37012,Nee,Vreemde nationaliteiten,2018,29
Ruiselede,37012,Nee,Vreemde nationaliteiten,2019,29
Ruiselede,37012,Nee,Vreemde nationaliteiten,2020,34
Ruiselede,37012,Nee,Vreemde nationaliteiten,2021,31
Ruiselede,37012,Nee,Vreemde nationaliteiten,2022,31
Tielt,37015,Nee,Vreemde nationaliteiten,2000,35
Tielt,37015,Nee,Vreemde nationaliteiten,2001,35
Tielt,37015,Nee,Vreemde nationaliteiten,2002,36
Tielt,37015,Nee,Vreemde nationaliteiten,2003,29
Tielt,37015,Nee,Vreemde nationaliteiten,2004,33
Tielt,37015,Nee,Vreemde nationaliteiten,2005,35
Tielt,37015,Nee,Vreemde nationaliteiten,2006,41
Tielt,37015,Nee,Vreemde nationaliteiten,2007,50
Tielt,37015,Nee,Vreemde nationaliteiten,2008,58
Tielt,37015,Nee,Vreemde nationaliteiten,2009,57
Tielt,37015,Nee,Vreemde nationaliteiten,2010,60
Tielt,37015,Nee,Vreemde nationaliteiten,2011,60
Tielt,37015,Nee,Vreemde nationaliteiten,2012,73
Tielt,37015,Nee,Vreemde nationaliteiten,2013,66
Tielt,37015,Nee,Vreemde nationaliteiten,2014,65
Tielt,37015,Nee,Vreemde nationaliteiten,2015,67
Tielt,37015,Nee,Vreemde nationaliteiten,2016,71
Tielt,37015,Nee,Vreemde nationaliteiten,2017,71
Tielt,37015,Nee,Vreemde nationaliteiten,2018,72
Tielt,37015,Nee,Vreemde nationaliteiten,2019,74
Tielt,37015,Nee,Vreemde nationaliteiten,2020,74
Tielt,37015,Nee,Vreemde nationaliteiten,2021,74
Tielt,37015,Nee,Vreemde nationaliteiten,2022,74
Wielsbeke,37017,Nee,Vreemde nationaliteiten,2000,14
Wielsbeke,37017,Nee,Vreemde nationaliteiten,2001,15
Wielsbeke,37017,Nee,Vreemde nationaliteiten,2002,16
Wielsbeke,37017,Nee,Vreemde nationaliteiten,2003,18
Wielsbeke,37017,Nee,Vreemde nationaliteiten,2004,16
Wielsbeke,37017,Nee,Vreemde nationaliteiten,2005,20
Wielsbeke,37017,Nee,Vreemde nationaliteiten,2006,21
Wielsbeke,37017,Nee,Vreemde nationaliteiten,2007,23
Wielsbeke,37017,Nee,Vreemde nationaliteiten,2008,27
Wielsbeke,37017,Nee,Vreemde nationaliteiten,2009,26
Wielsbeke,37017,Nee,Vreemde nationaliteiten,2010,25
Wielsbeke,37017,Nee,Vreemde nationaliteiten,2011,27
Wielsbeke,37017,Nee,Vreemde nationaliteiten,2012,29
Wielsbeke,37017,Nee,Vreemde nationaliteiten,2013,28
Wielsbeke,37017,Nee,Vreemde nationaliteiten,2014,30
Wielsbeke,37017,Nee,Vreemde nationaliteiten,2015,32
Wielsbeke,37017,Nee,Vreemde nationaliteiten,2016,28
Wielsbeke,37017,Nee,Vreemde nationaliteiten,2017,30
Wielsbeke,37017,Nee,Vreemde nationaliteiten,2018,31
Wielsbeke,37017,Nee,Vreemde nationaliteiten,2019,36
Wielsbeke,37017,Nee,Vreemde nationaliteiten,2020,39
Wielsbeke,37017,Nee,Vreemde nationaliteiten,2021,41
Wielsbeke,37017,Nee,Vreemde nationaliteiten,2022,40
Wingene,37018,Nee,Vreemde nationaliteiten,2000,19
Wingene,37018,Nee,Vreemde nationaliteiten,2001,18
Wingene,37018,Nee,Vreemde nationaliteiten,2002,18
Wingene,37018,Nee,Vreemde nationaliteiten,2003,23
Wingene,37018,Nee,Vreemde nationaliteiten,2004,26
Wingene,37018,Nee,Vreemde nationaliteiten,2005,19
Wingene,37018,Nee,Vreemde nationaliteiten,2006,25
Wingene,37018,Nee,Vreemde nationaliteiten,2007,24
Wingene,37018,Nee,Vreemde nationaliteiten,2008,27
Wingene,37018,Nee,Vreemde nationaliteiten,2009,30
Wingene,37018,Nee,Vreemde nationaliteiten,2010,31
Wingene,37018,Nee,Vreemde nationaliteiten,2011,32
Wingene,37018,Nee,Vreemde nationaliteiten,2012,38
Wingene,37018,Nee,Vreemde nationaliteiten,2013,34
Wingene,37018,Nee,Vreemde nationaliteiten,2014,36
Wingene,37018,Nee,Vreemde nationaliteiten,2015,38
Wingene,37018,Nee,Vreemde nationaliteiten,2016,44
