Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Nationaliteit,Aantal inburgeraars die zich hebben aangemeld bij een onthaalbureau naar nationaliteitsgroep,Aantal inburgeraars die zich hebben aangemeld bij een onthaalbureau,Procent
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,EU+ (excl. Nederland),0,16,0.0
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Nederland,0,16,0.0
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Onbepaalde nationaliteit,0,16,0.0
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Derdelander,10,11,0.909091
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,EU+ (excl. Nederland),1,11,0.0909091
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Nederland,0,11,0.0
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Onbepaalde nationaliteit,0,11,0.0
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Derdelander,7,10,0.7
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,EU+ (excl. Nederland),3,10,0.3
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Nederland,0,10,0.0
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Onbepaalde nationaliteit,0,10,0.0
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Derdelander,3,5,0.6
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,EU+ (excl. Nederland),2,5,0.4
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Nederland,0,5,0.0
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Onbepaalde nationaliteit,0,5,0.0
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Derdelander,8,10,0.8
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,EU+ (excl. Nederland),2,10,0.2
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Nederland,0,10,0.0
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Onbepaalde nationaliteit,0,10,0.0
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Derdelander,6,6,1.0
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,EU+ (excl. Nederland),0,6,0.0
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Nederland,0,6,0.0
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Onbepaalde nationaliteit,0,6,0.0
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Derdelander,7,8,0.875
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,EU+ (excl. Nederland),1,8,0.125
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Nederland,0,8,0.0
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Onbepaalde nationaliteit,0,8,0.0
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Derdelander,5,10,0.5
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,EU+ (excl. Nederland),5,10,0.5
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Nederland,0,10,0.0
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Onbepaalde nationaliteit,0,10,0.0
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Derdelander,11,16,0.6875
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,EU+ (excl. Nederland),5,16,0.3125
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Nederland,0,16,0.0
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Onbepaalde nationaliteit,0,16,0.0
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Derdelander,12,20,0.6
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,EU+ (excl. Nederland),8,20,0.4
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Nederland,0,20,0.0
Jabbeke,31012,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Onbepaalde nationaliteit,0,20,0.0
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,Derdelander,9,13,0.692308
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,EU+,3,13,0.230769
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,Onbepaalde nationaliteit,1,13,0.0769231
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,Derdelander,15,17,0.882353
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,EU+,2,17,0.117647
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,Onbepaalde nationaliteit,0,17,0.0
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Derdelander,16,25,0.64
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,EU+ (excl. Nederland),9,25,0.36
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Nederland,0,25,0.0
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Onbepaalde nationaliteit,0,25,0.0
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Derdelander,9,21,0.428571
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,EU+ (excl. Nederland),12,21,0.571429
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Nederland,0,21,0.0
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Onbepaalde nationaliteit,0,21,0.0
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Derdelander,17,30,0.566667
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,EU+ (excl. Nederland),13,30,0.433333
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Nederland,0,30,0.0
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Onbepaalde nationaliteit,0,30,0.0
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Derdelander,14,21,0.666667
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,EU+ (excl. Nederland),7,21,0.333333
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Nederland,0,21,0.0
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Onbepaalde nationaliteit,0,21,0.0
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Derdelander,22,26,0.846154
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,EU+ (excl. Nederland),4,26,0.153846
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Nederland,0,26,0.0
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Onbepaalde nationaliteit,0,26,0.0
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Derdelander,20,26,0.769231
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,EU+ (excl. Nederland),6,26,0.230769
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Nederland,0,26,0.0
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Onbepaalde nationaliteit,0,26,0.0
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Derdelander,18,30,0.6
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,EU+ (excl. Nederland),12,30,0.4
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Nederland,0,30,0.0
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Onbepaalde nationaliteit,0,30,0.0
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Derdelander,16,27,0.592593
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,EU+ (excl. Nederland),11,27,0.407407
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Nederland,0,27,0.0
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Onbepaalde nationaliteit,0,27,0.0
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Derdelander,17,26,0.653846
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,EU+ (excl. Nederland),9,26,0.346154
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Nederland,0,26,0.0
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Onbepaalde nationaliteit,0,26,0.0
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Derdelander,29,45,0.644444
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,EU+ (excl. Nederland),16,45,0.355556
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Nederland,0,45,0.0
Oostkamp,31022,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Onbepaalde nationaliteit,0,45,0.0
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,Derdelander,27,33,0.818182
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,EU+,3,33,0.0909091
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,Onbepaalde nationaliteit,3,33,0.0909091
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,Derdelander,20,21,0.952381
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,EU+,1,21,0.047619
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,Onbepaalde nationaliteit,0,21,0.0
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Derdelander,17,24,0.708333
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,EU+ (excl. Nederland),7,24,0.291667
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Nederland,0,24,0.0
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Onbepaalde nationaliteit,0,24,0.0
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Derdelander,16,24,0.666667
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,EU+ (excl. Nederland),8,24,0.333333
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Nederland,0,24,0.0
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Onbepaalde nationaliteit,0,24,0.0
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Derdelander,13,21,0.619048
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,EU+ (excl. Nederland),7,21,0.333333
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Nederland,0,21,0.0
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Onbepaalde nationaliteit,1,21,0.047619
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Derdelander,20,27,0.740741
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,EU+ (excl. Nederland),4,27,0.148148
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Nederland,0,27,0.0
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Onbepaalde nationaliteit,3,27,0.111111
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Derdelander,38,44,0.863636
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,EU+ (excl. Nederland),4,44,0.0909091
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Nederland,0,44,0.0
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Onbepaalde nationaliteit,2,44,0.0454545
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Derdelander,32,39,0.820513
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,EU+ (excl. Nederland),6,39,0.153846
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Nederland,0,39,0.0
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Onbepaalde nationaliteit,1,39,0.025641
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Derdelander,39,46,0.847826
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,EU+ (excl. Nederland),4,46,0.0869565
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Nederland,0,46,0.0
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Onbepaalde nationaliteit,3,46,0.0652174
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Derdelander,37,51,0.72549
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,EU+ (excl. Nederland),11,51,0.215686
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Nederland,0,51,0.0
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Onbepaalde nationaliteit,3,51,0.0588235
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Derdelander,31,49,0.632653
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,EU+ (excl. Nederland),18,49,0.367347
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Nederland,0,49,0.0
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Onbepaalde nationaliteit,0,49,0.0
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Derdelander,40,53,0.754717
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,EU+ (excl. Nederland),13,53,0.245283
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Nederland,0,53,0.0
Torhout,31033,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Onbepaalde nationaliteit,0,53,0.0
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,Derdelander,16,17,0.941176
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,EU+,1,17,0.0588235
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,Onbepaalde nationaliteit,0,17,0.0
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,Derdelander,21,23,0.913043
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,EU+,2,23,0.0869565
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,Onbepaalde nationaliteit,0,23,0.0
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Derdelander,7,12,0.583333
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,EU+ (excl. Nederland),5,12,0.416667
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Nederland,0,12,0.0
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Onbepaalde nationaliteit,0,12,0.0
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Derdelander,9,15,0.6
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,EU+ (excl. Nederland),6,15,0.4
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Nederland,0,15,0.0
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Onbepaalde nationaliteit,0,15,0.0
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Derdelander,7,23,0.304348
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,EU+ (excl. Nederland),16,23,0.695652
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Nederland,0,23,0.0
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Onbepaalde nationaliteit,0,23,0.0
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Derdelander,17,24,0.708333
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,EU+ (excl. Nederland),7,24,0.291667
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Nederland,0,24,0.0
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Onbepaalde nationaliteit,0,24,0.0
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Derdelander,11,19,0.578947
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,EU+ (excl. Nederland),6,19,0.315789
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Nederland,2,19,0.105263
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Onbepaalde nationaliteit,0,19,0.0
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Derdelander,16,24,0.666667
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,EU+ (excl. Nederland),8,24,0.333333
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Nederland,0,24,0.0
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Onbepaalde nationaliteit,0,24,0.0
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Derdelander,11,16,0.6875
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,EU+ (excl. Nederland),5,16,0.3125
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Nederland,0,16,0.0
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Onbepaalde nationaliteit,0,16,0.0
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Derdelander,12,17,0.705882
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,EU+ (excl. Nederland),5,17,0.294118
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Nederland,0,17,0.0
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Onbepaalde nationaliteit,0,17,0.0
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Derdelander,5,12,0.416667
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,EU+ (excl. Nederland),7,12,0.583333
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Nederland,0,12,0.0
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Onbepaalde nationaliteit,0,12,0.0
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Derdelander,13,13,1.0
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,EU+ (excl. Nederland),0,13,0.0
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Nederland,0,13,0.0
Zedelgem,31040,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Onbepaalde nationaliteit,0,13,0.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,Derdelander,3,3,1.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,EU+,0,3,0.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,Onbepaalde nationaliteit,0,3,0.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,Derdelander,1,1,1.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,EU+,0,1,0.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,Onbepaalde nationaliteit,0,1,0.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Derdelander,1,3,0.333333
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,EU+ (excl. Nederland),1,3,0.333333
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Nederland,0,3,0.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Onbepaalde nationaliteit,1,3,0.333333
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Derdelander,0,1,0.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,EU+ (excl. Nederland),1,1,1.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Nederland,0,1,0.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Onbepaalde nationaliteit,0,1,0.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Derdelander,2,3,0.666667
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,EU+ (excl. Nederland),1,3,0.333333
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Nederland,0,3,0.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Onbepaalde nationaliteit,0,3,0.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Derdelander,2,2,1.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,EU+ (excl. Nederland),0,2,0.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Nederland,0,2,0.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Onbepaalde nationaliteit,0,2,0.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Derdelander,1,1,1.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,EU+ (excl. Nederland),0,1,0.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Nederland,0,1,0.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Onbepaalde nationaliteit,0,1,0.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Derdelander,0,1,0.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,EU+ (excl. Nederland),1,1,1.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Nederland,0,1,0.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Onbepaalde nationaliteit,0,1,0.0
Zuienkerke,31042,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Derdelander,7,7,1.0
