Gemeente,Nis-code,Centrumstad?,Indicator,Herkomst,Jaar,Aantal personen van buitenlandse herkomst naar nationaliteitshistoriek,Aantal personen van buitenlandse herkomst,Procent
Anzegem,34002,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2014,234,541,0.432532
Anzegem,34002,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2014,149,541,0.275416
Anzegem,34002,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2014,158,541,0.292052
Anzegem,34002,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2015,256,596,0.42953
Anzegem,34002,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2015,161,596,0.270134
Anzegem,34002,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2015,179,596,0.300336
Anzegem,34002,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2016,261,604,0.432119
Anzegem,34002,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2016,162,604,0.268212
Anzegem,34002,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2016,181,604,0.299669
Anzegem,34002,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2017,270,655,0.412214
Anzegem,34002,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2017,164,655,0.250382
Anzegem,34002,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2017,221,655,0.337405
Anzegem,34002,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2018,282,761,0.370565
Anzegem,34002,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2018,177,761,0.232589
Anzegem,34002,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2018,302,761,0.396846
Anzegem,34002,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2019,295,840,0.35119
Anzegem,34002,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2019,186,840,0.221429
Anzegem,34002,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2019,359,840,0.427381
Anzegem,34002,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2020,307,916,0.335153
Anzegem,34002,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2020,203,916,0.221616
Anzegem,34002,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2020,406,916,0.443231
Anzegem,34002,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2021,341,1009,0.337958
Anzegem,34002,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2021,221,1009,0.219029
Anzegem,34002,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2021,447,1009,0.443013
Anzegem,34002,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2022,372,1073,0.346692
Anzegem,34002,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2022,248,1073,0.231128
Anzegem,34002,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2022,453,1073,0.422181
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2000,123,352,0.349432
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2000,117,352,0.332386
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2000,112,352,0.318182
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2001,125,356,0.351124
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2001,123,356,0.345506
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2001,108,356,0.303371
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2002,126,357,0.352941
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2002,125,357,0.35014
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2002,106,357,0.296919
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2003,134,373,0.359249
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2003,138,373,0.369973
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2003,101,373,0.270777
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2004,142,385,0.368831
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2004,147,385,0.381818
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2004,96,385,0.249351
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2005,155,409,0.378973
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2005,151,409,0.369193
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2005,103,409,0.251834
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2006,168,425,0.395294
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2006,152,425,0.357647
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2006,105,425,0.247059
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2007,179,447,0.400447
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2007,157,447,0.35123
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2007,111,447,0.248322
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2008,203,495,0.410101
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2008,169,495,0.341414
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2008,123,495,0.248485
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2009,223,524,0.425573
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2009,166,524,0.316794
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2009,135,524,0.257634
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2010,219,565,0.387611
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2010,176,565,0.311504
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2010,170,565,0.300885
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2011,227,585,0.388034
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2011,193,585,0.329915
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2011,165,585,0.282051
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2012,224,586,0.382253
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2012,195,586,0.332765
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2012,167,586,0.284983
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2013,226,603,0.374793
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2013,200,603,0.331675
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2013,177,603,0.293532
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2014,244,627,0.389155
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2014,204,627,0.325359
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2014,179,627,0.285486
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2015,253,694,0.364553
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2015,204,694,0.293948
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2015,237,694,0.341499
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2016,269,740,0.363514
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2016,215,740,0.290541
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2016,256,740,0.345946
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2017,284,782,0.363171
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2017,225,782,0.287724
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2017,273,782,0.349105
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2018,293,834,0.351319
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2018,233,834,0.279376
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2018,308,834,0.369305
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2019,299,848,0.352594
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2019,224,848,0.264151
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2019,325,848,0.383255
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2020,328,925,0.354595
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2020,242,925,0.261622
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2020,355,925,0.383784
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2021,348,966,0.360248
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2021,271,966,0.280538
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2021,347,966,0.359213
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2022,378,1044,0.362069
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2022,291,1044,0.278736
Avelgem,34003,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2022,375,1044,0.359195
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2000,79,252,0.313492
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2000,102,252,0.404762
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2000,71,252,0.281746
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2001,83,264,0.314394
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2001,104,264,0.393939
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2001,77,264,0.291667
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2002,90,283,0.318021
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2002,107,283,0.378092
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2002,86,283,0.303887
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2003,93,306,0.303922
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2003,112,306,0.366013
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2003,101,306,0.330065
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2004,97,308,0.314935
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2004,107,308,0.347403
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2004,104,308,0.337662
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2005,111,328,0.338415
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2005,122,328,0.371951
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2005,95,328,0.289634
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2006,116,339,0.342183
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2006,129,339,0.380531
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2006,94,339,0.277286
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2007,134,386,0.34715
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2007,143,386,0.370466
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2007,109,386,0.282383
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2008,145,426,0.340376
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2008,147,426,0.34507
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2008,134,426,0.314554
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2009,143,428,0.334112
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2009,147,428,0.343458
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2009,138,428,0.32243
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2010,159,482,0.329876
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2010,152,482,0.315353
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2010,171,482,0.354772
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2011,174,514,0.338521
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2011,164,514,0.319066
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2011,176,514,0.342412
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2012,178,560,0.317857
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2012,173,560,0.308929
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2012,209,560,0.373214
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2013,201,638,0.315047
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2013,188,638,0.294671
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2013,249,638,0.390282
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2014,225,691,0.325615
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2014,205,691,0.296671
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2014,261,691,0.377713
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2015,241,740,0.325676
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2015,203,740,0.274324
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2015,296,740,0.4
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2016,271,759,0.357049
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2016,204,759,0.268775
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2016,284,759,0.374177
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2017,278,783,0.355045
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2017,213,783,0.272031
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2017,292,783,0.372925
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2018,288,852,0.338028
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2018,248,852,0.29108
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2018,316,852,0.370892
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2019,313,953,0.328437
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2019,283,953,0.296957
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2019,357,953,0.374607
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2020,340,1060,0.320755
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2020,310,1060,0.292453
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2020,410,1060,0.386792
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2021,373,1171,0.318531
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2021,321,1171,0.274125
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2021,477,1171,0.407344
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2022,397,1243,0.319389
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2022,345,1243,0.277554
Deerlijk,34009,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2022,501,1243,0.403057
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2000,255,954,0.267296
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2000,284,954,0.297694
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2000,415,954,0.43501
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2001,275,971,0.283213
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2001,313,971,0.322348
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2001,383,971,0.394439
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2002,298,1021,0.291871
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2002,365,1021,0.357493
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2002,358,1021,0.350637
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2003,324,1105,0.293213
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2003,436,1105,0.39457
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2003,345,1105,0.312217
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2004,344,1183,0.290786
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2004,487,1183,0.411665
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2004,352,1183,0.297549
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2005,367,1252,0.293131
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2005,517,1252,0.412939
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2005,368,1252,0.29393
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2006,418,1394,0.299857
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2006,587,1394,0.42109
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2006,389,1394,0.279053
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2007,452,1482,0.304993
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2007,615,1482,0.41498
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2007,415,1482,0.280027
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2008,508,1593,0.318895
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2008,641,1593,0.402385
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2008,444,1593,0.278719
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2009,537,1735,0.30951
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2009,694,1735,0.4
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2009,504,1735,0.29049
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2010,559,1878,0.297657
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2010,731,1878,0.389244
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2010,588,1878,0.313099
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2011,608,2066,0.294288
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2011,779,2066,0.377057
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2011,679,2066,0.328654
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2012,651,2267,0.287164
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2012,830,2267,0.366123
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2012,786,2267,0.346714
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2013,726,2518,0.288324
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als niet-Belg,2013,895,2518,0.355441
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Niet-Belg,2013,897,2518,0.356235
Harelbeke,34013,Nee,"Personen van buitenlandse herkomst, naar nationaliteitshistoriek",Belg geboren als Belg,2014,813,2754,0.295207
