Gemeente,Nis-code,Centrumstad?,Indicator,Nationaliteitsgroep,Jaar,Aantal cursisten volwassenenonderwijs per nationaliteitsgroep,Totaal aantal cursisten,Procent
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2014,17,1476,0.0115176
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2015,196,1394,0.140603
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2015,1033,1394,0.741033
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2015,108,1394,0.0774749
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2015,67,1394,0.0480631
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2015,24,1394,0.0172166
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2015,253,1394,0.181492
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2015,33,1394,0.0236729
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2015,16,1394,0.0114778
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2015,25,1394,0.017934
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2016,234,1488,0.157258
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2016,1055,1488,0.709005
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2016,137,1488,0.0920699
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2016,93,1488,0.0625
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2016,24,1488,0.016129
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2016,296,1488,0.198925
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2016,38,1488,0.0255376
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2016,23,1488,0.015457
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2016,21,1488,0.0141129
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2017,269,1511,0.178028
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2017,1070,1511,0.70814
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2017,103,1511,0.0681668
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2017,67,1511,0.0443415
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2017,26,1511,0.0172071
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2017,338,1511,0.223693
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2017,43,1511,0.028458
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2017,16,1511,0.010589
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2017,20,1511,0.0132363
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2018,280,1435,0.195122
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2018,1001,1435,0.697561
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2018,83,1435,0.0578397
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2018,47,1435,0.0327526
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2018,20,1435,0.0139373
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2018,351,1435,0.244599
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2018,51,1435,0.0355401
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2018,18,1435,0.0125436
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2018,18,1435,0.0125436
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2019,285,1434,0.198745
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2019,991,1434,0.691074
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2019,82,1434,0.0571827
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2019,53,1434,0.0369596
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2019,26,1434,0.0181311
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2019,361,1434,0.251743
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2019,50,1434,0.0348675
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2019,12,1434,0.0083682
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2019,17,1434,0.011855
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2020,275,1304,0.21089
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2020,861,1304,0.660276
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2020,94,1304,0.0720859
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2020,43,1304,0.0329755
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2020,24,1304,0.0184049
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2020,349,1304,0.267638
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2020,50,1304,0.0383436
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2020,24,1304,0.0184049
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2020,27,1304,0.0207055
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2021,260,914,0.284464
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2021,760,914,0.83151
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2021,77,914,0.0842451
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2021,36,914,0.0393873
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2021,21,914,0.0229759
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2021,77,914,0.0842451
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2021,42,914,0.0459519
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2021,21,914,0.0229759
Tienen,24107,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2021,20,914,0.0218818
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2014,20,619,0.0323102
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2014,574,619,0.927302
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2014,23,619,0.0371567
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2014,4,619,0.00646204
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2014,1,619,0.00161551
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2014,22,619,0.0355412
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2014,1,619,0.00161551
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2014,15,619,0.0242326
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2014,4,619,0.00646204
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2015,17,599,0.0283806
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2015,544,599,0.90818
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2015,34,599,0.0567613
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2015,13,599,0.0217028
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2015,4,599,0.0066778
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2015,21,599,0.0350584
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2015,0,599,0.0
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2015,15,599,0.0250417
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2015,6,599,0.0100167
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2016,12,562,0.0213523
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2016,515,562,0.91637
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2016,32,562,0.0569395
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2016,15,562,0.0266904
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2016,3,562,0.00533808
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2016,15,562,0.0266904
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2016,0,562,0.0
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2016,14,562,0.024911
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2016,3,562,0.00533808
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2017,17,556,0.0305755
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2017,513,556,0.922662
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2017,22,556,0.0395683
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2017,11,556,0.0197842
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2017,2,556,0.00359712
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2017,21,556,0.0377698
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2017,2,556,0.00359712
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2017,9,556,0.0161871
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2017,2,556,0.00359712
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2018,24,520,0.0461538
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2018,472,520,0.907692
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2018,21,520,0.0403846
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2018,10,520,0.0192308
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2018,1,520,0.00192308
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2018,27,520,0.0519231
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2018,2,520,0.00384615
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2018,8,520,0.0153846
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2018,3,520,0.00576923
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2019,21,455,0.0461538
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2019,407,455,0.894505
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2019,24,455,0.0527473
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2019,13,455,0.0285714
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2019,0,455,0.0
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2019,24,455,0.0527473
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2019,3,455,0.00659341
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2019,9,455,0.0197802
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2019,2,455,0.0043956
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2020,27,431,0.062645
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2020,371,431,0.860789
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2020,25,431,0.0580046
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2020,13,431,0.0301624
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2020,3,431,0.00696056
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2020,35,431,0.0812065
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2020,5,431,0.0116009
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2020,7,431,0.0162413
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2020,5,431,0.0116009
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2021,26,307,0.0846906
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2021,291,307,0.947883
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2021,8,307,0.0260586
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2021,4,307,0.0130293
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2021,2,307,0.00651466
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2021,8,307,0.0260586
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2021,6,307,0.019544
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2021,3,307,0.00977199
Tremelo,24109,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2021,1,307,0.00325733
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2014,10,307,0.0325733
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2014,284,307,0.925081
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2014,9,307,0.029316
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2014,4,307,0.0130293
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2014,4,307,0.0130293
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2014,14,307,0.0456026
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2014,0,307,0.0
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2014,4,307,0.0130293
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2014,1,307,0.00325733
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2015,11,291,0.0378007
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2015,266,291,0.914089
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2015,10,291,0.0343643
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2015,8,291,0.0274914
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2015,4,291,0.0137457
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2015,15,291,0.0515464
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2015,0,291,0.0
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2015,1,291,0.00343643
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2015,1,291,0.00343643
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2016,20,274,0.0729927
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2016,236,274,0.861314
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2016,13,274,0.0474453
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2016,11,274,0.040146
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2016,5,274,0.0182482
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2016,25,274,0.0912409
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2016,0,274,0.0
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2016,1,274,0.00364964
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2016,1,274,0.00364964
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2017,20,253,0.0790514
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2017,217,253,0.857708
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2017,10,253,0.0395257
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2017,9,253,0.0355731
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2017,3,253,0.0118577
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2017,26,253,0.102767
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2017,3,253,0.0118577
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2017,1,253,0.00395257
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2017,0,253,0.0
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2018,24,257,0.0933852
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2018,220,257,0.856031
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2018,9,257,0.0350195
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2018,7,257,0.0272374
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2018,2,257,0.0077821
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2018,28,257,0.108949
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2018,2,257,0.0077821
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2018,1,257,0.00389105
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2018,1,257,0.00389105
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2019,18,212,0.0849057
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2019,182,212,0.858491
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2019,9,212,0.0424528
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2019,6,212,0.0283019
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2019,1,212,0.00471698
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2019,21,212,0.0990566
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2019,2,212,0.00943396
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2019,2,212,0.00943396
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2019,1,212,0.00471698
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2020,29,174,0.166667
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2020,136,174,0.781609
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2020,6,174,0.0344828
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2020,4,174,0.0229885
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2020,2,174,0.0114943
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2020,32,174,0.183908
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2020,1,174,0.00574713
Zoutleeuw,24130,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2020,1,174,0.00574713
