Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Interne uitwijking van vreemdelingen,Aantal inwoners,Verhouding per 1000 inwoners
Oudsbergen,72042,Nee,Interne uitwijking van vreemdelingen,2005,57,21921,2.60025
Oudsbergen,72042,Nee,Interne uitwijking van vreemdelingen,2006,57,22190,2.56872
Oudsbergen,72042,Nee,Interne uitwijking van vreemdelingen,2007,65,22329,2.91101
Oudsbergen,72042,Nee,Interne uitwijking van vreemdelingen,2008,71,22471,3.15963
Oudsbergen,72042,Nee,Interne uitwijking van vreemdelingen,2009,72,22684,3.17404
Oudsbergen,72042,Nee,Interne uitwijking van vreemdelingen,2010,120,22885,5.24361
Oudsbergen,72042,Nee,Interne uitwijking van vreemdelingen,2011,93,23012,4.04137
Oudsbergen,72042,Nee,Interne uitwijking van vreemdelingen,2012,97,23122,4.19514
Oudsbergen,72042,Nee,Interne uitwijking van vreemdelingen,2013,106,23226,4.56385
Oudsbergen,72042,Nee,Interne uitwijking van vreemdelingen,2014,92,23202,3.96518
Oudsbergen,72042,Nee,Interne uitwijking van vreemdelingen,2015,114,23214,4.91083
Oudsbergen,72042,Nee,Interne uitwijking van vreemdelingen,2016,139,23379,5.94551
Oudsbergen,72042,Nee,Interne uitwijking van vreemdelingen,2017,117,23375,5.00535
Oudsbergen,72042,Nee,Interne uitwijking van vreemdelingen,2018,128,23423,5.46471
Oudsbergen,72042,Nee,Interne uitwijking van vreemdelingen,2019,145,23532,6.16182
Oudsbergen,72042,Nee,Interne uitwijking van vreemdelingen,2020,133,23615,5.63201
Oudsbergen,72042,Nee,Interne uitwijking van vreemdelingen,2021,103,23520,4.37925
Pelt,72043,Nee,Interne uitwijking van vreemdelingen,2000,83,27911,2.97374
Pelt,72043,Nee,Interne uitwijking van vreemdelingen,2001,92,28227,3.25929
Pelt,72043,Nee,Interne uitwijking van vreemdelingen,2002,85,28561,2.97609
Pelt,72043,Nee,Interne uitwijking van vreemdelingen,2003,91,28866,3.1525
Pelt,72043,Nee,Interne uitwijking van vreemdelingen,2004,105,29012,3.61919
Pelt,72043,Nee,Interne uitwijking van vreemdelingen,2005,114,29308,3.88972
Pelt,72043,Nee,Interne uitwijking van vreemdelingen,2006,128,29552,4.33135
Pelt,72043,Nee,Interne uitwijking van vreemdelingen,2007,174,29737,5.8513
Pelt,72043,Nee,Interne uitwijking van vreemdelingen,2008,170,29971,5.67215
Pelt,72043,Nee,Interne uitwijking van vreemdelingen,2009,194,30195,6.4249
Pelt,72043,Nee,Interne uitwijking van vreemdelingen,2010,218,30502,7.14707
Pelt,72043,Nee,Interne uitwijking van vreemdelingen,2011,178,30808,5.77772
Pelt,72043,Nee,Interne uitwijking van vreemdelingen,2012,236,31086,7.59184
Pelt,72043,Nee,Interne uitwijking van vreemdelingen,2013,211,31285,6.74445
Pelt,72043,Nee,Interne uitwijking van vreemdelingen,2014,230,31530,7.29464
Pelt,72043,Nee,Interne uitwijking van vreemdelingen,2015,225,31684,7.10138
Pelt,72043,Nee,Interne uitwijking van vreemdelingen,2016,234,31920,7.33083
Pelt,72043,Nee,Interne uitwijking van vreemdelingen,2017,265,32378,8.18457
Pelt,72043,Nee,Interne uitwijking van vreemdelingen,2018,288,32652,8.82029
Pelt,72043,Nee,Interne uitwijking van vreemdelingen,2019,255,32902,7.75029
Pelt,72043,Nee,Interne uitwijking van vreemdelingen,2020,242,33076,7.31648
Pelt,72043,Nee,Interne uitwijking van vreemdelingen,2021,287,33383,8.59719
Alken,73001,Nee,Interne uitwijking van vreemdelingen,2000,19,10900,1.74312
Alken,73001,Nee,Interne uitwijking van vreemdelingen,2001,19,10938,1.73706
Alken,73001,Nee,Interne uitwijking van vreemdelingen,2002,26,10975,2.36902
Alken,73001,Nee,Interne uitwijking van vreemdelingen,2003,17,10962,1.55081
Alken,73001,Nee,Interne uitwijking van vreemdelingen,2004,29,11036,2.62776
Alken,73001,Nee,Interne uitwijking van vreemdelingen,2005,14,11034,1.26881
Alken,73001,Nee,Interne uitwijking van vreemdelingen,2006,22,11048,1.99131
Alken,73001,Nee,Interne uitwijking van vreemdelingen,2007,21,11090,1.8936
Alken,73001,Nee,Interne uitwijking van vreemdelingen,2008,24,11152,2.15208
Alken,73001,Nee,Interne uitwijking van vreemdelingen,2009,21,11173,1.87953
Alken,73001,Nee,Interne uitwijking van vreemdelingen,2010,56,11242,4.98132
Alken,73001,Nee,Interne uitwijking van vreemdelingen,2011,67,11277,5.9413
Alken,73001,Nee,Interne uitwijking van vreemdelingen,2012,33,11315,2.91648
Alken,73001,Nee,Interne uitwijking van vreemdelingen,2013,60,11338,5.29194
Alken,73001,Nee,Interne uitwijking van vreemdelingen,2014,39,11398,3.42165
Alken,73001,Nee,Interne uitwijking van vreemdelingen,2015,41,11421,3.58988
Alken,73001,Nee,Interne uitwijking van vreemdelingen,2016,68,11456,5.93575
Alken,73001,Nee,Interne uitwijking van vreemdelingen,2017,64,11495,5.56764
Alken,73001,Nee,Interne uitwijking van vreemdelingen,2018,49,11565,4.23692
Alken,73001,Nee,Interne uitwijking van vreemdelingen,2019,48,11499,4.17428
Alken,73001,Nee,Interne uitwijking van vreemdelingen,2020,37,11626,3.18252
Alken,73001,Nee,Interne uitwijking van vreemdelingen,2021,46,11685,3.93667
Bilzen,73006,Nee,Interne uitwijking van vreemdelingen,2000,74,29335,2.52258
Bilzen,73006,Nee,Interne uitwijking van vreemdelingen,2001,78,29433,2.65009
Bilzen,73006,Nee,Interne uitwijking van vreemdelingen,2002,107,29475,3.6302
Bilzen,73006,Nee,Interne uitwijking van vreemdelingen,2003,68,29528,2.3029
Bilzen,73006,Nee,Interne uitwijking van vreemdelingen,2004,113,29646,3.81164
Bilzen,73006,Nee,Interne uitwijking van vreemdelingen,2005,74,29858,2.4784
Bilzen,73006,Nee,Interne uitwijking van vreemdelingen,2006,97,30057,3.2272
Bilzen,73006,Nee,Interne uitwijking van vreemdelingen,2007,86,30173,2.85023
Bilzen,73006,Nee,Interne uitwijking van vreemdelingen,2008,105,30384,3.45577
Bilzen,73006,Nee,Interne uitwijking van vreemdelingen,2009,126,30642,4.112
Bilzen,73006,Nee,Interne uitwijking van vreemdelingen,2010,139,30882,4.501
Bilzen,73006,Nee,Interne uitwijking van vreemdelingen,2011,125,31226,4.00307
Bilzen,73006,Nee,Interne uitwijking van vreemdelingen,2012,133,31358,4.24134
Bilzen,73006,Nee,Interne uitwijking van vreemdelingen,2013,133,31435,4.23095
Bilzen,73006,Nee,Interne uitwijking van vreemdelingen,2014,104,31460,3.30579
Bilzen,73006,Nee,Interne uitwijking van vreemdelingen,2015,157,31710,4.95112
Bilzen,73006,Nee,Interne uitwijking van vreemdelingen,2016,159,31829,4.99544
Bilzen,73006,Nee,Interne uitwijking van vreemdelingen,2017,169,32151,5.25645
Bilzen,73006,Nee,Interne uitwijking van vreemdelingen,2018,167,32318,5.1674
Bilzen,73006,Nee,Interne uitwijking van vreemdelingen,2019,153,32328,4.73274
Bilzen,73006,Nee,Interne uitwijking van vreemdelingen,2020,177,32477,5.45001
Bilzen,73006,Nee,Interne uitwijking van vreemdelingen,2021,213,32536,6.54659
Borgloon,73009,Nee,Interne uitwijking van vreemdelingen,2000,4,10116,0.39541
Borgloon,73009,Nee,Interne uitwijking van vreemdelingen,2001,15,10045,1.49328
Borgloon,73009,Nee,Interne uitwijking van vreemdelingen,2002,16,10056,1.59109
Borgloon,73009,Nee,Interne uitwijking van vreemdelingen,2003,13,10023,1.29702
Borgloon,73009,Nee,Interne uitwijking van vreemdelingen,2004,21,10015,2.09685
Borgloon,73009,Nee,Interne uitwijking van vreemdelingen,2005,24,10045,2.38925
Borgloon,73009,Nee,Interne uitwijking van vreemdelingen,2006,21,10152,2.06856
Borgloon,73009,Nee,Interne uitwijking van vreemdelingen,2007,34,10206,3.33137
Borgloon,73009,Nee,Interne uitwijking van vreemdelingen,2008,34,10332,3.29075
Borgloon,73009,Nee,Interne uitwijking van vreemdelingen,2009,55,10337,5.32069
Borgloon,73009,Nee,Interne uitwijking van vreemdelingen,2010,56,10330,5.4211
Borgloon,73009,Nee,Interne uitwijking van vreemdelingen,2011,59,10450,5.64593
Borgloon,73009,Nee,Interne uitwijking van vreemdelingen,2012,35,10495,3.33492
Borgloon,73009,Nee,Interne uitwijking van vreemdelingen,2013,52,10562,4.92331
Borgloon,73009,Nee,Interne uitwijking van vreemdelingen,2014,60,10561,5.68128
Borgloon,73009,Nee,Interne uitwijking van vreemdelingen,2015,26,10588,2.45561
Borgloon,73009,Nee,Interne uitwijking van vreemdelingen,2016,33,10579,3.11939
Borgloon,73009,Nee,Interne uitwijking van vreemdelingen,2017,70,10668,6.56168
Borgloon,73009,Nee,Interne uitwijking van vreemdelingen,2018,48,10697,4.48724
Borgloon,73009,Nee,Interne uitwijking van vreemdelingen,2019,53,10906,4.85971
Borgloon,73009,Nee,Interne uitwijking van vreemdelingen,2020,57,11010,5.17711
Borgloon,73009,Nee,Interne uitwijking van vreemdelingen,2021,81,11123,7.28221
Heers,73022,Nee,Interne uitwijking van vreemdelingen,2000,6,6575,0.91255
Heers,73022,Nee,Interne uitwijking van vreemdelingen,2001,9,6602,1.36322
Heers,73022,Nee,Interne uitwijking van vreemdelingen,2002,5,6602,0.75735
Heers,73022,Nee,Interne uitwijking van vreemdelingen,2003,2,6632,0.30157
Heers,73022,Nee,Interne uitwijking van vreemdelingen,2004,17,6661,2.55217
Heers,73022,Nee,Interne uitwijking van vreemdelingen,2005,13,6683,1.94523
Heers,73022,Nee,Interne uitwijking van vreemdelingen,2006,28,6762,4.14079
Heers,73022,Nee,Interne uitwijking van vreemdelingen,2007,6,6812,0.8808
Heers,73022,Nee,Interne uitwijking van vreemdelingen,2008,14,6898,2.02957
Heers,73022,Nee,Interne uitwijking van vreemdelingen,2009,20,6970,2.86944
Heers,73022,Nee,Interne uitwijking van vreemdelingen,2010,18,7018,2.56483
Heers,73022,Nee,Interne uitwijking van vreemdelingen,2011,40,7090,5.64175
Heers,73022,Nee,Interne uitwijking van vreemdelingen,2012,38,7103,5.34985
Heers,73022,Nee,Interne uitwijking van vreemdelingen,2013,35,7111,4.92195
Heers,73022,Nee,Interne uitwijking van vreemdelingen,2014,43,7160,6.00559
Heers,73022,Nee,Interne uitwijking van vreemdelingen,2015,31,7237,4.28354
Heers,73022,Nee,Interne uitwijking van vreemdelingen,2016,41,7205,5.69049
Heers,73022,Nee,Interne uitwijking van vreemdelingen,2017,41,7225,5.67474
Heers,73022,Nee,Interne uitwijking van vreemdelingen,2018,40,7290,5.48697
Heers,73022,Nee,Interne uitwijking van vreemdelingen,2019,52,7391,7.03558
Heers,73022,Nee,Interne uitwijking van vreemdelingen,2020,48,7337,6.54218
Heers,73022,Nee,Interne uitwijking van vreemdelingen,2021,32,7339,4.36027
Herstappe,73028,Nee,Interne uitwijking van vreemdelingen,2000,0,85,0.0
Herstappe,73028,Nee,Interne uitwijking van vreemdelingen,2001,0,86,0.0
Herstappe,73028,Nee,Interne uitwijking van vreemdelingen,2002,0,84,0.0
Herstappe,73028,Nee,Interne uitwijking van vreemdelingen,2003,0,87,0.0
Herstappe,73028,Nee,Interne uitwijking van vreemdelingen,2004,0,87,0.0
Herstappe,73028,Nee,Interne uitwijking van vreemdelingen,2005,0,86,0.0
Herstappe,73028,Nee,Interne uitwijking van vreemdelingen,2006,0,82,0.0
Herstappe,73028,Nee,Interne uitwijking van vreemdelingen,2007,0,85,0.0
Herstappe,73028,Nee,Interne uitwijking van vreemdelingen,2008,0,84,0.0
Herstappe,73028,Nee,Interne uitwijking van vreemdelingen,2009,0,85,0.0
Herstappe,73028,Nee,Interne uitwijking van vreemdelingen,2010,0,80,0.0
Herstappe,73028,Nee,Interne uitwijking van vreemdelingen,2011,0,85,0.0
Herstappe,73028,Nee,Interne uitwijking van vreemdelingen,2012,0,87,0.0
Herstappe,73028,Nee,Interne uitwijking van vreemdelingen,2013,0,85,0.0
Herstappe,73028,Nee,Interne uitwijking van vreemdelingen,2014,0,85,0.0
Herstappe,73028,Nee,Interne uitwijking van vreemdelingen,2015,0,86,0.0
Herstappe,73028,Nee,Interne uitwijking van vreemdelingen,2016,0,89,0.0
Herstappe,73028,Nee,Interne uitwijking van vreemdelingen,2017,1,89,11.23596
Herstappe,73028,Nee,Interne uitwijking van vreemdelingen,2018,0,88,0.0
Herstappe,73028,Nee,Interne uitwijking van vreemdelingen,2019,0,83,0.0
Herstappe,73028,Nee,Interne uitwijking van vreemdelingen,2020,0,79,0.0
Herstappe,73028,Nee,Interne uitwijking van vreemdelingen,2021,0,78,0.0
Hoeselt,73032,Nee,Interne uitwijking van vreemdelingen,2000,9,9133,0.98544
Hoeselt,73032,Nee,Interne uitwijking van vreemdelingen,2001,11,9210,1.19435
Hoeselt,73032,Nee,Interne uitwijking van vreemdelingen,2002,12,9212,1.30265
Hoeselt,73032,Nee,Interne uitwijking van vreemdelingen,2003,18,9231,1.94995
Hoeselt,73032,Nee,Interne uitwijking van vreemdelingen,2004,15,9271,1.61795
Hoeselt,73032,Nee,Interne uitwijking van vreemdelingen,2005,24,9229,2.6005
Hoeselt,73032,Nee,Interne uitwijking van vreemdelingen,2006,23,9265,2.48246
Hoeselt,73032,Nee,Interne uitwijking van vreemdelingen,2007,26,9343,2.78283
Hoeselt,73032,Nee,Interne uitwijking van vreemdelingen,2008,33,9417,3.5043
Hoeselt,73032,Nee,Interne uitwijking van vreemdelingen,2009,20,9424,2.12224
Hoeselt,73032,Nee,Interne uitwijking van vreemdelingen,2010,27,9516,2.83733
Hoeselt,73032,Nee,Interne uitwijking van vreemdelingen,2011,30,9602,3.12435
Hoeselt,73032,Nee,Interne uitwijking van vreemdelingen,2012,26,9588,2.71172
Hoeselt,73032,Nee,Interne uitwijking van vreemdelingen,2013,21,9618,2.18341
Hoeselt,73032,Nee,Interne uitwijking van vreemdelingen,2014,39,9627,4.05111
Hoeselt,73032,Nee,Interne uitwijking van vreemdelingen,2015,26,9608,2.70608
Hoeselt,73032,Nee,Interne uitwijking van vreemdelingen,2016,31,9643,3.21477
Hoeselt,73032,Nee,Interne uitwijking van vreemdelingen,2017,19,9709,1.95695
Hoeselt,73032,Nee,Interne uitwijking van vreemdelingen,2018,35,9685,3.61384
Hoeselt,73032,Nee,Interne uitwijking van vreemdelingen,2019,48,9688,4.95458
Hoeselt,73032,Nee,Interne uitwijking van vreemdelingen,2020,39,9730,4.00822
Hoeselt,73032,Nee,Interne uitwijking van vreemdelingen,2021,51,9740,5.23614
Kortessem,73040,Nee,Interne uitwijking van vreemdelingen,2000,17,8010,2.12235
Kortessem,73040,Nee,Interne uitwijking van vreemdelingen,2001,14,8065,1.7359
Kortessem,73040,Nee,Interne uitwijking van vreemdelingen,2002,20,8060,2.48139
Kortessem,73040,Nee,Interne uitwijking van vreemdelingen,2003,4,8055,0.49659
Kortessem,73040,Nee,Interne uitwijking van vreemdelingen,2004,7,8069,0.86752
Kortessem,73040,Nee,Interne uitwijking van vreemdelingen,2005,13,8083,1.60831
Kortessem,73040,Nee,Interne uitwijking van vreemdelingen,2006,8,8074,0.99083
Kortessem,73040,Nee,Interne uitwijking van vreemdelingen,2007,23,8153,2.82105
Kortessem,73040,Nee,Interne uitwijking van vreemdelingen,2008,12,8149,1.47257
Kortessem,73040,Nee,Interne uitwijking van vreemdelingen,2009,10,8153,1.22654
Kortessem,73040,Nee,Interne uitwijking van vreemdelingen,2010,16,8318,1.92354
Kortessem,73040,Nee,Interne uitwijking van vreemdelingen,2011,23,8322,2.76376
Kortessem,73040,Nee,Interne uitwijking van vreemdelingen,2012,20,8400,2.38095
Kortessem,73040,Nee,Interne uitwijking van vreemdelingen,2013,18,8389,2.14567
Kortessem,73040,Nee,Interne uitwijking van vreemdelingen,2014,34,8393,4.05099
Kortessem,73040,Nee,Interne uitwijking van vreemdelingen,2015,35,8380,4.17661
Kortessem,73040,Nee,Interne uitwijking van vreemdelingen,2016,24,8359,2.87116
Kortessem,73040,Nee,Interne uitwijking van vreemdelingen,2017,53,8359,6.34047
Kortessem,73040,Nee,Interne uitwijking van vreemdelingen,2018,39,8446,4.61757
Kortessem,73040,Nee,Interne uitwijking van vreemdelingen,2019,35,8442,4.14594
Kortessem,73040,Nee,Interne uitwijking van vreemdelingen,2020,32,8437,3.79282
Kortessem,73040,Nee,Interne uitwijking van vreemdelingen,2021,30,8443,3.55324
Lanaken,73042,Nee,Interne uitwijking van vreemdelingen,2000,141,23500,6.0
Lanaken,73042,Nee,Interne uitwijking van vreemdelingen,2001,177,23745,7.4542
Lanaken,73042,Nee,Interne uitwijking van vreemdelingen,2002,159,24033,6.6159
Lanaken,73042,Nee,Interne uitwijking van vreemdelingen,2003,154,24282,6.34215
Lanaken,73042,Nee,Interne uitwijking van vreemdelingen,2004,178,24418,7.2897
Lanaken,73042,Nee,Interne uitwijking van vreemdelingen,2005,167,24451,6.82999
Lanaken,73042,Nee,Interne uitwijking van vreemdelingen,2006,182,24485,7.43312
Lanaken,73042,Nee,Interne uitwijking van vreemdelingen,2007,217,24724,8.7769
Lanaken,73042,Nee,Interne uitwijking van vreemdelingen,2008,227,24931,9.10513
Lanaken,73042,Nee,Interne uitwijking van vreemdelingen,2009,231,25095,9.20502
Lanaken,73042,Nee,Interne uitwijking van vreemdelingen,2010,295,25341,11.64121
Lanaken,73042,Nee,Interne uitwijking van vreemdelingen,2011,239,25492,9.37549
Lanaken,73042,Nee,Interne uitwijking van vreemdelingen,2012,271,25599,10.58635
Lanaken,73042,Nee,Interne uitwijking van vreemdelingen,2013,254,25678,9.89174
Lanaken,73042,Nee,Interne uitwijking van vreemdelingen,2014,278,25783,10.7823
Lanaken,73042,Nee,Interne uitwijking van vreemdelingen,2015,302,25731,11.73682
Lanaken,73042,Nee,Interne uitwijking van vreemdelingen,2016,425,25793,16.47734
Lanaken,73042,Nee,Interne uitwijking van vreemdelingen,2017,327,25800,12.67442
Lanaken,73042,Nee,Interne uitwijking van vreemdelingen,2018,307,25818,11.89093
Lanaken,73042,Nee,Interne uitwijking van vreemdelingen,2019,336,25841,13.00259
Lanaken,73042,Nee,Interne uitwijking van vreemdelingen,2020,267,25884,10.31525
Lanaken,73042,Nee,Interne uitwijking van vreemdelingen,2021,253,25922,9.76005
Riemst,73066,Nee,Interne uitwijking van vreemdelingen,2000,67,15617,4.2902
Riemst,73066,Nee,Interne uitwijking van vreemdelingen,2001,47,15687,2.99611
Riemst,73066,Nee,Interne uitwijking van vreemdelingen,2002,64,15755,4.0622
Riemst,73066,Nee,Interne uitwijking van vreemdelingen,2003,72,15775,4.56418
Riemst,73066,Nee,Interne uitwijking van vreemdelingen,2004,70,15810,4.42758
Riemst,73066,Nee,Interne uitwijking van vreemdelingen,2005,78,15816,4.93171
Riemst,73066,Nee,Interne uitwijking van vreemdelingen,2006,107,15963,6.703
Riemst,73066,Nee,Interne uitwijking van vreemdelingen,2007,112,16076,6.96691
Riemst,73066,Nee,Interne uitwijking van vreemdelingen,2008,92,16141,5.69977
Riemst,73066,Nee,Interne uitwijking van vreemdelingen,2009,121,16172,7.48207
Riemst,73066,Nee,Interne uitwijking van vreemdelingen,2010,83,16144,5.14123
Riemst,73066,Nee,Interne uitwijking van vreemdelingen,2011,109,16210,6.72424
Riemst,73066,Nee,Interne uitwijking van vreemdelingen,2012,97,16265,5.96373
Riemst,73066,Nee,Interne uitwijking van vreemdelingen,2013,150,16443,9.12242
Riemst,73066,Nee,Interne uitwijking van vreemdelingen,2014,117,16478,7.10038
Riemst,73066,Nee,Interne uitwijking van vreemdelingen,2015,151,16539,9.12994
Riemst,73066,Nee,Interne uitwijking van vreemdelingen,2016,138,16572,8.3273
Riemst,73066,Nee,Interne uitwijking van vreemdelingen,2017,147,16592,8.85969
Riemst,73066,Nee,Interne uitwijking van vreemdelingen,2018,125,16665,7.50075
Riemst,73066,Nee,Interne uitwijking van vreemdelingen,2019,162,16755,9.66876
Riemst,73066,Nee,Interne uitwijking van vreemdelingen,2020,126,16759,7.51835
Riemst,73066,Nee,Interne uitwijking van vreemdelingen,2021,157,16709,9.39613
Tongeren,73083,Nee,Interne uitwijking van vreemdelingen,2000,37,29723,1.24483
Tongeren,73083,Nee,Interne uitwijking van vreemdelingen,2001,28,29598,0.94601
Tongeren,73083,Nee,Interne uitwijking van vreemdelingen,2002,37,29621,1.24911
Tongeren,73083,Nee,Interne uitwijking van vreemdelingen,2003,55,29690,1.85248
Tongeren,73083,Nee,Interne uitwijking van vreemdelingen,2004,34,29531,1.15133
Tongeren,73083,Nee,Interne uitwijking van vreemdelingen,2005,51,29635,1.72094
Tongeren,73083,Nee,Interne uitwijking van vreemdelingen,2006,52,29687,1.75161
Tongeren,73083,Nee,Interne uitwijking van vreemdelingen,2007,63,29806,2.11367
Tongeren,73083,Nee,Interne uitwijking van vreemdelingen,2008,53,29885,1.77346
Tongeren,73083,Nee,Interne uitwijking van vreemdelingen,2009,92,29938,3.07302
Tongeren,73083,Nee,Interne uitwijking van vreemdelingen,2010,90,30042,2.99581
Tongeren,73083,Nee,Interne uitwijking van vreemdelingen,2011,89,30301,2.9372
Tongeren,73083,Nee,Interne uitwijking van vreemdelingen,2012,82,30557,2.68351
Tongeren,73083,Nee,Interne uitwijking van vreemdelingen,2013,109,30631,3.55849
Tongeren,73083,Nee,Interne uitwijking van vreemdelingen,2014,105,30655,3.42522
Tongeren,73083,Nee,Interne uitwijking van vreemdelingen,2015,99,30677,3.22717
Tongeren,73083,Nee,Interne uitwijking van vreemdelingen,2016,142,30720,4.6224
Tongeren,73083,Nee,Interne uitwijking van vreemdelingen,2017,143,30865,4.63308
Tongeren,73083,Nee,Interne uitwijking van vreemdelingen,2018,193,31032,6.21939
Tongeren,73083,Nee,Interne uitwijking van vreemdelingen,2019,152,30996,4.90386
Tongeren,73083,Nee,Interne uitwijking van vreemdelingen,2020,175,31142,5.61942
Tongeren,73083,Nee,Interne uitwijking van vreemdelingen,2021,157,31224,5.02818
Wellen,73098,Nee,Interne uitwijking van vreemdelingen,2000,7,6725,1.04089
Wellen,73098,Nee,Interne uitwijking van vreemdelingen,2001,12,6751,1.77751
Wellen,73098,Nee,Interne uitwijking van vreemdelingen,2002,13,6768,1.9208
Wellen,73098,Nee,Interne uitwijking van vreemdelingen,2003,22,6781,3.24436
Wellen,73098,Nee,Interne uitwijking van vreemdelingen,2004,10,6785,1.47384
Wellen,73098,Nee,Interne uitwijking van vreemdelingen,2005,6,6835,0.87783
