Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Nationaliteit,Aantal inburgeraars die een inburgeringsattest hebben behaald naar nationaliteitsgroep,Aantal inburgeraars die een inburgeringsattest hebben behaald,Procent
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Derdelander,14,15,0.933333
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,EU+ (excl. Nederland),1,15,0.0666667
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Nederland,0,15,0.0
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Derdelander,2,4,0.5
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,EU+ (excl. Nederland),1,4,0.25
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Nederland,0,4,0.0
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Onbepaalde nationaliteit,1,4,0.25
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Derdelander,3,3,1.0
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,EU+ (excl. Nederland),0,3,0.0
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Nederland,0,3,0.0
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Onbepaalde nationaliteit,0,3,0.0
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Derdelander,7,10,0.7
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,EU+ (excl. Nederland),2,10,0.2
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Nederland,0,10,0.0
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Onbepaalde nationaliteit,1,10,0.1
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Derdelander,4,7,0.571429
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,EU+ (excl. Nederland),3,7,0.428571
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Nederland,0,7,0.0
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Onbepaalde nationaliteit,0,7,0.0
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Derdelander,4,4,1.0
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,EU+ (excl. Nederland),0,4,0.0
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Nederland,0,4,0.0
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Onbepaalde nationaliteit,0,4,0.0
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Derdelander,7,9,0.777778
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,EU+ (excl. Nederland),2,9,0.222222
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Nederland,0,9,0.0
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Onbepaalde nationaliteit,0,9,0.0
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Derdelander,9,11,0.818182
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,EU+ (excl. Nederland),2,11,0.181818
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Nederland,0,11,0.0
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Onbepaalde nationaliteit,0,11,0.0
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Derdelander,4,7,0.571429
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,EU+ (excl. Nederland),3,7,0.428571
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Nederland,0,7,0.0
Keerbergen,24048,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Onbepaalde nationaliteit,0,7,0.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Derdelander,2,2,1.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,EU+ (excl. Nederland),0,2,0.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Nederland,0,2,0.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Onbepaalde nationaliteit,0,2,0.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Derdelander,9,10,0.9
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,EU+ (excl. Nederland),1,10,0.1
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Nederland,0,10,0.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Onbepaalde nationaliteit,0,10,0.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Derdelander,6,6,1.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,EU+ (excl. Nederland),0,6,0.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Nederland,0,6,0.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Onbepaalde nationaliteit,0,6,0.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Derdelander,3,3,1.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,EU+ (excl. Nederland),0,3,0.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Nederland,0,3,0.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Derdelander,1,2,0.5
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,EU+ (excl. Nederland),1,2,0.5
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Nederland,0,2,0.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Onbepaalde nationaliteit,0,2,0.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Derdelander,2,2,1.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,EU+ (excl. Nederland),0,2,0.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Nederland,0,2,0.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Onbepaalde nationaliteit,0,2,0.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Derdelander,3,4,0.75
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,EU+ (excl. Nederland),1,4,0.25
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Nederland,0,4,0.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Onbepaalde nationaliteit,0,4,0.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Derdelander,5,6,0.833333
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,EU+ (excl. Nederland),1,6,0.166667
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Nederland,0,6,0.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Onbepaalde nationaliteit,0,6,0.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Derdelander,1,1,1.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,EU+ (excl. Nederland),0,1,0.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Nederland,0,1,0.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Onbepaalde nationaliteit,0,1,0.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Derdelander,5,6,0.833333
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,EU+ (excl. Nederland),1,6,0.166667
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Nederland,0,6,0.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Onbepaalde nationaliteit,0,6,0.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Derdelander,2,4,0.5
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,EU+ (excl. Nederland),2,4,0.5
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Nederland,0,4,0.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Onbepaalde nationaliteit,0,4,0.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Derdelander,6,9,0.666667
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,EU+ (excl. Nederland),3,9,0.333333
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Nederland,0,9,0.0
Kortenaken,24054,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Onbepaalde nationaliteit,0,9,0.0
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Derdelander,9,10,0.9
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,EU+ (excl. Nederland),1,10,0.1
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Nederland,0,10,0.0
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Onbepaalde nationaliteit,0,10,0.0
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Derdelander,19,23,0.826087
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,EU+ (excl. Nederland),4,23,0.173913
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Nederland,0,23,0.0
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Onbepaalde nationaliteit,0,23,0.0
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Derdelander,9,12,0.75
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,EU+ (excl. Nederland),3,12,0.25
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Nederland,0,12,0.0
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Onbepaalde nationaliteit,0,12,0.0
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Derdelander,13,15,0.866667
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,EU+ (excl. Nederland),2,15,0.133333
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Nederland,0,15,0.0
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Derdelander,10,13,0.769231
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,EU+ (excl. Nederland),3,13,0.230769
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Nederland,0,13,0.0
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Onbepaalde nationaliteit,0,13,0.0
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Derdelander,12,17,0.705882
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,EU+ (excl. Nederland),3,17,0.176471
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Nederland,0,17,0.0
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Onbepaalde nationaliteit,2,17,0.117647
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Derdelander,13,19,0.684211
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,EU+ (excl. Nederland),3,19,0.157895
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Nederland,0,19,0.0
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Onbepaalde nationaliteit,3,19,0.157895
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Derdelander,22,24,0.916667
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,EU+ (excl. Nederland),2,24,0.0833333
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Nederland,0,24,0.0
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Onbepaalde nationaliteit,0,24,0.0
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Derdelander,9,19,0.473684
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,EU+ (excl. Nederland),10,19,0.526316
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Nederland,0,19,0.0
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Onbepaalde nationaliteit,0,19,0.0
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Derdelander,23,28,0.821429
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,EU+ (excl. Nederland),5,28,0.178571
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Nederland,0,28,0.0
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Onbepaalde nationaliteit,0,28,0.0
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Derdelander,27,29,0.931034
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,EU+ (excl. Nederland),2,29,0.0689655
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Nederland,0,29,0.0
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Onbepaalde nationaliteit,0,29,0.0
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Derdelander,24,29,0.827586
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,EU+ (excl. Nederland),5,29,0.172414
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Nederland,0,29,0.0
Kortenberg,24055,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Onbepaalde nationaliteit,0,29,0.0
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Derdelander,8,9,0.888889
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,EU+ (excl. Nederland),1,9,0.111111
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Nederland,0,9,0.0
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Onbepaalde nationaliteit,0,9,0.0
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Derdelander,9,10,0.9
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,EU+ (excl. Nederland),1,10,0.1
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Nederland,0,10,0.0
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Onbepaalde nationaliteit,0,10,0.0
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Derdelander,15,17,0.882353
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,EU+ (excl. Nederland),2,17,0.117647
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Nederland,0,17,0.0
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Onbepaalde nationaliteit,0,17,0.0
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Derdelander,9,13,0.692308
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,EU+ (excl. Nederland),4,13,0.307692
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Nederland,0,13,0.0
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Derdelander,18,27,0.666667
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,EU+ (excl. Nederland),7,27,0.259259
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Nederland,0,27,0.0
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Onbepaalde nationaliteit,2,27,0.0740741
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Derdelander,11,16,0.6875
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,EU+ (excl. Nederland),4,16,0.25
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Nederland,0,16,0.0
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Onbepaalde nationaliteit,1,16,0.0625
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Derdelander,10,15,0.666667
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,EU+ (excl. Nederland),4,15,0.266667
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Nederland,0,15,0.0
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Onbepaalde nationaliteit,1,15,0.0666667
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Derdelander,5,11,0.454545
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,EU+ (excl. Nederland),6,11,0.545455
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Nederland,0,11,0.0
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Onbepaalde nationaliteit,0,11,0.0
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Derdelander,16,22,0.727273
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,EU+ (excl. Nederland),5,22,0.227273
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Nederland,0,22,0.0
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Onbepaalde nationaliteit,1,22,0.0454545
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Derdelander,19,22,0.863636
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,EU+ (excl. Nederland),3,22,0.136364
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Nederland,0,22,0.0
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Onbepaalde nationaliteit,0,22,0.0
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Derdelander,13,23,0.565217
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,EU+ (excl. Nederland),10,23,0.434783
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Nederland,0,23,0.0
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Onbepaalde nationaliteit,0,23,0.0
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Derdelander,12,21,0.571429
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,EU+ (excl. Nederland),8,21,0.380952
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Nederland,1,21,0.047619
Landen,24059,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Onbepaalde nationaliteit,0,21,0.0
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Derdelander,220,244,0.901639
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,EU+ (excl. Nederland),15,244,0.0614754
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Nederland,0,244,0.0
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Onbepaalde nationaliteit,9,244,0.0368852
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Derdelander,308,356,0.865169
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,EU+ (excl. Nederland),33,356,0.0926966
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Nederland,0,356,0.0
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Onbepaalde nationaliteit,15,356,0.0421348
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Derdelander,388,443,0.875847
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,EU+ (excl. Nederland),40,443,0.0902935
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Nederland,0,443,0.0
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Onbepaalde nationaliteit,15,443,0.03386
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Derdelander,287,357,0.803922
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,EU+ (excl. Nederland),69,357,0.193277
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Nederland,1,357,0.00280112
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Derdelander,266,376,0.707447
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,EU+ (excl. Nederland),97,376,0.257979
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Nederland,2,376,0.00531915
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Onbepaalde nationaliteit,11,376,0.0292553
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Derdelander,219,309,0.708738
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,EU+ (excl. Nederland),75,309,0.242718
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Nederland,1,309,0.00323625
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Onbepaalde nationaliteit,14,309,0.0453074
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Derdelander,330,438,0.753425
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,EU+ (excl. Nederland),87,438,0.19863
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Nederland,2,438,0.00456621
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Onbepaalde nationaliteit,19,438,0.043379
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Derdelander,445,590,0.754237
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,EU+ (excl. Nederland),117,590,0.198305
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Nederland,1,590,0.00169492
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Onbepaalde nationaliteit,27,590,0.0457627
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Derdelander,524,613,0.854812
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,EU+ (excl. Nederland),77,613,0.125612
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Nederland,1,613,0.00163132
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Onbepaalde nationaliteit,11,613,0.0179445
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Derdelander,614,709,0.866008
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,EU+ (excl. Nederland),70,709,0.0987306
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Nederland,2,709,0.00282087
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Onbepaalde nationaliteit,23,709,0.0324401
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Derdelander,627,693,0.904762
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,EU+ (excl. Nederland),56,693,0.0808081
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Nederland,0,693,0.0
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Onbepaalde nationaliteit,10,693,0.01443
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Derdelander,515,608,0.847039
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,EU+ (excl. Nederland),87,608,0.143092
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Nederland,2,608,0.00328947
Leuven,24062,Ja,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Onbepaalde nationaliteit,4,608,0.00657895
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Derdelander,6,7,0.857143
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,EU+ (excl. Nederland),0,7,0.0
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Nederland,0,7,0.0
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Onbepaalde nationaliteit,1,7,0.142857
