Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Nationaliteit,Aantal inburgeraars die een inburgeringsattest hebben behaald naar nationaliteitsgroep,Aantal inburgeraars die een inburgeringsattest hebben behaald,Procent
Boom,11005,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Nederland,0,47,0.0
Boom,11005,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Onbepaalde nationaliteit,0,47,0.0
Boom,11005,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Derdelander,23,31,0.741935
Boom,11005,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,EU+ (excl. Nederland),7,31,0.225806
Boom,11005,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Nederland,0,31,0.0
Boom,11005,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Onbepaalde nationaliteit,1,31,0.0322581
Boom,11005,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Derdelander,46,54,0.851852
Boom,11005,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,EU+ (excl. Nederland),8,54,0.148148
Boom,11005,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Nederland,0,54,0.0
Boom,11005,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Onbepaalde nationaliteit,0,54,0.0
Boom,11005,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Derdelander,35,49,0.714286
Boom,11005,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,EU+ (excl. Nederland),13,49,0.265306
Boom,11005,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Nederland,0,49,0.0
Boom,11005,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Onbepaalde nationaliteit,1,49,0.0204082
Boom,11005,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Derdelander,43,53,0.811321
Boom,11005,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,EU+ (excl. Nederland),9,53,0.169811
Boom,11005,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Nederland,0,53,0.0
Boom,11005,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Onbepaalde nationaliteit,1,53,0.0188679
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Derdelander,14,17,0.823529
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,EU+ (excl. Nederland),3,17,0.176471
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Nederland,0,17,0.0
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Onbepaalde nationaliteit,0,17,0.0
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Derdelander,24,28,0.857143
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,EU+ (excl. Nederland),4,28,0.142857
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Nederland,0,28,0.0
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Onbepaalde nationaliteit,0,28,0.0
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Derdelander,12,19,0.631579
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,EU+ (excl. Nederland),6,19,0.315789
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Nederland,0,19,0.0
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Onbepaalde nationaliteit,1,19,0.0526316
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Derdelander,17,24,0.708333
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,EU+ (excl. Nederland),6,24,0.25
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Nederland,1,24,0.0416667
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Derdelander,13,22,0.590909
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,EU+ (excl. Nederland),9,22,0.409091
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Nederland,0,22,0.0
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Onbepaalde nationaliteit,0,22,0.0
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Derdelander,21,27,0.777778
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,EU+ (excl. Nederland),5,27,0.185185
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Nederland,1,27,0.037037
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Onbepaalde nationaliteit,0,27,0.0
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Derdelander,19,27,0.703704
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,EU+ (excl. Nederland),6,27,0.222222
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Nederland,1,27,0.037037
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Onbepaalde nationaliteit,1,27,0.037037
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Derdelander,34,60,0.566667
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,EU+ (excl. Nederland),22,60,0.366667
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Nederland,0,60,0.0
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Onbepaalde nationaliteit,4,60,0.0666667
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Derdelander,23,33,0.69697
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,EU+ (excl. Nederland),9,33,0.272727
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Nederland,0,33,0.0
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Onbepaalde nationaliteit,1,33,0.030303
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Derdelander,24,30,0.8
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,EU+ (excl. Nederland),6,30,0.2
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Nederland,0,30,0.0
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Onbepaalde nationaliteit,0,30,0.0
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Derdelander,21,28,0.75
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,EU+ (excl. Nederland),6,28,0.214286
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Nederland,0,28,0.0
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Onbepaalde nationaliteit,1,28,0.0357143
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Derdelander,23,33,0.69697
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,EU+ (excl. Nederland),9,33,0.272727
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Nederland,1,33,0.030303
Borsbeek,11007,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Onbepaalde nationaliteit,0,33,0.0
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Derdelander,26,32,0.8125
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,EU+ (excl. Nederland),2,32,0.0625
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Nederland,0,32,0.0
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Onbepaalde nationaliteit,4,32,0.125
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Derdelander,35,38,0.921053
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,EU+ (excl. Nederland),1,38,0.0263158
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Nederland,1,38,0.0263158
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Onbepaalde nationaliteit,1,38,0.0263158
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Derdelander,31,32,0.96875
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,EU+ (excl. Nederland),0,32,0.0
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Nederland,0,32,0.0
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Onbepaalde nationaliteit,1,32,0.03125
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Derdelander,25,31,0.806452
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,EU+ (excl. Nederland),6,31,0.193548
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Nederland,0,31,0.0
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Derdelander,32,37,0.864865
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,EU+ (excl. Nederland),5,37,0.135135
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Nederland,0,37,0.0
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Onbepaalde nationaliteit,0,37,0.0
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Derdelander,38,47,0.808511
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,EU+ (excl. Nederland),8,47,0.170213
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Nederland,0,47,0.0
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Onbepaalde nationaliteit,1,47,0.0212766
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Derdelander,32,41,0.780488
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,EU+ (excl. Nederland),6,41,0.146341
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Nederland,1,41,0.0243902
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Onbepaalde nationaliteit,2,41,0.0487805
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Derdelander,51,67,0.761194
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,EU+ (excl. Nederland),15,67,0.223881
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Nederland,0,67,0.0
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Onbepaalde nationaliteit,1,67,0.0149254
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Derdelander,38,48,0.791667
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,EU+ (excl. Nederland),9,48,0.1875
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Nederland,0,48,0.0
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Onbepaalde nationaliteit,1,48,0.0208333
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Derdelander,41,51,0.803922
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,EU+ (excl. Nederland),9,51,0.176471
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Nederland,1,51,0.0196078
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Onbepaalde nationaliteit,0,51,0.0
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Derdelander,41,48,0.854167
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,EU+ (excl. Nederland),6,48,0.125
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Nederland,1,48,0.0208333
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Onbepaalde nationaliteit,0,48,0.0
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Derdelander,55,65,0.846154
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,EU+ (excl. Nederland),8,65,0.123077
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Nederland,2,65,0.0307692
Brasschaat,11008,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Onbepaalde nationaliteit,0,65,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Derdelander,13,14,0.928571
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,EU+ (excl. Nederland),0,14,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Nederland,1,14,0.0714286
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Onbepaalde nationaliteit,0,14,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Derdelander,12,12,1.0
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,EU+ (excl. Nederland),0,12,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Nederland,0,12,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Onbepaalde nationaliteit,0,12,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Derdelander,18,19,0.947368
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,EU+ (excl. Nederland),1,19,0.0526316
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Nederland,0,19,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Onbepaalde nationaliteit,0,19,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Derdelander,10,14,0.714286
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,EU+ (excl. Nederland),4,14,0.285714
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Nederland,0,14,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Derdelander,15,24,0.625
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,EU+ (excl. Nederland),8,24,0.333333
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Nederland,0,24,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Onbepaalde nationaliteit,1,24,0.0416667
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Derdelander,11,20,0.55
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,EU+ (excl. Nederland),9,20,0.45
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Nederland,0,20,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Onbepaalde nationaliteit,0,20,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Derdelander,15,20,0.75
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,EU+ (excl. Nederland),4,20,0.2
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Nederland,0,20,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Onbepaalde nationaliteit,1,20,0.05
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Derdelander,17,23,0.73913
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,EU+ (excl. Nederland),6,23,0.26087
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Nederland,0,23,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Onbepaalde nationaliteit,0,23,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Derdelander,13,17,0.764706
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,EU+ (excl. Nederland),4,17,0.235294
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Nederland,0,17,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Onbepaalde nationaliteit,0,17,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Derdelander,18,25,0.72
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,EU+ (excl. Nederland),6,25,0.24
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Nederland,1,25,0.04
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Onbepaalde nationaliteit,0,25,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Derdelander,18,24,0.75
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,EU+ (excl. Nederland),6,24,0.25
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Nederland,0,24,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Onbepaalde nationaliteit,0,24,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Derdelander,24,32,0.75
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,EU+ (excl. Nederland),7,32,0.21875
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Nederland,0,32,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Onbepaalde nationaliteit,1,32,0.03125
Edegem,11013,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Derdelander,10,13,0.769231
Edegem,11013,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,EU+ (excl. Nederland),3,13,0.230769
Edegem,11013,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Nederland,0,13,0.0
Edegem,11013,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Onbepaalde nationaliteit,0,13,0.0
Edegem,11013,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Derdelander,32,35,0.914286
Edegem,11013,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,EU+ (excl. Nederland),3,35,0.0857143
Edegem,11013,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Nederland,0,35,0.0
Edegem,11013,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Onbepaalde nationaliteit,0,35,0.0
Edegem,11013,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Derdelander,25,29,0.862069
Edegem,11013,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,EU+ (excl. Nederland),2,29,0.0689655
Edegem,11013,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Nederland,0,29,0.0
Edegem,11013,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Onbepaalde nationaliteit,2,29,0.0689655
Edegem,11013,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Derdelander,24,28,0.857143
Edegem,11013,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,EU+ (excl. Nederland),4,28,0.142857
Edegem,11013,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Nederland,0,28,0.0
Edegem,11013,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Derdelander,40,51,0.784314
Edegem,11013,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,EU+ (excl. Nederland),10,51,0.196078
Edegem,11013,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Nederland,0,51,0.0
Edegem,11013,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Onbepaalde nationaliteit,1,51,0.0196078
Edegem,11013,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Derdelander,40,43,0.930233
Edegem,11013,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,EU+ (excl. Nederland),2,43,0.0465116
Edegem,11013,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Nederland,0,43,0.0
