Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Aantal inburgeraars die een inburgeringscontract hebben ondertekend,Aantal inwoners,Verhouding per 10000 inwoners
Lo-Reninge,32030,Nee,Inburgeraars met inburgeringscontract,2012,0,3299,0.0
Lo-Reninge,32030,Nee,Inburgeraars met inburgeringscontract,2013,1,3330,3.003
Lo-Reninge,32030,Nee,Inburgeraars met inburgeringscontract,2014,0,3320,0.0
Lo-Reninge,32030,Nee,Inburgeraars met inburgeringscontract,2015,1,3282,3.04692
Lo-Reninge,32030,Nee,Inburgeraars met inburgeringscontract,2016,1,3277,3.05157
Lo-Reninge,32030,Nee,Inburgeraars met inburgeringscontract,2017,0,3288,0.0
Lo-Reninge,32030,Nee,Inburgeraars met inburgeringscontract,2018,0,3289,0.0
Lo-Reninge,32030,Nee,Inburgeraars met inburgeringscontract,2019,2,3291,6.07718
Lo-Reninge,32030,Nee,Inburgeraars met inburgeringscontract,2020,1,3290,3.03951
Lo-Reninge,32030,Nee,Inburgeraars met inburgeringscontract,2021,4,3257,12.2812
Ieper,33011,Nee,Inburgeraars met inburgeringscontract,2010,78,34962,22.3099
Ieper,33011,Nee,Inburgeraars met inburgeringscontract,2011,85,35102,24.2151
Ieper,33011,Nee,Inburgeraars met inburgeringscontract,2012,43,35087,12.2553
Ieper,33011,Nee,Inburgeraars met inburgeringscontract,2013,73,34978,20.8703
Ieper,33011,Nee,Inburgeraars met inburgeringscontract,2014,50,34930,14.3143
Ieper,33011,Nee,Inburgeraars met inburgeringscontract,2015,74,34971,21.1604
Ieper,33011,Nee,Inburgeraars met inburgeringscontract,2016,97,34959,27.7468
Ieper,33011,Nee,Inburgeraars met inburgeringscontract,2017,85,35014,24.276
Ieper,33011,Nee,Inburgeraars met inburgeringscontract,2018,82,34964,23.4527
Ieper,33011,Nee,Inburgeraars met inburgeringscontract,2019,106,34845,30.4204
Ieper,33011,Nee,Inburgeraars met inburgeringscontract,2020,74,34995,21.1459
Ieper,33011,Nee,Inburgeraars met inburgeringscontract,2021,79,34954,22.6011
Mesen,33016,Nee,Inburgeraars met inburgeringscontract,2010,1,950,10.5263
Mesen,33016,Nee,Inburgeraars met inburgeringscontract,2011,0,945,0.0
Mesen,33016,Nee,Inburgeraars met inburgeringscontract,2012,1,952,10.5042
Mesen,33016,Nee,Inburgeraars met inburgeringscontract,2013,1,980,10.2041
Mesen,33016,Nee,Inburgeraars met inburgeringscontract,2014,0,1040,0.0
Mesen,33016,Nee,Inburgeraars met inburgeringscontract,2015,0,1037,0.0
Mesen,33016,Nee,Inburgeraars met inburgeringscontract,2016,0,1054,0.0
Mesen,33016,Nee,Inburgeraars met inburgeringscontract,2017,1,1049,9.53289
Mesen,33016,Nee,Inburgeraars met inburgeringscontract,2018,2,1040,19.2308
Mesen,33016,Nee,Inburgeraars met inburgeringscontract,2019,0,1065,0.0
Mesen,33016,Nee,Inburgeraars met inburgeringscontract,2020,1,1047,9.5511
Mesen,33016,Nee,Inburgeraars met inburgeringscontract,2021,0,1051,0.0
Poperinge,33021,Nee,Inburgeraars met inburgeringscontract,2010,17,19960,8.51703
Poperinge,33021,Nee,Inburgeraars met inburgeringscontract,2011,25,19983,12.5106
Poperinge,33021,Nee,Inburgeraars met inburgeringscontract,2012,3,19989,1.50083
Poperinge,33021,Nee,Inburgeraars met inburgeringscontract,2013,12,19916,6.02531
Poperinge,33021,Nee,Inburgeraars met inburgeringscontract,2014,10,19893,5.02689
Poperinge,33021,Nee,Inburgeraars met inburgeringscontract,2015,7,19944,3.50983
Poperinge,33021,Nee,Inburgeraars met inburgeringscontract,2016,24,19755,12.1488
Poperinge,33021,Nee,Inburgeraars met inburgeringscontract,2017,27,19735,13.6813
Poperinge,33021,Nee,Inburgeraars met inburgeringscontract,2018,26,19718,13.1859
Poperinge,33021,Nee,Inburgeraars met inburgeringscontract,2019,12,19702,6.09075
Poperinge,33021,Nee,Inburgeraars met inburgeringscontract,2020,16,19717,8.11482
Poperinge,33021,Nee,Inburgeraars met inburgeringscontract,2021,18,19686,9.14355
Wervik,33029,Nee,Inburgeraars met inburgeringscontract,2010,15,18134,8.27175
Wervik,33029,Nee,Inburgeraars met inburgeringscontract,2011,12,18264,6.5703
Wervik,33029,Nee,Inburgeraars met inburgeringscontract,2012,21,18374,11.4292
Wervik,33029,Nee,Inburgeraars met inburgeringscontract,2013,11,18398,5.97891
Wervik,33029,Nee,Inburgeraars met inburgeringscontract,2014,10,18435,5.42446
Wervik,33029,Nee,Inburgeraars met inburgeringscontract,2015,17,18426,9.22609
Wervik,33029,Nee,Inburgeraars met inburgeringscontract,2016,23,18529,12.413
Wervik,33029,Nee,Inburgeraars met inburgeringscontract,2017,26,18689,13.9119
Wervik,33029,Nee,Inburgeraars met inburgeringscontract,2018,26,18643,13.9463
Wervik,33029,Nee,Inburgeraars met inburgeringscontract,2019,31,18767,16.5184
Wervik,33029,Nee,Inburgeraars met inburgeringscontract,2020,23,18909,12.1635
Wervik,33029,Nee,Inburgeraars met inburgeringscontract,2021,49,18864,25.9754
Zonnebeke,33037,Nee,Inburgeraars met inburgeringscontract,2010,13,12192,10.6627
Zonnebeke,33037,Nee,Inburgeraars met inburgeringscontract,2011,6,12307,4.87527
Zonnebeke,33037,Nee,Inburgeraars met inburgeringscontract,2012,11,12380,8.8853
Zonnebeke,33037,Nee,Inburgeraars met inburgeringscontract,2013,0,12365,0.0
Zonnebeke,33037,Nee,Inburgeraars met inburgeringscontract,2014,8,12379,6.46256
Zonnebeke,33037,Nee,Inburgeraars met inburgeringscontract,2015,8,12396,6.45369
Zonnebeke,33037,Nee,Inburgeraars met inburgeringscontract,2016,12,12417,9.66417
Zonnebeke,33037,Nee,Inburgeraars met inburgeringscontract,2017,3,12355,2.42817
Zonnebeke,33037,Nee,Inburgeraars met inburgeringscontract,2018,4,12445,3.21414
Zonnebeke,33037,Nee,Inburgeraars met inburgeringscontract,2019,11,12481,8.8134
Zonnebeke,33037,Nee,Inburgeraars met inburgeringscontract,2020,8,12498,6.40102
Zonnebeke,33037,Nee,Inburgeraars met inburgeringscontract,2021,6,12511,4.79578
Heuvelland,33039,Nee,Inburgeraars met inburgeringscontract,2010,7,8125,8.61538
Heuvelland,33039,Nee,Inburgeraars met inburgeringscontract,2011,8,7994,10.0075
Heuvelland,33039,Nee,Inburgeraars met inburgeringscontract,2012,4,7940,5.03778
Heuvelland,33039,Nee,Inburgeraars met inburgeringscontract,2013,4,7896,5.06586
Heuvelland,33039,Nee,Inburgeraars met inburgeringscontract,2014,2,7856,2.54582
Heuvelland,33039,Nee,Inburgeraars met inburgeringscontract,2015,2,7883,2.53711
Heuvelland,33039,Nee,Inburgeraars met inburgeringscontract,2016,1,7827,1.27763
Heuvelland,33039,Nee,Inburgeraars met inburgeringscontract,2017,12,7784,15.4162
Heuvelland,33039,Nee,Inburgeraars met inburgeringscontract,2018,3,7862,3.81582
Heuvelland,33039,Nee,Inburgeraars met inburgeringscontract,2019,8,7909,10.1151
Heuvelland,33039,Nee,Inburgeraars met inburgeringscontract,2020,8,7926,10.0934
Heuvelland,33039,Nee,Inburgeraars met inburgeringscontract,2021,6,7897,7.59782
Langemark-Poelkapelle,33040,Nee,Inburgeraars met inburgeringscontract,2010,52,7829,66.4197
Langemark-Poelkapelle,33040,Nee,Inburgeraars met inburgeringscontract,2011,43,7846,54.805
Langemark-Poelkapelle,33040,Nee,Inburgeraars met inburgeringscontract,2012,37,7981,46.3601
Langemark-Poelkapelle,33040,Nee,Inburgeraars met inburgeringscontract,2013,10,8018,12.4719
Langemark-Poelkapelle,33040,Nee,Inburgeraars met inburgeringscontract,2014,6,8007,7.49344
Langemark-Poelkapelle,33040,Nee,Inburgeraars met inburgeringscontract,2015,7,8015,8.73362
Langemark-Poelkapelle,33040,Nee,Inburgeraars met inburgeringscontract,2016,29,7940,36.5239
Langemark-Poelkapelle,33040,Nee,Inburgeraars met inburgeringscontract,2017,20,7948,25.1636
Langemark-Poelkapelle,33040,Nee,Inburgeraars met inburgeringscontract,2018,20,7920,25.2525
Langemark-Poelkapelle,33040,Nee,Inburgeraars met inburgeringscontract,2019,38,7819,48.5996
Langemark-Poelkapelle,33040,Nee,Inburgeraars met inburgeringscontract,2020,13,7825,16.6134
Langemark-Poelkapelle,33040,Nee,Inburgeraars met inburgeringscontract,2021,36,7843,45.9008
Vleteren,33041,Nee,Inburgeraars met inburgeringscontract,2010,2,3676,5.4407
Vleteren,33041,Nee,Inburgeraars met inburgeringscontract,2011,2,3714,5.38503
Vleteren,33041,Nee,Inburgeraars met inburgeringscontract,2012,0,3712,0.0
Vleteren,33041,Nee,Inburgeraars met inburgeringscontract,2013,0,3674,0.0
Vleteren,33041,Nee,Inburgeraars met inburgeringscontract,2014,2,3668,5.45256
Vleteren,33041,Nee,Inburgeraars met inburgeringscontract,2015,2,3623,5.52029
Vleteren,33041,Nee,Inburgeraars met inburgeringscontract,2016,5,3673,13.6129
Vleteren,33041,Nee,Inburgeraars met inburgeringscontract,2017,1,3656,2.73523
Vleteren,33041,Nee,Inburgeraars met inburgeringscontract,2018,3,3659,8.19896
Vleteren,33041,Nee,Inburgeraars met inburgeringscontract,2019,2,3691,5.41859
Vleteren,33041,Nee,Inburgeraars met inburgeringscontract,2020,0,3653,0.0
Vleteren,33041,Nee,Inburgeraars met inburgeringscontract,2021,2,3649,5.48095
Anzegem,34002,Nee,Inburgeraars met inburgeringscontract,2010,6,14234,4.21526
Anzegem,34002,Nee,Inburgeraars met inburgeringscontract,2011,7,14331,4.88452
Anzegem,34002,Nee,Inburgeraars met inburgeringscontract,2012,5,14471,3.45519
Anzegem,34002,Nee,Inburgeraars met inburgeringscontract,2013,8,14469,5.52906
Anzegem,34002,Nee,Inburgeraars met inburgeringscontract,2014,8,14472,5.52792
Anzegem,34002,Nee,Inburgeraars met inburgeringscontract,2015,10,14567,6.86483
Anzegem,34002,Nee,Inburgeraars met inburgeringscontract,2016,10,14589,6.85448
Anzegem,34002,Nee,Inburgeraars met inburgeringscontract,2017,12,14545,8.25026
Anzegem,34002,Nee,Inburgeraars met inburgeringscontract,2018,12,14609,8.21411
Anzegem,34002,Nee,Inburgeraars met inburgeringscontract,2019,17,14716,11.5521
Anzegem,34002,Nee,Inburgeraars met inburgeringscontract,2020,14,14781,9.47162
Anzegem,34002,Nee,Inburgeraars met inburgeringscontract,2021,14,14845,9.43078
Avelgem,34003,Nee,Inburgeraars met inburgeringscontract,2010,7,9603,7.28939
Avelgem,34003,Nee,Inburgeraars met inburgeringscontract,2011,6,9655,6.2144
Avelgem,34003,Nee,Inburgeraars met inburgeringscontract,2012,7,9641,7.26066
Avelgem,34003,Nee,Inburgeraars met inburgeringscontract,2013,8,9666,8.27643
Avelgem,34003,Nee,Inburgeraars met inburgeringscontract,2014,10,9727,10.2807
Avelgem,34003,Nee,Inburgeraars met inburgeringscontract,2015,11,9788,11.2383
Avelgem,34003,Nee,Inburgeraars met inburgeringscontract,2016,25,9956,25.1105
Avelgem,34003,Nee,Inburgeraars met inburgeringscontract,2017,14,10045,13.9373
Avelgem,34003,Nee,Inburgeraars met inburgeringscontract,2018,13,10065,12.916
Avelgem,34003,Nee,Inburgeraars met inburgeringscontract,2019,22,10158,21.6578
Avelgem,34003,Nee,Inburgeraars met inburgeringscontract,2020,7,10206,6.85871
Avelgem,34003,Nee,Inburgeraars met inburgeringscontract,2021,19,10249,18.5384
Deerlijk,34009,Nee,Inburgeraars met inburgeringscontract,2010,14,11262,12.4312
Deerlijk,34009,Nee,Inburgeraars met inburgeringscontract,2011,13,11285,11.5197
Deerlijk,34009,Nee,Inburgeraars met inburgeringscontract,2012,9,11414,7.88505
Deerlijk,34009,Nee,Inburgeraars met inburgeringscontract,2013,12,11509,10.4266
Deerlijk,34009,Nee,Inburgeraars met inburgeringscontract,2014,7,11593,6.03813
Deerlijk,34009,Nee,Inburgeraars met inburgeringscontract,2015,12,11683,10.2713
Deerlijk,34009,Nee,Inburgeraars met inburgeringscontract,2016,14,11738,11.9271
Deerlijk,34009,Nee,Inburgeraars met inburgeringscontract,2017,16,11715,13.6577
Deerlijk,34009,Nee,Inburgeraars met inburgeringscontract,2018,11,11796,9.32519
Deerlijk,34009,Nee,Inburgeraars met inburgeringscontract,2019,17,11946,14.2307
Deerlijk,34009,Nee,Inburgeraars met inburgeringscontract,2020,15,12078,12.4193
Deerlijk,34009,Nee,Inburgeraars met inburgeringscontract,2021,17,12182,13.955
Harelbeke,34013,Nee,Inburgeraars met inburgeringscontract,2010,65,26577,24.4572
Harelbeke,34013,Nee,Inburgeraars met inburgeringscontract,2011,52,26761,19.4313
Harelbeke,34013,Nee,Inburgeraars met inburgeringscontract,2012,44,26957,16.3223
Harelbeke,34013,Nee,Inburgeraars met inburgeringscontract,2013,50,27103,18.4481
Harelbeke,34013,Nee,Inburgeraars met inburgeringscontract,2014,36,27247,13.2125
Harelbeke,34013,Nee,Inburgeraars met inburgeringscontract,2015,60,27446,21.8611
Harelbeke,34013,Nee,Inburgeraars met inburgeringscontract,2016,81,27536,29.416
Harelbeke,34013,Nee,Inburgeraars met inburgeringscontract,2017,49,27683,17.7004
Harelbeke,34013,Nee,Inburgeraars met inburgeringscontract,2018,81,27886,29.0468
Harelbeke,34013,Nee,Inburgeraars met inburgeringscontract,2019,71,28158,25.2149
Harelbeke,34013,Nee,Inburgeraars met inburgeringscontract,2020,66,28502,23.1563
Harelbeke,34013,Nee,Inburgeraars met inburgeringscontract,2021,89,28614,31.1037
Kortrijk,34022,Ja,Inburgeraars met inburgeringscontract,2010,256,74911,34.1739
Kortrijk,34022,Ja,Inburgeraars met inburgeringscontract,2011,239,74868,31.9229
Kortrijk,34022,Ja,Inburgeraars met inburgeringscontract,2012,181,75219,24.0631
Kortrijk,34022,Ja,Inburgeraars met inburgeringscontract,2013,237,75120,31.5495
Kortrijk,34022,Ja,Inburgeraars met inburgeringscontract,2014,229,75128,30.4813
Kortrijk,34022,Ja,Inburgeraars met inburgeringscontract,2015,243,75219,32.3057
Kortrijk,34022,Ja,Inburgeraars met inburgeringscontract,2016,389,75506,51.5191
Kortrijk,34022,Ja,Inburgeraars met inburgeringscontract,2017,290,75736,38.2909
Kortrijk,34022,Ja,Inburgeraars met inburgeringscontract,2018,277,76265,36.3207
Kortrijk,34022,Ja,Inburgeraars met inburgeringscontract,2019,286,76735,37.2711
Kortrijk,34022,Ja,Inburgeraars met inburgeringscontract,2020,212,77109,27.4935
Kortrijk,34022,Ja,Inburgeraars met inburgeringscontract,2021,344,77213,44.5521
Kuurne,34023,Nee,Inburgeraars met inburgeringscontract,2010,26,12902,20.1519
Kuurne,34023,Nee,Inburgeraars met inburgeringscontract,2011,24,12967,18.5085
Kuurne,34023,Nee,Inburgeraars met inburgeringscontract,2012,21,12961,16.2025
Kuurne,34023,Nee,Inburgeraars met inburgeringscontract,2013,14,13052,10.7263
Kuurne,34023,Nee,Inburgeraars met inburgeringscontract,2014,22,13105,16.7875
Kuurne,34023,Nee,Inburgeraars met inburgeringscontract,2015,26,13084,19.8716
Kuurne,34023,Nee,Inburgeraars met inburgeringscontract,2016,31,13140,23.5921
Kuurne,34023,Nee,Inburgeraars met inburgeringscontract,2017,22,13219,16.6427
Kuurne,34023,Nee,Inburgeraars met inburgeringscontract,2018,22,13318,16.519
Kuurne,34023,Nee,Inburgeraars met inburgeringscontract,2019,22,13484,16.3156
Kuurne,34023,Nee,Inburgeraars met inburgeringscontract,2020,22,13676,16.0866
Kuurne,34023,Nee,Inburgeraars met inburgeringscontract,2021,36,13794,26.0983
Lendelede,34025,Nee,Inburgeraars met inburgeringscontract,2010,3,5589,5.36769
Lendelede,34025,Nee,Inburgeraars met inburgeringscontract,2011,6,5647,10.6251
Lendelede,34025,Nee,Inburgeraars met inburgeringscontract,2012,1,5684,1.75932
Lendelede,34025,Nee,Inburgeraars met inburgeringscontract,2013,3,5730,5.2356
Lendelede,34025,Nee,Inburgeraars met inburgeringscontract,2014,5,5749,8.69716
Lendelede,34025,Nee,Inburgeraars met inburgeringscontract,2015,0,5743,0.0
Lendelede,34025,Nee,Inburgeraars met inburgeringscontract,2016,13,5746,22.6244
Lendelede,34025,Nee,Inburgeraars met inburgeringscontract,2017,3,5768,5.20111
Lendelede,34025,Nee,Inburgeraars met inburgeringscontract,2018,5,5742,8.70777
Lendelede,34025,Nee,Inburgeraars met inburgeringscontract,2019,7,5747,12.1803
Lendelede,34025,Nee,Inburgeraars met inburgeringscontract,2020,2,5787,3.45602
Lendelede,34025,Nee,Inburgeraars met inburgeringscontract,2021,7,5766,12.1401
Menen,34027,Nee,Inburgeraars met inburgeringscontract,2010,139,32530,42.7298
Menen,34027,Nee,Inburgeraars met inburgeringscontract,2011,113,32731,34.5238
Menen,34027,Nee,Inburgeraars met inburgeringscontract,2012,74,32683,22.6417
Menen,34027,Nee,Inburgeraars met inburgeringscontract,2013,69,32707,21.0964
Menen,34027,Nee,Inburgeraars met inburgeringscontract,2014,64,32964,19.4151
Menen,34027,Nee,Inburgeraars met inburgeringscontract,2015,86,32905,26.1358
Menen,34027,Nee,Inburgeraars met inburgeringscontract,2016,143,32877,43.4955
Menen,34027,Nee,Inburgeraars met inburgeringscontract,2017,100,33112,30.2005
Menen,34027,Nee,Inburgeraars met inburgeringscontract,2018,85,33190,25.6101
Menen,34027,Nee,Inburgeraars met inburgeringscontract,2019,135,33385,40.4373
Menen,34027,Nee,Inburgeraars met inburgeringscontract,2020,91,33540,27.1318
Menen,34027,Nee,Inburgeraars met inburgeringscontract,2021,98,33708,29.0732
Waregem,34040,Nee,Inburgeraars met inburgeringscontract,2010,50,36306,13.7718
Waregem,34040,Nee,Inburgeraars met inburgeringscontract,2011,50,36593,13.6638
Waregem,34040,Nee,Inburgeraars met inburgeringscontract,2012,37,36751,10.0678
Waregem,34040,Nee,Inburgeraars met inburgeringscontract,2013,69,36960,18.6688
Waregem,34040,Nee,Inburgeraars met inburgeringscontract,2014,55,37155,14.8029
Waregem,34040,Nee,Inburgeraars met inburgeringscontract,2015,77,37341,20.6208
Waregem,34040,Nee,Inburgeraars met inburgeringscontract,2016,98,37606,26.0597
Waregem,34040,Nee,Inburgeraars met inburgeringscontract,2017,70,37871,18.4838
Waregem,34040,Nee,Inburgeraars met inburgeringscontract,2018,72,38125,18.8852
Waregem,34040,Nee,Inburgeraars met inburgeringscontract,2019,74,38266,19.3383
Waregem,34040,Nee,Inburgeraars met inburgeringscontract,2020,73,38350,19.0352
Waregem,34040,Nee,Inburgeraars met inburgeringscontract,2021,90,38535,23.3554
Wevelgem,34041,Nee,Inburgeraars met inburgeringscontract,2010,40,30975,12.9136
Wevelgem,34041,Nee,Inburgeraars met inburgeringscontract,2011,36,31066,11.5882
Wevelgem,34041,Nee,Inburgeraars met inburgeringscontract,2012,24,31076,7.723
Wevelgem,34041,Nee,Inburgeraars met inburgeringscontract,2013,48,31100,15.4341
Wevelgem,34041,Nee,Inburgeraars met inburgeringscontract,2014,27,31063,8.69201
Wevelgem,34041,Nee,Inburgeraars met inburgeringscontract,2015,25,31307,7.98543
Wevelgem,34041,Nee,Inburgeraars met inburgeringscontract,2016,51,31291,16.2986
Wevelgem,34041,Nee,Inburgeraars met inburgeringscontract,2017,38,31457,12.08
Wevelgem,34041,Nee,Inburgeraars met inburgeringscontract,2018,42,31412,13.3707
Wevelgem,34041,Nee,Inburgeraars met inburgeringscontract,2019,44,31406,14.0101
Wevelgem,34041,Nee,Inburgeraars met inburgeringscontract,2020,51,31579,16.15
Wevelgem,34041,Nee,Inburgeraars met inburgeringscontract,2021,69,31503,21.9027
Zwevegem,34042,Nee,Inburgeraars met inburgeringscontract,2010,18,24113,7.46485
Zwevegem,34042,Nee,Inburgeraars met inburgeringscontract,2011,15,24100,6.22407
Zwevegem,34042,Nee,Inburgeraars met inburgeringscontract,2012,15,24209,6.19604
Zwevegem,34042,Nee,Inburgeraars met inburgeringscontract,2013,20,24197,8.26549
Zwevegem,34042,Nee,Inburgeraars met inburgeringscontract,2014,19,24258,7.83247
Zwevegem,34042,Nee,Inburgeraars met inburgeringscontract,2015,19,24271,7.82827
Zwevegem,34042,Nee,Inburgeraars met inburgeringscontract,2016,20,24353,8.21254
Zwevegem,34042,Nee,Inburgeraars met inburgeringscontract,2017,21,24530,8.56095
Zwevegem,34042,Nee,Inburgeraars met inburgeringscontract,2018,24,24619,9.74857
Zwevegem,34042,Nee,Inburgeraars met inburgeringscontract,2019,23,24656,9.32836
Zwevegem,34042,Nee,Inburgeraars met inburgeringscontract,2020,22,24814,8.86596
Zwevegem,34042,Nee,Inburgeraars met inburgeringscontract,2021,25,24853,10.0591
Spiere-Helkijn,34043,Nee,Inburgeraars met inburgeringscontract,2010,0,2110,0.0
Spiere-Helkijn,34043,Nee,Inburgeraars met inburgeringscontract,2011,0,2126,0.0
Spiere-Helkijn,34043,Nee,Inburgeraars met inburgeringscontract,2012,2,2110,9.47867
Spiere-Helkijn,34043,Nee,Inburgeraars met inburgeringscontract,2013,1,2126,4.70367
Spiere-Helkijn,34043,Nee,Inburgeraars met inburgeringscontract,2014,2,2120,9.43396
Spiere-Helkijn,34043,Nee,Inburgeraars met inburgeringscontract,2015,0,2155,0.0
Spiere-Helkijn,34043,Nee,Inburgeraars met inburgeringscontract,2016,1,2133,4.68823
Spiere-Helkijn,34043,Nee,Inburgeraars met inburgeringscontract,2017,0,2142,0.0
Spiere-Helkijn,34043,Nee,Inburgeraars met inburgeringscontract,2018,0,2087,0.0
Spiere-Helkijn,34043,Nee,Inburgeraars met inburgeringscontract,2019,1,2049,4.88043
Spiere-Helkijn,34043,Nee,Inburgeraars met inburgeringscontract,2020,2,2071,9.65717
Spiere-Helkijn,34043,Nee,Inburgeraars met inburgeringscontract,2021,3,2076,14.4509
Bredene,35002,Nee,Inburgeraars met inburgeringscontract,2010,37,16202,22.8367
Bredene,35002,Nee,Inburgeraars met inburgeringscontract,2011,14,16383,8.54544
Bredene,35002,Nee,Inburgeraars met inburgeringscontract,2012,24,16496,14.549
Bredene,35002,Nee,Inburgeraars met inburgeringscontract,2013,25,16754,14.9218
Bredene,35002,Nee,Inburgeraars met inburgeringscontract,2014,17,16962,10.0224
Bredene,35002,Nee,Inburgeraars met inburgeringscontract,2015,19,17301,10.982
Bredene,35002,Nee,Inburgeraars met inburgeringscontract,2016,44,17360,25.3456
Bredene,35002,Nee,Inburgeraars met inburgeringscontract,2017,33,17585,18.766
Bredene,35002,Nee,Inburgeraars met inburgeringscontract,2018,25,17828,14.0229
Bredene,35002,Nee,Inburgeraars met inburgeringscontract,2019,31,18095,17.1318
Bredene,35002,Nee,Inburgeraars met inburgeringscontract,2020,20,18141,11.0248
Bredene,35002,Nee,Inburgeraars met inburgeringscontract,2021,27,18086,14.9287
Gistel,35005,Nee,Inburgeraars met inburgeringscontract,2010,24,11727,20.4656
Gistel,35005,Nee,Inburgeraars met inburgeringscontract,2011,14,11782,11.8825
Gistel,35005,Nee,Inburgeraars met inburgeringscontract,2012,7,11792,5.93623
Gistel,35005,Nee,Inburgeraars met inburgeringscontract,2013,15,11871,12.6358
Gistel,35005,Nee,Inburgeraars met inburgeringscontract,2014,15,11826,12.6839
Gistel,35005,Nee,Inburgeraars met inburgeringscontract,2015,14,11753,11.9119
Gistel,35005,Nee,Inburgeraars met inburgeringscontract,2016,31,11851,26.1581
Gistel,35005,Nee,Inburgeraars met inburgeringscontract,2017,11,12021,9.15065
Gistel,35005,Nee,Inburgeraars met inburgeringscontract,2018,14,12063,11.6057
Gistel,35005,Nee,Inburgeraars met inburgeringscontract,2019,25,12178,20.5288
Gistel,35005,Nee,Inburgeraars met inburgeringscontract,2020,17,12166,13.9734
Gistel,35005,Nee,Inburgeraars met inburgeringscontract,2021,12,12107,9.91162
Ichtegem,35006,Nee,Inburgeraars met inburgeringscontract,2010,17,13839,12.2841
Ichtegem,35006,Nee,Inburgeraars met inburgeringscontract,2011,22,13860,15.873
Ichtegem,35006,Nee,Inburgeraars met inburgeringscontract,2012,5,13898,3.59764
Ichtegem,35006,Nee,Inburgeraars met inburgeringscontract,2013,4,13869,2.88413
Ichtegem,35006,Nee,Inburgeraars met inburgeringscontract,2014,10,13929,7.17927
Ichtegem,35006,Nee,Inburgeraars met inburgeringscontract,2015,2,13952,1.43349
Ichtegem,35006,Nee,Inburgeraars met inburgeringscontract,2016,6,13945,4.30262
Ichtegem,35006,Nee,Inburgeraars met inburgeringscontract,2017,8,13950,5.73477
Ichtegem,35006,Nee,Inburgeraars met inburgeringscontract,2018,15,13939,10.7612
Ichtegem,35006,Nee,Inburgeraars met inburgeringscontract,2019,14,14050,9.96441
Ichtegem,35006,Nee,Inburgeraars met inburgeringscontract,2020,12,14041,8.5464
Ichtegem,35006,Nee,Inburgeraars met inburgeringscontract,2021,21,14068,14.9275
Middelkerke,35011,Nee,Inburgeraars met inburgeringscontract,2010,19,18636,10.1953
Middelkerke,35011,Nee,Inburgeraars met inburgeringscontract,2011,26,18893,13.7617
Middelkerke,35011,Nee,Inburgeraars met inburgeringscontract,2012,15,19052,7.87319
Middelkerke,35011,Nee,Inburgeraars met inburgeringscontract,2013,16,19083,8.38443
Middelkerke,35011,Nee,Inburgeraars met inburgeringscontract,2014,19,19177,9.9077
Middelkerke,35011,Nee,Inburgeraars met inburgeringscontract,2015,20,19302,10.3616
Middelkerke,35011,Nee,Inburgeraars met inburgeringscontract,2016,26,19262,13.4981
Middelkerke,35011,Nee,Inburgeraars met inburgeringscontract,2017,24,19186,12.5091
Middelkerke,35011,Nee,Inburgeraars met inburgeringscontract,2018,21,19371,10.8409
Middelkerke,35011,Nee,Inburgeraars met inburgeringscontract,2019,12,19336,6.20604
Middelkerke,35011,Nee,Inburgeraars met inburgeringscontract,2020,27,19578,13.791
Middelkerke,35011,Nee,Inburgeraars met inburgeringscontract,2021,21,19676,10.6729
Oostende,35013,Ja,Inburgeraars met inburgeringscontract,2010,364,69064,52.7047
Oostende,35013,Ja,Inburgeraars met inburgeringscontract,2011,318,69732,45.6032
Oostende,35013,Ja,Inburgeraars met inburgeringscontract,2012,311,70284,44.249
Oostende,35013,Ja,Inburgeraars met inburgeringscontract,2013,328,69969,46.8779
Oostende,35013,Ja,Inburgeraars met inburgeringscontract,2014,276,70274,39.2748
Oostende,35013,Ja,Inburgeraars met inburgeringscontract,2015,373,70460,52.9378
Oostende,35013,Ja,Inburgeraars met inburgeringscontract,2016,542,70600,76.7705
Oostende,35013,Ja,Inburgeraars met inburgeringscontract,2017,476,70994,67.0479
Oostende,35013,Ja,Inburgeraars met inburgeringscontract,2018,372,71332,52.1505
Oostende,35013,Ja,Inburgeraars met inburgeringscontract,2019,331,71494,46.2976
Oostende,35013,Ja,Inburgeraars met inburgeringscontract,2020,301,71647,42.0115
Oostende,35013,Ja,Inburgeraars met inburgeringscontract,2021,298,71755,41.5302
Oudenburg,35014,Nee,Inburgeraars met inburgeringscontract,2010,9,8972,10.0312
Oudenburg,35014,Nee,Inburgeraars met inburgeringscontract,2011,9,9042,9.95355
Oudenburg,35014,Nee,Inburgeraars met inburgeringscontract,2012,8,9110,8.78156
Oudenburg,35014,Nee,Inburgeraars met inburgeringscontract,2013,11,9094,12.0959
Oudenburg,35014,Nee,Inburgeraars met inburgeringscontract,2014,6,9217,6.50971
Oudenburg,35014,Nee,Inburgeraars met inburgeringscontract,2015,8,9222,8.67491
Oudenburg,35014,Nee,Inburgeraars met inburgeringscontract,2016,9,9279,9.69932
Oudenburg,35014,Nee,Inburgeraars met inburgeringscontract,2017,9,9325,9.65147
Oudenburg,35014,Nee,Inburgeraars met inburgeringscontract,2018,20,9300,21.5054
Oudenburg,35014,Nee,Inburgeraars met inburgeringscontract,2019,10,9381,10.6598
