Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Aantal inburgeraars die een inburgeringscontract hebben ondertekend,Aantal inwoners,Verhouding per 10000 inwoners
Wuustwezel,11053,Nee,Inburgeraars met inburgeringscontract,2016,32,20228,15.8197
Wuustwezel,11053,Nee,Inburgeraars met inburgeringscontract,2017,21,20459,10.2644
Wuustwezel,11053,Nee,Inburgeraars met inburgeringscontract,2018,26,20671,12.578
Wuustwezel,11053,Nee,Inburgeraars met inburgeringscontract,2019,35,20970,16.6905
Wuustwezel,11053,Nee,Inburgeraars met inburgeringscontract,2020,19,21213,8.95677
Wuustwezel,11053,Nee,Inburgeraars met inburgeringscontract,2021,37,21346,17.3335
Zandhoven,11054,Nee,Inburgeraars met inburgeringscontract,2010,13,12387,10.4949
Zandhoven,11054,Nee,Inburgeraars met inburgeringscontract,2011,15,12533,11.9684
Zandhoven,11054,Nee,Inburgeraars met inburgeringscontract,2012,5,12580,3.97456
Zandhoven,11054,Nee,Inburgeraars met inburgeringscontract,2013,10,12713,7.86596
Zandhoven,11054,Nee,Inburgeraars met inburgeringscontract,2014,11,12729,8.64168
Zandhoven,11054,Nee,Inburgeraars met inburgeringscontract,2015,14,12727,11.0002
Zandhoven,11054,Nee,Inburgeraars met inburgeringscontract,2016,18,12768,14.0977
Zandhoven,11054,Nee,Inburgeraars met inburgeringscontract,2017,19,12843,14.7941
Zandhoven,11054,Nee,Inburgeraars met inburgeringscontract,2018,11,12985,8.47131
Zandhoven,11054,Nee,Inburgeraars met inburgeringscontract,2019,20,13025,15.3551
Zandhoven,11054,Nee,Inburgeraars met inburgeringscontract,2020,16,13071,12.2408
Zandhoven,11054,Nee,Inburgeraars met inburgeringscontract,2021,11,13124,8.38159
Zoersel,11055,Nee,Inburgeraars met inburgeringscontract,2010,18,21265,8.46461
Zoersel,11055,Nee,Inburgeraars met inburgeringscontract,2011,16,21415,7.4714
Zoersel,11055,Nee,Inburgeraars met inburgeringscontract,2012,15,21555,6.95894
Zoersel,11055,Nee,Inburgeraars met inburgeringscontract,2013,26,21610,12.0315
Zoersel,11055,Nee,Inburgeraars met inburgeringscontract,2014,12,21573,5.56251
Zoersel,11055,Nee,Inburgeraars met inburgeringscontract,2015,16,21704,7.37191
Zoersel,11055,Nee,Inburgeraars met inburgeringscontract,2016,24,21764,11.0274
Zoersel,11055,Nee,Inburgeraars met inburgeringscontract,2017,24,21857,10.9805
Zoersel,11055,Nee,Inburgeraars met inburgeringscontract,2018,21,21739,9.66006
Zoersel,11055,Nee,Inburgeraars met inburgeringscontract,2019,19,21944,8.6584
Zoersel,11055,Nee,Inburgeraars met inburgeringscontract,2020,13,22065,5.89168
Zoersel,11055,Nee,Inburgeraars met inburgeringscontract,2021,23,22142,10.3875
Zwijndrecht,11056,Nee,Inburgeraars met inburgeringscontract,2010,32,18573,17.2293
Zwijndrecht,11056,Nee,Inburgeraars met inburgeringscontract,2011,28,18656,15.0086
Zwijndrecht,11056,Nee,Inburgeraars met inburgeringscontract,2012,27,18643,14.4826
Zwijndrecht,11056,Nee,Inburgeraars met inburgeringscontract,2013,32,18794,17.0267
Zwijndrecht,11056,Nee,Inburgeraars met inburgeringscontract,2014,26,18952,13.7189
Zwijndrecht,11056,Nee,Inburgeraars met inburgeringscontract,2015,43,18936,22.7081
Zwijndrecht,11056,Nee,Inburgeraars met inburgeringscontract,2016,74,18957,39.0357
Zwijndrecht,11056,Nee,Inburgeraars met inburgeringscontract,2017,40,18985,21.0693
Zwijndrecht,11056,Nee,Inburgeraars met inburgeringscontract,2018,46,19002,24.208
Zwijndrecht,11056,Nee,Inburgeraars met inburgeringscontract,2019,63,19056,33.0605
Zwijndrecht,11056,Nee,Inburgeraars met inburgeringscontract,2020,38,19154,19.8392
Zwijndrecht,11056,Nee,Inburgeraars met inburgeringscontract,2021,60,19263,31.1478
Malle,11057,Nee,Inburgeraars met inburgeringscontract,2010,23,14531,15.8282
Malle,11057,Nee,Inburgeraars met inburgeringscontract,2011,17,14616,11.6311
Malle,11057,Nee,Inburgeraars met inburgeringscontract,2012,24,14763,16.2569
Malle,11057,Nee,Inburgeraars met inburgeringscontract,2013,13,14948,8.69682
Malle,11057,Nee,Inburgeraars met inburgeringscontract,2014,18,15013,11.9896
Malle,11057,Nee,Inburgeraars met inburgeringscontract,2015,19,15083,12.597
Malle,11057,Nee,Inburgeraars met inburgeringscontract,2016,29,15158,19.1318
Malle,11057,Nee,Inburgeraars met inburgeringscontract,2017,29,15257,19.0077
Malle,11057,Nee,Inburgeraars met inburgeringscontract,2018,20,15304,13.0685
Malle,11057,Nee,Inburgeraars met inburgeringscontract,2019,24,15561,15.4232
Malle,11057,Nee,Inburgeraars met inburgeringscontract,2020,23,15602,14.7417
Malle,11057,Nee,Inburgeraars met inburgeringscontract,2021,17,15620,10.8835
Berlaar,12002,Nee,Inburgeraars met inburgeringscontract,2010,14,10889,12.857
Berlaar,12002,Nee,Inburgeraars met inburgeringscontract,2011,18,10891,16.5274
Berlaar,12002,Nee,Inburgeraars met inburgeringscontract,2012,11,10960,10.0365
Berlaar,12002,Nee,Inburgeraars met inburgeringscontract,2013,16,11013,14.5283
Berlaar,12002,Nee,Inburgeraars met inburgeringscontract,2014,13,11034,11.7818
Berlaar,12002,Nee,Inburgeraars met inburgeringscontract,2015,5,11174,4.47467
Berlaar,12002,Nee,Inburgeraars met inburgeringscontract,2016,16,11203,14.2819
Berlaar,12002,Nee,Inburgeraars met inburgeringscontract,2017,16,11385,14.0536
Berlaar,12002,Nee,Inburgeraars met inburgeringscontract,2018,9,11507,7.82133
Berlaar,12002,Nee,Inburgeraars met inburgeringscontract,2019,12,11527,10.4103
Berlaar,12002,Nee,Inburgeraars met inburgeringscontract,2020,11,11656,9.4372
Berlaar,12002,Nee,Inburgeraars met inburgeringscontract,2021,10,11710,8.53971
Bonheiden,12005,Nee,Inburgeraars met inburgeringscontract,2010,15,14669,10.2256
Bonheiden,12005,Nee,Inburgeraars met inburgeringscontract,2011,18,14656,12.2817
Bonheiden,12005,Nee,Inburgeraars met inburgeringscontract,2012,6,14722,4.07553
Bonheiden,12005,Nee,Inburgeraars met inburgeringscontract,2013,9,14828,6.0696
Bonheiden,12005,Nee,Inburgeraars met inburgeringscontract,2014,6,14778,4.06009
Bonheiden,12005,Nee,Inburgeraars met inburgeringscontract,2015,13,14769,8.80222
Bonheiden,12005,Nee,Inburgeraars met inburgeringscontract,2016,13,14704,8.84113
Bonheiden,12005,Nee,Inburgeraars met inburgeringscontract,2017,10,14826,6.74491
Bonheiden,12005,Nee,Inburgeraars met inburgeringscontract,2018,16,14951,10.7016
Bonheiden,12005,Nee,Inburgeraars met inburgeringscontract,2019,18,15010,11.992
Bonheiden,12005,Nee,Inburgeraars met inburgeringscontract,2020,14,15078,9.28505
Bonheiden,12005,Nee,Inburgeraars met inburgeringscontract,2021,13,15177,8.56559
Bornem,12007,Nee,Inburgeraars met inburgeringscontract,2010,12,20556,5.83771
Bornem,12007,Nee,Inburgeraars met inburgeringscontract,2011,22,20727,10.6142
Bornem,12007,Nee,Inburgeraars met inburgeringscontract,2012,17,20866,8.14723
Bornem,12007,Nee,Inburgeraars met inburgeringscontract,2013,15,20810,7.20807
Bornem,12007,Nee,Inburgeraars met inburgeringscontract,2014,6,20858,2.87659
Bornem,12007,Nee,Inburgeraars met inburgeringscontract,2015,4,20940,1.91022
Bornem,12007,Nee,Inburgeraars met inburgeringscontract,2016,26,21039,12.358
Bornem,12007,Nee,Inburgeraars met inburgeringscontract,2017,21,21129,9.93895
Bornem,12007,Nee,Inburgeraars met inburgeringscontract,2018,17,21186,8.02417
Bornem,12007,Nee,Inburgeraars met inburgeringscontract,2019,27,21366,12.6369
Bornem,12007,Nee,Inburgeraars met inburgeringscontract,2020,15,21353,7.02477
Bornem,12007,Nee,Inburgeraars met inburgeringscontract,2021,25,21428,11.667
Duffel,12009,Nee,Inburgeraars met inburgeringscontract,2010,18,16577,10.8584
Duffel,12009,Nee,Inburgeraars met inburgeringscontract,2011,26,16770,15.5039
Duffel,12009,Nee,Inburgeraars met inburgeringscontract,2012,15,16941,8.85426
Duffel,12009,Nee,Inburgeraars met inburgeringscontract,2013,18,17037,10.5652
Duffel,12009,Nee,Inburgeraars met inburgeringscontract,2014,21,17119,12.2671
Duffel,12009,Nee,Inburgeraars met inburgeringscontract,2015,20,17131,11.6747
Duffel,12009,Nee,Inburgeraars met inburgeringscontract,2016,20,17292,11.566
Duffel,12009,Nee,Inburgeraars met inburgeringscontract,2017,25,17302,14.4492
Duffel,12009,Nee,Inburgeraars met inburgeringscontract,2018,35,17385,20.1323
Duffel,12009,Nee,Inburgeraars met inburgeringscontract,2019,24,17491,13.7213
Duffel,12009,Nee,Inburgeraars met inburgeringscontract,2020,24,17664,13.587
Duffel,12009,Nee,Inburgeraars met inburgeringscontract,2021,36,17714,20.3229
Heist-op-den-Berg,12014,Nee,Inburgeraars met inburgeringscontract,2010,34,39866,8.52857
Heist-op-den-Berg,12014,Nee,Inburgeraars met inburgeringscontract,2011,33,40236,8.20161
Heist-op-den-Berg,12014,Nee,Inburgeraars met inburgeringscontract,2012,27,40512,6.66469
Heist-op-den-Berg,12014,Nee,Inburgeraars met inburgeringscontract,2013,33,40915,8.0655
Heist-op-den-Berg,12014,Nee,Inburgeraars met inburgeringscontract,2014,33,41365,7.97776
Heist-op-den-Berg,12014,Nee,Inburgeraars met inburgeringscontract,2015,43,41812,10.2841
Heist-op-den-Berg,12014,Nee,Inburgeraars met inburgeringscontract,2016,54,42110,12.8236
Heist-op-den-Berg,12014,Nee,Inburgeraars met inburgeringscontract,2017,57,42416,13.4383
Heist-op-den-Berg,12014,Nee,Inburgeraars met inburgeringscontract,2018,45,42478,10.5937
Heist-op-den-Berg,12014,Nee,Inburgeraars met inburgeringscontract,2019,49,42681,11.4805
Heist-op-den-Berg,12014,Nee,Inburgeraars met inburgeringscontract,2020,40,42950,9.31315
Heist-op-den-Berg,12014,Nee,Inburgeraars met inburgeringscontract,2021,45,43096,10.4418
Lier,12021,Nee,Inburgeraars met inburgeringscontract,2010,64,33930,18.8624
Lier,12021,Nee,Inburgeraars met inburgeringscontract,2011,99,34123,29.0127
Lier,12021,Nee,Inburgeraars met inburgeringscontract,2012,78,34276,22.7564
Lier,12021,Nee,Inburgeraars met inburgeringscontract,2013,100,34497,28.988
Lier,12021,Nee,Inburgeraars met inburgeringscontract,2014,83,34368,24.1504
Lier,12021,Nee,Inburgeraars met inburgeringscontract,2015,79,34652,22.7981
Lier,12021,Nee,Inburgeraars met inburgeringscontract,2016,146,34905,41.8278
Lier,12021,Nee,Inburgeraars met inburgeringscontract,2017,116,35244,32.9134
Lier,12021,Nee,Inburgeraars met inburgeringscontract,2018,92,35712,25.7616
Lier,12021,Nee,Inburgeraars met inburgeringscontract,2019,115,36242,31.7311
Lier,12021,Nee,Inburgeraars met inburgeringscontract,2020,64,36646,17.4644
Lier,12021,Nee,Inburgeraars met inburgeringscontract,2021,129,36923,34.9376
Mechelen,12025,Ja,Inburgeraars met inburgeringscontract,2010,330,80940,40.7709
Mechelen,12025,Ja,Inburgeraars met inburgeringscontract,2011,364,81927,44.4298
Mechelen,12025,Ja,Inburgeraars met inburgeringscontract,2012,245,82325,29.7601
Mechelen,12025,Ja,Inburgeraars met inburgeringscontract,2013,300,82602,36.3187
Mechelen,12025,Ja,Inburgeraars met inburgeringscontract,2014,282,83194,33.8967
Mechelen,12025,Ja,Inburgeraars met inburgeringscontract,2015,325,83975,38.702
Mechelen,12025,Ja,Inburgeraars met inburgeringscontract,2016,424,84523,50.1639
Mechelen,12025,Ja,Inburgeraars met inburgeringscontract,2017,279,85665,32.5687
Mechelen,12025,Ja,Inburgeraars met inburgeringscontract,2018,279,86304,32.3276
Mechelen,12025,Ja,Inburgeraars met inburgeringscontract,2019,387,86616,44.68
Mechelen,12025,Ja,Inburgeraars met inburgeringscontract,2020,242,86921,27.8414
Mechelen,12025,Ja,Inburgeraars met inburgeringscontract,2021,371,86911,42.6873
Nijlen,12026,Nee,Inburgeraars met inburgeringscontract,2010,15,21572,6.95346
Nijlen,12026,Nee,Inburgeraars met inburgeringscontract,2011,25,21824,11.4553
Nijlen,12026,Nee,Inburgeraars met inburgeringscontract,2012,8,22065,3.62565
Nijlen,12026,Nee,Inburgeraars met inburgeringscontract,2013,13,22198,5.85638
Nijlen,12026,Nee,Inburgeraars met inburgeringscontract,2014,10,22342,4.47588
Nijlen,12026,Nee,Inburgeraars met inburgeringscontract,2015,14,22559,6.20595
Nijlen,12026,Nee,Inburgeraars met inburgeringscontract,2016,10,22651,4.41482
Nijlen,12026,Nee,Inburgeraars met inburgeringscontract,2017,29,22693,12.7793
Nijlen,12026,Nee,Inburgeraars met inburgeringscontract,2018,15,22813,6.5752
Nijlen,12026,Nee,Inburgeraars met inburgeringscontract,2019,17,22949,7.40773
Nijlen,12026,Nee,Inburgeraars met inburgeringscontract,2020,19,22936,8.28392
Nijlen,12026,Nee,Inburgeraars met inburgeringscontract,2021,8,22985,3.48053
Putte,12029,Nee,Inburgeraars met inburgeringscontract,2010,24,16352,14.6771
Putte,12029,Nee,Inburgeraars met inburgeringscontract,2011,25,16557,15.0994
Putte,12029,Nee,Inburgeraars met inburgeringscontract,2012,20,16726,11.9574
Putte,12029,Nee,Inburgeraars met inburgeringscontract,2013,13,16896,7.69413
Putte,12029,Nee,Inburgeraars met inburgeringscontract,2014,8,17133,4.66935
Putte,12029,Nee,Inburgeraars met inburgeringscontract,2015,15,17195,8.72347
Putte,12029,Nee,Inburgeraars met inburgeringscontract,2016,26,17227,15.0926
Putte,12029,Nee,Inburgeraars met inburgeringscontract,2017,18,17379,10.3573
Putte,12029,Nee,Inburgeraars met inburgeringscontract,2018,15,17584,8.53048
Putte,12029,Nee,Inburgeraars met inburgeringscontract,2019,16,17800,8.98876
Putte,12029,Nee,Inburgeraars met inburgeringscontract,2020,10,17927,5.57818
Putte,12029,Nee,Inburgeraars met inburgeringscontract,2021,20,18109,11.0442
Sint-Katelijne-Waver,12035,Nee,Inburgeraars met inburgeringscontract,2010,21,20149,10.4224
Sint-Katelijne-Waver,12035,Nee,Inburgeraars met inburgeringscontract,2011,29,20341,14.2569
Sint-Katelijne-Waver,12035,Nee,Inburgeraars met inburgeringscontract,2012,19,20349,9.33707
Sint-Katelijne-Waver,12035,Nee,Inburgeraars met inburgeringscontract,2013,35,20412,17.1468
Sint-Katelijne-Waver,12035,Nee,Inburgeraars met inburgeringscontract,2014,30,20401,14.7052
Sint-Katelijne-Waver,12035,Nee,Inburgeraars met inburgeringscontract,2015,25,20427,12.2387
Sint-Katelijne-Waver,12035,Nee,Inburgeraars met inburgeringscontract,2016,38,20609,18.4385
Sint-Katelijne-Waver,12035,Nee,Inburgeraars met inburgeringscontract,2017,22,20681,10.6378
Sint-Katelijne-Waver,12035,Nee,Inburgeraars met inburgeringscontract,2018,26,20870,12.4581
Sint-Katelijne-Waver,12035,Nee,Inburgeraars met inburgeringscontract,2019,29,20792,13.9477
Sint-Katelijne-Waver,12035,Nee,Inburgeraars met inburgeringscontract,2020,15,21026,7.13402
Sint-Katelijne-Waver,12035,Nee,Inburgeraars met inburgeringscontract,2021,25,21197,11.7941
Willebroek,12040,Nee,Inburgeraars met inburgeringscontract,2010,62,24204,25.6156
Willebroek,12040,Nee,Inburgeraars met inburgeringscontract,2011,50,24527,20.3857
Willebroek,12040,Nee,Inburgeraars met inburgeringscontract,2012,54,24825,21.7523
Willebroek,12040,Nee,Inburgeraars met inburgeringscontract,2013,42,25059,16.7604
Willebroek,12040,Nee,Inburgeraars met inburgeringscontract,2014,63,25327,24.8746
Willebroek,12040,Nee,Inburgeraars met inburgeringscontract,2015,81,25446,31.8321
Willebroek,12040,Nee,Inburgeraars met inburgeringscontract,2016,84,25745,32.6277
Willebroek,12040,Nee,Inburgeraars met inburgeringscontract,2017,60,26088,22.9991
Willebroek,12040,Nee,Inburgeraars met inburgeringscontract,2018,72,26223,27.4568
Willebroek,12040,Nee,Inburgeraars met inburgeringscontract,2019,87,26462,32.8773
Willebroek,12040,Nee,Inburgeraars met inburgeringscontract,2020,62,26826,23.1119
Willebroek,12040,Nee,Inburgeraars met inburgeringscontract,2021,115,27081,42.4652
Puurs-Sint-Amands,12041,Nee,Inburgeraars met inburgeringscontract,2010,20,24607,8.12777
Puurs-Sint-Amands,12041,Nee,Inburgeraars met inburgeringscontract,2011,34,24744,13.7407
Puurs-Sint-Amands,12041,Nee,Inburgeraars met inburgeringscontract,2012,13,24828,5.23602
Puurs-Sint-Amands,12041,Nee,Inburgeraars met inburgeringscontract,2013,20,25021,7.99329
Puurs-Sint-Amands,12041,Nee,Inburgeraars met inburgeringscontract,2014,17,25213,6.74255
Puurs-Sint-Amands,12041,Nee,Inburgeraars met inburgeringscontract,2015,26,25338,10.2613
Puurs-Sint-Amands,12041,Nee,Inburgeraars met inburgeringscontract,2016,30,25331,11.8432
Puurs-Sint-Amands,12041,Nee,Inburgeraars met inburgeringscontract,2017,21,25602,8.20248
Puurs-Sint-Amands,12041,Nee,Inburgeraars met inburgeringscontract,2018,31,25932,11.9543
Puurs-Sint-Amands,12041,Nee,Inburgeraars met inburgeringscontract,2019,42,25882,16.2275
Puurs-Sint-Amands,12041,Nee,Inburgeraars met inburgeringscontract,2020,17,26142,6.50295
Puurs-Sint-Amands,12041,Nee,Inburgeraars met inburgeringscontract,2021,42,26208,16.0256
Arendonk,13001,Nee,Inburgeraars met inburgeringscontract,2010,91,12758,71.3278
Arendonk,13001,Nee,Inburgeraars met inburgeringscontract,2011,141,12855,109.685
Arendonk,13001,Nee,Inburgeraars met inburgeringscontract,2012,133,12894,103.149
Arendonk,13001,Nee,Inburgeraars met inburgeringscontract,2013,26,12941,20.0912
Arendonk,13001,Nee,Inburgeraars met inburgeringscontract,2014,27,12956,20.8398
Arendonk,13001,Nee,Inburgeraars met inburgeringscontract,2015,36,13053,27.5799
Arendonk,13001,Nee,Inburgeraars met inburgeringscontract,2016,88,13142,66.9609
Arendonk,13001,Nee,Inburgeraars met inburgeringscontract,2017,46,13261,34.6882
Arendonk,13001,Nee,Inburgeraars met inburgeringscontract,2018,37,13281,27.8593
Arendonk,13001,Nee,Inburgeraars met inburgeringscontract,2019,75,13293,56.4207
Arendonk,13001,Nee,Inburgeraars met inburgeringscontract,2020,78,13290,58.6907
Arendonk,13001,Nee,Inburgeraars met inburgeringscontract,2021,60,13207,45.4305
Baarle-Hertog,13002,Nee,Inburgeraars met inburgeringscontract,2010,8,2504,31.9489
Baarle-Hertog,13002,Nee,Inburgeraars met inburgeringscontract,2011,7,2594,26.9854
Baarle-Hertog,13002,Nee,Inburgeraars met inburgeringscontract,2012,7,2592,27.0062
Baarle-Hertog,13002,Nee,Inburgeraars met inburgeringscontract,2013,4,2630,15.2091
Baarle-Hertog,13002,Nee,Inburgeraars met inburgeringscontract,2014,8,2618,30.5577
Baarle-Hertog,13002,Nee,Inburgeraars met inburgeringscontract,2015,9,2680,33.5821
Baarle-Hertog,13002,Nee,Inburgeraars met inburgeringscontract,2016,7,2663,26.2861
Baarle-Hertog,13002,Nee,Inburgeraars met inburgeringscontract,2017,5,2695,18.5529
Baarle-Hertog,13002,Nee,Inburgeraars met inburgeringscontract,2018,12,2705,44.3623
Baarle-Hertog,13002,Nee,Inburgeraars met inburgeringscontract,2019,14,2760,50.7246
Baarle-Hertog,13002,Nee,Inburgeraars met inburgeringscontract,2020,10,2865,34.904
Baarle-Hertog,13002,Nee,Inburgeraars met inburgeringscontract,2021,10,2935,34.0716
Balen,13003,Nee,Inburgeraars met inburgeringscontract,2010,26,21022,12.368
Balen,13003,Nee,Inburgeraars met inburgeringscontract,2011,20,21305,9.38747
Balen,13003,Nee,Inburgeraars met inburgeringscontract,2012,28,21570,12.981
Balen,13003,Nee,Inburgeraars met inburgeringscontract,2013,14,21772,6.43028
Balen,13003,Nee,Inburgeraars met inburgeringscontract,2014,13,21817,5.95866
Balen,13003,Nee,Inburgeraars met inburgeringscontract,2015,15,21969,6.8278
Balen,13003,Nee,Inburgeraars met inburgeringscontract,2016,39,22168,17.5929
Balen,13003,Nee,Inburgeraars met inburgeringscontract,2017,28,22356,12.5246
Balen,13003,Nee,Inburgeraars met inburgeringscontract,2018,21,22426,9.36413
Balen,13003,Nee,Inburgeraars met inburgeringscontract,2019,29,22618,12.8216
Balen,13003,Nee,Inburgeraars met inburgeringscontract,2020,22,22813,9.64362
Balen,13003,Nee,Inburgeraars met inburgeringscontract,2021,38,22853,16.628
Beerse,13004,Nee,Inburgeraars met inburgeringscontract,2010,14,17003,8.23384
Beerse,13004,Nee,Inburgeraars met inburgeringscontract,2011,21,17035,12.3276
Beerse,13004,Nee,Inburgeraars met inburgeringscontract,2012,15,17167,8.73769
Beerse,13004,Nee,Inburgeraars met inburgeringscontract,2013,23,17340,13.2641
Beerse,13004,Nee,Inburgeraars met inburgeringscontract,2014,24,17550,13.6752
Beerse,13004,Nee,Inburgeraars met inburgeringscontract,2015,18,17600,10.2273
Beerse,13004,Nee,Inburgeraars met inburgeringscontract,2016,45,17829,25.2398
Beerse,13004,Nee,Inburgeraars met inburgeringscontract,2017,23,17907,12.8441
Beerse,13004,Nee,Inburgeraars met inburgeringscontract,2018,19,17931,10.5962
Beerse,13004,Nee,Inburgeraars met inburgeringscontract,2019,29,18084,16.0363
Beerse,13004,Nee,Inburgeraars met inburgeringscontract,2020,31,18128,17.1006
Beerse,13004,Nee,Inburgeraars met inburgeringscontract,2021,35,18194,19.2371
Dessel,13006,Nee,Inburgeraars met inburgeringscontract,2010,12,9107,13.1767
Dessel,13006,Nee,Inburgeraars met inburgeringscontract,2011,9,9177,9.80713
Dessel,13006,Nee,Inburgeraars met inburgeringscontract,2012,5,9231,5.41653
Dessel,13006,Nee,Inburgeraars met inburgeringscontract,2013,10,9286,10.7689
Dessel,13006,Nee,Inburgeraars met inburgeringscontract,2014,8,9350,8.55615
Dessel,13006,Nee,Inburgeraars met inburgeringscontract,2015,10,9400,10.6383
