Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Aantal inburgeraars die zich hebben aangemeld bij een onthaalbureau,Aantal inwoners,Verhouding per 10.000 inwoners
Kortrijk,34022,Ja,Inburgeraars aangemeld bij onthaalbureau,2017,316,75736,41.7239
Kortrijk,34022,Ja,Inburgeraars aangemeld bij onthaalbureau,2018,279,76265,36.583
Kortrijk,34022,Ja,Inburgeraars aangemeld bij onthaalbureau,2019,275,76735,35.8376
Kortrijk,34022,Ja,Inburgeraars aangemeld bij onthaalbureau,2020,215,77109,27.8826
Kortrijk,34022,Ja,Inburgeraars aangemeld bij onthaalbureau,2021,335,77213,43.3865
Kuurne,34023,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,34,12902,26.3525
Kuurne,34023,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,28,12967,21.5933
Kuurne,34023,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,19,12961,14.6594
Kuurne,34023,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,18,13052,13.791
Kuurne,34023,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,26,13105,19.8398
Kuurne,34023,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,24,13084,18.343
Kuurne,34023,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,33,13140,25.1142
Kuurne,34023,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,20,13219,15.1297
Kuurne,34023,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,25,13318,18.7716
Kuurne,34023,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,22,13484,16.3156
Kuurne,34023,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,21,13676,15.3554
Kuurne,34023,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,36,13794,26.0983
Lendelede,34025,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,4,5589,7.15692
Lendelede,34025,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,5,5647,8.85426
Lendelede,34025,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,2,5684,3.51865
Lendelede,34025,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,3,5730,5.2356
Lendelede,34025,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,5,5749,8.69716
Lendelede,34025,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,0,5743,0.0
Lendelede,34025,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,13,5746,22.6244
Lendelede,34025,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,4,5768,6.93481
Lendelede,34025,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,6,5742,10.4493
Lendelede,34025,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,7,5747,12.1803
Lendelede,34025,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,2,5787,3.45602
Lendelede,34025,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,6,5766,10.4058
Menen,34027,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,150,32530,46.1113
Menen,34027,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,115,32731,35.1349
Menen,34027,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,103,32683,31.5149
Menen,34027,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,86,32707,26.2941
Menen,34027,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,75,32964,22.7521
Menen,34027,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,95,32905,28.871
Menen,34027,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,155,32877,47.1454
Menen,34027,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,106,33112,32.0126
Menen,34027,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,96,33190,28.9244
Menen,34027,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,130,33385,38.9396
Menen,34027,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,91,33540,27.1318
Menen,34027,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,109,33708,32.3365
Waregem,34040,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,58,36306,15.9753
Waregem,34040,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,78,36593,21.3156
Waregem,34040,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,48,36751,13.0609
Waregem,34040,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,111,36960,30.0325
Waregem,34040,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,76,37155,20.4549
Waregem,34040,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,78,37341,20.8886
Waregem,34040,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,103,37606,27.3892
Waregem,34040,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,86,37871,22.7087
Waregem,34040,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,68,38125,17.8361
Waregem,34040,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,72,38266,18.8157
Waregem,34040,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,80,38350,20.8605
Waregem,34040,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,84,38535,21.7984
Wevelgem,34041,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,43,30975,13.8822
Wevelgem,34041,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,36,31066,11.5882
Wevelgem,34041,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,33,31076,10.6191
Wevelgem,34041,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,55,31100,17.6849
Wevelgem,34041,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,32,31063,10.3016
Wevelgem,34041,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,35,31307,11.1796
Wevelgem,34041,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,54,31291,17.2574
Wevelgem,34041,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,34,31457,10.8084
Wevelgem,34041,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,41,31412,13.0523
Wevelgem,34041,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,53,31406,16.8758
Wevelgem,34041,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,47,31579,14.8833
Wevelgem,34041,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,78,31503,24.7595
Zwevegem,34042,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,15,24113,6.22071
Zwevegem,34042,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,20,24100,8.29876
Zwevegem,34042,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,26,24209,10.7398
Zwevegem,34042,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,22,24197,9.09204
Zwevegem,34042,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,22,24258,9.06917
Zwevegem,34042,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,23,24271,9.47633
Zwevegem,34042,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,22,24353,9.03379
Zwevegem,34042,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,20,24530,8.15328
Zwevegem,34042,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,23,24619,9.34238
Zwevegem,34042,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,21,24656,8.5172
Zwevegem,34042,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,23,24814,9.26896
Zwevegem,34042,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,25,24853,10.0591
Spiere-Helkijn,34043,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,0,2110,0.0
Spiere-Helkijn,34043,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,1,2126,4.70367
Spiere-Helkijn,34043,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,2,2110,9.47867
Spiere-Helkijn,34043,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,1,2126,4.70367
Spiere-Helkijn,34043,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,2,2120,9.43396
Spiere-Helkijn,34043,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,0,2155,0.0
Spiere-Helkijn,34043,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,2,2133,9.37647
Spiere-Helkijn,34043,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,1,2142,4.66853
Spiere-Helkijn,34043,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,0,2087,0.0
Spiere-Helkijn,34043,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,1,2049,4.88043
Spiere-Helkijn,34043,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,3,2071,14.4858
Spiere-Helkijn,34043,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,4,2076,19.2678
Bredene,35002,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,42,16202,25.9227
Bredene,35002,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,21,16383,12.8182
Bredene,35002,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,30,16496,18.1862
Bredene,35002,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,20,16754,11.9374
Bredene,35002,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,23,16962,13.5597
Bredene,35002,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,21,17301,12.138
Bredene,35002,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,54,17360,31.106
Bredene,35002,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,38,17585,21.6093
Bredene,35002,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,30,17828,16.8275
Bredene,35002,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,29,18095,16.0265
Bredene,35002,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,23,18141,12.6785
Bredene,35002,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,31,18086,17.1403
Gistel,35005,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,23,11727,19.6129
Gistel,35005,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,15,11782,12.7313
Gistel,35005,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,9,11792,7.63229
Gistel,35005,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,15,11871,12.6358
Gistel,35005,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,17,11826,14.3751
Gistel,35005,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,17,11753,14.4644
Gistel,35005,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,35,11851,29.5334
Gistel,35005,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,16,12021,13.31
Gistel,35005,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,19,12063,15.7506
Gistel,35005,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,29,12178,23.8134
Gistel,35005,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,21,12166,17.2612
Gistel,35005,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,16,12107,13.2155
Ichtegem,35006,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,14,13839,10.1163
Ichtegem,35006,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,21,13860,15.1515
Ichtegem,35006,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,7,13898,5.0367
Ichtegem,35006,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,9,13869,6.48929
Ichtegem,35006,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,9,13929,6.46134
Ichtegem,35006,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,4,13952,2.86697
Ichtegem,35006,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,4,13945,2.86841
Ichtegem,35006,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,10,13950,7.16846
Ichtegem,35006,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,17,13939,12.196
Ichtegem,35006,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,12,14050,8.54093
Ichtegem,35006,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,13,14041,9.2586
Ichtegem,35006,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,20,14068,14.2167
Middelkerke,35011,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,19,18636,10.1953
Middelkerke,35011,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,38,18893,20.1133
Middelkerke,35011,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,16,19052,8.39807
Middelkerke,35011,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,23,19083,12.0526
Middelkerke,35011,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,20,19177,10.4292
Middelkerke,35011,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,20,19302,10.3616
Middelkerke,35011,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,32,19262,16.613
Middelkerke,35011,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,28,19186,14.594
Middelkerke,35011,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,25,19371,12.9059
Middelkerke,35011,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,15,19336,7.75755
Middelkerke,35011,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,27,19578,13.791
Middelkerke,35011,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,21,19676,10.6729
Oostende,35013,Ja,Inburgeraars aangemeld bij onthaalbureau,2010,417,69064,60.3788
Oostende,35013,Ja,Inburgeraars aangemeld bij onthaalbureau,2011,388,69732,55.6416
Oostende,35013,Ja,Inburgeraars aangemeld bij onthaalbureau,2012,379,70284,53.9241
Oostende,35013,Ja,Inburgeraars aangemeld bij onthaalbureau,2013,354,69969,50.5938
Oostende,35013,Ja,Inburgeraars aangemeld bij onthaalbureau,2014,327,70274,46.5321
Oostende,35013,Ja,Inburgeraars aangemeld bij onthaalbureau,2015,455,70460,64.5756
Oostende,35013,Ja,Inburgeraars aangemeld bij onthaalbureau,2016,585,70600,82.8612
Oostende,35013,Ja,Inburgeraars aangemeld bij onthaalbureau,2017,497,70994,70.0059
Oostende,35013,Ja,Inburgeraars aangemeld bij onthaalbureau,2018,385,71332,53.973
Oostende,35013,Ja,Inburgeraars aangemeld bij onthaalbureau,2019,359,71494,50.214
Oostende,35013,Ja,Inburgeraars aangemeld bij onthaalbureau,2020,326,71647,45.5009
Oostende,35013,Ja,Inburgeraars aangemeld bij onthaalbureau,2021,286,71755,39.8578
Oudenburg,35014,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,16,8972,17.8333
Oudenburg,35014,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,11,9042,12.1655
Oudenburg,35014,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,5,9110,5.48847
Oudenburg,35014,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,17,9094,18.6936
Oudenburg,35014,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,7,9217,7.59466
Oudenburg,35014,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,12,9222,13.0124
Oudenburg,35014,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,9,9279,9.69932
Oudenburg,35014,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,8,9325,8.57909
Oudenburg,35014,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,21,9300,22.5806
Oudenburg,35014,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,12,9381,12.7918
Oudenburg,35014,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,21,9507,22.089
Oudenburg,35014,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,19,9672,19.6443
De Haan,35029,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,16,12401,12.9022
De Haan,35029,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,11,12518,8.78735
De Haan,35029,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,21,12473,16.8364
De Haan,35029,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,14,12563,11.1438
De Haan,35029,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,19,12577,15.1069
De Haan,35029,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,31,12587,24.6286
De Haan,35029,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,44,12622,34.8598
De Haan,35029,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,34,12656,26.8647
De Haan,35029,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,16,12635,12.6632
De Haan,35029,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,12,12666,9.47418
De Haan,35029,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,20,12700,15.748
De Haan,35029,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,23,12789,17.9842
Hooglede,36006,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,7,9957,7.03023
Hooglede,36006,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,8,9967,8.02649
Hooglede,36006,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,11,9895,11.1167
Hooglede,36006,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,16,10047,15.9252
Hooglede,36006,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,14,10106,13.8532
Hooglede,36006,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,11,10071,10.9225
Hooglede,36006,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,23,10016,22.9633
Hooglede,36006,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,15,10007,14.9895
Hooglede,36006,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,25,9950,25.1256
Hooglede,36006,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,29,9987,29.0377
Hooglede,36006,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,22,9973,22.0596
Hooglede,36006,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,26,9925,26.1965
Ingelmunster,36007,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,33,10641,31.0121
Ingelmunster,36007,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,33,10680,30.8989
Ingelmunster,36007,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,20,10728,18.6428
Ingelmunster,36007,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,40,10818,36.9754
Ingelmunster,36007,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,29,10789,26.8792
Ingelmunster,36007,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,17,10691,15.9012
Ingelmunster,36007,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,41,10792,37.9911
Ingelmunster,36007,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,16,10792,14.8258
Ingelmunster,36007,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,20,10928,18.3016
Ingelmunster,36007,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,27,10996,24.5544
Ingelmunster,36007,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,21,11131,18.8662
Ingelmunster,36007,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,26,11189,23.2371
Izegem,36008,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,52,27111,19.1804
Izegem,36008,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,35,27238,12.8497
Izegem,36008,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,30,27363,10.9637
Izegem,36008,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,35,27354,12.7952
Izegem,36008,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,45,27364,16.445
Izegem,36008,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,43,27376,15.7072
Izegem,36008,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,61,27550,22.1416
Izegem,36008,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,72,27590,26.0964
Izegem,36008,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,53,27729,19.1136
Izegem,36008,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,91,28018,32.4791
Izegem,36008,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,73,28322,25.775
Izegem,36008,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,78,28554,27.3167
Ledegem,36010,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,18,9530,18.8877
Ledegem,36010,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,13,9583,13.5657
Ledegem,36010,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,7,9509,7.36145
Ledegem,36010,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,11,9523,11.551
Ledegem,36010,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,7,9522,7.3514
Ledegem,36010,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,8,9507,8.41485
Ledegem,36010,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,12,9530,12.5918
Ledegem,36010,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,9,9607,9.36817
Ledegem,36010,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,17,9716,17.4969
Ledegem,36010,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,16,9695,16.5034
Ledegem,36010,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,13,9687,13.42
Ledegem,36010,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,16,9715,16.4694
Lichtervelde,36011,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,17,8501,19.9976
Lichtervelde,36011,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,8,8490,9.42285
Lichtervelde,36011,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,7,8512,8.22368
Lichtervelde,36011,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,7,8536,8.20056
Lichtervelde,36011,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,5,8625,5.7971
Lichtervelde,36011,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,5,8612,5.80585
Lichtervelde,36011,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,14,8688,16.1142
Lichtervelde,36011,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,10,8760,11.4155
Lichtervelde,36011,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,15,8793,17.059
Lichtervelde,36011,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,15,8926,16.8048
Lichtervelde,36011,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,9,8943,10.0637
Lichtervelde,36011,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,6,8962,6.69493
Moorslede,36012,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,14,10799,12.9642
Moorslede,36012,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,7,10859,6.44627
Moorslede,36012,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,10,10925,9.15332
Moorslede,36012,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,10,10990,9.09918
Moorslede,36012,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,4,10962,3.64897
Moorslede,36012,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,7,10942,6.39737
Moorslede,36012,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,12,10949,10.9599
Moorslede,36012,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,9,11015,8.17068
Moorslede,36012,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,16,11080,14.4404
Moorslede,36012,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,27,11250,24.0
Moorslede,36012,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,15,11442,13.1096
Moorslede,36012,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,14,11445,12.2324
Roeselare,36015,Ja,Inburgeraars aangemeld bij onthaalbureau,2010,186,57432,32.3861
Roeselare,36015,Ja,Inburgeraars aangemeld bij onthaalbureau,2011,213,58137,36.6376
Roeselare,36015,Ja,Inburgeraars aangemeld bij onthaalbureau,2012,181,58823,30.7703
Roeselare,36015,Ja,Inburgeraars aangemeld bij onthaalbureau,2013,241,59340,40.6134
Roeselare,36015,Ja,Inburgeraars aangemeld bij onthaalbureau,2014,338,59714,56.6031
Roeselare,36015,Ja,Inburgeraars aangemeld bij onthaalbureau,2015,334,60386,55.3108
Roeselare,36015,Ja,Inburgeraars aangemeld bij onthaalbureau,2016,355,60999,58.1977
Roeselare,36015,Ja,Inburgeraars aangemeld bij onthaalbureau,2017,357,61657,57.901
Roeselare,36015,Ja,Inburgeraars aangemeld bij onthaalbureau,2018,403,62301,64.686
Roeselare,36015,Ja,Inburgeraars aangemeld bij onthaalbureau,2019,401,62954,63.6973
Roeselare,36015,Ja,Inburgeraars aangemeld bij onthaalbureau,2020,300,63478,47.2605
Roeselare,36015,Ja,Inburgeraars aangemeld bij onthaalbureau,2021,372,63763,58.341
Staden,36019,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,9,11053,8.14259
Staden,36019,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,3,10979,2.73249
Staden,36019,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,1,10951,0.913159
Staden,36019,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,15,10949,13.6999
Staden,36019,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,16,11068,14.4561
Staden,36019,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,19,11193,16.9749
Staden,36019,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,20,11173,17.9003
Staden,36019,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,17,11314,15.0256
Staden,36019,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,34,11376,29.8875
Staden,36019,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,44,11489,38.2975
Staden,36019,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,22,11518,19.1005
Staden,36019,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,24,11462,20.9388
Dentergem,37002,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,9,8254,10.9038
Dentergem,37002,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,5,8311,6.01612
Dentergem,37002,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,1,8339,1.19918
Dentergem,37002,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,8,8333,9.60038
Dentergem,37002,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,5,8340,5.9952
Dentergem,37002,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,13,8371,15.5298
Dentergem,37002,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,6,8374,7.16503
Dentergem,37002,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,10,8378,11.936
Dentergem,37002,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,7,8484,8.25083
Dentergem,37002,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,10,8555,11.6891
Dentergem,37002,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,6,8612,6.96702
Dentergem,37002,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,9,8644,10.4118
Meulebeke,37007,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,15,11059,13.5636
Meulebeke,37007,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,13,11071,11.7424
Meulebeke,37007,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,11,11086,9.92242
Meulebeke,37007,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,9,11075,8.12641
Meulebeke,37007,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,10,11078,9.0269
Meulebeke,37007,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,15,11023,13.6079
Meulebeke,37007,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,19,11018,17.2445
Meulebeke,37007,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,20,11041,18.1143
