Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Aantal inburgeraars die zich hebben aangemeld bij een onthaalbureau,Aantal inwoners,Verhouding per 10.000 inwoners
Stabroek,11044,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,19,18680,10.1713
Wijnegem,11050,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,16,8984,17.8094
Wijnegem,11050,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,12,9039,13.2758
Wijnegem,11050,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,13,9041,14.3789
Wijnegem,11050,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,10,9137,10.9445
Wijnegem,11050,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,21,9131,22.9986
Wijnegem,11050,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,8,9314,8.58922
Wijnegem,11050,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,26,9365,27.7629
Wijnegem,11050,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,20,9659,20.7061
Wijnegem,11050,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,31,9711,31.9226
Wijnegem,11050,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,23,9816,23.4311
Wijnegem,11050,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,17,9983,17.0289
Wijnegem,11050,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,24,10084,23.8001
Wommelgem,11052,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,35,12334,28.3768
Wommelgem,11052,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,27,12373,21.8217
Wommelgem,11052,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,22,12386,17.762
Wommelgem,11052,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,12,12405,9.67352
Wommelgem,11052,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,25,12467,20.0529
Wommelgem,11052,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,33,12547,26.3011
Wommelgem,11052,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,19,12591,15.0901
Wommelgem,11052,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,26,12785,20.3363
Wommelgem,11052,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,27,12893,20.9416
Wommelgem,11052,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,18,12865,13.9914
Wommelgem,11052,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,29,12943,22.4059
Wommelgem,11052,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,33,12991,25.4022
Wuustwezel,11053,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,31,19213,16.1349
Wuustwezel,11053,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,20,19371,10.3247
Wuustwezel,11053,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,14,19547,7.16222
Wuustwezel,11053,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,28,19731,14.1909
Wuustwezel,11053,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,14,19872,7.04509
Wuustwezel,11053,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,38,20124,18.8829
Wuustwezel,11053,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,49,20228,24.2238
Wuustwezel,11053,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,29,20459,14.1747
Wuustwezel,11053,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,36,20671,17.4157
Wuustwezel,11053,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,36,20970,17.1674
Wuustwezel,11053,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,22,21213,10.371
Wuustwezel,11053,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,36,21346,16.865
Zandhoven,11054,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,14,12387,11.3022
Zandhoven,11054,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,14,12533,11.1705
Zandhoven,11054,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,8,12580,6.3593
Zandhoven,11054,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,8,12713,6.29277
Zandhoven,11054,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,14,12729,10.9985
Zandhoven,11054,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,15,12727,11.786
Zandhoven,11054,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,19,12768,14.881
Zandhoven,11054,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,17,12843,13.2368
Zandhoven,11054,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,13,12985,10.0116
Zandhoven,11054,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,24,13025,18.4261
Zandhoven,11054,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,19,13071,14.536
Zandhoven,11054,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,12,13124,9.14355
Zoersel,11055,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,25,21265,11.7564
Zoersel,11055,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,14,21415,6.53747
Zoersel,11055,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,18,21555,8.35073
Zoersel,11055,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,19,21610,8.79223
Zoersel,11055,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,14,21573,6.48959
Zoersel,11055,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,22,21704,10.1364
Zoersel,11055,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,24,21764,11.0274
Zoersel,11055,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,24,21857,10.9805
Zoersel,11055,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,20,21739,9.20006
Zoersel,11055,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,17,21944,7.74699
Zoersel,11055,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,15,22065,6.7981
Zoersel,11055,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,24,22142,10.8391
Zwijndrecht,11056,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,45,18573,24.2287
Zwijndrecht,11056,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,31,18656,16.6166
Zwijndrecht,11056,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,27,18643,14.4826
Zwijndrecht,11056,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,32,18794,17.0267
Zwijndrecht,11056,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,28,18952,14.7742
Zwijndrecht,11056,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,47,18936,24.8204
Zwijndrecht,11056,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,88,18957,46.4208
Zwijndrecht,11056,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,46,18985,24.2297
Zwijndrecht,11056,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,55,19002,28.9443
Zwijndrecht,11056,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,66,19056,34.6348
Zwijndrecht,11056,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,46,19154,24.0159
Zwijndrecht,11056,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,56,19263,29.0713
Malle,11057,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,28,14531,19.2691
Malle,11057,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,23,14616,15.7362
Malle,11057,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,23,14763,15.5795
Malle,11057,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,16,14948,10.7038
Malle,11057,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,25,15013,16.6522
Malle,11057,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,21,15083,13.923
Malle,11057,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,40,15158,26.3887
Malle,11057,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,33,15257,21.6294
Malle,11057,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,23,15304,15.0288
Malle,11057,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,29,15561,18.6363
Malle,11057,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,27,15602,17.3055
Malle,11057,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,21,15620,13.4443
Berlaar,12002,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,21,10889,19.2855
Berlaar,12002,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,13,10891,11.9365
Berlaar,12002,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,14,10960,12.7737
Berlaar,12002,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,14,11013,12.7122
Berlaar,12002,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,17,11034,15.4069
Berlaar,12002,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,10,11174,8.94935
Berlaar,12002,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,20,11203,17.8524
Berlaar,12002,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,22,11385,19.3237
Berlaar,12002,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,13,11507,11.2975
Berlaar,12002,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,13,11527,11.2779
Berlaar,12002,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,13,11656,11.1531
Berlaar,12002,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,10,11710,8.53971
Bonheiden,12005,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,17,14669,11.5891
Bonheiden,12005,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,19,14656,12.964
Bonheiden,12005,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,8,14722,5.43404
Bonheiden,12005,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,12,14828,8.0928
Bonheiden,12005,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,8,14778,5.41345
Bonheiden,12005,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,14,14769,9.47931
Bonheiden,12005,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,13,14704,8.84113
Bonheiden,12005,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,10,14826,6.74491
Bonheiden,12005,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,15,14951,10.0328
Bonheiden,12005,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,18,15010,11.992
Bonheiden,12005,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,13,15078,8.62183
Bonheiden,12005,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,20,15177,13.1778
Bornem,12007,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,19,20556,9.24304
Bornem,12007,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,22,20727,10.6142
Bornem,12007,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,18,20866,8.62647
Bornem,12007,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,17,20810,8.16915
Bornem,12007,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,13,20858,6.23262
Bornem,12007,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,9,20940,4.29799
Bornem,12007,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,28,21039,13.3086
Bornem,12007,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,23,21129,10.8855
Bornem,12007,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,20,21186,9.4402
Bornem,12007,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,29,21366,13.573
Bornem,12007,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,14,21353,6.55646
Bornem,12007,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,29,21428,13.5337
Duffel,12009,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,21,16577,12.6682
Duffel,12009,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,26,16770,15.5039
Duffel,12009,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,23,16941,13.5765
Duffel,12009,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,20,17037,11.7392
Duffel,12009,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,25,17119,14.6037
Duffel,12009,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,22,17131,12.8422
Duffel,12009,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,25,17292,14.4576
Duffel,12009,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,27,17302,15.6051
Duffel,12009,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,39,17385,22.4331
Duffel,12009,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,25,17491,14.2931
Duffel,12009,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,25,17664,14.1531
Duffel,12009,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,34,17714,19.1939
Heist-op-den-Berg,12014,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,46,39866,11.5387
Heist-op-den-Berg,12014,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,43,40236,10.6869
Heist-op-den-Berg,12014,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,35,40512,8.63942
Heist-op-den-Berg,12014,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,37,40915,9.04314
Heist-op-den-Berg,12014,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,41,41365,9.91176
Heist-op-den-Berg,12014,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,48,41812,11.48
Heist-op-den-Berg,12014,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,61,42110,14.4859
Heist-op-den-Berg,12014,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,62,42416,14.6171
Heist-op-den-Berg,12014,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,48,42478,11.3
Heist-op-den-Berg,12014,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,49,42681,11.4805
Heist-op-den-Berg,12014,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,46,42950,10.7101
Heist-op-den-Berg,12014,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,49,43096,11.37
Lier,12021,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,89,33930,26.2305
Lier,12021,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,114,34123,33.4086
Lier,12021,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,83,34276,24.2152
Lier,12021,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,105,34497,30.4374
Lier,12021,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,104,34368,30.2607
Lier,12021,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,101,34652,29.1469
Lier,12021,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,157,34905,44.9792
Lier,12021,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,128,35244,36.3182
Lier,12021,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,100,35712,28.0018
Lier,12021,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,135,36242,37.2496
Lier,12021,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,58,36646,15.8271
Lier,12021,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,127,36923,34.3959
Mechelen,12025,Ja,Inburgeraars aangemeld bij onthaalbureau,2010,437,80940,53.9906
Mechelen,12025,Ja,Inburgeraars aangemeld bij onthaalbureau,2011,407,81927,49.6784
Mechelen,12025,Ja,Inburgeraars aangemeld bij onthaalbureau,2012,303,82325,36.8053
Mechelen,12025,Ja,Inburgeraars aangemeld bij onthaalbureau,2013,312,82602,37.7715
Mechelen,12025,Ja,Inburgeraars aangemeld bij onthaalbureau,2014,334,83194,40.1471
Mechelen,12025,Ja,Inburgeraars aangemeld bij onthaalbureau,2015,356,83975,42.3936
Mechelen,12025,Ja,Inburgeraars aangemeld bij onthaalbureau,2016,478,84523,56.5527
Mechelen,12025,Ja,Inburgeraars aangemeld bij onthaalbureau,2017,346,85665,40.3899
Mechelen,12025,Ja,Inburgeraars aangemeld bij onthaalbureau,2018,303,86304,35.1085
Mechelen,12025,Ja,Inburgeraars aangemeld bij onthaalbureau,2019,450,86616,51.9534
Mechelen,12025,Ja,Inburgeraars aangemeld bij onthaalbureau,2020,274,86921,31.5229
Mechelen,12025,Ja,Inburgeraars aangemeld bij onthaalbureau,2021,399,86911,45.909
Nijlen,12026,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,18,21572,8.34415
Nijlen,12026,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,25,21824,11.4553
Nijlen,12026,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,11,22065,4.98527
Nijlen,12026,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,13,22198,5.85638
Nijlen,12026,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,13,22342,5.81864
Nijlen,12026,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,14,22559,6.20595
Nijlen,12026,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,17,22651,7.50519
Nijlen,12026,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,26,22693,11.4573
Nijlen,12026,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,16,22813,7.01354
Nijlen,12026,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,21,22949,9.15073
Nijlen,12026,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,21,22936,9.15591
Nijlen,12026,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,10,22985,4.35066
Putte,12029,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,28,16352,17.1233
Putte,12029,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,23,16557,13.8914
Putte,12029,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,21,16726,12.5553
Putte,12029,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,22,16896,13.0208
Putte,12029,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,9,17133,5.25302
Putte,12029,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,20,17195,11.6313
Putte,12029,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,32,17227,18.5755
Putte,12029,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,21,17379,12.0835
Putte,12029,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,13,17584,7.39308
Putte,12029,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,17,17800,9.55056
Putte,12029,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,11,17927,6.136
Putte,12029,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,20,18109,11.0442
Sint-Katelijne-Waver,12035,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,22,20149,10.9187
Sint-Katelijne-Waver,12035,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,32,20341,15.7318
Sint-Katelijne-Waver,12035,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,26,20349,12.777
Sint-Katelijne-Waver,12035,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,34,20412,16.6569
Sint-Katelijne-Waver,12035,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,39,20401,19.1167
Sint-Katelijne-Waver,12035,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,24,20427,11.7492
Sint-Katelijne-Waver,12035,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,42,20609,20.3794
Sint-Katelijne-Waver,12035,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,25,20681,12.0884
Sint-Katelijne-Waver,12035,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,27,20870,12.9372
Sint-Katelijne-Waver,12035,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,37,20792,17.7953
Sint-Katelijne-Waver,12035,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,19,21026,9.03643
Sint-Katelijne-Waver,12035,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,28,21197,13.2094
Willebroek,12040,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,77,24204,31.8129
Willebroek,12040,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,55,24527,22.4243
Willebroek,12040,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,65,24825,26.1833
Willebroek,12040,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,45,25059,17.9576
Willebroek,12040,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,92,25327,36.3249
Willebroek,12040,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,85,25446,33.4041
Willebroek,12040,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,92,25745,35.7351
Willebroek,12040,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,75,26088,28.7489
Willebroek,12040,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,87,26223,33.177
Willebroek,12040,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,93,26462,35.1447
Willebroek,12040,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,74,26826,27.5852
Willebroek,12040,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,120,27081,44.3115
Puurs-Sint-Amands,12041,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,28,24607,11.3789
Puurs-Sint-Amands,12041,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,35,24744,14.1448
Puurs-Sint-Amands,12041,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,22,24828,8.86096
Puurs-Sint-Amands,12041,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,29,25021,11.5903
Puurs-Sint-Amands,12041,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,28,25213,11.1054
Puurs-Sint-Amands,12041,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,27,25338,10.6559
Puurs-Sint-Amands,12041,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,31,25331,12.238
Puurs-Sint-Amands,12041,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,26,25602,10.1555
Puurs-Sint-Amands,12041,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,35,25932,13.4968
Puurs-Sint-Amands,12041,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,40,25882,15.4548
Puurs-Sint-Amands,12041,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,16,26142,6.12042
Puurs-Sint-Amands,12041,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,47,26208,17.9335
Arendonk,13001,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,125,12758,97.9777
Arendonk,13001,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,151,12855,117.464
Arendonk,13001,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,180,12894,139.6
Arendonk,13001,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,32,12941,24.7276
Arendonk,13001,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,36,12956,27.7864
Arendonk,13001,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,52,13053,39.8376
Arendonk,13001,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,113,13142,85.9839
Arendonk,13001,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,57,13261,42.9832
Arendonk,13001,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,67,13281,50.448
Arendonk,13001,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,95,13293,71.4662
Arendonk,13001,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,92,13290,69.225
Arendonk,13001,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,64,13207,48.4592
Baarle-Hertog,13002,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,13,2504,51.9169
Baarle-Hertog,13002,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,8,2594,30.8404
Baarle-Hertog,13002,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,7,2592,27.0062
Baarle-Hertog,13002,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,12,2630,45.6274
Baarle-Hertog,13002,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,9,2618,34.3774
Baarle-Hertog,13002,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,11,2680,41.0448
Baarle-Hertog,13002,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,11,2663,41.3068
Baarle-Hertog,13002,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,6,2695,22.2635
Baarle-Hertog,13002,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,13,2705,48.0591
Baarle-Hertog,13002,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,13,2760,47.1014
Baarle-Hertog,13002,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,10,2865,34.904
Baarle-Hertog,13002,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,12,2935,40.8859
Balen,13003,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,30,21022,14.2708
Balen,13003,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,24,21305,11.265
Balen,13003,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,35,21570,16.2262
Balen,13003,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,20,21772,9.18611
Balen,13003,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,16,21817,7.33373
Balen,13003,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,18,21969,8.19336
Balen,13003,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,49,22168,22.1039
Balen,13003,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,33,22356,14.7611
