Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Aantal personen met huidige nationaliteit uit de MOE-landen,Aantal inwoners,Procent
Nieuwerkerken,71045,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,16,6606,0.00242204
Nieuwerkerken,71045,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,8,6685,0.00119671
Nieuwerkerken,71045,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,15,6707,0.00223647
Nieuwerkerken,71045,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,23,6758,0.00340337
Nieuwerkerken,71045,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,27,6732,0.0040107
Nieuwerkerken,71045,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,45,6687,0.00672948
Nieuwerkerken,71045,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,49,6691,0.00732327
Nieuwerkerken,71045,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,52,6729,0.00772775
Nieuwerkerken,71045,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,54,6748,0.00800237
Nieuwerkerken,71045,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,75,6841,0.0109633
Nieuwerkerken,71045,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,93,6865,0.013547
Nieuwerkerken,71045,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,96,6941,0.0138309
Nieuwerkerken,71045,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,111,6960,0.0159483
Nieuwerkerken,71045,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,123,6947,0.0177055
Nieuwerkerken,71045,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,133,6998,0.0190054
Nieuwerkerken,71045,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,160,7062,0.0226565
Nieuwerkerken,71045,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,166,7027,0.0236232
Sint-Truiden,71053,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,186,37147,0.00500713
Sint-Truiden,71053,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,117,37079,0.00315542
Sint-Truiden,71053,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,146,37314,0.00391274
Sint-Truiden,71053,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,171,37501,0.00455988
Sint-Truiden,71053,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,193,37722,0.00511638
Sint-Truiden,71053,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,207,37989,0.00544895
Sint-Truiden,71053,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,280,38247,0.00732084
Sint-Truiden,71053,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,324,38427,0.00843157
Sint-Truiden,71053,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,369,38825,0.00950419
Sint-Truiden,71053,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,429,39117,0.0109671
Sint-Truiden,71053,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,497,39309,0.0126434
Sint-Truiden,71053,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,524,39579,0.0132393
Sint-Truiden,71053,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,584,39747,0.0146929
Sint-Truiden,71053,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,647,39769,0.016269
Sint-Truiden,71053,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,680,39840,0.0170683
Sint-Truiden,71053,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,732,39957,0.0183197
Sint-Truiden,71053,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,751,40158,0.0187011
Sint-Truiden,71053,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,773,40169,0.0192437
Sint-Truiden,71053,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,780,40473,0.0192721
Sint-Truiden,71053,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,864,40590,0.021286
Sint-Truiden,71053,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,920,40672,0.02262
Sint-Truiden,71053,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,971,40557,0.0239416
Sint-Truiden,71053,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,983,40845,0.0240666
Tessenderlo,71057,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,163,15819,0.0103041
Tessenderlo,71057,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,152,16009,0.00949466
Tessenderlo,71057,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,123,16206,0.00758978
Tessenderlo,71057,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,90,16331,0.00551099
Tessenderlo,71057,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,90,16428,0.00547845
Tessenderlo,71057,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,89,16648,0.00534599
Tessenderlo,71057,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,96,16811,0.00571055
Tessenderlo,71057,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,84,16999,0.00494147
Tessenderlo,71057,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,77,17231,0.00446869
Tessenderlo,71057,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,78,17458,0.00446787
Tessenderlo,71057,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,94,17685,0.00531524
Tessenderlo,71057,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,95,17942,0.00529484
Tessenderlo,71057,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,119,18107,0.00657204
Tessenderlo,71057,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,115,18242,0.00630413
Tessenderlo,71057,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,121,18205,0.00664653
Tessenderlo,71057,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,135,18334,0.00736337
Tessenderlo,71057,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,148,18403,0.00804217
Tessenderlo,71057,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,162,18517,0.00874872
Tessenderlo,71057,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,181,18514,0.00977639
Tessenderlo,71057,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,219,18613,0.011766
Tessenderlo,71057,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,247,18727,0.0131895
Tessenderlo,71057,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,297,18881,0.0157301
Tessenderlo,71057,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,311,18884,0.016469
Zonhoven,71066,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,169,18940,0.00892291
Zonhoven,71066,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,129,19172,0.00672856
Zonhoven,71066,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,95,19317,0.00491795
Zonhoven,71066,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,105,19521,0.00537882
Zonhoven,71066,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,100,19649,0.00508932
Zonhoven,71066,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,89,19693,0.00451937
Zonhoven,71066,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,109,19901,0.00547711
Zonhoven,71066,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,80,20060,0.00398804
Zonhoven,71066,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,98,20300,0.00482759
Zonhoven,71066,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,128,20469,0.00625336
Zonhoven,71066,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,175,20570,0.00850754
Zonhoven,71066,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,184,20816,0.00883935
Zonhoven,71066,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,184,20887,0.00880931
Zonhoven,71066,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,159,21022,0.0075635
Zonhoven,71066,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,188,21139,0.00889351
Zonhoven,71066,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,198,21195,0.00934183
Zonhoven,71066,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,213,21276,0.0100113
Zonhoven,71066,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,218,21269,0.0102497
Zonhoven,71066,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,235,21214,0.0110776
Zonhoven,71066,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,248,21237,0.0116777
Zonhoven,71066,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,258,21327,0.0120973
Zonhoven,71066,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,254,21339,0.0119031
Zonhoven,71066,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,272,21473,0.0126671
Zutendaal,71067,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,34,6755,0.00503331
Zutendaal,71067,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,29,6764,0.0042874
Zutendaal,71067,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,27,6809,0.00396534
Zutendaal,71067,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,24,6861,0.00349803
Zutendaal,71067,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,25,6869,0.00363954
Zutendaal,71067,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,16,6865,0.00233066
Zutendaal,71067,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,21,6929,0.00303074
Zutendaal,71067,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,38,6956,0.00546291
Zutendaal,71067,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,47,6982,0.0067316
Zutendaal,71067,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,41,7036,0.00582717
Zutendaal,71067,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,45,7009,0.00642032
Zutendaal,71067,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,40,7047,0.00567617
Zutendaal,71067,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,50,7074,0.00706814
Zutendaal,71067,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,62,7045,0.00880057
Zutendaal,71067,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,62,7109,0.00872134
Zutendaal,71067,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,81,7138,0.0113477
Zutendaal,71067,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,91,7239,0.0125708
Zutendaal,71067,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,98,7270,0.0134801
Zutendaal,71067,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,93,7234,0.012856
Zutendaal,71067,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,93,7289,0.012759
Zutendaal,71067,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,85,7282,0.0116726
Zutendaal,71067,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,86,7290,0.011797
Zutendaal,71067,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,89,7307,0.0121801
Ham,71069,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,106,9326,0.0113661
Ham,71069,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,113,9392,0.0120315
Ham,71069,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,100,9387,0.010653
Ham,71069,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,101,9530,0.0105981
Ham,71069,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,92,9574,0.00960936
Ham,71069,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,74,9627,0.00768671
Ham,71069,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,71,9705,0.00731582
Ham,71069,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,89,9824,0.00905945
Ham,71069,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,94,9975,0.00942356
Ham,71069,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,91,10093,0.00901615
Ham,71069,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,112,10235,0.0109428
Ham,71069,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,121,10375,0.0116627
Ham,71069,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,125,10393,0.0120273
Ham,71069,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,102,10473,0.00973933
Ham,71069,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,112,10574,0.010592
Ham,71069,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,111,10617,0.0104549
Ham,71069,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,112,10618,0.0105481
Ham,71069,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,126,10733,0.0117395
Ham,71069,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,138,10824,0.0127494
Ham,71069,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,141,10897,0.0129393
Ham,71069,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,149,10977,0.0135738
Ham,71069,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,168,11031,0.0152298
Ham,71069,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,176,11163,0.0157664
Heusden-Zolder,71070,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,2196,30105,0.0729447
Heusden-Zolder,71070,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,1548,30183,0.0512871
Heusden-Zolder,71070,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,1205,30269,0.0398097
Heusden-Zolder,71070,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,1068,30513,0.0350015
Heusden-Zolder,71070,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,969,30541,0.0317278
Heusden-Zolder,71070,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,891,30648,0.029072
Heusden-Zolder,71070,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,837,30769,0.0272027
Heusden-Zolder,71070,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,799,31017,0.0257601
Heusden-Zolder,71070,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,843,31278,0.0269519
Heusden-Zolder,71070,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,814,31473,0.0258634
Heusden-Zolder,71070,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,788,31526,0.0249952
Heusden-Zolder,71070,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,848,31875,0.0266039
Heusden-Zolder,71070,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,916,32003,0.0286223
Heusden-Zolder,71070,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,926,32132,0.0288186
Heusden-Zolder,71070,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,913,32381,0.0281955
Heusden-Zolder,71070,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,942,32774,0.0287423
Heusden-Zolder,71070,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,950,33011,0.0287783
Heusden-Zolder,71070,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,1000,33156,0.0301605
Heusden-Zolder,71070,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,1039,33406,0.0311022
Heusden-Zolder,71070,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,1098,33708,0.0325739
Heusden-Zolder,71070,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,1165,33892,0.0343739
Heusden-Zolder,71070,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,1345,34207,0.0393194
Heusden-Zolder,71070,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,1369,34243,0.039979
Bocholt,72003,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,35,11887,0.00294439
Bocholt,72003,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,15,11925,0.00125786
Bocholt,72003,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,16,11981,0.00133545
Bocholt,72003,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,21,12104,0.00173496
Bocholt,72003,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,22,12186,0.00180535
Bocholt,72003,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,22,12232,0.00179856
Bocholt,72003,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,25,12355,0.00202347
Bocholt,72003,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,26,12509,0.0020785
Bocholt,72003,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,45,12566,0.00358109
Bocholt,72003,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,56,12625,0.00443564
Bocholt,72003,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,67,12636,0.00530231
Bocholt,72003,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,83,12693,0.00653904
Bocholt,72003,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,86,12729,0.00675623
Bocholt,72003,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,96,12830,0.00748246
Bocholt,72003,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,97,12850,0.00754864
Bocholt,72003,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,116,12869,0.00901391
Bocholt,72003,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,114,12917,0.00882558
Bocholt,72003,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,100,12949,0.0077226
Bocholt,72003,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,114,13085,0.00871227
Bocholt,72003,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,135,13110,0.0102975
Bocholt,72003,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,141,13144,0.0107273
Bocholt,72003,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,157,13253,0.0118464
Bocholt,72003,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,170,13508,0.0125851
Bree,72004,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,50,14001,0.00357117
Bree,72004,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,54,14046,0.00384451
Bree,72004,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,34,14150,0.00240283
Bree,72004,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,32,14223,0.00224988
Bree,72004,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,29,14289,0.00202953
Bree,72004,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,35,14421,0.00242702
Bree,72004,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,38,14503,0.00262015
Bree,72004,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,46,14515,0.00316914
Bree,72004,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,69,14774,0.00467037
Bree,72004,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,86,15013,0.00572837
Bree,72004,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,93,15173,0.00612931
Bree,72004,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,115,15238,0.00754692
Bree,72004,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,159,15379,0.0103388
Bree,72004,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,185,15434,0.0119865
Bree,72004,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,193,15547,0.012414
Bree,72004,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,235,15660,0.0150064
Bree,72004,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,266,15785,0.0168514
Bree,72004,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,265,15911,0.0166551
Bree,72004,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,278,16005,0.0173696
Bree,72004,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,283,16085,0.017594
Bree,72004,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,313,16169,0.019358
Bree,72004,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,313,16097,0.0194446
Bree,72004,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,365,16324,0.0223597
Kinrooi,72018,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,26,11749,0.00221295
Kinrooi,72018,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,24,11844,0.00202634
Kinrooi,72018,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,19,11894,0.00159744
Kinrooi,72018,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,16,11913,0.00134307
Kinrooi,72018,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,21,11928,0.00176056
Kinrooi,72018,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,20,11997,0.00166708
Kinrooi,72018,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,25,11977,0.00208733
Kinrooi,72018,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,49,12098,0.00405026
Kinrooi,72018,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,41,12121,0.00338256
Kinrooi,72018,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,55,12156,0.00452451
Kinrooi,72018,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,75,12227,0.00613397
Kinrooi,72018,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,81,12279,0.00659663
Kinrooi,72018,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,101,12252,0.00824355
Kinrooi,72018,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,109,12338,0.0088345
Kinrooi,72018,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,134,12373,0.01083
Kinrooi,72018,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,151,12348,0.0122287
Kinrooi,72018,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,140,12309,0.0113738
Kinrooi,72018,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,142,12277,0.0115663
Kinrooi,72018,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,160,12233,0.0130794
Kinrooi,72018,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,189,12174,0.0155249
Kinrooi,72018,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,186,12206,0.0152384
Kinrooi,72018,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,191,12216,0.0156352
Kinrooi,72018,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,222,12258,0.0181106
Lommel,72020,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,308,30433,0.0101206
Lommel,72020,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,257,30711,0.00836834
Lommel,72020,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,212,30947,0.00685042
Lommel,72020,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,194,31299,0.00619828
Lommel,72020,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,162,31436,0.00515333
Lommel,72020,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,156,31616,0.00493421
Lommel,72020,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,178,31898,0.00558029
Lommel,72020,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,175,32141,0.00544476
Lommel,72020,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,207,32415,0.00638593
Lommel,72020,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,229,32703,0.00700242
Lommel,72020,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,242,32917,0.00735182
Lommel,72020,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,266,33193,0.00801374
