Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Aantal personen met huidige nationaliteit uit de MOE-landen,Aantal inwoners,Procent
Blankenberge,31004,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,35,18135,0.00192997
Blankenberge,31004,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,54,18175,0.00297111
Blankenberge,31004,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,78,18329,0.00425555
Blankenberge,31004,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,104,18443,0.005639
Blankenberge,31004,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,124,18660,0.00664523
Blankenberge,31004,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,158,18907,0.00835669
Blankenberge,31004,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,164,19096,0.00858819
Blankenberge,31004,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,201,19337,0.0103946
Blankenberge,31004,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,284,19682,0.0144294
Blankenberge,31004,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,289,19879,0.014538
Blankenberge,31004,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,314,20014,0.015689
Blankenberge,31004,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,326,20013,0.0162894
Blankenberge,31004,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,345,20265,0.0170244
Blankenberge,31004,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,352,20349,0.0172981
Blankenberge,31004,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,372,20436,0.0182032
Blankenberge,31004,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,423,20463,0.0206715
Blankenberge,31004,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,435,20479,0.0212413
Blankenberge,31004,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,429,20408,0.0210212
Brugge,31005,Ja,Vreemdelingen met nationaliteit MOE-landen,2000,434,116246,0.00373346
Brugge,31005,Ja,Vreemdelingen met nationaliteit MOE-landen,2001,358,116559,0.00307141
Brugge,31005,Ja,Vreemdelingen met nationaliteit MOE-landen,2002,396,116836,0.00338937
Brugge,31005,Ja,Vreemdelingen met nationaliteit MOE-landen,2003,401,116811,0.0034329
Brugge,31005,Ja,Vreemdelingen met nationaliteit MOE-landen,2004,417,117025,0.00356334
Brugge,31005,Ja,Vreemdelingen met nationaliteit MOE-landen,2005,437,117327,0.00372463
Brugge,31005,Ja,Vreemdelingen met nationaliteit MOE-landen,2006,505,117224,0.00430799
Brugge,31005,Ja,Vreemdelingen met nationaliteit MOE-landen,2007,515,116982,0.00440239
Brugge,31005,Ja,Vreemdelingen met nationaliteit MOE-landen,2008,675,117113,0.00576366
Brugge,31005,Ja,Vreemdelingen met nationaliteit MOE-landen,2009,701,116969,0.00599304
Brugge,31005,Ja,Vreemdelingen met nationaliteit MOE-landen,2010,785,116741,0.00672429
Brugge,31005,Ja,Vreemdelingen met nationaliteit MOE-landen,2011,862,116885,0.00737477
Brugge,31005,Ja,Vreemdelingen met nationaliteit MOE-landen,2012,1019,117170,0.00869677
Brugge,31005,Ja,Vreemdelingen met nationaliteit MOE-landen,2013,1217,117577,0.0103507
Brugge,31005,Ja,Vreemdelingen met nationaliteit MOE-landen,2014,1290,117377,0.0109902
Brugge,31005,Ja,Vreemdelingen met nationaliteit MOE-landen,2015,1507,117886,0.0127835
Brugge,31005,Ja,Vreemdelingen met nationaliteit MOE-landen,2016,1668,118053,0.0141292
Brugge,31005,Ja,Vreemdelingen met nationaliteit MOE-landen,2017,1807,118187,0.0152893
Brugge,31005,Ja,Vreemdelingen met nationaliteit MOE-landen,2018,1964,118284,0.0166041
Brugge,31005,Ja,Vreemdelingen met nationaliteit MOE-landen,2019,2158,118325,0.0182379
Brugge,31005,Ja,Vreemdelingen met nationaliteit MOE-landen,2020,2414,118656,0.0203445
Brugge,31005,Ja,Vreemdelingen met nationaliteit MOE-landen,2021,2357,118467,0.0198958
Brugge,31005,Ja,Vreemdelingen met nationaliteit MOE-landen,2022,2420,118509,0.0204204
Damme,31006,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,1,11058,9.04323e-05
Damme,31006,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,2,11080,0.000180505
Damme,31006,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,2,11038,0.000181192
Damme,31006,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,4,11001,0.000363603
Damme,31006,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,6,10922,0.00054935
Damme,31006,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,7,10875,0.000643678
Damme,31006,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,13,10899,0.00119277
Damme,31006,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,13,10853,0.00119783
Damme,31006,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,15,10874,0.00137944
Damme,31006,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,17,10833,0.00156928
Damme,31006,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,17,10839,0.00156841
Damme,31006,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,22,10845,0.00202858
Damme,31006,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,26,10844,0.00239764
Damme,31006,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,29,10855,0.00267158
Damme,31006,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,41,10845,0.00378054
Damme,31006,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,41,10883,0.00376734
Damme,31006,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,58,10907,0.00531769
Damme,31006,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,59,10945,0.00539059
Damme,31006,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,78,11008,0.00708576
Damme,31006,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,78,10993,0.00709542
Damme,31006,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,76,11019,0.00689718
Damme,31006,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,85,10973,0.00774629
Damme,31006,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,96,11044,0.0086925
Jabbeke,31012,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,6,13609,0.000440885
Jabbeke,31012,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,5,13650,0.0003663
Jabbeke,31012,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,8,13692,0.000584283
Jabbeke,31012,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,6,13625,0.000440367
Jabbeke,31012,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,16,13656,0.00117165
Jabbeke,31012,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,18,13657,0.00131801
Jabbeke,31012,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,20,13572,0.00147362
Jabbeke,31012,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,25,13615,0.00183621
Jabbeke,31012,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,45,13677,0.0032902
Jabbeke,31012,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,44,13764,0.00319675
Jabbeke,31012,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,33,13624,0.0024222
Jabbeke,31012,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,43,13688,0.00314144
Jabbeke,31012,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,46,13781,0.00333793
Jabbeke,31012,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,50,13879,0.00360257
Jabbeke,31012,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,61,13857,0.00440211
Jabbeke,31012,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,67,13854,0.00483615
Jabbeke,31012,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,74,13862,0.00533834
Jabbeke,31012,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,86,13944,0.00616753
Jabbeke,31012,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,94,13880,0.00677233
Jabbeke,31012,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,79,13865,0.0056978
Jabbeke,31012,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,103,13868,0.00742717
Jabbeke,31012,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,122,14081,0.00866416
Jabbeke,31012,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,128,14222,0.00900014
Oostkamp,31022,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,13,21218,0.000612687
Oostkamp,31022,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,10,21166,0.000472456
Oostkamp,31022,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,14,21230,0.000659444
Oostkamp,31022,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,19,21320,0.000891182
Oostkamp,31022,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,22,21392,0.00102842
Oostkamp,31022,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,23,21543,0.00106763
Oostkamp,31022,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,22,21796,0.00100936
Oostkamp,31022,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,23,21948,0.00104793
Oostkamp,31022,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,43,22117,0.00194421
Oostkamp,31022,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,75,22343,0.00335676
Oostkamp,31022,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,67,22452,0.00298414
Oostkamp,31022,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,90,22536,0.00399361
Oostkamp,31022,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,107,22764,0.0047004
Oostkamp,31022,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,164,22957,0.00714379
Oostkamp,31022,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,211,23024,0.00916435
Oostkamp,31022,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,250,23120,0.0108131
Oostkamp,31022,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,256,23132,0.0110669
Oostkamp,31022,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,287,23289,0.0123234
Oostkamp,31022,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,327,23580,0.0138677
Oostkamp,31022,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,363,23698,0.0153177
Oostkamp,31022,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,406,23805,0.0170552
Oostkamp,31022,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,431,23832,0.0180849
Oostkamp,31022,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,459,23998,0.0191266
Torhout,31033,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,18,18838,0.000955515
Torhout,31033,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,27,18800,0.00143617
Torhout,31033,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,22,18790,0.00117084
Torhout,31033,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,21,18841,0.00111459
Torhout,31033,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,31,18981,0.00163321
Torhout,31033,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,35,19181,0.00182472
Torhout,31033,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,45,19453,0.00231327
Torhout,31033,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,67,19539,0.00342904
Torhout,31033,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,72,19745,0.00364649
Torhout,31033,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,96,19762,0.00485781
Torhout,31033,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,120,19885,0.0060347
Torhout,31033,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,135,19974,0.00675879
Torhout,31033,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,170,20149,0.00843714
Torhout,31033,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,228,20284,0.0112404
Torhout,31033,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,207,20395,0.0101495
Torhout,31033,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,226,20343,0.0111095
Torhout,31033,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,334,20486,0.0163038
Torhout,31033,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,339,20503,0.0165342
Torhout,31033,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,378,20530,0.0184121
Torhout,31033,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,405,20463,0.0197918
Torhout,31033,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,431,20467,0.0210583
Torhout,31033,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,454,20490,0.0221571
Torhout,31033,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,452,20517,0.0220305
Zedelgem,31040,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,32,22020,0.00145322
Zedelgem,31040,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,23,21993,0.00104579
Zedelgem,31040,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,19,21918,0.000866867
Zedelgem,31040,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,21,21938,0.000957243
Zedelgem,31040,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,32,21853,0.00146433
Zedelgem,31040,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,28,21763,0.00128659
Zedelgem,31040,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,35,21835,0.00160293
Zedelgem,31040,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,36,21940,0.00164084
Zedelgem,31040,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,49,22067,0.00222051
Zedelgem,31040,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,45,22058,0.00204008
Zedelgem,31040,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,64,22180,0.00288548
Zedelgem,31040,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,78,22357,0.00348884
Zedelgem,31040,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,108,22320,0.00483871
Zedelgem,31040,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,126,22349,0.00563784
Zedelgem,31040,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,133,22299,0.00596439
Zedelgem,31040,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,163,22407,0.00727451
Zedelgem,31040,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,170,22479,0.00756261
Zedelgem,31040,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,199,22554,0.00882327
Zedelgem,31040,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,235,22635,0.0103822
Zedelgem,31040,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,268,22819,0.0117446
Zedelgem,31040,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,268,22852,0.0117276
Zedelgem,31040,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,280,22901,0.0122265
Zedelgem,31040,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,325,23157,0.0140346
Zuienkerke,31042,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,0,2790,0.0
Zuienkerke,31042,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,1,2798,0.000357398
Zuienkerke,31042,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,0,2779,0.0
Zuienkerke,31042,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,0,2765,0.0
Zuienkerke,31042,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,2,2748,0.000727802
Zuienkerke,31042,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,2,2759,0.0007249
Zuienkerke,31042,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,3,2776,0.00108069
Zuienkerke,31042,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,2,2743,0.000729129
Zuienkerke,31042,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,0,2760,0.0
Zuienkerke,31042,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,1,2796,0.000357654
Zuienkerke,31042,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,3,2796,0.00107296
Zuienkerke,31042,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,3,2761,0.00108656
Zuienkerke,31042,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,7,2760,0.00253623
Zuienkerke,31042,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,15,2765,0.00542495
Zuienkerke,31042,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,8,2740,0.00291971
Zuienkerke,31042,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,18,2713,0.00663472
Zuienkerke,31042,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,14,2711,0.00516415
Zuienkerke,31042,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,16,2768,0.00578035
Zuienkerke,31042,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,22,2730,0.00805861
Zuienkerke,31042,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,24,2721,0.00882029
Zuienkerke,31042,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,24,2709,0.00885936
Zuienkerke,31042,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,31,2750,0.0112727
Zuienkerke,31042,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,38,2709,0.0140273
Knokke-Heist,31043,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,77,33148,0.00232292
Knokke-Heist,31043,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,62,33296,0.00186209
Knokke-Heist,31043,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,64,33451,0.00191325
Knokke-Heist,31043,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,65,33567,0.00193643
Knokke-Heist,31043,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,78,33777,0.00230926
Knokke-Heist,31043,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,81,33823,0.00239482
Knokke-Heist,31043,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,103,34063,0.00302381
Knokke-Heist,31043,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,118,34132,0.00345717
Knokke-Heist,31043,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,165,34024,0.00484952
Knokke-Heist,31043,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,189,33879,0.00557868
Knokke-Heist,31043,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,265,33825,0.00783444
Knokke-Heist,31043,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,377,33987,0.0110925
Knokke-Heist,31043,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,432,34004,0.0127044
Knokke-Heist,31043,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,532,33753,0.0157616
Knokke-Heist,31043,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,560,33556,0.0166885
Knokke-Heist,31043,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,652,33452,0.0194906
Knokke-Heist,31043,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,690,33311,0.0207139
Knokke-Heist,31043,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,754,33197,0.0227129
Knokke-Heist,31043,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,864,33097,0.0261051
Knokke-Heist,31043,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,944,33126,0.0284973
Knokke-Heist,31043,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,1037,33089,0.0313397
Knokke-Heist,31043,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,1132,33086,0.0342139
Knokke-Heist,31043,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,1216,32875,0.0369886
Diksmuide,32003,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,27,15443,0.00174836
Diksmuide,32003,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,15,15465,0.000969932
Diksmuide,32003,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,16,15480,0.00103359
Diksmuide,32003,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,25,15494,0.00161353
Diksmuide,32003,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,22,15558,0.00141406
Diksmuide,32003,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,15,15636,0.000959325
Diksmuide,32003,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,21,15733,0.00133477
Diksmuide,32003,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,17,15764,0.00107841
Diksmuide,32003,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,37,16004,0.00231192
Diksmuide,32003,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,59,16147,0.00365393
Diksmuide,32003,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,61,16275,0.00374808
Diksmuide,32003,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,68,16365,0.00415521
Diksmuide,32003,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,77,16432,0.00468598
Diksmuide,32003,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,117,16520,0.00708232
Diksmuide,32003,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,164,16542,0.00991416
Diksmuide,32003,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,190,16515,0.0115047
Diksmuide,32003,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,223,16551,0.0134735
Diksmuide,32003,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,254,16719,0.0151923
Diksmuide,32003,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,288,16739,0.0172053
Diksmuide,32003,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,328,16743,0.0195903
Diksmuide,32003,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,369,16843,0.0219082
Diksmuide,32003,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,363,16815,0.0215879
Diksmuide,32003,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,394,16926,0.0232778
Houthulst,32006,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,12,8946,0.00134138
Houthulst,32006,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,13,9003,0.00144396
Houthulst,32006,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,10,8958,0.00111632
Houthulst,32006,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,6,8957,0.000669867
Houthulst,32006,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,6,8932,0.000671742
Houthulst,32006,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,2,9007,0.00022205
Houthulst,32006,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,2,9051,0.00022097
Houthulst,32006,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,4,9104,0.000439367
Houthulst,32006,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,7,9309,0.00075196
Houthulst,32006,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,12,9479,0.00126596
Houthulst,32006,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,14,9587,0.00146031
Houthulst,32006,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,14,9637,0.00145273
Houthulst,32006,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,23,9729,0.00236407
Houthulst,32006,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,38,9887,0.00384343
Houthulst,32006,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,60,9895,0.00606367
Houthulst,32006,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,107,9994,0.0107064
Houthulst,32006,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,127,10037,0.0126532
Houthulst,32006,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,159,10028,0.0158556
Houthulst,32006,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,197,10032,0.0196372
Houthulst,32006,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,225,10098,0.0222816
Houthulst,32006,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,234,10110,0.0231454
Houthulst,32006,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,278,10214,0.0272175
Houthulst,32006,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,300,10267,0.0292198
Koekelare,32010,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,13,8154,0.00159431
Koekelare,32010,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,12,8147,0.00147293
Koekelare,32010,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,8,8168,0.000979432
Koekelare,32010,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,9,8219,0.00109502
Koekelare,32010,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,6,8217,0.000730194
Koekelare,32010,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,4,8254,0.000484614
Koekelare,32010,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,7,8291,0.000844289
Koekelare,32010,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,6,8325,0.000720721
Koekelare,32010,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,12,8344,0.00143816
Koekelare,32010,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,11,8357,0.00131626
Koekelare,32010,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,21,8423,0.00249317
Koekelare,32010,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,29,8460,0.0034279
Koekelare,32010,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,30,8535,0.00351494
Koekelare,32010,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,39,8580,0.00454545
Koekelare,32010,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,42,8664,0.00484765
Koekelare,32010,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,46,8705,0.00528432
Koekelare,32010,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,53,8750,0.00605714
Koekelare,32010,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,52,8733,0.00595443
Koekelare,32010,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,40,8784,0.00455373
Koekelare,32010,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,53,8777,0.00603851
Koekelare,32010,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,36,8760,0.00410959
Koekelare,32010,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,35,8745,0.00400229
Koekelare,32010,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,43,8769,0.00490364
Kortemark,32011,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,3,12232,0.000245258
Kortemark,32011,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,2,12236,0.000163452
Kortemark,32011,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,5,12149,0.000411557
Kortemark,32011,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,9,12079,0.000745095
Kortemark,32011,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,4,12073,0.000331318
Kortemark,32011,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,4,12056,0.000331785
Kortemark,32011,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,7,11976,0.000584502
Kortemark,32011,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,6,12060,0.000497512
Kortemark,32011,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,18,12019,0.00149763
Kortemark,32011,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,29,12043,0.00240804
