Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Aantal personen van buitenlandse herkomst zonder personen van Nederlandse herkomst,Aantal inwoners ,Procent
Wetteren,42025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,1204,22989,0.0523729
Wetteren,42025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,1280,23054,0.0555218
Wetteren,42025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,1415,23209,0.0609677
Wetteren,42025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,1473,23304,0.063208
Wetteren,42025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,1563,23424,0.0667264
Wetteren,42025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,1669,23412,0.0712882
Wetteren,42025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,1792,23551,0.0760902
Wetteren,42025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,2029,23819,0.0851841
Wetteren,42025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,2322,24130,0.0962288
Wetteren,42025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,2503,24298,0.103013
Wetteren,42025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,2781,24635,0.112888
Wetteren,42025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,2959,24755,0.119531
Wetteren,42025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,3169,24818,0.12769
Wetteren,42025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,3505,25078,0.139764
Wetteren,42025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,3877,25477,0.152176
Wetteren,42025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,4272,25815,0.165485
Wetteren,42025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,4595,26021,0.176588
Wetteren,42025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,4922,26206,0.18782
Wetteren,42025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,5212,26444,0.197096
Wichelen,42026,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,188,10961,0.0171517
Wichelen,42026,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,198,11040,0.0179348
Wichelen,42026,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,236,11045,0.0213671
Wichelen,42026,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,248,11036,0.0224719
Wichelen,42026,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,246,11043,0.0222766
Wichelen,42026,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,283,11137,0.0254108
Wichelen,42026,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,303,11145,0.0271871
Wichelen,42026,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,307,11099,0.0276601
Wichelen,42026,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,361,11062,0.0326342
Wichelen,42026,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,388,11144,0.0348169
Wichelen,42026,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,415,11242,0.0369151
Wichelen,42026,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,464,11284,0.0411202
Wichelen,42026,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,476,11374,0.0418498
Wichelen,42026,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,498,11450,0.0434934
Wichelen,42026,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,505,11442,0.0441356
Wichelen,42026,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,553,11509,0.0480494
Wichelen,42026,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,613,11501,0.0532997
Wichelen,42026,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,681,11556,0.0589304
Wichelen,42026,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,706,11578,0.0609777
Wichelen,42026,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,788,11672,0.067512
Wichelen,42026,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,795,11649,0.0682462
Wichelen,42026,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,855,11690,0.0731394
Wichelen,42026,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,939,11765,0.079813
Zele,42028,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,1849,20394,0.0906639
Zele,42028,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,1923,20348,0.0945056
Zele,42028,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,2013,20357,0.0988849
Zele,42028,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,2089,20319,0.10281
Zele,42028,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,2202,20247,0.108757
Zele,42028,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,2315,20284,0.114129
Zele,42028,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,2493,20371,0.12238
Zele,42028,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,2592,20444,0.126785
Zele,42028,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,2761,20453,0.134992
Zele,42028,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,2962,20579,0.143933
Zele,42028,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,3061,20544,0.148997
Zele,42028,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,3319,20763,0.159852
Zele,42028,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,3449,20762,0.166121
Zele,42028,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,3600,20744,0.173544
Zele,42028,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,3726,20713,0.179887
Zele,42028,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,3988,20848,0.191289
Zele,42028,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,4095,20785,0.197017
Zele,42028,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,4350,20916,0.207975
Zele,42028,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,4550,20976,0.216915
Zele,42028,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,4771,21125,0.225846
Zele,42028,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,5056,21338,0.236948
Zele,42028,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,5193,21333,0.243426
Zele,42028,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,5435,21349,0.254579
Assenede,43002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,281,13597,0.0206663
Assenede,43002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,286,13597,0.0210341
Assenede,43002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,272,13519,0.0201198
Assenede,43002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,280,13513,0.0207208
Assenede,43002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,294,13499,0.0217794
Assenede,43002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,310,13489,0.0229817
Assenede,43002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,356,13552,0.0262692
Assenede,43002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,404,13584,0.0297409
Assenede,43002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,418,13634,0.0306586
Assenede,43002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,449,13752,0.0326498
Assenede,43002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,471,13806,0.0341156
Assenede,43002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,536,13867,0.0386529
Assenede,43002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,569,13942,0.0408119
Assenede,43002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,615,13903,0.0442351
Assenede,43002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,646,13951,0.0463049
Assenede,43002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,706,14052,0.050242
Assenede,43002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,748,14083,0.0531137
Assenede,43002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,794,14135,0.0561726
Assenede,43002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,848,14200,0.0597183
Assenede,43002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,868,14256,0.0608866
Assenede,43002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,904,14296,0.0632345
Assenede,43002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,952,14369,0.0662537
Assenede,43002,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,986,14449,0.06824
Eeklo,43005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,568,19069,0.0297866
Eeklo,43005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,568,18970,0.029942
Eeklo,43005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,596,19029,0.0313206
Eeklo,43005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,661,19061,0.0346781
Eeklo,43005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,699,19234,0.0363419
Eeklo,43005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,732,19353,0.0378236
Eeklo,43005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,812,19535,0.0415664
Eeklo,43005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,877,19645,0.0446424
Eeklo,43005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,984,19815,0.0496593
Eeklo,43005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,1115,19940,0.0559178
Eeklo,43005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,1230,20043,0.0613681
Eeklo,43005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,1348,20187,0.0667756
Eeklo,43005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,1468,20274,0.072408
Eeklo,43005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,1645,20329,0.0809189
Eeklo,43005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,1782,20449,0.0871436
Eeklo,43005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,1952,20551,0.0949832
Eeklo,43005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,2083,20561,0.101308
Eeklo,43005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,2271,20708,0.109668
Eeklo,43005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,2455,20890,0.11752
Eeklo,43005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,2819,21134,0.133387
Eeklo,43005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,3088,21285,0.145079
Eeklo,43005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,3381,21549,0.156898
Eeklo,43005,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,3726,21775,0.171114
Kaprijke,43007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,77,6175,0.0124696
Kaprijke,43007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,75,6127,0.0122409
Kaprijke,43007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,81,6111,0.0132548
Kaprijke,43007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,90,6113,0.0147227
Kaprijke,43007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,93,6072,0.0153162
Kaprijke,43007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,101,6069,0.016642
Kaprijke,43007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,109,6128,0.0177872
Kaprijke,43007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,120,6171,0.0194458
Kaprijke,43007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,126,6171,0.0204181
Kaprijke,43007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,138,6177,0.0223409
Kaprijke,43007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,146,6183,0.0236131
Kaprijke,43007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,158,6294,0.0251033
Kaprijke,43007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,164,6318,0.0259576
Kaprijke,43007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,171,6374,0.0268277
Kaprijke,43007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,171,6298,0.0271515
Kaprijke,43007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,176,6337,0.0277734
Kaprijke,43007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,203,6321,0.0321152
Kaprijke,43007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,205,6381,0.0321266
Kaprijke,43007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,226,6429,0.0351532
Kaprijke,43007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,247,6434,0.0383898
Kaprijke,43007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,268,6436,0.0416408
Kaprijke,43007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,288,6508,0.0442532
Kaprijke,43007,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,314,6539,0.0480196
Maldegem,43010,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,296,22036,0.0134326
Maldegem,43010,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,304,22075,0.0137712
Maldegem,43010,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,341,22081,0.0154431
Maldegem,43010,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,352,22088,0.0159363
Maldegem,43010,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,379,22014,0.0172163
Maldegem,43010,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,429,22129,0.0193863
Maldegem,43010,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,480,22289,0.0215353
Maldegem,43010,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,541,22366,0.0241885
Maldegem,43010,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,585,22402,0.0261137
Maldegem,43010,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,674,22667,0.0297349
Maldegem,43010,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,761,22791,0.0333904
Maldegem,43010,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,871,22997,0.0378745
Maldegem,43010,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,966,23126,0.0417712
Maldegem,43010,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,1023,23138,0.044213
Maldegem,43010,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,1074,23263,0.0461677
Maldegem,43010,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,1108,23420,0.04731
Maldegem,43010,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,1176,23452,0.050145
Maldegem,43010,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,1247,23550,0.0529512
Maldegem,43010,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,1374,23689,0.0580016
Maldegem,43010,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,1468,23774,0.0617481
Maldegem,43010,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,1571,23958,0.0655731
Maldegem,43010,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,1658,24114,0.0687567
Maldegem,43010,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,1791,24409,0.0733746
Sint-Laureins,43014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,71,6513,0.0109013
Sint-Laureins,43014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,73,6524,0.0111895
Sint-Laureins,43014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,74,6504,0.0113776
Sint-Laureins,43014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,90,6556,0.0137279
Sint-Laureins,43014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,97,6528,0.0148591
Sint-Laureins,43014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,103,6518,0.0158024
Sint-Laureins,43014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,114,6582,0.01732
Sint-Laureins,43014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,103,6591,0.0156274
Sint-Laureins,43014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,110,6594,0.0166818
Sint-Laureins,43014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,116,6577,0.0176372
Sint-Laureins,43014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,127,6604,0.0192308
Sint-Laureins,43014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,133,6535,0.020352
Sint-Laureins,43014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,151,6640,0.022741
Sint-Laureins,43014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,158,6643,0.0237844
Sint-Laureins,43014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,175,6649,0.0263197
Sint-Laureins,43014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,203,6663,0.0304668
Sint-Laureins,43014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,201,6666,0.030153
Sint-Laureins,43014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,224,6636,0.0337553
Sint-Laureins,43014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,225,6684,0.0336625
Sint-Laureins,43014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,245,6783,0.0361197
Sint-Laureins,43014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,266,6818,0.0390144
Sint-Laureins,43014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,323,6919,0.046683
Sint-Laureins,43014,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,336,6940,0.048415
Zelzate,43018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,880,12094,0.0727634
Zelzate,43018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,876,12135,0.0721879
Zelzate,43018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,924,12113,0.0762817
Zelzate,43018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,988,12043,0.0820394
Zelzate,43018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,1018,12117,0.0840142
Zelzate,43018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,1039,12113,0.0857756
Zelzate,43018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,1127,12176,0.0925591
Zelzate,43018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,1167,12190,0.0957342
Zelzate,43018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,1290,12245,0.105349
Zelzate,43018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,1395,12309,0.113332
Zelzate,43018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,1536,12494,0.122939
Zelzate,43018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,1666,12578,0.132453
Zelzate,43018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,1755,12491,0.140501
Zelzate,43018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,1863,12509,0.148933
Zelzate,43018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,1967,12499,0.157373
Zelzate,43018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,2039,12494,0.163198
Zelzate,43018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,2184,12490,0.17486
Zelzate,43018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,2460,12703,0.193655
Zelzate,43018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,2589,12699,0.203874
Zelzate,43018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,2833,12854,0.220398
Zelzate,43018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,2997,12899,0.232344
Zelzate,43018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,3253,13124,0.247867
Zelzate,43018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,3553,13298,0.267183
De Pinte,44012,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,321,10124,0.0317068
De Pinte,44012,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,332,10165,0.0326611
De Pinte,44012,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,338,10101,0.033462
De Pinte,44012,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,355,10075,0.0352357
De Pinte,44012,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,356,10130,0.0351431
De Pinte,44012,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,360,10144,0.035489
De Pinte,44012,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,385,10235,0.037616
De Pinte,44012,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,398,10273,0.0387423
De Pinte,44012,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,399,10250,0.0389268
De Pinte,44012,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,400,10216,0.0391543
De Pinte,44012,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,418,10227,0.0408722
De Pinte,44012,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,445,10281,0.0432837
De Pinte,44012,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,461,10204,0.0451784
De Pinte,44012,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,472,10216,0.046202
De Pinte,44012,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,541,10306,0.0524937
De Pinte,44012,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,577,10310,0.0559651
De Pinte,44012,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,622,10367,0.0599981
De Pinte,44012,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,680,10498,0.0647742
De Pinte,44012,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,745,10532,0.0707368
De Pinte,44012,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,806,10683,0.075447
De Pinte,44012,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,882,10881,0.0810587
De Pinte,44012,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,964,10990,0.0877161
De Pinte,44012,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,1028,11046,0.0930654
Destelbergen,44013,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,469,17172,0.0273119
Destelbergen,44013,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,488,17166,0.0284283
Destelbergen,44013,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,529,17164,0.0308203
Destelbergen,44013,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,559,17061,0.0327648
Destelbergen,44013,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,626,16979,0.0368691
Destelbergen,44013,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,715,17109,0.0417909
Destelbergen,44013,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,782,17172,0.0455392
Destelbergen,44013,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,874,17239,0.050699
Destelbergen,44013,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,994,17458,0.0569366
Destelbergen,44013,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,1061,17510,0.0605939
Destelbergen,44013,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,1162,17671,0.0657575
Destelbergen,44013,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,1229,17636,0.069687
Destelbergen,44013,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,1331,17685,0.0752615
Destelbergen,44013,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,1382,17772,0.0777628
Destelbergen,44013,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,1474,17799,0.0828136
Destelbergen,44013,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,1604,17834,0.0899406
Destelbergen,44013,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,1682,17867,0.09414
Destelbergen,44013,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,1794,17982,0.0997664
Destelbergen,44013,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,1957,18026,0.108565
Destelbergen,44013,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,2084,18271,0.114061
Destelbergen,44013,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,2286,18528,0.123381
Destelbergen,44013,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,2404,18683,0.128673
Destelbergen,44013,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,2588,18856,0.137251
Evergem,44019,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,726,31155,0.0233028
Evergem,44019,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,755,31271,0.0241438
Evergem,44019,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,788,31307,0.0251701
