Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Aantal inburgeraars die een inburgeringsattest hebben behaald,Aantal inwoners,Verhouding per 10000 inwoners
Zuienkerke,31042,Nee,Inburgeraars met inburgeringsattest,2016,0,2711,0.0
Zuienkerke,31042,Nee,Inburgeraars met inburgeringsattest,2017,5,2768,18.0636
Zuienkerke,31042,Nee,Inburgeraars met inburgeringsattest,2018,0,2730,0.0
Zuienkerke,31042,Nee,Inburgeraars met inburgeringsattest,2019,2,2721,7.35024
Zuienkerke,31042,Nee,Inburgeraars met inburgeringsattest,2020,2,2709,7.3828
Zuienkerke,31042,Nee,Inburgeraars met inburgeringsattest,2021,2,2750,7.27273
Knokke-Heist,31043,Nee,Inburgeraars met inburgeringsattest,2010,17,33825,5.02587
Knokke-Heist,31043,Nee,Inburgeraars met inburgeringsattest,2011,43,33987,12.6519
Knokke-Heist,31043,Nee,Inburgeraars met inburgeringsattest,2012,25,34004,7.35208
Knokke-Heist,31043,Nee,Inburgeraars met inburgeringsattest,2013,48,33753,14.221
Knokke-Heist,31043,Nee,Inburgeraars met inburgeringsattest,2014,61,33556,18.1786
Knokke-Heist,31043,Nee,Inburgeraars met inburgeringsattest,2015,41,33452,12.2564
Knokke-Heist,31043,Nee,Inburgeraars met inburgeringsattest,2016,41,33311,12.3082
Knokke-Heist,31043,Nee,Inburgeraars met inburgeringsattest,2017,81,33197,24.3998
Knokke-Heist,31043,Nee,Inburgeraars met inburgeringsattest,2018,73,33097,22.0564
Knokke-Heist,31043,Nee,Inburgeraars met inburgeringsattest,2019,52,33126,15.6976
Knokke-Heist,31043,Nee,Inburgeraars met inburgeringsattest,2020,35,33089,10.5775
Knokke-Heist,31043,Nee,Inburgeraars met inburgeringsattest,2021,57,33086,17.2278
Diksmuide,32003,Nee,Inburgeraars met inburgeringsattest,2010,3,16275,1.84332
Diksmuide,32003,Nee,Inburgeraars met inburgeringsattest,2011,7,16365,4.27742
Diksmuide,32003,Nee,Inburgeraars met inburgeringsattest,2012,11,16432,6.69426
Diksmuide,32003,Nee,Inburgeraars met inburgeringsattest,2013,8,16520,4.84262
Diksmuide,32003,Nee,Inburgeraars met inburgeringsattest,2014,12,16542,7.25426
Diksmuide,32003,Nee,Inburgeraars met inburgeringsattest,2015,9,16515,5.44959
Diksmuide,32003,Nee,Inburgeraars met inburgeringsattest,2016,17,16551,10.2713
Diksmuide,32003,Nee,Inburgeraars met inburgeringsattest,2017,19,16719,11.3643
Diksmuide,32003,Nee,Inburgeraars met inburgeringsattest,2018,11,16739,6.57148
Diksmuide,32003,Nee,Inburgeraars met inburgeringsattest,2019,23,16743,13.7371
Diksmuide,32003,Nee,Inburgeraars met inburgeringsattest,2020,27,16843,16.0304
Diksmuide,32003,Nee,Inburgeraars met inburgeringsattest,2021,18,16815,10.7047
Houthulst,32006,Nee,Inburgeraars met inburgeringsattest,2010,3,9587,3.12924
Houthulst,32006,Nee,Inburgeraars met inburgeringsattest,2011,5,9637,5.18834
Houthulst,32006,Nee,Inburgeraars met inburgeringsattest,2012,2,9729,2.05571
Houthulst,32006,Nee,Inburgeraars met inburgeringsattest,2013,4,9887,4.04572
Houthulst,32006,Nee,Inburgeraars met inburgeringsattest,2014,3,9895,3.03183
Houthulst,32006,Nee,Inburgeraars met inburgeringsattest,2015,1,9994,1.0006
Houthulst,32006,Nee,Inburgeraars met inburgeringsattest,2016,0,10037,0.0
Houthulst,32006,Nee,Inburgeraars met inburgeringsattest,2017,6,10028,5.98325
Houthulst,32006,Nee,Inburgeraars met inburgeringsattest,2018,6,10032,5.98086
Houthulst,32006,Nee,Inburgeraars met inburgeringsattest,2019,3,10098,2.97089
Houthulst,32006,Nee,Inburgeraars met inburgeringsattest,2020,5,10110,4.9456
Houthulst,32006,Nee,Inburgeraars met inburgeringsattest,2021,12,10214,11.7486
Koekelare,32010,Nee,Inburgeraars met inburgeringsattest,2010,2,8423,2.37445
Koekelare,32010,Nee,Inburgeraars met inburgeringsattest,2011,5,8460,5.91017
Koekelare,32010,Nee,Inburgeraars met inburgeringsattest,2012,2,8535,2.34329
Koekelare,32010,Nee,Inburgeraars met inburgeringsattest,2013,3,8580,3.4965
Koekelare,32010,Nee,Inburgeraars met inburgeringsattest,2014,3,8664,3.4626
Koekelare,32010,Nee,Inburgeraars met inburgeringsattest,2015,2,8705,2.29753
Koekelare,32010,Nee,Inburgeraars met inburgeringsattest,2016,4,8750,4.57143
Koekelare,32010,Nee,Inburgeraars met inburgeringsattest,2017,3,8733,3.43525
Koekelare,32010,Nee,Inburgeraars met inburgeringsattest,2018,4,8784,4.55373
Koekelare,32010,Nee,Inburgeraars met inburgeringsattest,2019,5,8777,5.69671
Koekelare,32010,Nee,Inburgeraars met inburgeringsattest,2020,7,8760,7.99087
Koekelare,32010,Nee,Inburgeraars met inburgeringsattest,2021,1,8745,1.14351
Kortemark,32011,Nee,Inburgeraars met inburgeringsattest,2010,2,12068,1.65728
Kortemark,32011,Nee,Inburgeraars met inburgeringsattest,2011,3,12178,2.46346
Kortemark,32011,Nee,Inburgeraars met inburgeringsattest,2012,2,12267,1.63039
Kortemark,32011,Nee,Inburgeraars met inburgeringsattest,2013,5,12254,4.0803
Kortemark,32011,Nee,Inburgeraars met inburgeringsattest,2014,5,12277,4.07266
Kortemark,32011,Nee,Inburgeraars met inburgeringsattest,2015,4,12348,3.23939
Kortemark,32011,Nee,Inburgeraars met inburgeringsattest,2016,4,12415,3.22191
Kortemark,32011,Nee,Inburgeraars met inburgeringsattest,2017,9,12482,7.21038
Kortemark,32011,Nee,Inburgeraars met inburgeringsattest,2018,8,12584,6.35728
Kortemark,32011,Nee,Inburgeraars met inburgeringsattest,2019,3,12616,2.37793
Kortemark,32011,Nee,Inburgeraars met inburgeringsattest,2020,5,12693,3.93918
Kortemark,32011,Nee,Inburgeraars met inburgeringsattest,2021,8,12743,6.27796
Lo-Reninge,32030,Nee,Inburgeraars met inburgeringsattest,2010,0,3322,0.0
Lo-Reninge,32030,Nee,Inburgeraars met inburgeringsattest,2011,0,3318,0.0
Lo-Reninge,32030,Nee,Inburgeraars met inburgeringsattest,2012,0,3299,0.0
Lo-Reninge,32030,Nee,Inburgeraars met inburgeringsattest,2013,0,3330,0.0
Lo-Reninge,32030,Nee,Inburgeraars met inburgeringsattest,2014,0,3320,0.0
Lo-Reninge,32030,Nee,Inburgeraars met inburgeringsattest,2015,0,3282,0.0
Lo-Reninge,32030,Nee,Inburgeraars met inburgeringsattest,2016,3,3277,9.15471
Lo-Reninge,32030,Nee,Inburgeraars met inburgeringsattest,2017,0,3288,0.0
Lo-Reninge,32030,Nee,Inburgeraars met inburgeringsattest,2018,2,3289,6.08088
Lo-Reninge,32030,Nee,Inburgeraars met inburgeringsattest,2019,0,3291,0.0
Lo-Reninge,32030,Nee,Inburgeraars met inburgeringsattest,2020,0,3290,0.0
Lo-Reninge,32030,Nee,Inburgeraars met inburgeringsattest,2021,0,3257,0.0
Ieper,33011,Nee,Inburgeraars met inburgeringsattest,2010,27,34962,7.72267
Ieper,33011,Nee,Inburgeraars met inburgeringsattest,2011,79,35102,22.5058
Ieper,33011,Nee,Inburgeraars met inburgeringsattest,2012,34,35087,9.6902
Ieper,33011,Nee,Inburgeraars met inburgeringsattest,2013,54,34978,15.4383
Ieper,33011,Nee,Inburgeraars met inburgeringsattest,2014,52,34930,14.8869
Ieper,33011,Nee,Inburgeraars met inburgeringsattest,2015,54,34971,15.4414
Ieper,33011,Nee,Inburgeraars met inburgeringsattest,2016,36,34959,10.2978
Ieper,33011,Nee,Inburgeraars met inburgeringsattest,2017,66,35014,18.8496
Ieper,33011,Nee,Inburgeraars met inburgeringsattest,2018,64,34964,18.3045
Ieper,33011,Nee,Inburgeraars met inburgeringsattest,2019,82,34845,23.5328
Ieper,33011,Nee,Inburgeraars met inburgeringsattest,2020,83,34995,23.7177
Ieper,33011,Nee,Inburgeraars met inburgeringsattest,2021,105,34954,30.0395
Mesen,33016,Nee,Inburgeraars met inburgeringsattest,2010,1,950,10.5263
Mesen,33016,Nee,Inburgeraars met inburgeringsattest,2011,0,945,0.0
Mesen,33016,Nee,Inburgeraars met inburgeringsattest,2012,1,952,10.5042
Mesen,33016,Nee,Inburgeraars met inburgeringsattest,2013,0,980,0.0
Mesen,33016,Nee,Inburgeraars met inburgeringsattest,2014,0,1040,0.0
Mesen,33016,Nee,Inburgeraars met inburgeringsattest,2015,0,1037,0.0
Mesen,33016,Nee,Inburgeraars met inburgeringsattest,2016,0,1054,0.0
Mesen,33016,Nee,Inburgeraars met inburgeringsattest,2017,1,1049,9.53289
Mesen,33016,Nee,Inburgeraars met inburgeringsattest,2018,1,1040,9.61538
Mesen,33016,Nee,Inburgeraars met inburgeringsattest,2019,1,1065,9.38967
Mesen,33016,Nee,Inburgeraars met inburgeringsattest,2020,0,1047,0.0
Mesen,33016,Nee,Inburgeraars met inburgeringsattest,2021,2,1051,19.0295
Poperinge,33021,Nee,Inburgeraars met inburgeringsattest,2010,7,19960,3.50701
Poperinge,33021,Nee,Inburgeraars met inburgeringsattest,2011,22,19983,11.0094
Poperinge,33021,Nee,Inburgeraars met inburgeringsattest,2012,8,19989,4.0022
Poperinge,33021,Nee,Inburgeraars met inburgeringsattest,2013,11,19916,5.5232
Poperinge,33021,Nee,Inburgeraars met inburgeringsattest,2014,10,19893,5.02689
Poperinge,33021,Nee,Inburgeraars met inburgeringsattest,2015,9,19944,4.51264
Poperinge,33021,Nee,Inburgeraars met inburgeringsattest,2016,9,19755,4.55581
Poperinge,33021,Nee,Inburgeraars met inburgeringsattest,2017,6,19735,3.04028
Poperinge,33021,Nee,Inburgeraars met inburgeringsattest,2018,18,19718,9.12871
Poperinge,33021,Nee,Inburgeraars met inburgeringsattest,2019,26,19702,13.1966
Poperinge,33021,Nee,Inburgeraars met inburgeringsattest,2020,11,19717,5.57894
Poperinge,33021,Nee,Inburgeraars met inburgeringsattest,2021,19,19686,9.65153
Wervik,33029,Nee,Inburgeraars met inburgeringsattest,2010,3,18134,1.65435
Wervik,33029,Nee,Inburgeraars met inburgeringsattest,2011,14,18264,7.66535
Wervik,33029,Nee,Inburgeraars met inburgeringsattest,2012,10,18374,5.44247
Wervik,33029,Nee,Inburgeraars met inburgeringsattest,2013,12,18398,6.52245
Wervik,33029,Nee,Inburgeraars met inburgeringsattest,2014,9,18435,4.88202
Wervik,33029,Nee,Inburgeraars met inburgeringsattest,2015,13,18426,7.05525
Wervik,33029,Nee,Inburgeraars met inburgeringsattest,2016,18,18529,9.7145
Wervik,33029,Nee,Inburgeraars met inburgeringsattest,2017,16,18689,8.56119
Wervik,33029,Nee,Inburgeraars met inburgeringsattest,2018,19,18643,10.1915
Wervik,33029,Nee,Inburgeraars met inburgeringsattest,2019,19,18767,10.1242
Wervik,33029,Nee,Inburgeraars met inburgeringsattest,2020,22,18909,11.6347
Wervik,33029,Nee,Inburgeraars met inburgeringsattest,2021,22,18864,11.6624
Zonnebeke,33037,Nee,Inburgeraars met inburgeringsattest,2010,6,12192,4.92126
Zonnebeke,33037,Nee,Inburgeraars met inburgeringsattest,2011,2,12307,1.62509
Zonnebeke,33037,Nee,Inburgeraars met inburgeringsattest,2012,5,12380,4.03877
Zonnebeke,33037,Nee,Inburgeraars met inburgeringsattest,2013,8,12365,6.46987
Zonnebeke,33037,Nee,Inburgeraars met inburgeringsattest,2014,2,12379,1.61564
Zonnebeke,33037,Nee,Inburgeraars met inburgeringsattest,2015,2,12396,1.61342
Zonnebeke,33037,Nee,Inburgeraars met inburgeringsattest,2016,2,12417,1.6107
Zonnebeke,33037,Nee,Inburgeraars met inburgeringsattest,2017,6,12355,4.85633
Zonnebeke,33037,Nee,Inburgeraars met inburgeringsattest,2018,2,12445,1.60707
Zonnebeke,33037,Nee,Inburgeraars met inburgeringsattest,2019,4,12481,3.20487
Zonnebeke,33037,Nee,Inburgeraars met inburgeringsattest,2020,3,12498,2.40038
Zonnebeke,33037,Nee,Inburgeraars met inburgeringsattest,2021,6,12511,4.79578
Heuvelland,33039,Nee,Inburgeraars met inburgeringsattest,2010,1,8125,1.23077
Heuvelland,33039,Nee,Inburgeraars met inburgeringsattest,2011,2,7994,2.50188
Heuvelland,33039,Nee,Inburgeraars met inburgeringsattest,2012,2,7940,2.51889
Heuvelland,33039,Nee,Inburgeraars met inburgeringsattest,2013,4,7896,5.06586
Heuvelland,33039,Nee,Inburgeraars met inburgeringsattest,2014,2,7856,2.54582
Heuvelland,33039,Nee,Inburgeraars met inburgeringsattest,2015,1,7883,1.26855
Heuvelland,33039,Nee,Inburgeraars met inburgeringsattest,2016,1,7827,1.27763
Heuvelland,33039,Nee,Inburgeraars met inburgeringsattest,2017,5,7784,6.42343
Heuvelland,33039,Nee,Inburgeraars met inburgeringsattest,2018,5,7862,6.3597
Heuvelland,33039,Nee,Inburgeraars met inburgeringsattest,2019,4,7909,5.05753
Heuvelland,33039,Nee,Inburgeraars met inburgeringsattest,2020,2,7926,2.52334
Heuvelland,33039,Nee,Inburgeraars met inburgeringsattest,2021,6,7897,7.59782
Langemark-Poelkapelle,33040,Nee,Inburgeraars met inburgeringsattest,2010,2,7829,2.5546
Langemark-Poelkapelle,33040,Nee,Inburgeraars met inburgeringsattest,2011,4,7846,5.09814
Langemark-Poelkapelle,33040,Nee,Inburgeraars met inburgeringsattest,2012,6,7981,7.51785
Langemark-Poelkapelle,33040,Nee,Inburgeraars met inburgeringsattest,2013,10,8018,12.4719
Langemark-Poelkapelle,33040,Nee,Inburgeraars met inburgeringsattest,2014,2,8007,2.49781
Langemark-Poelkapelle,33040,Nee,Inburgeraars met inburgeringsattest,2015,4,8015,4.99064
Langemark-Poelkapelle,33040,Nee,Inburgeraars met inburgeringsattest,2016,4,7940,5.03778
Langemark-Poelkapelle,33040,Nee,Inburgeraars met inburgeringsattest,2017,5,7948,6.29089
Langemark-Poelkapelle,33040,Nee,Inburgeraars met inburgeringsattest,2018,4,7920,5.05051
Langemark-Poelkapelle,33040,Nee,Inburgeraars met inburgeringsattest,2019,14,7819,17.9051
Langemark-Poelkapelle,33040,Nee,Inburgeraars met inburgeringsattest,2020,17,7825,21.7252
Langemark-Poelkapelle,33040,Nee,Inburgeraars met inburgeringsattest,2021,18,7843,22.9504
Vleteren,33041,Nee,Inburgeraars met inburgeringsattest,2010,0,3676,0.0
Vleteren,33041,Nee,Inburgeraars met inburgeringsattest,2011,0,3714,0.0
Vleteren,33041,Nee,Inburgeraars met inburgeringsattest,2012,0,3712,0.0
Vleteren,33041,Nee,Inburgeraars met inburgeringsattest,2013,0,3674,0.0
Vleteren,33041,Nee,Inburgeraars met inburgeringsattest,2014,3,3668,8.17884
Vleteren,33041,Nee,Inburgeraars met inburgeringsattest,2015,1,3623,2.76014
Vleteren,33041,Nee,Inburgeraars met inburgeringsattest,2016,0,3673,0.0
Vleteren,33041,Nee,Inburgeraars met inburgeringsattest,2017,0,3656,0.0
Vleteren,33041,Nee,Inburgeraars met inburgeringsattest,2018,2,3659,5.46597
Vleteren,33041,Nee,Inburgeraars met inburgeringsattest,2019,2,3691,5.41859
Vleteren,33041,Nee,Inburgeraars met inburgeringsattest,2020,2,3653,5.47495
Vleteren,33041,Nee,Inburgeraars met inburgeringsattest,2021,0,3649,0.0
Anzegem,34002,Nee,Inburgeraars met inburgeringsattest,2010,4,14234,2.81017
Anzegem,34002,Nee,Inburgeraars met inburgeringsattest,2011,5,14331,3.48894
Anzegem,34002,Nee,Inburgeraars met inburgeringsattest,2012,3,14471,2.07311
Anzegem,34002,Nee,Inburgeraars met inburgeringsattest,2013,4,14469,2.76453
Anzegem,34002,Nee,Inburgeraars met inburgeringsattest,2014,6,14472,4.14594
Anzegem,34002,Nee,Inburgeraars met inburgeringsattest,2015,5,14567,3.43242
Anzegem,34002,Nee,Inburgeraars met inburgeringsattest,2016,4,14589,2.74179
Anzegem,34002,Nee,Inburgeraars met inburgeringsattest,2017,9,14545,6.18769
Anzegem,34002,Nee,Inburgeraars met inburgeringsattest,2018,17,14609,11.6367
Anzegem,34002,Nee,Inburgeraars met inburgeringsattest,2019,10,14716,6.79532
Anzegem,34002,Nee,Inburgeraars met inburgeringsattest,2020,11,14781,7.44199
Anzegem,34002,Nee,Inburgeraars met inburgeringsattest,2021,16,14845,10.778
Avelgem,34003,Nee,Inburgeraars met inburgeringsattest,2010,8,9603,8.33073
Avelgem,34003,Nee,Inburgeraars met inburgeringsattest,2011,9,9655,9.3216
Avelgem,34003,Nee,Inburgeraars met inburgeringsattest,2012,4,9641,4.14895
Avelgem,34003,Nee,Inburgeraars met inburgeringsattest,2013,8,9666,8.27643
Avelgem,34003,Nee,Inburgeraars met inburgeringsattest,2014,3,9727,3.0842
Avelgem,34003,Nee,Inburgeraars met inburgeringsattest,2015,4,9788,4.08664
Avelgem,34003,Nee,Inburgeraars met inburgeringsattest,2016,9,9956,9.03978
Avelgem,34003,Nee,Inburgeraars met inburgeringsattest,2017,13,10045,12.9418
Avelgem,34003,Nee,Inburgeraars met inburgeringsattest,2018,9,10065,8.94188
Avelgem,34003,Nee,Inburgeraars met inburgeringsattest,2019,9,10158,8.86001
Avelgem,34003,Nee,Inburgeraars met inburgeringsattest,2020,10,10206,9.79816
Avelgem,34003,Nee,Inburgeraars met inburgeringsattest,2021,16,10249,15.6113
Deerlijk,34009,Nee,Inburgeraars met inburgeringsattest,2010,2,11262,1.77588
Deerlijk,34009,Nee,Inburgeraars met inburgeringsattest,2011,11,11285,9.74745
Deerlijk,34009,Nee,Inburgeraars met inburgeringsattest,2012,10,11414,8.76117
Deerlijk,34009,Nee,Inburgeraars met inburgeringsattest,2013,8,11509,6.95108
Deerlijk,34009,Nee,Inburgeraars met inburgeringsattest,2014,5,11593,4.31295
Deerlijk,34009,Nee,Inburgeraars met inburgeringsattest,2015,11,11683,9.41539
Deerlijk,34009,Nee,Inburgeraars met inburgeringsattest,2016,4,11738,3.40774
Deerlijk,34009,Nee,Inburgeraars met inburgeringsattest,2017,9,11715,7.68246
Deerlijk,34009,Nee,Inburgeraars met inburgeringsattest,2018,10,11796,8.47745
Deerlijk,34009,Nee,Inburgeraars met inburgeringsattest,2019,10,11946,8.371
Deerlijk,34009,Nee,Inburgeraars met inburgeringsattest,2020,16,12078,13.2472
Deerlijk,34009,Nee,Inburgeraars met inburgeringsattest,2021,19,12182,15.5968
Harelbeke,34013,Nee,Inburgeraars met inburgeringsattest,2010,20,26577,7.5253
Harelbeke,34013,Nee,Inburgeraars met inburgeringsattest,2011,42,26761,15.6945
Harelbeke,34013,Nee,Inburgeraars met inburgeringsattest,2012,21,26957,7.79018
Harelbeke,34013,Nee,Inburgeraars met inburgeringsattest,2013,33,27103,12.1758
Harelbeke,34013,Nee,Inburgeraars met inburgeringsattest,2014,49,27247,17.9836
Harelbeke,34013,Nee,Inburgeraars met inburgeringsattest,2015,36,27446,13.1167
Harelbeke,34013,Nee,Inburgeraars met inburgeringsattest,2016,42,27536,15.2528
Harelbeke,34013,Nee,Inburgeraars met inburgeringsattest,2017,39,27683,14.0881
Harelbeke,34013,Nee,Inburgeraars met inburgeringsattest,2018,45,27886,16.1371
Harelbeke,34013,Nee,Inburgeraars met inburgeringsattest,2019,44,28158,15.6261
Harelbeke,34013,Nee,Inburgeraars met inburgeringsattest,2020,63,28502,22.1037
Harelbeke,34013,Nee,Inburgeraars met inburgeringsattest,2021,68,28614,23.7646
Kortrijk,34022,Ja,Inburgeraars met inburgeringsattest,2010,138,74911,18.4219
Kortrijk,34022,Ja,Inburgeraars met inburgeringsattest,2011,207,74868,27.6487
Kortrijk,34022,Ja,Inburgeraars met inburgeringsattest,2012,160,75219,21.2712
Kortrijk,34022,Ja,Inburgeraars met inburgeringsattest,2013,181,75120,24.0948
Kortrijk,34022,Ja,Inburgeraars met inburgeringsattest,2014,197,75128,26.2219
Kortrijk,34022,Ja,Inburgeraars met inburgeringsattest,2015,168,75219,22.3348
Kortrijk,34022,Ja,Inburgeraars met inburgeringsattest,2016,186,75506,24.6338
Kortrijk,34022,Ja,Inburgeraars met inburgeringsattest,2017,261,75736,34.4618
Kortrijk,34022,Ja,Inburgeraars met inburgeringsattest,2018,289,76265,37.8942
Kortrijk,34022,Ja,Inburgeraars met inburgeringsattest,2019,274,76735,35.7073
Kortrijk,34022,Ja,Inburgeraars met inburgeringsattest,2020,293,77109,37.9982
Kortrijk,34022,Ja,Inburgeraars met inburgeringsattest,2021,278,77213,36.0043
Kuurne,34023,Nee,Inburgeraars met inburgeringsattest,2010,12,12902,9.30088
Kuurne,34023,Nee,Inburgeraars met inburgeringsattest,2011,22,12967,16.9661
Kuurne,34023,Nee,Inburgeraars met inburgeringsattest,2012,13,12961,10.0301
Kuurne,34023,Nee,Inburgeraars met inburgeringsattest,2013,14,13052,10.7263
Kuurne,34023,Nee,Inburgeraars met inburgeringsattest,2014,13,13105,9.91988
Kuurne,34023,Nee,Inburgeraars met inburgeringsattest,2015,19,13084,14.5216
Kuurne,34023,Nee,Inburgeraars met inburgeringsattest,2016,28,13140,21.309
Kuurne,34023,Nee,Inburgeraars met inburgeringsattest,2017,24,13219,18.1557
Kuurne,34023,Nee,Inburgeraars met inburgeringsattest,2018,22,13318,16.519
Kuurne,34023,Nee,Inburgeraars met inburgeringsattest,2019,24,13484,17.7989
Kuurne,34023,Nee,Inburgeraars met inburgeringsattest,2020,24,13676,17.549
Kuurne,34023,Nee,Inburgeraars met inburgeringsattest,2021,24,13794,17.3989
Lendelede,34025,Nee,Inburgeraars met inburgeringsattest,2010,0,5589,0.0
Lendelede,34025,Nee,Inburgeraars met inburgeringsattest,2011,1,5647,1.77085
Lendelede,34025,Nee,Inburgeraars met inburgeringsattest,2012,5,5684,8.79662
Lendelede,34025,Nee,Inburgeraars met inburgeringsattest,2013,0,5730,0.0
Lendelede,34025,Nee,Inburgeraars met inburgeringsattest,2014,3,5749,5.2183
Lendelede,34025,Nee,Inburgeraars met inburgeringsattest,2015,5,5743,8.70625
Lendelede,34025,Nee,Inburgeraars met inburgeringsattest,2016,2,5746,3.48068
Lendelede,34025,Nee,Inburgeraars met inburgeringsattest,2017,9,5768,15.6033
Lendelede,34025,Nee,Inburgeraars met inburgeringsattest,2018,5,5742,8.70777
Lendelede,34025,Nee,Inburgeraars met inburgeringsattest,2019,2,5747,3.48008
Lendelede,34025,Nee,Inburgeraars met inburgeringsattest,2020,3,5787,5.18403
Lendelede,34025,Nee,Inburgeraars met inburgeringsattest,2021,3,5766,5.20291
Menen,34027,Nee,Inburgeraars met inburgeringsattest,2010,26,32530,7.99262
Menen,34027,Nee,Inburgeraars met inburgeringsattest,2011,70,32731,21.3865
Menen,34027,Nee,Inburgeraars met inburgeringsattest,2012,61,32683,18.6641
Menen,34027,Nee,Inburgeraars met inburgeringsattest,2013,53,32707,16.2045
Menen,34027,Nee,Inburgeraars met inburgeringsattest,2014,63,32964,19.1118
Menen,34027,Nee,Inburgeraars met inburgeringsattest,2015,41,32905,12.4601
Menen,34027,Nee,Inburgeraars met inburgeringsattest,2016,86,32877,26.1581
Menen,34027,Nee,Inburgeraars met inburgeringsattest,2017,78,33112,23.5564
Menen,34027,Nee,Inburgeraars met inburgeringsattest,2018,87,33190,26.2127
Menen,34027,Nee,Inburgeraars met inburgeringsattest,2019,83,33385,24.8615
Menen,34027,Nee,Inburgeraars met inburgeringsattest,2020,97,33540,28.9207
Menen,34027,Nee,Inburgeraars met inburgeringsattest,2021,84,33708,24.9199
Waregem,34040,Nee,Inburgeraars met inburgeringsattest,2010,35,36306,9.64028
Waregem,34040,Nee,Inburgeraars met inburgeringsattest,2011,25,36593,6.83191
Waregem,34040,Nee,Inburgeraars met inburgeringsattest,2012,35,36751,9.52355
Waregem,34040,Nee,Inburgeraars met inburgeringsattest,2013,36,36960,9.74026
Waregem,34040,Nee,Inburgeraars met inburgeringsattest,2014,59,37155,15.8794
Waregem,34040,Nee,Inburgeraars met inburgeringsattest,2015,44,37341,11.7833
Waregem,34040,Nee,Inburgeraars met inburgeringsattest,2016,70,37606,18.6141
Waregem,34040,Nee,Inburgeraars met inburgeringsattest,2017,49,37871,12.9387
Waregem,34040,Nee,Inburgeraars met inburgeringsattest,2018,63,38125,16.5246
Waregem,34040,Nee,Inburgeraars met inburgeringsattest,2019,72,38266,18.8157
Waregem,34040,Nee,Inburgeraars met inburgeringsattest,2020,65,38350,16.9492
Waregem,34040,Nee,Inburgeraars met inburgeringsattest,2021,72,38535,18.6843
Wevelgem,34041,Nee,Inburgeraars met inburgeringsattest,2010,17,30975,5.4883
Wevelgem,34041,Nee,Inburgeraars met inburgeringsattest,2011,32,31066,10.3007
Wevelgem,34041,Nee,Inburgeraars met inburgeringsattest,2012,16,31076,5.14867
Wevelgem,34041,Nee,Inburgeraars met inburgeringsattest,2013,26,31100,8.36013
Wevelgem,34041,Nee,Inburgeraars met inburgeringsattest,2014,42,31063,13.5209
Wevelgem,34041,Nee,Inburgeraars met inburgeringsattest,2015,16,31307,5.11068
Wevelgem,34041,Nee,Inburgeraars met inburgeringsattest,2016,9,31291,2.87623
Wevelgem,34041,Nee,Inburgeraars met inburgeringsattest,2017,32,31457,10.1726
Wevelgem,34041,Nee,Inburgeraars met inburgeringsattest,2018,55,31412,17.5092
Wevelgem,34041,Nee,Inburgeraars met inburgeringsattest,2019,37,31406,11.7812
Wevelgem,34041,Nee,Inburgeraars met inburgeringsattest,2020,32,31579,10.1333
Wevelgem,34041,Nee,Inburgeraars met inburgeringsattest,2021,48,31503,15.2366
Zwevegem,34042,Nee,Inburgeraars met inburgeringsattest,2010,17,24113,7.05014
Zwevegem,34042,Nee,Inburgeraars met inburgeringsattest,2011,13,24100,5.39419
Zwevegem,34042,Nee,Inburgeraars met inburgeringsattest,2012,19,24209,7.84832
Zwevegem,34042,Nee,Inburgeraars met inburgeringsattest,2013,6,24197,2.47965
Zwevegem,34042,Nee,Inburgeraars met inburgeringsattest,2014,17,24258,7.008
Zwevegem,34042,Nee,Inburgeraars met inburgeringsattest,2015,12,24271,4.94417
Zwevegem,34042,Nee,Inburgeraars met inburgeringsattest,2016,7,24353,2.87439
Zwevegem,34042,Nee,Inburgeraars met inburgeringsattest,2017,16,24530,6.52263
Zwevegem,34042,Nee,Inburgeraars met inburgeringsattest,2018,30,24619,12.1857
Zwevegem,34042,Nee,Inburgeraars met inburgeringsattest,2019,26,24656,10.5451
Zwevegem,34042,Nee,Inburgeraars met inburgeringsattest,2020,14,24814,5.64198
Zwevegem,34042,Nee,Inburgeraars met inburgeringsattest,2021,14,24853,5.63312
Spiere-Helkijn,34043,Nee,Inburgeraars met inburgeringsattest,2010,0,2110,0.0
Spiere-Helkijn,34043,Nee,Inburgeraars met inburgeringsattest,2011,0,2126,0.0
Spiere-Helkijn,34043,Nee,Inburgeraars met inburgeringsattest,2012,0,2110,0.0
Spiere-Helkijn,34043,Nee,Inburgeraars met inburgeringsattest,2013,2,2126,9.40734
Spiere-Helkijn,34043,Nee,Inburgeraars met inburgeringsattest,2014,1,2120,4.71698
Spiere-Helkijn,34043,Nee,Inburgeraars met inburgeringsattest,2015,1,2155,4.64037
Spiere-Helkijn,34043,Nee,Inburgeraars met inburgeringsattest,2016,0,2133,0.0
Spiere-Helkijn,34043,Nee,Inburgeraars met inburgeringsattest,2017,1,2142,4.66853
Spiere-Helkijn,34043,Nee,Inburgeraars met inburgeringsattest,2018,0,2087,0.0
Spiere-Helkijn,34043,Nee,Inburgeraars met inburgeringsattest,2019,0,2049,0.0
Spiere-Helkijn,34043,Nee,Inburgeraars met inburgeringsattest,2020,0,2071,0.0
Spiere-Helkijn,34043,Nee,Inburgeraars met inburgeringsattest,2021,1,2076,4.81696
