Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Nationaliteit,Aantal inburgeraars die een inburgeringscontract hebben ondertekend naar nationaliteitsgroep,Aantal inburgeraars die een inburgeringscontract hebben ondertekend,Procent
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,EU+ (excl. Nederland),2,12,0.166667
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Nederland,0,12,0.0
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Onbepaalde nationaliteit,0,12,0.0
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Derdelander,6,10,0.6
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,EU+ (excl. Nederland),3,10,0.3
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Nederland,1,10,0.1
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Onbepaalde nationaliteit,0,10,0.0
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Derdelander,10,16,0.625
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,EU+ (excl. Nederland),6,16,0.375
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Nederland,0,16,0.0
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Onbepaalde nationaliteit,0,16,0.0
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Derdelander,28,35,0.8
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,EU+ (excl. Nederland),7,35,0.2
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Nederland,0,35,0.0
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Onbepaalde nationaliteit,0,35,0.0
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Derdelander,11,13,0.846154
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,EU+ (excl. Nederland),2,13,0.153846
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Nederland,0,13,0.0
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Onbepaalde nationaliteit,0,13,0.0
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Derdelander,9,15,0.6
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,EU+ (excl. Nederland),6,15,0.4
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Nederland,0,15,0.0
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Onbepaalde nationaliteit,0,15,0.0
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Derdelander,21,32,0.65625
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,EU+ (excl. Nederland),11,32,0.34375
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Nederland,0,32,0.0
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Onbepaalde nationaliteit,0,32,0.0
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Derdelander,15,18,0.833333
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,EU+ (excl. Nederland),3,18,0.166667
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Nederland,0,18,0.0
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Onbepaalde nationaliteit,0,18,0.0
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Derdelander,24,25,0.96
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,EU+ (excl. Nederland),1,25,0.04
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Nederland,0,25,0.0
Wingene,37018,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Onbepaalde nationaliteit,0,25,0.0
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Derdelander,4,4,1.0
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,EU+,0,4,0.0
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Onbepaalde nationaliteit,0,4,0.0
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Derdelander,11,13,0.846154
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,EU+,2,13,0.153846
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Onbepaalde nationaliteit,0,13,0.0
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Derdelander,3,12,0.25
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,EU+ (excl. Nederland),9,12,0.75
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Nederland,0,12,0.0
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Onbepaalde nationaliteit,0,12,0.0
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Derdelander,5,12,0.416667
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,EU+ (excl. Nederland),7,12,0.583333
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Nederland,0,12,0.0
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Onbepaalde nationaliteit,0,12,0.0
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Derdelander,2,10,0.2
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,EU+ (excl. Nederland),8,10,0.8
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Nederland,0,10,0.0
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Onbepaalde nationaliteit,0,10,0.0
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Derdelander,9,11,0.818182
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,EU+ (excl. Nederland),2,11,0.181818
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Nederland,0,11,0.0
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Onbepaalde nationaliteit,0,11,0.0
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Derdelander,6,11,0.545455
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,EU+ (excl. Nederland),2,11,0.181818
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Nederland,0,11,0.0
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Onbepaalde nationaliteit,3,11,0.272727
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Derdelander,3,4,0.75
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,EU+ (excl. Nederland),1,4,0.25
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Nederland,0,4,0.0
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Onbepaalde nationaliteit,0,4,0.0
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Derdelander,10,15,0.666667
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,EU+ (excl. Nederland),5,15,0.333333
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Nederland,0,15,0.0
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Onbepaalde nationaliteit,0,15,0.0
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Derdelander,5,8,0.625
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,EU+ (excl. Nederland),3,8,0.375
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Nederland,0,8,0.0
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Onbepaalde nationaliteit,0,8,0.0
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Derdelander,4,7,0.571429
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,EU+ (excl. Nederland),3,7,0.428571
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Nederland,0,7,0.0
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Onbepaalde nationaliteit,0,7,0.0
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Derdelander,7,17,0.411765
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,EU+ (excl. Nederland),10,17,0.588235
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Nederland,0,17,0.0
Ardooie,37020,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Onbepaalde nationaliteit,0,17,0.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Derdelander,0,1,0.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,EU+,0,1,0.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Onbepaalde nationaliteit,1,1,1.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Derdelander,1,1,1.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,EU+,0,1,0.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Onbepaalde nationaliteit,0,1,0.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Derdelander,3,3,1.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,EU+ (excl. Nederland),0,3,0.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Nederland,0,3,0.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Onbepaalde nationaliteit,0,3,0.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Derdelander,5,5,1.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,EU+ (excl. Nederland),0,5,0.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Nederland,0,5,0.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Onbepaalde nationaliteit,0,5,0.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Derdelander,5,5,1.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,EU+ (excl. Nederland),0,5,0.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Nederland,0,5,0.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Onbepaalde nationaliteit,0,5,0.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Derdelander,1,1,1.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,EU+ (excl. Nederland),0,1,0.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Nederland,0,1,0.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Onbepaalde nationaliteit,0,1,0.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Derdelander,12,12,1.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,EU+ (excl. Nederland),0,12,0.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Nederland,0,12,0.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Onbepaalde nationaliteit,0,12,0.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Derdelander,8,8,1.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,EU+ (excl. Nederland),0,8,0.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Nederland,0,8,0.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Onbepaalde nationaliteit,0,8,0.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Derdelander,6,11,0.545455
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,EU+ (excl. Nederland),4,11,0.363636
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Nederland,1,11,0.0909091
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Onbepaalde nationaliteit,0,11,0.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Derdelander,10,10,1.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,EU+ (excl. Nederland),0,10,0.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Nederland,0,10,0.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Onbepaalde nationaliteit,0,10,0.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Derdelander,21,22,0.954545
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,EU+ (excl. Nederland),1,22,0.0454545
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Nederland,0,22,0.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Onbepaalde nationaliteit,0,22,0.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Derdelander,41,41,1.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,EU+ (excl. Nederland),0,41,0.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Nederland,0,41,0.0
Alveringem,38002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Onbepaalde nationaliteit,0,41,0.0
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Derdelander,17,19,0.894737
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,EU+,1,19,0.0526316
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Onbepaalde nationaliteit,1,19,0.0526316
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Derdelander,31,33,0.939394
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,EU+,2,33,0.0606061
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Onbepaalde nationaliteit,0,33,0.0
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Derdelander,15,21,0.714286
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,EU+ (excl. Nederland),4,21,0.190476
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Nederland,0,21,0.0
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Onbepaalde nationaliteit,2,21,0.0952381
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Derdelander,18,23,0.782609
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,EU+ (excl. Nederland),4,23,0.173913
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Nederland,0,23,0.0
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Onbepaalde nationaliteit,1,23,0.0434783
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Derdelander,10,15,0.666667
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,EU+ (excl. Nederland),4,15,0.266667
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Nederland,0,15,0.0
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Onbepaalde nationaliteit,1,15,0.0666667
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Derdelander,14,22,0.636364
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,EU+ (excl. Nederland),5,22,0.227273
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Nederland,1,22,0.0454545
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Onbepaalde nationaliteit,2,22,0.0909091
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Derdelander,32,33,0.969697
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,EU+ (excl. Nederland),1,33,0.030303
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Nederland,0,33,0.0
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Onbepaalde nationaliteit,0,33,0.0
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Derdelander,40,46,0.869565
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,EU+ (excl. Nederland),5,46,0.108696
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Nederland,0,46,0.0
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Onbepaalde nationaliteit,1,46,0.0217391
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Derdelander,24,26,0.923077
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,EU+ (excl. Nederland),2,26,0.0769231
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Nederland,0,26,0.0
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Onbepaalde nationaliteit,0,26,0.0
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Derdelander,31,31,1.0
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,EU+ (excl. Nederland),0,31,0.0
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Nederland,0,31,0.0
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Onbepaalde nationaliteit,0,31,0.0
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Derdelander,14,21,0.666667
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,EU+ (excl. Nederland),6,21,0.285714
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Nederland,0,21,0.0
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Onbepaalde nationaliteit,1,21,0.047619
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Derdelander,23,25,0.92
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,EU+ (excl. Nederland),2,25,0.08
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Nederland,0,25,0.0
De Panne,38008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Onbepaalde nationaliteit,0,25,0.0
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Derdelander,15,16,0.9375
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,EU+,0,16,0.0
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Onbepaalde nationaliteit,1,16,0.0625
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Derdelander,27,30,0.9
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,EU+,2,30,0.0666667
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Onbepaalde nationaliteit,1,30,0.0333333
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Derdelander,14,17,0.823529
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,EU+ (excl. Nederland),0,17,0.0
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Nederland,0,17,0.0
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Onbepaalde nationaliteit,3,17,0.176471
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Derdelander,20,20,1.0
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,EU+ (excl. Nederland),0,20,0.0
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Nederland,0,20,0.0
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Onbepaalde nationaliteit,0,20,0.0
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Derdelander,16,19,0.842105
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,EU+ (excl. Nederland),0,19,0.0
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Nederland,0,19,0.0
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Onbepaalde nationaliteit,3,19,0.157895
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Derdelander,29,32,0.90625
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,EU+ (excl. Nederland),3,32,0.09375
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Nederland,0,32,0.0
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Onbepaalde nationaliteit,0,32,0.0
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Derdelander,65,70,0.928571
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,EU+ (excl. Nederland),2,70,0.0285714
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Nederland,0,70,0.0
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Onbepaalde nationaliteit,3,70,0.0428571
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Derdelander,53,55,0.963636
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,EU+ (excl. Nederland),1,55,0.0181818
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Nederland,0,55,0.0
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Onbepaalde nationaliteit,1,55,0.0181818
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Derdelander,21,23,0.913043
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,EU+ (excl. Nederland),1,23,0.0434783
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Nederland,0,23,0.0
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Onbepaalde nationaliteit,1,23,0.0434783
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Derdelander,18,25,0.72
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,EU+ (excl. Nederland),6,25,0.24
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Nederland,0,25,0.0
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Onbepaalde nationaliteit,1,25,0.04
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Derdelander,30,37,0.810811
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,EU+ (excl. Nederland),7,37,0.189189
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Nederland,0,37,0.0
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Onbepaalde nationaliteit,0,37,0.0
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Derdelander,27,32,0.84375
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,EU+ (excl. Nederland),5,32,0.15625
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Nederland,0,32,0.0
Koksijde,38014,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Onbepaalde nationaliteit,0,32,0.0
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Derdelander,18,22,0.818182
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,EU+,3,22,0.136364
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Onbepaalde nationaliteit,1,22,0.0454545
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Derdelander,25,26,0.961538
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,EU+,1,26,0.0384615
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Onbepaalde nationaliteit,0,26,0.0
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Derdelander,8,14,0.571429
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,EU+ (excl. Nederland),6,14,0.428571
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Nederland,0,14,0.0
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Onbepaalde nationaliteit,0,14,0.0
