Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Nationaliteit,Aantal inburgeraars die een inburgeringscontract hebben ondertekend naar nationaliteitsgroep,Aantal inburgeraars die een inburgeringscontract hebben ondertekend,Procent
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Derdelander,21,25,0.84
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,EU+ (excl. Nederland),4,25,0.16
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Nederland,0,25,0.0
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Onbepaalde nationaliteit,0,25,0.0
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Derdelander,5,8,0.625
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,EU+ (excl. Nederland),3,8,0.375
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Nederland,0,8,0.0
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Onbepaalde nationaliteit,0,8,0.0
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Derdelander,22,25,0.88
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,EU+ (excl. Nederland),1,25,0.04
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Nederland,0,25,0.0
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Onbepaalde nationaliteit,2,25,0.08
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Derdelander,42,47,0.893617
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,EU+ (excl. Nederland),4,47,0.0851064
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Nederland,0,47,0.0
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Onbepaalde nationaliteit,1,47,0.0212766
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Derdelander,17,22,0.772727
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,EU+ (excl. Nederland),4,22,0.181818
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Nederland,0,22,0.0
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Onbepaalde nationaliteit,1,22,0.0454545
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Derdelander,27,29,0.931034
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,EU+ (excl. Nederland),2,29,0.0689655
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Nederland,0,29,0.0
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Onbepaalde nationaliteit,0,29,0.0
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Derdelander,15,15,1.0
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,EU+ (excl. Nederland),0,15,0.0
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Nederland,0,15,0.0
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Onbepaalde nationaliteit,0,15,0.0
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Derdelander,12,16,0.75
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,EU+ (excl. Nederland),2,16,0.125
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Nederland,0,16,0.0
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Onbepaalde nationaliteit,2,16,0.125
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Derdelander,22,23,0.956522
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,EU+ (excl. Nederland),1,23,0.0434783
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Nederland,0,23,0.0
Nieuwpoort,38016,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Onbepaalde nationaliteit,0,23,0.0
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Derdelander,16,17,0.941176
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,EU+,1,17,0.0588235
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Onbepaalde nationaliteit,0,17,0.0
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Derdelander,14,14,1.0
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,EU+,0,14,0.0
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Onbepaalde nationaliteit,0,14,0.0
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Derdelander,3,3,1.0
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,EU+ (excl. Nederland),0,3,0.0
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Nederland,0,3,0.0
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Onbepaalde nationaliteit,0,3,0.0
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Derdelander,8,9,0.888889
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,EU+ (excl. Nederland),1,9,0.111111
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Nederland,0,9,0.0
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Onbepaalde nationaliteit,0,9,0.0
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Derdelander,7,10,0.7
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,EU+ (excl. Nederland),2,10,0.2
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Nederland,0,10,0.0
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Onbepaalde nationaliteit,1,10,0.1
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Derdelander,9,11,0.818182
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,EU+ (excl. Nederland),0,11,0.0
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Nederland,0,11,0.0
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Onbepaalde nationaliteit,2,11,0.181818
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Derdelander,22,23,0.956522
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,EU+ (excl. Nederland),0,23,0.0
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Nederland,0,23,0.0
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Onbepaalde nationaliteit,1,23,0.0434783
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Derdelander,9,12,0.75
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,EU+ (excl. Nederland),3,12,0.25
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Nederland,0,12,0.0
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Onbepaalde nationaliteit,0,12,0.0
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Derdelander,12,13,0.923077
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,EU+ (excl. Nederland),1,13,0.0769231
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Nederland,0,13,0.0
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Onbepaalde nationaliteit,0,13,0.0
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Derdelander,19,20,0.95
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,EU+ (excl. Nederland),1,20,0.05
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Nederland,0,20,0.0
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Onbepaalde nationaliteit,0,20,0.0
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Derdelander,6,8,0.75
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,EU+ (excl. Nederland),1,8,0.125
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Nederland,0,8,0.0
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Onbepaalde nationaliteit,1,8,0.125
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Derdelander,15,16,0.9375
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,EU+ (excl. Nederland),1,16,0.0625
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Nederland,0,16,0.0
Veurne,38025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Onbepaalde nationaliteit,0,16,0.0
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Derdelander,137,152,0.901316
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,EU+,7,152,0.0460526
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Onbepaalde nationaliteit,8,152,0.0526316
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Derdelander,200,218,0.917431
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,EU+,13,218,0.059633
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Onbepaalde nationaliteit,5,218,0.0229358
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Derdelander,117,124,0.943548
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,EU+ (excl. Nederland),6,124,0.0483871
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Nederland,0,124,0.0
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Onbepaalde nationaliteit,1,124,0.00806452
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Derdelander,118,131,0.900763
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,EU+ (excl. Nederland),13,131,0.0992366
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Nederland,0,131,0.0
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Onbepaalde nationaliteit,0,131,0.0
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Derdelander,134,163,0.822086
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,EU+ (excl. Nederland),21,163,0.128834
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Nederland,0,163,0.0
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Onbepaalde nationaliteit,8,163,0.0490798
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Derdelander,175,189,0.925926
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,EU+ (excl. Nederland),10,189,0.0529101
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Nederland,0,189,0.0
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Onbepaalde nationaliteit,4,189,0.021164
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Derdelander,249,266,0.93609
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,EU+ (excl. Nederland),14,266,0.0526316
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Nederland,0,266,0.0
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Onbepaalde nationaliteit,3,266,0.0112782
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Derdelander,227,272,0.834559
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,EU+ (excl. Nederland),30,272,0.110294
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Nederland,1,272,0.00367647
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Onbepaalde nationaliteit,14,272,0.0514706
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Derdelander,241,282,0.85461
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,EU+ (excl. Nederland),28,282,0.0992908
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Nederland,1,282,0.0035461
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Onbepaalde nationaliteit,12,282,0.0425532
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Derdelander,222,264,0.840909
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,EU+ (excl. Nederland),35,264,0.132576
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Nederland,2,264,0.00757576
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Onbepaalde nationaliteit,5,264,0.0189394
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Derdelander,201,230,0.873913
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,EU+ (excl. Nederland),24,230,0.104348
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Nederland,0,230,0.0
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Onbepaalde nationaliteit,5,230,0.0217391
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Derdelander,272,311,0.874598
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,EU+ (excl. Nederland),36,311,0.115756
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Nederland,1,311,0.00321543
Aalst,41002,Ja,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Onbepaalde nationaliteit,2,311,0.00643087
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Derdelander,12,12,1.0
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,EU+,0,12,0.0
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Onbepaalde nationaliteit,0,12,0.0
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Derdelander,24,27,0.888889
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,EU+,3,27,0.111111
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Onbepaalde nationaliteit,0,27,0.0
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Derdelander,24,25,0.96
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,EU+ (excl. Nederland),0,25,0.0
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Nederland,0,25,0.0
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Onbepaalde nationaliteit,1,25,0.04
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Derdelander,19,21,0.904762
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,EU+ (excl. Nederland),2,21,0.0952381
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Nederland,0,21,0.0
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Onbepaalde nationaliteit,0,21,0.0
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Derdelander,17,24,0.708333
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,EU+ (excl. Nederland),6,24,0.25
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Nederland,0,24,0.0
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Onbepaalde nationaliteit,1,24,0.0416667
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Derdelander,23,25,0.92
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,EU+ (excl. Nederland),2,25,0.08
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Nederland,0,25,0.0
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Onbepaalde nationaliteit,0,25,0.0
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Derdelander,35,37,0.945946
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,EU+ (excl. Nederland),0,37,0.0
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Nederland,1,37,0.027027
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Onbepaalde nationaliteit,1,37,0.027027
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Derdelander,35,36,0.972222
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,EU+ (excl. Nederland),0,36,0.0
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Nederland,0,36,0.0
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Onbepaalde nationaliteit,1,36,0.0277778
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Derdelander,44,48,0.916667
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,EU+ (excl. Nederland),4,48,0.0833333
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Nederland,0,48,0.0
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Onbepaalde nationaliteit,0,48,0.0
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Derdelander,55,59,0.932203
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,EU+ (excl. Nederland),3,59,0.0508475
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Nederland,0,59,0.0
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Onbepaalde nationaliteit,1,59,0.0169492
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Derdelander,52,59,0.881356
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,EU+ (excl. Nederland),6,59,0.101695
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Nederland,0,59,0.0
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Onbepaalde nationaliteit,1,59,0.0169492
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Derdelander,59,64,0.921875
Denderleeuw,41011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,EU+ (excl. Nederland),5,64,0.078125
