Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Interne inwijking van vreemdelingen,Aantal inwoners,Verhouding per 1000 inwoners
Bredene,35002,Nee,Interne inwijking van vreemdelingen,2005,38,14982,2.53638
Bredene,35002,Nee,Interne inwijking van vreemdelingen,2006,41,15118,2.712
Bredene,35002,Nee,Interne inwijking van vreemdelingen,2007,44,15343,2.86776
Bredene,35002,Nee,Interne inwijking van vreemdelingen,2008,57,15594,3.65525
Bredene,35002,Nee,Interne inwijking van vreemdelingen,2009,59,15905,3.70953
Bredene,35002,Nee,Interne inwijking van vreemdelingen,2010,47,16202,2.90088
Bredene,35002,Nee,Interne inwijking van vreemdelingen,2011,68,16383,4.15064
Bredene,35002,Nee,Interne inwijking van vreemdelingen,2012,81,16496,4.91028
Bredene,35002,Nee,Interne inwijking van vreemdelingen,2013,88,16754,5.25248
Bredene,35002,Nee,Interne inwijking van vreemdelingen,2014,97,16962,5.71867
Bredene,35002,Nee,Interne inwijking van vreemdelingen,2015,78,17301,4.50841
Bredene,35002,Nee,Interne inwijking van vreemdelingen,2016,132,17360,7.60369
Bredene,35002,Nee,Interne inwijking van vreemdelingen,2017,129,17585,7.3358
Bredene,35002,Nee,Interne inwijking van vreemdelingen,2018,160,17828,8.97465
Bredene,35002,Nee,Interne inwijking van vreemdelingen,2019,146,18095,8.06853
Bredene,35002,Nee,Interne inwijking van vreemdelingen,2020,100,18141,5.51238
Bredene,35002,Nee,Interne inwijking van vreemdelingen,2021,85,18086,4.69977
Gistel,35005,Nee,Interne inwijking van vreemdelingen,2000,10,11085,0.90212
Gistel,35005,Nee,Interne inwijking van vreemdelingen,2001,6,11147,0.53826
Gistel,35005,Nee,Interne inwijking van vreemdelingen,2002,8,11199,0.71435
Gistel,35005,Nee,Interne inwijking van vreemdelingen,2003,7,11162,0.62713
Gistel,35005,Nee,Interne inwijking van vreemdelingen,2004,8,11184,0.71531
Gistel,35005,Nee,Interne inwijking van vreemdelingen,2005,12,11159,1.07537
Gistel,35005,Nee,Interne inwijking van vreemdelingen,2006,8,11125,0.7191
Gistel,35005,Nee,Interne inwijking van vreemdelingen,2007,20,11170,1.79051
Gistel,35005,Nee,Interne inwijking van vreemdelingen,2008,19,11383,1.66916
Gistel,35005,Nee,Interne inwijking van vreemdelingen,2009,20,11702,1.70911
Gistel,35005,Nee,Interne inwijking van vreemdelingen,2010,18,11727,1.53492
Gistel,35005,Nee,Interne inwijking van vreemdelingen,2011,22,11782,1.86726
Gistel,35005,Nee,Interne inwijking van vreemdelingen,2012,18,11792,1.52646
Gistel,35005,Nee,Interne inwijking van vreemdelingen,2013,29,11871,2.44293
Gistel,35005,Nee,Interne inwijking van vreemdelingen,2014,38,11826,3.21326
Gistel,35005,Nee,Interne inwijking van vreemdelingen,2015,63,11753,5.36033
Gistel,35005,Nee,Interne inwijking van vreemdelingen,2016,69,11851,5.82229
Gistel,35005,Nee,Interne inwijking van vreemdelingen,2017,43,12021,3.57707
Gistel,35005,Nee,Interne inwijking van vreemdelingen,2018,85,12063,7.04634
Gistel,35005,Nee,Interne inwijking van vreemdelingen,2019,58,12178,4.76269
Gistel,35005,Nee,Interne inwijking van vreemdelingen,2020,44,12166,3.61664
Gistel,35005,Nee,Interne inwijking van vreemdelingen,2021,65,12107,5.36879
Ichtegem,35006,Nee,Interne inwijking van vreemdelingen,2000,11,13242,0.83069
Ichtegem,35006,Nee,Interne inwijking van vreemdelingen,2001,9,13272,0.67812
Ichtegem,35006,Nee,Interne inwijking van vreemdelingen,2002,9,13349,0.67421
Ichtegem,35006,Nee,Interne inwijking van vreemdelingen,2003,3,13429,0.2234
Ichtegem,35006,Nee,Interne inwijking van vreemdelingen,2004,6,13389,0.44813
Ichtegem,35006,Nee,Interne inwijking van vreemdelingen,2005,6,13340,0.44978
Ichtegem,35006,Nee,Interne inwijking van vreemdelingen,2006,14,13423,1.04299
Ichtegem,35006,Nee,Interne inwijking van vreemdelingen,2007,27,13493,2.00104
Ichtegem,35006,Nee,Interne inwijking van vreemdelingen,2008,8,13571,0.58949
Ichtegem,35006,Nee,Interne inwijking van vreemdelingen,2009,12,13687,0.87674
Ichtegem,35006,Nee,Interne inwijking van vreemdelingen,2010,11,13839,0.79486
Ichtegem,35006,Nee,Interne inwijking van vreemdelingen,2011,12,13860,0.8658
Ichtegem,35006,Nee,Interne inwijking van vreemdelingen,2012,12,13898,0.86343
Ichtegem,35006,Nee,Interne inwijking van vreemdelingen,2013,44,13869,3.17254
Ichtegem,35006,Nee,Interne inwijking van vreemdelingen,2014,18,13929,1.29227
Ichtegem,35006,Nee,Interne inwijking van vreemdelingen,2015,21,13952,1.50516
Ichtegem,35006,Nee,Interne inwijking van vreemdelingen,2016,25,13945,1.79276
Ichtegem,35006,Nee,Interne inwijking van vreemdelingen,2017,45,13950,3.22581
Ichtegem,35006,Nee,Interne inwijking van vreemdelingen,2018,41,13939,2.94139
Ichtegem,35006,Nee,Interne inwijking van vreemdelingen,2019,33,14050,2.34875
Ichtegem,35006,Nee,Interne inwijking van vreemdelingen,2020,69,14041,4.91418
Ichtegem,35006,Nee,Interne inwijking van vreemdelingen,2021,43,14068,3.05658
Middelkerke,35011,Nee,Interne inwijking van vreemdelingen,2000,19,16583,1.14575
Middelkerke,35011,Nee,Interne inwijking van vreemdelingen,2001,16,16668,0.95992
Middelkerke,35011,Nee,Interne inwijking van vreemdelingen,2002,39,16930,2.3036
Middelkerke,35011,Nee,Interne inwijking van vreemdelingen,2003,36,17217,2.09096
Middelkerke,35011,Nee,Interne inwijking van vreemdelingen,2004,20,17501,1.14279
Middelkerke,35011,Nee,Interne inwijking van vreemdelingen,2005,32,17690,1.80893
Middelkerke,35011,Nee,Interne inwijking van vreemdelingen,2006,34,17841,1.90572
Middelkerke,35011,Nee,Interne inwijking van vreemdelingen,2007,28,18080,1.54867
Middelkerke,35011,Nee,Interne inwijking van vreemdelingen,2008,31,18377,1.68689
Middelkerke,35011,Nee,Interne inwijking van vreemdelingen,2009,60,18614,3.22338
Middelkerke,35011,Nee,Interne inwijking van vreemdelingen,2010,54,18636,2.89762
Middelkerke,35011,Nee,Interne inwijking van vreemdelingen,2011,58,18893,3.06992
Middelkerke,35011,Nee,Interne inwijking van vreemdelingen,2012,64,19052,3.35923
Middelkerke,35011,Nee,Interne inwijking van vreemdelingen,2013,91,19083,4.76864
Middelkerke,35011,Nee,Interne inwijking van vreemdelingen,2014,79,19177,4.11952
Middelkerke,35011,Nee,Interne inwijking van vreemdelingen,2015,71,19302,3.67838
Middelkerke,35011,Nee,Interne inwijking van vreemdelingen,2016,84,19262,4.36092
Middelkerke,35011,Nee,Interne inwijking van vreemdelingen,2017,109,19186,5.68123
Middelkerke,35011,Nee,Interne inwijking van vreemdelingen,2018,81,19371,4.18151
Middelkerke,35011,Nee,Interne inwijking van vreemdelingen,2019,71,19336,3.67191
Middelkerke,35011,Nee,Interne inwijking van vreemdelingen,2020,94,19578,4.80131
Middelkerke,35011,Nee,Interne inwijking van vreemdelingen,2021,85,19676,4.31998
Oostende,35013,Ja,Interne inwijking van vreemdelingen,2000,106,67279,1.57553
Oostende,35013,Ja,Interne inwijking van vreemdelingen,2001,130,67334,1.93067
Oostende,35013,Ja,Interne inwijking van vreemdelingen,2002,155,67574,2.29378
Oostende,35013,Ja,Interne inwijking van vreemdelingen,2003,138,68065,2.02747
Oostende,35013,Ja,Interne inwijking van vreemdelingen,2004,192,68273,2.81224
Oostende,35013,Ja,Interne inwijking van vreemdelingen,2005,163,68594,2.3763
Oostende,35013,Ja,Interne inwijking van vreemdelingen,2006,202,68931,2.93047
Oostende,35013,Ja,Interne inwijking van vreemdelingen,2007,226,69115,3.26991
Oostende,35013,Ja,Interne inwijking van vreemdelingen,2008,258,69093,3.7341
Oostende,35013,Ja,Interne inwijking van vreemdelingen,2009,277,69061,4.01095
Oostende,35013,Ja,Interne inwijking van vreemdelingen,2010,403,69064,5.83517
Oostende,35013,Ja,Interne inwijking van vreemdelingen,2011,419,69732,6.00872
Oostende,35013,Ja,Interne inwijking van vreemdelingen,2012,400,70284,5.6912
Oostende,35013,Ja,Interne inwijking van vreemdelingen,2013,615,69969,8.78961
Oostende,35013,Ja,Interne inwijking van vreemdelingen,2014,594,70274,8.45263
Oostende,35013,Ja,Interne inwijking van vreemdelingen,2015,608,70460,8.62901
Oostende,35013,Ja,Interne inwijking van vreemdelingen,2016,762,70600,10.7932
Oostende,35013,Ja,Interne inwijking van vreemdelingen,2017,817,70994,11.50801
Oostende,35013,Ja,Interne inwijking van vreemdelingen,2018,752,71332,10.54225
Oostende,35013,Ja,Interne inwijking van vreemdelingen,2019,610,71494,8.53218
Oostende,35013,Ja,Interne inwijking van vreemdelingen,2020,568,71647,7.92776
Oostende,35013,Ja,Interne inwijking van vreemdelingen,2021,527,71755,7.34444
Oudenburg,35014,Nee,Interne inwijking van vreemdelingen,2000,10,8810,1.13507
Oudenburg,35014,Nee,Interne inwijking van vreemdelingen,2001,4,8813,0.45387
Oudenburg,35014,Nee,Interne inwijking van vreemdelingen,2002,4,8794,0.45486
Oudenburg,35014,Nee,Interne inwijking van vreemdelingen,2003,10,8781,1.13882
Oudenburg,35014,Nee,Interne inwijking van vreemdelingen,2004,2,8834,0.2264
Oudenburg,35014,Nee,Interne inwijking van vreemdelingen,2005,5,8884,0.56281
Oudenburg,35014,Nee,Interne inwijking van vreemdelingen,2006,16,8929,1.79191
Oudenburg,35014,Nee,Interne inwijking van vreemdelingen,2007,15,8947,1.67654
Oudenburg,35014,Nee,Interne inwijking van vreemdelingen,2008,8,8955,0.89336
Oudenburg,35014,Nee,Interne inwijking van vreemdelingen,2009,11,8983,1.22454
Oudenburg,35014,Nee,Interne inwijking van vreemdelingen,2010,4,8972,0.44583
Oudenburg,35014,Nee,Interne inwijking van vreemdelingen,2011,24,9042,2.65428
Oudenburg,35014,Nee,Interne inwijking van vreemdelingen,2012,32,9110,3.51262
Oudenburg,35014,Nee,Interne inwijking van vreemdelingen,2013,36,9094,3.95865
Oudenburg,35014,Nee,Interne inwijking van vreemdelingen,2014,16,9217,1.73592
Oudenburg,35014,Nee,Interne inwijking van vreemdelingen,2015,26,9222,2.81935
Oudenburg,35014,Nee,Interne inwijking van vreemdelingen,2016,34,9279,3.66419
Oudenburg,35014,Nee,Interne inwijking van vreemdelingen,2017,33,9325,3.53887
Oudenburg,35014,Nee,Interne inwijking van vreemdelingen,2018,49,9300,5.26882
Oudenburg,35014,Nee,Interne inwijking van vreemdelingen,2019,43,9381,4.58373
Oudenburg,35014,Nee,Interne inwijking van vreemdelingen,2020,55,9507,5.78521
Oudenburg,35014,Nee,Interne inwijking van vreemdelingen,2021,62,9672,6.41026
De Haan,35029,Nee,Interne inwijking van vreemdelingen,2000,14,11355,1.23294
De Haan,35029,Nee,Interne inwijking van vreemdelingen,2001,22,11418,1.92678
De Haan,35029,Nee,Interne inwijking van vreemdelingen,2002,19,11580,1.64076
De Haan,35029,Nee,Interne inwijking van vreemdelingen,2003,23,11644,1.97527
De Haan,35029,Nee,Interne inwijking van vreemdelingen,2004,25,11717,2.13365
De Haan,35029,Nee,Interne inwijking van vreemdelingen,2005,35,11847,2.95433
De Haan,35029,Nee,Interne inwijking van vreemdelingen,2006,30,11925,2.51572
De Haan,35029,Nee,Interne inwijking van vreemdelingen,2007,18,12177,1.4782
De Haan,35029,Nee,Interne inwijking van vreemdelingen,2008,33,12242,2.69564
De Haan,35029,Nee,Interne inwijking van vreemdelingen,2009,43,12339,3.48489
De Haan,35029,Nee,Interne inwijking van vreemdelingen,2010,42,12401,3.38682
De Haan,35029,Nee,Interne inwijking van vreemdelingen,2011,49,12518,3.91436
De Haan,35029,Nee,Interne inwijking van vreemdelingen,2012,41,12473,3.2871
De Haan,35029,Nee,Interne inwijking van vreemdelingen,2013,40,12563,3.18395
De Haan,35029,Nee,Interne inwijking van vreemdelingen,2014,48,12577,3.81649
De Haan,35029,Nee,Interne inwijking van vreemdelingen,2015,57,12587,4.52848
De Haan,35029,Nee,Interne inwijking van vreemdelingen,2016,55,12622,4.35747
De Haan,35029,Nee,Interne inwijking van vreemdelingen,2017,69,12656,5.45196
De Haan,35029,Nee,Interne inwijking van vreemdelingen,2018,52,12635,4.11555
De Haan,35029,Nee,Interne inwijking van vreemdelingen,2019,54,12666,4.26338
De Haan,35029,Nee,Interne inwijking van vreemdelingen,2020,73,12700,5.74803
De Haan,35029,Nee,Interne inwijking van vreemdelingen,2021,45,12789,3.51865
Hooglede,36006,Nee,Interne inwijking van vreemdelingen,2000,6,9750,0.61538
Hooglede,36006,Nee,Interne inwijking van vreemdelingen,2001,0,9768,0.0
Hooglede,36006,Nee,Interne inwijking van vreemdelingen,2002,4,9803,0.40804
Hooglede,36006,Nee,Interne inwijking van vreemdelingen,2003,4,9837,0.40663
Hooglede,36006,Nee,Interne inwijking van vreemdelingen,2004,3,9820,0.3055
Hooglede,36006,Nee,Interne inwijking van vreemdelingen,2005,6,9838,0.60988
Hooglede,36006,Nee,Interne inwijking van vreemdelingen,2006,7,9831,0.71203
Hooglede,36006,Nee,Interne inwijking van vreemdelingen,2007,9,9867,0.91213
Hooglede,36006,Nee,Interne inwijking van vreemdelingen,2008,16,9930,1.61128
Hooglede,36006,Nee,Interne inwijking van vreemdelingen,2009,14,10005,1.3993
Hooglede,36006,Nee,Interne inwijking van vreemdelingen,2010,29,9957,2.91252
Hooglede,36006,Nee,Interne inwijking van vreemdelingen,2011,21,9967,2.10695
Hooglede,36006,Nee,Interne inwijking van vreemdelingen,2012,38,9895,3.84032
Hooglede,36006,Nee,Interne inwijking van vreemdelingen,2013,16,10047,1.59252
Hooglede,36006,Nee,Interne inwijking van vreemdelingen,2014,27,10106,2.67168
Hooglede,36006,Nee,Interne inwijking van vreemdelingen,2015,45,10071,4.46828
Hooglede,36006,Nee,Interne inwijking van vreemdelingen,2016,31,10016,3.09505
Hooglede,36006,Nee,Interne inwijking van vreemdelingen,2017,48,10007,4.79664
Hooglede,36006,Nee,Interne inwijking van vreemdelingen,2018,73,9950,7.33668
Hooglede,36006,Nee,Interne inwijking van vreemdelingen,2019,50,9987,5.00651
Hooglede,36006,Nee,Interne inwijking van vreemdelingen,2020,68,9973,6.81841
Hooglede,36006,Nee,Interne inwijking van vreemdelingen,2021,72,9925,7.25441
Ingelmunster,36007,Nee,Interne inwijking van vreemdelingen,2000,13,10651,1.22054
Ingelmunster,36007,Nee,Interne inwijking van vreemdelingen,2001,12,10659,1.12581
Ingelmunster,36007,Nee,Interne inwijking van vreemdelingen,2002,12,10646,1.12718
Ingelmunster,36007,Nee,Interne inwijking van vreemdelingen,2003,9,10633,0.84642
Ingelmunster,36007,Nee,Interne inwijking van vreemdelingen,2004,13,10609,1.22537
Ingelmunster,36007,Nee,Interne inwijking van vreemdelingen,2005,8,10618,0.75344
Ingelmunster,36007,Nee,Interne inwijking van vreemdelingen,2006,21,10617,1.97796
Ingelmunster,36007,Nee,Interne inwijking van vreemdelingen,2007,25,10646,2.3483
Ingelmunster,36007,Nee,Interne inwijking van vreemdelingen,2008,22,10617,2.07215
Ingelmunster,36007,Nee,Interne inwijking van vreemdelingen,2009,27,10624,2.54142
Ingelmunster,36007,Nee,Interne inwijking van vreemdelingen,2010,50,10641,4.69881
Ingelmunster,36007,Nee,Interne inwijking van vreemdelingen,2011,24,10680,2.24719
Ingelmunster,36007,Nee,Interne inwijking van vreemdelingen,2012,63,10728,5.87248
Ingelmunster,36007,Nee,Interne inwijking van vreemdelingen,2013,37,10818,3.42023
Ingelmunster,36007,Nee,Interne inwijking van vreemdelingen,2014,21,10789,1.94643
Ingelmunster,36007,Nee,Interne inwijking van vreemdelingen,2015,39,10691,3.64793
Ingelmunster,36007,Nee,Interne inwijking van vreemdelingen,2016,62,10792,5.745
Ingelmunster,36007,Nee,Interne inwijking van vreemdelingen,2017,89,10792,8.24685
Ingelmunster,36007,Nee,Interne inwijking van vreemdelingen,2018,83,10928,7.59517
Ingelmunster,36007,Nee,Interne inwijking van vreemdelingen,2019,76,10996,6.9116
Ingelmunster,36007,Nee,Interne inwijking van vreemdelingen,2020,53,11131,4.76148
Ingelmunster,36007,Nee,Interne inwijking van vreemdelingen,2021,102,11189,9.1161
Izegem,36008,Nee,Interne inwijking van vreemdelingen,2000,12,26532,0.45228
Izegem,36008,Nee,Interne inwijking van vreemdelingen,2001,5,26541,0.18839
Izegem,36008,Nee,Interne inwijking van vreemdelingen,2002,11,26551,0.4143
Izegem,36008,Nee,Interne inwijking van vreemdelingen,2003,28,26498,1.05668
Izegem,36008,Nee,Interne inwijking van vreemdelingen,2004,34,26539,1.28113
Izegem,36008,Nee,Interne inwijking van vreemdelingen,2005,31,26550,1.16761
Izegem,36008,Nee,Interne inwijking van vreemdelingen,2006,28,26544,1.05485
Izegem,36008,Nee,Interne inwijking van vreemdelingen,2007,50,26486,1.88779
Izegem,36008,Nee,Interne inwijking van vreemdelingen,2008,28,26779,1.0456
Izegem,36008,Nee,Interne inwijking van vreemdelingen,2009,51,26847,1.89965
Izegem,36008,Nee,Interne inwijking van vreemdelingen,2010,48,27111,1.7705
Izegem,36008,Nee,Interne inwijking van vreemdelingen,2011,72,27238,2.64337
Izegem,36008,Nee,Interne inwijking van vreemdelingen,2012,79,27363,2.88711
Izegem,36008,Nee,Interne inwijking van vreemdelingen,2013,92,27354,3.36331
Izegem,36008,Nee,Interne inwijking van vreemdelingen,2014,81,27364,2.96009
Izegem,36008,Nee,Interne inwijking van vreemdelingen,2015,129,27376,4.71216
Izegem,36008,Nee,Interne inwijking van vreemdelingen,2016,110,27550,3.99274
Izegem,36008,Nee,Interne inwijking van vreemdelingen,2017,147,27590,5.32802
Izegem,36008,Nee,Interne inwijking van vreemdelingen,2018,194,27729,6.99629
Izegem,36008,Nee,Interne inwijking van vreemdelingen,2019,221,28018,7.88779
Izegem,36008,Nee,Interne inwijking van vreemdelingen,2020,238,28322,8.40336
Izegem,36008,Nee,Interne inwijking van vreemdelingen,2021,289,28554,10.12117
Ledegem,36010,Nee,Interne inwijking van vreemdelingen,2000,4,9344,0.42808
Ledegem,36010,Nee,Interne inwijking van vreemdelingen,2001,8,9369,0.85388
Ledegem,36010,Nee,Interne inwijking van vreemdelingen,2002,1,9371,0.10671
Ledegem,36010,Nee,Interne inwijking van vreemdelingen,2003,7,9281,0.75423
Ledegem,36010,Nee,Interne inwijking van vreemdelingen,2004,9,9254,0.97255
Ledegem,36010,Nee,Interne inwijking van vreemdelingen,2005,6,9264,0.64767
Ledegem,36010,Nee,Interne inwijking van vreemdelingen,2006,7,9306,0.7522
Ledegem,36010,Nee,Interne inwijking van vreemdelingen,2007,17,9379,1.81256
Ledegem,36010,Nee,Interne inwijking van vreemdelingen,2008,10,9367,1.06758
Ledegem,36010,Nee,Interne inwijking van vreemdelingen,2009,4,9499,0.4211
Ledegem,36010,Nee,Interne inwijking van vreemdelingen,2010,22,9530,2.3085
Ledegem,36010,Nee,Interne inwijking van vreemdelingen,2011,14,9583,1.46092
Ledegem,36010,Nee,Interne inwijking van vreemdelingen,2012,21,9509,2.20843
Ledegem,36010,Nee,Interne inwijking van vreemdelingen,2013,13,9523,1.36512
Ledegem,36010,Nee,Interne inwijking van vreemdelingen,2014,27,9522,2.83554
Ledegem,36010,Nee,Interne inwijking van vreemdelingen,2015,15,9507,1.57778
Ledegem,36010,Nee,Interne inwijking van vreemdelingen,2016,31,9530,3.25289
Ledegem,36010,Nee,Interne inwijking van vreemdelingen,2017,41,9607,4.26772
Ledegem,36010,Nee,Interne inwijking van vreemdelingen,2018,49,9716,5.04323
Ledegem,36010,Nee,Interne inwijking van vreemdelingen,2019,39,9695,4.02269
Ledegem,36010,Nee,Interne inwijking van vreemdelingen,2020,70,9687,7.22618
Ledegem,36010,Nee,Interne inwijking van vreemdelingen,2021,47,9715,4.83788
Lichtervelde,36011,Nee,Interne inwijking van vreemdelingen,2000,7,8270,0.84643
Lichtervelde,36011,Nee,Interne inwijking van vreemdelingen,2001,5,8312,0.60154
Lichtervelde,36011,Nee,Interne inwijking van vreemdelingen,2002,4,8250,0.48485
Lichtervelde,36011,Nee,Interne inwijking van vreemdelingen,2003,4,8224,0.48638
Lichtervelde,36011,Nee,Interne inwijking van vreemdelingen,2004,3,8306,0.36118
Lichtervelde,36011,Nee,Interne inwijking van vreemdelingen,2005,5,8354,0.59852
Lichtervelde,36011,Nee,Interne inwijking van vreemdelingen,2006,13,8400,1.54762
Lichtervelde,36011,Nee,Interne inwijking van vreemdelingen,2007,7,8438,0.82958
Lichtervelde,36011,Nee,Interne inwijking van vreemdelingen,2008,4,8489,0.4712
Lichtervelde,36011,Nee,Interne inwijking van vreemdelingen,2009,22,8483,2.59342
Lichtervelde,36011,Nee,Interne inwijking van vreemdelingen,2010,4,8501,0.47053
Lichtervelde,36011,Nee,Interne inwijking van vreemdelingen,2011,16,8490,1.88457
Lichtervelde,36011,Nee,Interne inwijking van vreemdelingen,2012,10,8512,1.17481
Lichtervelde,36011,Nee,Interne inwijking van vreemdelingen,2013,14,8536,1.64011
Lichtervelde,36011,Nee,Interne inwijking van vreemdelingen,2014,7,8625,0.81159
Lichtervelde,36011,Nee,Interne inwijking van vreemdelingen,2015,13,8612,1.50952
Lichtervelde,36011,Nee,Interne inwijking van vreemdelingen,2016,24,8688,2.76243
Lichtervelde,36011,Nee,Interne inwijking van vreemdelingen,2017,28,8760,3.19635
Lichtervelde,36011,Nee,Interne inwijking van vreemdelingen,2018,43,8793,4.89025
Lichtervelde,36011,Nee,Interne inwijking van vreemdelingen,2019,36,8926,4.03316
Lichtervelde,36011,Nee,Interne inwijking van vreemdelingen,2020,31,8943,3.4664
Lichtervelde,36011,Nee,Interne inwijking van vreemdelingen,2021,49,8962,5.46753
Moorslede,36012,Nee,Interne inwijking van vreemdelingen,2000,5,10733,0.46585
Moorslede,36012,Nee,Interne inwijking van vreemdelingen,2001,8,10690,0.74836
Moorslede,36012,Nee,Interne inwijking van vreemdelingen,2002,8,10710,0.74697
Moorslede,36012,Nee,Interne inwijking van vreemdelingen,2003,5,10715,0.46664
Moorslede,36012,Nee,Interne inwijking van vreemdelingen,2004,7,10620,0.65913
Moorslede,36012,Nee,Interne inwijking van vreemdelingen,2005,2,10626,0.18822
Moorslede,36012,Nee,Interne inwijking van vreemdelingen,2006,8,10618,0.75344
Moorslede,36012,Nee,Interne inwijking van vreemdelingen,2007,7,10697,0.65439
Moorslede,36012,Nee,Interne inwijking van vreemdelingen,2008,18,10840,1.66052
Moorslede,36012,Nee,Interne inwijking van vreemdelingen,2009,14,10746,1.30281
Moorslede,36012,Nee,Interne inwijking van vreemdelingen,2010,23,10799,2.12983
Moorslede,36012,Nee,Interne inwijking van vreemdelingen,2011,21,10859,1.93388
Moorslede,36012,Nee,Interne inwijking van vreemdelingen,2012,16,10925,1.46453
Moorslede,36012,Nee,Interne inwijking van vreemdelingen,2013,14,10990,1.27389
Moorslede,36012,Nee,Interne inwijking van vreemdelingen,2014,10,10962,0.91224
Moorslede,36012,Nee,Interne inwijking van vreemdelingen,2015,26,10942,2.37617
Moorslede,36012,Nee,Interne inwijking van vreemdelingen,2016,31,10949,2.83131
Moorslede,36012,Nee,Interne inwijking van vreemdelingen,2017,45,11015,4.08534
Moorslede,36012,Nee,Interne inwijking van vreemdelingen,2018,75,11080,6.76895
Moorslede,36012,Nee,Interne inwijking van vreemdelingen,2019,113,11250,10.04444
Moorslede,36012,Nee,Interne inwijking van vreemdelingen,2020,52,11442,4.54466
Moorslede,36012,Nee,Interne inwijking van vreemdelingen,2021,61,11445,5.32984
Roeselare,36015,Ja,Interne inwijking van vreemdelingen,2000,46,54199,0.84872
Roeselare,36015,Ja,Interne inwijking van vreemdelingen,2001,45,54376,0.82757
Roeselare,36015,Ja,Interne inwijking van vreemdelingen,2002,56,54688,1.02399
Roeselare,36015,Ja,Interne inwijking van vreemdelingen,2003,36,55140,0.65288
Roeselare,36015,Ja,Interne inwijking van vreemdelingen,2004,47,55273,0.85032
Roeselare,36015,Ja,Interne inwijking van vreemdelingen,2005,64,55380,1.15565
Roeselare,36015,Ja,Interne inwijking van vreemdelingen,2006,80,55775,1.43433
Roeselare,36015,Ja,Interne inwijking van vreemdelingen,2007,95,56268,1.68835
Roeselare,36015,Ja,Interne inwijking van vreemdelingen,2008,137,56546,2.42281
Roeselare,36015,Ja,Interne inwijking van vreemdelingen,2009,154,56893,2.70684
Roeselare,36015,Ja,Interne inwijking van vreemdelingen,2010,262,57432,4.56192
Roeselare,36015,Ja,Interne inwijking van vreemdelingen,2011,216,58137,3.71536
Roeselare,36015,Ja,Interne inwijking van vreemdelingen,2012,294,58823,4.99804
Roeselare,36015,Ja,Interne inwijking van vreemdelingen,2013,326,59340,5.49376
Roeselare,36015,Ja,Interne inwijking van vreemdelingen,2014,406,59714,6.79908
Roeselare,36015,Ja,Interne inwijking van vreemdelingen,2015,345,60386,5.71324
Roeselare,36015,Ja,Interne inwijking van vreemdelingen,2016,483,60999,7.91816
Roeselare,36015,Ja,Interne inwijking van vreemdelingen,2017,521,61657,8.44997
Roeselare,36015,Ja,Interne inwijking van vreemdelingen,2018,586,62301,9.40595
Roeselare,36015,Ja,Interne inwijking van vreemdelingen,2019,585,62954,9.2925
Roeselare,36015,Ja,Interne inwijking van vreemdelingen,2020,516,63478,8.1288
Roeselare,36015,Ja,Interne inwijking van vreemdelingen,2021,612,63763,9.59804
Staden,36019,Nee,Interne inwijking van vreemdelingen,2000,4,10986,0.3641
Staden,36019,Nee,Interne inwijking van vreemdelingen,2001,2,10969,0.18233
Staden,36019,Nee,Interne inwijking van vreemdelingen,2002,5,10930,0.45746
Staden,36019,Nee,Interne inwijking van vreemdelingen,2003,4,10883,0.36755
Staden,36019,Nee,Interne inwijking van vreemdelingen,2004,15,10885,1.37804
Staden,36019,Nee,Interne inwijking van vreemdelingen,2005,5,10912,0.45821
Staden,36019,Nee,Interne inwijking van vreemdelingen,2006,5,10969,0.45583
Staden,36019,Nee,Interne inwijking van vreemdelingen,2007,8,10995,0.7276
Staden,36019,Nee,Interne inwijking van vreemdelingen,2008,15,11041,1.35857
Staden,36019,Nee,Interne inwijking van vreemdelingen,2009,8,11057,0.72352
Staden,36019,Nee,Interne inwijking van vreemdelingen,2010,19,11053,1.71899
Staden,36019,Nee,Interne inwijking van vreemdelingen,2011,13,10979,1.18408
Staden,36019,Nee,Interne inwijking van vreemdelingen,2012,37,10951,3.37869
Staden,36019,Nee,Interne inwijking van vreemdelingen,2013,47,10949,4.29263
Staden,36019,Nee,Interne inwijking van vreemdelingen,2014,58,11068,5.24033
Staden,36019,Nee,Interne inwijking van vreemdelingen,2015,43,11193,3.84169
Staden,36019,Nee,Interne inwijking van vreemdelingen,2016,88,11173,7.87613
Staden,36019,Nee,Interne inwijking van vreemdelingen,2017,70,11314,6.18702
Staden,36019,Nee,Interne inwijking van vreemdelingen,2018,128,11376,11.25176
Staden,36019,Nee,Interne inwijking van vreemdelingen,2019,107,11489,9.31326
Staden,36019,Nee,Interne inwijking van vreemdelingen,2020,90,11518,7.81386
Staden,36019,Nee,Interne inwijking van vreemdelingen,2021,87,11462,7.5903
Dentergem,37002,Nee,Interne inwijking van vreemdelingen,2000,8,7868,1.01678
Dentergem,37002,Nee,Interne inwijking van vreemdelingen,2001,5,7931,0.63044
Dentergem,37002,Nee,Interne inwijking van vreemdelingen,2002,7,7928,0.88295
Dentergem,37002,Nee,Interne inwijking van vreemdelingen,2003,6,7966,0.7532
Dentergem,37002,Nee,Interne inwijking van vreemdelingen,2004,5,8029,0.62274
Dentergem,37002,Nee,Interne inwijking van vreemdelingen,2005,9,8128,1.10728
