Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Interne inwijking van vreemdelingen,Aantal inwoners,Verhouding per 1000 inwoners
Ham,71069,Nee,Interne inwijking van vreemdelingen,2012,24,10393,2.30925
Ham,71069,Nee,Interne inwijking van vreemdelingen,2013,21,10473,2.00516
Ham,71069,Nee,Interne inwijking van vreemdelingen,2014,33,10574,3.12086
Ham,71069,Nee,Interne inwijking van vreemdelingen,2015,42,10617,3.95592
Ham,71069,Nee,Interne inwijking van vreemdelingen,2016,58,10618,5.46242
Ham,71069,Nee,Interne inwijking van vreemdelingen,2017,71,10733,6.61511
Ham,71069,Nee,Interne inwijking van vreemdelingen,2018,71,10824,6.5595
Ham,71069,Nee,Interne inwijking van vreemdelingen,2019,73,10897,6.69909
Ham,71069,Nee,Interne inwijking van vreemdelingen,2020,45,10977,4.09948
Ham,71069,Nee,Interne inwijking van vreemdelingen,2021,49,11031,4.44203
Heusden-Zolder,71070,Nee,Interne inwijking van vreemdelingen,2000,89,30105,2.95632
Heusden-Zolder,71070,Nee,Interne inwijking van vreemdelingen,2001,69,30183,2.28606
Heusden-Zolder,71070,Nee,Interne inwijking van vreemdelingen,2002,78,30269,2.57689
Heusden-Zolder,71070,Nee,Interne inwijking van vreemdelingen,2003,73,30513,2.39242
Heusden-Zolder,71070,Nee,Interne inwijking van vreemdelingen,2004,74,30541,2.42297
Heusden-Zolder,71070,Nee,Interne inwijking van vreemdelingen,2005,81,30648,2.64291
Heusden-Zolder,71070,Nee,Interne inwijking van vreemdelingen,2006,83,30769,2.69752
Heusden-Zolder,71070,Nee,Interne inwijking van vreemdelingen,2007,92,31017,2.96612
Heusden-Zolder,71070,Nee,Interne inwijking van vreemdelingen,2008,123,31278,3.93248
Heusden-Zolder,71070,Nee,Interne inwijking van vreemdelingen,2009,121,31473,3.84457
Heusden-Zolder,71070,Nee,Interne inwijking van vreemdelingen,2010,131,31526,4.1553
Heusden-Zolder,71070,Nee,Interne inwijking van vreemdelingen,2011,196,31875,6.14902
Heusden-Zolder,71070,Nee,Interne inwijking van vreemdelingen,2012,183,32003,5.71821
Heusden-Zolder,71070,Nee,Interne inwijking van vreemdelingen,2013,151,32132,4.69937
Heusden-Zolder,71070,Nee,Interne inwijking van vreemdelingen,2014,172,32381,5.31176
Heusden-Zolder,71070,Nee,Interne inwijking van vreemdelingen,2015,145,32774,4.42424
Heusden-Zolder,71070,Nee,Interne inwijking van vreemdelingen,2016,160,33011,4.84687
Heusden-Zolder,71070,Nee,Interne inwijking van vreemdelingen,2017,229,33156,6.90674
Heusden-Zolder,71070,Nee,Interne inwijking van vreemdelingen,2018,215,33406,6.43597
Heusden-Zolder,71070,Nee,Interne inwijking van vreemdelingen,2019,181,33708,5.36965
Heusden-Zolder,71070,Nee,Interne inwijking van vreemdelingen,2020,290,33892,8.55659
Heusden-Zolder,71070,Nee,Interne inwijking van vreemdelingen,2021,195,34207,5.70059
Bocholt,72003,Nee,Interne inwijking van vreemdelingen,2000,27,11887,2.27139
Bocholt,72003,Nee,Interne inwijking van vreemdelingen,2001,29,11925,2.43187
Bocholt,72003,Nee,Interne inwijking van vreemdelingen,2002,33,11981,2.75436
Bocholt,72003,Nee,Interne inwijking van vreemdelingen,2003,32,12104,2.64375
Bocholt,72003,Nee,Interne inwijking van vreemdelingen,2004,39,12186,3.20039
Bocholt,72003,Nee,Interne inwijking van vreemdelingen,2005,41,12232,3.35186
Bocholt,72003,Nee,Interne inwijking van vreemdelingen,2006,76,12355,6.15136
Bocholt,72003,Nee,Interne inwijking van vreemdelingen,2007,44,12509,3.51747
Bocholt,72003,Nee,Interne inwijking van vreemdelingen,2008,62,12566,4.93395
Bocholt,72003,Nee,Interne inwijking van vreemdelingen,2009,65,12625,5.14851
Bocholt,72003,Nee,Interne inwijking van vreemdelingen,2010,61,12636,4.82748
Bocholt,72003,Nee,Interne inwijking van vreemdelingen,2011,49,12693,3.8604
Bocholt,72003,Nee,Interne inwijking van vreemdelingen,2012,96,12729,7.54183
Bocholt,72003,Nee,Interne inwijking van vreemdelingen,2013,70,12830,5.45596
Bocholt,72003,Nee,Interne inwijking van vreemdelingen,2014,73,12850,5.68093
Bocholt,72003,Nee,Interne inwijking van vreemdelingen,2015,61,12869,4.74007
Bocholt,72003,Nee,Interne inwijking van vreemdelingen,2016,87,12917,6.73531
Bocholt,72003,Nee,Interne inwijking van vreemdelingen,2017,143,12949,11.04332
Bocholt,72003,Nee,Interne inwijking van vreemdelingen,2018,109,13085,8.33015
Bocholt,72003,Nee,Interne inwijking van vreemdelingen,2019,101,13110,7.70404
Bocholt,72003,Nee,Interne inwijking van vreemdelingen,2020,105,13144,7.98844
Bocholt,72003,Nee,Interne inwijking van vreemdelingen,2021,171,13253,12.90274
Bree,72004,Nee,Interne inwijking van vreemdelingen,2000,46,14001,3.28548
Bree,72004,Nee,Interne inwijking van vreemdelingen,2001,38,14046,2.7054
Bree,72004,Nee,Interne inwijking van vreemdelingen,2002,27,14150,1.90813
Bree,72004,Nee,Interne inwijking van vreemdelingen,2003,35,14223,2.4608
Bree,72004,Nee,Interne inwijking van vreemdelingen,2004,32,14289,2.23948
Bree,72004,Nee,Interne inwijking van vreemdelingen,2005,47,14421,3.25914
Bree,72004,Nee,Interne inwijking van vreemdelingen,2006,42,14503,2.89595
Bree,72004,Nee,Interne inwijking van vreemdelingen,2007,60,14515,4.13365
Bree,72004,Nee,Interne inwijking van vreemdelingen,2008,50,14774,3.38432
Bree,72004,Nee,Interne inwijking van vreemdelingen,2009,69,15013,4.59602
Bree,72004,Nee,Interne inwijking van vreemdelingen,2010,89,15173,5.86568
Bree,72004,Nee,Interne inwijking van vreemdelingen,2011,86,15238,5.64379
Bree,72004,Nee,Interne inwijking van vreemdelingen,2012,69,15379,4.48664
Bree,72004,Nee,Interne inwijking van vreemdelingen,2013,52,15434,3.36918
Bree,72004,Nee,Interne inwijking van vreemdelingen,2014,106,15547,6.81804
Bree,72004,Nee,Interne inwijking van vreemdelingen,2015,119,15660,7.59898
Bree,72004,Nee,Interne inwijking van vreemdelingen,2016,104,15785,6.58853
Bree,72004,Nee,Interne inwijking van vreemdelingen,2017,125,15911,7.8562
Bree,72004,Nee,Interne inwijking van vreemdelingen,2018,109,16005,6.81037
Bree,72004,Nee,Interne inwijking van vreemdelingen,2019,123,16085,7.64688
Bree,72004,Nee,Interne inwijking van vreemdelingen,2020,69,16169,4.26743
Bree,72004,Nee,Interne inwijking van vreemdelingen,2021,143,16097,8.88364
Kinrooi,72018,Nee,Interne inwijking van vreemdelingen,2000,36,11749,3.06409
Kinrooi,72018,Nee,Interne inwijking van vreemdelingen,2001,21,11844,1.77305
Kinrooi,72018,Nee,Interne inwijking van vreemdelingen,2002,21,11894,1.7656
Kinrooi,72018,Nee,Interne inwijking van vreemdelingen,2003,36,11913,3.02191
Kinrooi,72018,Nee,Interne inwijking van vreemdelingen,2004,27,11928,2.26358
Kinrooi,72018,Nee,Interne inwijking van vreemdelingen,2005,32,11997,2.66733
Kinrooi,72018,Nee,Interne inwijking van vreemdelingen,2006,23,11977,1.92035
Kinrooi,72018,Nee,Interne inwijking van vreemdelingen,2007,34,12098,2.81038
Kinrooi,72018,Nee,Interne inwijking van vreemdelingen,2008,56,12121,4.62008
Kinrooi,72018,Nee,Interne inwijking van vreemdelingen,2009,49,12156,4.03093
Kinrooi,72018,Nee,Interne inwijking van vreemdelingen,2010,32,12227,2.61716
Kinrooi,72018,Nee,Interne inwijking van vreemdelingen,2011,55,12279,4.47919
Kinrooi,72018,Nee,Interne inwijking van vreemdelingen,2012,59,12252,4.81554
Kinrooi,72018,Nee,Interne inwijking van vreemdelingen,2013,55,12338,4.45777
Kinrooi,72018,Nee,Interne inwijking van vreemdelingen,2014,49,12373,3.96024
Kinrooi,72018,Nee,Interne inwijking van vreemdelingen,2015,48,12348,3.88727
Kinrooi,72018,Nee,Interne inwijking van vreemdelingen,2016,82,12309,6.66179
Kinrooi,72018,Nee,Interne inwijking van vreemdelingen,2017,47,12277,3.8283
Kinrooi,72018,Nee,Interne inwijking van vreemdelingen,2018,72,12233,5.88572
Kinrooi,72018,Nee,Interne inwijking van vreemdelingen,2019,69,12174,5.66782
Kinrooi,72018,Nee,Interne inwijking van vreemdelingen,2020,81,12206,6.63608
Kinrooi,72018,Nee,Interne inwijking van vreemdelingen,2021,87,12216,7.12181
Lommel,72020,Nee,Interne inwijking van vreemdelingen,2000,55,30433,1.80725
Lommel,72020,Nee,Interne inwijking van vreemdelingen,2001,57,30711,1.85601
Lommel,72020,Nee,Interne inwijking van vreemdelingen,2002,87,30947,2.81126
Lommel,72020,Nee,Interne inwijking van vreemdelingen,2003,76,31299,2.42819
Lommel,72020,Nee,Interne inwijking van vreemdelingen,2004,51,31436,1.62234
Lommel,72020,Nee,Interne inwijking van vreemdelingen,2005,81,31616,2.56199
Lommel,72020,Nee,Interne inwijking van vreemdelingen,2006,96,31898,3.00959
Lommel,72020,Nee,Interne inwijking van vreemdelingen,2007,118,32141,3.67132
Lommel,72020,Nee,Interne inwijking van vreemdelingen,2008,102,32415,3.14669
Lommel,72020,Nee,Interne inwijking van vreemdelingen,2009,104,32703,3.18014
Lommel,72020,Nee,Interne inwijking van vreemdelingen,2010,146,32917,4.4354
Lommel,72020,Nee,Interne inwijking van vreemdelingen,2011,160,33193,4.82029
Lommel,72020,Nee,Interne inwijking van vreemdelingen,2012,171,33409,5.11838
Lommel,72020,Nee,Interne inwijking van vreemdelingen,2013,137,33636,4.07302
Lommel,72020,Nee,Interne inwijking van vreemdelingen,2014,203,33744,6.01588
Lommel,72020,Nee,Interne inwijking van vreemdelingen,2015,184,33852,5.43542
Lommel,72020,Nee,Interne inwijking van vreemdelingen,2016,149,33957,4.3879
Lommel,72020,Nee,Interne inwijking van vreemdelingen,2017,189,33996,5.55948
Lommel,72020,Nee,Interne inwijking van vreemdelingen,2018,212,34044,6.22724
Lommel,72020,Nee,Interne inwijking van vreemdelingen,2019,231,34079,6.77837
Lommel,72020,Nee,Interne inwijking van vreemdelingen,2020,160,34245,4.67221
Lommel,72020,Nee,Interne inwijking van vreemdelingen,2021,233,34255,6.80193
Maaseik,72021,Nee,Interne inwijking van vreemdelingen,2000,101,22852,4.41974
Maaseik,72021,Nee,Interne inwijking van vreemdelingen,2001,72,23123,3.11378
Maaseik,72021,Nee,Interne inwijking van vreemdelingen,2002,68,23193,2.93192
Maaseik,72021,Nee,Interne inwijking van vreemdelingen,2003,69,23360,2.95377
Maaseik,72021,Nee,Interne inwijking van vreemdelingen,2004,90,23504,3.82914
Maaseik,72021,Nee,Interne inwijking van vreemdelingen,2005,83,23564,3.52232
Maaseik,72021,Nee,Interne inwijking van vreemdelingen,2006,84,23631,3.55465
Maaseik,72021,Nee,Interne inwijking van vreemdelingen,2007,107,23879,4.48092
Maaseik,72021,Nee,Interne inwijking van vreemdelingen,2008,133,24145,5.50839
Maaseik,72021,Nee,Interne inwijking van vreemdelingen,2009,110,24457,4.49769
Maaseik,72021,Nee,Interne inwijking van vreemdelingen,2010,118,24570,4.8026
Maaseik,72021,Nee,Interne inwijking van vreemdelingen,2011,110,24724,4.44912
Maaseik,72021,Nee,Interne inwijking van vreemdelingen,2012,146,24828,5.88046
Maaseik,72021,Nee,Interne inwijking van vreemdelingen,2013,148,24891,5.94592
Maaseik,72021,Nee,Interne inwijking van vreemdelingen,2014,163,24969,6.52809
Maaseik,72021,Nee,Interne inwijking van vreemdelingen,2015,160,25115,6.37069
Maaseik,72021,Nee,Interne inwijking van vreemdelingen,2016,183,25133,7.28126
Maaseik,72021,Nee,Interne inwijking van vreemdelingen,2017,155,25233,6.14275
Maaseik,72021,Nee,Interne inwijking van vreemdelingen,2018,168,25201,6.6664
Maaseik,72021,Nee,Interne inwijking van vreemdelingen,2019,137,25317,5.41138
Maaseik,72021,Nee,Interne inwijking van vreemdelingen,2020,189,25310,7.4674
Maaseik,72021,Nee,Interne inwijking van vreemdelingen,2021,158,25389,6.22317
Peer,72030,Nee,Interne inwijking van vreemdelingen,2000,26,15251,1.70481
Peer,72030,Nee,Interne inwijking van vreemdelingen,2001,54,15347,3.5186
Peer,72030,Nee,Interne inwijking van vreemdelingen,2002,25,15521,1.61072
Peer,72030,Nee,Interne inwijking van vreemdelingen,2003,29,15533,1.86699
Peer,72030,Nee,Interne inwijking van vreemdelingen,2004,41,15607,2.62703
Peer,72030,Nee,Interne inwijking van vreemdelingen,2005,43,15723,2.73485
Peer,72030,Nee,Interne inwijking van vreemdelingen,2006,23,15810,1.45478
Peer,72030,Nee,Interne inwijking van vreemdelingen,2007,48,15943,3.01073
Peer,72030,Nee,Interne inwijking van vreemdelingen,2008,53,15998,3.31291
Peer,72030,Nee,Interne inwijking van vreemdelingen,2009,51,16098,3.1681
Peer,72030,Nee,Interne inwijking van vreemdelingen,2010,50,16157,3.09463
Peer,72030,Nee,Interne inwijking van vreemdelingen,2011,86,16168,5.31915
Peer,72030,Nee,Interne inwijking van vreemdelingen,2012,68,16194,4.19909
Peer,72030,Nee,Interne inwijking van vreemdelingen,2013,67,16230,4.12816
Peer,72030,Nee,Interne inwijking van vreemdelingen,2014,83,16185,5.12821
Peer,72030,Nee,Interne inwijking van vreemdelingen,2015,76,16284,4.66716
Peer,72030,Nee,Interne inwijking van vreemdelingen,2016,126,16312,7.72437
Peer,72030,Nee,Interne inwijking van vreemdelingen,2017,69,16427,4.2004
Peer,72030,Nee,Interne inwijking van vreemdelingen,2018,77,16406,4.6934
Peer,72030,Nee,Interne inwijking van vreemdelingen,2019,101,16357,6.17473
Peer,72030,Nee,Interne inwijking van vreemdelingen,2020,103,16298,6.31979
Peer,72030,Nee,Interne inwijking van vreemdelingen,2021,98,16421,5.96797
Hamont-Achel,72037,Nee,Interne inwijking van vreemdelingen,2000,30,13585,2.20832
Hamont-Achel,72037,Nee,Interne inwijking van vreemdelingen,2001,51,13576,3.75663
Hamont-Achel,72037,Nee,Interne inwijking van vreemdelingen,2002,43,13653,3.14949
Hamont-Achel,72037,Nee,Interne inwijking van vreemdelingen,2003,45,13684,3.28851
Hamont-Achel,72037,Nee,Interne inwijking van vreemdelingen,2004,30,13755,2.18103
Hamont-Achel,72037,Nee,Interne inwijking van vreemdelingen,2005,46,13779,3.33841
Hamont-Achel,72037,Nee,Interne inwijking van vreemdelingen,2006,59,13770,4.28468
Hamont-Achel,72037,Nee,Interne inwijking van vreemdelingen,2007,68,13863,4.90514
Hamont-Achel,72037,Nee,Interne inwijking van vreemdelingen,2008,87,13903,6.25764
Hamont-Achel,72037,Nee,Interne inwijking van vreemdelingen,2009,102,14057,7.25617
Hamont-Achel,72037,Nee,Interne inwijking van vreemdelingen,2010,105,14094,7.44998
Hamont-Achel,72037,Nee,Interne inwijking van vreemdelingen,2011,95,14180,6.69958
Hamont-Achel,72037,Nee,Interne inwijking van vreemdelingen,2012,114,14225,8.01406
Hamont-Achel,72037,Nee,Interne inwijking van vreemdelingen,2013,128,14271,8.96924
Hamont-Achel,72037,Nee,Interne inwijking van vreemdelingen,2014,138,14265,9.67403
Hamont-Achel,72037,Nee,Interne inwijking van vreemdelingen,2015,87,14371,6.05386
Hamont-Achel,72037,Nee,Interne inwijking van vreemdelingen,2016,140,14356,9.75202
Hamont-Achel,72037,Nee,Interne inwijking van vreemdelingen,2017,132,14427,9.14951
Hamont-Achel,72037,Nee,Interne inwijking van vreemdelingen,2018,121,14427,8.38705
Hamont-Achel,72037,Nee,Interne inwijking van vreemdelingen,2019,124,14369,8.62969
Hamont-Achel,72037,Nee,Interne inwijking van vreemdelingen,2020,123,14299,8.602
Hamont-Achel,72037,Nee,Interne inwijking van vreemdelingen,2021,141,14337,9.83469
Hechtel-Eksel,72038,Nee,Interne inwijking van vreemdelingen,2000,42,11149,3.76715
Hechtel-Eksel,72038,Nee,Interne inwijking van vreemdelingen,2001,28,11232,2.49288
Hechtel-Eksel,72038,Nee,Interne inwijking van vreemdelingen,2002,22,11213,1.96201
Hechtel-Eksel,72038,Nee,Interne inwijking van vreemdelingen,2003,43,11230,3.82903
Hechtel-Eksel,72038,Nee,Interne inwijking van vreemdelingen,2004,46,11345,4.05465
Hechtel-Eksel,72038,Nee,Interne inwijking van vreemdelingen,2005,37,11455,3.23003
Hechtel-Eksel,72038,Nee,Interne inwijking van vreemdelingen,2006,60,11473,5.22967
Hechtel-Eksel,72038,Nee,Interne inwijking van vreemdelingen,2007,41,11517,3.55995
Hechtel-Eksel,72038,Nee,Interne inwijking van vreemdelingen,2008,36,11604,3.10238
Hechtel-Eksel,72038,Nee,Interne inwijking van vreemdelingen,2009,56,11753,4.76474
Hechtel-Eksel,72038,Nee,Interne inwijking van vreemdelingen,2010,61,11838,5.1529
Hechtel-Eksel,72038,Nee,Interne inwijking van vreemdelingen,2011,86,11847,7.25922
Hechtel-Eksel,72038,Nee,Interne inwijking van vreemdelingen,2012,69,11940,5.77889
Hechtel-Eksel,72038,Nee,Interne inwijking van vreemdelingen,2013,93,12009,7.74419
Hechtel-Eksel,72038,Nee,Interne inwijking van vreemdelingen,2014,42,12166,3.45224
Hechtel-Eksel,72038,Nee,Interne inwijking van vreemdelingen,2015,59,12266,4.81004
Hechtel-Eksel,72038,Nee,Interne inwijking van vreemdelingen,2016,63,12294,5.12445
Hechtel-Eksel,72038,Nee,Interne inwijking van vreemdelingen,2017,77,12276,6.2724
Hechtel-Eksel,72038,Nee,Interne inwijking van vreemdelingen,2018,114,12290,9.27583
Hechtel-Eksel,72038,Nee,Interne inwijking van vreemdelingen,2019,82,12419,6.60279
Hechtel-Eksel,72038,Nee,Interne inwijking van vreemdelingen,2020,92,12510,7.35412
Hechtel-Eksel,72038,Nee,Interne inwijking van vreemdelingen,2021,147,12543,11.71968
Houthalen-Helchteren,72039,Nee,Interne inwijking van vreemdelingen,2000,101,29215,3.45713
Houthalen-Helchteren,72039,Nee,Interne inwijking van vreemdelingen,2001,93,29270,3.17731
Houthalen-Helchteren,72039,Nee,Interne inwijking van vreemdelingen,2002,87,29438,2.95536
Houthalen-Helchteren,72039,Nee,Interne inwijking van vreemdelingen,2003,107,29416,3.63748
Houthalen-Helchteren,72039,Nee,Interne inwijking van vreemdelingen,2004,118,29607,3.98554
Houthalen-Helchteren,72039,Nee,Interne inwijking van vreemdelingen,2005,88,29802,2.95282
Houthalen-Helchteren,72039,Nee,Interne inwijking van vreemdelingen,2006,116,29945,3.87377
Houthalen-Helchteren,72039,Nee,Interne inwijking van vreemdelingen,2007,101,30050,3.36106
Houthalen-Helchteren,72039,Nee,Interne inwijking van vreemdelingen,2008,93,29999,3.1001
Houthalen-Helchteren,72039,Nee,Interne inwijking van vreemdelingen,2009,115,30120,3.81806
Houthalen-Helchteren,72039,Nee,Interne inwijking van vreemdelingen,2010,113,30126,3.75091
Houthalen-Helchteren,72039,Nee,Interne inwijking van vreemdelingen,2011,146,30318,4.81562
Houthalen-Helchteren,72039,Nee,Interne inwijking van vreemdelingen,2012,164,30356,5.40256
Houthalen-Helchteren,72039,Nee,Interne inwijking van vreemdelingen,2013,116,30515,3.80141
Houthalen-Helchteren,72039,Nee,Interne inwijking van vreemdelingen,2014,174,30623,5.682
Houthalen-Helchteren,72039,Nee,Interne inwijking van vreemdelingen,2015,152,30666,4.95663
Houthalen-Helchteren,72039,Nee,Interne inwijking van vreemdelingen,2016,139,30592,4.54367
Houthalen-Helchteren,72039,Nee,Interne inwijking van vreemdelingen,2017,158,30601,5.16323
Houthalen-Helchteren,72039,Nee,Interne inwijking van vreemdelingen,2018,199,30623,6.49838
Houthalen-Helchteren,72039,Nee,Interne inwijking van vreemdelingen,2019,216,30655,7.04616
Houthalen-Helchteren,72039,Nee,Interne inwijking van vreemdelingen,2020,163,30550,5.33552
Houthalen-Helchteren,72039,Nee,Interne inwijking van vreemdelingen,2021,213,30498,6.98406
Dilsen-Stokkem,72041,Nee,Interne inwijking van vreemdelingen,2000,90,18187,4.94859
Dilsen-Stokkem,72041,Nee,Interne inwijking van vreemdelingen,2001,62,18364,3.37617
Dilsen-Stokkem,72041,Nee,Interne inwijking van vreemdelingen,2002,97,18486,5.24721
Dilsen-Stokkem,72041,Nee,Interne inwijking van vreemdelingen,2003,82,18626,4.40245
Dilsen-Stokkem,72041,Nee,Interne inwijking van vreemdelingen,2004,71,18705,3.79578
Dilsen-Stokkem,72041,Nee,Interne inwijking van vreemdelingen,2005,81,18921,4.28096
Dilsen-Stokkem,72041,Nee,Interne inwijking van vreemdelingen,2006,104,19106,5.44332
Dilsen-Stokkem,72041,Nee,Interne inwijking van vreemdelingen,2007,120,19171,6.25945
Dilsen-Stokkem,72041,Nee,Interne inwijking van vreemdelingen,2008,104,19306,5.38693
Dilsen-Stokkem,72041,Nee,Interne inwijking van vreemdelingen,2009,140,19462,7.19351
Dilsen-Stokkem,72041,Nee,Interne inwijking van vreemdelingen,2010,135,19663,6.86569
Dilsen-Stokkem,72041,Nee,Interne inwijking van vreemdelingen,2011,130,19837,6.55341
Dilsen-Stokkem,72041,Nee,Interne inwijking van vreemdelingen,2012,102,19947,5.11355
Dilsen-Stokkem,72041,Nee,Interne inwijking van vreemdelingen,2013,115,19929,5.77049
Dilsen-Stokkem,72041,Nee,Interne inwijking van vreemdelingen,2014,143,20028,7.14
Dilsen-Stokkem,72041,Nee,Interne inwijking van vreemdelingen,2015,139,20199,6.88153
Dilsen-Stokkem,72041,Nee,Interne inwijking van vreemdelingen,2016,134,20287,6.60522
Dilsen-Stokkem,72041,Nee,Interne inwijking van vreemdelingen,2017,136,20310,6.69621
Dilsen-Stokkem,72041,Nee,Interne inwijking van vreemdelingen,2018,154,20454,7.52909
Dilsen-Stokkem,72041,Nee,Interne inwijking van vreemdelingen,2019,150,20590,7.28509
Dilsen-Stokkem,72041,Nee,Interne inwijking van vreemdelingen,2020,155,20693,7.49046
Dilsen-Stokkem,72041,Nee,Interne inwijking van vreemdelingen,2021,156,20819,7.49316
Oudsbergen,72042,Nee,Interne inwijking van vreemdelingen,2000,71,21644,3.28035
