Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Taal,"Aantal leerlingen dat in gewoon lager onderwijs minstens 2 jaar schoolse vertraging heeft opgelopen, naar thuistaal, wonend in de gemeente","Aantal leerlingen in het gewoon lager onderwijs, naar thuistaal, wonend in de gemeente",Procent
Wichelen,42026,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,1,25,0.04
Wichelen,42026,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,3,687,0.00436681
Wichelen,42026,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,1,34,0.0294118
Wichelen,42026,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,6,685,0.00875912
Wichelen,42026,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,4,45,0.0888889
Wichelen,42026,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,5,689,0.00725689
Wichelen,42026,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,5,36,0.138889
Wichelen,42026,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,3,644,0.00465839
Wichelen,42026,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,2,31,0.0645161
Wichelen,42026,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,2,634,0.00315457
Wichelen,42026,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,1,32,0.03125
Zele,42028,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,4,1057,0.0037843
Zele,42028,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,13,275,0.0472727
Zele,42028,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,3,1078,0.00278293
Zele,42028,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,14,278,0.0503597
Zele,42028,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,6,1087,0.00551978
Zele,42028,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,21,317,0.0662461
Zele,42028,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,8,1103,0.00725295
Zele,42028,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,18,336,0.0535714
Zele,42028,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,2,1098,0.00182149
Zele,42028,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,14,334,0.0419162
Zele,42028,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,3,1100,0.00272727
Zele,42028,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,9,347,0.0259366
Zele,42028,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,4,1116,0.00358423
Zele,42028,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,12,363,0.0330579
Zele,42028,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,3,1066,0.00281426
Zele,42028,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,13,381,0.0341207
Assenede,43002,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,2,770,0.0025974
Assenede,43002,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,5,21,0.238095
Assenede,43002,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,2,773,0.00258732
Assenede,43002,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,4,24,0.166667
Assenede,43002,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,2,798,0.00250627
Assenede,43002,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,3,26,0.115385
Assenede,43002,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,1,820,0.00121951
Assenede,43002,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,5,36,0.138889
Assenede,43002,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,4,841,0.00475624
Assenede,43002,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,4,42,0.0952381
Assenede,43002,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,2,830,0.00240964
Assenede,43002,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,7,53,0.132075
Assenede,43002,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,2,822,0.00243309
Assenede,43002,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,6,49,0.122449
Assenede,43002,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,2,844,0.00236967
Assenede,43002,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,5,44,0.113636
Eeklo,43005,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,10,1022,0.00978474
Eeklo,43005,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,11,95,0.115789
Eeklo,43005,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,10,1032,0.00968992
Eeklo,43005,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,12,107,0.11215
Eeklo,43005,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,11,1014,0.0108481
Eeklo,43005,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,11,125,0.088
Eeklo,43005,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,10,1015,0.00985222
Eeklo,43005,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,10,137,0.0729927
Eeklo,43005,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,11,1020,0.0107843
Eeklo,43005,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,12,164,0.0731707
Eeklo,43005,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,7,982,0.00712831
Eeklo,43005,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,14,195,0.0717949
Eeklo,43005,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,7,954,0.00733753
Eeklo,43005,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,9,214,0.0420561
Eeklo,43005,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,6,944,0.00635593
Eeklo,43005,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,9,254,0.0354331
Kaprijke,43007,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,1,377,0.00265252
Kaprijke,43007,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,0,4,0.0
Kaprijke,43007,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,2,388,0.00515464
Kaprijke,43007,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,0,4,0.0
Kaprijke,43007,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,4,397,0.0100756
Kaprijke,43007,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,1,7,0.142857
Kaprijke,43007,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,3,386,0.00777202
Kaprijke,43007,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,0,8,0.0
Kaprijke,43007,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,2,375,0.00533333
Kaprijke,43007,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,0,8,0.0
Kaprijke,43007,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,1,379,0.00263852
Kaprijke,43007,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,0,5,0.0
Kaprijke,43007,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,1,350,0.00285714
Kaprijke,43007,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,0,8,0.0
Kaprijke,43007,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,2,372,0.00537634
Kaprijke,43007,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,0,8,0.0
Maldegem,43010,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,9,1355,0.00664207
Maldegem,43010,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,6,36,0.166667
Maldegem,43010,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,8,1386,0.00577201
Maldegem,43010,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,6,37,0.162162
Maldegem,43010,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,5,1422,0.00351617
Maldegem,43010,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,8,50,0.16
Maldegem,43010,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,5,1403,0.00356379
Maldegem,43010,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,3,47,0.0638298
Maldegem,43010,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,7,1417,0.00494001
Maldegem,43010,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,1,60,0.0166667
Maldegem,43010,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,6,1356,0.00442478
Maldegem,43010,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,6,77,0.0779221
Maldegem,43010,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,6,1347,0.00445434
Maldegem,43010,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,5,86,0.0581395
Maldegem,43010,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,5,1297,0.00385505
Maldegem,43010,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,6,98,0.0612245
Sint-Laureins,43014,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,2,395,0.00506329
Sint-Laureins,43014,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,0,4,0.0
Sint-Laureins,43014,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,2,396,0.00505051
Sint-Laureins,43014,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,0,4,0.0
Sint-Laureins,43014,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,2,402,0.00497512
Sint-Laureins,43014,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,0,4,0.0
Sint-Laureins,43014,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,0,395,0.0
Sint-Laureins,43014,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,0,5,0.0
Sint-Laureins,43014,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,0,389,0.0
Sint-Laureins,43014,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,1,8,0.125
Sint-Laureins,43014,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,0,383,0.0
Sint-Laureins,43014,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,0,4,0.0
Sint-Laureins,43014,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,1,382,0.0026178
Sint-Laureins,43014,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,0,9,0.0
Sint-Laureins,43014,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,1,391,0.00255754
Sint-Laureins,43014,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,0,13,0.0
Zelzate,43018,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,11,673,0.0163447
Zelzate,43018,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,6,79,0.0759494
Zelzate,43018,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,15,668,0.0224551
Zelzate,43018,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,6,88,0.0681818
Zelzate,43018,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,12,668,0.0179641
Zelzate,43018,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,9,106,0.0849057
Zelzate,43018,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,15,650,0.0230769
Zelzate,43018,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,17,136,0.125
Zelzate,43018,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,13,657,0.0197869
Zelzate,43018,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,14,139,0.100719
Zelzate,43018,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,15,672,0.0223214
Zelzate,43018,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,12,158,0.0759494
Zelzate,43018,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,17,629,0.027027
Zelzate,43018,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,17,192,0.0885417
Zelzate,43018,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,10,632,0.0158228
Zelzate,43018,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,14,196,0.0714286
De Pinte,44012,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,3,584,0.00513699
De Pinte,44012,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,0,33,0.0
De Pinte,44012,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,1,613,0.00163132
De Pinte,44012,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,1,32,0.03125
De Pinte,44012,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,1,637,0.00156986
De Pinte,44012,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,1,33,0.030303
De Pinte,44012,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,1,642,0.00155763
De Pinte,44012,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,0,38,0.0
De Pinte,44012,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,1,671,0.00149031
De Pinte,44012,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,1,46,0.0217391
De Pinte,44012,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,0,637,0.0
De Pinte,44012,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,3,57,0.0526316
De Pinte,44012,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,1,664,0.00150602
De Pinte,44012,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,1,62,0.016129
De Pinte,44012,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,1,630,0.0015873
De Pinte,44012,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,2,63,0.031746
Destelbergen,44013,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,4,1002,0.00399202
Destelbergen,44013,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,10,95,0.105263
Destelbergen,44013,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,4,1022,0.00391389
Destelbergen,44013,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,7,92,0.076087
Destelbergen,44013,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,3,1029,0.00291545
Destelbergen,44013,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,6,101,0.0594059
Destelbergen,44013,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,2,1049,0.00190658
Destelbergen,44013,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,9,117,0.0769231
Destelbergen,44013,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,3,1063,0.0028222
Destelbergen,44013,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,8,118,0.0677966
Destelbergen,44013,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,4,1037,0.00385728
Destelbergen,44013,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,7,148,0.0472973
Destelbergen,44013,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,2,1031,0.00193986
Destelbergen,44013,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,5,150,0.0333333
Destelbergen,44013,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,4,975,0.00410256
Destelbergen,44013,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,7,165,0.0424242
Evergem,44019,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,17,2032,0.00836614
Evergem,44019,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,6,71,0.084507
Evergem,44019,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,15,2091,0.0071736
Evergem,44019,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,5,80,0.0625
Evergem,44019,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,16,2143,0.00746617
Evergem,44019,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,9,104,0.0865385
Evergem,44019,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,18,2174,0.00827967
Evergem,44019,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,5,108,0.0462963
Evergem,44019,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,14,2167,0.00646054
Evergem,44019,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,6,130,0.0461538
Evergem,44019,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,11,2152,0.00511152
Evergem,44019,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,8,166,0.0481928
Evergem,44019,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,11,2060,0.00533981
Evergem,44019,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,10,183,0.0546448
Evergem,44019,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,15,2068,0.00725338
Evergem,44019,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,7,190,0.0368421
Gavere,44020,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,5,739,0.0067659
Gavere,44020,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,0,23,0.0
Gavere,44020,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,5,752,0.00664894
Gavere,44020,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,0,23,0.0
Gavere,44020,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,4,737,0.00542741
Gavere,44020,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,2,30,0.0666667
Gavere,44020,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,5,756,0.00661376
Gavere,44020,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,3,30,0.1
Gavere,44020,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,4,773,0.00517464
Gavere,44020,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,3,37,0.0810811
Gavere,44020,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,4,755,0.00529801
Gavere,44020,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,1,40,0.025
Gavere,44020,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,4,733,0.00545703
Gavere,44020,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,1,39,0.025641
Gavere,44020,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,6,732,0.00819672
Gavere,44020,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,3,51,0.0588235
Gent,44021,Ja,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,155,8815,0.0175837
Gent,44021,Ja,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,396,3920,0.10102
Gent,44021,Ja,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,130,9039,0.0143821
Gent,44021,Ja,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,411,4055,0.101356
Gent,44021,Ja,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,138,9119,0.0151332
Gent,44021,Ja,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,467,4279,0.109138
Gent,44021,Ja,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,134,9304,0.0144024
Gent,44021,Ja,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,405,4564,0.0887379
Gent,44021,Ja,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,106,9233,0.0114806
Gent,44021,Ja,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,392,4726,0.0829454
Gent,44021,Ja,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,90,9215,0.00976668
Gent,44021,Ja,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,350,4863,0.071972
Gent,44021,Ja,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,86,9106,0.00944432
Gent,44021,Ja,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,345,4997,0.0690414
Gent,44021,Ja,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,65,8737,0.00743962
Gent,44021,Ja,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,316,4901,0.0644766
Lochristi,44034,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,3,1460,0.00205479
Lochristi,44034,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,5,38,0.131579
Lochristi,44034,Nee,"Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,2,1446,0.00138313
