Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Statuut,Aantal meerderjarige nieuwkomers naar statuut,Aantal meerderjarige nieuwkomers,Procent
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Onbepaald statuut,3,43,0.06977
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Arbeidsmigrant,15,51,0.29412
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Asielzoeker/erkend vluchtel.,11,51,0.21569
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU+ student,0,51,0.0
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU+ voldoende bestaansmidd.,1,51,0.01961
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU-onderdaan onbekende reden,10,51,0.19608
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Gezinshereniger,11,51,0.21569
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Onbepaald statuut,1,51,0.01961
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Overig statuut,2,51,0.03922
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Arbeidsmigrant,15,43,0.34884
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Asielzoeker/erkend vluchtel.,5,43,0.11628
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU+ student,0,43,0.0
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU+ voldoende bestaansmidd.,0,43,0.0
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU-onderdaan onbekende reden,10,43,0.23256
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Gezinshereniger,11,43,0.25581
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Overig statuut,2,43,0.04651
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Arbeidsmigrant,12,48,0.25
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Asielzoeker/erkend vluchtel.,4,48,0.08333
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU+ student,0,48,0.0
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU+ voldoende bestaansmidd.,3,48,0.0625
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU-onderdaan onbekende reden,7,48,0.14583
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Gezinshereniger,21,48,0.4375
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Overig statuut,1,48,0.02083
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Arbeidsmigrant,24,48,0.5
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Asielzoeker/erkend vluchtel.,1,48,0.02083
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU+ student,0,48,0.0
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU+ voldoende bestaansmidd.,2,48,0.04167
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU-onderdaan onbekende reden,7,48,0.14583
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Gezinshereniger,13,48,0.27083
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Onbepaald statuut,1,48,0.02083
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Overig statuut,0,48,0.0
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Arbeidsmigrant,17,41,0.41463
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Asielzoeker/erkend vluchtel.,2,41,0.04878
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU+ student,0,41,0.0
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU+ voldoende bestaansmidd.,4,41,0.09756
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU-onderdaan onbekende reden,4,41,0.09756
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Gezinshereniger,14,41,0.34146
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Onbepaald statuut,0,41,0.0
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Overig statuut,0,41,0.0
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Arbeidsmigrant,24,42,0.57143
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Asielzoeker/erkend vluchtel.,0,42,0.0
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU+ student,0,42,0.0
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU+ voldoende bestaansmidd.,1,42,0.02381
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU-onderdaan onbekende reden,0,42,0.0
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Gezinshereniger,15,42,0.35714
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Onbepaald statuut,0,42,0.0
Wommelgem,11052,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Overig statuut,2,42,0.04762
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Arbeidsmigrant,28,106,0.26415
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Asielzoeker/erkend vluchtel.,0,106,0.0
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,EU-onderdaan onbekende reden,14,106,0.13208
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Geregulariseerd,12,106,0.11321
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Gezinshereniger,44,106,0.41509
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Onbepaald statuut,8,106,0.07547
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Arbeidsmigrant,39,86,0.45349
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Asielzoeker/erkend vluchtel.,3,86,0.03488
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,EU+ student,3,86,0.03488
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,EU-onderdaan onbekende reden,15,86,0.17442
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Geregulariseerd,3,86,0.03488
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Gezinshereniger,23,86,0.26744
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Onbepaald statuut,0,86,0.0
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Arbeidsmigrant,59,108,0.5463
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Asielzoeker/erkend vluchtel.,4,108,0.03704
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,EU+ student,0,108,0.0
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,EU-onderdaan onbekende reden,25,108,0.23148
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Geregulariseerd,1,108,0.00926
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Gezinshereniger,19,108,0.17593
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Onbepaald statuut,0,108,0.0
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Arbeidsmigrant,27,82,0.32927
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Asielzoeker/erkend vluchtel.,6,82,0.07317
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,EU+ student,0,82,0.0
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,EU-onderdaan onbekende reden,7,82,0.08537
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Geregulariseerd,0,82,0.0
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Gezinshereniger,29,82,0.35366
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Overig statuut,13,82,0.15854
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Arbeidsmigrant,20,85,0.23529
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Asielzoeker/erkend vluchtel.,0,85,0.0
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,EU+ student,3,85,0.03529
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,EU-onderdaan onbekende reden,34,85,0.4
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Geregulariseerd,0,85,0.0
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Gezinshereniger,18,85,0.21176
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Overig statuut,10,85,0.11765
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Arbeidsmigrant,33,106,0.31132
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Asielzoeker/erkend vluchtel.,10,106,0.09434
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU+ student,0,106,0.0
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU+ voldoende bestaansmidd.,20,106,0.18868
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU-onderdaan onbekende reden,25,106,0.23585
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Gezinshereniger,16,106,0.15094
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Onbepaald statuut,2,106,0.01887
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Arbeidsmigrant,53,131,0.40458
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Asielzoeker/erkend vluchtel.,6,131,0.0458
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU+ student,2,131,0.01527
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU+ voldoende bestaansmidd.,13,131,0.09924
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU-onderdaan onbekende reden,31,131,0.23664
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Gezinshereniger,23,131,0.17557
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Onbepaald statuut,1,131,0.00763
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Overig statuut,2,131,0.01527
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Arbeidsmigrant,56,135,0.41481
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Asielzoeker/erkend vluchtel.,7,135,0.05185
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU+ student,1,135,0.00741
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU+ voldoende bestaansmidd.,18,135,0.13333
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU-onderdaan onbekende reden,23,135,0.17037
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Gezinshereniger,27,135,0.2
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Overig statuut,3,135,0.02222
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Arbeidsmigrant,64,148,0.43243
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Asielzoeker/erkend vluchtel.,11,148,0.07432
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU+ student,0,148,0.0
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU+ voldoende bestaansmidd.,27,148,0.18243
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU-onderdaan onbekende reden,19,148,0.12838
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Gezinshereniger,26,148,0.17568
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Overig statuut,1,148,0.00676
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Arbeidsmigrant,67,157,0.42675
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Asielzoeker/erkend vluchtel.,5,157,0.03185
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU+ student,0,157,0.0
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU+ voldoende bestaansmidd.,44,157,0.28025
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU-onderdaan onbekende reden,14,157,0.08917
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Gezinshereniger,26,157,0.16561
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Onbepaald statuut,0,157,0.0
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Overig statuut,1,157,0.00637
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Arbeidsmigrant,52,126,0.4127
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Asielzoeker/erkend vluchtel.,3,126,0.02381
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU+ student,0,126,0.0
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU+ voldoende bestaansmidd.,32,126,0.25397
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU-onderdaan onbekende reden,14,126,0.11111
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Gezinshereniger,22,126,0.1746
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Onbepaald statuut,1,126,0.00794
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Overig statuut,2,126,0.01587
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Arbeidsmigrant,54,119,0.45378
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Asielzoeker/erkend vluchtel.,2,119,0.01681
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU+ student,0,119,0.0
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU+ voldoende bestaansmidd.,35,119,0.29412
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU-onderdaan onbekende reden,1,119,0.0084
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Gezinshereniger,21,119,0.17647
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Onbepaald statuut,0,119,0.0
Wuustwezel,11053,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Overig statuut,6,119,0.05042
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Arbeidsmigrant,1,23,0.04348
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Asielzoeker/erkend vluchtel.,10,23,0.43478
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,EU-onderdaan onbekende reden,2,23,0.08696
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Geregulariseerd,0,23,0.0
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Gezinshereniger,10,23,0.43478
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Onbepaald statuut,0,23,0.0
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Arbeidsmigrant,7,23,0.30435
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Asielzoeker/erkend vluchtel.,1,23,0.04348
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,EU+ student,0,23,0.0
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,EU-onderdaan onbekende reden,3,23,0.13043
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Geregulariseerd,0,23,0.0
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Gezinshereniger,12,23,0.52174
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Onbepaald statuut,0,23,0.0
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Arbeidsmigrant,11,22,0.5
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Asielzoeker/erkend vluchtel.,0,22,0.0
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,EU+ student,0,22,0.0
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,EU-onderdaan onbekende reden,4,22,0.18182
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Geregulariseerd,0,22,0.0
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Gezinshereniger,7,22,0.31818
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Onbepaald statuut,0,22,0.0
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Arbeidsmigrant,6,17,0.35294
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Asielzoeker/erkend vluchtel.,2,17,0.11765
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,EU+ student,0,17,0.0
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,EU-onderdaan onbekende reden,3,17,0.17647
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Geregulariseerd,0,17,0.0
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Gezinshereniger,5,17,0.29412
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Overig statuut,1,17,0.05882
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Arbeidsmigrant,2,15,0.13333
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Asielzoeker/erkend vluchtel.,0,15,0.0
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,EU+ student,0,15,0.0
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,EU-onderdaan onbekende reden,8,15,0.53333
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Geregulariseerd,0,15,0.0
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Gezinshereniger,4,15,0.26667
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Overig statuut,1,15,0.06667
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Arbeidsmigrant,8,25,0.32
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Asielzoeker/erkend vluchtel.,8,25,0.32
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU+ student,0,25,0.0
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU+ voldoende bestaansmidd.,1,25,0.04
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU-onderdaan onbekende reden,2,25,0.08
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Gezinshereniger,6,25,0.24
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Onbepaald statuut,0,25,0.0
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Arbeidsmigrant,8,37,0.21622
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Asielzoeker/erkend vluchtel.,10,37,0.27027
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU+ student,0,37,0.0
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU+ voldoende bestaansmidd.,3,37,0.08108
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU-onderdaan onbekende reden,2,37,0.05405
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Gezinshereniger,12,37,0.32432
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Onbepaald statuut,0,37,0.0
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Overig statuut,2,37,0.05405
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Arbeidsmigrant,13,34,0.38235
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Asielzoeker/erkend vluchtel.,10,34,0.29412
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU+ student,0,34,0.0
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU+ voldoende bestaansmidd.,0,34,0.0
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU-onderdaan onbekende reden,0,34,0.0
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Gezinshereniger,8,34,0.23529
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Overig statuut,3,34,0.08824
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Arbeidsmigrant,5,30,0.16667
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Asielzoeker/erkend vluchtel.,13,30,0.43333
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU+ student,0,30,0.0
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU+ voldoende bestaansmidd.,2,30,0.06667
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU-onderdaan onbekende reden,1,30,0.03333
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Gezinshereniger,7,30,0.23333
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Overig statuut,2,30,0.06667
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Arbeidsmigrant,10,38,0.26316
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Asielzoeker/erkend vluchtel.,7,38,0.18421
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU+ student,0,38,0.0
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU+ voldoende bestaansmidd.,3,38,0.07895
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU-onderdaan onbekende reden,5,38,0.13158
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Gezinshereniger,6,38,0.15789
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Onbepaald statuut,2,38,0.05263
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Overig statuut,5,38,0.13158
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Arbeidsmigrant,12,28,0.42857
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Asielzoeker/erkend vluchtel.,3,28,0.10714
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU+ student,0,28,0.0
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU+ voldoende bestaansmidd.,1,28,0.03571
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU-onderdaan onbekende reden,6,28,0.21429
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Gezinshereniger,6,28,0.21429
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Onbepaald statuut,0,28,0.0
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Overig statuut,0,28,0.0
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Arbeidsmigrant,9,19,0.47368
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Asielzoeker/erkend vluchtel.,3,19,0.15789
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU+ student,0,19,0.0
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU+ voldoende bestaansmidd.,1,19,0.05263
Zandhoven,11054,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU-onderdaan onbekende reden,0,19,0.0
