Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Statuut,Aantal meerderjarige nieuwkomers naar statuut,Aantal meerderjarige nieuwkomers,Procent
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Gezinshereniger,1,34,0.02941
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Onbepaald statuut,1,34,0.02941
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Overig statuut,1,34,0.02941
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Arbeidsmigrant,13,21,0.61905
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Asielzoeker/erkend vluchtel.,0,21,0.0
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU+ student,0,21,0.0
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU+ voldoende bestaansmidd.,0,21,0.0
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU-onderdaan onbekende reden,6,21,0.28571
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Gezinshereniger,1,21,0.04762
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Overig statuut,1,21,0.04762
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Arbeidsmigrant,27,45,0.6
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Asielzoeker/erkend vluchtel.,0,45,0.0
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU+ student,0,45,0.0
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU+ voldoende bestaansmidd.,1,45,0.02222
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU-onderdaan onbekende reden,8,45,0.17778
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Gezinshereniger,9,45,0.2
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Overig statuut,0,45,0.0
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Arbeidsmigrant,15,31,0.48387
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Asielzoeker/erkend vluchtel.,6,31,0.19355
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU+ student,0,31,0.0
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU+ voldoende bestaansmidd.,0,31,0.0
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU-onderdaan onbekende reden,6,31,0.19355
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Gezinshereniger,4,31,0.12903
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Onbepaald statuut,0,31,0.0
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Overig statuut,0,31,0.0
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Arbeidsmigrant,7,16,0.4375
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Asielzoeker/erkend vluchtel.,0,16,0.0
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU+ student,0,16,0.0
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU+ voldoende bestaansmidd.,2,16,0.125
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU-onderdaan onbekende reden,5,16,0.3125
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Gezinshereniger,1,16,0.0625
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Onbepaald statuut,0,16,0.0
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Overig statuut,1,16,0.0625
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Arbeidsmigrant,16,29,0.55172
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Asielzoeker/erkend vluchtel.,3,29,0.10345
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU+ student,0,29,0.0
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU+ voldoende bestaansmidd.,0,29,0.0
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU-onderdaan onbekende reden,0,29,0.0
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Gezinshereniger,9,29,0.31034
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Onbepaald statuut,0,29,0.0
Ardooie,37020,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Overig statuut,1,29,0.03448
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Arbeidsmigrant,0,3,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Asielzoeker/erkend vluchtel.,2,3,0.66667
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,EU-onderdaan onbekende reden,0,3,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Geregulariseerd,0,3,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Gezinshereniger,1,3,0.33333
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Onbepaald statuut,0,3,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Arbeidsmigrant,1,4,0.25
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Asielzoeker/erkend vluchtel.,1,4,0.25
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,EU+ student,0,4,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,EU-onderdaan onbekende reden,1,4,0.25
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Geregulariseerd,0,4,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Gezinshereniger,1,4,0.25
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Onbepaald statuut,0,4,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Arbeidsmigrant,2,10,0.2
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Asielzoeker/erkend vluchtel.,0,10,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,EU+ student,0,10,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,EU-onderdaan onbekende reden,6,10,0.6
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Geregulariseerd,0,10,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Gezinshereniger,2,10,0.2
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Onbepaald statuut,0,10,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Arbeidsmigrant,5,15,0.33333
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Asielzoeker/erkend vluchtel.,5,15,0.33333
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,EU+ student,0,15,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,EU-onderdaan onbekende reden,2,15,0.13333
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Geregulariseerd,0,15,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Gezinshereniger,1,15,0.06667
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Overig statuut,2,15,0.13333
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Arbeidsmigrant,7,13,0.53846
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Asielzoeker/erkend vluchtel.,0,13,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,EU+ student,0,13,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,EU-onderdaan onbekende reden,3,13,0.23077
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Geregulariseerd,0,13,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Gezinshereniger,3,13,0.23077
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Overig statuut,0,13,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Arbeidsmigrant,11,21,0.52381
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Asielzoeker/erkend vluchtel.,9,21,0.42857
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU+ student,0,21,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU+ voldoende bestaansmidd.,0,21,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU-onderdaan onbekende reden,1,21,0.04762
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Gezinshereniger,0,21,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Onbepaald statuut,0,21,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Arbeidsmigrant,4,24,0.16667
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Asielzoeker/erkend vluchtel.,19,24,0.79167
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU+ student,0,24,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU+ voldoende bestaansmidd.,0,24,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU-onderdaan onbekende reden,0,24,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Gezinshereniger,1,24,0.04167
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Onbepaald statuut,0,24,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Overig statuut,0,24,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Arbeidsmigrant,18,23,0.78261
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Asielzoeker/erkend vluchtel.,1,23,0.04348
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU+ student,0,23,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU+ voldoende bestaansmidd.,0,23,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU-onderdaan onbekende reden,2,23,0.08696
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Gezinshereniger,2,23,0.08696
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Overig statuut,0,23,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Arbeidsmigrant,8,22,0.36364
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Asielzoeker/erkend vluchtel.,7,22,0.31818
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU+ student,0,22,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU+ voldoende bestaansmidd.,0,22,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU-onderdaan onbekende reden,5,22,0.22727
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Gezinshereniger,1,22,0.04545
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Overig statuut,1,22,0.04545
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Arbeidsmigrant,11,31,0.35484
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Asielzoeker/erkend vluchtel.,17,31,0.54839
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU+ student,0,31,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU+ voldoende bestaansmidd.,0,31,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU-onderdaan onbekende reden,1,31,0.03226
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Gezinshereniger,2,31,0.06452
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Onbepaald statuut,0,31,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Overig statuut,0,31,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Arbeidsmigrant,11,36,0.30556
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Asielzoeker/erkend vluchtel.,21,36,0.58333
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU+ student,0,36,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU+ voldoende bestaansmidd.,0,36,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU-onderdaan onbekende reden,0,36,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Gezinshereniger,4,36,0.11111
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Onbepaald statuut,0,36,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Overig statuut,0,36,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Arbeidsmigrant,4,47,0.08511
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Asielzoeker/erkend vluchtel.,39,47,0.82979
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU+ student,1,47,0.02128
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU+ voldoende bestaansmidd.,0,47,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU-onderdaan onbekende reden,1,47,0.02128
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Gezinshereniger,1,47,0.02128
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Onbepaald statuut,0,47,0.0
Alveringem,38002,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Overig statuut,1,47,0.02128
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Arbeidsmigrant,6,51,0.11765
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Asielzoeker/erkend vluchtel.,4,51,0.07843
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,EU-onderdaan onbekende reden,3,51,0.05882
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Geregulariseerd,14,51,0.27451
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Gezinshereniger,24,51,0.47059
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Onbepaald statuut,0,51,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Arbeidsmigrant,18,41,0.43902
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Asielzoeker/erkend vluchtel.,4,41,0.09756
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,EU+ student,0,41,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,EU-onderdaan onbekende reden,2,41,0.04878
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Geregulariseerd,4,41,0.09756
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Gezinshereniger,13,41,0.31707
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Onbepaald statuut,0,41,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Arbeidsmigrant,20,37,0.54054
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Asielzoeker/erkend vluchtel.,1,37,0.02703
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,EU+ student,0,37,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,EU-onderdaan onbekende reden,1,37,0.02703
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Geregulariseerd,0,37,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Gezinshereniger,15,37,0.40541
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Onbepaald statuut,0,37,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Arbeidsmigrant,29,61,0.47541
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Asielzoeker/erkend vluchtel.,0,61,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,EU+ student,0,61,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,EU-onderdaan onbekende reden,1,61,0.01639
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Geregulariseerd,1,61,0.01639
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Gezinshereniger,18,61,0.29508
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Overig statuut,12,61,0.19672
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Arbeidsmigrant,24,50,0.48
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Asielzoeker/erkend vluchtel.,0,50,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,EU+ student,0,50,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,EU-onderdaan onbekende reden,8,50,0.16
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Geregulariseerd,0,50,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Gezinshereniger,8,50,0.16
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Overig statuut,10,50,0.2
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Arbeidsmigrant,28,43,0.65116
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Asielzoeker/erkend vluchtel.,1,43,0.02326
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU+ student,0,43,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU+ voldoende bestaansmidd.,5,43,0.11628
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU-onderdaan onbekende reden,0,43,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Gezinshereniger,9,43,0.2093
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Onbepaald statuut,0,43,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Arbeidsmigrant,29,79,0.36709
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Asielzoeker/erkend vluchtel.,18,79,0.22785
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU+ student,0,79,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU+ voldoende bestaansmidd.,8,79,0.10127
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU-onderdaan onbekende reden,3,79,0.03797
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Gezinshereniger,19,79,0.24051
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Onbepaald statuut,0,79,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Overig statuut,2,79,0.02532
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Arbeidsmigrant,28,70,0.4
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Asielzoeker/erkend vluchtel.,13,70,0.18571
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU+ student,0,70,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU+ voldoende bestaansmidd.,5,70,0.07143
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU-onderdaan onbekende reden,4,70,0.05714
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Gezinshereniger,18,70,0.25714
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Overig statuut,2,70,0.02857
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Arbeidsmigrant,23,62,0.37097
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Asielzoeker/erkend vluchtel.,8,62,0.12903
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU+ student,0,62,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU+ voldoende bestaansmidd.,9,62,0.14516
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU-onderdaan onbekende reden,3,62,0.04839
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Gezinshereniger,17,62,0.27419
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Overig statuut,2,62,0.03226
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Arbeidsmigrant,22,63,0.34921
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Asielzoeker/erkend vluchtel.,8,63,0.12698
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU+ student,0,63,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU+ voldoende bestaansmidd.,9,63,0.14286
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU-onderdaan onbekende reden,8,63,0.12698
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Gezinshereniger,15,63,0.2381
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Onbepaald statuut,0,63,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Overig statuut,1,63,0.01587
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Arbeidsmigrant,15,57,0.26316
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Asielzoeker/erkend vluchtel.,7,57,0.12281
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU+ student,0,57,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU+ voldoende bestaansmidd.,10,57,0.17544
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU-onderdaan onbekende reden,5,57,0.08772
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Gezinshereniger,17,57,0.29825
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Onbepaald statuut,0,57,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Overig statuut,3,57,0.05263
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Arbeidsmigrant,15,40,0.375
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Asielzoeker/erkend vluchtel.,9,40,0.225
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU+ student,0,40,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU+ voldoende bestaansmidd.,7,40,0.175
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU-onderdaan onbekende reden,0,40,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Gezinshereniger,7,40,0.175
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Onbepaald statuut,0,40,0.0
De Panne,38008,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Overig statuut,2,40,0.05
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Arbeidsmigrant,6,57,0.10526
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Asielzoeker/erkend vluchtel.,9,57,0.15789
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,EU-onderdaan onbekende reden,7,57,0.12281
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Geregulariseerd,9,57,0.15789
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Gezinshereniger,26,57,0.45614
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Onbepaald statuut,0,57,0.0
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Arbeidsmigrant,11,41,0.26829
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Asielzoeker/erkend vluchtel.,2,41,0.04878
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,EU+ student,0,41,0.0
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,EU-onderdaan onbekende reden,10,41,0.2439
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Geregulariseerd,3,41,0.07317
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Gezinshereniger,15,41,0.36585
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Onbepaald statuut,0,41,0.0
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Arbeidsmigrant,10,31,0.32258
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Asielzoeker/erkend vluchtel.,4,31,0.12903
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,EU+ student,2,31,0.06452
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,EU-onderdaan onbekende reden,8,31,0.25806
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Geregulariseerd,0,31,0.0
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Gezinshereniger,7,31,0.22581
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Onbepaald statuut,0,31,0.0
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Arbeidsmigrant,12,53,0.22642
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Asielzoeker/erkend vluchtel.,4,53,0.07547
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,EU+ student,1,53,0.01887
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,EU-onderdaan onbekende reden,5,53,0.09434
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Geregulariseerd,0,53,0.0
Koksijde,38014,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Gezinshereniger,14,53,0.26415
