Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Nationaliteit,Aantal huurders,Aantal inwoners per nationaliteitsgroep,Procent
Hooglede,36006,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,112,9650,0.0116062
Hooglede,36006,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),0,226,0.0
Hooglede,36006,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,4,74,0.0540541
Hooglede,36006,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,121,9654,0.0125337
Hooglede,36006,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),1,254,0.00393701
Hooglede,36006,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,4,79,0.0506329
Hooglede,36006,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,121,9620,0.012578
Hooglede,36006,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),2,266,0.0075188
Hooglede,36006,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,4,87,0.045977
Ingelmunster,36007,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,91,10446,0.00871147
Ingelmunster,36007,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),0,264,0.0
Ingelmunster,36007,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,3,108,0.0277778
Ingelmunster,36007,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,90,10442,0.00861904
Ingelmunster,36007,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),0,249,0.0
Ingelmunster,36007,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,3,98,0.0306122
Ingelmunster,36007,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,89,10395,0.00856181
Ingelmunster,36007,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),1,206,0.00485437
Ingelmunster,36007,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,4,90,0.0444444
Ingelmunster,36007,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,88,10459,0.00841381
Ingelmunster,36007,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),1,221,0.00452489
Ingelmunster,36007,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,4,112,0.0357143
Ingelmunster,36007,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,103,10423,0.00988199
Ingelmunster,36007,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),1,246,0.00406504
Ingelmunster,36007,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,7,123,0.0569106
Ingelmunster,36007,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,102,10493,0.00972077
Ingelmunster,36007,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),2,283,0.00706714
Ingelmunster,36007,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,7,152,0.0460526
Ingelmunster,36007,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,103,10498,0.00981139
Ingelmunster,36007,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),2,337,0.00593472
Ingelmunster,36007,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,7,161,0.0434783
Ingelmunster,36007,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,100,10588,0.00944465
Ingelmunster,36007,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),2,377,0.00530504
Ingelmunster,36007,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,7,166,0.0421687
Izegem,36008,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,364,26805,0.0135796
Izegem,36008,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),4,266,0.0150376
Izegem,36008,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,23,283,0.0812721
Izegem,36008,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,388,26738,0.0145112
Izegem,36008,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),4,337,0.0118694
Izegem,36008,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,25,289,0.0865052
Izegem,36008,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,423,26707,0.0158385
Izegem,36008,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),4,361,0.0110803
Izegem,36008,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,25,308,0.0811688
Izegem,36008,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,426,26759,0.0159199
Izegem,36008,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),4,452,0.00884956
Izegem,36008,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,27,339,0.079646
Izegem,36008,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,468,26691,0.017534
Izegem,36008,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),5,517,0.00967118
Izegem,36008,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,27,382,0.0706806
Izegem,36008,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,457,26743,0.0170886
Izegem,36008,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),6,580,0.0103448
Izegem,36008,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,35,406,0.0862069
Izegem,36008,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,449,26876,0.0167064
Izegem,36008,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),5,678,0.00737463
Izegem,36008,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,41,464,0.0883621
Izegem,36008,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,448,26985,0.0166018
Izegem,36008,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),8,802,0.00997506
Izegem,36008,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,45,535,0.0841121
Ledegem,36010,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,186,9405,0.0197767
Ledegem,36010,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),3,62,0.0483871
Ledegem,36010,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,2,56,0.0357143
Ledegem,36010,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,187,9398,0.0198979
Ledegem,36010,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),3,74,0.0405405
Ledegem,36010,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,2,50,0.04
Ledegem,36010,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,186,9347,0.0198994
Ledegem,36010,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),3,105,0.0285714
Ledegem,36010,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,3,55,0.0545455
Ledegem,36010,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,194,9357,0.0207331
Ledegem,36010,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),3,128,0.0234375
Ledegem,36010,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,3,45,0.0666667
Ledegem,36010,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,203,9409,0.0215751
Ledegem,36010,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),4,134,0.0298507
Ledegem,36010,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,3,64,0.046875
Ledegem,36010,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,196,9465,0.0207079
Ledegem,36010,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),4,167,0.0239521
Ledegem,36010,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,4,84,0.047619
Ledegem,36010,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,192,9410,0.0204038
Ledegem,36010,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),4,192,0.0208333
Ledegem,36010,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,4,93,0.0430108
Ledegem,36010,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,191,9401,0.020317
Ledegem,36010,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),3,197,0.0152284
Ledegem,36010,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,3,89,0.0337079
Lichtervelde,36011,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,121,8414,0.0143808
Lichtervelde,36011,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),2,51,0.0392157
Lichtervelde,36011,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,6,71,0.084507
Lichtervelde,36011,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,131,8483,0.0154427
Lichtervelde,36011,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),2,56,0.0357143
Lichtervelde,36011,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,7,86,0.0813953
Lichtervelde,36011,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,130,8481,0.0153284
Lichtervelde,36011,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),2,58,0.0344828
Lichtervelde,36011,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,8,73,0.109589
Lichtervelde,36011,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,126,8548,0.0147403
Lichtervelde,36011,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),2,74,0.027027
Lichtervelde,36011,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,8,66,0.121212
Lichtervelde,36011,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,127,8593,0.0147795
Lichtervelde,36011,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),2,87,0.0229885
Lichtervelde,36011,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,9,80,0.1125
Lichtervelde,36011,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,128,8618,0.0148526
Lichtervelde,36011,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),4,95,0.0421053
Lichtervelde,36011,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,7,80,0.0875
Lichtervelde,36011,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,127,8732,0.0145442
Lichtervelde,36011,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),4,103,0.038835
Lichtervelde,36011,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,8,91,0.0879121
Lichtervelde,36011,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,114,8721,0.0130719
Lichtervelde,36011,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),5,135,0.037037
Lichtervelde,36011,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,8,87,0.091954
Moorslede,36012,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,210,10834,0.0193834
Moorslede,36012,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),1,117,0.00854701
Moorslede,36012,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,4,39,0.102564
Moorslede,36012,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,205,10789,0.0190008
Moorslede,36012,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),1,127,0.00787402
Moorslede,36012,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,4,46,0.0869565
Moorslede,36012,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,204,10766,0.0189485
Moorslede,36012,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),1,133,0.0075188
Moorslede,36012,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,4,43,0.0930233
Moorslede,36012,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,200,10748,0.0186081
Moorslede,36012,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),2,169,0.0118343
Moorslede,36012,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,4,32,0.125
Moorslede,36012,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,215,10789,0.0199277
Moorslede,36012,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),1,179,0.00558659
Moorslede,36012,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,8,47,0.170213
Moorslede,36012,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,223,10825,0.0206005
Moorslede,36012,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),3,186,0.016129
Moorslede,36012,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,8,69,0.115942
Moorslede,36012,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,227,10934,0.0207609
Moorslede,36012,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),3,246,0.0121951
Moorslede,36012,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,5,70,0.0714286
Moorslede,36012,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,219,11020,0.019873
Moorslede,36012,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),3,308,0.00974026
Moorslede,36012,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,10,114,0.0877193
Roeselare,36015,Ja,"Huurders van sociale woningen, naar nationaliteit",2013,België,1224,56756,0.021566
Roeselare,36015,Ja,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),16,1231,0.0129976
Roeselare,36015,Ja,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,185,1353,0.136733
Roeselare,36015,Ja,"Huurders van sociale woningen, naar nationaliteit",2014,België,1288,56812,0.0226713
Roeselare,36015,Ja,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),19,1502,0.0126498
Roeselare,36015,Ja,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,223,1400,0.159286
Roeselare,36015,Ja,"Huurders van sociale woningen, naar nationaliteit",2015,België,1273,56854,0.0223907
Roeselare,36015,Ja,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),20,1933,0.0103466
Roeselare,36015,Ja,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,233,1599,0.145716
Roeselare,36015,Ja,"Huurders van sociale woningen, naar nationaliteit",2016,België,1385,56864,0.0243564
Roeselare,36015,Ja,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),24,2367,0.0101394
Roeselare,36015,Ja,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,269,1768,0.152149
Roeselare,36015,Ja,"Huurders van sociale woningen, naar nationaliteit",2017,België,1350,56990,0.0236884
Roeselare,36015,Ja,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),25,2695,0.00927644
Roeselare,36015,Ja,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,283,1972,0.143509
Roeselare,36015,Ja,"Huurders van sociale woningen, naar nationaliteit",2018,België,1339,57069,0.0234628
Roeselare,36015,Ja,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),27,3105,0.00869565
Roeselare,36015,Ja,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,323,2127,0.151857
Roeselare,36015,Ja,"Huurders van sociale woningen, naar nationaliteit",2019,België,1296,57031,0.0227245
Roeselare,36015,Ja,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),30,3567,0.00841043
Roeselare,36015,Ja,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,335,2356,0.14219
Roeselare,36015,Ja,"Huurders van sociale woningen, naar nationaliteit",2020,België,1282,57056,0.0224692
Roeselare,36015,Ja,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),34,3949,0.00860977
Roeselare,36015,Ja,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,342,2473,0.138294
Staden,36019,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,179,10781,0.0166033
Staden,36019,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),3,135,0.0222222
Staden,36019,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,5,33,0.151515
Staden,36019,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,185,10850,0.0170507
Staden,36019,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),4,177,0.0225989
Staden,36019,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,8,41,0.195122
Staden,36019,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,194,10929,0.0177509
Staden,36019,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),4,206,0.0194175
Staden,36019,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,9,58,0.155172
Staden,36019,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,212,10877,0.0194907
Staden,36019,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),3,236,0.0127119
Staden,36019,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,7,60,0.116667
Staden,36019,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,207,10921,0.0189543
Staden,36019,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),3,306,0.00980392
Staden,36019,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,7,87,0.0804598
Staden,36019,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,205,10931,0.018754
Staden,36019,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),3,369,0.00813008
Staden,36019,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,10,76,0.131579
Staden,36019,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,203,10910,0.0186068
Staden,36019,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),3,467,0.00642398
Staden,36019,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,11,112,0.0982143
Staden,36019,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,199,10857,0.0183292
Staden,36019,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),3,518,0.00579151
Staden,36019,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,13,143,0.0909091
Dentergem,37002,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,139,8162,0.0170301
Dentergem,37002,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),2,139,0.0143885
Dentergem,37002,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,5,32,0.15625
Dentergem,37002,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,139,8178,0.0169968
Dentergem,37002,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),3,135,0.0222222
Dentergem,37002,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,4,27,0.148148
Dentergem,37002,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,139,8142,0.017072
Dentergem,37002,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),4,191,0.0209424
Dentergem,37002,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,4,38,0.105263
Dentergem,37002,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,136,8119,0.0167508
Dentergem,37002,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),5,209,0.0239234
Dentergem,37002,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,4,46,0.0869565
Dentergem,37002,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,153,8100,0.0188889
Dentergem,37002,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),6,237,0.0253165
Dentergem,37002,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,9,41,0.219512
Dentergem,37002,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,171,8165,0.020943
Dentergem,37002,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),7,262,0.0267176
Dentergem,37002,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,5,57,0.0877193
Dentergem,37002,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,174,8213,0.0211859
Dentergem,37002,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),6,271,0.0221402
Dentergem,37002,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,3,71,0.0422535
Dentergem,37002,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,174,8228,0.0211473
Dentergem,37002,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),8,320,0.025
Dentergem,37002,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,4,64,0.0625
Meulebeke,37007,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,175,10707,0.0163444
Meulebeke,37007,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),5,259,0.019305
Meulebeke,37007,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,4,109,0.0366972
Meulebeke,37007,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,169,10633,0.0158939
Meulebeke,37007,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),8,327,0.0244648
Meulebeke,37007,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,4,118,0.0338983
Meulebeke,37007,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,166,10549,0.0157361
Meulebeke,37007,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),8,347,0.0230548
Meulebeke,37007,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,4,127,0.0314961
Meulebeke,37007,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,166,10556,0.0157257
Meulebeke,37007,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),8,345,0.0231884
Meulebeke,37007,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,5,117,0.042735
Meulebeke,37007,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,195,10538,0.0185045
Meulebeke,37007,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),8,395,0.0202532
Meulebeke,37007,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,5,108,0.0462963
Meulebeke,37007,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,193,10383,0.0185881
Meulebeke,37007,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),9,392,0.0229592
Meulebeke,37007,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,9,131,0.0687023
Meulebeke,37007,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,186,10317,0.0180285
Meulebeke,37007,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),8,393,0.0203562
Meulebeke,37007,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,10,150,0.0666667
Meulebeke,37007,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,182,10234,0.0177839
Meulebeke,37007,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),7,451,0.0155211
Meulebeke,37007,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,11,148,0.0743243
Oostrozebeke,37010,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,96,7442,0.0128998
Oostrozebeke,37010,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),2,110,0.0181818
Oostrozebeke,37010,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,10,67,0.149254
Oostrozebeke,37010,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,98,7479,0.0131034
Oostrozebeke,37010,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),2,147,0.0136054
Oostrozebeke,37010,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,10,52,0.192308
Oostrozebeke,37010,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,99,7487,0.0132229
Oostrozebeke,37010,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),2,167,0.011976
Oostrozebeke,37010,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,8,50,0.16
Oostrozebeke,37010,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,100,7460,0.0134048
Oostrozebeke,37010,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),2,200,0.01
Oostrozebeke,37010,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,8,40,0.2
Oostrozebeke,37010,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,122,7532,0.0161976
Oostrozebeke,37010,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),3,195,0.0153846
Oostrozebeke,37010,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,11,50,0.22
Oostrozebeke,37010,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,163,7537,0.0216266
Oostrozebeke,37010,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),6,254,0.023622
Oostrozebeke,37010,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,7,58,0.12069
Oostrozebeke,37010,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,163,7546,0.0216008
Oostrozebeke,37010,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),8,313,0.0255591
Oostrozebeke,37010,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,5,73,0.0684932
Oostrozebeke,37010,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,160,7509,0.0213078
Oostrozebeke,37010,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),11,367,0.0299728
Oostrozebeke,37010,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,6,80,0.075
Pittem,37011,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,134,6578,0.0203709
Pittem,37011,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),3,164,0.0182927
Pittem,37011,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,2,37,0.0540541
Pittem,37011,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,132,6553,0.0201434
Pittem,37011,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),3,172,0.0174419
Pittem,37011,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,3,33,0.0909091
Pittem,37011,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,132,6573,0.0200822
