Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Nationaliteit,Aantal huurders,Aantal inwoners per nationaliteitsgroep,Procent
Grimbergen,23025,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),11,3049,0.00360774
Grimbergen,23025,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,12,1228,0.00977199
Grimbergen,23025,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,365,33559,0.0108764
Grimbergen,23025,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),11,3158,0.00348322
Grimbergen,23025,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,12,1255,0.00956175
Halle,23027,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,815,34630,0.0235345
Halle,23027,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),23,1483,0.0155091
Halle,23027,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,125,991,0.126135
Halle,23027,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,848,34840,0.0243398
Halle,23027,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),23,1571,0.0146404
Halle,23027,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,128,1042,0.122841
Halle,23027,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,867,35184,0.0246419
Halle,23027,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),23,1731,0.0132871
Halle,23027,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,123,1108,0.111011
Halle,23027,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,907,35346,0.0256606
Halle,23027,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),25,1820,0.0137363
Halle,23027,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,128,1123,0.11398
Halle,23027,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,1003,35562,0.0282043
Halle,23027,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),27,1937,0.0139391
Halle,23027,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,31,1181,0.0262489
Halle,23027,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,1028,35855,0.028671
Halle,23027,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),24,1997,0.012018
Halle,23027,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,31,1244,0.0249196
Halle,23027,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,1016,36101,0.0281433
Halle,23027,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),25,2166,0.011542
Halle,23027,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,26,1273,0.0204242
Halle,23027,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,984,36527,0.026939
Halle,23027,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),25,2327,0.0107434
Halle,23027,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,23,1328,0.0173193
Herne,23032,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,0,6443,0.0
Herne,23032,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),0,81,0.0
Herne,23032,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,0,36,0.0
Herne,23032,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,18,6429,0.00279981
Herne,23032,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),1,96,0.0104167
Herne,23032,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,1,40,0.025
Herne,23032,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,17,6460,0.00263158
Herne,23032,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),1,102,0.00980392
Herne,23032,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,1,50,0.02
Herne,23032,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,19,6455,0.00294345
Herne,23032,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),1,103,0.00970874
Herne,23032,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,2,59,0.0338983
Herne,23032,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,19,6419,0.00295996
Herne,23032,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),2,113,0.0176991
Herne,23032,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,0,60,0.0
Herne,23032,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,20,6469,0.00309167
Herne,23032,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),2,106,0.0188679
Herne,23032,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,0,68,0.0
Herne,23032,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,20,6467,0.00309262
Herne,23032,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),2,124,0.016129
Herne,23032,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,0,74,0.0
Herne,23032,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,20,6486,0.00308356
Herne,23032,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),2,132,0.0151515
Herne,23032,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,0,81,0.0
Hoeilaart,23033,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,99,8819,0.0112258
Hoeilaart,23033,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),2,1410,0.00141844
Hoeilaart,23033,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,3,316,0.00949367
Hoeilaart,23033,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,99,8882,0.0111461
Hoeilaart,23033,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),1,1446,0.000691563
Hoeilaart,23033,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,4,302,0.013245
Hoeilaart,23033,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,176,8994,0.0195686
Hoeilaart,23033,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),0,1482,0.0
Hoeilaart,23033,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,1,320,0.003125
Hoeilaart,23033,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,180,9057,0.0198741
Hoeilaart,23033,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),3,1508,0.00198939
Hoeilaart,23033,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,7,350,0.02
Hoeilaart,23033,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,179,9178,0.0195032
Hoeilaart,23033,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),2,1567,0.00127632
Hoeilaart,23033,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,3,359,0.00835655
Hoeilaart,23033,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,180,9258,0.0194426
Hoeilaart,23033,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),2,1557,0.00128452
Hoeilaart,23033,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,3,357,0.00840336
Hoeilaart,23033,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,193,9370,0.0205977
Hoeilaart,23033,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),3,1598,0.00187735
Hoeilaart,23033,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,4,353,0.0113314
Hoeilaart,23033,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,198,9500,0.0208421
Hoeilaart,23033,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),3,1581,0.00189753
Hoeilaart,23033,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,5,327,0.0152905
Kampenhout,23038,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,26,11070,0.00234869
Kampenhout,23038,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),3,292,0.010274
Kampenhout,23038,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,3,108,0.0277778
Kampenhout,23038,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,27,11084,0.00243594
Kampenhout,23038,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),3,311,0.0096463
Kampenhout,23038,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,3,122,0.0245902
Kampenhout,23038,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,27,11147,0.00242218
Kampenhout,23038,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),3,318,0.00943396
Kampenhout,23038,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,3,132,0.0227273
Kampenhout,23038,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,29,11213,0.00258628
Kampenhout,23038,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),3,336,0.00892857
Kampenhout,23038,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,5,140,0.0357143
Kampenhout,23038,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,72,11285,0.00638015
Kampenhout,23038,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),4,367,0.0108992
Kampenhout,23038,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,5,116,0.0431034
Kampenhout,23038,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,77,11372,0.00677102
Kampenhout,23038,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),4,391,0.0102302
Kampenhout,23038,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,4,135,0.0296296
Kampenhout,23038,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,78,11389,0.00684871
Kampenhout,23038,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),3,413,0.00726392
Kampenhout,23038,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,3,170,0.0176471
Kampenhout,23038,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,81,11514,0.00703491
Kampenhout,23038,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),2,436,0.00458716
Kampenhout,23038,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,3,179,0.0167598
Kapelle-op-den-Bos,23039,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,189,9019,0.0209558
Kapelle-op-den-Bos,23039,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),2,136,0.0147059
Kapelle-op-den-Bos,23039,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,4,89,0.0449438
Kapelle-op-den-Bos,23039,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,188,8950,0.0210056
Kapelle-op-den-Bos,23039,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),2,152,0.0131579
Kapelle-op-den-Bos,23039,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,3,98,0.0306122
Kapelle-op-den-Bos,23039,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,193,9048,0.0213307
Kapelle-op-den-Bos,23039,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),2,165,0.0121212
Kapelle-op-den-Bos,23039,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,3,103,0.0291262
Kapelle-op-den-Bos,23039,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,197,9065,0.0217319
Kapelle-op-den-Bos,23039,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),3,189,0.015873
Kapelle-op-den-Bos,23039,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,5,116,0.0431034
Kapelle-op-den-Bos,23039,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,201,9040,0.0222345
Kapelle-op-den-Bos,23039,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),4,219,0.0182648
Kapelle-op-den-Bos,23039,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,1,123,0.00813008
Kapelle-op-den-Bos,23039,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,202,9004,0.0224345
Kapelle-op-den-Bos,23039,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),4,244,0.0163934
Kapelle-op-den-Bos,23039,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,1,148,0.00675676
Kapelle-op-den-Bos,23039,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,199,8999,0.0221136
Kapelle-op-den-Bos,23039,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),4,266,0.0150376
Kapelle-op-den-Bos,23039,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,1,148,0.00675676
Kapelle-op-den-Bos,23039,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,197,9034,0.0218065
Kapelle-op-den-Bos,23039,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),4,302,0.013245
Kapelle-op-den-Bos,23039,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,1,165,0.00606061
Liedekerke,23044,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,1,12035,8.3091e-05
Liedekerke,23044,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),0,310,0.0
Liedekerke,23044,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,0,298,0.0
Liedekerke,23044,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,27,12170,0.00221857
Liedekerke,23044,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),0,354,0.0
Liedekerke,23044,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,0,294,0.0
Liedekerke,23044,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,62,12208,0.00507864
Liedekerke,23044,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),1,374,0.0026738
Liedekerke,23044,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,0,320,0.0
Liedekerke,23044,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,65,12200,0.00532787
Liedekerke,23044,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),1,400,0.0025
Liedekerke,23044,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,2,319,0.00626959
Liedekerke,23044,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,70,12336,0.00567445
Liedekerke,23044,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),1,410,0.00243902
Liedekerke,23044,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,1,357,0.00280112
Liedekerke,23044,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,71,12364,0.00574248
Liedekerke,23044,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),1,438,0.00228311
Liedekerke,23044,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,1,386,0.00259067
Liedekerke,23044,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,86,12426,0.00692097
Liedekerke,23044,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),1,466,0.00214592
Liedekerke,23044,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,1,403,0.00248139
Liedekerke,23044,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,87,12462,0.00698122
Liedekerke,23044,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,EU (zonder België),1,501,0.00199601
Liedekerke,23044,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,Niet-EU,1,434,0.00230415
Londerzeel,23045,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,België,142,17409,0.0081567
Londerzeel,23045,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,EU (zonder België),1,354,0.00282486
Londerzeel,23045,Nee,"Huurders van sociale woningen, naar nationaliteit",2013,Niet-EU,3,213,0.0140845
Londerzeel,23045,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,België,146,17471,0.00835671
Londerzeel,23045,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,EU (zonder België),1,371,0.00269542
Londerzeel,23045,Nee,"Huurders van sociale woningen, naar nationaliteit",2014,Niet-EU,3,213,0.0140845
Londerzeel,23045,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,België,145,17599,0.0082391
Londerzeel,23045,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,EU (zonder België),2,429,0.004662
Londerzeel,23045,Nee,"Huurders van sociale woningen, naar nationaliteit",2015,Niet-EU,3,205,0.0146341
Londerzeel,23045,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,België,155,17555,0.00882939
Londerzeel,23045,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,EU (zonder België),2,483,0.00414079
Londerzeel,23045,Nee,"Huurders van sociale woningen, naar nationaliteit",2016,Niet-EU,7,236,0.029661
Londerzeel,23045,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,België,166,17606,0.0094286
Londerzeel,23045,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,EU (zonder België),2,533,0.00375235
Londerzeel,23045,Nee,"Huurders van sociale woningen, naar nationaliteit",2017,Niet-EU,5,246,0.0203252
Londerzeel,23045,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,België,173,17741,0.00975142
Londerzeel,23045,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,EU (zonder België),3,614,0.00488599
Londerzeel,23045,Nee,"Huurders van sociale woningen, naar nationaliteit",2018,Niet-EU,4,265,0.0150943
Londerzeel,23045,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,België,170,17813,0.00954359
Londerzeel,23045,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,EU (zonder België),4,658,0.00607903
Londerzeel,23045,Nee,"Huurders van sociale woningen, naar nationaliteit",2019,Niet-EU,3,278,0.0107914
Londerzeel,23045,Nee,"Huurders van sociale woningen, naar nationaliteit",2020,België,172,17828,0.00964775
