Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Taal,"Aantal leerlingen in het deeltijds beroepssecundair onderwijs, wonend in de gemeente, naar thuistaal","Aantal leerlingen in gewoon secundair onderwijs, wonend in de gemeente",Procent
Wevelgem,34041,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,6,53,0.113208
Wevelgem,34041,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Onbekend,0,53,0.0
Wevelgem,34041,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,38,43,0.883721
Wevelgem,34041,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,5,43,0.116279
Wevelgem,34041,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Onbekend,0,43,0.0
Wevelgem,34041,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,45,49,0.918367
Wevelgem,34041,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,4,49,0.0816327
Wevelgem,34041,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Onbekend,0,49,0.0
Wevelgem,34041,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,38,42,0.904762
Wevelgem,34041,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,4,42,0.0952381
Wevelgem,34041,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Onbekend,0,42,0.0
Wevelgem,34041,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,45,51,0.882353
Wevelgem,34041,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,6,51,0.117647
Wevelgem,34041,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Onbekend,0,51,0.0
Zwevegem,34042,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Nederlands,21,21,1.0
Zwevegem,34042,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Niet Nederlands,0,21,0.0
Zwevegem,34042,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Onbekend,0,21,0.0
Zwevegem,34042,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Nederlands,25,28,0.892857
Zwevegem,34042,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Niet Nederlands,3,28,0.107143
Zwevegem,34042,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Onbekend,0,28,0.0
Zwevegem,34042,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,27,27,1.0
Zwevegem,34042,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,0,27,0.0
Zwevegem,34042,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Onbekend,0,27,0.0
Zwevegem,34042,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,34,38,0.894737
Zwevegem,34042,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,3,38,0.0789474
Zwevegem,34042,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Onbekend,1,38,0.0263158
Zwevegem,34042,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,32,36,0.888889
Zwevegem,34042,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,4,36,0.111111
Zwevegem,34042,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Onbekend,0,36,0.0
Zwevegem,34042,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,29,31,0.935484
Zwevegem,34042,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,2,31,0.0645161
Zwevegem,34042,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Onbekend,0,31,0.0
Zwevegem,34042,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,33,36,0.916667
Zwevegem,34042,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,2,36,0.0555556
Zwevegem,34042,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Onbekend,1,36,0.0277778
Zwevegem,34042,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,38,46,0.826087
Zwevegem,34042,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,7,46,0.152174
Zwevegem,34042,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Onbekend,1,46,0.0217391
Zwevegem,34042,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,30,35,0.857143
Zwevegem,34042,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,4,35,0.114286
Zwevegem,34042,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Onbekend,1,35,0.0285714
Zwevegem,34042,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,25,33,0.757576
Zwevegem,34042,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,8,33,0.242424
Zwevegem,34042,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Onbekend,0,33,0.0
Spiere-Helkijn,34043,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Nederlands,3,5,0.6
Spiere-Helkijn,34043,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Niet Nederlands,2,5,0.4
Spiere-Helkijn,34043,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Onbekend,0,5,0.0
Spiere-Helkijn,34043,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,4,5,0.8
Spiere-Helkijn,34043,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,1,5,0.2
Spiere-Helkijn,34043,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Onbekend,0,5,0.0
Bredene,35002,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Nederlands,23,26,0.884615
Bredene,35002,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Niet Nederlands,2,26,0.0769231
Bredene,35002,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Onbekend,1,26,0.0384615
Bredene,35002,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Nederlands,34,38,0.894737
Bredene,35002,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Niet Nederlands,3,38,0.0789474
Bredene,35002,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Onbekend,1,38,0.0263158
Bredene,35002,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,31,32,0.96875
Bredene,35002,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,1,32,0.03125
Bredene,35002,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Onbekend,0,32,0.0
Bredene,35002,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,34,35,0.971429
Bredene,35002,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,1,35,0.0285714
Bredene,35002,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Onbekend,0,35,0.0
Bredene,35002,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,31,32,0.96875
Bredene,35002,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,1,32,0.03125
Bredene,35002,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Onbekend,0,32,0.0
Bredene,35002,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,33,36,0.916667
Bredene,35002,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,3,36,0.0833333
Bredene,35002,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Onbekend,0,36,0.0
Bredene,35002,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,33,37,0.891892
Bredene,35002,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,4,37,0.108108
Bredene,35002,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Onbekend,0,37,0.0
Bredene,35002,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,33,35,0.942857
Bredene,35002,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,2,35,0.0571429
Bredene,35002,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Onbekend,0,35,0.0
Bredene,35002,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,38,39,0.974359
Bredene,35002,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,1,39,0.025641
Bredene,35002,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Onbekend,0,39,0.0
Bredene,35002,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,35,42,0.833333
Bredene,35002,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,7,42,0.166667
Bredene,35002,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Onbekend,0,42,0.0
Gistel,35005,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Nederlands,13,16,0.8125
Gistel,35005,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Niet Nederlands,2,16,0.125
Gistel,35005,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Onbekend,1,16,0.0625
Gistel,35005,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Nederlands,16,18,0.888889
Gistel,35005,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Niet Nederlands,2,18,0.111111
Gistel,35005,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Onbekend,0,18,0.0
Gistel,35005,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,12,13,0.923077
Gistel,35005,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,1,13,0.0769231
Gistel,35005,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Onbekend,0,13,0.0
Gistel,35005,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,17,17,1.0
Gistel,35005,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,0,17,0.0
Gistel,35005,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Onbekend,0,17,0.0
Gistel,35005,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,20,21,0.952381
Gistel,35005,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,1,21,0.047619
Gistel,35005,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Onbekend,0,21,0.0
Gistel,35005,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,20,22,0.909091
Gistel,35005,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,2,22,0.0909091
Gistel,35005,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Onbekend,0,22,0.0
Gistel,35005,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,18,20,0.9
Gistel,35005,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,2,20,0.1
Gistel,35005,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Onbekend,0,20,0.0
Gistel,35005,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,18,18,1.0
Gistel,35005,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,0,18,0.0
Gistel,35005,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Onbekend,0,18,0.0
Gistel,35005,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,18,20,0.9
Gistel,35005,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,2,20,0.1
Gistel,35005,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Onbekend,0,20,0.0
Gistel,35005,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,16,18,0.888889
Gistel,35005,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,2,18,0.111111
Gistel,35005,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Onbekend,0,18,0.0
Ichtegem,35006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Nederlands,10,10,1.0
Ichtegem,35006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Niet Nederlands,0,10,0.0
Ichtegem,35006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Onbekend,0,10,0.0
Ichtegem,35006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Nederlands,13,13,1.0
Ichtegem,35006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Niet Nederlands,0,13,0.0
Ichtegem,35006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Onbekend,0,13,0.0
Ichtegem,35006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,19,19,1.0
Ichtegem,35006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,0,19,0.0
Ichtegem,35006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Onbekend,0,19,0.0
Ichtegem,35006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,11,11,1.0
Ichtegem,35006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,0,11,0.0
Ichtegem,35006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Onbekend,0,11,0.0
Ichtegem,35006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,13,14,0.928571
Ichtegem,35006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,1,14,0.0714286
Ichtegem,35006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Onbekend,0,14,0.0
Ichtegem,35006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,13,13,1.0
Ichtegem,35006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,0,13,0.0
Ichtegem,35006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Onbekend,0,13,0.0
Ichtegem,35006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,12,12,1.0
Ichtegem,35006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,0,12,0.0
Ichtegem,35006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Onbekend,0,12,0.0
Ichtegem,35006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,17,17,1.0
Ichtegem,35006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,0,17,0.0
Ichtegem,35006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Onbekend,0,17,0.0
Ichtegem,35006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,19,20,0.95
Ichtegem,35006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,1,20,0.05
Ichtegem,35006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Onbekend,0,20,0.0
Ichtegem,35006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,11,11,1.0
Ichtegem,35006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,0,11,0.0
Ichtegem,35006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Onbekend,0,11,0.0
Middelkerke,35011,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Nederlands,22,29,0.758621
Middelkerke,35011,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Niet Nederlands,7,29,0.241379
Middelkerke,35011,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Onbekend,0,29,0.0
Middelkerke,35011,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Nederlands,20,24,0.833333
Middelkerke,35011,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Niet Nederlands,3,24,0.125
Middelkerke,35011,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Onbekend,1,24,0.0416667
Middelkerke,35011,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,25,29,0.862069
Middelkerke,35011,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,2,29,0.0689655
Middelkerke,35011,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Onbekend,2,29,0.0689655
Middelkerke,35011,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,29,33,0.878788
Middelkerke,35011,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,4,33,0.121212
Middelkerke,35011,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Onbekend,0,33,0.0
Middelkerke,35011,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,24,31,0.774194
Middelkerke,35011,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,7,31,0.225806
Middelkerke,35011,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Onbekend,0,31,0.0
Middelkerke,35011,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,27,32,0.84375
Middelkerke,35011,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,4,32,0.125
Middelkerke,35011,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Onbekend,1,32,0.03125
Middelkerke,35011,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,26,29,0.896552
Middelkerke,35011,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,3,29,0.103448
Middelkerke,35011,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Onbekend,0,29,0.0
Middelkerke,35011,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,30,36,0.833333
Middelkerke,35011,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,6,36,0.166667
Middelkerke,35011,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Onbekend,0,36,0.0
Middelkerke,35011,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,33,38,0.868421
Middelkerke,35011,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,5,38,0.131579
Middelkerke,35011,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Onbekend,0,38,0.0
Middelkerke,35011,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,25,31,0.806452
Middelkerke,35011,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,6,31,0.193548
Middelkerke,35011,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Onbekend,0,31,0.0
Oostende,35013,Ja,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Nederlands,113,150,0.753333
Oostende,35013,Ja,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Niet Nederlands,30,150,0.2
Oostende,35013,Ja,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Onbekend,7,150,0.0466667
Oostende,35013,Ja,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Nederlands,116,146,0.794521
Oostende,35013,Ja,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Niet Nederlands,26,146,0.178082
Oostende,35013,Ja,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Onbekend,4,146,0.0273973
Oostende,35013,Ja,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,117,153,0.764706
Oostende,35013,Ja,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,30,153,0.196078
Oostende,35013,Ja,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Onbekend,6,153,0.0392157
Oostende,35013,Ja,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,115,157,0.732484
Oostende,35013,Ja,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,35,157,0.22293
Oostende,35013,Ja,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Onbekend,7,157,0.044586
Oostende,35013,Ja,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,123,163,0.754601
Oostende,35013,Ja,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,34,163,0.208589
Oostende,35013,Ja,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Onbekend,6,163,0.0368098
Oostende,35013,Ja,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,129,167,0.772455
Oostende,35013,Ja,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,34,167,0.203593
Oostende,35013,Ja,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Onbekend,4,167,0.0239521
Oostende,35013,Ja,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,114,176,0.647727
Oostende,35013,Ja,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,56,176,0.318182
Oostende,35013,Ja,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Onbekend,6,176,0.0340909
Oostende,35013,Ja,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,122,196,0.622449
Oostende,35013,Ja,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,69,196,0.352041
Oostende,35013,Ja,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Onbekend,5,196,0.0255102
Oostende,35013,Ja,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,120,194,0.618557
Oostende,35013,Ja,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,70,194,0.360825
Oostende,35013,Ja,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Onbekend,4,194,0.0206186
Oostende,35013,Ja,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,122,190,0.642105
