Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Leeftijd,Aantal meerderjarige nieuwkomers naar leeftijdsgroep,Aantal meerderjarige nieuwkomers,Procent
Duffel,12009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,23,85,0.270588
Duffel,12009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,9,85,0.105882
Duffel,12009,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,0,85,0.0
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,77,78,0.987179
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,1,78,0.0128205
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,70,71,0.985915
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,1,71,0.0140845
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,77,78,0.987179
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,1,78,0.0128205
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,55,56,0.982143
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,1,56,0.0178571
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,58,95,0.610526
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,29,95,0.305263
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,7,95,0.0736842
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,1,95,0.0105263
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,54,95,0.568421
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,35-49 jaar          ,34,95,0.357895
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,50-64 jaar          ,6,95,0.0631579
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,65 jaar en ouder    ,1,95,0.0105263
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,18-34 jaar          ,83,127,0.653543
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,35-49 jaar          ,33,127,0.259843
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,50-64 jaar          ,8,127,0.0629921
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,65 jaar en ouder    ,3,127,0.023622
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,18-34 jaar          ,58,100,0.58
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,35-49 jaar          ,24,100,0.24
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,50-64 jaar          ,12,100,0.12
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,65 jaar en ouder    ,6,100,0.06
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,18-34 jaar          ,61,112,0.544643
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,35-49 jaar          ,44,112,0.392857
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,50-64 jaar          ,6,112,0.0535714
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,65 jaar en ouder    ,1,112,0.00892857
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,77,118,0.652542
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,33,118,0.279661
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,7,118,0.059322
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,1,118,0.00847458
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,50,87,0.574713
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,33,87,0.37931
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,4,87,0.045977
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,0,87,0.0
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,49,82,0.597561
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,28,82,0.341463
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,3,82,0.0365854
Heist-op-den-Berg,12014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,2,82,0.0243902
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,167,168,0.994048
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,1,168,0.00595238
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,149,150,0.993333
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,1,150,0.00666667
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,164,165,0.993939
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,1,165,0.00606061
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,141,142,0.992958
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,1,142,0.00704225
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,110,161,0.68323
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,41,161,0.254658
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,7,161,0.0434783
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,3,161,0.0186335
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,105,151,0.695364
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,35-49 jaar          ,35,151,0.231788
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,50-64 jaar          ,10,151,0.0662252
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,65 jaar en ouder    ,1,151,0.00662252
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,18-34 jaar          ,132,213,0.619718
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,35-49 jaar          ,61,213,0.286385
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,50-64 jaar          ,15,213,0.0704225
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,65 jaar en ouder    ,5,213,0.0234742
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,18-34 jaar          ,119,176,0.676136
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,35-49 jaar          ,43,176,0.244318
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,50-64 jaar          ,9,176,0.0511364
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,65 jaar en ouder    ,5,176,0.0284091
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,18-34 jaar          ,131,209,0.626794
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,35-49 jaar          ,62,209,0.296651
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,50-64 jaar          ,11,209,0.0526316
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,65 jaar en ouder    ,5,209,0.0239234
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,114,179,0.636872
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,45,179,0.251397
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,16,179,0.0893855
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,4,179,0.0223464
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,89,151,0.589404
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,48,151,0.317881
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,12,151,0.0794702
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,2,151,0.013245
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,84,145,0.57931
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,49,145,0.337931
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,8,145,0.0551724
Lier,12021,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,4,145,0.0275862
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,775,802,0.966334
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,27,802,0.0336658
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,566,574,0.986063
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,8,574,0.0139373
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,547,549,0.996357
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,2,549,0.00364299
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,487,491,0.991853
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,4,491,0.00814664
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,343,545,0.629358
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,156,545,0.286239
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,40,545,0.0733945
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,6,545,0.0110092
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,314,460,0.682609
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2015,35-49 jaar          ,114,460,0.247826
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2015,50-64 jaar          ,26,460,0.0565217
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2015,65 jaar en ouder    ,6,460,0.0130435
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2016,18-34 jaar          ,508,753,0.674635
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2016,35-49 jaar          ,189,753,0.250996
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2016,50-64 jaar          ,42,753,0.0557769
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2016,65 jaar en ouder    ,14,753,0.0185923
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2017,18-34 jaar          ,390,592,0.658784
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2017,35-49 jaar          ,151,592,0.255068
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2017,50-64 jaar          ,45,592,0.0760135
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2017,65 jaar en ouder    ,6,592,0.0101351
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2018,18-34 jaar          ,414,612,0.676471
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2018,35-49 jaar          ,155,612,0.253268
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2018,50-64 jaar          ,38,612,0.0620915
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2018,65 jaar en ouder    ,5,612,0.00816993
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,493,758,0.650396
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,193,758,0.254617
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,60,758,0.0791557
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,12,758,0.0158311
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,395,630,0.626984
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,182,630,0.288889
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,44,630,0.0698413
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,9,630,0.0142857
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,353,500,0.706
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,124,500,0.248
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,19,500,0.038
Mechelen,12025,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,4,500,0.008
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,23,23,1.0
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,0,23,0.0
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,51,52,0.980769
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,1,52,0.0192308
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,29,30,0.966667
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,1,30,0.0333333
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,25,25,1.0
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,0,25,0.0
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,9,15,0.6
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,5,15,0.333333
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,1,15,0.0666667
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,0,15,0.0
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,9,17,0.529412
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,35-49 jaar          ,8,17,0.470588
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,50-64 jaar          ,0,17,0.0
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,65 jaar en ouder    ,0,17,0.0
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,18-34 jaar          ,13,24,0.541667
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,35-49 jaar          ,9,24,0.375
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,50-64 jaar          ,1,24,0.0416667
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,65 jaar en ouder    ,1,24,0.0416667
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,18-34 jaar          ,20,36,0.555556
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,35-49 jaar          ,12,36,0.333333
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,50-64 jaar          ,4,36,0.111111
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,65 jaar en ouder    ,0,36,0.0
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,18-34 jaar          ,22,37,0.594595
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,35-49 jaar          ,13,37,0.351351
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,50-64 jaar          ,2,37,0.0540541
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,65 jaar en ouder    ,0,37,0.0
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,31,56,0.553571
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,17,56,0.303571
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,4,56,0.0714286
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,4,56,0.0714286
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,24,36,0.666667
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,11,36,0.305556
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,1,36,0.0277778
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,0,36,0.0
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,10,21,0.47619
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,8,21,0.380952
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,3,21,0.142857
Nijlen,12026,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,0,21,0.0
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,46,46,1.0
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,0,46,0.0
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,33,34,0.970588
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,1,34,0.0294118
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,44,44,1.0
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,0,44,0.0
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,28,29,0.965517
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,1,29,0.0344828
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,12,21,0.571429
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,7,21,0.333333
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,1,21,0.047619
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,1,21,0.047619
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,17,31,0.548387
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,35-49 jaar          ,12,31,0.387097
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,50-64 jaar          ,2,31,0.0645161
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,65 jaar en ouder    ,0,31,0.0
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,18-34 jaar          ,29,46,0.630435
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,35-49 jaar          ,12,46,0.26087
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,50-64 jaar          ,3,46,0.0652174
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,65 jaar en ouder    ,2,46,0.0434783
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,18-34 jaar          ,38,57,0.666667
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,35-49 jaar          ,16,57,0.280702
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,50-64 jaar          ,2,57,0.0350877
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,65 jaar en ouder    ,1,57,0.0175439
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,18-34 jaar          ,38,54,0.703704
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,35-49 jaar          ,13,54,0.240741
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,50-64 jaar          ,2,54,0.037037
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,65 jaar en ouder    ,1,54,0.0185185
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,29,44,0.659091
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,14,44,0.318182
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,1,44,0.0227273
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,0,44,0.0
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,39,61,0.639344
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,18,61,0.295082
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,4,61,0.0655738
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,0,61,0.0
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,44,53,0.830189
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,7,53,0.132075
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,2,53,0.0377358
Putte,12029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,0,53,0.0
Sint-Katelijne-Waver,12035,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,72,72,1.0
Sint-Katelijne-Waver,12035,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,0,72,0.0
Sint-Katelijne-Waver,12035,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,98,100,0.98
Sint-Katelijne-Waver,12035,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,2,100,0.02
Sint-Katelijne-Waver,12035,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,110,110,1.0
Sint-Katelijne-Waver,12035,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,0,110,0.0
Sint-Katelijne-Waver,12035,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,71,72,0.986111
