Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Migratiesaldo,Aantal inwoners,Verhouding per 1000 inwoners
Vleteren,33041,Nee,Migratiesaldo van vreemdelingen,2003,8,3588,2.22965440356745
Vleteren,33041,Nee,Migratiesaldo van vreemdelingen,2004,2,3598,0.555864369093941
Vleteren,33041,Nee,Migratiesaldo van vreemdelingen,2005,-4,3621,-1.10466721900028
Vleteren,33041,Nee,Migratiesaldo van vreemdelingen,2006,1,3636,0.275027502750275
Vleteren,33041,Nee,Migratiesaldo van vreemdelingen,2007,34,3640,9.34065934065934
Vleteren,33041,Nee,Migratiesaldo van vreemdelingen,2008,-15,3673,-4.08385515927035
Vleteren,33041,Nee,Migratiesaldo van vreemdelingen,2009,-3,3663,-0.819000819000819
Vleteren,33041,Nee,Migratiesaldo van vreemdelingen,2010,-3,3676,-0.816104461371056
Vleteren,33041,Nee,Migratiesaldo van vreemdelingen,2011,2,3714,0.53850296176629
Vleteren,33041,Nee,Migratiesaldo van vreemdelingen,2012,-4,3712,-1.07758620689655
Vleteren,33041,Nee,Migratiesaldo van vreemdelingen,2013,10,3674,2.72182906913446
Vleteren,33041,Nee,Migratiesaldo van vreemdelingen,2014,5,3668,1.36314067611778
Vleteren,33041,Nee,Migratiesaldo van vreemdelingen,2015,16,3623,4.41622964394148
Vleteren,33041,Nee,Migratiesaldo van vreemdelingen,2016,14,3673,3.81159814865233
Vleteren,33041,Nee,Migratiesaldo van vreemdelingen,2017,18,3656,4.92341356673961
Vleteren,33041,Nee,Migratiesaldo van vreemdelingen,2018,0,3659,0.0
Vleteren,33041,Nee,Migratiesaldo van vreemdelingen,2019,0,3691,0.0
Vleteren,33041,Nee,Migratiesaldo van vreemdelingen,2020,9,3653,2.46372844237613
Vleteren,33041,Nee,Migratiesaldo van vreemdelingen,2021,8,3649,2.19238147437654
Anzegem,34002,Nee,Migratiesaldo van vreemdelingen,2000,-5,13718,-0.364484618749089
Anzegem,34002,Nee,Migratiesaldo van vreemdelingen,2001,7,13805,0.507062658457081
Anzegem,34002,Nee,Migratiesaldo van vreemdelingen,2002,6,13879,0.432307803155847
Anzegem,34002,Nee,Migratiesaldo van vreemdelingen,2003,-2,13895,-0.143936667866139
Anzegem,34002,Nee,Migratiesaldo van vreemdelingen,2004,1,13875,0.0720720720720721
Anzegem,34002,Nee,Migratiesaldo van vreemdelingen,2005,6,13901,0.431623624199698
Anzegem,34002,Nee,Migratiesaldo van vreemdelingen,2006,13,13940,0.932568149210904
Anzegem,34002,Nee,Migratiesaldo van vreemdelingen,2007,-12,14105,-0.850762141084722
Anzegem,34002,Nee,Migratiesaldo van vreemdelingen,2008,16,14119,1.13322473262979
Anzegem,34002,Nee,Migratiesaldo van vreemdelingen,2009,6,14195,0.422684043677351
Anzegem,34002,Nee,Migratiesaldo van vreemdelingen,2010,9,14234,0.632288885766475
Anzegem,34002,Nee,Migratiesaldo van vreemdelingen,2011,12,14331,0.837345614402345
Anzegem,34002,Nee,Migratiesaldo van vreemdelingen,2012,17,14471,1.17476331974293
Anzegem,34002,Nee,Migratiesaldo van vreemdelingen,2013,23,14469,1.58960536319027
Anzegem,34002,Nee,Migratiesaldo van vreemdelingen,2014,22,14472,1.52017689331122
Anzegem,34002,Nee,Migratiesaldo van vreemdelingen,2015,10,14567,0.686483146838745
Anzegem,34002,Nee,Migratiesaldo van vreemdelingen,2016,39,14589,2.67324696689286
Anzegem,34002,Nee,Migratiesaldo van vreemdelingen,2017,75,14545,5.15641113784806
Anzegem,34002,Nee,Migratiesaldo van vreemdelingen,2018,90,14609,6.16058594017387
Anzegem,34002,Nee,Migratiesaldo van vreemdelingen,2019,51,14716,3.46561565642838
Anzegem,34002,Nee,Migratiesaldo van vreemdelingen,2020,59,14781,3.99161085176916
Anzegem,34002,Nee,Migratiesaldo van vreemdelingen,2021,50,14845,3.36813742000674
Avelgem,34003,Nee,Migratiesaldo van vreemdelingen,2000,7,9148,0.765194578049847
Avelgem,34003,Nee,Migratiesaldo van vreemdelingen,2001,0,9194,0.0
Avelgem,34003,Nee,Migratiesaldo van vreemdelingen,2002,5,9193,0.543892091808985
Avelgem,34003,Nee,Migratiesaldo van vreemdelingen,2003,5,9165,0.545553737043099
Avelgem,34003,Nee,Migratiesaldo van vreemdelingen,2004,7,9261,0.755857898715042
Avelgem,34003,Nee,Migratiesaldo van vreemdelingen,2005,6,9372,0.640204865556978
Avelgem,34003,Nee,Migratiesaldo van vreemdelingen,2006,10,9457,1.05741778576716
Avelgem,34003,Nee,Migratiesaldo van vreemdelingen,2007,6,9523,0.630053554552137
Avelgem,34003,Nee,Migratiesaldo van vreemdelingen,2008,6,9600,0.625
Avelgem,34003,Nee,Migratiesaldo van vreemdelingen,2009,32,9601,3.33298614727633
Avelgem,34003,Nee,Migratiesaldo van vreemdelingen,2010,2,9603,0.208268249505363
Avelgem,34003,Nee,Migratiesaldo van vreemdelingen,2011,12,9655,1.24287933713102
Avelgem,34003,Nee,Migratiesaldo van vreemdelingen,2012,10,9641,1.03723680116171
Avelgem,34003,Nee,Migratiesaldo van vreemdelingen,2013,9,9666,0.931098696461825
Avelgem,34003,Nee,Migratiesaldo van vreemdelingen,2014,63,9727,6.47681710702169
Avelgem,34003,Nee,Migratiesaldo van vreemdelingen,2015,25,9788,2.55414793624847
Avelgem,34003,Nee,Migratiesaldo van vreemdelingen,2016,28,9956,2.8123744475693
Avelgem,34003,Nee,Migratiesaldo van vreemdelingen,2017,38,10045,3.78297660527626
Avelgem,34003,Nee,Migratiesaldo van vreemdelingen,2018,29,10065,2.88127173373075
Avelgem,34003,Nee,Migratiesaldo van vreemdelingen,2019,37,10158,3.64244930104351
Avelgem,34003,Nee,Migratiesaldo van vreemdelingen,2020,8,10206,0.783852635704488
Avelgem,34003,Nee,Migratiesaldo van vreemdelingen,2021,31,10249,3.02468533515465
Deerlijk,34009,Nee,Migratiesaldo van vreemdelingen,2000,10,11460,0.87260034904014
Deerlijk,34009,Nee,Migratiesaldo van vreemdelingen,2001,6,11426,0.525118151584106
Deerlijk,34009,Nee,Migratiesaldo van vreemdelingen,2002,11,11365,0.967883853937528
Deerlijk,34009,Nee,Migratiesaldo van vreemdelingen,2003,1,11342,0.0881678716275789
Deerlijk,34009,Nee,Migratiesaldo van vreemdelingen,2004,8,11269,0.709912148371639
Deerlijk,34009,Nee,Migratiesaldo van vreemdelingen,2005,10,11306,0.884486113568017
Deerlijk,34009,Nee,Migratiesaldo van vreemdelingen,2006,13,11310,1.14942528735632
Deerlijk,34009,Nee,Migratiesaldo van vreemdelingen,2007,18,11372,1.58283503341541
Deerlijk,34009,Nee,Migratiesaldo van vreemdelingen,2008,14,11294,1.23959624579423
Deerlijk,34009,Nee,Migratiesaldo van vreemdelingen,2009,24,11299,2.12408177714842
Deerlijk,34009,Nee,Migratiesaldo van vreemdelingen,2010,7,11262,0.621559225714793
Deerlijk,34009,Nee,Migratiesaldo van vreemdelingen,2011,35,11285,3.10146211785556
Deerlijk,34009,Nee,Migratiesaldo van vreemdelingen,2012,47,11414,4.11775013141756
Deerlijk,34009,Nee,Migratiesaldo van vreemdelingen,2013,37,11509,3.21487531497089
Deerlijk,34009,Nee,Migratiesaldo van vreemdelingen,2014,54,11593,4.65798326576382
Deerlijk,34009,Nee,Migratiesaldo van vreemdelingen,2015,0,11683,0.0
Deerlijk,34009,Nee,Migratiesaldo van vreemdelingen,2016,24,11738,2.04464133583234
Deerlijk,34009,Nee,Migratiesaldo van vreemdelingen,2017,42,11715,3.58514724711908
Deerlijk,34009,Nee,Migratiesaldo van vreemdelingen,2018,64,11796,5.42556798914886
Deerlijk,34009,Nee,Migratiesaldo van vreemdelingen,2019,93,11946,7.7850326469111
Deerlijk,34009,Nee,Migratiesaldo van vreemdelingen,2020,80,12078,6.62361318099023
Deerlijk,34009,Nee,Migratiesaldo van vreemdelingen,2021,55,12182,4.51485798719422
Harelbeke,34013,Nee,Migratiesaldo van vreemdelingen,2000,-5,26320,-0.189969604863222
Harelbeke,34013,Nee,Migratiesaldo van vreemdelingen,2001,13,26202,0.496145332417373
Harelbeke,34013,Nee,Migratiesaldo van vreemdelingen,2002,67,26099,2.56714816659642
Harelbeke,34013,Nee,Migratiesaldo van vreemdelingen,2003,47,26062,1.80339191159543
Harelbeke,34013,Nee,Migratiesaldo van vreemdelingen,2004,35,26006,1.3458432669384
Harelbeke,34013,Nee,Migratiesaldo van vreemdelingen,2005,54,26045,2.07333461316951
Harelbeke,34013,Nee,Migratiesaldo van vreemdelingen,2006,38,26172,1.45193336390035
Harelbeke,34013,Nee,Migratiesaldo van vreemdelingen,2007,51,26294,1.93960599376284
Harelbeke,34013,Nee,Migratiesaldo van vreemdelingen,2008,91,26331,3.45600243059512
Harelbeke,34013,Nee,Migratiesaldo van vreemdelingen,2009,115,26474,4.34388456598927
Harelbeke,34013,Nee,Migratiesaldo van vreemdelingen,2010,78,26577,2.9348684953155
Harelbeke,34013,Nee,Migratiesaldo van vreemdelingen,2011,133,26761,4.96991891184933
Harelbeke,34013,Nee,Migratiesaldo van vreemdelingen,2012,152,26957,5.63860963757095
Harelbeke,34013,Nee,Migratiesaldo van vreemdelingen,2013,131,27103,4.83341327528318
Harelbeke,34013,Nee,Migratiesaldo van vreemdelingen,2014,100,27247,3.67012882152164
Harelbeke,34013,Nee,Migratiesaldo van vreemdelingen,2015,150,27446,5.46527727173359
Harelbeke,34013,Nee,Migratiesaldo van vreemdelingen,2016,224,27536,8.13480534572923
Harelbeke,34013,Nee,Migratiesaldo van vreemdelingen,2017,190,27683,6.86341798215511
Harelbeke,34013,Nee,Migratiesaldo van vreemdelingen,2018,203,27886,7.27963852829377
Harelbeke,34013,Nee,Migratiesaldo van vreemdelingen,2019,199,28158,7.06726329995028
Harelbeke,34013,Nee,Migratiesaldo van vreemdelingen,2020,174,28502,6.10483474843871
Harelbeke,34013,Nee,Migratiesaldo van vreemdelingen,2021,257,28614,8.98161739008877
Kortrijk,34022,Ja,Migratiesaldo van vreemdelingen,2000,136,74790,1.81842492311806
Kortrijk,34022,Ja,Migratiesaldo van vreemdelingen,2001,205,74543,2.75009055176207
Kortrijk,34022,Ja,Migratiesaldo van vreemdelingen,2002,206,74558,2.76294964993696
Kortrijk,34022,Ja,Migratiesaldo van vreemdelingen,2003,219,74340,2.94592413236481
Kortrijk,34022,Ja,Migratiesaldo van vreemdelingen,2004,181,73984,2.44647491349481
Kortrijk,34022,Ja,Migratiesaldo van vreemdelingen,2005,256,73625,3.47707979626486
Kortrijk,34022,Ja,Migratiesaldo van vreemdelingen,2006,361,73657,4.90109561888212
Kortrijk,34022,Ja,Migratiesaldo van vreemdelingen,2007,297,73777,4.02564484866557
Kortrijk,34022,Ja,Migratiesaldo van vreemdelingen,2008,471,73995,6.36529495236165
Kortrijk,34022,Ja,Migratiesaldo van vreemdelingen,2009,471,74229,6.34522895364345
Kortrijk,34022,Ja,Migratiesaldo van vreemdelingen,2010,218,74911,2.91012000907744
Kortrijk,34022,Ja,Migratiesaldo van vreemdelingen,2011,389,74868,5.19581129454507
Kortrijk,34022,Ja,Migratiesaldo van vreemdelingen,2012,338,75219,4.49354551376647
Kortrijk,34022,Ja,Migratiesaldo van vreemdelingen,2013,348,75120,4.63258785942492
Kortrijk,34022,Ja,Migratiesaldo van vreemdelingen,2014,434,75128,5.77680758172719
Kortrijk,34022,Ja,Migratiesaldo van vreemdelingen,2015,494,75219,6.5674895970433
Kortrijk,34022,Ja,Migratiesaldo van vreemdelingen,2016,486,75506,6.43657457685482
Kortrijk,34022,Ja,Migratiesaldo van vreemdelingen,2017,640,75736,8.45040667582127
Kortrijk,34022,Ja,Migratiesaldo van vreemdelingen,2018,517,76265,6.77899429620403
Kortrijk,34022,Ja,Migratiesaldo van vreemdelingen,2019,558,76735,7.27177950087965
Kortrijk,34022,Ja,Migratiesaldo van vreemdelingen,2020,503,77109,6.52323334500512
Kortrijk,34022,Ja,Migratiesaldo van vreemdelingen,2021,736,77213,9.53207361454677
Kuurne,34023,Nee,Migratiesaldo van vreemdelingen,2000,20,12785,1.56433320297223
Kuurne,34023,Nee,Migratiesaldo van vreemdelingen,2001,10,12684,0.788394828129927
Kuurne,34023,Nee,Migratiesaldo van vreemdelingen,2002,-2,12650,-0.158102766798419
Kuurne,34023,Nee,Migratiesaldo van vreemdelingen,2003,4,12648,0.316255534471853
Kuurne,34023,Nee,Migratiesaldo van vreemdelingen,2004,24,12584,1.90718372536554
Kuurne,34023,Nee,Migratiesaldo van vreemdelingen,2005,24,12516,1.91754554170662
Kuurne,34023,Nee,Migratiesaldo van vreemdelingen,2006,43,12591,3.41513779683901
Kuurne,34023,Nee,Migratiesaldo van vreemdelingen,2007,27,12626,2.13844447964518
Kuurne,34023,Nee,Migratiesaldo van vreemdelingen,2008,37,12654,2.92397660818713
Kuurne,34023,Nee,Migratiesaldo van vreemdelingen,2009,38,12775,2.97455968688845
Kuurne,34023,Nee,Migratiesaldo van vreemdelingen,2010,59,12902,4.57293442877073
Kuurne,34023,Nee,Migratiesaldo van vreemdelingen,2011,62,12967,4.78136808822395
Kuurne,34023,Nee,Migratiesaldo van vreemdelingen,2012,36,12961,2.7775634596096
Kuurne,34023,Nee,Migratiesaldo van vreemdelingen,2013,45,13052,3.44774747165185
Kuurne,34023,Nee,Migratiesaldo van vreemdelingen,2014,37,13105,2.82334986646318
Kuurne,34023,Nee,Migratiesaldo van vreemdelingen,2015,25,13084,1.91073066340569
Kuurne,34023,Nee,Migratiesaldo van vreemdelingen,2016,37,13140,2.8158295281583
Kuurne,34023,Nee,Migratiesaldo van vreemdelingen,2017,49,13219,3.70678568726833
Kuurne,34023,Nee,Migratiesaldo van vreemdelingen,2018,67,13318,5.0307854032137
Kuurne,34023,Nee,Migratiesaldo van vreemdelingen,2019,74,13484,5.48798576090181
Kuurne,34023,Nee,Migratiesaldo van vreemdelingen,2020,74,13676,5.41093887101492
Kuurne,34023,Nee,Migratiesaldo van vreemdelingen,2021,91,13794,6.59707119037263
Lendelede,34025,Nee,Migratiesaldo van vreemdelingen,2000,2,5502,0.363504180298073
Lendelede,34025,Nee,Migratiesaldo van vreemdelingen,2001,1,5491,0.182116190129303
Lendelede,34025,Nee,Migratiesaldo van vreemdelingen,2002,4,5440,0.735294117647059
Lendelede,34025,Nee,Migratiesaldo van vreemdelingen,2003,3,5425,0.552995391705069
Lendelede,34025,Nee,Migratiesaldo van vreemdelingen,2004,8,5410,1.47874306839187
Lendelede,34025,Nee,Migratiesaldo van vreemdelingen,2005,-2,5416,-0.369276218611521
Lendelede,34025,Nee,Migratiesaldo van vreemdelingen,2006,1,5399,0.185219485089831
Lendelede,34025,Nee,Migratiesaldo van vreemdelingen,2007,6,5411,1.10885233783035
Lendelede,34025,Nee,Migratiesaldo van vreemdelingen,2008,9,5470,1.64533820840951
Lendelede,34025,Nee,Migratiesaldo van vreemdelingen,2009,8,5536,1.44508670520231
Lendelede,34025,Nee,Migratiesaldo van vreemdelingen,2010,0,5589,0.0
Lendelede,34025,Nee,Migratiesaldo van vreemdelingen,2011,5,5647,0.885425889853019
Lendelede,34025,Nee,Migratiesaldo van vreemdelingen,2012,18,5684,3.1667839549613
Lendelede,34025,Nee,Migratiesaldo van vreemdelingen,2013,23,5730,4.01396160558464
Lendelede,34025,Nee,Migratiesaldo van vreemdelingen,2014,6,5749,1.04365976691599
Lendelede,34025,Nee,Migratiesaldo van vreemdelingen,2015,5,5743,0.870625108828139
Lendelede,34025,Nee,Migratiesaldo van vreemdelingen,2016,35,5746,6.0911938739993
Lendelede,34025,Nee,Migratiesaldo van vreemdelingen,2017,26,5768,4.50762829403606
Lendelede,34025,Nee,Migratiesaldo van vreemdelingen,2018,8,5742,1.39324277255312
Lendelede,34025,Nee,Migratiesaldo van vreemdelingen,2019,41,5747,7.13415695145293
Lendelede,34025,Nee,Migratiesaldo van vreemdelingen,2020,12,5787,2.07361327112494
Lendelede,34025,Nee,Migratiesaldo van vreemdelingen,2021,30,5766,5.20291363163371
Menen,34027,Nee,Migratiesaldo van vreemdelingen,2000,81,32028,2.52903709254402
Menen,34027,Nee,Migratiesaldo van vreemdelingen,2001,85,31918,2.66307412745159
Menen,34027,Nee,Migratiesaldo van vreemdelingen,2002,33,32156,1.02624704565244
Menen,34027,Nee,Migratiesaldo van vreemdelingen,2003,86,32080,2.68079800498753
Menen,34027,Nee,Migratiesaldo van vreemdelingen,2004,105,32141,3.26685541831306
Menen,34027,Nee,Migratiesaldo van vreemdelingen,2005,135,32325,4.17633410672854
Menen,34027,Nee,Migratiesaldo van vreemdelingen,2006,153,32413,4.72032826335112
Menen,34027,Nee,Migratiesaldo van vreemdelingen,2007,283,32439,8.72406670982459
Menen,34027,Nee,Migratiesaldo van vreemdelingen,2008,211,32466,6.49910675783897
Menen,34027,Nee,Migratiesaldo van vreemdelingen,2009,108,32610,3.31186752529899
Menen,34027,Nee,Migratiesaldo van vreemdelingen,2010,100,32530,3.07408545957578
Menen,34027,Nee,Migratiesaldo van vreemdelingen,2011,216,32731,6.59924841893007
Menen,34027,Nee,Migratiesaldo van vreemdelingen,2012,140,32683,4.28357249946455
Menen,34027,Nee,Migratiesaldo van vreemdelingen,2013,284,32707,8.68315651083866
Menen,34027,Nee,Migratiesaldo van vreemdelingen,2014,174,32964,5.2784856206771
Menen,34027,Nee,Migratiesaldo van vreemdelingen,2015,197,32905,5.98693207719192
Menen,34027,Nee,Migratiesaldo van vreemdelingen,2016,305,32877,9.27700215956444
Menen,34027,Nee,Migratiesaldo van vreemdelingen,2017,182,33112,5.49649673834259
Menen,34027,Nee,Migratiesaldo van vreemdelingen,2018,278,33190,8.37601687255197
Menen,34027,Nee,Migratiesaldo van vreemdelingen,2019,350,33385,10.4837501872098
Menen,34027,Nee,Migratiesaldo van vreemdelingen,2020,296,33540,8.8252832438879
Menen,34027,Nee,Migratiesaldo van vreemdelingen,2021,337,33708,9.99762667615996
Waregem,34040,Nee,Migratiesaldo van vreemdelingen,2000,77,35839,2.14849744691537
Waregem,34040,Nee,Migratiesaldo van vreemdelingen,2001,39,35842,1.08810892249316
Waregem,34040,Nee,Migratiesaldo van vreemdelingen,2002,55,35954,1.5297324358903
Waregem,34040,Nee,Migratiesaldo van vreemdelingen,2003,84,35940,2.33722871452421
Waregem,34040,Nee,Migratiesaldo van vreemdelingen,2004,37,35977,1.02843483336576
Waregem,34040,Nee,Migratiesaldo van vreemdelingen,2005,27,35919,0.751691305437234
Waregem,34040,Nee,Migratiesaldo van vreemdelingen,2006,90,35852,2.51032020528841
Waregem,34040,Nee,Migratiesaldo van vreemdelingen,2007,178,35831,4.96776534285954
Waregem,34040,Nee,Migratiesaldo van vreemdelingen,2008,105,35971,2.91901809791221
Waregem,34040,Nee,Migratiesaldo van vreemdelingen,2009,100,36190,2.76319425255595
Waregem,34040,Nee,Migratiesaldo van vreemdelingen,2010,143,36306,3.9387429075084
Waregem,34040,Nee,Migratiesaldo van vreemdelingen,2011,154,36593,4.2084551690214
Waregem,34040,Nee,Migratiesaldo van vreemdelingen,2012,211,36751,5.74134037169057
Waregem,34040,Nee,Migratiesaldo van vreemdelingen,2013,171,36960,4.62662337662338
Waregem,34040,Nee,Migratiesaldo van vreemdelingen,2014,179,37155,4.81765576638407
Waregem,34040,Nee,Migratiesaldo van vreemdelingen,2015,177,37341,4.74009801558609
Waregem,34040,Nee,Migratiesaldo van vreemdelingen,2016,184,37606,4.89283624953465
Waregem,34040,Nee,Migratiesaldo van vreemdelingen,2017,201,37871,5.30749122019487
Waregem,34040,Nee,Migratiesaldo van vreemdelingen,2018,196,38125,5.14098360655738
Waregem,34040,Nee,Migratiesaldo van vreemdelingen,2019,224,38266,5.85376051847593
Waregem,34040,Nee,Migratiesaldo van vreemdelingen,2020,288,38350,7.50977835723598
Waregem,34040,Nee,Migratiesaldo van vreemdelingen,2021,379,38535,9.83521473984689
Wevelgem,34041,Nee,Migratiesaldo van vreemdelingen,2000,11,31374,0.350608784343724
Wevelgem,34041,Nee,Migratiesaldo van vreemdelingen,2001,23,31357,0.733488535255286
Wevelgem,34041,Nee,Migratiesaldo van vreemdelingen,2002,24,31276,0.767361555186085
Wevelgem,34041,Nee,Migratiesaldo van vreemdelingen,2003,26,31172,0.834081868343385
Wevelgem,34041,Nee,Migratiesaldo van vreemdelingen,2004,37,31084,1.19032299575344
Wevelgem,34041,Nee,Migratiesaldo van vreemdelingen,2005,32,31059,1.0302971763418
Wevelgem,34041,Nee,Migratiesaldo van vreemdelingen,2006,53,31020,1.70857511283043
Wevelgem,34041,Nee,Migratiesaldo van vreemdelingen,2007,23,30926,0.743710793507081
Wevelgem,34041,Nee,Migratiesaldo van vreemdelingen,2008,40,30934,1.29307558026767
Wevelgem,34041,Nee,Migratiesaldo van vreemdelingen,2009,31,30990,1.00032268473701
Wevelgem,34041,Nee,Migratiesaldo van vreemdelingen,2010,45,30975,1.45278450363196
Wevelgem,34041,Nee,Migratiesaldo van vreemdelingen,2011,79,31066,2.54297302517221
Wevelgem,34041,Nee,Migratiesaldo van vreemdelingen,2012,71,31076,2.28472132835629
Wevelgem,34041,Nee,Migratiesaldo van vreemdelingen,2013,83,31100,2.66881028938907
Wevelgem,34041,Nee,Migratiesaldo van vreemdelingen,2014,72,31063,2.31787013488716
Wevelgem,34041,Nee,Migratiesaldo van vreemdelingen,2015,88,31307,2.8108729677069
Wevelgem,34041,Nee,Migratiesaldo van vreemdelingen,2016,133,31291,4.25042344444089
Wevelgem,34041,Nee,Migratiesaldo van vreemdelingen,2017,58,31457,1.84378675652478
Wevelgem,34041,Nee,Migratiesaldo van vreemdelingen,2018,148,31412,4.7115751941933
Wevelgem,34041,Nee,Migratiesaldo van vreemdelingen,2019,151,31406,4.80799847162962
Wevelgem,34041,Nee,Migratiesaldo van vreemdelingen,2020,95,31579,3.0083283194528
Wevelgem,34041,Nee,Migratiesaldo van vreemdelingen,2021,93,31503,2.95209980001905
Zwevegem,34042,Nee,Migratiesaldo van vreemdelingen,2000,13,23489,0.553450551321895
Zwevegem,34042,Nee,Migratiesaldo van vreemdelingen,2001,9,23451,0.383778943328643
Zwevegem,34042,Nee,Migratiesaldo van vreemdelingen,2002,-3,23404,-0.12818321654418
Zwevegem,34042,Nee,Migratiesaldo van vreemdelingen,2003,1,23392,0.042749658002736
Zwevegem,34042,Nee,Migratiesaldo van vreemdelingen,2004,36,23536,1.52957171991842
Zwevegem,34042,Nee,Migratiesaldo van vreemdelingen,2005,21,23666,0.887348939406744
Zwevegem,34042,Nee,Migratiesaldo van vreemdelingen,2006,32,23674,1.35169384134494
Zwevegem,34042,Nee,Migratiesaldo van vreemdelingen,2007,22,23809,0.924020328447226
Zwevegem,34042,Nee,Migratiesaldo van vreemdelingen,2008,45,23900,1.88284518828452
Zwevegem,34042,Nee,Migratiesaldo van vreemdelingen,2009,19,24045,0.790185069661052
Zwevegem,34042,Nee,Migratiesaldo van vreemdelingen,2010,39,24113,1.61738481317132
Zwevegem,34042,Nee,Migratiesaldo van vreemdelingen,2011,23,24100,0.954356846473029
Zwevegem,34042,Nee,Migratiesaldo van vreemdelingen,2012,18,24209,0.743525135280268
Zwevegem,34042,Nee,Migratiesaldo van vreemdelingen,2013,40,24197,1.65309749142456
Zwevegem,34042,Nee,Migratiesaldo van vreemdelingen,2014,32,24258,1.31915244455437
