Gemeente,Nis-code,Centrumstad?,Indicator,Nationaliteit,Jaar,Aantal personen met huidige niet-Belgische nationaliteit naar nationaliteit,Aantal inwoners,Procent
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2022,229,5770,0.03968804
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2000,362,12692,0.0285219
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2000,328,12692,0.02584305
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Italië,2000,373,12692,0.02938859
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2000,195,12692,0.01536401
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2000,332,12692,0.02615821
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2001,375,12824,0.02924205
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2001,361,12824,0.02815034
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Italië,2001,369,12824,0.02877417
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2001,208,12824,0.01621959
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2001,355,12824,0.02768247
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2002,377,12976,0.02905364
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2002,363,12976,0.02797472
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Italië,2002,356,12976,0.02743527
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2002,206,12976,0.01587546
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2002,359,12976,0.02766646
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2003,347,12923,0.02685135
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2003,363,12923,0.02808945
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Italië,2003,356,12923,0.02754778
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2003,204,12923,0.01578581
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2003,327,12923,0.02530372
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2004,371,12978,0.02858684
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2004,384,12978,0.02958853
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Italië,2004,366,12978,0.02820157
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2004,216,12978,0.01664355
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2004,302,12978,0.02327015
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2005,395,12994,0.03039865
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2005,360,12994,0.02770509
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Italië,2005,381,12994,0.02932123
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2005,211,12994,0.01623826
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2005,313,12994,0.02408804
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2006,400,13150,0.03041825
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2006,431,13150,0.03277567
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Italië,2006,382,13150,0.02904943
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2006,206,13150,0.0156654
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2006,326,13150,0.02479087
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2007,388,13105,0.02960702
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2007,448,13105,0.03418543
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Italië,2007,368,13105,0.02808089
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2007,200,13105,0.01526135
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2007,317,13105,0.02418924
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2008,391,13088,0.02987469
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2008,477,13088,0.0364456
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Italië,2008,365,13088,0.02788814
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2008,198,13088,0.01512836
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2008,315,13088,0.02406785
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2009,391,13111,0.02982229
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2009,450,13111,0.03432232
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Italië,2009,374,13111,0.02852567
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2009,201,13111,0.01533064
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2009,316,13111,0.0241019
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2010,409,13368,0.03059545
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2010,468,13368,0.03500898
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Italië,2010,364,13368,0.0272292
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2010,206,13368,0.01540993
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2010,318,13368,0.02378815
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2011,383,13402,0.02857782
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2011,468,13402,0.03492016
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Italië,2011,370,13402,0.02760782
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2011,225,13402,0.01678854
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2011,325,13402,0.02425011
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2012,399,13585,0.02937063
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2012,491,13585,0.0361428
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Italië,2012,369,13585,0.02716231
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2012,223,13585,0.01641516
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2012,309,13585,0.02274568
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2013,375,13556,0.02766303
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2013,501,13556,0.0369578
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Italië,2013,391,13556,0.02884332
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2013,226,13556,0.01667158
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2013,315,13556,0.02323694
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2014,356,13570,0.02623434
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2014,539,13570,0.03971997
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Italië,2014,412,13570,0.03036109
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2014,231,13570,0.01702284
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2014,297,13570,0.02188651
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2015,370,13697,0.02701321
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2015,526,13697,0.03840257
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Italië,2015,445,13697,0.03248887
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2015,232,13697,0.01693802
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2015,288,13697,0.0210265
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2016,378,13713,0.02756508
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2016,544,13713,0.03967039
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Italië,2016,428,13713,0.03121126
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2016,238,13713,0.01735579
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2016,248,13713,0.01808503
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2017,353,13657,0.02584755
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2017,556,13657,0.04071172
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Italië,2017,435,13657,0.0318518
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2017,228,13657,0.01669474
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2017,242,13657,0.01771985
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2018,348,13690,0.02542001
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2018,574,13690,0.04192841
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Italië,2018,454,13690,0.03316289
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2018,218,13690,0.01592403
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2018,233,13690,0.01701972
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2019,346,13730,0.02520029
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2019,575,13730,0.0418791
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Griekenland,2019,217,13730,0.01580481
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Italië,2019,476,13730,0.03466861
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2019,233,13730,0.01697014
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2020,324,13853,0.02338844
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2020,624,13853,0.04504439
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Italië,2020,485,13853,0.03501047
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Polen,2020,227,13853,0.01638634
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2020,222,13853,0.01602541
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2020,227,13853,0.01638634
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2021,323,13847,0.02332635
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2021,651,13847,0.04701379
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Italië,2021,502,13847,0.03625334
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Polen,2021,231,13847,0.01668231
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2021,239,13847,0.01726006
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2022,313,13928,0.02247272
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2022,645,13928,0.04630959
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Griekenland,2022,251,13928,0.01802125
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Italië,2022,503,13928,0.0361143
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Polen,2022,223,13928,0.01601091
Kraainem,23099,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2022,251,13928,0.01802125
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2000,26,4751,0.00547253
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2000,157,4751,0.03304567
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Italië,2000,40,4751,0.00841928
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2000,29,4751,0.00610398
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2000,42,4751,0.00884024
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2001,27,4747,0.0056878
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2001,164,4747,0.03454814
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Italië,2001,46,4747,0.00969033
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2001,30,4747,0.00631978
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2001,29,4747,0.00610912
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2002,26,4783,0.00543592
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2002,166,4783,0.03470625
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Italië,2002,49,4783,0.01024462
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2002,23,4783,0.0048087
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2002,35,4783,0.00731758
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2003,24,4797,0.00500313
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2003,145,4797,0.03022723
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Italië,2003,51,4797,0.01063164
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2003,28,4797,0.00583698
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2003,32,4797,0.00667084
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2004,156,4770,0.0327044
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Italië,2004,51,4770,0.01069182
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2004,29,4770,0.00607966
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2004,33,4770,0.00691824
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2004,27,4770,0.00566038
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2005,25,4758,0.00525431
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2005,139,4758,0.02921396
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Italië,2005,50,4758,0.01050862
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2005,31,4758,0.00651534
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2005,31,4758,0.00651534
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2005,34,4758,0.00714586
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2006,30,4759,0.00630385
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2006,151,4759,0.03172935
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Italië,2006,48,4759,0.01008615
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2006,31,4759,0.00651397
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2006,31,4759,0.00651397
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2006,36,4759,0.00756461
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2007,31,4710,0.00658174
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2007,164,4710,0.03481953
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Italië,2007,46,4710,0.00976645
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2007,32,4710,0.00679406
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2007,35,4710,0.007431
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2008,29,4721,0.00614277
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2008,181,4721,0.03833933
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Italië,2008,52,4721,0.01101462
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2008,27,4721,0.00571913
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2008,29,4721,0.00614277
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2008,23,4721,0.00487185
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2009,31,4767,0.00650304
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2009,195,4767,0.04090623
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Italië,2009,52,4767,0.01090833
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2009,35,4767,0.00734214
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2009,30,4767,0.00629327
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2010,38,4755,0.00799159
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2010,198,4755,0.04164038
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Italië,2010,54,4755,0.01135647
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2010,30,4755,0.00630915
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2010,30,4755,0.00630915
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2010,29,4755,0.00609884
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2011,39,4805,0.00811655
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2011,210,4805,0.04370447
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Italië,2011,51,4805,0.01061394
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Polen,2011,30,4805,0.0062435
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2011,31,4805,0.00645161
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2012,44,4787,0.00919156
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2012,205,4787,0.04282432
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Italië,2012,48,4787,0.01002716
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Polen,2012,30,4787,0.00626697
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2012,38,4787,0.00793817
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2013,41,4807,0.00852923
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2013,209,4807,0.04347826
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Italië,2013,48,4807,0.00998544
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Polen,2013,33,4807,0.00686499
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2013,33,4807,0.00686499
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2013,38,4807,0.00790514
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2014,44,4792,0.00918197
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2014,210,4792,0.04382304
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Italië,2014,49,4792,0.01022538
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Polen,2014,40,4792,0.00834725
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2014,34,4792,0.00709516
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2014,44,4792,0.00918197
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2015,52,4745,0.0109589
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2015,212,4745,0.04467861
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Italië,2015,45,4745,0.00948367
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Polen,2015,40,4745,0.00842993
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2015,40,4745,0.00842993
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2015,34,4745,0.00716544
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2016,49,4752,0.01031145
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2016,220,4752,0.0462963
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Italië,2016,52,4752,0.01094276
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Polen,2016,42,4752,0.00883838
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2016,41,4752,0.00862795
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2017,45,4722,0.00952986
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2017,225,4722,0.0476493
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Italië,2017,50,4722,0.01058873
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2017,37,4722,0.00783566
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2017,40,4722,0.00847099
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2018,46,4760,0.00966387
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2018,213,4760,0.0447479
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Italië,2018,51,4760,0.01071429
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2018,33,4760,0.00693277
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2018,42,4760,0.00882353
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2019,48,4671,0.01027617
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2019,204,4671,0.04367373
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Italië,2019,48,4671,0.01027617
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Polen,2019,26,4671,0.00556626
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2019,34,4671,0.00727896
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2019,45,4671,0.00963391
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2020,50,4696,0.01064736
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2020,200,4696,0.04258944
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Italië,2020,56,4696,0.01192504
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2020,33,4696,0.00702726
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2020,54,4696,0.01149915
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2021,56,4739,0.01181684
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2021,217,4739,0.04579025
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Italië,2021,57,4739,0.01202785
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Polen,2021,28,4739,0.00590842
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2021,42,4739,0.00886263
Linkebeek,23100,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2021,57,4739,0.01202785
