Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Doelgroep,Aantal inburgeraars die zich hebben aangemeld bij een onthaalbureau naar doelgroep,Aantal inburgeraars die zich hebben aangemeld bij een onthaalbureau,Procent
Huldenberg,24045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Rechthebbend,5,12,0.416667
Huldenberg,24045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Verplicht           ,7,12,0.583333
Huldenberg,24045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Nader te bepalen,0,11,0.0
Huldenberg,24045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Rechthebbend,9,11,0.818182
Huldenberg,24045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Verplicht           ,2,11,0.181818
Huldenberg,24045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Nader te bepalen,0,9,0.0
Huldenberg,24045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Rechthebbend,6,9,0.666667
Huldenberg,24045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Verplicht           ,3,9,0.333333
Huldenberg,24045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Nader te bepalen,0,14,0.0
Huldenberg,24045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Rechthebbend,9,14,0.642857
Huldenberg,24045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Verplicht           ,5,14,0.357143
Huldenberg,24045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Nader te bepalen,0,10,0.0
Huldenberg,24045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Rechthebbend,7,10,0.7
Huldenberg,24045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Verplicht           ,3,10,0.3
Huldenberg,24045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Nader te bepalen,0,12,0.0
Huldenberg,24045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Rechthebbend,8,12,0.666667
Huldenberg,24045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Verplicht           ,4,12,0.333333
Huldenberg,24045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Nader te bepalen,0,13,0.0
Huldenberg,24045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Rechthebbend,7,13,0.538462
Huldenberg,24045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Verplicht           ,6,13,0.461538
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Nader te bepalen,5,23,0.217391
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Rechthebbend,11,23,0.478261
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Verplicht           ,7,23,0.304348
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Nader te bepalen,0,9,0.0
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Rechthebbend,1,9,0.111111
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Verplicht           ,8,9,0.888889
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Nader te bepalen,0,12,0.0
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Rechthebbend,1,12,0.0833333
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Verplicht           ,11,12,0.916667
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Nader te bepalen,0,10,0.0
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Rechthebbend,5,10,0.5
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Verplicht           ,5,10,0.5
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Nader te bepalen,0,9,0.0
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Rechthebbend,5,9,0.555556
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Verplicht           ,4,9,0.444444
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Nader te bepalen,0,10,0.0
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Rechthebbend,7,10,0.7
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Verplicht           ,3,10,0.3
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Nader te bepalen,0,14,0.0
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Rechthebbend,10,14,0.714286
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Verplicht           ,4,14,0.285714
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Nader te bepalen,1,14,0.0714286
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Rechthebbend,4,14,0.285714
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Verplicht           ,9,14,0.642857
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Nader te bepalen,0,9,0.0
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Rechthebbend,3,9,0.333333
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Verplicht           ,6,9,0.666667
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Nader te bepalen,0,17,0.0
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Rechthebbend,11,17,0.647059
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Verplicht           ,6,17,0.352941
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Nader te bepalen,0,13,0.0
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Rechthebbend,6,13,0.461538
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Verplicht           ,7,13,0.538462
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Nader te bepalen,1,13,0.0769231
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Rechthebbend,10,13,0.769231
Keerbergen,24048,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Verplicht           ,2,13,0.153846
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Nader te bepalen,1,12,0.0833333
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Rechthebbend,1,12,0.0833333
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Verplicht           ,10,12,0.833333
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Nader te bepalen,0,10,0.0
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Rechthebbend,1,10,0.1
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Verplicht           ,9,10,0.9
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Nader te bepalen,2,8,0.25
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Rechthebbend,5,8,0.625
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Verplicht           ,1,8,0.125
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Nader te bepalen,0,1,0.0
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Rechthebbend,1,1,1.0
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Verplicht           ,0,1,0.0
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Nader te bepalen,0,4,0.0
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Rechthebbend,2,4,0.5
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Verplicht           ,2,4,0.5
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Nader te bepalen,0,3,0.0
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Rechthebbend,2,3,0.666667
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Verplicht           ,1,3,0.333333
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Nader te bepalen,1,8,0.125
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Rechthebbend,3,8,0.375
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Verplicht           ,4,8,0.5
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Nader te bepalen,0,3,0.0
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Rechthebbend,0,3,0.0
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Verplicht           ,3,3,1.0
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Nader te bepalen,0,10,0.0
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Rechthebbend,2,10,0.2
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Verplicht           ,8,10,0.8
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Nader te bepalen,0,10,0.0
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Rechthebbend,5,10,0.5
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Verplicht           ,5,10,0.5
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Nader te bepalen,0,5,0.0
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Rechthebbend,2,5,0.4
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Verplicht           ,3,5,0.6
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Nader te bepalen,0,10,0.0
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Rechthebbend,3,10,0.3
Kortenaken,24054,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Verplicht           ,7,10,0.7
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Nader te bepalen,1,32,0.03125
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Rechthebbend,13,32,0.40625
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Verplicht           ,18,32,0.5625
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Nader te bepalen,0,33,0.0
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Rechthebbend,10,33,0.30303
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Verplicht           ,23,33,0.69697
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Nader te bepalen,4,26,0.153846
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Rechthebbend,14,26,0.538462
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Verplicht           ,8,26,0.307692
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Nader te bepalen,1,17,0.0588235
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Rechthebbend,9,17,0.529412
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Verplicht           ,7,17,0.411765
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Nader te bepalen,0,27,0.0
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Rechthebbend,19,27,0.703704
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Verplicht           ,8,27,0.296296
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Nader te bepalen,0,17,0.0
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Rechthebbend,14,17,0.823529
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Verplicht           ,3,17,0.176471
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Nader te bepalen,0,40,0.0
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Rechthebbend,30,40,0.75
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Verplicht           ,10,40,0.25
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Nader te bepalen,0,31,0.0
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Rechthebbend,17,31,0.548387
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Verplicht           ,14,31,0.451613
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Nader te bepalen,0,38,0.0
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Rechthebbend,16,38,0.421053
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Verplicht           ,22,38,0.578947
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Nader te bepalen,4,40,0.1
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Rechthebbend,15,40,0.375
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Verplicht           ,21,40,0.525
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Nader te bepalen,0,32,0.0
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Rechthebbend,20,32,0.625
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Verplicht           ,12,32,0.375
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Nader te bepalen,0,65,0.0
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Rechthebbend,39,65,0.6
Kortenberg,24055,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Verplicht           ,26,65,0.4
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Nader te bepalen,4,21,0.190476
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Rechthebbend,4,21,0.190476
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Verplicht           ,13,21,0.619048
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Nader te bepalen,0,19,0.0
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Rechthebbend,8,19,0.421053
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Verplicht           ,11,19,0.578947
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Nader te bepalen,0,20,0.0
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Rechthebbend,10,20,0.5
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Verplicht           ,10,20,0.5
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Nader te bepalen,2,29,0.0689655
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Rechthebbend,18,29,0.62069
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Verplicht           ,9,29,0.310345
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Nader te bepalen,0,18,0.0
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Rechthebbend,9,18,0.5
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Verplicht           ,9,18,0.5
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Nader te bepalen,1,25,0.04
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Rechthebbend,11,25,0.44
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Verplicht           ,13,25,0.52
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Nader te bepalen,2,38,0.0526316
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Rechthebbend,24,38,0.631579
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Verplicht           ,12,38,0.315789
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Nader te bepalen,0,38,0.0
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Rechthebbend,14,38,0.368421
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Verplicht           ,24,38,0.631579
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Nader te bepalen,0,26,0.0
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Rechthebbend,15,26,0.576923
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Verplicht           ,11,26,0.423077
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Nader te bepalen,0,33,0.0
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Rechthebbend,19,33,0.575758
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Verplicht           ,14,33,0.424242
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Nader te bepalen,1,22,0.0454545
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Rechthebbend,12,22,0.545455
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Verplicht           ,9,22,0.409091
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Nader te bepalen,0,26,0.0
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Rechthebbend,14,26,0.538462
Landen,24059,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Verplicht           ,12,26,0.461538
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Nader te bepalen,43,492,0.0873984
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Rechthebbend,160,492,0.325203
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Verplicht           ,289,492,0.587398
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Nader te bepalen,25,555,0.045045
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Rechthebbend,196,555,0.353153
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Verplicht           ,334,555,0.601802
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Nader te bepalen,40,566,0.0706714
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Rechthebbend,283,566,0.5
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Verplicht           ,243,566,0.429329
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Nader te bepalen,30,465,0.0645161
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Rechthebbend,279,465,0.6
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Verplicht           ,156,465,0.335484
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Nader te bepalen,24,443,0.0541761
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Rechthebbend,267,443,0.602709
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Verplicht           ,152,443,0.343115
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Nader te bepalen,23,614,0.0374593
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Rechthebbend,346,614,0.563518
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Verplicht           ,245,614,0.399023
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Nader te bepalen,26,1039,0.0250241
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Rechthebbend,429,1039,0.412897
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Verplicht           ,584,1039,0.562079
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Nader te bepalen,27,911,0.0296378
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Rechthebbend,440,911,0.482986
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Verplicht           ,444,911,0.487377
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Nader te bepalen,34,857,0.0396733
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Rechthebbend,432,857,0.504084
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Verplicht           ,391,857,0.456243
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Nader te bepalen,68,871,0.0780712
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Rechthebbend,527,871,0.605052
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Verplicht           ,276,871,0.316877
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Nader te bepalen,14,645,0.0217054
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Rechthebbend,476,645,0.737984
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Verplicht           ,155,645,0.24031
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Nader te bepalen,10,831,0.0120337
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Rechthebbend,641,831,0.77136
Leuven,24062,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Verplicht           ,180,831,0.216606
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Nader te bepalen,0,10,0.0
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Rechthebbend,3,10,0.3
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Verplicht           ,7,10,0.7
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Nader te bepalen,1,15,0.0666667
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Rechthebbend,3,15,0.2
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Verplicht           ,11,15,0.733333
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Nader te bepalen,1,18,0.0555556
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Rechthebbend,10,18,0.555556
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Verplicht           ,7,18,0.388889
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Nader te bepalen,0,8,0.0
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Rechthebbend,5,8,0.625
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Verplicht           ,3,8,0.375
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Nader te bepalen,0,9,0.0
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Rechthebbend,6,9,0.666667
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Verplicht           ,3,9,0.333333
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Nader te bepalen,0,9,0.0
