Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Doelgroep,Aantal inburgeraars die zich hebben aangemeld bij een onthaalbureau naar doelgroep,Aantal inburgeraars die zich hebben aangemeld bij een onthaalbureau,Procent
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Rechthebbend,162,347,0.466859
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Verplicht           ,180,347,0.518732
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Nader te bepalen,4,369,0.0108401
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Rechthebbend,229,369,0.620596
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Verplicht           ,136,369,0.368564
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Nader te bepalen,11,357,0.0308123
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Rechthebbend,191,357,0.535014
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Verplicht           ,155,357,0.434174
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Nader te bepalen,9,346,0.0260116
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Rechthebbend,206,346,0.595376
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Verplicht           ,131,346,0.378613
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Nader te bepalen,6,296,0.0202703
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Rechthebbend,191,296,0.64527
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Verplicht           ,99,296,0.334459
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Nader te bepalen,2,378,0.00529101
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Rechthebbend,246,378,0.650794
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Verplicht           ,130,378,0.343915
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Nader te bepalen,1,25,0.04
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Rechthebbend,6,25,0.24
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Verplicht           ,18,25,0.72
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Nader te bepalen,1,27,0.037037
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Rechthebbend,9,27,0.333333
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Verplicht           ,17,27,0.62963
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Nader te bepalen,1,24,0.0416667
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Rechthebbend,17,24,0.708333
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Verplicht           ,6,24,0.25
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Nader te bepalen,2,23,0.0869565
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Rechthebbend,17,23,0.73913
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Verplicht           ,4,23,0.173913
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Nader te bepalen,0,14,0.0
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Rechthebbend,12,14,0.857143
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Verplicht           ,2,14,0.142857
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Nader te bepalen,1,23,0.0434783
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Rechthebbend,15,23,0.652174
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Verplicht           ,7,23,0.304348
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Nader te bepalen,0,24,0.0
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Rechthebbend,16,24,0.666667
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Verplicht           ,8,24,0.333333
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Nader te bepalen,0,16,0.0
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Rechthebbend,5,16,0.3125
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Verplicht           ,11,16,0.6875
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Nader te bepalen,1,19,0.0526316
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Rechthebbend,14,19,0.736842
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Verplicht           ,4,19,0.210526
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Nader te bepalen,0,33,0.0
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Rechthebbend,16,33,0.484848
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Verplicht           ,17,33,0.515152
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Nader te bepalen,0,17,0.0
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Rechthebbend,7,17,0.411765
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Verplicht           ,10,17,0.588235
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Nader te bepalen,0,20,0.0
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Rechthebbend,12,20,0.6
Herk-de-Stad,71024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Verplicht           ,8,20,0.4
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Nader te bepalen,0,48,0.0
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Rechthebbend,17,48,0.354167
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Verplicht           ,31,48,0.645833
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Nader te bepalen,7,52,0.134615
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Rechthebbend,19,52,0.365385
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Verplicht           ,26,52,0.5
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Nader te bepalen,4,31,0.129032
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Rechthebbend,14,31,0.451613
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Verplicht           ,13,31,0.419355
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Nader te bepalen,3,34,0.0882353
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Rechthebbend,19,34,0.558824
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Verplicht           ,12,34,0.352941
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Nader te bepalen,1,25,0.04
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Rechthebbend,17,25,0.68
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Verplicht           ,7,25,0.28
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Nader te bepalen,4,41,0.097561
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Rechthebbend,17,41,0.414634
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Verplicht           ,20,41,0.487805
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Nader te bepalen,1,50,0.02
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Rechthebbend,18,50,0.36
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Verplicht           ,31,50,0.62
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Nader te bepalen,0,41,0.0
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Rechthebbend,25,41,0.609756
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Verplicht           ,16,41,0.390244
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Nader te bepalen,2,27,0.0740741
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Rechthebbend,15,27,0.555556
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Verplicht           ,10,27,0.37037
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Nader te bepalen,0,37,0.0
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Rechthebbend,20,37,0.540541
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Verplicht           ,17,37,0.459459
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Nader te bepalen,3,66,0.0454545
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Rechthebbend,40,66,0.606061
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Verplicht           ,23,66,0.348485
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Nader te bepalen,1,148,0.00675676
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Rechthebbend,116,148,0.783784
Leopoldsburg,71034,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Verplicht           ,31,148,0.209459
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Nader te bepalen,1,16,0.0625
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Rechthebbend,6,16,0.375
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Verplicht           ,9,16,0.5625
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Nader te bepalen,2,17,0.117647
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Rechthebbend,8,17,0.470588
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Verplicht           ,7,17,0.411765
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Nader te bepalen,1,22,0.0454545
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Rechthebbend,11,22,0.5
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Verplicht           ,10,22,0.454545
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Nader te bepalen,2,14,0.142857
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Rechthebbend,5,14,0.357143
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Verplicht           ,7,14,0.5
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Nader te bepalen,0,8,0.0
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Rechthebbend,7,8,0.875
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Verplicht           ,1,8,0.125
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Nader te bepalen,1,14,0.0714286
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Rechthebbend,9,14,0.642857
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Verplicht           ,4,14,0.285714
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Nader te bepalen,0,23,0.0
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Rechthebbend,14,23,0.608696
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Verplicht           ,9,23,0.391304
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Nader te bepalen,0,24,0.0
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Rechthebbend,13,24,0.541667
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Verplicht           ,11,24,0.458333
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Nader te bepalen,0,16,0.0
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Rechthebbend,7,16,0.4375
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Verplicht           ,9,16,0.5625
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Nader te bepalen,0,23,0.0
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Rechthebbend,7,23,0.304348
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Verplicht           ,16,23,0.695652
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Nader te bepalen,0,15,0.0
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Rechthebbend,5,15,0.333333
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Verplicht           ,10,15,0.666667
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Nader te bepalen,0,9,0.0
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Rechthebbend,3,9,0.333333
Lummen,71037,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Verplicht           ,6,9,0.666667
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Nader te bepalen,1,9,0.111111
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Rechthebbend,1,9,0.111111
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Verplicht           ,7,9,0.777778
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Nader te bepalen,2,16,0.125
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Rechthebbend,5,16,0.3125
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Verplicht           ,9,16,0.5625
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Nader te bepalen,1,17,0.0588235
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Rechthebbend,9,17,0.529412
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Verplicht           ,7,17,0.411765
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Nader te bepalen,0,9,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Rechthebbend,2,9,0.222222
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Verplicht           ,7,9,0.777778
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Nader te bepalen,2,9,0.222222
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Rechthebbend,6,9,0.666667
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Verplicht           ,1,9,0.111111
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Nader te bepalen,0,7,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Rechthebbend,7,7,1.0
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Verplicht           ,0,7,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Nader te bepalen,0,16,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Rechthebbend,16,16,1.0
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Verplicht           ,0,16,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Nader te bepalen,0,6,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Rechthebbend,4,6,0.666667
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Verplicht           ,2,6,0.333333
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Nader te bepalen,0,9,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Rechthebbend,5,9,0.555556
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Verplicht           ,4,9,0.444444
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Nader te bepalen,0,15,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Rechthebbend,11,15,0.733333
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Verplicht           ,4,15,0.266667
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Nader te bepalen,0,10,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Rechthebbend,6,10,0.6
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Verplicht           ,4,10,0.4
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Nader te bepalen,0,9,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Rechthebbend,6,9,0.666667
Nieuwerkerken,71045,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Verplicht           ,3,9,0.333333
Sint-Truiden,71053,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Nader te bepalen,27,365,0.0739726
Sint-Truiden,71053,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Rechthebbend,53,365,0.145205
Sint-Truiden,71053,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Verplicht           ,285,365,0.780822
Sint-Truiden,71053,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Nader te bepalen,49,529,0.0926276
Sint-Truiden,71053,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Rechthebbend,114,529,0.215501
Sint-Truiden,71053,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Verplicht           ,366,529,0.691871
Sint-Truiden,71053,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Nader te bepalen,89,435,0.204598
Sint-Truiden,71053,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Rechthebbend,237,435,0.544828
Sint-Truiden,71053,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Verplicht           ,109,435,0.250575
Sint-Truiden,71053,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Nader te bepalen,23,167,0.137725
Sint-Truiden,71053,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Rechthebbend,87,167,0.520958
Sint-Truiden,71053,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Verplicht           ,57,167,0.341317
Sint-Truiden,71053,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Nader te bepalen,8,165,0.0484848
Sint-Truiden,71053,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Rechthebbend,105,165,0.636364
Sint-Truiden,71053,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Verplicht           ,52,165,0.315152
Sint-Truiden,71053,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Nader te bepalen,10,181,0.0552486
Sint-Truiden,71053,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Rechthebbend,111,181,0.61326
