Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Doelgroep,Aantal inburgeraars die een inburgeringscontract hebben ondertekend naar doelgroep,Aantal inburgeraars die een inburgeringscontract hebben ondertekend,Procent
Anzegem,34002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Verplicht           ,3,17,0.176471
Anzegem,34002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Nader te bepalen,0,14,0.0
Anzegem,34002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Rechthebbend,8,14,0.571429
Anzegem,34002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Verplicht           ,6,14,0.428571
Anzegem,34002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Nader te bepalen,0,14,0.0
Anzegem,34002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Rechthebbend,6,14,0.428571
Anzegem,34002,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Verplicht           ,8,14,0.571429
Avelgem,34003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Nader te bepalen,1,7,0.142857
Avelgem,34003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Rechthebbend,0,7,0.0
Avelgem,34003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Verplicht           ,6,7,0.857143
Avelgem,34003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Nader te bepalen,0,6,0.0
Avelgem,34003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Rechthebbend,1,6,0.166667
Avelgem,34003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Verplicht           ,5,6,0.833333
Avelgem,34003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Nader te bepalen,0,7,0.0
Avelgem,34003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Rechthebbend,4,7,0.571429
Avelgem,34003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Verplicht           ,3,7,0.428571
Avelgem,34003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Nader te bepalen,0,8,0.0
Avelgem,34003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Rechthebbend,4,8,0.5
Avelgem,34003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Verplicht           ,4,8,0.5
Avelgem,34003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Rechthebbend,3,10,0.3
Avelgem,34003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Verplicht           ,7,10,0.7
Avelgem,34003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Rechthebbend,7,11,0.636364
Avelgem,34003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Verplicht           ,4,11,0.363636
Avelgem,34003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Rechthebbend,17,25,0.68
Avelgem,34003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Verplicht           ,8,25,0.32
Avelgem,34003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Rechthebbend,6,14,0.428571
Avelgem,34003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Verplicht           ,8,14,0.571429
Avelgem,34003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Rechthebbend,6,13,0.461538
Avelgem,34003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Verplicht           ,7,13,0.538462
Avelgem,34003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Rechthebbend,11,22,0.5
Avelgem,34003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Verplicht           ,11,22,0.5
Avelgem,34003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Nader te bepalen,0,7,0.0
Avelgem,34003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Rechthebbend,2,7,0.285714
Avelgem,34003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Verplicht           ,5,7,0.714286
Avelgem,34003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Nader te bepalen,0,19,0.0
Avelgem,34003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Rechthebbend,6,19,0.315789
Avelgem,34003,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Verplicht           ,13,19,0.684211
Deerlijk,34009,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Nader te bepalen,0,14,0.0
Deerlijk,34009,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Rechthebbend,0,14,0.0
Deerlijk,34009,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Verplicht           ,14,14,1.0
Deerlijk,34009,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Nader te bepalen,2,13,0.153846
Deerlijk,34009,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Rechthebbend,0,13,0.0
Deerlijk,34009,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Verplicht           ,11,13,0.846154
Deerlijk,34009,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Nader te bepalen,2,9,0.222222
Deerlijk,34009,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Rechthebbend,0,9,0.0
Deerlijk,34009,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Verplicht           ,7,9,0.777778
Deerlijk,34009,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Nader te bepalen,0,12,0.0
Deerlijk,34009,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Rechthebbend,4,12,0.333333
Deerlijk,34009,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Verplicht           ,8,12,0.666667
Deerlijk,34009,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Rechthebbend,2,7,0.285714
Deerlijk,34009,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Verplicht           ,5,7,0.714286
Deerlijk,34009,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Rechthebbend,6,12,0.5
Deerlijk,34009,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Verplicht           ,6,12,0.5
Deerlijk,34009,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Rechthebbend,5,14,0.357143
Deerlijk,34009,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Verplicht           ,9,14,0.642857
Deerlijk,34009,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Rechthebbend,10,16,0.625
Deerlijk,34009,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Verplicht           ,6,16,0.375
Deerlijk,34009,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Rechthebbend,2,11,0.181818
Deerlijk,34009,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Verplicht           ,9,11,0.818182
Deerlijk,34009,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Rechthebbend,6,17,0.352941
Deerlijk,34009,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Verplicht           ,11,17,0.647059
Deerlijk,34009,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Nader te bepalen,0,15,0.0
Deerlijk,34009,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Rechthebbend,4,15,0.266667
Deerlijk,34009,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Verplicht           ,11,15,0.733333
Deerlijk,34009,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Nader te bepalen,0,17,0.0
Deerlijk,34009,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Rechthebbend,1,17,0.0588235
Deerlijk,34009,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Verplicht           ,16,17,0.941176
Harelbeke,34013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Nader te bepalen,0,65,0.0
Harelbeke,34013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Rechthebbend,7,65,0.107692
Harelbeke,34013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Verplicht           ,58,65,0.892308
Harelbeke,34013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Nader te bepalen,1,52,0.0192308
Harelbeke,34013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Rechthebbend,10,52,0.192308
Harelbeke,34013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Verplicht           ,41,52,0.788462
Harelbeke,34013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Nader te bepalen,1,44,0.0227273
Harelbeke,34013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Rechthebbend,21,44,0.477273
Harelbeke,34013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Verplicht           ,22,44,0.5
Harelbeke,34013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Nader te bepalen,0,50,0.0
Harelbeke,34013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Rechthebbend,32,50,0.64
Harelbeke,34013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Verplicht           ,18,50,0.36
Harelbeke,34013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Rechthebbend,25,36,0.694444
Harelbeke,34013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Verplicht           ,11,36,0.305556
Harelbeke,34013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Rechthebbend,37,60,0.616667
Harelbeke,34013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Verplicht           ,23,60,0.383333
Harelbeke,34013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Rechthebbend,42,81,0.518519
Harelbeke,34013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Verplicht           ,39,81,0.481481
Harelbeke,34013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Rechthebbend,28,49,0.571429
Harelbeke,34013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Verplicht           ,21,49,0.428571
Harelbeke,34013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Rechthebbend,46,81,0.567901
Harelbeke,34013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Verplicht           ,35,81,0.432099
Harelbeke,34013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Rechthebbend,39,71,0.549296
Harelbeke,34013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Verplicht           ,32,71,0.450704
Harelbeke,34013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Nader te bepalen,0,66,0.0
Harelbeke,34013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Rechthebbend,33,66,0.5
Harelbeke,34013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Verplicht           ,33,66,0.5
Harelbeke,34013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Nader te bepalen,0,89,0.0
Harelbeke,34013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Rechthebbend,37,89,0.41573
Harelbeke,34013,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Verplicht           ,52,89,0.58427
Kortrijk,34022,Ja,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Nader te bepalen,0,256,0.0
Kortrijk,34022,Ja,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Rechthebbend,20,256,0.078125
Kortrijk,34022,Ja,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Verplicht           ,236,256,0.921875
Kortrijk,34022,Ja,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Nader te bepalen,5,239,0.0209205
Kortrijk,34022,Ja,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Rechthebbend,29,239,0.121339
Kortrijk,34022,Ja,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Verplicht           ,205,239,0.857741
Kortrijk,34022,Ja,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Nader te bepalen,3,181,0.0165746
Kortrijk,34022,Ja,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Rechthebbend,70,181,0.38674
Kortrijk,34022,Ja,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Verplicht           ,108,181,0.596685
Kortrijk,34022,Ja,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Nader te bepalen,0,237,0.0
Kortrijk,34022,Ja,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Rechthebbend,114,237,0.481013
Kortrijk,34022,Ja,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Verplicht           ,123,237,0.518987
Kortrijk,34022,Ja,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Rechthebbend,124,229,0.541485
Kortrijk,34022,Ja,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Verplicht           ,105,229,0.458515
Kortrijk,34022,Ja,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Rechthebbend,129,243,0.530864
Kortrijk,34022,Ja,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Verplicht           ,114,243,0.469136
Kortrijk,34022,Ja,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Rechthebbend,167,389,0.429306
Kortrijk,34022,Ja,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Verplicht           ,222,389,0.570694
Kortrijk,34022,Ja,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Rechthebbend,108,290,0.372414
Kortrijk,34022,Ja,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Verplicht           ,182,290,0.627586
Kortrijk,34022,Ja,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Rechthebbend,101,277,0.364621
Kortrijk,34022,Ja,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Verplicht           ,176,277,0.635379
Kortrijk,34022,Ja,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Rechthebbend,112,286,0.391608
Kortrijk,34022,Ja,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Verplicht           ,174,286,0.608392
Kortrijk,34022,Ja,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Nader te bepalen,1,212,0.00471698
Kortrijk,34022,Ja,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Rechthebbend,91,212,0.429245
Kortrijk,34022,Ja,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Verplicht           ,120,212,0.566038
Kortrijk,34022,Ja,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Nader te bepalen,0,344,0.0
Kortrijk,34022,Ja,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Rechthebbend,175,344,0.508721
Kortrijk,34022,Ja,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Verplicht           ,169,344,0.491279
Kuurne,34023,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Nader te bepalen,0,26,0.0
Kuurne,34023,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Rechthebbend,4,26,0.153846
Kuurne,34023,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Verplicht           ,22,26,0.846154
Kuurne,34023,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Nader te bepalen,3,24,0.125
Kuurne,34023,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Rechthebbend,3,24,0.125
Kuurne,34023,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Verplicht           ,18,24,0.75
Kuurne,34023,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Nader te bepalen,1,21,0.047619
Kuurne,34023,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Rechthebbend,6,21,0.285714
Kuurne,34023,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Verplicht           ,14,21,0.666667
Kuurne,34023,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Nader te bepalen,0,14,0.0
Kuurne,34023,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Rechthebbend,10,14,0.714286
Kuurne,34023,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Verplicht           ,4,14,0.285714
Kuurne,34023,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Rechthebbend,8,22,0.363636
Kuurne,34023,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Verplicht           ,14,22,0.636364
Kuurne,34023,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Rechthebbend,12,26,0.461538
Kuurne,34023,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Verplicht           ,14,26,0.538462
Kuurne,34023,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Rechthebbend,9,31,0.290323
Kuurne,34023,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Verplicht           ,22,31,0.709677
Kuurne,34023,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Rechthebbend,10,22,0.454545
Kuurne,34023,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Verplicht           ,12,22,0.545455
Kuurne,34023,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Rechthebbend,11,22,0.5
Kuurne,34023,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Verplicht           ,11,22,0.5
Kuurne,34023,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Rechthebbend,11,22,0.5
Kuurne,34023,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Verplicht           ,11,22,0.5
Kuurne,34023,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Nader te bepalen,0,22,0.0
Kuurne,34023,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Rechthebbend,8,22,0.363636
Kuurne,34023,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Verplicht           ,14,22,0.636364
Kuurne,34023,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Nader te bepalen,0,36,0.0
Kuurne,34023,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Rechthebbend,14,36,0.388889
Kuurne,34023,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Verplicht           ,22,36,0.611111
Lendelede,34025,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Nader te bepalen,0,3,0.0
Lendelede,34025,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Rechthebbend,0,3,0.0
Lendelede,34025,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Verplicht           ,3,3,1.0
Lendelede,34025,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Nader te bepalen,0,6,0.0
Lendelede,34025,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Rechthebbend,0,6,0.0
Lendelede,34025,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Verplicht           ,6,6,1.0
Lendelede,34025,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Nader te bepalen,0,1,0.0
Lendelede,34025,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Rechthebbend,0,1,0.0
Lendelede,34025,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Verplicht           ,1,1,1.0
Lendelede,34025,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Nader te bepalen,0,3,0.0
Lendelede,34025,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Rechthebbend,2,3,0.666667
Lendelede,34025,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Verplicht           ,1,3,0.333333
Lendelede,34025,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Rechthebbend,1,5,0.2
Lendelede,34025,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Verplicht           ,4,5,0.8
Lendelede,34025,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Rechthebbend,4,13,0.307692
Lendelede,34025,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Verplicht           ,9,13,0.692308
Lendelede,34025,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Rechthebbend,2,3,0.666667
Lendelede,34025,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Verplicht           ,1,3,0.333333
Lendelede,34025,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Rechthebbend,4,5,0.8
Lendelede,34025,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Verplicht           ,1,5,0.2
Lendelede,34025,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Rechthebbend,4,7,0.571429
Lendelede,34025,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Verplicht           ,3,7,0.428571
Lendelede,34025,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Nader te bepalen,0,2,0.0
Lendelede,34025,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Rechthebbend,1,2,0.5
Lendelede,34025,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Verplicht           ,1,2,0.5
Lendelede,34025,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Nader te bepalen,0,7,0.0
Lendelede,34025,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Rechthebbend,2,7,0.285714
Lendelede,34025,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Verplicht           ,5,7,0.714286
Menen,34027,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Nader te bepalen,2,139,0.0143885
Menen,34027,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Rechthebbend,15,139,0.107914
Menen,34027,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Verplicht           ,122,139,0.877698
Menen,34027,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Nader te bepalen,0,113,0.0
Menen,34027,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Rechthebbend,13,113,0.115044
Menen,34027,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Verplicht           ,100,113,0.884956
Menen,34027,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Nader te bepalen,0,74,0.0
Menen,34027,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Rechthebbend,34,74,0.459459
Menen,34027,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Verplicht           ,40,74,0.540541
Menen,34027,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Nader te bepalen,0,69,0.0
Menen,34027,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Rechthebbend,31,69,0.449275
Menen,34027,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Verplicht           ,38,69,0.550725
Menen,34027,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Rechthebbend,17,64,0.265625
Menen,34027,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Verplicht           ,47,64,0.734375
Menen,34027,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Rechthebbend,34,86,0.395349
Menen,34027,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Verplicht           ,52,86,0.604651
Menen,34027,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Rechthebbend,58,143,0.405594
Menen,34027,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Verplicht           ,85,143,0.594406
Menen,34027,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Rechthebbend,34,100,0.34
Menen,34027,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Verplicht           ,66,100,0.66
Menen,34027,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Rechthebbend,21,85,0.247059
Menen,34027,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2018,Verplicht           ,64,85,0.752941
Menen,34027,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Rechthebbend,61,135,0.451852
Menen,34027,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2019,Verplicht           ,74,135,0.548148
Menen,34027,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Nader te bepalen,0,91,0.0
Menen,34027,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Rechthebbend,39,91,0.428571
Menen,34027,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2020,Verplicht           ,52,91,0.571429
Menen,34027,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Nader te bepalen,0,98,0.0
Menen,34027,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Rechthebbend,23,98,0.234694
Menen,34027,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2021,Verplicht           ,75,98,0.765306
Waregem,34040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Nader te bepalen,0,50,0.0
Waregem,34040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Rechthebbend,6,50,0.12
Waregem,34040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2010,Verplicht           ,44,50,0.88
Waregem,34040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Nader te bepalen,0,50,0.0
Waregem,34040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Rechthebbend,6,50,0.12
Waregem,34040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2011,Verplicht           ,44,50,0.88
Waregem,34040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Nader te bepalen,0,37,0.0
Waregem,34040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Rechthebbend,19,37,0.513514
Waregem,34040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2012,Verplicht           ,18,37,0.486486
Waregem,34040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Nader te bepalen,0,69,0.0
Waregem,34040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Rechthebbend,43,69,0.623188
Waregem,34040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2013,Verplicht           ,26,69,0.376812
Waregem,34040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Rechthebbend,26,55,0.472727
Waregem,34040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2014,Verplicht           ,29,55,0.527273
Waregem,34040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Rechthebbend,47,77,0.61039
Waregem,34040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2015,Verplicht           ,30,77,0.38961
Waregem,34040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Rechthebbend,51,98,0.520408
Waregem,34040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2016,Verplicht           ,47,98,0.479592
Waregem,34040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Rechthebbend,30,70,0.428571
Waregem,34040,Nee,"Inburgeraars met inburgeringscontract, naar doelgroep",2017,Verplicht           ,40,70,0.571429
