België,Gewest,Provincie,Arrondissement,Gemeente,Gehuwde bevolking
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Mechelen,Nijlen,0.566
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Mechelen,Bonheiden,0.567
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Mechelen,Sint-Amands,0.577
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Turnhout,0.503
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Herentals,0.515
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Geel,0.528
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Hulshout,0.546
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Baarle-Hertog,0.547
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Herenthout,0.555
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Mol,0.556
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Vorselaar,0.559
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Olen,0.564
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Westerlo,0.565
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Meerhout,0.565
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Laakdal,0.565
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Herselt,0.568
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Balen,0.568
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Merksplas,0.569
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Lille,0.569
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Rijkevorsel,0.57
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Hoogstraten,0.574
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Grobbendonk,0.576
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Kasterlee,0.58
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Arendonk,0.58
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Beerse,0.581
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Vosselaar,0.591
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Dessel,0.593
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Ravels,0.595
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Oud-Turnhout,0.604
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Retie,0.611
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Gent,Gent,0.437
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Gent,Melle,0.538
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Gent,Merelbeke,0.547
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Gent,Destelbergen,0.552
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Gent,Wachtebeke,0.554
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Gent,Oosterzele,0.557
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Gent,Nazareth,0.557
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Gent,Waarschoot,0.559
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Gent,Evergem,0.563
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Gent,Gavere,0.565
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Gent,Deinze,0.566
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Gent,Knesselare,0.568
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Gent,Moerbeke (Gent),0.572
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Gent,Nevele,0.573
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Gent,Zulte,0.578
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Gent,Zomergem,0.58
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Gent,Aalter,0.582
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Gent,Lochristi,0.584
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Gent,Sint-Martens-Latem,0.585
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Gent,Lovendegem,0.586
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Gent,De Pinte,0.592
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Aalst,Aalst (Aalst),0.513
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Aalst,Geraardsbergen,0.527
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Aalst,Denderleeuw,0.529
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Aalst,Ninove,0.53
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Aalst,Zottegem,0.537
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Aalst,Erpe-Mere,0.547
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Aalst,Haaltert,0.55
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Aalst,Lede,0.552
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Aalst,Sint-Lievens-Houtem,0.553
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Aalst,Herzele,0.554
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Eeklo,Eeklo,0.503
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Eeklo,Zelzate,0.509
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Eeklo,Assenede,0.564
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Eeklo,Maldegem,0.566
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Eeklo,Kaprijke,0.571
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Eeklo,Sint-Laureins,0.581
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Dendermonde,Wetteren,0.517
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Dendermonde,Dendermonde,0.521
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Dendermonde,Lebbeke,0.544
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Dendermonde,Hamme (Dendermonde),0.547
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Dendermonde,Wichelen,0.548
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Dendermonde,Berlare,0.551
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Dendermonde,Laarne,0.554
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Dendermonde,Buggenhout,0.566
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Dendermonde,Waasmunster,0.575
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Dendermonde,Zele,0.576
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Oudenaarde,Ronse,0.519
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Oudenaarde,Oudenaarde,0.535
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Oudenaarde,Brakel,0.542
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Oudenaarde,Kluisbergen,0.551
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Oudenaarde,Maarkedal,0.569
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Oudenaarde,Horebeke,0.569
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Oudenaarde,Zingem,0.571
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Oudenaarde,Zwalm,0.575
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Oudenaarde,Lierde,0.577
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Oudenaarde,Kruishoutem,0.586
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Oudenaarde,Wortegem-Petegem,0.598
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Sint-Niklaas,Sint-Niklaas (Sint-Niklaas),0.528
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Sint-Niklaas,Lokeren,0.558
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Sint-Niklaas,Temse,0.559
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Sint-Niklaas,Kruibeke,0.562
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Sint-Niklaas,Beveren (Sint-Niklaas),0.563
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Sint-Niklaas,Stekene,0.566
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Sint-Niklaas,Sint-Gillis-Waas,0.581
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Leuven,0.453
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Tienen,0.508
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Aarschot,0.529
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Hoegaarden,0.535
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Kortenberg,0.545
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Landen,0.546
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Diest,0.55
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Herent,0.55
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Bertem,0.553
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Huldenberg,0.554
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Tremelo,0.556
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Tielt-Winge,0.56
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Rotselaar,0.561
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Zoutleeuw,0.563
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Scherpenheuvel-Zichem,0.564
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Haacht,0.568
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Oud-Heverlee,0.568
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Bierbeek,0.57
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Boortmeerbeek,0.575
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Geetbets,0.578
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Tervuren,0.578
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Bekkevoort,0.582
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Begijnendijk,0.583
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Holsbeek,0.587
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Boutersem,0.587
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Linter,0.588
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Keerbergen,0.588
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Kortenaken,0.595
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Lubbeek,0.609
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Glabbeek,0.614
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Linkebeek,0.462
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Drogenbos,0.469
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Halle (Halle-Vilvoorde),0.504
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Wemmel,0.514
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Grimbergen,0.52
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Vilvoorde,0.522
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Dilbeek,0.531
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Beersel,0.533
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Zaventem,0.535
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Asse,0.535
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Merchtem,0.536
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Sint-Genesius-Rode,0.536
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Machelen (Halle-Vilvoorde),0.536
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Ternat,0.539
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Hoeilaart,0.546
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Sint-Pieters-Leeuw,0.549
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Meise,0.55
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Liedekerke,0.551
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Kraainem,0.551
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Bever,0.551
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Kampenhout,0.552
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Opwijk,0.552
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Wezembeek-Oppem,0.553
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Steenokkerzeel,0.557
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Londerzeel,0.558
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Lennik,0.558
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Roosdaal,0.559
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Kapelle-op-den-Bos,0.564
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Herne,0.564
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Galmaarden,0.566
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Pepingen,0.568
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Overijse,0.572
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Zemst,0.573
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Gooik,0.574
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Affligem,0.588
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Oostende,Oostende,0.467
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Oostende,De Haan,0.529
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Oostende,Middelkerke,0.539
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Oostende,Bredene,0.543
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Oostende,Gistel,0.566
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Oostende,Ichtegem,0.59
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Oostende,Oudenburg,0.591
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Brugge,Blankenberge,0.483
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Brugge,Brugge,0.506
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Brugge,Knokke-Heist,0.545
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Brugge,Torhout,0.566
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Brugge,Beernem,0.566
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Brugge,Damme,0.586
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Brugge,Oostkamp,0.589
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Brugge,Zuienkerke,0.592
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Brugge,Zedelgem,0.604
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Brugge,Jabbeke,0.609
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Veurne,De Panne,0.501
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Veurne,Nieuwpoort,0.534
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Veurne,Veurne,0.547
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Veurne,Alveringem,0.563
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Veurne,Koksijde,0.58
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Kortrijk,Spiere-Helkijn,0.521
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Kortrijk,Kortrijk,0.525
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Kortrijk,Menen,0.54
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Kortrijk,Avelgem,0.546
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Kortrijk,Harelbeke,0.579
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Kortrijk,Waregem,0.583
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Kortrijk,Wevelgem,0.586
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Kortrijk,Kuurne,0.593
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Kortrijk,Zwevegem,0.595
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Kortrijk,Lendelede,0.597
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Kortrijk,Deerlijk,0.612
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Kortrijk,Anzegem,0.616
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Ieper,Mesen,0.544
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Ieper,Ieper,0.546
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Ieper,Heuvelland,0.557
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Ieper,Wervik,0.572
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Ieper,Poperinge,0.574
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Ieper,Vleteren,0.58
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Ieper,Zonnebeke,0.598
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Ieper,Langemark-Poelkapelle,0.604
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Diksmuide,Diksmuide,0.56
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Diksmuide,Houthulst,0.567
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Diksmuide,Koekelare,0.571
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Diksmuide,Kortemark,0.587
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Diksmuide,Lo-Reninge,0.595
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Roeselare,Roeselare,0.549
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Roeselare,Izegem,0.577
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Roeselare,Moorslede,0.587
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Roeselare,Staden,0.597
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Roeselare,Ingelmunster,0.598
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Roeselare,Hooglede,0.601
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Roeselare,Ledegem,0.609
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Roeselare,Lichtervelde,0.62
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Tielt,Tielt (Tielt),0.567
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Tielt,Ardooie,0.589
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Tielt,Ruiselede,0.59
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Tielt,Dentergem,0.594
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Tielt,Meulebeke,0.597
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Tielt,Wingene,0.603
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Tielt,Wielsbeke,0.606
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Tielt,Pittem,0.611
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Tielt,Oostrozebeke,0.621
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Hasselt,0.511
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Sint-Truiden,0.522
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Leopoldsburg,0.55
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Genk,0.57
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Herk-de-Stad,0.572
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Zonhoven,0.576
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Tessenderlo,0.577
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Gingelom,0.579
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,As,0.581
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Halen,0.583
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Zutendaal,0.585
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Diepenbeek,0.585
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Nieuwerkerken (Hasselt),0.586
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Ham,0.593
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Lummen,0.596
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Heusden-Zolder,0.608
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Beringen,0.608
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Opglabbeek,0.614
België,Vlaams Gewest,Provincie Limburg,Arrondissement Tongeren,Herstappe,0.5
België,Vlaams Gewest,Provincie Limburg,Arrondissement Tongeren,Tongeren,0.541
België,Vlaams Gewest,Provincie Limburg,Arrondissement Tongeren,Bilzen,0.559
België,Vlaams Gewest,Provincie Limburg,Arrondissement Tongeren,Lanaken,0.565
België,Vlaams Gewest,Provincie Limburg,Arrondissement Tongeren,Hoeselt,0.568
België,Vlaams Gewest,Provincie Limburg,Arrondissement Tongeren,Kortessem,0.569
België,Vlaams Gewest,Provincie Limburg,Arrondissement Tongeren,Borgloon,0.571
België,Vlaams Gewest,Provincie Limburg,Arrondissement Tongeren,Maasmechelen,0.578
België,Vlaams Gewest,Provincie Limburg,Arrondissement Tongeren,Voeren,0.581
België,Vlaams Gewest,Provincie Limburg,Arrondissement Tongeren,Wellen,0.582
België,Vlaams Gewest,Provincie Limburg,Arrondissement Tongeren,Heers,0.582
België,Vlaams Gewest,Provincie Limburg,Arrondissement Tongeren,Riemst,0.584
België,Vlaams Gewest,Provincie Limburg,Arrondissement Tongeren,Alken,0.592
België,Vlaams Gewest,Provincie Limburg,Arrondissement Maaseik,Bree,0.567
België,Vlaams Gewest,Provincie Limburg,Arrondissement Maaseik,Dilsen-Stokkem,0.575
België,Vlaams Gewest,Provincie Limburg,Arrondissement Maaseik,Maaseik,0.575
België,Vlaams Gewest,Provincie Limburg,Arrondissement Maaseik,Peer,0.577
België,Vlaams Gewest,Provincie Limburg,Arrondissement Maaseik,Overpelt,0.586
België,Vlaams Gewest,Provincie Limburg,Arrondissement Maaseik,Houthalen-Helchteren,0.587
België,Vlaams Gewest,Provincie Limburg,Arrondissement Maaseik,Hechtel-Eksel,0.588
België,Vlaams Gewest,Provincie Limburg,Arrondissement Maaseik,Neerpelt,0.593
België,Vlaams Gewest,Provincie Limburg,Arrondissement Maaseik,Lommel,0.594
België,Vlaams Gewest,Provincie Limburg,Arrondissement Maaseik,Hamont-Achel,0.596
België,Vlaams Gewest,Provincie Limburg,Arrondissement Maaseik,Bocholt,0.599
België,Vlaams Gewest,Provincie Limburg,Arrondissement Maaseik,Meeuwen-Gruitrode,0.604
België,Vlaams Gewest,Provincie Limburg,Arrondissement Maaseik,Kinrooi,0.613
België,,,,,0.51
