Date,Mexicaanse peso
2016-06-24,20.8811
2016-06-27,20.9644
2016-06-28,20.9827
2016-06-29,20.7331
2016-06-30,20.6347
2016-07-01,20.1814
2016-07-04,20.4241
2016-07-05,20.8069
2016-07-06,20.9024
2016-07-07,20.7274
2016-07-08,20.7956
2016-07-11,20.378
2016-07-12,20.2867
2016-07-13,20.28
2016-07-14,20.3522
2016-07-15,20.4417
2016-07-18,20.4348
2016-07-19,20.3706
2016-07-20,20.3683
2016-07-21,20.5428
2016-07-22,20.4913
2016-07-25,20.4059
2016-07-26,20.6734
2016-07-27,20.6866
2016-07-28,20.8716
2016-07-29,21.0288
2016-08-01,20.9306
2016-08-02,21.105
2016-08-03,21.1797
2016-08-04,20.9694
2016-08-05,21.0282
2016-08-08,20.6443
2016-08-09,20.5015
2016-08-10,20.4917
2016-08-11,20.5527
2016-08-12,20.3881
2016-08-15,20.2774
2016-08-16,20.2785
2016-08-17,20.4678
2016-08-18,20.554
2016-08-19,20.7543
2016-08-22,20.6901
2016-08-23,20.6848
2016-08-24,20.8945
2016-08-25,20.8385
2016-08-26,20.7197
2016-08-29,20.7643
2016-08-30,20.7542
2016-08-31,20.9424
2016-09-01,20.955
2016-09-02,21.0145
2016-09-05,20.6487
2016-09-06,20.6702
2016-09-07,20.6223
2016-09-08,20.7145
2016-09-09,21.1869
2016-09-12,21.4395
2016-09-13,21.38
2016-09-14,21.4804
2016-09-15,21.6438
2016-09-16,21.7665
2016-09-19,21.8847
2016-09-20,21.965
2016-09-21,22.0065
2016-09-22,22.051
2016-09-23,22.0086
2016-09-26,22.3599
2016-09-27,21.925
2016-09-28,21.8177
2016-09-29,21.7955
2016-09-30,21.7389
2016-10-03,21.615
2016-10-04,21.5831
2016-10-05,21.6129
2016-10-06,21.57
2016-10-07,21.5602
2016-10-10,21.1388
2016-10-11,20.9088
2016-10-12,20.8564
2016-10-13,20.9532
2016-10-14,20.8448
2016-10-17,20.8199
2016-10-18,20.5713
2016-10-19,20.485
2016-10-20,20.381
2016-10-21,20.3075
2016-10-24,20.2263
2016-10-25,20.1024
2016-10-26,20.3468
2016-10-27,20.4611
2016-10-28,20.5575
2016-10-31,20.715
2016-11-01,20.818
2016-11-02,21.495
2016-11-03,21.3426
2016-11-04,21.2285
2016-11-07,20.6389
2016-11-08,20.489
2016-11-09,21.8522
2016-11-10,22.0369
2016-11-11,22.7062
2016-11-14,22.5024
2016-11-15,22.0328
2016-11-16,21.9071
2016-11-17,21.7504
2016-11-18,21.6968
2016-11-21,21.7761
2016-11-22,21.5845
2016-11-23,21.834
2016-11-24,21.885
2016-11-25,21.8727
2016-11-28,21.757
2016-11-29,21.8756
2016-11-30,21.8775
2016-12-01,21.9342
2016-12-02,22.1158
2016-12-05,22.0853
2016-12-06,21.871
2016-12-07,21.8094
2016-12-08,21.8915
2016-12-09,21.5825
2016-12-12,21.4472
2016-12-13,21.4788
2016-12-14,21.5666
2016-12-15,21.52
2016-12-16,21.2528
2016-12-19,21.2881
2016-12-20,21.115
2016-12-21,21.3048
2016-12-22,21.6087
2016-12-23,21.615
2016-12-27,21.5344
2016-12-28,21.57
2016-12-29,21.6329
2016-12-30,21.7719
2017-01-02,21.7063
2017-01-03,21.4935
2017-01-04,22.0709
2017-01-05,22.3446
2017-01-06,22.529
2017-01-09,22.394
2017-01-10,22.6397
2017-01-11,22.9635
2017-01-12,23.07
2017-01-13,23.086
2017-01-16,22.878
2017-01-17,23.055
2017-01-18,23.1335
2017-01-19,23.4441
2017-01-20,23.37
2017-01-23,22.9436
2017-01-24,22.8856
2017-01-25,23.0674
2017-01-26,22.476
2017-01-27,22.5452
2017-01-30,22.085
2017-01-31,22.2855
2017-02-01,22.3405
2017-02-02,22.2623
2017-02-03,22.0157
2017-02-06,21.8217
2017-02-07,22.0334
2017-02-08,21.9102
2017-02-09,21.8579
2017-02-10,21.5519
2017-02-13,21.6261
2017-02-14,21.4981
2017-02-15,21.4777
2017-02-16,21.5975
2017-02-17,21.805
2017-02-20,21.7273
2017-02-21,21.5277
2017-02-22,21.0585
2017-02-23,21.015
2017-02-24,20.8929
2017-02-27,20.9539
2017-02-28,21.08
2017-03-01,21.11
2017-03-02,20.9495
2017-03-03,20.7635
2017-03-06,20.6859
2017-03-07,20.6124
2017-03-08,20.713
2017-03-09,20.877
2017-03-10,20.9681
2017-03-13,20.9398
2017-03-14,20.8468
2017-03-15,20.801
2017-03-16,20.477
2017-03-17,20.571
2017-03-20,20.5514
2017-03-21,20.5078
2017-03-22,20.69
2017-03-23,20.5962
2017-03-24,20.4282
2017-03-27,20.4918
2017-03-28,20.4927
2017-03-29,20.3522
2017-03-30,20.1228
2017-03-31,20.0175
2017-04-03,19.9794
2017-04-04,20.1312
2017-04-05,20.0177
2017-04-06,20.0393
2017-04-07,19.9474
2017-04-10,19.7586
2017-04-11,19.8434
2017-04-12,19.9384
2017-04-13,19.7661
2017-04-18,19.8272
2017-04-19,20.019
2017-04-20,20.198
2017-04-21,20.1459
2017-04-24,20.1642
2017-04-25,20.5205
2017-04-26,20.6261
2017-04-27,20.6615
2017-04-28,20.75
2017-05-02,20.4568
2017-05-03,20.5365
2017-05-04,20.7386
2017-05-05,20.8874
2017-05-08,20.8324
2017-05-09,20.8766
2017-05-10,20.7574
2017-05-11,20.605
2017-05-12,20.5521
2017-05-15,20.502
2017-05-16,20.6886
2017-05-17,20.7537
2017-05-18,21.275
2017-05-19,20.9378
2017-05-22,20.9641
2017-05-23,20.8753
2017-05-24,20.794
2017-05-25,20.6324
2017-05-26,20.6839
2017-05-29,20.7083
2017-05-30,20.735
2017-05-31,21.0559
2017-06-01,20.9199
2017-06-02,20.8982
2017-06-05,20.6918
2017-06-06,20.6935
2017-06-07,20.4388
2017-06-08,20.47
2017-06-09,20.3526
2017-06-12,20.3762
2017-06-13,20.3188
2017-06-14,20.2078
2017-06-15,20.1825
2017-06-16,20.0887
2017-06-19,20.1198
2017-06-20,20.2098
2017-06-21,20.2564
2017-06-22,20.2844
2017-06-23,20.162
2017-06-26,20.0412
2017-06-27,20.1288
2017-06-28,20.4344
2017-06-29,20.47
2017-06-30,20.5839
2017-07-03,20.7257
2017-07-04,20.6761
2017-07-05,20.7053
2017-07-06,20.925
2017-07-07,20.7488
2017-07-10,20.4881
2017-07-11,20.546
2017-07-12,20.4629
2017-07-13,20.3212
2017-07-14,20.1393
2017-07-17,20.12
2017-07-18,20.2288
2017-07-19,20.175
2017-07-20,20.2035
2017-07-21,20.3761
2017-07-24,20.5982
2017-07-25,20.7211
2017-07-26,20.6644
2017-07-27,20.6146
2017-07-28,20.8089
2017-07-31,20.862
2017-08-01,21.0023
2017-08-02,21.1874
2017-08-03,21.1435
2017-08-04,21.1344
2017-08-07,21.1536
2017-08-08,21.1534
2017-08-09,21.065
2017-08-10,21.0547
2017-08-11,21.1711
2017-08-14,20.9475
2017-08-15,20.9441
2017-08-16,20.8174
2017-08-17,20.7198
2017-08-18,20.9958
2017-08-21,20.8321
2017-08-22,20.7907
2017-08-23,21.009
2017-08-24,20.8501
2017-08-25,20.8445
2017-08-28,21.0584
2017-08-29,21.5204
2017-08-30,21.2869
2017-08-31,21.0843
2017-09-01,21.2608
2017-09-04,21.2598
2017-09-05,21.2185
2017-09-06,21.2936
2017-09-07,21.2308
2017-09-08,21.3382
2017-09-11,21.2143
2017-09-12,21.1297
2017-09-13,21.2826
2017-09-14,21.1227
2017-09-15,21.1361
2017-09-18,21.127
2017-09-19,21.2495
2017-09-20,21.3147
2017-09-21,21.225
2017-09-22,21.2905
2017-09-25,21.1283
2017-09-26,21.1825
2017-09-27,21.2435
2017-09-28,21.3956
2017-09-29,21.4614
2017-10-02,21.5128
2017-10-03,21.4688
2017-10-04,21.387
2017-10-05,21.4107
2017-10-06,21.655
2017-10-09,21.884
2017-10-10,21.909
2017-10-11,22.2167
2017-10-12,22.2105
2017-10-13,22.3881
2017-10-16,22.4931
2017-10-17,22.4334
2017-10-18,22.1311
2017-10-19,22.2721
2017-10-20,22.3278
2017-10-23,22.2922
2017-10-24,22.4841
2017-10-25,22.6028
2017-10-26,22.3684
2017-10-27,22.3514
2017-10-30,22.1764
2017-10-31,22.2962
2017-11-01,22.2765
2017-11-02,22.2318
2017-11-03,22.142
2017-11-06,22.1399
2017-11-07,22.0712
2017-11-08,22.1015
2017-11-09,22.2416
2017-11-10,22.2242
2017-11-13,22.3482
2017-11-14,22.4266
2017-11-15,22.6887
2017-11-16,22.5323
2017-11-17,22.4603
2017-11-20,22.3489
2017-11-21,22.2026
2017-11-22,22.0985
2017-11-23,22.0927
2017-11-24,22.1096
2017-11-27,22.1272
2017-11-28,22.037
2017-11-29,21.9085
2017-11-30,22.0035
2017-12-01,22.1942
2017-12-04,22.1016
2017-12-05,22.08
2017-12-06,22.203
2017-12-07,22.3177
2017-12-08,22.2205
2017-12-11,22.3042
2017-12-12,22.4566
2017-12-13,22.5424
2017-12-14,22.6237
2017-12-15,22.6281
2017-12-18,22.4718
2017-12-19,22.5125
2017-12-20,22.7971
2017-12-21,22.9004
2017-12-22,23.1255
2017-12-27,23.5221
2017-12-28,23.4672
2017-12-29,23.6612
2018-01-02,23.5534
2018-01-03,23.3835
2018-01-04,23.3216
2018-01-05,23.3267
2018-01-08,23.0819
2018-01-09,22.9311
2018-01-10,23.13
2018-01-11,23.305
2018-01-12,23.1956
2018-01-15,23.1195
2018-01-16,22.9588
2018-01-17,22.9386
2018-01-18,22.8174
2018-01-19,22.8157
2018-01-22,22.8062
2018-01-23,23.0622
2018-01-24,22.9045
2018-01-25,22.881
2018-01-26,23.067
2018-01-29,23.0316
2018-01-30,23.1289
2018-01-31,23.2262
2018-02-01,23.131
2018-02-02,23.056
2018-02-05,23.1245
2018-02-06,23.192
2018-02-07,23.0468
2018-02-08,22.9938
2018-02-09,23.0932
2018-02-12,22.8364
2018-02-13,22.9778
2018-02-14,22.9932
2018-02-15,23.126
2018-02-16,23.0626
2018-02-19,23.0128
2018-02-20,23.0002
2018-02-21,23.0516
2018-02-22,23.0731
2018-02-23,22.8385
2018-02-26,22.9176
2018-02-27,23.0305
2018-02-28,22.9437
2018-03-01,23.0364
2018-03-02,23.3041
2018-03-05,23.2587
2018-03-06,23.166
2018-03-07,23.4057
2018-03-08,23.2184
2018-03-09,22.881
2018-03-12,22.9816
2018-03-13,22.918
2018-03-14,22.9785
2018-03-15,23.0643
2018-03-16,23.0385
2018-03-19,23.1871
2018-03-20,23.0086
2018-03-21,22.7879
2018-03-22,22.7765
2018-03-23,22.8804
2018-03-26,22.8777
2018-03-27,22.7905
2018-03-28,22.7725
2018-03-29,22.5249
2018-04-03,22.3936
2018-04-04,22.52
2018-04-05,22.179
2018-04-06,22.3317
2018-04-09,22.5884
2018-04-10,22.5778
2018-04-11,22.6527
2018-04-12,22.3815
2018-04-13,22.3162
2018-04-16,22.3399
2018-04-17,22.2075
2018-04-18,22.2671
2018-04-19,22.4668
2018-04-20,22.7424
2018-04-23,22.9
2018-04-24,22.9992
2018-04-25,23.2194
2018-04-26,22.8454
2018-04-27,22.6929
2018-04-30,22.5977
2018-05-02,22.7479
2018-05-03,22.8159
2018-05-04,22.9276
2018-05-07,23.0215
2018-05-08,23.1788
2018-05-09,23.2043
2018-05-10,23.0556
2018-05-11,22.9796
2018-05-14,23.1847
2018-05-15,23.4398
2018-05-16,23.2843
2018-05-17,23.168
2018-05-18,23.2982
2018-05-21,23.522
2018-05-22,23.2842
2018-05-23,23.355
2018-05-24,23.0952
2018-05-25,22.8883
2018-05-28,22.765
2018-05-29,22.8237
2018-05-30,22.8815
2018-05-31,23.2461
2018-06-01,23.2834
2018-06-04,23.3661
2018-06-05,23.7975
2018-06-06,23.9686
2018-06-07,24.0536
2018-06-08,24.0774
2018-06-11,24.0675
2018-06-12,24.2869
2018-06-13,24.3141
2018-06-14,24.0641
2018-06-15,24.0902
2018-06-18,23.9739
2018-06-19,23.8447
2018-06-20,23.6794
2018-06-21,23.5286
2018-06-22,23.5466
2018-06-25,23.4457
2018-06-26,23.237
2018-06-27,23.1817
2018-06-28,23.2921
2018-06-29,22.8817
2018-07-02,23.332
2018-07-03,22.9451
2018-07-04,22.6786
2018-07-05,22.5827
2018-07-06,22.466
2018-07-09,22.4356
2018-07-10,22.4121
2018-07-11,22.3622
2018-07-12,22.0857
2018-07-13,22.1768
2018-07-16,22.034
2018-07-17,22.1732
2018-07-18,22.0778
2018-07-19,22.1067
2018-07-20,22.1573
2018-07-23,22.3736
2018-07-24,22.0446
2018-07-25,21.9426
2018-07-26,21.902
2018-07-27,21.6713
2018-07-30,21.716
2018-07-31,21.782
2018-08-01,21.804
2018-08-02,21.7923
2018-08-03,21.63
2018-08-06,21.4484
2018-08-07,21.3613
2018-08-08,21.4471
2018-08-09,21.5453
2018-08-10,21.6533
2018-08-13,21.895
2018-08-14,21.6516
2018-08-15,21.6735
2018-08-16,21.6972
2018-08-17,21.7831
2018-08-20,21.63
2018-08-21,21.7805
2018-08-22,21.8821
2018-08-23,21.7438
2018-08-24,21.9191
2018-08-27,21.8104
2018-08-28,21.9495
2018-08-29,22.3252
2018-08-30,22.2356
2018-08-31,22.3628
2018-09-03,22.3082
2018-09-04,22.4548
2018-09-05,22.66
2018-09-06,22.3653
2018-09-07,22.2326
2018-09-10,22.3173
2018-09-11,22.35
2018-09-12,22.176
2018-09-13,22.0335
2018-09-14,21.9805
2018-09-17,21.971
2018-09-18,22.0671
2018-09-19,21.8681
2018-09-20,22.0233
2018-09-21,22.2132
2018-09-24,22.1852
2018-09-25,22.3696
2018-09-26,22.3375
2018-09-27,22.0889
2018-09-28,21.78
2018-10-01,21.5632
2018-10-02,21.6631
2018-10-03,21.6818
2018-10-04,21.9097
2018-10-05,21.88
2018-10-08,21.636
2018-10-09,21.7228
2018-10-10,21.9436
2018-10-11,22.1014
2018-10-12,21.8434
2018-10-15,21.8192
2018-10-16,21.7751
2018-10-17,21.7267
2018-10-18,21.8143
2018-10-19,21.8911
2018-10-22,22.182
2018-10-23,22.2469
2018-10-24,22.0293
2018-10-25,22.255
2018-10-26,22.1824
2018-10-29,22.3632
2018-10-30,22.7513
2018-10-31,22.9029
2018-11-01,22.9917
2018-11-02,22.8399
2018-11-05,22.8514
2018-11-06,22.7736
2018-11-07,22.6326
2018-11-08,22.686
2018-11-09,23.0001
2018-11-12,22.8373
2018-11-13,23.0152
2018-11-14,23.0803
2018-11-15,23.0659
2018-11-16,23.0573
2018-11-19,23.166
2018-11-20,23.3031
2018-11-21,23.118
2018-11-22,23.066
2018-11-23,23.0983
2018-11-26,23.2106
2018-11-27,23.1784
2018-11-28,23.058
2018-11-29,23.016
2018-11-30,23.091
2018-12-03,22.7129
2018-12-04,23.2057
2018-12-05,23.2282
2018-12-06,23.3643
2018-12-07,23.1435
2018-12-10,23.132
2018-12-11,23.0209
2018-12-12,22.7639
2018-12-13,22.9031
2018-12-14,23.0211
2018-12-17,22.8295
2018-12-18,22.8293
2018-12-19,22.8738
2018-12-20,22.7759
2018-12-21,22.7547
2018-12-24,22.6549
2018-12-27,22.6283
2018-12-28,22.5554
2018-12-31,22.4921
2019-01-02,22.3941
2019-01-03,22.2384
2019-01-04,22.308
2019-01-07,22.1202
2019-01-08,22.1599
2019-01-09,22.1006
2019-01-10,22.1283
2019-01-11,22.0758
2019-01-14,21.983
2019-01-15,21.7315
2019-01-16,21.638
2019-01-17,21.64
2019-01-18,21.7095
2019-01-21,21.78
2019-01-22,21.78
2019-01-23,21.755
2019-01-24,21.6031
2019-01-25,21.4546
2019-01-28,21.7271
2019-01-29,21.7153
2019-01-30,21.8249
2019-01-31,21.8999
2019-02-01,21.9455
2019-02-04,21.9379
2019-02-05,21.7407
2019-02-06,21.7622
2019-02-07,21.7393
2019-02-08,21.6028
2019-02-11,21.5907
2019-02-12,21.7394
2019-02-13,21.8786
2019-02-14,21.9131
2019-02-15,21.765
2019-02-18,21.8054
2019-02-19,21.7044
2019-02-20,21.7301
2019-02-21,21.8165
2019-02-22,21.781
2019-02-25,21.6424
2019-02-26,21.7145
2019-02-27,21.815
2019-02-28,21.9073
2019-03-01,21.994
2019-03-04,21.9374
2019-03-05,21.8555
2019-03-06,21.7999
2019-03-07,21.8244
2019-03-08,21.96
2019-03-11,21.8444
2019-03-12,21.7677
2019-03-13,21.821
2019-03-14,21.8824
2019-03-15,21.7827
2019-03-18,21.7484
2019-03-19,21.5793
2019-03-20,21.5168
2019-03-21,21.4282
2019-03-22,21.4447
2019-03-25,21.6039
2019-03-26,21.5085
2019-03-27,21.6891
2019-03-28,21.7835
2019-03-29,21.691
2019-04-01,21.6437
2019-04-02,21.3972
2019-04-03,21.5195
2019-04-04,21.5469
2019-04-05,21.4975
2019-04-08,21.439
2019-04-09,21.3479
2019-04-10,21.2783
2019-04-11,21.2826
2019-04-12,21.236
2019-04-15,21.2497
2019-04-16,21.3551
2019-04-17,21.2813
2019-04-18,21.2303
2019-04-23,21.2357
2019-04-24,21.2624
2019-04-25,21.2997
2019-04-26,21.221
2019-04-29,21.1267
2019-04-30,21.2829
2019-05-02,21.2467
2019-05-03,21.3377
2019-05-06,21.3243
2019-05-07,21.2691
2019-05-08,21.3707
2019-05-09,21.4412
2019-05-10,21.5589
2019-05-13,21.6342
2019-05-14,21.5178
2019-05-15,21.4741
2019-05-16,21.3161
2019-05-17,21.4336
2019-05-20,21.3388
2019-05-21,21.2841
2019-05-22,21.2345
2019-05-23,21.1883
2019-05-24,21.3057
2019-05-27,21.3291
2019-05-28,21.3797
2019-05-29,21.4504
2019-05-30,21.3092
2019-05-31,21.8922
2019-06-03,22.113
2019-06-04,22.1603
2019-06-05,22.0886
2019-06-06,22.2767
2019-06-07,22.2505
2019-06-10,21.7522
2019-06-11,21.6783
2019-06-12,21.6615
2019-06-13,21.6384
2019-06-14,21.6073
2019-06-17,21.5292
2019-06-18,21.3935
2019-06-19,21.4542
2019-06-20,21.396
2019-06-21,21.5698
2019-06-24,21.8229
2019-06-25,21.9042
2019-06-26,21.7972
2019-06-27,21.7397
2019-06-28,21.8201
2019-07-01,21.7024
2019-07-02,21.5491
2019-07-03,21.4816
2019-07-04,21.4305
2019-07-05,21.3872
2019-07-08,21.2581
2019-07-09,21.1827
2019-07-10,21.5421
2019-07-11,21.5886
2019-07-12,21.467
2019-07-15,21.3466
2019-07-16,21.3118
2019-07-17,21.3942
2019-07-18,21.3786
2019-07-19,21.3542
2019-07-22,21.3416
2019-07-23,21.3081
2019-07-24,21.3211
2019-07-25,21.1145
2019-07-26,21.2038
2019-07-29,21.2046
2019-07-30,21.2437
2019-07-31,21.2005
2019-08-01,21.2057
2019-08-02,21.4542
2019-08-05,21.8221
2019-08-06,21.8702
2019-08-07,21.9583
2019-08-08,21.925
2019-08-09,21.7803
2019-08-12,21.9971
2019-08-13,22.0302
2019-08-14,21.8129
2019-08-15,21.8595
2019-08-16,21.6321
2019-08-19,21.8458
2019-08-20,21.9445
2019-08-21,21.8446
2019-08-22,21.8622
2019-08-23,22.0041
2019-08-26,22.115
2019-08-27,22.1713
2019-08-28,22.1393
2019-08-29,22.2046
2019-08-30,22.1567
2019-09-02,22.0545
2019-09-03,21.9477
2019-09-04,21.843
2019-09-05,21.7072
2019-09-06,21.655
2019-09-09,21.5254
2019-09-10,21.5665
2019-09-11,21.4565
2019-09-12,21.2945
2019-09-13,21.507
2019-09-16,21.4298
2019-09-17,21.4919
2019-09-18,21.3629
2019-09-19,21.4426
2019-09-20,21.4558
2019-09-23,21.3353
2019-09-24,21.3897
2019-09-25,21.5068
2019-09-26,21.3975
2019-09-27,21.464
2019-09-30,21.4522
2019-10-01,21.5587
2019-10-02,21.6365
2019-10-03,21.6283
2019-10-04,21.5087
2019-10-07,21.5
2019-10-08,21.5316
2019-10-09,21.452
2019-10-10,21.5223
2019-10-11,21.3965
2019-10-14,21.2983
2019-10-15,21.1647
2019-10-16,21.2053
2019-10-17,21.3437
2019-10-18,21.3875
2019-10-21,21.4
2019-10-22,21.2721
2019-10-23,21.3268
2019-10-24,21.2595
2019-10-25,21.202
2019-10-28,21.1244
2019-10-29,21.1812
2019-10-30,21.2538
2019-10-31,21.3265
2019-11-01,21.3164
2019-11-04,21.3095
2019-11-05,21.3072
2019-11-06,21.305
2019-11-07,21.197
2019-11-08,21.1383
2019-11-11,21.1057
2019-11-12,21.0924
2019-11-13,21.3723
2019-11-14,21.3699
2019-11-15,21.2194
2019-11-18,21.2907
2019-11-19,21.337
2019-11-20,21.4802
2019-11-21,21.5649
2019-11-22,21.4472
2019-11-25,21.3437
2019-11-26,21.4669
2019-11-27,21.448
2019-11-28,21.5787
2019-11-29,21.4483
2019-12-02,21.567
2019-12-03,21.6958
2019-12-04,21.6167
2019-12-05,21.4895
2019-12-06,21.4658
2019-12-09,21.3499
2019-12-10,21.2903
2019-12-11,21.292
2019-12-12,21.2831
2019-12-13,21.2518
2019-12-16,21.2022
2019-12-17,21.1278
2019-12-18,21.09
2019-12-19,21.1158
2019-12-20,21.0259
2019-12-23,21.0016
2019-12-24,21.0106
2019-12-27,21.0989
2019-12-30,21.085
2019-12-31,21.2202
2020-01-02,21.1383
2020-01-03,21.1433
2020-01-06,21.1418
2020-01-07,21.0852
2020-01-08,20.9079
2020-01-09,20.8637
2020-01-10,20.8634
2020-01-13,20.9084
2020-01-14,20.9406
2020-01-15,20.9542
2020-01-16,20.9901
2020-01-17,20.8338
2020-01-20,20.694
2020-01-21,20.8194
2020-01-22,20.7417
2020-01-23,20.7527
2020-01-24,20.717
2020-01-27,20.8715
2020-01-28,20.7316
2020-01-29,20.6109
2020-01-30,20.6985
2020-01-31,20.8044
2020-02-03,20.8183
2020-02-04,20.6722
2020-02-05,20.4923
2020-02-06,20.4852
2020-02-07,20.5281
2020-02-10,20.5466
2020-02-11,20.3563
2020-02-12,20.3274
2020-02-13,20.2411
2020-02-14,20.1606
2020-02-17,20.1243
2020-02-18,20.1596
2020-02-19,20.069
2020-02-20,20.1685
2020-02-21,20.5183
2020-02-24,20.7234
2020-02-25,20.6185
2020-02-26,20.806
2020-02-27,21.2601
2020-02-28,21.637
2020-03-02,21.9963
2020-03-03,21.6599
2020-03-04,21.4105
2020-03-05,22.0737
2020-03-06,22.9958
2020-03-09,24.3268
2020-03-10,23.8739
2020-03-11,23.9025
2020-03-12,24.8028
2020-03-13,23.7835
2020-03-16,25.4478
2020-03-17,25.0491
2020-03-18,26.2014
2020-03-19,26.2955
2020-03-20,25.6864
2020-03-23,26.613
2020-03-24,26.9302
2020-03-25,26.5704
2020-03-26,26.0735
2020-03-27,25.8329
2020-03-30,26.246
2020-03-31,26.1772
2020-04-01,26.4097
2020-04-02,26.4999
2020-04-03,26.547
2020-04-06,27.0896
2020-04-07,26.4166
2020-04-08,26.3367
2020-04-09,26.0321
2020-04-14,25.8485
2020-04-15,26.0801
2020-04-16,26.2939
2020-04-17,26.0926
2020-04-20,26.1086
2020-04-21,26.3957
2020-04-22,26.3895
2020-04-23,26.3418
2020-04-24,26.8331
2020-04-27,27.0245
2020-04-28,26.5269
2020-04-29,26.1528
2020-04-30,25.7953
2020-05-04,26.8862
2020-05-05,25.885
2020-05-06,26.0485
2020-05-07,26.0677
2020-05-08,25.9023
2020-05-11,25.9201
2020-05-12,25.8251
2020-05-13,26.2304
2020-05-14,26.247
2020-05-15,25.8966
2020-05-18,25.6337
2020-05-19,25.8567
2020-05-20,25.6425
2020-05-21,25.5043
2020-05-22,25.045
2020-05-25,24.7353
2020-05-26,24.3102
2020-05-27,24.5396
2020-05-28,24.558
2020-05-29,24.57
2020-06-01,24.452
2020-06-02,24.4448
2020-06-03,24.2772
2020-06-04,24.4761
2020-06-05,24.6466
2020-06-08,24.322
2020-06-09,24.5766
2020-06-10,24.8255
2020-06-11,25.4183
2020-06-12,25.445
2020-06-15,25.4098
2020-06-16,24.9681
2020-06-17,24.9416
2020-06-18,25.2628
