Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,minder of gelijk aan 30% (%),meer dan 30% (%)
 Damme ,31006,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.87,0.13
 Damme ,31006,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.39,0.61
 Damme ,31006,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.58,0.42
 De Haan ,35029,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.88,0.12
 De Haan ,35029,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.81,0.19
 De Haan ,35029,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.93,0.07
 De Haan ,35029,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.91,0.09
 De Haan ,35029,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.49,0.51
 De Haan ,35029,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.43,0.57
 De Panne ,38008,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.8,0.2
 De Panne ,38008,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.81,0.19
 De Panne ,38008,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.89,0.11
 De Panne ,38008,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.92,0.08
 De Panne ,38008,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.37,0.63
 De Panne ,38008,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.45,0.55
 De Pinte ,44012,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.89,0.11
 De Pinte ,44012,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.9,0.1
 De Pinte ,44012,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.92,0.08
 De Pinte ,44012,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.96,0.04
 De Pinte ,44012,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.6,0.4
 De Pinte ,44012,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.47,0.53
 Deerlijk ,34009,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.88,0.12
 Deerlijk ,34009,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.9,0.1
 Deerlijk ,34009,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.88,0.12
 Deerlijk ,34009,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.92,0.08
 Deerlijk ,34009,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.76,0.24
 Deerlijk ,34009,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.65,0.35
 Deinze ,44011,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.83,0.17
 Deinze ,44083,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.85,0.15
 Deinze ,44011,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.88,0.12
 Deinze ,44083,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.92,0.08
 Deinze ,44011,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.45,0.55
 Deinze ,44083,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.51,0.49
 Denderleeuw ,41011,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.82,0.18
 Denderleeuw ,41011,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.82,0.18
 Denderleeuw ,41011,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.84,0.16
 Denderleeuw ,41011,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.88,0.12
 Denderleeuw ,41011,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.66,0.34
 Denderleeuw ,41011,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.53,0.47
 Dendermonde ,42006,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.85,0.15
 Dendermonde ,42006,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.82,0.18
 Dendermonde ,42006,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.89,0.11
 Dendermonde ,42006,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.86,0.14
 Dendermonde ,42006,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.56,0.44
 Dendermonde ,42006,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.65,0.35
 Dentergem ,37002,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.88,0.12
 Dentergem ,37002,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.89,0.11
 Dentergem ,37002,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.89,0.11
 Dentergem ,37002,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.9,0.1
 Dentergem ,37002,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.74,0.26
 Dentergem ,37002,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.76,0.24
 Dessel ,13006,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.87,0.13
 Dessel ,13006,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.81,0.19
 Dessel ,13006,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.89,0.11
 Dessel ,13006,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.85,0.15
 Dessel ,13006,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.67,0.33
 Dessel ,13006,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.54,0.46
 Destelbergen ,44013,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.86,0.14
 Destelbergen ,44013,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.8,0.2
 Destelbergen ,44013,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.9,0.1
 Destelbergen ,44013,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.85,0.15
 Destelbergen ,44013,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.48,0.52
 Destelbergen ,44013,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.39,0.61
 Diepenbeek ,71011,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.88,0.12
 Diepenbeek ,71011,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.84,0.16
 Diepenbeek ,71011,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.91,0.09
 Diepenbeek ,71011,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.89,0.11
 Diepenbeek ,71011,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.66,0.34
 Diepenbeek ,71011,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.56,0.44
 Diest ,24020,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.81,0.19
 Diest ,24020,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.81,0.19
 Diest ,24020,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.86,0.14
 Diest ,24020,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.89,0.11
 Diest ,24020,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.6,0.4
 Diest ,24020,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.48,0.52
 Diksmuide ,32003,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.83,0.17
 Diksmuide ,32003,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.85,0.15
 Diksmuide ,32003,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.88,0.12
 Diksmuide ,32003,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.89,0.11
 Diksmuide ,32003,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.61,0.39
 Diksmuide ,32003,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.63,0.37
 Dilbeek ,23016,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.83,0.17
 Dilbeek ,23016,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.77,0.23
 Dilbeek ,23016,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.89,0.11
 Dilbeek ,23016,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.84,0.16
 Dilbeek ,23016,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.31,0.69
 Dilbeek ,23016,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.39,0.61
 Dilsen-Stokkem ,72041,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.83,0.17
 Dilsen-Stokkem ,72041,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.83,0.17
 Dilsen-Stokkem ,72041,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.89,0.11
 Dilsen-Stokkem ,72041,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.88,0.12
 Dilsen-Stokkem ,72041,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.48,0.52
 Dilsen-Stokkem ,72041,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.51,0.49
 Drogenbos ,23098,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.76,0.24
 Drogenbos ,23098,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.68,0.32
 Drogenbos ,23098,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.86,0.14
 Drogenbos ,23098,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.85,0.15
 Drogenbos ,23098,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.35,0.65
 Drogenbos ,23098,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.18,0.82
 Duffel ,12009,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.84,0.16
 Duffel ,12009,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.78,0.22
 Duffel ,12009,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.88,0.12
 Duffel ,12009,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.85,0.15
 Duffel ,12009,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.58,0.42
 Duffel ,12009,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.55,0.45
 Edegem ,11013,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.83,0.17
 Edegem ,11013,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.79,0.21
 Edegem ,11013,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.89,0.11
 Edegem ,11013,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.83,0.17
 Edegem ,11013,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.36,0.64
 Edegem ,11013,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.5,0.5
 Eeklo ,43005,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.84,0.16
 Eeklo ,43005,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.81,0.19
 Eeklo ,43005,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.93,0.07
 Eeklo ,43005,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.9,0.1
 Eeklo ,43005,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.53,0.47
 Eeklo ,43005,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.48,0.52
 Erpe-Mere ,41082,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.83,0.17
 Erpe-Mere ,41082,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.88,0.12
 Erpe-Mere ,41082,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.87,0.13
 Erpe-Mere ,41082,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.92,0.08
 Erpe-Mere ,41082,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.52,0.48
 Erpe-Mere ,41082,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.67,0.33
 Essen ,11016,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.83,0.17
 Essen ,11016,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.8,0.2
 Essen ,11016,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.9,0.1
 Essen ,11016,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.86,0.14
 Essen ,11016,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.28,0.72
 Essen ,11016,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.46,0.54
 Evergem ,44019,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.86,0.14
 Evergem ,44019,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.85,0.15
 Evergem ,44019,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.91,0.09
 Evergem ,44019,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.91,0.09
 Evergem ,44019,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.56,0.44
 Evergem ,44019,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.49,0.51
 Galmaarden ,23023,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.82,0.18
 Galmaarden ,23023,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.83,0.17
 Galmaarden ,23023,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.85,0.15
 Galmaarden ,23023,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.87,0.13
 Galmaarden ,23023,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.5,0.5
 Galmaarden ,23023,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.51,0.49
 Gavere ,44020,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.81,0.19
 Gavere ,44020,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.86,0.14
 Gavere ,44020,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.84,0.16
 Gavere ,44020,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.92,0.08
 Gavere ,44020,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.56,0.44
 Gavere ,44020,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.48,0.52
 Geel ,13008,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.78,0.22
 Geel ,13008,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.84,0.16
 Geel ,13008,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.84,0.16
 Geel ,13008,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.9,0.1
 Geel ,13008,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.47,0.53
 Geel ,13008,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.52,0.48
 Geetbets ,24028,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.82,0.18
 Geetbets ,24028,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.81,0.19
 Geetbets ,24028,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.84,0.16
 Geetbets ,24028,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.86,0.14
 Geetbets ,24028,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.45,0.55
 Geetbets ,24028,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.44,0.56
 Genk ,71016,ja,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.82,0.18
 Genk ,71016,ja,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.83,0.17
 Genk ,71016,ja,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.87,0.13
 Genk ,71016,ja,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.88,0.12
 Genk ,71016,ja,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.59,0.41
 Genk ,71016,ja,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.62,0.38
 Gent ,44021,ja,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.77,0.23
 Gent ,44021,ja,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.76,0.24
 Gent ,44021,ja,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.85,0.15
 Gent ,44021,ja,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.84,0.16
 Gent ,44021,ja,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.6,0.4
