Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,minder of gelijk aan 30% (%),meer dan 30% (%)
 Leuven ,24062,ja,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.76,0.24
 Leuven ,24062,ja,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.87,0.13
 Leuven ,24062,ja,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.86,0.14
 Leuven ,24062,ja,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.54,0.46
 Leuven ,24062,ja,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.55,0.45
 Lichtervelde ,36011,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.85,0.15
 Lichtervelde ,36011,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.9,0.1
 Lichtervelde ,36011,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.89,0.11
 Lichtervelde ,36011,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.93,0.07
 Lichtervelde ,36011,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.49,0.51
 Lichtervelde ,36011,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.65,0.35
 Liedekerke ,23044,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.83,0.17
 Liedekerke ,23044,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.85,0.15
 Liedekerke ,23044,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.89,0.11
 Liedekerke ,23044,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.9,0.1
 Liedekerke ,23044,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.39,0.61
 Liedekerke ,23044,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.43,0.57
 Lier ,12021,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.8,0.2
 Lier ,12021,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.74,0.26
 Lier ,12021,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.9,0.1
 Lier ,12021,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.84,0.16
 Lier ,12021,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.48,0.52
 Lier ,12021,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.47,0.53
 Lierde ,45063,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.9,0.1
 Lierde ,45063,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.87,0.13
 Lierde ,45063,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.92,0.08
 Lierde ,45063,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.88,0.12
 Lierde ,45063,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.53,0.47
 Lierde ,45063,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.55,0.45
 Lievegem ,44085,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.85,0.15
 Lievegem ,44085,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.88,0.12
 Lievegem ,44085,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.68,0.32
 Lille ,13019,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.89,0.11
 Lille ,13019,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.82,0.18
 Lille ,13019,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.91,0.09
 Lille ,13019,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.88,0.12
 Lille ,13019,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.52,0.48
 Lille ,13019,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.48,0.52
 Linkebeek ,23100,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.82,0.18
 Linkebeek ,23100,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.79,0.21
 Linkebeek ,23100,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.84,0.16
 Linkebeek ,23100,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.87,0.13
 Linkebeek ,23100,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.67,0.33
 Linkebeek ,23100,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.3,0.7
 Lint ,11025,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.85,0.15
 Lint ,11025,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.86,0.14
 Lint ,11025,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.9,0.1
 Lint ,11025,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.9,0.1
 Lint ,11025,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.52,0.48
 Lint ,11025,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.54,0.46
 Linter ,24133,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.8,0.2
 Linter ,24133,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.89,0.11
 Linter ,24133,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.82,0.18
 Linter ,24133,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.91,0.09
 Linter ,24133,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.42,0.58
 Linter ,24133,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.21,0.79
 Lochristi ,44034,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.82,0.18
 Lochristi ,44034,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.84,0.16
 Lochristi ,44034,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.87,0.13
 Lochristi ,44034,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.88,0.12
 Lochristi ,44034,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.54,0.46
 Lochristi ,44034,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.64,0.36
 Lokeren ,46014,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.83,0.17
 Lokeren ,46014,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.83,0.17
 Lokeren ,46014,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.87,0.13
 Lokeren ,46014,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.89,0.11
 Lokeren ,46014,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.56,0.44
 Lokeren ,46014,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.56,0.44
 Lommel ,72020,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.82,0.18
 Lommel ,72020,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.83,0.17
 Lommel ,72020,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.88,0.12
 Lommel ,72020,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.88,0.12
 Lommel ,72020,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.52,0.48
 Lommel ,72020,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.57,0.43
 Londerzeel ,23045,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.84,0.16
 Londerzeel ,23045,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.79,0.21
 Londerzeel ,23045,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.89,0.11
 Londerzeel ,23045,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.83,0.17
 Londerzeel ,23045,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.47,0.53
 Londerzeel ,23045,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.53,0.47
 Lo-Reninge ,32030,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.85,0.15
 Lo-Reninge ,32030,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.82,0.18
 Lo-Reninge ,32030,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.87,0.13
 Lo-Reninge ,32030,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.84,0.16
 Lo-Reninge ,32030,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.66,0.34
 Lo-Reninge ,32030,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.62,0.38
 Lovendegem ,44036,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.84,0.16
 Lovendegem ,44036,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.89,0.11
 Lovendegem ,44036,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.56,0.44
 Lubbeek ,24066,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.84,0.16
 Lubbeek ,24066,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.86,0.14
 Lubbeek ,24066,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.87,0.13
 Lubbeek ,24066,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.88,0.12
 Lubbeek ,24066,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.42,0.58
 Lubbeek ,24066,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.56,0.44
 Lummen ,71037,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.87,0.13
 Lummen ,71037,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.88,0.12
 Lummen ,71037,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.88,0.12
 Lummen ,71037,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.9,0.1
 Lummen ,71037,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.7,0.3
 Lummen ,71037,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.58,0.42
 Maarkedal ,45064,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.9,0.1
 Maarkedal ,45064,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.9,0.1
 Maarkedal ,45064,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.94,0.06
 Maarkedal ,45064,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.91,0.09
 Maarkedal ,45064,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.4,0.6
 Maarkedal ,45064,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.75,0.25
 Maaseik ,72021,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.85,0.15
 Maaseik ,72021,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.88,0.12
 Maaseik ,72021,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.89,0.11
 Maaseik ,72021,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.92,0.08
 Maaseik ,72021,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.55,0.45
 Maaseik ,72021,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.67,0.33
 Maasmechelen ,73107,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.8,0.2
 Maasmechelen ,73107,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.84,0.16
 Maasmechelen ,73107,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.87,0.13
 Maasmechelen ,73107,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.9,0.1
 Maasmechelen ,73107,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.43,0.57
 Maasmechelen ,73107,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.6,0.4
 Machelen ,23047,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.76,0.24
 Machelen ,23047,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.77,0.23
 Machelen ,23047,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.83,0.17
 Machelen ,23047,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.89,0.11
 Machelen ,23047,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.46,0.54
 Machelen ,23047,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.34,0.66
 Maldegem ,43010,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.79,0.21
 Maldegem ,43010,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.82,0.18
 Maldegem ,43010,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.85,0.15
 Maldegem ,43010,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.88,0.12
 Maldegem ,43010,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.42,0.58
 Maldegem ,43010,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.52,0.48
 Malle ,11057,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.83,0.17
 Malle ,11057,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.83,0.17
 Malle ,11057,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.88,0.12
 Malle ,11057,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.9,0.1
 Malle ,11057,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.5,0.5
 Malle ,11057,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.4,0.6
 Mechelen ,12025,ja,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.79,0.21
 Mechelen ,12025,ja,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.8,0.2
 Mechelen ,12025,ja,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.85,0.15
 Mechelen ,12025,ja,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.85,0.15
 Mechelen ,12025,ja,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.57,0.43
 Mechelen ,12025,ja,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.55,0.45
 Meerhout ,13021,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.87,0.13
 Meerhout ,13021,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.85,0.15
 Meerhout ,13021,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.9,0.1
 Meerhout ,13021,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.89,0.11
 Meerhout ,13021,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.54,0.46
 Meerhout ,13021,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.49,0.51
 Meeuwen-Gruitrode ,72040,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.87,0.13
 Meeuwen-Gruitrode ,72040,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.88,0.12
 Meeuwen-Gruitrode ,72040,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.61,0.39
 Meise ,23050,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.88,0.12
 Meise ,23050,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.82,0.18
 Meise ,23050,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.93,0.07
 Meise ,23050,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.86,0.14
 Meise ,23050,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.63,0.37
 Meise ,23050,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.54,0.46
 Melle ,44040,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.85,0.15
 Melle ,44040,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.82,0.18
 Melle ,44040,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.88,0.12
 Melle ,44040,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.86,0.14
 Melle ,44040,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.59,0.41
 Melle ,44040,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.51,0.49
 Menen ,34027,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.84,0.16
 Menen ,34027,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.86,0.14
 Menen ,34027,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.86,0.14
 Menen ,34027,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.87,0.13
 Menen ,34027,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.66,0.34
 Menen ,34027,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.77,0.23
 Merchtem ,23052,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.81,0.19
 Merchtem ,23052,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.83,0.17
 Merchtem ,23052,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.88,0.12
 Merchtem ,23052,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.87,0.13
 Merchtem ,23052,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.36,0.64
 Merchtem ,23052,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.52,0.48
 Merelbeke ,44043,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.84,0.16
 Merelbeke ,44043,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.84,0.16
 Merelbeke ,44043,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.92,0.08
 Merelbeke ,44043,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.89,0.11
 Merelbeke ,44043,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.44,0.56
 Merelbeke ,44043,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.5,0.5
 Merksplas ,13023,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.87,0.13
 Merksplas ,13023,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.85,0.15
 Merksplas ,13023,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.9,0.1
 Merksplas ,13023,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.9,0.1
 Merksplas ,13023,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.63,0.37
 Merksplas ,13023,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.59,0.41
 Mesen ,33016,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.82,0.18
 Mesen ,33016,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.86,0.14
 Mesen ,33016,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.85,0.15
 Mesen ,33016,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.89,0.11
 Mesen ,33016,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.57,0.43
 Mesen ,33016,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.73,0.27
 Meulebeke ,37007,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.87,0.13
 Meulebeke ,37007,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.87,0.13
 Meulebeke ,37007,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.91,0.09
 Meulebeke ,37007,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.89,0.11
 Meulebeke ,37007,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.57,0.43
 Meulebeke ,37007,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.65,0.35
 Middelkerke ,35011,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.84,0.16
 Middelkerke ,35011,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.78,0.22
 Middelkerke ,35011,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.91,0.09
 Middelkerke ,35011,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.87,0.13
 Middelkerke ,35011,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.54,0.46
 Middelkerke ,35011,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.49,0.51
 Moerbeke ,44045,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.86,0.14
 Moerbeke ,44045,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.85,0.15
 Moerbeke ,44045,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.88,0.12
 Moerbeke ,44045,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.87,0.13
 Moerbeke ,44045,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.69,0.31
 Moerbeke ,44045,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.66,0.34
 Mol ,13025,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.86,0.14
 Mol ,13025,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.8,0.2
 Mol ,13025,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.89,0.11
 Mol ,13025,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.87,0.13
 Mol ,13025,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.65,0.35
 Mol ,13025,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.5,0.5
 Moorslede ,36012,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.9,0.1
 Moorslede ,36012,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.89,0.11
 Moorslede ,36012,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.92,0.08
 Moorslede ,36012,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.92,0.08
 Moorslede ,36012,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.56,0.44
 Moorslede ,36012,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.67,0.33
 Mortsel ,11029,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.8,0.2
 Mortsel ,11029,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.76,0.24
 Mortsel ,11029,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.87,0.13
 Mortsel ,11029,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.85,0.15
 Mortsel ,11029,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.5,0.5
 Mortsel ,11029,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.48,0.52
 Nazareth ,44048,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.84,0.16
 Nazareth ,44048,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.82,0.18
 Nazareth ,44048,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.88,0.12
 Nazareth ,44048,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.87,0.13
 Nazareth ,44048,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.6,0.4
 Nazareth ,44048,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.45,0.55
 Neerpelt ,72025,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.86,0.14
 Neerpelt ,72025,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.9,0.1
 Neerpelt ,72025,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.41,0.59
 Nevele ,44049,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.84,0.16
 Nevele ,44049,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.87,0.13
 Nevele ,44049,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.64,0.36
 Niel ,11030,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.81,0.19
 Niel ,11030,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.76,0.24
 Niel ,11030,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.86,0.14
 Niel ,11030,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.79,0.21
 Niel ,11030,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.51,0.49
 Niel ,11030,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.52,0.48
 Nieuwerkerken ,71045,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.85,0.15
 Nieuwerkerken ,71045,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.86,0.14
 Nieuwerkerken ,71045,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.87,0.13
 Nieuwerkerken ,71045,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.88,0.12
 Nieuwerkerken ,71045,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.64,0.36
 Nieuwerkerken ,71045,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.58,0.42
 Nieuwpoort ,38016,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.83,0.17
 Nieuwpoort ,38016,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.77,0.23
 Nieuwpoort ,38016,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.92,0.08
 Nieuwpoort ,38016,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.89,0.11
