Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Ontevreden (%),Neutraal (%),Tevreden (%)
 Berlare ,42003,nee,Tevredenheid gemeente/stad,2017,0.08,0.09,0.82
 Berlare ,42003,nee,Tevredenheid gemeente/stad,2020,0.1,0.13,0.77
 Bertem ,24009,nee,Tevredenheid gemeente/stad,2017,0.1,0.17,0.73
 Bertem ,24009,nee,Tevredenheid gemeente/stad,2020,0.1,0.15,0.75
 Bever ,23009,nee,Tevredenheid gemeente/stad,2017,0.11,0.14,0.76
 Bever ,23009,nee,Tevredenheid gemeente/stad,2020,0.11,0.13,0.76
 Beveren ,46003,nee,Tevredenheid gemeente/stad,2017,0.07,0.09,0.83
 Beveren ,46003,nee,Tevredenheid gemeente/stad,2020,0.1,0.11,0.79
 Bierbeek ,24011,nee,Tevredenheid gemeente/stad,2017,0.07,0.1,0.83
 Bierbeek ,24011,nee,Tevredenheid gemeente/stad,2020,0.06,0.07,0.87
 Bilzen ,73006,nee,Tevredenheid gemeente/stad,2017,0.07,0.12,0.81
 Bilzen ,73006,nee,Tevredenheid gemeente/stad,2020,0.07,0.14,0.79
 Blankenberge ,31004,nee,Tevredenheid gemeente/stad,2017,0.12,0.14,0.74
 Blankenberge ,31004,nee,Tevredenheid gemeente/stad,2020,0.07,0.18,0.75
 Bocholt ,72003,nee,Tevredenheid gemeente/stad,2017,0.06,0.18,0.76
 Bocholt ,72003,nee,Tevredenheid gemeente/stad,2020,0.1,0.16,0.74
 Boechout ,11004,nee,Tevredenheid gemeente/stad,2017,0.09,0.12,0.79
 Boechout ,11004,nee,Tevredenheid gemeente/stad,2020,0.07,0.11,0.82
 Bonheiden ,12005,nee,Tevredenheid gemeente/stad,2017,0.05,0.15,0.8
 Bonheiden ,12005,nee,Tevredenheid gemeente/stad,2020,0.06,0.1,0.84
 Boom ,11005,nee,Tevredenheid gemeente/stad,2017,0.21,0.26,0.52
 Boom ,11005,nee,Tevredenheid gemeente/stad,2020,0.16,0.27,0.57
 Boortmeerbeek ,24014,nee,Tevredenheid gemeente/stad,2017,0.12,0.15,0.73
 Boortmeerbeek ,24014,nee,Tevredenheid gemeente/stad,2020,0.12,0.21,0.66
 Borgloon ,73009,nee,Tevredenheid gemeente/stad,2017,0.14,0.15,0.71
 Borgloon ,73009,nee,Tevredenheid gemeente/stad,2020,0.11,0.22,0.67
 Bornem ,12007,nee,Tevredenheid gemeente/stad,2017,0.07,0.08,0.86
 Bornem ,12007,nee,Tevredenheid gemeente/stad,2020,0.08,0.12,0.79
 Borsbeek ,11007,nee,Tevredenheid gemeente/stad,2017,0.08,0.17,0.76
 Borsbeek ,11007,nee,Tevredenheid gemeente/stad,2020,0.15,0.17,0.68
 Boutersem ,24016,nee,Tevredenheid gemeente/stad,2017,0.08,0.15,0.77
 Boutersem ,24016,nee,Tevredenheid gemeente/stad,2020,0.07,0.23,0.7
 Brakel ,45059,nee,Tevredenheid gemeente/stad,2017,0.08,0.17,0.74
 Brakel ,45059,nee,Tevredenheid gemeente/stad,2020,0.1,0.15,0.75
 Brasschaat ,11008,nee,Tevredenheid gemeente/stad,2017,0.07,0.07,0.86
 Brasschaat ,11008,nee,Tevredenheid gemeente/stad,2020,0.08,0.1,0.82
 Brecht ,11009,nee,Tevredenheid gemeente/stad,2017,0.09,0.13,0.78
 Brecht ,11009,nee,Tevredenheid gemeente/stad,2020,0.06,0.15,0.79
 Bredene ,35002,nee,Tevredenheid gemeente/stad,2017,0.09,0.07,0.84
 Bredene ,35002,nee,Tevredenheid gemeente/stad,2020,0.07,0.08,0.85
 Bree ,72004,nee,Tevredenheid gemeente/stad,2017,0.12,0.11,0.77
 Bree ,72004,nee,Tevredenheid gemeente/stad,2020,0.1,0.14,0.75
 Brugge ,31005,ja,Tevredenheid gemeente/stad,2008,0.07,0.06,0.87
 Brugge ,31005,ja,Tevredenheid gemeente/stad,2011,0.06,0.08,0.87
 Brugge ,31005,ja,Tevredenheid gemeente/stad,2014,0.06,0.08,0.86
 Brugge ,31005,ja,Tevredenheid gemeente/stad,2017,0.06,0.09,0.85
 Brugge ,31005,ja,Tevredenheid gemeente/stad,2020,0.06,0.08,0.87
 Buggenhout ,42004,nee,Tevredenheid gemeente/stad,2017,0.07,0.13,0.8
 Buggenhout ,42004,nee,Tevredenheid gemeente/stad,2020,0.09,0.16,0.75
 Damme ,31006,nee,Tevredenheid gemeente/stad,2017,0.05,0.11,0.84
 Damme ,31006,nee,Tevredenheid gemeente/stad,2020,0.08,0.13,0.79
 De Haan ,35029,nee,Tevredenheid gemeente/stad,2017,0.1,0.1,0.79
 De Haan ,35029,nee,Tevredenheid gemeente/stad,2020,0.07,0.08,0.85
 De Panne ,38008,nee,Tevredenheid gemeente/stad,2017,0.1,0.15,0.75
 De Panne ,38008,nee,Tevredenheid gemeente/stad,2020,0.11,0.08,0.81
 De Pinte ,44012,nee,Tevredenheid gemeente/stad,2017,0.04,0.06,0.9
 De Pinte ,44012,nee,Tevredenheid gemeente/stad,2020,0.06,0.07,0.87
 Deerlijk ,34009,nee,Tevredenheid gemeente/stad,2017,0.06,0.16,0.78
 Deerlijk ,34009,nee,Tevredenheid gemeente/stad,2020,0.1,0.12,0.78
 Deinze ,44011,nee,Tevredenheid gemeente/stad,2017,0.06,0.17,0.77
 Deinze ,44083,nee,Tevredenheid gemeente/stad,2020,0.09,0.14,0.77
 Denderleeuw ,41011,nee,Tevredenheid gemeente/stad,2017,0.18,0.24,0.58
 Denderleeuw ,41011,nee,Tevredenheid gemeente/stad,2020,0.22,0.28,0.5
 Dendermonde ,42006,nee,Tevredenheid gemeente/stad,2017,0.11,0.15,0.74
 Dendermonde ,42006,nee,Tevredenheid gemeente/stad,2020,0.08,0.17,0.75
 Dentergem ,37002,nee,Tevredenheid gemeente/stad,2017,0.07,0.13,0.8
 Dentergem ,37002,nee,Tevredenheid gemeente/stad,2020,0.1,0.12,0.78
 Dessel ,13006,nee,Tevredenheid gemeente/stad,2017,0.08,0.08,0.84
 Dessel ,13006,nee,Tevredenheid gemeente/stad,2020,0.09,0.12,0.79
 Destelbergen ,44013,nee,Tevredenheid gemeente/stad,2017,0.09,0.13,0.78
 Destelbergen ,44013,nee,Tevredenheid gemeente/stad,2020,0.05,0.12,0.83
 Diepenbeek ,71011,nee,Tevredenheid gemeente/stad,2017,0.08,0.13,0.79
 Diepenbeek ,71011,nee,Tevredenheid gemeente/stad,2020,0.07,0.13,0.8
 Diest ,24020,nee,Tevredenheid gemeente/stad,2017,0.1,0.16,0.74
 Diest ,24020,nee,Tevredenheid gemeente/stad,2020,0.08,0.1,0.82
 Diksmuide ,32003,nee,Tevredenheid gemeente/stad,2017,0.13,0.16,0.71
 Diksmuide ,32003,nee,Tevredenheid gemeente/stad,2020,0.1,0.15,0.74
 Dilbeek ,23016,nee,Tevredenheid gemeente/stad,2017,0.08,0.17,0.75
 Dilbeek ,23016,nee,Tevredenheid gemeente/stad,2020,0.12,0.15,0.72
 Dilsen-Stokkem ,72041,nee,Tevredenheid gemeente/stad,2017,0.09,0.14,0.77
 Dilsen-Stokkem ,72041,nee,Tevredenheid gemeente/stad,2020,0.09,0.1,0.82
 Drogenbos ,23098,nee,Tevredenheid gemeente/stad,2017,0.1,0.16,0.74
 Drogenbos ,23098,nee,Tevredenheid gemeente/stad,2020,0.12,0.12,0.76
 Duffel ,12009,nee,Tevredenheid gemeente/stad,2017,0.07,0.1,0.83
 Duffel ,12009,nee,Tevredenheid gemeente/stad,2020,0.07,0.09,0.84
 Edegem ,11013,nee,Tevredenheid gemeente/stad,2017,0.06,0.08,0.86
 Edegem ,11013,nee,Tevredenheid gemeente/stad,2020,0.08,0.11,0.82
 Eeklo ,43005,nee,Tevredenheid gemeente/stad,2017,0.19,0.19,0.62
 Eeklo ,43005,nee,Tevredenheid gemeente/stad,2020,0.13,0.25,0.62
 Erpe-Mere ,41082,nee,Tevredenheid gemeente/stad,2017,0.07,0.15,0.78
 Erpe-Mere ,41082,nee,Tevredenheid gemeente/stad,2020,0.04,0.14,0.82
 Essen ,11016,nee,Tevredenheid gemeente/stad,2017,0.07,0.16,0.77
 Essen ,11016,nee,Tevredenheid gemeente/stad,2020,0.11,0.2,0.69
 Evergem ,44019,nee,Tevredenheid gemeente/stad,2017,0.06,0.13,0.82
 Evergem ,44019,nee,Tevredenheid gemeente/stad,2020,0.06,0.11,0.83
 Galmaarden ,23023,nee,Tevredenheid gemeente/stad,2017,0.07,0.15,0.78
 Galmaarden ,23023,nee,Tevredenheid gemeente/stad,2020,0.11,0.16,0.73
 Gavere ,44020,nee,Tevredenheid gemeente/stad,2017,0.11,0.14,0.76
 Gavere ,44020,nee,Tevredenheid gemeente/stad,2020,0.09,0.13,0.77
 Geel ,13008,nee,Tevredenheid gemeente/stad,2017,0.11,0.17,0.71
 Geel ,13008,nee,Tevredenheid gemeente/stad,2020,0.1,0.16,0.74
 Geetbets ,24028,nee,Tevredenheid gemeente/stad,2017,0.08,0.19,0.73
 Geetbets ,24028,nee,Tevredenheid gemeente/stad,2020,0.1,0.18,0.73
 Genk ,71016,ja,Tevredenheid gemeente/stad,2008,0.09,0.16,0.75
 Genk ,71016,ja,Tevredenheid gemeente/stad,2011,0.1,0.13,0.77
 Genk ,71016,ja,Tevredenheid gemeente/stad,2014,0.12,0.16,0.72
 Genk ,71016,ja,Tevredenheid gemeente/stad,2017,0.09,0.13,0.78
 Genk ,71016,ja,Tevredenheid gemeente/stad,2020,0.13,0.17,0.71
 Gent ,44021,ja,Tevredenheid gemeente/stad,2008,0.06,0.09,0.85
 Gent ,44021,ja,Tevredenheid gemeente/stad,2011,0.06,0.08,0.86
 Gent ,44021,ja,Tevredenheid gemeente/stad,2014,0.07,0.09,0.83
 Gent ,44021,ja,Tevredenheid gemeente/stad,2017,0.09,0.1,0.8
 Gent ,44021,ja,Tevredenheid gemeente/stad,2020,0.11,0.1,0.78
 Geraardsbergen ,41018,nee,Tevredenheid gemeente/stad,2017,0.1,0.18,0.72
 Geraardsbergen ,41018,nee,Tevredenheid gemeente/stad,2020,0.15,0.19,0.66
 Gingelom ,71017,nee,Tevredenheid gemeente/stad,2017,0.1,0.11,0.79
 Gingelom ,71017,nee,Tevredenheid gemeente/stad,2020,0.05,0.12,0.84
 Gistel ,35005,nee,Tevredenheid gemeente/stad,2017,0.09,0.2,0.71
 Gistel ,35005,nee,Tevredenheid gemeente/stad,2020,0.08,0.16,0.76
 Glabbeek ,24137,nee,Tevredenheid gemeente/stad,2017,0.04,0.12,0.84
 Glabbeek ,24137,nee,Tevredenheid gemeente/stad,2020,0.08,0.06,0.86
 Gooik ,23024,nee,Tevredenheid gemeente/stad,2017,0.09,0.09,0.82
 Gooik ,23024,nee,Tevredenheid gemeente/stad,2020,0.12,0.08,0.8
 Grimbergen ,23025,nee,Tevredenheid gemeente/stad,2017,0.14,0.17,0.69
 Grimbergen ,23025,nee,Tevredenheid gemeente/stad,2020,0.13,0.19,0.68
 Grobbendonk ,13010,nee,Tevredenheid gemeente/stad,2017,0.13,0.19,0.68
 Grobbendonk ,13010,nee,Tevredenheid gemeente/stad,2020,0.07,0.17,0.77
 Haacht ,24033,nee,Tevredenheid gemeente/stad,2017,0.09,0.15,0.76
 Haacht ,24033,nee,Tevredenheid gemeente/stad,2020,0.09,0.15,0.76
 Haaltert ,41024,nee,Tevredenheid gemeente/stad,2017,0.11,0.22,0.67
 Haaltert ,41024,nee,Tevredenheid gemeente/stad,2020,0.11,0.15,0.73
 Halen ,71020,nee,Tevredenheid gemeente/stad,2017,0.11,0.19,0.7
 Halen ,71020,nee,Tevredenheid gemeente/stad,2020,0.09,0.16,0.75
 Halle ,23027,nee,Tevredenheid gemeente/stad,2017,0.16,0.2,0.65
 Halle ,23027,nee,Tevredenheid gemeente/stad,2020,0.15,0.18,0.67
 Ham ,71069,nee,Tevredenheid gemeente/stad,2017,0.1,0.14,0.76
 Ham ,71069,nee,Tevredenheid gemeente/stad,2020,0.07,0.12,0.81
 Hamme ,42008,nee,Tevredenheid gemeente/stad,2017,0.08,0.19,0.73
 Hamme ,42008,nee,Tevredenheid gemeente/stad,2020,0.1,0.22,0.67
 Hamont-Achel ,72037,nee,Tevredenheid gemeente/stad,2017,0.07,0.13,0.8
 Hamont-Achel ,72037,nee,Tevredenheid gemeente/stad,2020,0.08,0.16,0.76
 Harelbeke ,34013,nee,Tevredenheid gemeente/stad,2017,0.09,0.14,0.77
 Harelbeke ,34013,nee,Tevredenheid gemeente/stad,2020,0.18,0.18,0.64
 Hasselt ,71022,ja,Tevredenheid gemeente/stad,2008,0.07,0.06,0.86
 Hasselt ,71022,ja,Tevredenheid gemeente/stad,2011,0.05,0.05,0.9
 Hasselt ,71022,ja,Tevredenheid gemeente/stad,2014,0.06,0.09,0.85
 Hasselt ,71022,ja,Tevredenheid gemeente/stad,2017,0.07,0.12,0.81
 Hasselt ,71022,ja,Tevredenheid gemeente/stad,2020,0.11,0.12,0.77
 Hechtel-Eksel ,72038,nee,Tevredenheid gemeente/stad,2017,0.07,0.12,0.81
 Hechtel-Eksel ,72038,nee,Tevredenheid gemeente/stad,2020,0.05,0.08,0.88
 Heers ,73022,nee,Tevredenheid gemeente/stad,2017,0.06,0.15,0.79
 Heers ,73022,nee,Tevredenheid gemeente/stad,2020,0.07,0.1,0.83
 Heist-Op-Den-Berg ,12014,nee,Tevredenheid gemeente/stad,2017,0.09,0.12,0.79
 Heist-Op-Den-Berg ,12014,nee,Tevredenheid gemeente/stad,2020,0.08,0.17,0.75
 Hemiksem ,11018,nee,Tevredenheid gemeente/stad,2017,0.12,0.18,0.69
 Hemiksem ,11018,nee,Tevredenheid gemeente/stad,2020,0.09,0.17,0.75
 Herent ,24038,nee,Tevredenheid gemeente/stad,2017,0.11,0.13,0.76
 Herent ,24038,nee,Tevredenheid gemeente/stad,2020,0.1,0.22,0.68
 Herentals ,13011,nee,Tevredenheid gemeente/stad,2017,0.1,0.16,0.74
 Herentals ,13011,nee,Tevredenheid gemeente/stad,2020,0.11,0.17,0.72
 Herenthout ,13012,nee,Tevredenheid gemeente/stad,2017,0.06,0.12,0.82
 Herenthout ,13012,nee,Tevredenheid gemeente/stad,2020,0.07,0.11,0.82
 Herk-De-Stad ,71024,nee,Tevredenheid gemeente/stad,2017,0.06,0.12,0.82
 Herk-De-Stad ,71024,nee,Tevredenheid gemeente/stad,2020,0.07,0.1,0.83
 Herne ,23032,nee,Tevredenheid gemeente/stad,2017,0.04,0.09,0.87
 Herne ,23032,nee,Tevredenheid gemeente/stad,2020,0.07,0.05,0.88
 Herselt ,13013,nee,Tevredenheid gemeente/stad,2017,0.09,0.18,0.73
 Herselt ,13013,nee,Tevredenheid gemeente/stad,2020,0.07,0.14,0.79
 Herzele ,41027,nee,Tevredenheid gemeente/stad,2017,0.08,0.12,0.8
 Herzele ,41027,nee,Tevredenheid gemeente/stad,2020,0.08,0.13,0.79
 Heusden-Zolder ,71070,nee,Tevredenheid gemeente/stad,2017,0.08,0.2,0.72
 Heusden-Zolder ,71070,nee,Tevredenheid gemeente/stad,2020,0.13,0.18,0.69
 Heuvelland ,33039,nee,Tevredenheid gemeente/stad,2017,0.05,0.13,0.82
 Heuvelland ,33039,nee,Tevredenheid gemeente/stad,2020,0.08,0.12,0.8
 Hoegaarden ,24041,nee,Tevredenheid gemeente/stad,2017,0.12,0.12,0.77
 Hoegaarden ,24041,nee,Tevredenheid gemeente/stad,2020,0.11,0.18,0.71
 Hoeilaart ,23033,nee,Tevredenheid gemeente/stad,2017,0.08,0.09,0.83
 Hoeilaart ,23033,nee,Tevredenheid gemeente/stad,2020,0.07,0.08,0.85
 Hoeselt ,73032,nee,Tevredenheid gemeente/stad,2017,0.11,0.16,0.73
 Hoeselt ,73032,nee,Tevredenheid gemeente/stad,2020,0.18,0.21,0.61
 Holsbeek ,24043,nee,Tevredenheid gemeente/stad,2017,0.12,0.16,0.72
 Holsbeek ,24043,nee,Tevredenheid gemeente/stad,2020,0.07,0.17,0.77
 Hooglede ,36006,nee,Tevredenheid gemeente/stad,2017,0.09,0.09,0.83
 Hooglede ,36006,nee,Tevredenheid gemeente/stad,2020,0.07,0.09,0.85
 Hoogstraten ,13014,nee,Tevredenheid gemeente/stad,2017,0.05,0.13,0.82
 Hoogstraten ,13014,nee,Tevredenheid gemeente/stad,2020,0.08,0.09,0.83
 Horebeke ,45062,nee,Tevredenheid gemeente/stad,2017,0.17,0.2,0.64
 Horebeke ,45062,nee,Tevredenheid gemeente/stad,2020,0.14,0.13,0.72
 Houthalen-Helchteren ,72039,nee,Tevredenheid gemeente/stad,2017,0.16,0.22,0.62
 Houthalen-Helchteren ,72039,nee,Tevredenheid gemeente/stad,2020,0.16,0.25,0.59
 Houthulst ,32006,nee,Tevredenheid gemeente/stad,2017,0.1,0.15,0.76
 Houthulst ,32006,nee,Tevredenheid gemeente/stad,2020,0.09,0.11,0.8
 Hove ,11021,nee,Tevredenheid gemeente/stad,2017,0.09,0.13,0.77
 Hove ,11021,nee,Tevredenheid gemeente/stad,2020,0.07,0.11,0.82
 Huldenberg ,24045,nee,Tevredenheid gemeente/stad,2017,0.11,0.17,0.72
 Huldenberg ,24045,nee,Tevredenheid gemeente/stad,2020,0.09,0.12,0.79
 Hulshout ,13016,nee,Tevredenheid gemeente/stad,2017,0.13,0.16,0.71
 Hulshout ,13016,nee,Tevredenheid gemeente/stad,2020,0.12,0.16,0.72
 Ichtegem ,35006,nee,Tevredenheid gemeente/stad,2017,0.1,0.15,0.75
 Ichtegem ,35006,nee,Tevredenheid gemeente/stad,2020,0.1,0.17,0.73
 Ieper ,33011,nee,Tevredenheid gemeente/stad,2017,0.07,0.13,0.8
 Ieper ,33011,nee,Tevredenheid gemeente/stad,2020,0.05,0.1,0.84
 Ingelmunster ,36007,nee,Tevredenheid gemeente/stad,2017,0.1,0.09,0.81
 Ingelmunster ,36007,nee,Tevredenheid gemeente/stad,2020,0.07,0.06,0.87
 Izegem ,36008,nee,Tevredenheid gemeente/stad,2017,0.07,0.12,0.81
 Izegem ,36008,nee,Tevredenheid gemeente/stad,2020,0.09,0.12,0.79
 Jabbeke ,31012,nee,Tevredenheid gemeente/stad,2017,0.09,0.13,0.78
 Jabbeke ,31012,nee,Tevredenheid gemeente/stad,2020,0.11,0.18,0.71
 Kalmthout ,11022,nee,Tevredenheid gemeente/stad,2017,0.09,0.07,0.84
 Kalmthout ,11022,nee,Tevredenheid gemeente/stad,2020,0.07,0.07,0.86
 Kampenhout ,23038,nee,Tevredenheid gemeente/stad,2017,0.06,0.14,0.8
 Kampenhout ,23038,nee,Tevredenheid gemeente/stad,2020,0.09,0.13,0.77
 Kapellen ,11023,nee,Tevredenheid gemeente/stad,2017,0.05,0.13,0.82
 Kapellen ,11023,nee,Tevredenheid gemeente/stad,2020,0.1,0.12,0.78
 Kapelle-Op-Den-Bos ,23039,nee,Tevredenheid gemeente/stad,2017,0.15,0.19,0.67
 Kapelle-Op-Den-Bos ,23039,nee,Tevredenheid gemeente/stad,2020,0.12,0.23,0.65
 Kaprijke ,43007,nee,Tevredenheid gemeente/stad,2017,0.07,0.1,0.82
 Kaprijke ,43007,nee,Tevredenheid gemeente/stad,2020,0.09,0.11,0.81
 Kasterlee ,13017,nee,Tevredenheid gemeente/stad,2017,0.08,0.11,0.81
 Kasterlee ,13017,nee,Tevredenheid gemeente/stad,2020,0.07,0.12,0.81
 Keerbergen ,24048,nee,Tevredenheid gemeente/stad,2017,0.12,0.17,0.72
 Keerbergen ,24048,nee,Tevredenheid gemeente/stad,2020,0.07,0.19,0.74
 Kinrooi ,72018,nee,Tevredenheid gemeente/stad,2017,0.08,0.08,0.84
 Kinrooi ,72018,nee,Tevredenheid gemeente/stad,2020,0.07,0.1,0.83
 Kluisbergen ,45060,nee,Tevredenheid gemeente/stad,2017,0.09,0.11,0.8
 Kluisbergen ,45060,nee,Tevredenheid gemeente/stad,2020,0.07,0.12,0.8
 Knesselare ,44029,nee,Tevredenheid gemeente/stad,2017,0.15,0.2,0.65
 Knokke-Heist ,31043,nee,Tevredenheid gemeente/stad,2017,0.07,0.08,0.85
 Knokke-Heist ,31043,nee,Tevredenheid gemeente/stad,2020,0.06,0.06,0.88
 Koekelare ,32010,nee,Tevredenheid gemeente/stad,2017,0.07,0.06,0.87
 Koekelare ,32010,nee,Tevredenheid gemeente/stad,2020,0.07,0.07,0.85
 Koksijde ,38014,nee,Tevredenheid gemeente/stad,2017,0.08,0.08,0.84
 Koksijde ,38014,nee,Tevredenheid gemeente/stad,2020,0.09,0.07,0.84
 Kontich ,11024,nee,Tevredenheid gemeente/stad,2017,0.11,0.21,0.68
 Kontich ,11024,nee,Tevredenheid gemeente/stad,2020,0.1,0.14,0.75
 Kortemark ,32011,nee,Tevredenheid gemeente/stad,2017,0.08,0.14,0.78
 Kortemark ,32011,nee,Tevredenheid gemeente/stad,2020,0.09,0.14,0.77
 Kortenaken ,24054,nee,Tevredenheid gemeente/stad,2017,0.09,0.14,0.77
 Kortenaken ,24054,nee,Tevredenheid gemeente/stad,2020,0.06,0.14,0.8
 Kortenberg ,24055,nee,Tevredenheid gemeente/stad,2017,0.08,0.15,0.78
 Kortenberg ,24055,nee,Tevredenheid gemeente/stad,2020,0.1,0.12,0.78
 Kortessem ,73040,nee,Tevredenheid gemeente/stad,2017,0.1,0.14,0.76
 Kortessem ,73040,nee,Tevredenheid gemeente/stad,2020,0.16,0.17,0.67
 Kortrijk ,34022,ja,Tevredenheid gemeente/stad,2008,0.12,0.17,0.71
 Kortrijk ,34022,ja,Tevredenheid gemeente/stad,2011,0.09,0.14,0.77
 Kortrijk ,34022,ja,Tevredenheid gemeente/stad,2014,0.08,0.15,0.78
 Kortrijk ,34022,ja,Tevredenheid gemeente/stad,2017,0.08,0.14,0.79
 Kortrijk ,34022,ja,Tevredenheid gemeente/stad,2020,0.08,0.12,0.8
 Kraainem ,23099,nee,Tevredenheid gemeente/stad,2017,0.09,0.14,0.77
 Kraainem ,23099,nee,Tevredenheid gemeente/stad,2020,0.13,0.13,0.73
 Kruibeke ,46013,nee,Tevredenheid gemeente/stad,2017,0.11,0.14,0.75
 Kruibeke ,46013,nee,Tevredenheid gemeente/stad,2020,0.12,0.19,0.69
 Kruisem ,45068,nee,Tevredenheid gemeente/stad,2020,0.09,0.12,0.79
 Kruishoutem ,45017,nee,Tevredenheid gemeente/stad,2017,0.08,0.11,0.8
 Kuurne ,34023,nee,Tevredenheid gemeente/stad,2017,0.09,0.09,0.83
 Kuurne ,34023,nee,Tevredenheid gemeente/stad,2020,0.09,0.07,0.83
 Laakdal ,13053,nee,Tevredenheid gemeente/stad,2017,0.09,0.18,0.73
 Laakdal ,13053,nee,Tevredenheid gemeente/stad,2020,0.09,0.14,0.77
 Laarne ,42010,nee,Tevredenheid gemeente/stad,2017,0.06,0.08,0.86
 Laarne ,42010,nee,Tevredenheid gemeente/stad,2020,0.05,0.08,0.87
