Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,5 jaar of minder (%),6 tot en met 10 jaar (%),Meer dan 10 jaar (%)
 Kalmthout ,11022,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.14,0.11,0.75
 Kalmthout ,11022,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.13,0.13,0.75
 Kampenhout ,23038,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.2,0.17,0.64
 Kampenhout ,23038,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.24,0.15,0.61
 Kampenhout ,23038,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.15,0.12,0.73
 Kampenhout ,23038,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.19,0.1,0.71
 Kapellen ,11023,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.27,0.15,0.58
 Kapellen ,11023,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.25,0.15,0.6
 Kapellen ,11023,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.17,0.12,0.71
 Kapellen ,11023,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.18,0.11,0.71
 Kapelle-Op-Den-Bos ,23039,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.27,0.14,0.59
 Kapelle-Op-Den-Bos ,23039,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.25,0.14,0.61
 Kapelle-Op-Den-Bos ,23039,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.17,0.1,0.72
 Kapelle-Op-Den-Bos ,23039,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.15,0.1,0.75
 Kaprijke ,43007,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.21,0.11,0.68
 Kaprijke ,43007,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.18,0.13,0.69
 Kaprijke ,43007,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.15,0.1,0.75
 Kaprijke ,43007,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.13,0.06,0.81
 Kasterlee ,13017,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.21,0.13,0.66
 Kasterlee ,13017,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.21,0.12,0.67
 Kasterlee ,13017,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.11,0.06,0.83
 Kasterlee ,13017,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.11,0.08,0.82
 Keerbergen ,24048,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.22,0.14,0.64
 Keerbergen ,24048,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.24,0.12,0.64
 Keerbergen ,24048,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.15,0.11,0.74
 Keerbergen ,24048,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.19,0.06,0.75
 Kinrooi ,72018,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.19,0.1,0.72
 Kinrooi ,72018,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.15,0.09,0.77
 Kinrooi ,72018,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.1,0.06,0.84
 Kinrooi ,72018,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.04,0.06,0.9
 Kluisbergen ,45060,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.21,0.19,0.6
 Kluisbergen ,45060,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.23,0.16,0.62
 Kluisbergen ,45060,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.14,0.13,0.73
 Kluisbergen ,45060,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.15,0.11,0.74
 Knesselare ,44029,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.22,0.11,0.67
 Knesselare ,44029,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.12,0.07,0.81
 Knokke-Heist ,31043,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.32,0.14,0.53
 Knokke-Heist ,31043,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.39,0.14,0.47
 Knokke-Heist ,31043,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.17,0.07,0.76
 Knokke-Heist ,31043,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.19,0.13,0.68
 Koekelare ,32010,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.25,0.15,0.6
 Koekelare ,32010,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.24,0.13,0.63
 Koekelare ,32010,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.12,0.09,0.79
 Koekelare ,32010,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.13,0.07,0.8
 Koksijde ,38014,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.3,0.21,0.49
 Koksijde ,38014,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.32,0.17,0.52
 Koksijde ,38014,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.23,0.15,0.62
 Koksijde ,38014,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.22,0.12,0.66
 Kontich ,11024,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.2,0.16,0.65
 Kontich ,11024,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.23,0.14,0.63
 Kontich ,11024,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.12,0.1,0.78
 Kontich ,11024,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.17,0.1,0.73
 Kortemark ,32011,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.22,0.12,0.66
 Kortemark ,32011,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.24,0.13,0.63
 Kortemark ,32011,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.11,0.08,0.81
 Kortemark ,32011,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.13,0.1,0.77
 Kortenaken ,24054,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.16,0.12,0.72
 Kortenaken ,24054,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.14,0.14,0.72
 Kortenaken ,24054,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.14,0.06,0.81
 Kortenaken ,24054,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.11,0.11,0.78
 Kortenberg ,24055,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.24,0.15,0.61
 Kortenberg ,24055,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.21,0.14,0.65
 Kortenberg ,24055,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.14,0.11,0.75
 Kortenberg ,24055,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.15,0.07,0.78
 Kortessem ,73040,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.2,0.17,0.63
 Kortessem ,73040,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.18,0.15,0.68
 Kortessem ,73040,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.16,0.14,0.71
 Kortessem ,73040,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.12,0.09,0.79
 Kortrijk ,34022,ja,Woonduur gemeente en buurt,Woonduur: adres,2014,0.31,0.12,0.57
 Kortrijk ,34022,ja,Woonduur gemeente en buurt,Woonduur: adres,2017,0.27,0.16,0.57
 Kortrijk ,34022,ja,Woonduur gemeente en buurt,Woonduur: adres,2020,0.28,0.17,0.55
 Kortrijk ,34022,ja,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2014,0.15,0.08,0.77
 Kortrijk ,34022,ja,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.14,0.1,0.76
 Kortrijk ,34022,ja,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.13,0.1,0.77
 Kraainem ,23099,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.26,0.15,0.59
 Kraainem ,23099,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.34,0.14,0.52
 Kraainem ,23099,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.22,0.12,0.66
 Kraainem ,23099,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.27,0.13,0.6
 Kruibeke ,46013,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.21,0.15,0.64
 Kruibeke ,46013,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.23,0.17,0.6
 Kruibeke ,46013,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.11,0.08,0.81
 Kruibeke ,46013,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.16,0.12,0.72
 Kruisem ,45068,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.22,0.13,0.65
 Kruisem ,45068,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.14,0.1,0.76
 Kruishoutem ,45017,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.2,0.13,0.67
 Kruishoutem ,45017,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.12,0.1,0.78
 Kuurne ,34023,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.23,0.12,0.65
 Kuurne ,34023,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.26,0.14,0.6
 Kuurne ,34023,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.14,0.07,0.79
 Kuurne ,34023,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.15,0.1,0.75
 Laakdal ,13053,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.21,0.13,0.66
 Laakdal ,13053,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.2,0.15,0.65
 Laakdal ,13053,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.13,0.11,0.77
 Laakdal ,13053,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.13,0.09,0.78
 Laarne ,42010,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.25,0.14,0.61
 Laarne ,42010,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.24,0.13,0.64
 Laarne ,42010,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.15,0.09,0.75
 Laarne ,42010,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.12,0.1,0.78
 Lanaken ,73042,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.22,0.12,0.66
 Lanaken ,73042,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.22,0.1,0.68
 Lanaken ,73042,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.12,0.04,0.84
 Lanaken ,73042,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.08,0.06,0.86
 Landen ,24059,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.22,0.15,0.63
 Landen ,24059,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.25,0.13,0.62
 Landen ,24059,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.14,0.12,0.74
 Landen ,24059,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.15,0.09,0.76
 Langemark-Poelkapelle ,33040,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.21,0.11,0.69
 Langemark-Poelkapelle ,33040,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.24,0.14,0.62
 Langemark-Poelkapelle ,33040,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.12,0.07,0.81
 Langemark-Poelkapelle ,33040,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.12,0.08,0.8
 Lebbeke ,42011,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.24,0.13,0.63
 Lebbeke ,42011,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.24,0.15,0.61
 Lebbeke ,42011,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.14,0.08,0.78
 Lebbeke ,42011,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.15,0.12,0.73
 Lede ,41034,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.22,0.13,0.65
 Lede ,41034,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.23,0.14,0.62
 Lede ,41034,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.11,0.12,0.78
 Lede ,41034,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.13,0.11,0.76
 Ledegem ,36010,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.19,0.13,0.68
 Ledegem ,36010,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.23,0.08,0.68
 Ledegem ,36010,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.11,0.06,0.82
 Ledegem ,36010,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.16,0.05,0.79
 Lendelede ,34025,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.22,0.17,0.61
 Lendelede ,34025,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.22,0.12,0.66
 Lendelede ,34025,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.13,0.1,0.76
 Lendelede ,34025,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.14,0.11,0.75
 Lennik ,23104,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.22,0.11,0.68
 Lennik ,23104,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.25,0.13,0.63
 Lennik ,23104,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.16,0.09,0.75
 Lennik ,23104,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.16,0.1,0.74
 Leopoldsburg ,71034,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.23,0.19,0.58
 Leopoldsburg ,71034,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.31,0.14,0.55
 Leopoldsburg ,71034,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.12,0.12,0.76
 Leopoldsburg ,71034,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.19,0.11,0.71
 Leuven ,24062,ja,Woonduur gemeente en buurt,Woonduur: adres,2014,0.4,0.13,0.47
 Leuven ,24062,ja,Woonduur gemeente en buurt,Woonduur: adres,2017,0.41,0.14,0.46
 Leuven ,24062,ja,Woonduur gemeente en buurt,Woonduur: adres,2020,0.44,0.12,0.44
 Leuven ,24062,ja,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2014,0.19,0.14,0.67
 Leuven ,24062,ja,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.2,0.14,0.66
 Leuven ,24062,ja,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.23,0.12,0.64
 Lichtervelde ,36011,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.23,0.11,0.66
 Lichtervelde ,36011,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.24,0.14,0.62
 Lichtervelde ,36011,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.12,0.08,0.79
 Lichtervelde ,36011,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.15,0.09,0.76
 Liedekerke ,23044,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.2,0.15,0.65
 Liedekerke ,23044,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.23,0.12,0.65
 Liedekerke ,23044,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.14,0.1,0.76
 Liedekerke ,23044,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.14,0.1,0.76
 Lier ,12021,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.31,0.17,0.52
 Lier ,12021,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.35,0.15,0.5
 Lier ,12021,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.17,0.11,0.72
 Lier ,12021,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.23,0.11,0.66
 Lierde ,45063,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.22,0.1,0.68
 Lierde ,45063,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.2,0.15,0.66
 Lierde ,45063,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.18,0.1,0.72
 Lierde ,45063,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.17,0.12,0.72
 Lievegem ,44085,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.27,0.1,0.63
 Lievegem ,44085,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.14,0.08,0.78
 Lille ,13019,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.16,0.12,0.72
 Lille ,13019,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.21,0.12,0.67
 Lille ,13019,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.08,0.07,0.85
 Lille ,13019,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.14,0.08,0.79
 Linkebeek ,23100,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.29,0.09,0.62
 Linkebeek ,23100,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.24,0.09,0.67
 Linkebeek ,23100,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.24,0.09,0.67
 Linkebeek ,23100,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.22,0.09,0.69
 Lint ,11025,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.25,0.18,0.57
 Lint ,11025,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.24,0.11,0.65
 Lint ,11025,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.18,0.12,0.7
 Lint ,11025,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.16,0.08,0.76
 Linter ,24133,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.22,0.14,0.64
 Linter ,24133,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.18,0.12,0.7
 Linter ,24133,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.18,0.11,0.71
 Linter ,24133,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.16,0.11,0.73
 Lochristi ,44034,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.22,0.14,0.64
 Lochristi ,44034,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.2,0.11,0.69
 Lochristi ,44034,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.13,0.1,0.77
 Lochristi ,44034,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.11,0.09,0.8
 Lokeren ,46014,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.26,0.15,0.58
 Lokeren ,46014,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.25,0.15,0.59
 Lokeren ,46014,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.12,0.08,0.8
 Lokeren ,46014,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.09,0.08,0.84
 Lommel ,72020,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.24,0.13,0.63
 Lommel ,72020,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.27,0.12,0.61
 Lommel ,72020,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.08,0.06,0.86
 Lommel ,72020,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.07,0.07,0.86
 Londerzeel ,23045,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.24,0.13,0.63
 Londerzeel ,23045,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.3,0.12,0.58
 Londerzeel ,23045,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.13,0.1,0.76
 Londerzeel ,23045,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.17,0.11,0.72
 Lo-Reninge ,32030,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.18,0.13,0.69
 Lo-Reninge ,32030,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.2,0.08,0.72
 Lo-Reninge ,32030,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.12,0.07,0.81
 Lo-Reninge ,32030,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.15,0.05,0.79
 Lovendegem ,44036,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.21,0.12,0.66
 Lovendegem ,44036,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.14,0.09,0.77
 Lubbeek ,24066,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.18,0.12,0.71
 Lubbeek ,24066,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.23,0.13,0.64
 Lubbeek ,24066,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.14,0.1,0.76
 Lubbeek ,24066,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.18,0.12,0.7
 Lummen ,71037,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.2,0.12,0.68
 Lummen ,71037,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.2,0.13,0.67
 Lummen ,71037,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.12,0.1,0.77
 Lummen ,71037,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.1,0.08,0.82
 Maarkedal ,45064,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.19,0.1,0.72
 Maarkedal ,45064,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.2,0.13,0.67
 Maarkedal ,45064,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.14,0.08,0.78
 Maarkedal ,45064,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.15,0.11,0.74
 Maaseik ,72021,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.22,0.13,0.65
 Maaseik ,72021,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.23,0.14,0.62
 Maaseik ,72021,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.11,0.06,0.83
 Maaseik ,72021,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.13,0.07,0.8
 Maasmechelen ,73107,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.23,0.14,0.63
 Maasmechelen ,73107,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.25,0.11,0.63
 Maasmechelen ,73107,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.07,0.07,0.86
 Maasmechelen ,73107,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.12,0.04,0.84
 Machelen ,23047,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.28,0.17,0.55
 Machelen ,23047,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.29,0.15,0.56
 Machelen ,23047,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.22,0.12,0.66
 Machelen ,23047,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.24,0.12,0.64
 Maldegem ,43010,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.26,0.11,0.62
 Maldegem ,43010,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.24,0.11,0.64
 Maldegem ,43010,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.13,0.06,0.81
 Maldegem ,43010,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.11,0.08,0.81
 Malle ,11057,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.22,0.13,0.64
 Malle ,11057,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.26,0.15,0.59
 Malle ,11057,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.14,0.09,0.77
 Malle ,11057,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.14,0.11,0.75
 Mechelen ,12025,ja,Woonduur gemeente en buurt,Woonduur: adres,2014,0.3,0.15,0.54
 Mechelen ,12025,ja,Woonduur gemeente en buurt,Woonduur: adres,2017,0.36,0.16,0.48
 Mechelen ,12025,ja,Woonduur gemeente en buurt,Woonduur: adres,2020,0.32,0.13,0.55
 Mechelen ,12025,ja,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2014,0.14,0.1,0.76
 Mechelen ,12025,ja,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.19,0.11,0.69
 Mechelen ,12025,ja,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.17,0.09,0.73
 Meerhout ,13021,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.17,0.16,0.66
 Meerhout ,13021,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.25,0.11,0.64
 Meerhout ,13021,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.11,0.08,0.81
 Meerhout ,13021,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.14,0.08,0.78
 Meeuwen-Gruitrode ,72040,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.15,0.13,0.73
 Meeuwen-Gruitrode ,72040,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.08,0.08,0.84
 Meise ,23050,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.28,0.09,0.63
 Meise ,23050,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.31,0.11,0.58
 Meise ,23050,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.18,0.08,0.74
 Meise ,23050,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.2,0.09,0.72
 Melle ,44040,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.26,0.12,0.62
 Melle ,44040,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.33,0.13,0.54
 Melle ,44040,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.19,0.1,0.71
 Melle ,44040,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.26,0.1,0.64
 Menen ,34027,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.22,0.14,0.63
 Menen ,34027,nee,Woonduur gemeente en buurt,Woonduur: adres,2020,0.25,0.16,0.59
 Menen ,34027,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.12,0.04,0.84
 Menen ,34027,nee,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.11,0.1,0.79
 Merchtem ,23052,nee,Woonduur gemeente en buurt,Woonduur: adres,2017,0.25,0.13,0.63
