Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Aantal personen geregistreerd met een betalingsachterstand,Aantal inwoners van 18 jaar en ouder,Procent
Willebroek,12040,Nee,Personen met betalingsachterstand,2009,561,19036,0.02947
Willebroek,12040,Nee,Personen met betalingsachterstand,2010,575,19246,0.02988
Willebroek,12040,Nee,Personen met betalingsachterstand,2011,615,19433,0.03165
Willebroek,12040,Nee,Personen met betalingsachterstand,2012,608,19555,0.03109
Willebroek,12040,Nee,Personen met betalingsachterstand,2013,600,19735,0.0304
Willebroek,12040,Nee,Personen met betalingsachterstand,2014,658,19782,0.03326
Willebroek,12040,Nee,Personen met betalingsachterstand,2015,695,19950,0.03484
Willebroek,12040,Nee,Personen met betalingsachterstand,2016,704,20150,0.03494
Willebroek,12040,Nee,Personen met betalingsachterstand,2017,699,20216,0.03458
Willebroek,12040,Nee,Personen met betalingsachterstand,2018,694,20357,0.03409
Willebroek,12040,Nee,Personen met betalingsachterstand,2019,670,20646,0.03245
Willebroek,12040,Nee,Personen met betalingsachterstand,2020,637,20835,0.03057
Willebroek,12040,Nee,Personen met betalingsachterstand,2021,580,20835,0.02784
Puurs-Sint-Amands,12041,Nee,Personen met betalingsachterstand,2007,269,19333,0.01391
Puurs-Sint-Amands,12041,Nee,Personen met betalingsachterstand,2008,259,19471,0.0133
Puurs-Sint-Amands,12041,Nee,Personen met betalingsachterstand,2009,248,19592,0.01266
Puurs-Sint-Amands,12041,Nee,Personen met betalingsachterstand,2010,260,19722,0.01318
Puurs-Sint-Amands,12041,Nee,Personen met betalingsachterstand,2011,284,19838,0.01432
Puurs-Sint-Amands,12041,Nee,Personen met betalingsachterstand,2012,297,19982,0.01486
Puurs-Sint-Amands,12041,Nee,Personen met betalingsachterstand,2013,312,20176,0.01546
Puurs-Sint-Amands,12041,Nee,Personen met betalingsachterstand,2014,315,20290,0.01552
Puurs-Sint-Amands,12041,Nee,Personen met betalingsachterstand,2015,326,20348,0.01602
Puurs-Sint-Amands,12041,Nee,Personen met betalingsachterstand,2016,360,20566,0.0175
Puurs-Sint-Amands,12041,Nee,Personen met betalingsachterstand,2017,345,20827,0.01657
Puurs-Sint-Amands,12041,Nee,Personen met betalingsachterstand,2018,335,20818,0.01609
Puurs-Sint-Amands,12041,Nee,Personen met betalingsachterstand,2019,322,21045,0.0153
Puurs-Sint-Amands,12041,Nee,Personen met betalingsachterstand,2020,325,21103,0.0154
Puurs-Sint-Amands,12041,Nee,Personen met betalingsachterstand,2021,286,21103,0.01355
Arendonk,13001,Nee,Personen met betalingsachterstand,2007,137,9846,0.01391
Arendonk,13001,Nee,Personen met betalingsachterstand,2008,155,9994,0.01551
Arendonk,13001,Nee,Personen met betalingsachterstand,2009,177,10103,0.01752
Arendonk,13001,Nee,Personen met betalingsachterstand,2010,194,10123,0.01916
Arendonk,13001,Nee,Personen met betalingsachterstand,2011,196,10192,0.01923
Arendonk,13001,Nee,Personen met betalingsachterstand,2012,201,10203,0.0197
Arendonk,13001,Nee,Personen met betalingsachterstand,2013,201,10261,0.01959
Arendonk,13001,Nee,Personen met betalingsachterstand,2014,189,10360,0.01824
Arendonk,13001,Nee,Personen met betalingsachterstand,2015,217,10429,0.02081
Arendonk,13001,Nee,Personen met betalingsachterstand,2016,213,10556,0.02018
Arendonk,13001,Nee,Personen met betalingsachterstand,2017,228,10628,0.02145
Arendonk,13001,Nee,Personen met betalingsachterstand,2018,236,10681,0.0221
Arendonk,13001,Nee,Personen met betalingsachterstand,2019,189,10706,0.01765
Arendonk,13001,Nee,Personen met betalingsachterstand,2020,184,10640,0.01729
Arendonk,13001,Nee,Personen met betalingsachterstand,2021,172,10640,0.01617
Baarle-Hertog,13002,Nee,Personen met betalingsachterstand,2007,17,1878,0.00905
Baarle-Hertog,13002,Nee,Personen met betalingsachterstand,2008,15,1934,0.00776
Baarle-Hertog,13002,Nee,Personen met betalingsachterstand,2009,25,1977,0.01265
Baarle-Hertog,13002,Nee,Personen met betalingsachterstand,2010,28,2035,0.01376
Baarle-Hertog,13002,Nee,Personen met betalingsachterstand,2011,27,2028,0.01331
Baarle-Hertog,13002,Nee,Personen met betalingsachterstand,2012,30,2074,0.01446
Baarle-Hertog,13002,Nee,Personen met betalingsachterstand,2013,35,2065,0.01695
Baarle-Hertog,13002,Nee,Personen met betalingsachterstand,2014,45,2111,0.02132
Baarle-Hertog,13002,Nee,Personen met betalingsachterstand,2015,57,2106,0.02707
Baarle-Hertog,13002,Nee,Personen met betalingsachterstand,2016,39,2140,0.01822
Baarle-Hertog,13002,Nee,Personen met betalingsachterstand,2017,35,2142,0.01634
Baarle-Hertog,13002,Nee,Personen met betalingsachterstand,2018,28,2200,0.01273
Baarle-Hertog,13002,Nee,Personen met betalingsachterstand,2019,38,2268,0.01675
Baarle-Hertog,13002,Nee,Personen met betalingsachterstand,2020,38,2312,0.01644
Baarle-Hertog,13002,Nee,Personen met betalingsachterstand,2021,39,2312,0.01687
Balen,13003,Nee,Personen met betalingsachterstand,2007,275,16712,0.01646
Balen,13003,Nee,Personen met betalingsachterstand,2008,304,16833,0.01806
Balen,13003,Nee,Personen met betalingsachterstand,2009,338,17014,0.01987
Balen,13003,Nee,Personen met betalingsachterstand,2010,341,17278,0.01974
Balen,13003,Nee,Personen met betalingsachterstand,2011,358,17496,0.02046
Balen,13003,Nee,Personen met betalingsachterstand,2012,390,17601,0.02216
Balen,13003,Nee,Personen met betalingsachterstand,2013,354,17640,0.02007
Balen,13003,Nee,Personen met betalingsachterstand,2014,363,17741,0.02046
Balen,13003,Nee,Personen met betalingsachterstand,2015,386,17879,0.02159
Balen,13003,Nee,Personen met betalingsachterstand,2016,395,18064,0.02187
Balen,13003,Nee,Personen met betalingsachterstand,2017,361,18075,0.01997
Balen,13003,Nee,Personen met betalingsachterstand,2018,313,18228,0.01717
Balen,13003,Nee,Personen met betalingsachterstand,2019,327,18409,0.01776
Balen,13003,Nee,Personen met betalingsachterstand,2020,322,18458,0.01745
Balen,13003,Nee,Personen met betalingsachterstand,2021,302,18458,0.01636
Beerse,13004,Nee,Personen met betalingsachterstand,2007,184,13060,0.01409
Beerse,13004,Nee,Personen met betalingsachterstand,2008,210,13231,0.01587
Beerse,13004,Nee,Personen met betalingsachterstand,2009,222,13323,0.01666
Beerse,13004,Nee,Personen met betalingsachterstand,2010,237,13400,0.01769
Beerse,13004,Nee,Personen met betalingsachterstand,2011,249,13551,0.01838
Beerse,13004,Nee,Personen met betalingsachterstand,2012,277,13709,0.02021
Beerse,13004,Nee,Personen met betalingsachterstand,2013,261,13932,0.01873
Beerse,13004,Nee,Personen met betalingsachterstand,2014,253,13974,0.01811
Beerse,13004,Nee,Personen met betalingsachterstand,2015,256,14218,0.01801
Beerse,13004,Nee,Personen met betalingsachterstand,2016,268,14299,0.01874
Beerse,13004,Nee,Personen met betalingsachterstand,2017,248,14350,0.01728
Beerse,13004,Nee,Personen met betalingsachterstand,2018,255,14511,0.01757
Beerse,13004,Nee,Personen met betalingsachterstand,2019,251,14585,0.01721
Beerse,13004,Nee,Personen met betalingsachterstand,2020,225,14675,0.01533
Beerse,13004,Nee,Personen met betalingsachterstand,2021,217,14675,0.01479
Dessel,13006,Nee,Personen met betalingsachterstand,2007,112,7135,0.0157
Dessel,13006,Nee,Personen met betalingsachterstand,2008,104,7244,0.01436
Dessel,13006,Nee,Personen met betalingsachterstand,2009,108,7299,0.0148
Dessel,13006,Nee,Personen met betalingsachterstand,2010,125,7377,0.01694
Dessel,13006,Nee,Personen met betalingsachterstand,2011,133,7396,0.01798
Dessel,13006,Nee,Personen met betalingsachterstand,2012,122,7431,0.01642
Dessel,13006,Nee,Personen met betalingsachterstand,2013,131,7499,0.01747
Dessel,13006,Nee,Personen met betalingsachterstand,2014,148,7555,0.01959
Dessel,13006,Nee,Personen met betalingsachterstand,2015,172,7593,0.02265
Dessel,13006,Nee,Personen met betalingsachterstand,2016,185,7669,0.02412
Dessel,13006,Nee,Personen met betalingsachterstand,2017,170,7692,0.0221
Dessel,13006,Nee,Personen met betalingsachterstand,2018,161,7728,0.02083
Dessel,13006,Nee,Personen met betalingsachterstand,2019,146,7749,0.01884
Dessel,13006,Nee,Personen met betalingsachterstand,2020,138,7770,0.01776
Dessel,13006,Nee,Personen met betalingsachterstand,2021,130,7770,0.01673
Geel,13008,Nee,Personen met betalingsachterstand,2007,502,29457,0.01704
Geel,13008,Nee,Personen met betalingsachterstand,2008,499,29995,0.01664
Geel,13008,Nee,Personen met betalingsachterstand,2009,562,30245,0.01858
Geel,13008,Nee,Personen met betalingsachterstand,2010,545,30615,0.0178
Geel,13008,Nee,Personen met betalingsachterstand,2011,525,30848,0.01702
Geel,13008,Nee,Personen met betalingsachterstand,2012,565,31030,0.01821
Geel,13008,Nee,Personen met betalingsachterstand,2013,600,31316,0.01916
Geel,13008,Nee,Personen met betalingsachterstand,2014,637,31606,0.02015
Geel,13008,Nee,Personen met betalingsachterstand,2015,628,31935,0.01966
Geel,13008,Nee,Personen met betalingsachterstand,2016,695,32219,0.02157
Geel,13008,Nee,Personen met betalingsachterstand,2017,673,32529,0.02069
Geel,13008,Nee,Personen met betalingsachterstand,2018,676,32940,0.02052
Geel,13008,Nee,Personen met betalingsachterstand,2019,635,33197,0.01913
Geel,13008,Nee,Personen met betalingsachterstand,2020,617,33314,0.01852
Geel,13008,Nee,Personen met betalingsachterstand,2021,566,33314,0.01699
Grobbendonk,13010,Nee,Personen met betalingsachterstand,2007,120,8609,0.01394
Grobbendonk,13010,Nee,Personen met betalingsachterstand,2008,120,8686,0.01382
Grobbendonk,13010,Nee,Personen met betalingsachterstand,2009,131,8813,0.01486
Grobbendonk,13010,Nee,Personen met betalingsachterstand,2010,153,8942,0.01711
Grobbendonk,13010,Nee,Personen met betalingsachterstand,2011,162,8973,0.01805
Grobbendonk,13010,Nee,Personen met betalingsachterstand,2012,145,9014,0.01609
Grobbendonk,13010,Nee,Personen met betalingsachterstand,2013,163,9106,0.0179
Grobbendonk,13010,Nee,Personen met betalingsachterstand,2014,154,9158,0.01682
Grobbendonk,13010,Nee,Personen met betalingsachterstand,2015,153,9249,0.01654
Grobbendonk,13010,Nee,Personen met betalingsachterstand,2016,159,9333,0.01704
Grobbendonk,13010,Nee,Personen met betalingsachterstand,2017,149,9327,0.01598
Grobbendonk,13010,Nee,Personen met betalingsachterstand,2018,150,9330,0.01608
Grobbendonk,13010,Nee,Personen met betalingsachterstand,2019,145,9376,0.01547
Grobbendonk,13010,Nee,Personen met betalingsachterstand,2020,123,9445,0.01302
Grobbendonk,13010,Nee,Personen met betalingsachterstand,2021,121,9445,0.01281
Herentals,13011,Nee,Personen met betalingsachterstand,2007,497,21557,0.02306
Herentals,13011,Nee,Personen met betalingsachterstand,2008,531,21788,0.02437
Herentals,13011,Nee,Personen met betalingsachterstand,2009,537,22136,0.02426
Herentals,13011,Nee,Personen met betalingsachterstand,2010,534,22460,0.02378
Herentals,13011,Nee,Personen met betalingsachterstand,2011,559,22676,0.02465
Herentals,13011,Nee,Personen met betalingsachterstand,2012,557,22737,0.0245
Herentals,13011,Nee,Personen met betalingsachterstand,2013,552,22930,0.02407
Herentals,13011,Nee,Personen met betalingsachterstand,2014,567,22980,0.02467
Herentals,13011,Nee,Personen met betalingsachterstand,2015,628,23073,0.02722
Herentals,13011,Nee,Personen met betalingsachterstand,2016,636,23152,0.02747
Herentals,13011,Nee,Personen met betalingsachterstand,2017,616,23417,0.02631
Herentals,13011,Nee,Personen met betalingsachterstand,2018,602,23513,0.0256
Herentals,13011,Nee,Personen met betalingsachterstand,2019,575,23551,0.02442
Herentals,13011,Nee,Personen met betalingsachterstand,2020,530,23502,0.02255
Herentals,13011,Nee,Personen met betalingsachterstand,2021,505,23502,0.02149
Herenthout,13012,Nee,Personen met betalingsachterstand,2007,99,6967,0.01421
Herenthout,13012,Nee,Personen met betalingsachterstand,2008,108,7063,0.01529
Herenthout,13012,Nee,Personen met betalingsachterstand,2009,102,7116,0.01433
Herenthout,13012,Nee,Personen met betalingsachterstand,2010,104,7149,0.01455
Herenthout,13012,Nee,Personen met betalingsachterstand,2011,105,7199,0.01459
Herenthout,13012,Nee,Personen met betalingsachterstand,2012,104,7221,0.0144
Herenthout,13012,Nee,Personen met betalingsachterstand,2013,114,7249,0.01573
Herenthout,13012,Nee,Personen met betalingsachterstand,2014,129,7264,0.01776
Herenthout,13012,Nee,Personen met betalingsachterstand,2015,124,7264,0.01707
Herenthout,13012,Nee,Personen met betalingsachterstand,2016,124,7319,0.01694
Herenthout,13012,Nee,Personen met betalingsachterstand,2017,116,7386,0.01571
Herenthout,13012,Nee,Personen met betalingsachterstand,2018,114,7501,0.0152
Herenthout,13012,Nee,Personen met betalingsachterstand,2019,117,7527,0.01554
Herenthout,13012,Nee,Personen met betalingsachterstand,2020,113,7599,0.01487
Herenthout,13012,Nee,Personen met betalingsachterstand,2021,94,7599,0.01237
Herselt,13013,Nee,Personen met betalingsachterstand,2007,207,11554,0.01792
Herselt,13013,Nee,Personen met betalingsachterstand,2008,240,11692,0.02053
Herselt,13013,Nee,Personen met betalingsachterstand,2009,230,11729,0.01961
Herselt,13013,Nee,Personen met betalingsachterstand,2010,236,11853,0.01991
Herselt,13013,Nee,Personen met betalingsachterstand,2011,245,11866,0.02065
Herselt,13013,Nee,Personen met betalingsachterstand,2012,245,11854,0.02067
Herselt,13013,Nee,Personen met betalingsachterstand,2013,241,11888,0.02027
Herselt,13013,Nee,Personen met betalingsachterstand,2014,223,11946,0.01867
Herselt,13013,Nee,Personen met betalingsachterstand,2015,244,11940,0.02044
Herselt,13013,Nee,Personen met betalingsachterstand,2016,238,11871,0.02005
Herselt,13013,Nee,Personen met betalingsachterstand,2017,212,12026,0.01763
Herselt,13013,Nee,Personen met betalingsachterstand,2018,190,12021,0.01581
Herselt,13013,Nee,Personen met betalingsachterstand,2019,193,12009,0.01607
Herselt,13013,Nee,Personen met betalingsachterstand,2020,194,12099,0.01603
Herselt,13013,Nee,Personen met betalingsachterstand,2021,179,12099,0.01479
Hoogstraten,13014,Nee,Personen met betalingsachterstand,2007,164,15117,0.01085
Hoogstraten,13014,Nee,Personen met betalingsachterstand,2008,187,15460,0.0121
Hoogstraten,13014,Nee,Personen met betalingsachterstand,2009,235,15706,0.01496
Hoogstraten,13014,Nee,Personen met betalingsachterstand,2010,239,16046,0.01489
Hoogstraten,13014,Nee,Personen met betalingsachterstand,2011,306,16382,0.01868
Hoogstraten,13014,Nee,Personen met betalingsachterstand,2012,319,16537,0.01929
Hoogstraten,13014,Nee,Personen met betalingsachterstand,2013,351,16764,0.02094
Hoogstraten,13014,Nee,Personen met betalingsachterstand,2014,400,16934,0.02362
Hoogstraten,13014,Nee,Personen met betalingsachterstand,2015,412,17014,0.02422
Hoogstraten,13014,Nee,Personen met betalingsachterstand,2016,393,17101,0.02298
Hoogstraten,13014,Nee,Personen met betalingsachterstand,2017,351,17137,0.02048
Hoogstraten,13014,Nee,Personen met betalingsachterstand,2018,337,17218,0.01957
Hoogstraten,13014,Nee,Personen met betalingsachterstand,2019,316,17271,0.0183
Hoogstraten,13014,Nee,Personen met betalingsachterstand,2020,293,17433,0.01681
Hoogstraten,13014,Nee,Personen met betalingsachterstand,2021,290,17433,0.01664
Hulshout,13016,Nee,Personen met betalingsachterstand,2007,128,7715,0.01659
Hulshout,13016,Nee,Personen met betalingsachterstand,2008,140,7885,0.01776
Hulshout,13016,Nee,Personen met betalingsachterstand,2009,142,7984,0.01779
Hulshout,13016,Nee,Personen met betalingsachterstand,2010,134,8087,0.01657
Hulshout,13016,Nee,Personen met betalingsachterstand,2011,139,8176,0.017
Hulshout,13016,Nee,Personen met betalingsachterstand,2012,154,8283,0.01859
Hulshout,13016,Nee,Personen met betalingsachterstand,2013,158,8355,0.01891
Hulshout,13016,Nee,Personen met betalingsachterstand,2014,146,8389,0.0174
Hulshout,13016,Nee,Personen met betalingsachterstand,2015,157,8388,0.01872
Hulshout,13016,Nee,Personen met betalingsachterstand,2016,175,8469,0.02066
Hulshout,13016,Nee,Personen met betalingsachterstand,2017,161,8493,0.01896
Hulshout,13016,Nee,Personen met betalingsachterstand,2018,157,8544,0.01838
Hulshout,13016,Nee,Personen met betalingsachterstand,2019,140,8615,0.01625
Hulshout,13016,Nee,Personen met betalingsachterstand,2020,146,8697,0.01679
Hulshout,13016,Nee,Personen met betalingsachterstand,2021,124,8697,0.01426
Kasterlee,13017,Nee,Personen met betalingsachterstand,2007,165,14363,0.01149
Kasterlee,13017,Nee,Personen met betalingsachterstand,2008,164,14462,0.01134
Kasterlee,13017,Nee,Personen met betalingsachterstand,2009,178,14594,0.0122
Kasterlee,13017,Nee,Personen met betalingsachterstand,2010,174,14680,0.01185
Kasterlee,13017,Nee,Personen met betalingsachterstand,2011,204,14724,0.01385
Kasterlee,13017,Nee,Personen met betalingsachterstand,2012,195,14636,0.01332
Kasterlee,13017,Nee,Personen met betalingsachterstand,2013,203,14685,0.01382
Kasterlee,13017,Nee,Personen met betalingsachterstand,2014,214,14733,0.01453
Kasterlee,13017,Nee,Personen met betalingsachterstand,2015,208,14982,0.01388
Kasterlee,13017,Nee,Personen met betalingsachterstand,2016,224,15181,0.01476
Kasterlee,13017,Nee,Personen met betalingsachterstand,2017,247,15268,0.01618
Kasterlee,13017,Nee,Personen met betalingsachterstand,2018,228,15334,0.01487
Kasterlee,13017,Nee,Personen met betalingsachterstand,2019,242,15524,0.01559
Kasterlee,13017,Nee,Personen met betalingsachterstand,2020,208,15629,0.01331
Kasterlee,13017,Nee,Personen met betalingsachterstand,2021,199,15629,0.01273
Lille,13019,Nee,Personen met betalingsachterstand,2007,197,12564,0.01568
Lille,13019,Nee,Personen met betalingsachterstand,2008,205,12786,0.01603
Lille,13019,Nee,Personen met betalingsachterstand,2009,210,13010,0.01614
Lille,13019,Nee,Personen met betalingsachterstand,2010,204,13210,0.01544
Lille,13019,Nee,Personen met betalingsachterstand,2011,209,13154,0.01589
Lille,13019,Nee,Personen met betalingsachterstand,2012,176,13210,0.01332
Lille,13019,Nee,Personen met betalingsachterstand,2013,207,13247,0.01563
Lille,13019,Nee,Personen met betalingsachterstand,2014,243,13248,0.01834
Lille,13019,Nee,Personen met betalingsachterstand,2015,261,13283,0.01965
Lille,13019,Nee,Personen met betalingsachterstand,2016,258,13315,0.01938
Lille,13019,Nee,Personen met betalingsachterstand,2017,250,13417,0.01863
Lille,13019,Nee,Personen met betalingsachterstand,2018,263,13450,0.01955
Lille,13019,Nee,Personen met betalingsachterstand,2019,243,13506,0.01799
Lille,13019,Nee,Personen met betalingsachterstand,2020,236,13498,0.01748
Lille,13019,Nee,Personen met betalingsachterstand,2021,212,13498,0.01571
Meerhout,13021,Nee,Personen met betalingsachterstand,2007,120,7923,0.01515
Meerhout,13021,Nee,Personen met betalingsachterstand,2008,122,7981,0.01529
Meerhout,13021,Nee,Personen met betalingsachterstand,2009,134,8038,0.01667
Meerhout,13021,Nee,Personen met betalingsachterstand,2010,132,8080,0.01634
Meerhout,13021,Nee,Personen met betalingsachterstand,2011,161,8153,0.01975
Meerhout,13021,Nee,Personen met betalingsachterstand,2012,181,8175,0.02214
Meerhout,13021,Nee,Personen met betalingsachterstand,2013,181,8246,0.02195
Meerhout,13021,Nee,Personen met betalingsachterstand,2014,177,8333,0.02124
Meerhout,13021,Nee,Personen met betalingsachterstand,2015,194,8308,0.02335
Meerhout,13021,Nee,Personen met betalingsachterstand,2016,178,8354,0.02131
Meerhout,13021,Nee,Personen met betalingsachterstand,2017,177,8383,0.02111
Meerhout,13021,Nee,Personen met betalingsachterstand,2018,174,8429,0.02064
Meerhout,13021,Nee,Personen met betalingsachterstand,2019,148,8417,0.01758
Meerhout,13021,Nee,Personen met betalingsachterstand,2020,126,8380,0.01504
Meerhout,13021,Nee,Personen met betalingsachterstand,2021,115,8380,0.01372
Merksplas,13023,Nee,Personen met betalingsachterstand,2007,99,6485,0.01527
Merksplas,13023,Nee,Personen met betalingsachterstand,2008,97,6652,0.01458
Merksplas,13023,Nee,Personen met betalingsachterstand,2009,119,6708,0.01774
Merksplas,13023,Nee,Personen met betalingsachterstand,2010,149,6808,0.02189
Merksplas,13023,Nee,Personen met betalingsachterstand,2011,156,6844,0.02279
Merksplas,13023,Nee,Personen met betalingsachterstand,2012,158,6968,0.02268
Merksplas,13023,Nee,Personen met betalingsachterstand,2013,160,6946,0.02303
Merksplas,13023,Nee,Personen met betalingsachterstand,2014,165,6976,0.02365
Merksplas,13023,Nee,Personen met betalingsachterstand,2015,156,6928,0.02252
Merksplas,13023,Nee,Personen met betalingsachterstand,2016,153,6927,0.02209
Merksplas,13023,Nee,Personen met betalingsachterstand,2017,121,6955,0.0174
Merksplas,13023,Nee,Personen met betalingsachterstand,2018,112,6945,0.01613
Merksplas,13023,Nee,Personen met betalingsachterstand,2019,119,6953,0.01711
Merksplas,13023,Nee,Personen met betalingsachterstand,2020,106,6970,0.01521
Merksplas,13023,Nee,Personen met betalingsachterstand,2021,105,6970,0.01506
Mol,13025,Nee,Personen met betalingsachterstand,2007,444,27225,0.01631
Mol,13025,Nee,Personen met betalingsachterstand,2008,463,27538,0.01681
Mol,13025,Nee,Personen met betalingsachterstand,2009,474,27886,0.017
Mol,13025,Nee,Personen met betalingsachterstand,2010,538,28086,0.01916
Mol,13025,Nee,Personen met betalingsachterstand,2011,552,28383,0.01945
Mol,13025,Nee,Personen met betalingsachterstand,2012,605,28561,0.02118
Mol,13025,Nee,Personen met betalingsachterstand,2013,635,28756,0.02208
Mol,13025,Nee,Personen met betalingsachterstand,2014,709,28991,0.02446
Mol,13025,Nee,Personen met betalingsachterstand,2015,715,29247,0.02445
Mol,13025,Nee,Personen met betalingsachterstand,2016,738,29378,0.02512
Mol,13025,Nee,Personen met betalingsachterstand,2017,711,29690,0.02395
Mol,13025,Nee,Personen met betalingsachterstand,2018,713,29919,0.02383
Mol,13025,Nee,Personen met betalingsachterstand,2019,706,30079,0.02347
Mol,13025,Nee,Personen met betalingsachterstand,2020,663,30043,0.02207
Mol,13025,Nee,Personen met betalingsachterstand,2021,602,30043,0.02004
Olen,13029,Nee,Personen met betalingsachterstand,2007,142,9283,0.0153
Olen,13029,Nee,Personen met betalingsachterstand,2008,146,9348,0.01562
Olen,13029,Nee,Personen met betalingsachterstand,2009,175,9440,0.01854
Olen,13029,Nee,Personen met betalingsachterstand,2010,182,9471,0.01922
Olen,13029,Nee,Personen met betalingsachterstand,2011,156,9568,0.0163
Olen,13029,Nee,Personen met betalingsachterstand,2012,171,9656,0.01771
Olen,13029,Nee,Personen met betalingsachterstand,2013,169,9724,0.01738
Olen,13029,Nee,Personen met betalingsachterstand,2014,172,9782,0.01758
Olen,13029,Nee,Personen met betalingsachterstand,2015,177,9847,0.01798
Olen,13029,Nee,Personen met betalingsachterstand,2016,173,9961,0.01737
Olen,13029,Nee,Personen met betalingsachterstand,2017,179,10038,0.01783
Olen,13029,Nee,Personen met betalingsachterstand,2018,187,10076,0.01856
Olen,13029,Nee,Personen met betalingsachterstand,2019,199,10155,0.0196
Olen,13029,Nee,Personen met betalingsachterstand,2020,178,10222,0.01741
Olen,13029,Nee,Personen met betalingsachterstand,2021,160,10222,0.01565
Oud-Turnhout,13031,Nee,Personen met betalingsachterstand,2007,113,10227,0.01105
Oud-Turnhout,13031,Nee,Personen met betalingsachterstand,2008,108,10374,0.01041
Oud-Turnhout,13031,Nee,Personen met betalingsachterstand,2009,124,10428,0.01189
Oud-Turnhout,13031,Nee,Personen met betalingsachterstand,2010,134,10460,0.01281
Oud-Turnhout,13031,Nee,Personen met betalingsachterstand,2011,147,10508,0.01399
Oud-Turnhout,13031,Nee,Personen met betalingsachterstand,2012,121,10562,0.01146
Oud-Turnhout,13031,Nee,Personen met betalingsachterstand,2013,142,10598,0.0134
Oud-Turnhout,13031,Nee,Personen met betalingsachterstand,2014,148,10691,0.01384
Oud-Turnhout,13031,Nee,Personen met betalingsachterstand,2015,141,10808,0.01305
Oud-Turnhout,13031,Nee,Personen met betalingsachterstand,2016,144,10903,0.01321
Oud-Turnhout,13031,Nee,Personen met betalingsachterstand,2017,122,10954,0.01114
Oud-Turnhout,13031,Nee,Personen met betalingsachterstand,2018,132,11031,0.01197
Oud-Turnhout,13031,Nee,Personen met betalingsachterstand,2019,139,11241,0.01237
Oud-Turnhout,13031,Nee,Personen met betalingsachterstand,2020,138,11383,0.01212
Oud-Turnhout,13031,Nee,Personen met betalingsachterstand,2021,137,11383,0.01204
Ravels,13035,Nee,Personen met betalingsachterstand,2007,156,11173,0.01396
Ravels,13035,Nee,Personen met betalingsachterstand,2008,144,11350,0.01269
Ravels,13035,Nee,Personen met betalingsachterstand,2009,181,11463,0.01579
Ravels,13035,Nee,Personen met betalingsachterstand,2010,190,11525,0.01649
Ravels,13035,Nee,Personen met betalingsachterstand,2011,214,11617,0.01842
Ravels,13035,Nee,Personen met betalingsachterstand,2012,236,11648,0.02026
Ravels,13035,Nee,Personen met betalingsachterstand,2013,251,11749,0.02136
Ravels,13035,Nee,Personen met betalingsachterstand,2014,250,11811,0.02117
Ravels,13035,Nee,Personen met betalingsachterstand,2015,253,11888,0.02128
Ravels,13035,Nee,Personen met betalingsachterstand,2016,255,11962,0.02132
Ravels,13035,Nee,Personen met betalingsachterstand,2017,271,12031,0.02253
Ravels,13035,Nee,Personen met betalingsachterstand,2018,236,12152,0.01942
Ravels,13035,Nee,Personen met betalingsachterstand,2019,238,12164,0.01957
Ravels,13035,Nee,Personen met betalingsachterstand,2020,220,12244,0.01797
Ravels,13035,Nee,Personen met betalingsachterstand,2021,205,12244,0.01674
Retie,13036,Nee,Personen met betalingsachterstand,2007,85,8400,0.01012
Retie,13036,Nee,Personen met betalingsachterstand,2008,89,8495,0.01048
Retie,13036,Nee,Personen met betalingsachterstand,2009,93,8565,0.01086
Retie,13036,Nee,Personen met betalingsachterstand,2010,110,8620,0.01276
Retie,13036,Nee,Personen met betalingsachterstand,2011,115,8625,0.01333
Retie,13036,Nee,Personen met betalingsachterstand,2012,141,8669,0.01626
Retie,13036,Nee,Personen met betalingsachterstand,2013,153,8754,0.01748
Retie,13036,Nee,Personen met betalingsachterstand,2014,182,8829,0.02061
Retie,13036,Nee,Personen met betalingsachterstand,2015,176,8945,0.01968
Retie,13036,Nee,Personen met betalingsachterstand,2016,161,9041,0.01781
Retie,13036,Nee,Personen met betalingsachterstand,2017,166,9110,0.01822
Retie,13036,Nee,Personen met betalingsachterstand,2018,145,9222,0.01572
Retie,13036,Nee,Personen met betalingsachterstand,2019,140,9289,0.01507
Retie,13036,Nee,Personen met betalingsachterstand,2020,135,9327,0.01447
Retie,13036,Nee,Personen met betalingsachterstand,2021,123,9327,0.01319
Rijkevorsel,13037,Nee,Personen met betalingsachterstand,2007,124,8629,0.01437
Rijkevorsel,13037,Nee,Personen met betalingsachterstand,2008,146,8759,0.01667
Rijkevorsel,13037,Nee,Personen met betalingsachterstand,2009,168,8850,0.01898
Rijkevorsel,13037,Nee,Personen met betalingsachterstand,2010,179,8846,0.02024
Rijkevorsel,13037,Nee,Personen met betalingsachterstand,2011,185,8991,0.02058
Rijkevorsel,13037,Nee,Personen met betalingsachterstand,2012,173,9046,0.01912
Rijkevorsel,13037,Nee,Personen met betalingsachterstand,2013,187,9109,0.02053
Rijkevorsel,13037,Nee,Personen met betalingsachterstand,2014,180,9224,0.01951
Rijkevorsel,13037,Nee,Personen met betalingsachterstand,2015,212,9336,0.02271
Rijkevorsel,13037,Nee,Personen met betalingsachterstand,2016,226,9429,0.02397
Rijkevorsel,13037,Nee,Personen met betalingsachterstand,2017,198,9483,0.02088
