Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Aantal personen geregistreerd met een betalingsachterstand,Aantal inwoners van 18 jaar en ouder,Procent
Wijnegem,11050,Nee,Personen met betalingsachterstand,2007,88,7232,0.01217
Wijnegem,11050,Nee,Personen met betalingsachterstand,2008,94,7299,0.01288
Wijnegem,11050,Nee,Personen met betalingsachterstand,2009,109,7350,0.01483
Wijnegem,11050,Nee,Personen met betalingsachterstand,2010,101,7424,0.0136
Wijnegem,11050,Nee,Personen met betalingsachterstand,2011,110,7447,0.01477
Wijnegem,11050,Nee,Personen met betalingsachterstand,2012,120,7494,0.01601
Wijnegem,11050,Nee,Personen met betalingsachterstand,2013,130,7503,0.01733
Wijnegem,11050,Nee,Personen met betalingsachterstand,2014,134,7648,0.01752
Wijnegem,11050,Nee,Personen met betalingsachterstand,2015,148,7672,0.01929
Wijnegem,11050,Nee,Personen met betalingsachterstand,2016,155,7890,0.01965
Wijnegem,11050,Nee,Personen met betalingsachterstand,2017,134,7947,0.01686
Wijnegem,11050,Nee,Personen met betalingsachterstand,2018,136,8033,0.01693
Wijnegem,11050,Nee,Personen met betalingsachterstand,2019,131,8152,0.01607
Wijnegem,11050,Nee,Personen met betalingsachterstand,2020,128,8217,0.01558
Wijnegem,11050,Nee,Personen met betalingsachterstand,2021,124,8217,0.01509
Wommelgem,11052,Nee,Personen met betalingsachterstand,2007,144,9737,0.01479
Wommelgem,11052,Nee,Personen met betalingsachterstand,2008,151,9823,0.01537
Wommelgem,11052,Nee,Personen met betalingsachterstand,2009,169,9912,0.01705
Wommelgem,11052,Nee,Personen met betalingsachterstand,2010,161,9984,0.01613
Wommelgem,11052,Nee,Personen met betalingsachterstand,2011,174,9996,0.01741
Wommelgem,11052,Nee,Personen met betalingsachterstand,2012,186,10053,0.0185
Wommelgem,11052,Nee,Personen met betalingsachterstand,2013,196,10120,0.01937
Wommelgem,11052,Nee,Personen met betalingsachterstand,2014,189,10209,0.01851
Wommelgem,11052,Nee,Personen met betalingsachterstand,2015,216,10285,0.021
Wommelgem,11052,Nee,Personen met betalingsachterstand,2016,205,10389,0.01973
Wommelgem,11052,Nee,Personen met betalingsachterstand,2017,217,10490,0.02069
Wommelgem,11052,Nee,Personen met betalingsachterstand,2018,223,10472,0.02129
Wommelgem,11052,Nee,Personen met betalingsachterstand,2019,199,10474,0.019
Wommelgem,11052,Nee,Personen met betalingsachterstand,2020,185,10484,0.01765
Wommelgem,11052,Nee,Personen met betalingsachterstand,2021,185,10484,0.01765
Wuustwezel,11053,Nee,Personen met betalingsachterstand,2007,237,14685,0.01614
Wuustwezel,11053,Nee,Personen met betalingsachterstand,2008,240,14892,0.01612
Wuustwezel,11053,Nee,Personen met betalingsachterstand,2009,210,15076,0.01393
Wuustwezel,11053,Nee,Personen met betalingsachterstand,2010,242,15252,0.01587
Wuustwezel,11053,Nee,Personen met betalingsachterstand,2011,264,15417,0.01712
Wuustwezel,11053,Nee,Personen met betalingsachterstand,2012,278,15594,0.01783
Wuustwezel,11053,Nee,Personen met betalingsachterstand,2013,300,15764,0.01903
Wuustwezel,11053,Nee,Personen met betalingsachterstand,2014,328,16014,0.02048
Wuustwezel,11053,Nee,Personen met betalingsachterstand,2015,339,16178,0.02095
Wuustwezel,11053,Nee,Personen met betalingsachterstand,2016,385,16396,0.02348
Wuustwezel,11053,Nee,Personen met betalingsachterstand,2017,387,16593,0.02332
Wuustwezel,11053,Nee,Personen met betalingsachterstand,2018,368,16913,0.02176
Wuustwezel,11053,Nee,Personen met betalingsachterstand,2019,341,17123,0.01991
Wuustwezel,11053,Nee,Personen met betalingsachterstand,2020,315,17290,0.01822
Wuustwezel,11053,Nee,Personen met betalingsachterstand,2021,297,17290,0.01718
Zandhoven,11054,Nee,Personen met betalingsachterstand,2007,106,9960,0.01064
Zandhoven,11054,Nee,Personen met betalingsachterstand,2008,107,10046,0.01065
Zandhoven,11054,Nee,Personen met betalingsachterstand,2009,119,10111,0.01177
Zandhoven,11054,Nee,Personen met betalingsachterstand,2010,148,10265,0.01442
Zandhoven,11054,Nee,Personen met betalingsachterstand,2011,128,10335,0.01239
Zandhoven,11054,Nee,Personen met betalingsachterstand,2012,147,10443,0.01408
Zandhoven,11054,Nee,Personen met betalingsachterstand,2013,147,10491,0.01401
Zandhoven,11054,Nee,Personen met betalingsachterstand,2014,155,10551,0.01469
Zandhoven,11054,Nee,Personen met betalingsachterstand,2015,170,10604,0.01603
Zandhoven,11054,Nee,Personen met betalingsachterstand,2016,190,10668,0.01781
Zandhoven,11054,Nee,Personen met betalingsachterstand,2017,182,10732,0.01696
Zandhoven,11054,Nee,Personen met betalingsachterstand,2018,172,10754,0.01599
Zandhoven,11054,Nee,Personen met betalingsachterstand,2019,155,10775,0.01439
Zandhoven,11054,Nee,Personen met betalingsachterstand,2020,158,10789,0.01464
Zandhoven,11054,Nee,Personen met betalingsachterstand,2021,148,10789,0.01372
Zoersel,11055,Nee,Personen met betalingsachterstand,2007,128,16774,0.00763
Zoersel,11055,Nee,Personen met betalingsachterstand,2008,147,17019,0.00864
Zoersel,11055,Nee,Personen met betalingsachterstand,2009,171,17125,0.00999
Zoersel,11055,Nee,Personen met betalingsachterstand,2010,187,17302,0.01081
Zoersel,11055,Nee,Personen met betalingsachterstand,2011,204,17448,0.01169
Zoersel,11055,Nee,Personen met betalingsachterstand,2012,211,17516,0.01205
Zoersel,11055,Nee,Personen met betalingsachterstand,2013,212,17597,0.01205
Zoersel,11055,Nee,Personen met betalingsachterstand,2014,194,17782,0.01091
Zoersel,11055,Nee,Personen met betalingsachterstand,2015,231,17875,0.01292
Zoersel,11055,Nee,Personen met betalingsachterstand,2016,234,17972,0.01302
Zoersel,11055,Nee,Personen met betalingsachterstand,2017,200,17922,0.01116
Zoersel,11055,Nee,Personen met betalingsachterstand,2018,220,18060,0.01218
Zoersel,11055,Nee,Personen met betalingsachterstand,2019,219,18176,0.01205
Zoersel,11055,Nee,Personen met betalingsachterstand,2020,181,18211,0.00994
Zoersel,11055,Nee,Personen met betalingsachterstand,2021,192,18211,0.01054
Zwijndrecht,11056,Nee,Personen met betalingsachterstand,2007,315,15061,0.02091
Zwijndrecht,11056,Nee,Personen met betalingsachterstand,2008,335,15121,0.02215
Zwijndrecht,11056,Nee,Personen met betalingsachterstand,2009,337,15172,0.02221
Zwijndrecht,11056,Nee,Personen met betalingsachterstand,2010,356,15232,0.02337
Zwijndrecht,11056,Nee,Personen met betalingsachterstand,2011,365,15249,0.02394
Zwijndrecht,11056,Nee,Personen met betalingsachterstand,2012,388,15300,0.02536
Zwijndrecht,11056,Nee,Personen met betalingsachterstand,2013,411,15395,0.0267
Zwijndrecht,11056,Nee,Personen met betalingsachterstand,2014,378,15409,0.02453
Zwijndrecht,11056,Nee,Personen met betalingsachterstand,2015,382,15380,0.02484
Zwijndrecht,11056,Nee,Personen met betalingsachterstand,2016,398,15362,0.02591
Zwijndrecht,11056,Nee,Personen met betalingsachterstand,2017,365,15319,0.02383
Zwijndrecht,11056,Nee,Personen met betalingsachterstand,2018,375,15313,0.02449
Zwijndrecht,11056,Nee,Personen met betalingsachterstand,2019,359,15303,0.02346
Zwijndrecht,11056,Nee,Personen met betalingsachterstand,2020,342,15356,0.02227
Zwijndrecht,11056,Nee,Personen met betalingsachterstand,2021,279,15356,0.01817
Malle,11057,Nee,Personen met betalingsachterstand,2007,141,11180,0.01261
Malle,11057,Nee,Personen met betalingsachterstand,2008,160,11367,0.01408
Malle,11057,Nee,Personen met betalingsachterstand,2009,199,11512,0.01729
Malle,11057,Nee,Personen met betalingsachterstand,2010,197,11655,0.0169
Malle,11057,Nee,Personen met betalingsachterstand,2011,182,11799,0.01543
Malle,11057,Nee,Personen met betalingsachterstand,2012,203,11973,0.01695
Malle,11057,Nee,Personen met betalingsachterstand,2013,211,12019,0.01756
Malle,11057,Nee,Personen met betalingsachterstand,2014,254,12138,0.02093
Malle,11057,Nee,Personen met betalingsachterstand,2015,255,12237,0.02084
Malle,11057,Nee,Personen met betalingsachterstand,2016,281,12311,0.02283
Malle,11057,Nee,Personen met betalingsachterstand,2017,288,12387,0.02325
Malle,11057,Nee,Personen met betalingsachterstand,2018,260,12593,0.02065
Malle,11057,Nee,Personen met betalingsachterstand,2019,224,12658,0.0177
Malle,11057,Nee,Personen met betalingsachterstand,2020,197,12699,0.01551
Malle,11057,Nee,Personen met betalingsachterstand,2021,223,12699,0.01756
Berlaar,12002,Nee,Personen met betalingsachterstand,2007,128,8675,0.01476
Berlaar,12002,Nee,Personen met betalingsachterstand,2008,124,8756,0.01416
Berlaar,12002,Nee,Personen met betalingsachterstand,2009,135,8810,0.01532
Berlaar,12002,Nee,Personen met betalingsachterstand,2010,128,8840,0.01448
Berlaar,12002,Nee,Personen met betalingsachterstand,2011,142,8904,0.01595
Berlaar,12002,Nee,Personen met betalingsachterstand,2012,144,8942,0.0161
Berlaar,12002,Nee,Personen met betalingsachterstand,2013,137,8963,0.01529
Berlaar,12002,Nee,Personen met betalingsachterstand,2014,161,9083,0.01773
Berlaar,12002,Nee,Personen met betalingsachterstand,2015,162,9133,0.01774
Berlaar,12002,Nee,Personen met betalingsachterstand,2016,174,9288,0.01873
Berlaar,12002,Nee,Personen met betalingsachterstand,2017,163,9389,0.01736
Berlaar,12002,Nee,Personen met betalingsachterstand,2018,167,9432,0.01771
Berlaar,12002,Nee,Personen met betalingsachterstand,2019,171,9504,0.01799
Berlaar,12002,Nee,Personen met betalingsachterstand,2020,175,9524,0.01837
Berlaar,12002,Nee,Personen met betalingsachterstand,2021,165,9524,0.01732
Bonheiden,12005,Nee,Personen met betalingsachterstand,2007,110,11711,0.00939
Bonheiden,12005,Nee,Personen met betalingsachterstand,2008,110,11799,0.00932
Bonheiden,12005,Nee,Personen met betalingsachterstand,2009,115,11852,0.0097
Bonheiden,12005,Nee,Personen met betalingsachterstand,2010,122,11917,0.01024
Bonheiden,12005,Nee,Personen met betalingsachterstand,2011,137,11985,0.01143
Bonheiden,12005,Nee,Personen met betalingsachterstand,2012,134,12076,0.0111
Bonheiden,12005,Nee,Personen met betalingsachterstand,2013,151,12015,0.01257
Bonheiden,12005,Nee,Personen met betalingsachterstand,2014,142,12054,0.01178
Bonheiden,12005,Nee,Personen met betalingsachterstand,2015,152,12055,0.01261
Bonheiden,12005,Nee,Personen met betalingsachterstand,2016,163,12144,0.01342
Bonheiden,12005,Nee,Personen met betalingsachterstand,2017,134,12267,0.01092
Bonheiden,12005,Nee,Personen met betalingsachterstand,2018,138,12283,0.01124
Bonheiden,12005,Nee,Personen met betalingsachterstand,2019,141,12304,0.01146
Bonheiden,12005,Nee,Personen met betalingsachterstand,2020,137,12401,0.01105
Bonheiden,12005,Nee,Personen met betalingsachterstand,2021,126,12401,0.01016
Bornem,12007,Nee,Personen met betalingsachterstand,2007,237,16334,0.01451
Bornem,12007,Nee,Personen met betalingsachterstand,2008,229,16485,0.01389
Bornem,12007,Nee,Personen met betalingsachterstand,2009,242,16551,0.01462
Bornem,12007,Nee,Personen met betalingsachterstand,2010,253,16730,0.01512
Bornem,12007,Nee,Personen met betalingsachterstand,2011,257,16879,0.01523
Bornem,12007,Nee,Personen met betalingsachterstand,2012,276,16900,0.01633
Bornem,12007,Nee,Personen met betalingsachterstand,2013,264,17000,0.01553
Bornem,12007,Nee,Personen met betalingsachterstand,2014,284,17118,0.01659
Bornem,12007,Nee,Personen met betalingsachterstand,2015,318,17262,0.01842
Bornem,12007,Nee,Personen met betalingsachterstand,2016,312,17395,0.01794
Bornem,12007,Nee,Personen met betalingsachterstand,2017,276,17442,0.01582
Bornem,12007,Nee,Personen met betalingsachterstand,2018,275,17609,0.01562
Bornem,12007,Nee,Personen met betalingsachterstand,2019,264,17664,0.01495
Bornem,12007,Nee,Personen met betalingsachterstand,2020,280,17749,0.01578
Bornem,12007,Nee,Personen met betalingsachterstand,2021,259,17749,0.01459
Duffel,12009,Nee,Personen met betalingsachterstand,2007,236,13070,0.01806
Duffel,12009,Nee,Personen met betalingsachterstand,2008,243,13272,0.01831
Duffel,12009,Nee,Personen met betalingsachterstand,2009,255,13408,0.01902
Duffel,12009,Nee,Personen met betalingsachterstand,2010,252,13537,0.01862
Duffel,12009,Nee,Personen met betalingsachterstand,2011,252,13664,0.01844
Duffel,12009,Nee,Personen met betalingsachterstand,2012,276,13733,0.0201
Duffel,12009,Nee,Personen met betalingsachterstand,2013,267,13780,0.01938
Duffel,12009,Nee,Personen met betalingsachterstand,2014,262,13808,0.01897
Duffel,12009,Nee,Personen met betalingsachterstand,2015,255,13983,0.01824
Duffel,12009,Nee,Personen met betalingsachterstand,2016,255,13987,0.01823
Duffel,12009,Nee,Personen met betalingsachterstand,2017,252,14109,0.01786
Duffel,12009,Nee,Personen met betalingsachterstand,2018,254,14178,0.01792
Duffel,12009,Nee,Personen met betalingsachterstand,2019,244,14323,0.01704
Duffel,12009,Nee,Personen met betalingsachterstand,2020,236,14368,0.01643
Duffel,12009,Nee,Personen met betalingsachterstand,2021,222,14368,0.01545
Heist-op-den-Berg,12014,Nee,Personen met betalingsachterstand,2007,517,31976,0.01617
Heist-op-den-Berg,12014,Nee,Personen met betalingsachterstand,2008,542,32302,0.01678
Heist-op-den-Berg,12014,Nee,Personen met betalingsachterstand,2009,562,32527,0.01728
Heist-op-den-Berg,12014,Nee,Personen met betalingsachterstand,2010,579,32860,0.01762
Heist-op-den-Berg,12014,Nee,Personen met betalingsachterstand,2011,574,33150,0.01732
Heist-op-den-Berg,12014,Nee,Personen met betalingsachterstand,2012,604,33534,0.01801
Heist-op-den-Berg,12014,Nee,Personen met betalingsachterstand,2013,623,33907,0.01837
Heist-op-den-Berg,12014,Nee,Personen met betalingsachterstand,2014,627,34291,0.01828
Heist-op-den-Berg,12014,Nee,Personen met betalingsachterstand,2015,638,34576,0.01845
Heist-op-den-Berg,12014,Nee,Personen met betalingsachterstand,2016,705,34887,0.02021
Heist-op-den-Berg,12014,Nee,Personen met betalingsachterstand,2017,702,34943,0.02009
Heist-op-den-Berg,12014,Nee,Personen met betalingsachterstand,2018,664,35155,0.01889
Heist-op-den-Berg,12014,Nee,Personen met betalingsachterstand,2019,653,35375,0.01846
Heist-op-den-Berg,12014,Nee,Personen met betalingsachterstand,2020,570,35519,0.01605
Heist-op-den-Berg,12014,Nee,Personen met betalingsachterstand,2021,549,35519,0.01546
Lier,12021,Nee,Personen met betalingsachterstand,2007,580,27149,0.02136
Lier,12021,Nee,Personen met betalingsachterstand,2008,612,27393,0.02234
Lier,12021,Nee,Personen met betalingsachterstand,2009,641,27568,0.02325
Lier,12021,Nee,Personen met betalingsachterstand,2010,688,27783,0.02476
Lier,12021,Nee,Personen met betalingsachterstand,2011,688,27929,0.02463
Lier,12021,Nee,Personen met betalingsachterstand,2012,720,28124,0.0256
Lier,12021,Nee,Personen met betalingsachterstand,2013,689,28133,0.02449
Lier,12021,Nee,Personen met betalingsachterstand,2014,730,28381,0.02572
Lier,12021,Nee,Personen met betalingsachterstand,2015,734,28617,0.02565
Lier,12021,Nee,Personen met betalingsachterstand,2016,752,28983,0.02595
Lier,12021,Nee,Personen met betalingsachterstand,2017,721,29360,0.02456
Lier,12021,Nee,Personen met betalingsachterstand,2018,722,29731,0.02428
Lier,12021,Nee,Personen met betalingsachterstand,2019,753,30049,0.02506
Lier,12021,Nee,Personen met betalingsachterstand,2020,690,30283,0.02279
Lier,12021,Nee,Personen met betalingsachterstand,2021,635,30283,0.02097
Mechelen,12025,Ja,Personen met betalingsachterstand,2007,1952,62630,0.03117
Mechelen,12025,Ja,Personen met betalingsachterstand,2008,2018,63185,0.03194
Mechelen,12025,Ja,Personen met betalingsachterstand,2009,2036,63675,0.03197
Mechelen,12025,Ja,Personen met betalingsachterstand,2010,1984,64405,0.03081
Mechelen,12025,Ja,Personen met betalingsachterstand,2011,2001,64585,0.03098
Mechelen,12025,Ja,Personen met betalingsachterstand,2012,1988,64687,0.03073
Mechelen,12025,Ja,Personen met betalingsachterstand,2013,1965,65025,0.03022
Mechelen,12025,Ja,Personen met betalingsachterstand,2014,1953,65604,0.02977
Mechelen,12025,Ja,Personen met betalingsachterstand,2015,1974,65984,0.02992
Mechelen,12025,Ja,Personen met betalingsachterstand,2016,2046,66743,0.03065
Mechelen,12025,Ja,Personen met betalingsachterstand,2017,1981,67247,0.02946
Mechelen,12025,Ja,Personen met betalingsachterstand,2018,1846,67564,0.02732
Mechelen,12025,Ja,Personen met betalingsachterstand,2019,1666,67852,0.02455
Mechelen,12025,Ja,Personen met betalingsachterstand,2020,1558,67968,0.02292
Mechelen,12025,Ja,Personen met betalingsachterstand,2021,1408,67968,0.02072
Nijlen,12026,Nee,Personen met betalingsachterstand,2007,204,17098,0.01193
Nijlen,12026,Nee,Personen met betalingsachterstand,2008,188,17270,0.01089
Nijlen,12026,Nee,Personen met betalingsachterstand,2009,215,17448,0.01232
Nijlen,12026,Nee,Personen met betalingsachterstand,2010,218,17693,0.01232
Nijlen,12026,Nee,Personen met betalingsachterstand,2011,262,17847,0.01468
Nijlen,12026,Nee,Personen met betalingsachterstand,2012,250,17969,0.01391
Nijlen,12026,Nee,Personen met betalingsachterstand,2013,241,18064,0.01334
Nijlen,12026,Nee,Personen met betalingsachterstand,2014,271,18199,0.01489
Nijlen,12026,Nee,Personen met betalingsachterstand,2015,287,18321,0.01567
Nijlen,12026,Nee,Personen met betalingsachterstand,2016,264,18357,0.01438
Nijlen,12026,Nee,Personen met betalingsachterstand,2017,269,18460,0.01457
Nijlen,12026,Nee,Personen met betalingsachterstand,2018,256,18634,0.01374
Nijlen,12026,Nee,Personen met betalingsachterstand,2019,256,18622,0.01375
Nijlen,12026,Nee,Personen met betalingsachterstand,2020,224,18669,0.012
Nijlen,12026,Nee,Personen met betalingsachterstand,2021,213,18669,0.01141
Putte,12029,Nee,Personen met betalingsachterstand,2007,193,13006,0.01484
Putte,12029,Nee,Personen met betalingsachterstand,2008,208,13171,0.01579
Putte,12029,Nee,Personen met betalingsachterstand,2009,222,13400,0.01657
Putte,12029,Nee,Personen met betalingsachterstand,2010,228,13579,0.01679
Putte,12029,Nee,Personen met betalingsachterstand,2011,257,13701,0.01876
Putte,12029,Nee,Personen met betalingsachterstand,2012,257,13849,0.01856
Putte,12029,Nee,Personen met betalingsachterstand,2013,260,14013,0.01855
Putte,12029,Nee,Personen met betalingsachterstand,2014,255,14059,0.01814
Putte,12029,Nee,Personen met betalingsachterstand,2015,276,14097,0.01958
Putte,12029,Nee,Personen met betalingsachterstand,2016,267,14221,0.01878
Putte,12029,Nee,Personen met betalingsachterstand,2017,268,14376,0.01864
Putte,12029,Nee,Personen met betalingsachterstand,2018,247,14512,0.01702
