Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Aantal fiscale aangiften met een netto belastbaar inkomen hoger dan 50.000 euro,Aantal fiscale aangiften,Procent
Hove,11021,Nee,Aangiften groter dan 50.000 Euro,2020,1502,4486,0.334819
Kalmthout,11022,Nee,Aangiften groter dan 50.000 Euro,2001,934,7684,0.121551
Kalmthout,11022,Nee,Aangiften groter dan 50.000 Euro,2002,980,8128,0.120571
Kalmthout,11022,Nee,Aangiften groter dan 50.000 Euro,2003,1091,9175,0.11891
Kalmthout,11022,Nee,Aangiften groter dan 50.000 Euro,2004,1164,9218,0.126275
Kalmthout,11022,Nee,Aangiften groter dan 50.000 Euro,2005,1218,9334,0.130491
Kalmthout,11022,Nee,Aangiften groter dan 50.000 Euro,2006,1348,9525,0.141522
Kalmthout,11022,Nee,Aangiften groter dan 50.000 Euro,2007,1454,9655,0.150596
Kalmthout,11022,Nee,Aangiften groter dan 50.000 Euro,2008,1579,9652,0.163593
Kalmthout,11022,Nee,Aangiften groter dan 50.000 Euro,2009,1622,9700,0.167216
Kalmthout,11022,Nee,Aangiften groter dan 50.000 Euro,2010,1687,9861,0.171078
Kalmthout,11022,Nee,Aangiften groter dan 50.000 Euro,2011,1791,9896,0.180982
Kalmthout,11022,Nee,Aangiften groter dan 50.000 Euro,2012,1929,9788,0.197078
Kalmthout,11022,Nee,Aangiften groter dan 50.000 Euro,2013,2019,9835,0.205287
Kalmthout,11022,Nee,Aangiften groter dan 50.000 Euro,2014,2199,9881,0.222548
Kalmthout,11022,Nee,Aangiften groter dan 50.000 Euro,2015,2242,10129,0.221345
Kalmthout,11022,Nee,Aangiften groter dan 50.000 Euro,2016,2324,10175,0.228403
Kalmthout,11022,Nee,Aangiften groter dan 50.000 Euro,2017,2438,10348,0.235601
Kalmthout,11022,Nee,Aangiften groter dan 50.000 Euro,2018,2601,10378,0.250626
Kalmthout,11022,Nee,Aangiften groter dan 50.000 Euro,2019,2708,10401,0.26036
Kalmthout,11022,Nee,Aangiften groter dan 50.000 Euro,2020,2877,10463,0.274969
Kapellen,11023,Nee,Aangiften groter dan 50.000 Euro,2001,1744,12467,0.139889
Kapellen,11023,Nee,Aangiften groter dan 50.000 Euro,2002,1902,12709,0.149658
Kapellen,11023,Nee,Aangiften groter dan 50.000 Euro,2003,1969,13683,0.143901
Kapellen,11023,Nee,Aangiften groter dan 50.000 Euro,2004,2127,14222,0.149557
Kapellen,11023,Nee,Aangiften groter dan 50.000 Euro,2005,2240,14370,0.15588
Kapellen,11023,Nee,Aangiften groter dan 50.000 Euro,2006,2392,14644,0.163343
Kapellen,11023,Nee,Aangiften groter dan 50.000 Euro,2007,2524,14851,0.169955
Kapellen,11023,Nee,Aangiften groter dan 50.000 Euro,2008,2694,14996,0.179648
Kapellen,11023,Nee,Aangiften groter dan 50.000 Euro,2009,2802,15036,0.186353
Kapellen,11023,Nee,Aangiften groter dan 50.000 Euro,2010,2834,15137,0.187223
Kapellen,11023,Nee,Aangiften groter dan 50.000 Euro,2011,2956,15086,0.195943
Kapellen,11023,Nee,Aangiften groter dan 50.000 Euro,2012,3181,14860,0.214065
Kapellen,11023,Nee,Aangiften groter dan 50.000 Euro,2013,3275,14912,0.219622
Kapellen,11023,Nee,Aangiften groter dan 50.000 Euro,2014,3566,15011,0.237559
Kapellen,11023,Nee,Aangiften groter dan 50.000 Euro,2015,3628,15041,0.241207
Kapellen,11023,Nee,Aangiften groter dan 50.000 Euro,2016,3712,15079,0.24617
Kapellen,11023,Nee,Aangiften groter dan 50.000 Euro,2017,3855,15063,0.255925
Kapellen,11023,Nee,Aangiften groter dan 50.000 Euro,2018,4008,15119,0.265097
Kapellen,11023,Nee,Aangiften groter dan 50.000 Euro,2019,4146,15170,0.273303
Kapellen,11023,Nee,Aangiften groter dan 50.000 Euro,2020,4313,15195,0.283843
Kontich,11024,Nee,Aangiften groter dan 50.000 Euro,2001,1410,9642,0.146235
Kontich,11024,Nee,Aangiften groter dan 50.000 Euro,2002,1569,10008,0.156775
Kontich,11024,Nee,Aangiften groter dan 50.000 Euro,2003,1679,10066,0.166799
Kontich,11024,Nee,Aangiften groter dan 50.000 Euro,2004,1723,10575,0.162931
Kontich,11024,Nee,Aangiften groter dan 50.000 Euro,2005,1811,10821,0.16736
Kontich,11024,Nee,Aangiften groter dan 50.000 Euro,2006,1886,11170,0.168845
Kontich,11024,Nee,Aangiften groter dan 50.000 Euro,2007,1991,11332,0.175697
Kontich,11024,Nee,Aangiften groter dan 50.000 Euro,2008,2158,11508,0.187522
Kontich,11024,Nee,Aangiften groter dan 50.000 Euro,2009,2209,11314,0.195245
Kontich,11024,Nee,Aangiften groter dan 50.000 Euro,2010,2240,11625,0.192688
Kontich,11024,Nee,Aangiften groter dan 50.000 Euro,2011,2403,11725,0.204947
Kontich,11024,Nee,Aangiften groter dan 50.000 Euro,2012,2551,11629,0.219365
Kontich,11024,Nee,Aangiften groter dan 50.000 Euro,2013,2644,11624,0.22746
Kontich,11024,Nee,Aangiften groter dan 50.000 Euro,2014,2860,11571,0.24717
Kontich,11024,Nee,Aangiften groter dan 50.000 Euro,2015,2910,11638,0.250043
Kontich,11024,Nee,Aangiften groter dan 50.000 Euro,2016,2952,11697,0.252372
Kontich,11024,Nee,Aangiften groter dan 50.000 Euro,2017,3098,11763,0.263368
Kontich,11024,Nee,Aangiften groter dan 50.000 Euro,2018,3224,11882,0.271335
Kontich,11024,Nee,Aangiften groter dan 50.000 Euro,2019,3326,11893,0.27966
Kontich,11024,Nee,Aangiften groter dan 50.000 Euro,2020,3443,11866,0.290157
Lint,11025,Nee,Aangiften groter dan 50.000 Euro,2001,546,3846,0.141966
Lint,11025,Nee,Aangiften groter dan 50.000 Euro,2002,612,3685,0.166079
Lint,11025,Nee,Aangiften groter dan 50.000 Euro,2003,652,3744,0.174145
Lint,11025,Nee,Aangiften groter dan 50.000 Euro,2004,660,4010,0.164589
Lint,11025,Nee,Aangiften groter dan 50.000 Euro,2005,689,4284,0.160831
Lint,11025,Nee,Aangiften groter dan 50.000 Euro,2006,736,4372,0.168344
Lint,11025,Nee,Aangiften groter dan 50.000 Euro,2007,791,4509,0.175427
Lint,11025,Nee,Aangiften groter dan 50.000 Euro,2008,878,4576,0.191871
Lint,11025,Nee,Aangiften groter dan 50.000 Euro,2009,941,4598,0.204654
Lint,11025,Nee,Aangiften groter dan 50.000 Euro,2010,989,4725,0.209312
Lint,11025,Nee,Aangiften groter dan 50.000 Euro,2011,1063,4765,0.223085
Lint,11025,Nee,Aangiften groter dan 50.000 Euro,2012,1130,4745,0.238145
Lint,11025,Nee,Aangiften groter dan 50.000 Euro,2013,1166,4801,0.242866
Lint,11025,Nee,Aangiften groter dan 50.000 Euro,2014,1262,4795,0.263191
Lint,11025,Nee,Aangiften groter dan 50.000 Euro,2015,1268,4851,0.261389
Lint,11025,Nee,Aangiften groter dan 50.000 Euro,2016,1277,4844,0.263625
