Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Aantal personen van 0 tot en met 59 jaar dat leeft in een gezin met zeer lage werkintensiteit,Aantal inwoners van 0 tot en met 59 jaar (KSZ-cijfers),Procent
Oostkamp,31022,Nee,Personen in gezin met zeer lage werkintensiteit,2011,865,16836,0.051378
Oostkamp,31022,Nee,Personen in gezin met zeer lage werkintensiteit,2012,853,16921,0.0504107
Oostkamp,31022,Nee,Personen in gezin met zeer lage werkintensiteit,2013,858,17015,0.0504261
Oostkamp,31022,Nee,Personen in gezin met zeer lage werkintensiteit,2014,881,16996,0.0518357
Oostkamp,31022,Nee,Personen in gezin met zeer lage werkintensiteit,2015,896,16981,0.0527649
Oostkamp,31022,Nee,Personen in gezin met zeer lage werkintensiteit,2016,876,16900,0.0518343
Oostkamp,31022,Nee,Personen in gezin met zeer lage werkintensiteit,2017,827,16912,0.0489002
Oostkamp,31022,Nee,Personen in gezin met zeer lage werkintensiteit,2018,814,17076,0.0476692
Oostkamp,31022,Nee,Personen in gezin met zeer lage werkintensiteit,2019,696,17139,0.0406091
Oostkamp,31022,Nee,Personen in gezin met zeer lage werkintensiteit,2020,746,17104,0.0436155
Torhout,31033,Nee,Personen in gezin met zeer lage werkintensiteit,2009,929,14811,0.0627237
Torhout,31033,Nee,Personen in gezin met zeer lage werkintensiteit,2010,1090,14828,0.0735096
Torhout,31033,Nee,Personen in gezin met zeer lage werkintensiteit,2011,988,14830,0.0666217
Torhout,31033,Nee,Personen in gezin met zeer lage werkintensiteit,2012,995,14866,0.0669313
Torhout,31033,Nee,Personen in gezin met zeer lage werkintensiteit,2013,1084,14915,0.0726785
Torhout,31033,Nee,Personen in gezin met zeer lage werkintensiteit,2014,1067,14894,0.0716396
Torhout,31033,Nee,Personen in gezin met zeer lage werkintensiteit,2015,1083,14780,0.0732747
Torhout,31033,Nee,Personen in gezin met zeer lage werkintensiteit,2016,1152,14826,0.0777013
Torhout,31033,Nee,Personen in gezin met zeer lage werkintensiteit,2017,1065,14710,0.0723997
Torhout,31033,Nee,Personen in gezin met zeer lage werkintensiteit,2018,1042,14623,0.0712576
Torhout,31033,Nee,Personen in gezin met zeer lage werkintensiteit,2019,1002,14466,0.0692659
Torhout,31033,Nee,Personen in gezin met zeer lage werkintensiteit,2020,1016,14363,0.0707373
Zedelgem,31040,Nee,Personen in gezin met zeer lage werkintensiteit,2009,983,17009,0.0577929
Zedelgem,31040,Nee,Personen in gezin met zeer lage werkintensiteit,2010,992,16991,0.0583839
Zedelgem,31040,Nee,Personen in gezin met zeer lage werkintensiteit,2011,1048,17050,0.0614663
Zedelgem,31040,Nee,Personen in gezin met zeer lage werkintensiteit,2012,973,16917,0.0575161
Zedelgem,31040,Nee,Personen in gezin met zeer lage werkintensiteit,2013,947,16815,0.0563188
Zedelgem,31040,Nee,Personen in gezin met zeer lage werkintensiteit,2014,902,16697,0.0540217
Zedelgem,31040,Nee,Personen in gezin met zeer lage werkintensiteit,2015,959,16670,0.0575285
Zedelgem,31040,Nee,Personen in gezin met zeer lage werkintensiteit,2016,902,16661,0.0541384
Zedelgem,31040,Nee,Personen in gezin met zeer lage werkintensiteit,2017,810,16564,0.0489012
Zedelgem,31040,Nee,Personen in gezin met zeer lage werkintensiteit,2018,813,16512,0.0492369
Zedelgem,31040,Nee,Personen in gezin met zeer lage werkintensiteit,2019,707,16544,0.0427345
Zedelgem,31040,Nee,Personen in gezin met zeer lage werkintensiteit,2020,671,16473,0.0407333
Zuienkerke,31042,Nee,Personen in gezin met zeer lage werkintensiteit,2009,89,2171,0.0409949
Zuienkerke,31042,Nee,Personen in gezin met zeer lage werkintensiteit,2010,103,2156,0.0477737
Zuienkerke,31042,Nee,Personen in gezin met zeer lage werkintensiteit,2011,105,2108,0.0498102
Zuienkerke,31042,Nee,Personen in gezin met zeer lage werkintensiteit,2012,94,2102,0.0447193
Zuienkerke,31042,Nee,Personen in gezin met zeer lage werkintensiteit,2013,95,2074,0.0458052
Zuienkerke,31042,Nee,Personen in gezin met zeer lage werkintensiteit,2014,115,2036,0.0564833
Zuienkerke,31042,Nee,Personen in gezin met zeer lage werkintensiteit,2015,105,1995,0.0526316
Zuienkerke,31042,Nee,Personen in gezin met zeer lage werkintensiteit,2016,82,1940,0.042268
Zuienkerke,31042,Nee,Personen in gezin met zeer lage werkintensiteit,2017,101,1969,0.0512951
Zuienkerke,31042,Nee,Personen in gezin met zeer lage werkintensiteit,2018,102,1913,0.0533194
Zuienkerke,31042,Nee,Personen in gezin met zeer lage werkintensiteit,2019,93,1887,0.0492846
Zuienkerke,31042,Nee,Personen in gezin met zeer lage werkintensiteit,2020,93,1875,0.0496
Knokke-Heist,31043,Nee,Personen in gezin met zeer lage werkintensiteit,2009,2119,21189,0.100005
Knokke-Heist,31043,Nee,Personen in gezin met zeer lage werkintensiteit,2010,2200,20879,0.105369
Knokke-Heist,31043,Nee,Personen in gezin met zeer lage werkintensiteit,2011,2195,20742,0.105824
Knokke-Heist,31043,Nee,Personen in gezin met zeer lage werkintensiteit,2012,2159,20537,0.105127
Knokke-Heist,31043,Nee,Personen in gezin met zeer lage werkintensiteit,2013,2111,20070,0.105182
Knokke-Heist,31043,Nee,Personen in gezin met zeer lage werkintensiteit,2014,2077,19701,0.105426
Knokke-Heist,31043,Nee,Personen in gezin met zeer lage werkintensiteit,2015,2095,19414,0.107912
Knokke-Heist,31043,Nee,Personen in gezin met zeer lage werkintensiteit,2016,2086,19090,0.109272
Knokke-Heist,31043,Nee,Personen in gezin met zeer lage werkintensiteit,2017,1916,18791,0.101964
Knokke-Heist,31043,Nee,Personen in gezin met zeer lage werkintensiteit,2018,1804,18545,0.0972769
Knokke-Heist,31043,Nee,Personen in gezin met zeer lage werkintensiteit,2019,1733,18417,0.0940978
Knokke-Heist,31043,Nee,Personen in gezin met zeer lage werkintensiteit,2020,1625,18167,0.0894479
Diksmuide,32003,Nee,Personen in gezin met zeer lage werkintensiteit,2009,808,12142,0.0665459
Diksmuide,32003,Nee,Personen in gezin met zeer lage werkintensiteit,2010,857,12209,0.0701941
Diksmuide,32003,Nee,Personen in gezin met zeer lage werkintensiteit,2011,835,12217,0.0683474
Diksmuide,32003,Nee,Personen in gezin met zeer lage werkintensiteit,2012,907,12247,0.074059
Diksmuide,32003,Nee,Personen in gezin met zeer lage werkintensiteit,2013,948,12236,0.0774763
Diksmuide,32003,Nee,Personen in gezin met zeer lage werkintensiteit,2014,974,12209,0.0797772
Diksmuide,32003,Nee,Personen in gezin met zeer lage werkintensiteit,2015,982,12119,0.0810298
Diksmuide,32003,Nee,Personen in gezin met zeer lage werkintensiteit,2016,1003,12098,0.0829063
Diksmuide,32003,Nee,Personen in gezin met zeer lage werkintensiteit,2017,941,12170,0.0773213
Diksmuide,32003,Nee,Personen in gezin met zeer lage werkintensiteit,2018,887,12132,0.0731124
Diksmuide,32003,Nee,Personen in gezin met zeer lage werkintensiteit,2019,875,12060,0.0725539
Diksmuide,32003,Nee,Personen in gezin met zeer lage werkintensiteit,2020,890,12067,0.0737549
Houthulst,32006,Nee,Personen in gezin met zeer lage werkintensiteit,2009,522,7198,0.0725201
Houthulst,32006,Nee,Personen in gezin met zeer lage werkintensiteit,2010,539,7322,0.0736138
Houthulst,32006,Nee,Personen in gezin met zeer lage werkintensiteit,2011,564,7376,0.0764642
Houthulst,32006,Nee,Personen in gezin met zeer lage werkintensiteit,2012,484,7413,0.0652907
Houthulst,32006,Nee,Personen in gezin met zeer lage werkintensiteit,2013,503,7551,0.0666137
Houthulst,32006,Nee,Personen in gezin met zeer lage werkintensiteit,2014,523,7562,0.0691616
Houthulst,32006,Nee,Personen in gezin met zeer lage werkintensiteit,2015,546,7614,0.07171
Houthulst,32006,Nee,Personen in gezin met zeer lage werkintensiteit,2016,538,7610,0.0706965
Houthulst,32006,Nee,Personen in gezin met zeer lage werkintensiteit,2017,467,7590,0.0615283
Houthulst,32006,Nee,Personen in gezin met zeer lage werkintensiteit,2018,485,7591,0.0638915
Houthulst,32006,Nee,Personen in gezin met zeer lage werkintensiteit,2019,433,7578,0.0571391
Houthulst,32006,Nee,Personen in gezin met zeer lage werkintensiteit,2020,428,7556,0.0566437
Koekelare,32010,Nee,Personen in gezin met zeer lage werkintensiteit,2009,472,6334,0.0745185
Koekelare,32010,Nee,Personen in gezin met zeer lage werkintensiteit,2010,540,6370,0.0847724
Koekelare,32010,Nee,Personen in gezin met zeer lage werkintensiteit,2011,526,6366,0.0826265
Koekelare,32010,Nee,Personen in gezin met zeer lage werkintensiteit,2012,484,6428,0.0752956
Koekelare,32010,Nee,Personen in gezin met zeer lage werkintensiteit,2013,492,6432,0.0764925
Koekelare,32010,Nee,Personen in gezin met zeer lage werkintensiteit,2014,490,6422,0.0763002
Koekelare,32010,Nee,Personen in gezin met zeer lage werkintensiteit,2015,507,6421,0.0789597
Koekelare,32010,Nee,Personen in gezin met zeer lage werkintensiteit,2016,510,6409,0.0795756
Koekelare,32010,Nee,Personen in gezin met zeer lage werkintensiteit,2017,475,6347,0.0748385
Koekelare,32010,Nee,Personen in gezin met zeer lage werkintensiteit,2018,444,6343,0.0699984
Koekelare,32010,Nee,Personen in gezin met zeer lage werkintensiteit,2019,387,6289,0.061536
Koekelare,32010,Nee,Personen in gezin met zeer lage werkintensiteit,2020,361,6231,0.0579361
Kortemark,32011,Nee,Personen in gezin met zeer lage werkintensiteit,2009,610,8934,0.0682785
Kortemark,32011,Nee,Personen in gezin met zeer lage werkintensiteit,2010,587,8917,0.0658293
Kortemark,32011,Nee,Personen in gezin met zeer lage werkintensiteit,2011,574,8992,0.0638345
Kortemark,32011,Nee,Personen in gezin met zeer lage werkintensiteit,2012,615,9064,0.0678508
Kortemark,32011,Nee,Personen in gezin met zeer lage werkintensiteit,2013,582,9022,0.064509
Kortemark,32011,Nee,Personen in gezin met zeer lage werkintensiteit,2014,615,8986,0.0684398
Kortemark,32011,Nee,Personen in gezin met zeer lage werkintensiteit,2015,616,8999,0.0684521
Kortemark,32011,Nee,Personen in gezin met zeer lage werkintensiteit,2016,608,9021,0.0673983
Kortemark,32011,Nee,Personen in gezin met zeer lage werkintensiteit,2017,629,9056,0.0694567
Kortemark,32011,Nee,Personen in gezin met zeer lage werkintensiteit,2018,614,9120,0.0673246
Kortemark,32011,Nee,Personen in gezin met zeer lage werkintensiteit,2019,562,9086,0.0618534
Kortemark,32011,Nee,Personen in gezin met zeer lage werkintensiteit,2020,537,9082,0.0591279
Lo-Reninge,32030,Nee,Personen in gezin met zeer lage werkintensiteit,2009,124,2495,0.0496994
Lo-Reninge,32030,Nee,Personen in gezin met zeer lage werkintensiteit,2010,124,2484,0.0499195
Lo-Reninge,32030,Nee,Personen in gezin met zeer lage werkintensiteit,2011,129,2486,0.0518906
Lo-Reninge,32030,Nee,Personen in gezin met zeer lage werkintensiteit,2012,126,2460,0.0512195
Lo-Reninge,32030,Nee,Personen in gezin met zeer lage werkintensiteit,2013,123,2498,0.0492394
Lo-Reninge,32030,Nee,Personen in gezin met zeer lage werkintensiteit,2014,124,2472,0.0501618
Lo-Reninge,32030,Nee,Personen in gezin met zeer lage werkintensiteit,2015,101,2433,0.0415125
Lo-Reninge,32030,Nee,Personen in gezin met zeer lage werkintensiteit,2016,105,2438,0.0430681
Lo-Reninge,32030,Nee,Personen in gezin met zeer lage werkintensiteit,2017,105,2448,0.0428922
Lo-Reninge,32030,Nee,Personen in gezin met zeer lage werkintensiteit,2018,136,2442,0.0556921
Lo-Reninge,32030,Nee,Personen in gezin met zeer lage werkintensiteit,2019,120,2439,0.0492005
Lo-Reninge,32030,Nee,Personen in gezin met zeer lage werkintensiteit,2020,140,2446,0.0572363
Ieper,33011,Nee,Personen in gezin met zeer lage werkintensiteit,2009,2134,25593,0.0833822
Ieper,33011,Nee,Personen in gezin met zeer lage werkintensiteit,2010,2379,25579,0.093006
Ieper,33011,Nee,Personen in gezin met zeer lage werkintensiteit,2011,2442,25641,0.0952381
Ieper,33011,Nee,Personen in gezin met zeer lage werkintensiteit,2012,2383,25585,0.0931405
Ieper,33011,Nee,Personen in gezin met zeer lage werkintensiteit,2013,2413,25454,0.0947985
Ieper,33011,Nee,Personen in gezin met zeer lage werkintensiteit,2014,2414,25269,0.0955321
Ieper,33011,Nee,Personen in gezin met zeer lage werkintensiteit,2015,2450,25107,0.0975823
Ieper,33011,Nee,Personen in gezin met zeer lage werkintensiteit,2016,2418,24928,0.0969994
Ieper,33011,Nee,Personen in gezin met zeer lage werkintensiteit,2017,2213,24738,0.0894575
Ieper,33011,Nee,Personen in gezin met zeer lage werkintensiteit,2018,2025,24462,0.0827815
Ieper,33011,Nee,Personen in gezin met zeer lage werkintensiteit,2019,2051,24240,0.0846122
Ieper,33011,Nee,Personen in gezin met zeer lage werkintensiteit,2020,2031,24231,0.0838182
Mesen,33016,Nee,Personen in gezin met zeer lage werkintensiteit,2009,148,719,0.205841
Mesen,33016,Nee,Personen in gezin met zeer lage werkintensiteit,2010,178,720,0.247222
Mesen,33016,Nee,Personen in gezin met zeer lage werkintensiteit,2011,173,720,0.240278
Mesen,33016,Nee,Personen in gezin met zeer lage werkintensiteit,2012,173,712,0.242978
Mesen,33016,Nee,Personen in gezin met zeer lage werkintensiteit,2013,175,733,0.238745
Mesen,33016,Nee,Personen in gezin met zeer lage werkintensiteit,2014,177,793,0.223203
Mesen,33016,Nee,Personen in gezin met zeer lage werkintensiteit,2015,177,787,0.224905
Mesen,33016,Nee,Personen in gezin met zeer lage werkintensiteit,2016,200,811,0.246609
Mesen,33016,Nee,Personen in gezin met zeer lage werkintensiteit,2017,172,805,0.213665
Mesen,33016,Nee,Personen in gezin met zeer lage werkintensiteit,2018,172,793,0.216898
Mesen,33016,Nee,Personen in gezin met zeer lage werkintensiteit,2019,169,810,0.208642
Mesen,33016,Nee,Personen in gezin met zeer lage werkintensiteit,2020,164,793,0.20681
Poperinge,33021,Nee,Personen in gezin met zeer lage werkintensiteit,2009,1038,14848,0.0699084
Poperinge,33021,Nee,Personen in gezin met zeer lage werkintensiteit,2010,1170,14776,0.0791825
Poperinge,33021,Nee,Personen in gezin met zeer lage werkintensiteit,2011,1169,14762,0.0791898
Poperinge,33021,Nee,Personen in gezin met zeer lage werkintensiteit,2012,1080,14677,0.0735845
Poperinge,33021,Nee,Personen in gezin met zeer lage werkintensiteit,2013,1085,14532,0.0746628
Poperinge,33021,Nee,Personen in gezin met zeer lage werkintensiteit,2014,1148,14440,0.0795014
Poperinge,33021,Nee,Personen in gezin met zeer lage werkintensiteit,2015,1110,14426,0.0769444
Poperinge,33021,Nee,Personen in gezin met zeer lage werkintensiteit,2016,1049,14168,0.0740401
Poperinge,33021,Nee,Personen in gezin met zeer lage werkintensiteit,2017,1076,14074,0.076453
Poperinge,33021,Nee,Personen in gezin met zeer lage werkintensiteit,2018,1094,14002,0.0781317
Poperinge,33021,Nee,Personen in gezin met zeer lage werkintensiteit,2019,1026,13866,0.0739939
Poperinge,33021,Nee,Personen in gezin met zeer lage werkintensiteit,2020,958,13767,0.0695867
Wervik,33029,Nee,Personen in gezin met zeer lage werkintensiteit,2009,1131,13461,0.0840205
Wervik,33029,Nee,Personen in gezin met zeer lage werkintensiteit,2010,1269,13507,0.0939513
Wervik,33029,Nee,Personen in gezin met zeer lage werkintensiteit,2011,1260,13557,0.0929409
Wervik,33029,Nee,Personen in gezin met zeer lage werkintensiteit,2012,1272,13617,0.0934126
Wervik,33029,Nee,Personen in gezin met zeer lage werkintensiteit,2013,1329,13585,0.0978285
Wervik,33029,Nee,Personen in gezin met zeer lage werkintensiteit,2014,1389,13545,0.102547
Wervik,33029,Nee,Personen in gezin met zeer lage werkintensiteit,2015,1381,13523,0.102122
Wervik,33029,Nee,Personen in gezin met zeer lage werkintensiteit,2016,1362,13579,0.100302
Wervik,33029,Nee,Personen in gezin met zeer lage werkintensiteit,2017,1248,13618,0.0916434
Wervik,33029,Nee,Personen in gezin met zeer lage werkintensiteit,2018,1224,13507,0.0906197
Wervik,33029,Nee,Personen in gezin met zeer lage werkintensiteit,2019,1207,13531,0.0892026
Wervik,33029,Nee,Personen in gezin met zeer lage werkintensiteit,2020,1219,13591,0.0896917
Zonnebeke,33037,Nee,Personen in gezin met zeer lage werkintensiteit,2009,506,9377,0.0539618
Zonnebeke,33037,Nee,Personen in gezin met zeer lage werkintensiteit,2010,530,9350,0.0566845
Zonnebeke,33037,Nee,Personen in gezin met zeer lage werkintensiteit,2011,512,9451,0.0541742
Zonnebeke,33037,Nee,Personen in gezin met zeer lage werkintensiteit,2012,546,9510,0.0574132
Zonnebeke,33037,Nee,Personen in gezin met zeer lage werkintensiteit,2013,522,9435,0.0553259
Zonnebeke,33037,Nee,Personen in gezin met zeer lage werkintensiteit,2014,509,9435,0.0539481
Zonnebeke,33037,Nee,Personen in gezin met zeer lage werkintensiteit,2015,482,9409,0.0512275
Zonnebeke,33037,Nee,Personen in gezin met zeer lage werkintensiteit,2016,493,9432,0.0522689
Zonnebeke,33037,Nee,Personen in gezin met zeer lage werkintensiteit,2017,447,9333,0.0478946
Zonnebeke,33037,Nee,Personen in gezin met zeer lage werkintensiteit,2018,440,9358,0.0470186
Zonnebeke,33037,Nee,Personen in gezin met zeer lage werkintensiteit,2019,428,9338,0.0458342
Zonnebeke,33037,Nee,Personen in gezin met zeer lage werkintensiteit,2020,406,9314,0.0435903
Heuvelland,33039,Nee,Personen in gezin met zeer lage werkintensiteit,2009,637,6233,0.102198
Heuvelland,33039,Nee,Personen in gezin met zeer lage werkintensiteit,2010,717,6230,0.115088
Heuvelland,33039,Nee,Personen in gezin met zeer lage werkintensiteit,2011,686,6080,0.112829
Heuvelland,33039,Nee,Personen in gezin met zeer lage werkintensiteit,2012,662,6042,0.109566
Heuvelland,33039,Nee,Personen in gezin met zeer lage werkintensiteit,2013,627,5988,0.104709
Heuvelland,33039,Nee,Personen in gezin met zeer lage werkintensiteit,2014,601,5911,0.101675
Heuvelland,33039,Nee,Personen in gezin met zeer lage werkintensiteit,2015,643,5907,0.108854
Heuvelland,33039,Nee,Personen in gezin met zeer lage werkintensiteit,2016,562,5816,0.09663
Heuvelland,33039,Nee,Personen in gezin met zeer lage werkintensiteit,2017,503,5741,0.0876154
Heuvelland,33039,Nee,Personen in gezin met zeer lage werkintensiteit,2018,522,5729,0.0911154
Heuvelland,33039,Nee,Personen in gezin met zeer lage werkintensiteit,2019,495,5724,0.086478
Heuvelland,33039,Nee,Personen in gezin met zeer lage werkintensiteit,2020,499,5687,0.087744
Langemark-Poelkapelle,33040,Nee,Personen in gezin met zeer lage werkintensiteit,2009,356,6053,0.0588138
Langemark-Poelkapelle,33040,Nee,Personen in gezin met zeer lage werkintensiteit,2010,393,6047,0.0649909
Langemark-Poelkapelle,33040,Nee,Personen in gezin met zeer lage werkintensiteit,2011,358,6037,0.059301
Langemark-Poelkapelle,33040,Nee,Personen in gezin met zeer lage werkintensiteit,2012,332,6142,0.0540541
Langemark-Poelkapelle,33040,Nee,Personen in gezin met zeer lage werkintensiteit,2013,401,6160,0.0650974
Langemark-Poelkapelle,33040,Nee,Personen in gezin met zeer lage werkintensiteit,2014,371,6126,0.0605615
Langemark-Poelkapelle,33040,Nee,Personen in gezin met zeer lage werkintensiteit,2015,365,6094,0.059895
Langemark-Poelkapelle,33040,Nee,Personen in gezin met zeer lage werkintensiteit,2016,376,5974,0.0629394
Langemark-Poelkapelle,33040,Nee,Personen in gezin met zeer lage werkintensiteit,2017,374,5973,0.0626151
Langemark-Poelkapelle,33040,Nee,Personen in gezin met zeer lage werkintensiteit,2018,387,5892,0.0656823
Langemark-Poelkapelle,33040,Nee,Personen in gezin met zeer lage werkintensiteit,2019,311,5800,0.0536207
Langemark-Poelkapelle,33040,Nee,Personen in gezin met zeer lage werkintensiteit,2020,298,5808,0.0513085
Vleteren,33041,Nee,Personen in gezin met zeer lage werkintensiteit,2009,163,2724,0.0598385
Vleteren,33041,Nee,Personen in gezin met zeer lage werkintensiteit,2010,173,2723,0.0635329
Vleteren,33041,Nee,Personen in gezin met zeer lage werkintensiteit,2011,166,2753,0.0602979
Vleteren,33041,Nee,Personen in gezin met zeer lage werkintensiteit,2012,165,2756,0.0598694
Vleteren,33041,Nee,Personen in gezin met zeer lage werkintensiteit,2013,149,2731,0.0545588
Vleteren,33041,Nee,Personen in gezin met zeer lage werkintensiteit,2014,155,2736,0.056652
Vleteren,33041,Nee,Personen in gezin met zeer lage werkintensiteit,2015,136,2684,0.0506706
Vleteren,33041,Nee,Personen in gezin met zeer lage werkintensiteit,2016,149,2724,0.054699
Vleteren,33041,Nee,Personen in gezin met zeer lage werkintensiteit,2017,133,2694,0.049369
Vleteren,33041,Nee,Personen in gezin met zeer lage werkintensiteit,2018,108,2683,0.0402534
Vleteren,33041,Nee,Personen in gezin met zeer lage werkintensiteit,2019,135,2720,0.0496324
Vleteren,33041,Nee,Personen in gezin met zeer lage werkintensiteit,2020,137,2675,0.051215
Anzegem,34002,Nee,Personen in gezin met zeer lage werkintensiteit,2009,542,10858,0.0499171
Anzegem,34002,Nee,Personen in gezin met zeer lage werkintensiteit,2010,583,10807,0.0539465
Anzegem,34002,Nee,Personen in gezin met zeer lage werkintensiteit,2011,560,10858,0.0515749
Anzegem,34002,Nee,Personen in gezin met zeer lage werkintensiteit,2012,571,10967,0.0520653
Anzegem,34002,Nee,Personen in gezin met zeer lage werkintensiteit,2013,588,10914,0.0538758
Anzegem,34002,Nee,Personen in gezin met zeer lage werkintensiteit,2014,586,10885,0.0538356
Anzegem,34002,Nee,Personen in gezin met zeer lage werkintensiteit,2015,543,10892,0.0498531
Anzegem,34002,Nee,Personen in gezin met zeer lage werkintensiteit,2016,536,10862,0.0493463
Anzegem,34002,Nee,Personen in gezin met zeer lage werkintensiteit,2017,471,10720,0.0439366
Anzegem,34002,Nee,Personen in gezin met zeer lage werkintensiteit,2018,431,10697,0.0402917
Anzegem,34002,Nee,Personen in gezin met zeer lage werkintensiteit,2019,456,10806,0.0421988
Anzegem,34002,Nee,Personen in gezin met zeer lage werkintensiteit,2020,476,10855,0.0438508
Avelgem,34003,Nee,Personen in gezin met zeer lage werkintensiteit,2009,574,7265,0.0790089
Avelgem,34003,Nee,Personen in gezin met zeer lage werkintensiteit,2010,689,7252,0.0950083
Avelgem,34003,Nee,Personen in gezin met zeer lage werkintensiteit,2011,633,7295,0.0867718
Avelgem,34003,Nee,Personen in gezin met zeer lage werkintensiteit,2012,579,7227,0.0801162
Avelgem,34003,Nee,Personen in gezin met zeer lage werkintensiteit,2013,549,7250,0.0757241
Avelgem,34003,Nee,Personen in gezin met zeer lage werkintensiteit,2014,610,7264,0.0839758
Avelgem,34003,Nee,Personen in gezin met zeer lage werkintensiteit,2015,593,7271,0.0815569
Avelgem,34003,Nee,Personen in gezin met zeer lage werkintensiteit,2016,627,7393,0.08481
Avelgem,34003,Nee,Personen in gezin met zeer lage werkintensiteit,2017,564,7419,0.076021
Avelgem,34003,Nee,Personen in gezin met zeer lage werkintensiteit,2018,572,7396,0.0773391
Avelgem,34003,Nee,Personen in gezin met zeer lage werkintensiteit,2019,529,7431,0.0711883
Avelgem,34003,Nee,Personen in gezin met zeer lage werkintensiteit,2020,507,7415,0.0683749
Deerlijk,34009,Nee,Personen in gezin met zeer lage werkintensiteit,2009,446,8509,0.0524151
Deerlijk,34009,Nee,Personen in gezin met zeer lage werkintensiteit,2010,464,8437,0.0549959
Deerlijk,34009,Nee,Personen in gezin met zeer lage werkintensiteit,2011,468,8410,0.055648
Deerlijk,34009,Nee,Personen in gezin met zeer lage werkintensiteit,2012,469,8516,0.0550728
Deerlijk,34009,Nee,Personen in gezin met zeer lage werkintensiteit,2013,489,8560,0.0571262
Deerlijk,34009,Nee,Personen in gezin met zeer lage werkintensiteit,2014,521,8620,0.0604408
Deerlijk,34009,Nee,Personen in gezin met zeer lage werkintensiteit,2015,512,8688,0.0589319
Deerlijk,34009,Nee,Personen in gezin met zeer lage werkintensiteit,2016,466,8672,0.0537362
Deerlijk,34009,Nee,Personen in gezin met zeer lage werkintensiteit,2017,421,8625,0.0488116
Deerlijk,34009,Nee,Personen in gezin met zeer lage werkintensiteit,2018,464,8673,0.0534994
Deerlijk,34009,Nee,Personen in gezin met zeer lage werkintensiteit,2019,461,8773,0.0525476
Deerlijk,34009,Nee,Personen in gezin met zeer lage werkintensiteit,2020,441,8883,0.0496454
Harelbeke,34013,Nee,Personen in gezin met zeer lage werkintensiteit,2009,1374,20043,0.0685526
Harelbeke,34013,Nee,Personen in gezin met zeer lage werkintensiteit,2010,1475,20038,0.0736101
Harelbeke,34013,Nee,Personen in gezin met zeer lage werkintensiteit,2011,1530,20176,0.0758327
Harelbeke,34013,Nee,Personen in gezin met zeer lage werkintensiteit,2012,1612,20297,0.0794206
Harelbeke,34013,Nee,Personen in gezin met zeer lage werkintensiteit,2013,1601,20310,0.0788282
Harelbeke,34013,Nee,Personen in gezin met zeer lage werkintensiteit,2014,1552,20322,0.0763704
Harelbeke,34013,Nee,Personen in gezin met zeer lage werkintensiteit,2015,1451,20321,0.071404
Harelbeke,34013,Nee,Personen in gezin met zeer lage werkintensiteit,2016,1474,20287,0.0726574
Harelbeke,34013,Nee,Personen in gezin met zeer lage werkintensiteit,2017,1426,20291,0.0702775
Harelbeke,34013,Nee,Personen in gezin met zeer lage werkintensiteit,2018,1367,20369,0.0671118
Harelbeke,34013,Nee,Personen in gezin met zeer lage werkintensiteit,2019,1447,20426,0.0708411
Harelbeke,34013,Nee,Personen in gezin met zeer lage werkintensiteit,2020,1459,20653,0.0706435
Kortrijk,34022,Ja,Personen in gezin met zeer lage werkintensiteit,2009,5855,54421,0.107587
Kortrijk,34022,Ja,Personen in gezin met zeer lage werkintensiteit,2010,6704,54827,0.122276
Kortrijk,34022,Ja,Personen in gezin met zeer lage werkintensiteit,2011,6758,54988,0.1229
Kortrijk,34022,Ja,Personen in gezin met zeer lage werkintensiteit,2012,6583,55123,0.119424
Kortrijk,34022,Ja,Personen in gezin met zeer lage werkintensiteit,2013,6450,55022,0.117226
Kortrijk,34022,Ja,Personen in gezin met zeer lage werkintensiteit,2014,6495,54816,0.118487
Kortrijk,34022,Ja,Personen in gezin met zeer lage werkintensiteit,2015,6374,54636,0.116663
Kortrijk,34022,Ja,Personen in gezin met zeer lage werkintensiteit,2016,6203,54613,0.113581
Kortrijk,34022,Ja,Personen in gezin met zeer lage werkintensiteit,2017,5988,54272,0.110333
Kortrijk,34022,Ja,Personen in gezin met zeer lage werkintensiteit,2018,5866,54549,0.107536
Kortrijk,34022,Ja,Personen in gezin met zeer lage werkintensiteit,2019,5773,54745,0.105453
Kortrijk,34022,Ja,Personen in gezin met zeer lage werkintensiteit,2020,5552,54906,0.101118
Kuurne,34023,Nee,Personen in gezin met zeer lage werkintensiteit,2009,659,9445,0.0697724
Kuurne,34023,Nee,Personen in gezin met zeer lage werkintensiteit,2010,727,9529,0.0762934
Kuurne,34023,Nee,Personen in gezin met zeer lage werkintensiteit,2011,711,9549,0.0744581
Kuurne,34023,Nee,Personen in gezin met zeer lage werkintensiteit,2012,737,9513,0.0774729
Kuurne,34023,Nee,Personen in gezin met zeer lage werkintensiteit,2013,713,9508,0.0749895
Kuurne,34023,Nee,Personen in gezin met zeer lage werkintensiteit,2014,737,9481,0.0777344
Kuurne,34023,Nee,Personen in gezin met zeer lage werkintensiteit,2015,745,9453,0.078811
Kuurne,34023,Nee,Personen in gezin met zeer lage werkintensiteit,2016,726,9523,0.0762365
Kuurne,34023,Nee,Personen in gezin met zeer lage werkintensiteit,2017,668,9557,0.0698964
Kuurne,34023,Nee,Personen in gezin met zeer lage werkintensiteit,2018,621,9580,0.0648225
