Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Aantal personen van 0 tot en met 59 jaar dat leeft in een gezin met zeer lage werkintensiteit,Aantal inwoners van 0 tot en met 59 jaar (KSZ-cijfers),Procent
As,71002,Nee,Personen in gezin met zeer lage werkintensiteit,2016,814,6248,0.130282
As,71002,Nee,Personen in gezin met zeer lage werkintensiteit,2017,738,6262,0.117854
As,71002,Nee,Personen in gezin met zeer lage werkintensiteit,2018,650,6154,0.105622
As,71002,Nee,Personen in gezin met zeer lage werkintensiteit,2019,592,6101,0.0970333
As,71002,Nee,Personen in gezin met zeer lage werkintensiteit,2020,582,6072,0.0958498
Beringen,71004,Nee,Personen in gezin met zeer lage werkintensiteit,2009,4261,33694,0.126462
Beringen,71004,Nee,Personen in gezin met zeer lage werkintensiteit,2010,4816,33905,0.142044
Beringen,71004,Nee,Personen in gezin met zeer lage werkintensiteit,2011,4682,34015,0.137645
Beringen,71004,Nee,Personen in gezin met zeer lage werkintensiteit,2012,4453,34208,0.130174
Beringen,71004,Nee,Personen in gezin met zeer lage werkintensiteit,2013,4467,34307,0.130207
Beringen,71004,Nee,Personen in gezin met zeer lage werkintensiteit,2014,4626,34305,0.134849
Beringen,71004,Nee,Personen in gezin met zeer lage werkintensiteit,2015,4786,34679,0.138009
Beringen,71004,Nee,Personen in gezin met zeer lage werkintensiteit,2016,4695,34786,0.134968
Beringen,71004,Nee,Personen in gezin met zeer lage werkintensiteit,2017,4377,34918,0.125351
Beringen,71004,Nee,Personen in gezin met zeer lage werkintensiteit,2018,4046,34975,0.115683
Beringen,71004,Nee,Personen in gezin met zeer lage werkintensiteit,2019,3950,34982,0.112915
Beringen,71004,Nee,Personen in gezin met zeer lage werkintensiteit,2020,3739,34933,0.107033
Diepenbeek,71011,Nee,Personen in gezin met zeer lage werkintensiteit,2009,1128,14208,0.0793919
Diepenbeek,71011,Nee,Personen in gezin met zeer lage werkintensiteit,2010,1248,14148,0.0882103
Diepenbeek,71011,Nee,Personen in gezin met zeer lage werkintensiteit,2011,1213,14057,0.0862915
Diepenbeek,71011,Nee,Personen in gezin met zeer lage werkintensiteit,2012,1162,14007,0.0829585
Diepenbeek,71011,Nee,Personen in gezin met zeer lage werkintensiteit,2013,1229,14042,0.0875231
Diepenbeek,71011,Nee,Personen in gezin met zeer lage werkintensiteit,2014,1186,14092,0.0841612
Diepenbeek,71011,Nee,Personen in gezin met zeer lage werkintensiteit,2015,1135,14033,0.0808808
Diepenbeek,71011,Nee,Personen in gezin met zeer lage werkintensiteit,2016,1289,14028,0.0918877
Diepenbeek,71011,Nee,Personen in gezin met zeer lage werkintensiteit,2017,1182,14027,0.0842661
Diepenbeek,71011,Nee,Personen in gezin met zeer lage werkintensiteit,2018,1144,13930,0.0821249
Diepenbeek,71011,Nee,Personen in gezin met zeer lage werkintensiteit,2019,1097,13712,0.0800029
Diepenbeek,71011,Nee,Personen in gezin met zeer lage werkintensiteit,2020,1014,13589,0.0746192
Genk,71016,Ja,Personen in gezin met zeer lage werkintensiteit,2009,8456,50857,0.16627
Genk,71016,Ja,Personen in gezin met zeer lage werkintensiteit,2010,10374,50761,0.204369
Genk,71016,Ja,Personen in gezin met zeer lage werkintensiteit,2011,9599,50648,0.189524
Genk,71016,Ja,Personen in gezin met zeer lage werkintensiteit,2012,9017,50658,0.177998
Genk,71016,Ja,Personen in gezin met zeer lage werkintensiteit,2013,9353,50384,0.185634
Genk,71016,Ja,Personen in gezin met zeer lage werkintensiteit,2014,9665,50196,0.192545
Genk,71016,Ja,Personen in gezin met zeer lage werkintensiteit,2015,9690,49807,0.194551
Genk,71016,Ja,Personen in gezin met zeer lage werkintensiteit,2016,10553,49642,0.212582
Genk,71016,Ja,Personen in gezin met zeer lage werkintensiteit,2017,9677,49391,0.195926
Genk,71016,Ja,Personen in gezin met zeer lage werkintensiteit,2018,8852,49094,0.180307
Genk,71016,Ja,Personen in gezin met zeer lage werkintensiteit,2019,8567,48780,0.175625
Genk,71016,Ja,Personen in gezin met zeer lage werkintensiteit,2020,7993,48601,0.164462
Gingelom,71017,Nee,Personen in gezin met zeer lage werkintensiteit,2009,550,6100,0.0901639
Gingelom,71017,Nee,Personen in gezin met zeer lage werkintensiteit,2010,566,6130,0.0923328
Gingelom,71017,Nee,Personen in gezin met zeer lage werkintensiteit,2011,557,6221,0.0895354
Gingelom,71017,Nee,Personen in gezin met zeer lage werkintensiteit,2012,534,6222,0.0858245
Gingelom,71017,Nee,Personen in gezin met zeer lage werkintensiteit,2013,513,6257,0.0819882
Gingelom,71017,Nee,Personen in gezin met zeer lage werkintensiteit,2014,512,6243,0.0820119
Gingelom,71017,Nee,Personen in gezin met zeer lage werkintensiteit,2015,517,6300,0.0820635
Gingelom,71017,Nee,Personen in gezin met zeer lage werkintensiteit,2016,479,6273,0.076359
Gingelom,71017,Nee,Personen in gezin met zeer lage werkintensiteit,2017,489,6260,0.078115
Gingelom,71017,Nee,Personen in gezin met zeer lage werkintensiteit,2018,487,6229,0.0781827
Gingelom,71017,Nee,Personen in gezin met zeer lage werkintensiteit,2019,487,6231,0.0781576
Gingelom,71017,Nee,Personen in gezin met zeer lage werkintensiteit,2020,459,6188,0.0741758
Halen,71020,Nee,Personen in gezin met zeer lage werkintensiteit,2009,526,6770,0.0776957
Halen,71020,Nee,Personen in gezin met zeer lage werkintensiteit,2010,576,6845,0.084149
Halen,71020,Nee,Personen in gezin met zeer lage werkintensiteit,2011,636,6923,0.0918677
Halen,71020,Nee,Personen in gezin met zeer lage werkintensiteit,2012,635,6996,0.0907662
Halen,71020,Nee,Personen in gezin met zeer lage werkintensiteit,2013,655,7058,0.0928025
Halen,71020,Nee,Personen in gezin met zeer lage werkintensiteit,2014,622,7052,0.0882019
Halen,71020,Nee,Personen in gezin met zeer lage werkintensiteit,2015,629,7070,0.0889675
Halen,71020,Nee,Personen in gezin met zeer lage werkintensiteit,2016,632,7034,0.08984929999999999
Halen,71020,Nee,Personen in gezin met zeer lage werkintensiteit,2017,577,6965,0.0828428
Halen,71020,Nee,Personen in gezin met zeer lage werkintensiteit,2018,538,6830,0.0787701
Halen,71020,Nee,Personen in gezin met zeer lage werkintensiteit,2019,501,6734,0.0743986
Halen,71020,Nee,Personen in gezin met zeer lage werkintensiteit,2020,488,6756,0.0722321
Hasselt,71022,Ja,Personen in gezin met zeer lage werkintensiteit,2009,5860,54139,0.10824
Hasselt,71022,Ja,Personen in gezin met zeer lage werkintensiteit,2010,6359,54391,0.116913
Hasselt,71022,Ja,Personen in gezin met zeer lage werkintensiteit,2011,6431,54672,0.117629
Hasselt,71022,Ja,Personen in gezin met zeer lage werkintensiteit,2012,6339,54894,0.115477
Hasselt,71022,Ja,Personen in gezin met zeer lage werkintensiteit,2013,6667,55428,0.120282
Hasselt,71022,Ja,Personen in gezin met zeer lage werkintensiteit,2014,6846,55315,0.123764
Hasselt,71022,Ja,Personen in gezin met zeer lage werkintensiteit,2015,6711,55091,0.121817
Hasselt,71022,Ja,Personen in gezin met zeer lage werkintensiteit,2016,6931,54930,0.126179
Hasselt,71022,Ja,Personen in gezin met zeer lage werkintensiteit,2017,6539,54858,0.119199
Hasselt,71022,Ja,Personen in gezin met zeer lage werkintensiteit,2018,6216,54895,0.113234
Hasselt,71022,Ja,Personen in gezin met zeer lage werkintensiteit,2019,6027,55003,0.109576
Hasselt,71022,Ja,Personen in gezin met zeer lage werkintensiteit,2020,5854,54856,0.106716
Herk-de-Stad,71024,Nee,Personen in gezin met zeer lage werkintensiteit,2009,675,9374,0.0720077
Herk-de-Stad,71024,Nee,Personen in gezin met zeer lage werkintensiteit,2010,733,9430,0.0777306
Herk-de-Stad,71024,Nee,Personen in gezin met zeer lage werkintensiteit,2011,688,9396,0.0732226
Herk-de-Stad,71024,Nee,Personen in gezin met zeer lage werkintensiteit,2012,693,9389,0.0738098
Herk-de-Stad,71024,Nee,Personen in gezin met zeer lage werkintensiteit,2013,698,9373,0.0744692
Herk-de-Stad,71024,Nee,Personen in gezin met zeer lage werkintensiteit,2014,680,9353,0.0727039
Herk-de-Stad,71024,Nee,Personen in gezin met zeer lage werkintensiteit,2015,669,9352,0.0715355
Herk-de-Stad,71024,Nee,Personen in gezin met zeer lage werkintensiteit,2016,746,9399,0.0793701
Herk-de-Stad,71024,Nee,Personen in gezin met zeer lage werkintensiteit,2017,687,9370,0.0733191
Herk-de-Stad,71024,Nee,Personen in gezin met zeer lage werkintensiteit,2018,635,9283,0.0684046
Herk-de-Stad,71024,Nee,Personen in gezin met zeer lage werkintensiteit,2019,575,9198,0.0625136
Herk-de-Stad,71024,Nee,Personen in gezin met zeer lage werkintensiteit,2020,519,9104,0.0570079
Leopoldsburg,71034,Nee,Personen in gezin met zeer lage werkintensiteit,2009,1441,11419,0.126193
Leopoldsburg,71034,Nee,Personen in gezin met zeer lage werkintensiteit,2010,1607,11439,0.140484
Leopoldsburg,71034,Nee,Personen in gezin met zeer lage werkintensiteit,2011,1730,11576,0.149447
Leopoldsburg,71034,Nee,Personen in gezin met zeer lage werkintensiteit,2012,1642,11632,0.141162
Leopoldsburg,71034,Nee,Personen in gezin met zeer lage werkintensiteit,2013,1727,11603,0.148841
Leopoldsburg,71034,Nee,Personen in gezin met zeer lage werkintensiteit,2014,1808,11564,0.156347
Leopoldsburg,71034,Nee,Personen in gezin met zeer lage werkintensiteit,2015,1697,11463,0.148042
Leopoldsburg,71034,Nee,Personen in gezin met zeer lage werkintensiteit,2016,1662,11549,0.143909
Leopoldsburg,71034,Nee,Personen in gezin met zeer lage werkintensiteit,2017,1626,11646,0.139619
Leopoldsburg,71034,Nee,Personen in gezin met zeer lage werkintensiteit,2018,1583,11563,0.136902
Leopoldsburg,71034,Nee,Personen in gezin met zeer lage werkintensiteit,2019,1504,11562,0.130081
Leopoldsburg,71034,Nee,Personen in gezin met zeer lage werkintensiteit,2020,1448,11535,0.125531
Lummen,71037,Nee,Personen in gezin met zeer lage werkintensiteit,2009,877,10981,0.0798652
Lummen,71037,Nee,Personen in gezin met zeer lage werkintensiteit,2010,896,10954,0.0817966
Lummen,71037,Nee,Personen in gezin met zeer lage werkintensiteit,2011,923,10903,0.0846556
Lummen,71037,Nee,Personen in gezin met zeer lage werkintensiteit,2012,939,10875,0.0863448
Lummen,71037,Nee,Personen in gezin met zeer lage werkintensiteit,2013,920,10850,0.0847926
Lummen,71037,Nee,Personen in gezin met zeer lage werkintensiteit,2014,962,10852,0.0886473
Lummen,71037,Nee,Personen in gezin met zeer lage werkintensiteit,2015,917,10818,0.0847661
Lummen,71037,Nee,Personen in gezin met zeer lage werkintensiteit,2016,868,10735,0.080857
Lummen,71037,Nee,Personen in gezin met zeer lage werkintensiteit,2017,808,10714,0.0754153
Lummen,71037,Nee,Personen in gezin met zeer lage werkintensiteit,2018,766,10694,0.071629
Lummen,71037,Nee,Personen in gezin met zeer lage werkintensiteit,2019,760,10706,0.0709882
Lummen,71037,Nee,Personen in gezin met zeer lage werkintensiteit,2020,724,10653,0.0679621
Nieuwerkerken,71045,Nee,Personen in gezin met zeer lage werkintensiteit,2009,382,5184,0.0736883
Nieuwerkerken,71045,Nee,Personen in gezin met zeer lage werkintensiteit,2010,429,5103,0.0840682
Nieuwerkerken,71045,Nee,Personen in gezin met zeer lage werkintensiteit,2011,405,5031,0.0805009
Nieuwerkerken,71045,Nee,Personen in gezin met zeer lage werkintensiteit,2012,390,5013,0.0777977
Nieuwerkerken,71045,Nee,Personen in gezin met zeer lage werkintensiteit,2013,385,5031,0.0765255
Nieuwerkerken,71045,Nee,Personen in gezin met zeer lage werkintensiteit,2014,411,5012,0.0820032
Nieuwerkerken,71045,Nee,Personen in gezin met zeer lage werkintensiteit,2015,425,5068,0.0838595
Nieuwerkerken,71045,Nee,Personen in gezin met zeer lage werkintensiteit,2016,392,5040,0.0777778
Nieuwerkerken,71045,Nee,Personen in gezin met zeer lage werkintensiteit,2017,358,5088,0.0703616
Nieuwerkerken,71045,Nee,Personen in gezin met zeer lage werkintensiteit,2018,330,5064,0.0651659
Nieuwerkerken,71045,Nee,Personen in gezin met zeer lage werkintensiteit,2019,285,5025,0.0567164
Nieuwerkerken,71045,Nee,Personen in gezin met zeer lage werkintensiteit,2020,318,5026,0.063271
Sint-Truiden,71053,Nee,Personen in gezin met zeer lage werkintensiteit,2009,3314,29065,0.11402
Sint-Truiden,71053,Nee,Personen in gezin met zeer lage werkintensiteit,2010,3663,29060,0.12605
Sint-Truiden,71053,Nee,Personen in gezin met zeer lage werkintensiteit,2011,3468,29206,0.118743
Sint-Truiden,71053,Nee,Personen in gezin met zeer lage werkintensiteit,2012,3425,29214,0.117238
Sint-Truiden,71053,Nee,Personen in gezin met zeer lage werkintensiteit,2013,3567,29083,0.122649
Sint-Truiden,71053,Nee,Personen in gezin met zeer lage werkintensiteit,2014,3670,28925,0.12688
Sint-Truiden,71053,Nee,Personen in gezin met zeer lage werkintensiteit,2015,3707,28824,0.128608
Sint-Truiden,71053,Nee,Personen in gezin met zeer lage werkintensiteit,2016,3768,28729,0.131157
Sint-Truiden,71053,Nee,Personen in gezin met zeer lage werkintensiteit,2017,3531,28433,0.124187
Sint-Truiden,71053,Nee,Personen in gezin met zeer lage werkintensiteit,2018,3272,28330,0.115496
Sint-Truiden,71053,Nee,Personen in gezin met zeer lage werkintensiteit,2019,3263,28206,0.115685
Sint-Truiden,71053,Nee,Personen in gezin met zeer lage werkintensiteit,2020,3144,28044,0.11211
Tessenderlo,71057,Nee,Personen in gezin met zeer lage werkintensiteit,2009,1249,13657,0.0914549
Tessenderlo,71057,Nee,Personen in gezin met zeer lage werkintensiteit,2010,1339,13751,0.0973747
Tessenderlo,71057,Nee,Personen in gezin met zeer lage werkintensiteit,2011,1403,13876,0.10111
Tessenderlo,71057,Nee,Personen in gezin met zeer lage werkintensiteit,2012,1351,13899,0.0972012
Tessenderlo,71057,Nee,Personen in gezin met zeer lage werkintensiteit,2013,1288,13881,0.0927887
Tessenderlo,71057,Nee,Personen in gezin met zeer lage werkintensiteit,2014,1298,13700,0.0947445
Tessenderlo,71057,Nee,Personen in gezin met zeer lage werkintensiteit,2015,1298,13745,0.0944343
Tessenderlo,71057,Nee,Personen in gezin met zeer lage werkintensiteit,2016,1237,13676,0.0904504
Tessenderlo,71057,Nee,Personen in gezin met zeer lage werkintensiteit,2017,1217,13646,0.0891836
Tessenderlo,71057,Nee,Personen in gezin met zeer lage werkintensiteit,2018,1175,13550,0.0867159
Tessenderlo,71057,Nee,Personen in gezin met zeer lage werkintensiteit,2019,1117,13526,0.0825817
Tessenderlo,71057,Nee,Personen in gezin met zeer lage werkintensiteit,2020,1030,13519,0.0761891
Zonhoven,71066,Nee,Personen in gezin met zeer lage werkintensiteit,2009,1455,16122,0.0902493
Zonhoven,71066,Nee,Personen in gezin met zeer lage werkintensiteit,2010,1559,16091,0.0968865
Zonhoven,71066,Nee,Personen in gezin met zeer lage werkintensiteit,2011,1608,16195,0.0992899
Zonhoven,71066,Nee,Personen in gezin met zeer lage werkintensiteit,2012,1480,16154,0.0916182
Zonhoven,71066,Nee,Personen in gezin met zeer lage werkintensiteit,2013,1541,16124,0.0955718
Zonhoven,71066,Nee,Personen in gezin met zeer lage werkintensiteit,2014,1537,16100,0.0954658
Zonhoven,71066,Nee,Personen in gezin met zeer lage werkintensiteit,2015,1619,16038,0.100948
Zonhoven,71066,Nee,Personen in gezin met zeer lage werkintensiteit,2016,1595,15996,0.0997124
Zonhoven,71066,Nee,Personen in gezin met zeer lage werkintensiteit,2017,1539,15864,0.0970121
Zonhoven,71066,Nee,Personen in gezin met zeer lage werkintensiteit,2018,1432,15693,0.0912509
Zonhoven,71066,Nee,Personen in gezin met zeer lage werkintensiteit,2019,1320,15559,0.0848384
Zonhoven,71066,Nee,Personen in gezin met zeer lage werkintensiteit,2020,1313,15504,0.0846878
Zutendaal,71067,Nee,Personen in gezin met zeer lage werkintensiteit,2009,827,5585,0.148075
Zutendaal,71067,Nee,Personen in gezin met zeer lage werkintensiteit,2010,901,5501,0.163788
Zutendaal,71067,Nee,Personen in gezin met zeer lage werkintensiteit,2011,875,5461,0.160227
Zutendaal,71067,Nee,Personen in gezin met zeer lage werkintensiteit,2012,807,5432,0.148564
Zutendaal,71067,Nee,Personen in gezin met zeer lage werkintensiteit,2013,770,5302,0.145228
Zutendaal,71067,Nee,Personen in gezin met zeer lage werkintensiteit,2014,804,5313,0.151327
Zutendaal,71067,Nee,Personen in gezin met zeer lage werkintensiteit,2015,748,5271,0.141909
Zutendaal,71067,Nee,Personen in gezin met zeer lage werkintensiteit,2016,791,5308,0.14902
Zutendaal,71067,Nee,Personen in gezin met zeer lage werkintensiteit,2017,715,5263,0.135854
Zutendaal,71067,Nee,Personen in gezin met zeer lage werkintensiteit,2018,616,5141,0.119821
Zutendaal,71067,Nee,Personen in gezin met zeer lage werkintensiteit,2019,664,5144,0.129082
Zutendaal,71067,Nee,Personen in gezin met zeer lage werkintensiteit,2020,608,5065,0.120039
Ham,71069,Nee,Personen in gezin met zeer lage werkintensiteit,2009,827,7895,0.10475
Ham,71069,Nee,Personen in gezin met zeer lage werkintensiteit,2010,866,7971,0.108644
Ham,71069,Nee,Personen in gezin met zeer lage werkintensiteit,2011,867,8055,0.107635
Ham,71069,Nee,Personen in gezin met zeer lage werkintensiteit,2012,876,8030,0.109091
Ham,71069,Nee,Personen in gezin met zeer lage werkintensiteit,2013,897,8029,0.11172
Ham,71069,Nee,Personen in gezin met zeer lage werkintensiteit,2014,811,8034,0.100946
Ham,71069,Nee,Personen in gezin met zeer lage werkintensiteit,2015,851,8021,0.106096
Ham,71069,Nee,Personen in gezin met zeer lage werkintensiteit,2016,823,7983,0.103094
Ham,71069,Nee,Personen in gezin met zeer lage werkintensiteit,2017,797,8041,0.099117
Ham,71069,Nee,Personen in gezin met zeer lage werkintensiteit,2018,756,8090,0.0934487
Ham,71069,Nee,Personen in gezin met zeer lage werkintensiteit,2019,689,8124,0.0848104
Ham,71069,Nee,Personen in gezin met zeer lage werkintensiteit,2020,686,8135,0.084327
Heusden-Zolder,71070,Nee,Personen in gezin met zeer lage werkintensiteit,2009,3448,25057,0.137606
Heusden-Zolder,71070,Nee,Personen in gezin met zeer lage werkintensiteit,2010,3980,24962,0.159442
Heusden-Zolder,71070,Nee,Personen in gezin met zeer lage werkintensiteit,2011,3883,25158,0.154345
Heusden-Zolder,71070,Nee,Personen in gezin met zeer lage werkintensiteit,2012,3892,25156,0.154715
Heusden-Zolder,71070,Nee,Personen in gezin met zeer lage werkintensiteit,2013,3899,25109,0.155283
Heusden-Zolder,71070,Nee,Personen in gezin met zeer lage werkintensiteit,2014,4013,25139,0.159632
Heusden-Zolder,71070,Nee,Personen in gezin met zeer lage werkintensiteit,2015,3750,25184,0.148904
Heusden-Zolder,71070,Nee,Personen in gezin met zeer lage werkintensiteit,2016,3920,25154,0.15584
Heusden-Zolder,71070,Nee,Personen in gezin met zeer lage werkintensiteit,2017,3639,25015,0.145473
Heusden-Zolder,71070,Nee,Personen in gezin met zeer lage werkintensiteit,2018,3329,25013,0.133091
Heusden-Zolder,71070,Nee,Personen in gezin met zeer lage werkintensiteit,2019,3238,25105,0.128978
Heusden-Zolder,71070,Nee,Personen in gezin met zeer lage werkintensiteit,2020,3131,25028,0.1251
Bocholt,72003,Nee,Personen in gezin met zeer lage werkintensiteit,2009,1594,9941,0.160346
Bocholt,72003,Nee,Personen in gezin met zeer lage werkintensiteit,2010,1657,9825,0.168651
Bocholt,72003,Nee,Personen in gezin met zeer lage werkintensiteit,2011,1611,9835,0.163803
Bocholt,72003,Nee,Personen in gezin met zeer lage werkintensiteit,2012,1538,9797,0.156987
Bocholt,72003,Nee,Personen in gezin met zeer lage werkintensiteit,2013,1571,9821,0.159963
Bocholt,72003,Nee,Personen in gezin met zeer lage werkintensiteit,2014,1474,9702,0.151927
Bocholt,72003,Nee,Personen in gezin met zeer lage werkintensiteit,2015,1367,9594,0.142485
Bocholt,72003,Nee,Personen in gezin met zeer lage werkintensiteit,2016,1427,9598,0.148677
Bocholt,72003,Nee,Personen in gezin met zeer lage werkintensiteit,2017,1285,9573,0.134232
