Gemeente,NIS-code,Centrumstad,Indicator,Jaar,Aantal kinderen van 0 tot en met 17 jaar dat leeft in een gezin met zeer lage werkintensiteit,Aantal inwoners van 0 tot en met 17 jaar (KSZ-cijfers),Procent
Herk-de-Stad,71024,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,114,2338,0.0487596
Herk-de-Stad,71024,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,118,2341,0.0504058
Herk-de-Stad,71024,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,135,2372,0.056914
Herk-de-Stad,71024,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,134,2378,0.0563499
Herk-de-Stad,71024,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,114,2374,0.0480202
Herk-de-Stad,71024,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,102,2313,0.0440986
Herk-de-Stad,71024,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,91,2299,0.0395824
Leopoldsburg,71034,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,286,2835,0.100882
Leopoldsburg,71034,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,327,2784,0.117457
Leopoldsburg,71034,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,398,2855,0.139405
Leopoldsburg,71034,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,403,2900,0.138966
Leopoldsburg,71034,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,414,2859,0.144806
Leopoldsburg,71034,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,462,2864,0.161313
Leopoldsburg,71034,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,425,2852,0.149018
Leopoldsburg,71034,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,399,2913,0.136972
Leopoldsburg,71034,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,384,2972,0.129206
Leopoldsburg,71034,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,401,2995,0.13389
Leopoldsburg,71034,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,390,3019,0.129182
Leopoldsburg,71034,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,371,3036,0.1222
Lummen,71037,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,146,2594,0.0562837
Lummen,71037,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,143,2572,0.0555988
Lummen,71037,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,172,2574,0.0668221
Lummen,71037,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,183,2611,0.0700881
Lummen,71037,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,167,2611,0.0639602
Lummen,71037,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,201,2636,0.0762519
Lummen,71037,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,175,2628,0.0665906
Lummen,71037,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,155,2615,0.0592734
Lummen,71037,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,140,2620,0.0534351
Lummen,71037,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,139,2621,0.0530332
Lummen,71037,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,134,2677,0.050056
Lummen,71037,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,140,2683,0.0521804
Nieuwerkerken,71045,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,63,1266,0.049763
Nieuwerkerken,71045,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,75,1238,0.0605816
Nieuwerkerken,71045,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,53,1198,0.0442404
Nieuwerkerken,71045,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,56,1204,0.0465116
Nieuwerkerken,71045,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,50,1206,0.0414594
Nieuwerkerken,71045,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,70,1218,0.0574713
Nieuwerkerken,71045,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,70,1253,0.0558659
Nieuwerkerken,71045,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,68,1242,0.0547504
Nieuwerkerken,71045,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,66,1278,0.0516432
Nieuwerkerken,71045,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,67,1281,0.0523029
Nieuwerkerken,71045,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,61,1284,0.0475078
Nieuwerkerken,71045,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,73,1306,0.0558959
Sint-Truiden,71053,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,618,6580,0.093921
Sint-Truiden,71053,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,716,6540,0.10948
Sint-Truiden,71053,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,656,6570,0.0998478
Sint-Truiden,71053,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,670,6645,0.100828
Sint-Truiden,71053,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,717,6638,0.108014
Sint-Truiden,71053,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,769,6695,0.114862
Sint-Truiden,71053,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,771,6675,0.115506
Sint-Truiden,71053,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,800,6704,0.119332
Sint-Truiden,71053,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,718,6659,0.107824
Sint-Truiden,71053,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,622,6638,0.0937029
Sint-Truiden,71053,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,643,6649,0.0967063
Sint-Truiden,71053,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,669,6719,0.0995684
Tessenderlo,71057,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,231,3355,0.0688525
Tessenderlo,71057,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,240,3390,0.0707965
Tessenderlo,71057,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,266,3427,0.0776189
Tessenderlo,71057,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,270,3485,0.0774749
Tessenderlo,71057,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,263,3537,0.0743568
Tessenderlo,71057,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,274,3475,0.0788489
Tessenderlo,71057,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,273,3507,0.0778443
Tessenderlo,71057,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,273,3489,0.0782459
Tessenderlo,71057,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,292,3505,0.0833096
Tessenderlo,71057,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,288,3461,0.0832129
Tessenderlo,71057,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,263,3439,0.0764757
Tessenderlo,71057,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,259,3432,0.0754662
Zonhoven,71066,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,289,4059,0.0711998
Zonhoven,71066,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,299,4029,0.074212
Zonhoven,71066,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,348,4025,0.0864596
Zonhoven,71066,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,283,3989,0.0709451
Zonhoven,71066,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,316,4011,0.0787833
Zonhoven,71066,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,316,4010,0.078803
Zonhoven,71066,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,365,4047,0.0901903
Zonhoven,71066,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,367,4066,0.0902607
Zonhoven,71066,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,341,4064,0.0839075
Zonhoven,71066,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,317,4038,0.0785042
Zonhoven,71066,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,259,3979,0.0650917
Zonhoven,71066,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,299,4010,0.0745636
Zutendaal,71067,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,169,1332,0.126877
Zutendaal,71067,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,188,1311,0.143402
Zutendaal,71067,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,186,1287,0.144522
Zutendaal,71067,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,192,1261,0.15226
Zutendaal,71067,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,184,1242,0.148148
Zutendaal,71067,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,175,1224,0.142974
Zutendaal,71067,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,170,1236,0.13754
Zutendaal,71067,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,166,1251,0.132694
Zutendaal,71067,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,150,1265,0.118577
Zutendaal,71067,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,110,1225,0.0897959
Zutendaal,71067,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,128,1229,0.10415
Zutendaal,71067,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,105,1211,0.0867052
Ham,71069,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,159,1954,0.0813715
Ham,71069,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,170,2010,0.0845771
Ham,71069,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,179,2047,0.087445
Ham,71069,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,190,2046,0.0928641
Ham,71069,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,206,2050,0.100488
Ham,71069,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,163,2075,0.0785542
Ham,71069,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,182,2096,0.0868321
Ham,71069,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,178,2082,0.0854947
Ham,71069,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,173,2090,0.0827751
Ham,71069,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,166,2097,0.0791607
Ham,71069,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,136,2119,0.0641812
Ham,71069,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,151,2131,0.0708588
Heusden-Zolder,71070,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,831,6530,0.127259
Heusden-Zolder,71070,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,1004,6450,0.155659
Heusden-Zolder,71070,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,986,6504,0.151599
Heusden-Zolder,71070,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,1005,6551,0.153412
Heusden-Zolder,71070,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,989,6557,0.150831
Heusden-Zolder,71070,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,969,6543,0.148097
Heusden-Zolder,71070,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,928,6634,0.139885
Heusden-Zolder,71070,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,973,6652,0.146272
Heusden-Zolder,71070,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,895,6622,0.135156
Heusden-Zolder,71070,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,844,6631,0.127281
Heusden-Zolder,71070,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,841,6685,0.125804
Heusden-Zolder,71070,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,820,6698,0.122425
Bocholt,72003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,370,2517,0.147
Bocholt,72003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,380,2447,0.155292
Bocholt,72003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,389,2412,0.161277
Bocholt,72003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,374,2403,0.155639
Bocholt,72003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,399,2405,0.165904
Bocholt,72003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,375,2371,0.158161
Bocholt,72003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,339,2309,0.146817
Bocholt,72003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,344,2322,0.148148
Bocholt,72003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,306,2316,0.132124
Bocholt,72003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,326,2366,0.137785
Bocholt,72003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,334,2382,0.140218
Bocholt,72003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,308,2412,0.127695
Bree,72004,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,276,2785,0.0991023
Bree,72004,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,279,2763,0.100977
Bree,72004,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,283,2780,0.101799
Bree,72004,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,279,2819,0.0989713
Bree,72004,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,293,2804,0.104494
Bree,72004,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,304,2794,0.108805
Bree,72004,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,308,2822,0.109142
Bree,72004,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,320,2841,0.112636
Bree,72004,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,300,2847,0.105374
Bree,72004,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,270,2870,0.0940767
Bree,72004,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,273,2884,0.0946602
Bree,72004,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,278,2894,0.0960608
Kinrooi,72018,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,544,2444,0.222586
Kinrooi,72018,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,547,2402,0.227727
Kinrooi,72018,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,565,2382,0.237196
Kinrooi,72018,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,577,2348,0.245741
Kinrooi,72018,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,592,2353,0.251594
Kinrooi,72018,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,554,2314,0.239412
Kinrooi,72018,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,568,2272,0.25
Kinrooi,72018,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,535,2249,0.237884
Kinrooi,72018,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,503,2195,0.229157
Kinrooi,72018,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,455,2157,0.210941
Kinrooi,72018,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,426,2113,0.201609
Kinrooi,72018,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,430,2138,0.201123
Lommel,72020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,1133,6344,0.178594
Lommel,72020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,1248,6361,0.196196
Lommel,72020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,1228,6337,0.193783
Lommel,72020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,1191,6248,0.190621
Lommel,72020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,1171,6255,0.18721
Lommel,72020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,1259,6249,0.201472
Lommel,72020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,1268,6260,0.202556
Lommel,72020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,1198,6213,0.192822
Lommel,72020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,1139,6172,0.184543
Lommel,72020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,1054,6166,0.170937
Lommel,72020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,974,6096,0.159777
Lommel,72020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,985,6232,0.158055
Maaseik,72021,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,789,4671,0.168915
Maaseik,72021,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,869,4644,0.187123
Maaseik,72021,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,892,4630,0.192657
Maaseik,72021,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,850,4663,0.182286
Maaseik,72021,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,863,4617,0.186918
Maaseik,72021,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,920,4626,0.198876
Maaseik,72021,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,928,4618,0.200953
Maaseik,72021,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,896,4597,0.19491
Maaseik,72021,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,906,4628,0.195765
Maaseik,72021,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,867,4614,0.187906
Maaseik,72021,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,824,4584,0.179756
Maaseik,72021,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,737,4513,0.163306
Peer,72030,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,221,3219,0.0686549
Peer,72030,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,225,3154,0.071338
Peer,72030,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,218,3087,0.0706187
Peer,72030,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,226,3078,0.0734243
Peer,72030,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,243,3092,0.0785899
Peer,72030,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,253,3093,0.0817976
Peer,72030,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,276,3088,0.0893782
Peer,72030,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,234,3088,0.0757772
Peer,72030,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,237,3112,0.0761568
Peer,72030,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,239,3037,0.0786961
Peer,72030,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,246,3024,0.0813492
Peer,72030,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,204,2982,0.0684105
Hamont-Achel,72037,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,773,2798,0.276269
Hamont-Achel,72037,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,754,2718,0.27741
Hamont-Achel,72037,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,760,2696,0.281899
Hamont-Achel,72037,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,762,2687,0.283588
Hamont-Achel,72037,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,729,2680,0.272015
Hamont-Achel,72037,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,764,2658,0.287434
Hamont-Achel,72037,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,797,2682,0.297166
Hamont-Achel,72037,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,783,2644,0.296142
Hamont-Achel,72037,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,808,2644,0.305598
Hamont-Achel,72037,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,741,2628,0.281963
Hamont-Achel,72037,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,735,2633,0.279149
Hamont-Achel,72037,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,736,2620,0.280916
Hechtel-Eksel,72038,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,257,2356,0.109083
Hechtel-Eksel,72038,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,271,2327,0.116459
Hechtel-Eksel,72038,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,267,2296,0.116289
Hechtel-Eksel,72038,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,287,2291,0.125273
Hechtel-Eksel,72038,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,289,2313,0.124946
Hechtel-Eksel,72038,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,285,2335,0.122056
Hechtel-Eksel,72038,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,288,2330,0.123605
Hechtel-Eksel,72038,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,271,2311,0.117265
Hechtel-Eksel,72038,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,255,2321,0.109866
Hechtel-Eksel,72038,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,243,2315,0.104968
Hechtel-Eksel,72038,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,246,2363,0.104105
Hechtel-Eksel,72038,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,238,2394,0.0994152
Houthalen-Helchteren,72039,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,816,6258,0.130393
Houthalen-Helchteren,72039,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,901,6154,0.146409
Houthalen-Helchteren,72039,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,903,6088,0.148325
Houthalen-Helchteren,72039,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,852,6041,0.141036
Houthalen-Helchteren,72039,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,865,6043,0.143141
Houthalen-Helchteren,72039,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,880,6079,0.144761
Houthalen-Helchteren,72039,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,919,6020,0.152658
Houthalen-Helchteren,72039,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,936,6003,0.155922
Houthalen-Helchteren,72039,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,794,6002,0.132289
