Gemeente,NIS-code,Centrumstad,Indicator,Jaar,Aantal kinderen van 0 tot en met 17 jaar dat leeft in een gezin met zeer lage werkintensiteit,Aantal inwoners van 0 tot en met 17 jaar (KSZ-cijfers),Procent
Heuvelland,33039,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,140,1577,0.0887762
Heuvelland,33039,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,120,1560,0.0769231
Heuvelland,33039,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,105,1518,0.06917
Heuvelland,33039,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,118,1528,0.0772251
Heuvelland,33039,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,127,1543,0.0823072
Heuvelland,33039,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,115,1532,0.0750653
Langemark-Poelkapelle,33040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,59,1726,0.0341831
Langemark-Poelkapelle,33040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,71,1715,0.0413994
Langemark-Poelkapelle,33040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,66,1692,0.0390071
Langemark-Poelkapelle,33040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,61,1706,0.0357562
Langemark-Poelkapelle,33040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,79,1714,0.046091
Langemark-Poelkapelle,33040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,72,1687,0.0426793
Langemark-Poelkapelle,33040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,77,1681,0.0458061
Langemark-Poelkapelle,33040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,76,1644,0.0462287
Langemark-Poelkapelle,33040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,62,1642,0.0377588
Langemark-Poelkapelle,33040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,75,1602,0.0468165
Langemark-Poelkapelle,33040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,58,1562,0.0371319
Langemark-Poelkapelle,33040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,55,1570,0.0350318
Vleteren,33041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,26,789,0.0329531
Vleteren,33041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,30,773,0.0388098
Vleteren,33041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,32,796,0.040201
Vleteren,33041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,36,784,0.0459184
Vleteren,33041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,24,773,0.0310479
Vleteren,33041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,30,773,0.0388098
Vleteren,33041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,28,765,0.0366013
Vleteren,33041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,32,794,0.0403023
Vleteren,33041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,27,772,0.0349741
Vleteren,33041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,23,785,0.0292994
Vleteren,33041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,34,820,0.0414634
Vleteren,33041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,35,824,0.0424757
Anzegem,34002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,63,3001,0.020993
Anzegem,34002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,69,2937,0.0234934
Anzegem,34002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,70,2922,0.0239562
Anzegem,34002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,78,2980,0.0261745
Anzegem,34002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,84,2982,0.028169
Anzegem,34002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,92,2958,0.0311021
Anzegem,34002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,85,2978,0.0285426
Anzegem,34002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,82,2956,0.0277402
Anzegem,34002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,78,2893,0.0269616
Anzegem,34002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,81,2880,0.028125
Anzegem,34002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,87,2920,0.0297945
Anzegem,34002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,114,2930,0.0389078
Avelgem,34003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,90,1906,0.0472193
Avelgem,34003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,115,1890,0.0608466
Avelgem,34003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,78,1857,0.0420032
Avelgem,34003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,75,1840,0.0407609
Avelgem,34003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,87,1854,0.0469256
Avelgem,34003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,118,1902,0.06204
Avelgem,34003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,116,1917,0.0605112
Avelgem,34003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,114,1970,0.057868
Avelgem,34003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,112,2004,0.0558882
Avelgem,34003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,116,1988,0.0583501
Avelgem,34003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,113,2023,0.0558576
Avelgem,34003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,110,1981,0.0555275
Deerlijk,34009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,53,2247,0.023587
Deerlijk,34009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,64,2251,0.0284318
Deerlijk,34009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,70,2232,0.031362
Deerlijk,34009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,82,2237,0.0366562
Deerlijk,34009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,80,2211,0.0361827
Deerlijk,34009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,91,2250,0.0404444
Deerlijk,34009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,90,2272,0.0396127
Deerlijk,34009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,84,2245,0.0374165
Deerlijk,34009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,70,2252,0.0310835
Deerlijk,34009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,103,2251,0.0457574
Deerlijk,34009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,110,2282,0.0482033
Deerlijk,34009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,121,2346,0.0515772
Harelbeke,34013,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,222,4976,0.0446141
Harelbeke,34013,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,243,4907,0.0495211
Harelbeke,34013,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,289,4963,0.0582309
Harelbeke,34013,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,326,5039,0.0646954
Harelbeke,34013,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,346,5102,0.0678165
Harelbeke,34013,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,319,5099,0.0625613
Harelbeke,34013,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,287,5117,0.0560876
Harelbeke,34013,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,289,5128,0.0563573
Harelbeke,34013,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,282,5113,0.0551535
Harelbeke,34013,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,264,5216,0.0506135
Harelbeke,34013,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,302,5268,0.0573273
Harelbeke,34013,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,317,5408,0.0586169
Kortrijk,34022,Ja,Kinderen in gezin met zeer lage werkintensiteit,2009,1398,14216,0.0983399
Kortrijk,34022,Ja,Kinderen in gezin met zeer lage werkintensiteit,2010,1574,14226,0.110642
Kortrijk,34022,Ja,Kinderen in gezin met zeer lage werkintensiteit,2011,1706,14358,0.118819
Kortrijk,34022,Ja,Kinderen in gezin met zeer lage werkintensiteit,2012,1690,14333,0.11791
Kortrijk,34022,Ja,Kinderen in gezin met zeer lage werkintensiteit,2013,1640,14281,0.114838
Kortrijk,34022,Ja,Kinderen in gezin met zeer lage werkintensiteit,2014,1664,14311,0.116274
Kortrijk,34022,Ja,Kinderen in gezin met zeer lage werkintensiteit,2015,1636,14265,0.114686
Kortrijk,34022,Ja,Kinderen in gezin met zeer lage werkintensiteit,2016,1640,14416,0.113762
Kortrijk,34022,Ja,Kinderen in gezin met zeer lage werkintensiteit,2017,1585,14374,0.110269
Kortrijk,34022,Ja,Kinderen in gezin met zeer lage werkintensiteit,2018,1587,14624,0.10852
Kortrijk,34022,Ja,Kinderen in gezin met zeer lage werkintensiteit,2019,1610,14762,0.109064
Kortrijk,34022,Ja,Kinderen in gezin met zeer lage werkintensiteit,2020,1555,14870,0.104573
Kuurne,34023,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,109,2508,0.0434609
Kuurne,34023,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,142,2529,0.0561487
Kuurne,34023,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,137,2499,0.0548219
Kuurne,34023,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,141,2499,0.0564226
Kuurne,34023,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,147,2482,0.0592264
Kuurne,34023,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,149,2478,0.0601291
Kuurne,34023,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,175,2460,0.0711382
Kuurne,34023,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,175,2514,0.0696102
Kuurne,34023,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,160,2553,0.0626714
Kuurne,34023,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,157,2598,0.0604311
Kuurne,34023,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,174,2669,0.065193
Kuurne,34023,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,173,2715,0.0637201
Lendelede,34025,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,44,1058,0.0415879
Lendelede,34025,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,39,1058,0.036862
Lendelede,34025,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,45,1071,0.0420168
Lendelede,34025,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,53,1073,0.0493942
Lendelede,34025,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,47,1092,0.0430403
Lendelede,34025,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,35,1095,0.0319635
Lendelede,34025,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,44,1106,0.039783
Lendelede,34025,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,33,1089,0.030303
Lendelede,34025,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,33,1073,0.0307549
Lendelede,34025,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,25,1065,0.0234742
Lendelede,34025,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,23,1060,0.0216981
Lendelede,34025,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,34,1081,0.0314524
Menen,34027,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,657,6561,0.100137
Menen,34027,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,726,6565,0.110586
Menen,34027,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,840,6643,0.126449
Menen,34027,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,819,6637,0.123399
Menen,34027,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,844,6658,0.126765
Menen,34027,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,883,6705,0.131693
Menen,34027,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,897,6592,0.136074
Menen,34027,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,919,6615,0.138927
Menen,34027,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,922,6664,0.138355
Menen,34027,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,864,6697,0.129013
Menen,34027,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,898,6782,0.132409
Menen,34027,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,899,6875,0.130764
Waregem,34040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,364,7110,0.0511955
Waregem,34040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,443,7043,0.0628993
Waregem,34040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,434,7030,0.0617354
Waregem,34040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,426,6926,0.0615074
Waregem,34040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,406,6934,0.0585521
Waregem,34040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,420,6948,0.0604491
Waregem,34040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,434,6880,0.0630814
Waregem,34040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,441,6884,0.0640616
Waregem,34040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,402,6899,0.0582693
Waregem,34040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,390,6900,0.0565217
Waregem,34040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,395,6922,0.0570644
Waregem,34040,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,423,6967,0.0607148
Wevelgem,34041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,260,6306,0.0412306
Wevelgem,34041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,270,6198,0.0435624
Wevelgem,34041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,289,6181,0.0467562
Wevelgem,34041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,278,6117,0.0454471
Wevelgem,34041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,259,6076,0.0426267
Wevelgem,34041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,285,6041,0.0471776
Wevelgem,34041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,291,6070,0.0479407
Wevelgem,34041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,302,6021,0.0501578
Wevelgem,34041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,319,6085,0.052424
Wevelgem,34041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,293,6059,0.0483578
Wevelgem,34041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,292,6102,0.0478532
Wevelgem,34041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,305,6149,0.0496016
Zwevegem,34042,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,166,4872,0.0340722
Zwevegem,34042,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,193,4849,0.039802
Zwevegem,34042,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,170,4815,0.0353063
Zwevegem,34042,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,173,4797,0.0360642
Zwevegem,34042,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,139,4752,0.0292508
Zwevegem,34042,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,152,4759,0.0319395
Zwevegem,34042,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,154,4745,0.0324552
Zwevegem,34042,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,181,4771,0.0379375
Zwevegem,34042,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,183,4823,0.0379432
Zwevegem,34042,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,189,4839,0.0390577
Zwevegem,34042,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,208,4821,0.0431446
Zwevegem,34042,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,185,4798,0.0385577
Spiere-Helkijn,34043,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,58,513,0.11306
Spiere-Helkijn,34043,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,54,512,0.105469
Spiere-Helkijn,34043,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,63,522,0.12069
Spiere-Helkijn,34043,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,62,501,0.123752
Spiere-Helkijn,34043,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,62,500,0.124
Spiere-Helkijn,34043,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,74,509,0.145383
Spiere-Helkijn,34043,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,63,523,0.120459
Spiere-Helkijn,34043,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,80,508,0.15748
Spiere-Helkijn,34043,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,69,503,0.137177
Spiere-Helkijn,34043,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,48,462,0.103896
Spiere-Helkijn,34043,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,42,437,0.0961098
Spiere-Helkijn,34043,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,45,434,0.103687
Bredene,35002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,248,3136,0.0790816
Bredene,35002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,288,3159,0.0911681
Bredene,35002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,279,3161,0.0882632
Bredene,35002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,281,3122,0.0900064
Bredene,35002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,256,3116,0.0821566
Bredene,35002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,288,3114,0.0924855
Bredene,35002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,304,3179,0.0956276
Bredene,35002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,327,3121,0.104774
Bredene,35002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,331,3176,0.104219
Bredene,35002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,333,3174,0.104915
Bredene,35002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,331,3233,0.102382
Bredene,35002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,306,3224,0.0949132
Gistel,35005,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,111,2520,0.0440476
Gistel,35005,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,143,2477,0.0577311
Gistel,35005,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,134,2464,0.0543831
Gistel,35005,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,127,2389,0.0531603
Gistel,35005,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,125,2408,0.0519103
Gistel,35005,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,143,2324,0.0615318
Gistel,35005,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,136,2253,0.060364
Gistel,35005,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,150,2296,0.065331
Gistel,35005,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,178,2310,0.0770563
Gistel,35005,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,152,2280,0.0666667
Gistel,35005,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,145,2326,0.0623388
Gistel,35005,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,135,2318,0.0582399
Ichtegem,35006,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,125,2755,0.0453721
Ichtegem,35006,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,171,2761,0.0619341
Ichtegem,35006,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,175,2736,0.063962
Ichtegem,35006,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,157,2798,0.0561115
Ichtegem,35006,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,157,2750,0.0570909
Ichtegem,35006,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,174,2783,0.0625225
Ichtegem,35006,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,142,2760,0.0514493
Ichtegem,35006,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,147,2736,0.0537281
Ichtegem,35006,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,155,2705,0.0573013
Ichtegem,35006,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,146,2719,0.0536962
Ichtegem,35006,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,158,2728,0.0579179
Ichtegem,35006,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,143,2708,0.0528065
Middelkerke,35011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,199,2812,0.0707681
Middelkerke,35011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,235,2777,0.0846237
Middelkerke,35011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,228,2759,0.0826386
Middelkerke,35011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,263,2734,0.096196
Middelkerke,35011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,261,2690,0.097026
Middelkerke,35011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,270,2655,0.101695
Middelkerke,35011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,266,2553,0.104191
Middelkerke,35011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,278,2490,0.111647
Middelkerke,35011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,264,2422,0.109001
Middelkerke,35011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,276,2439,0.113161
Middelkerke,35011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,271,2407,0.112588
Middelkerke,35011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,267,2405,0.111019
Oostende,35013,Ja,Kinderen in gezin met zeer lage werkintensiteit,2009,1520,10574,0.143749
Oostende,35013,Ja,Kinderen in gezin met zeer lage werkintensiteit,2010,1742,10500,0.165905
Oostende,35013,Ja,Kinderen in gezin met zeer lage werkintensiteit,2011,1865,10590,0.17611
Oostende,35013,Ja,Kinderen in gezin met zeer lage werkintensiteit,2012,1814,10600,0.171132
Oostende,35013,Ja,Kinderen in gezin met zeer lage werkintensiteit,2013,1898,10537,0.180127
Oostende,35013,Ja,Kinderen in gezin met zeer lage werkintensiteit,2014,1969,10527,0.187043
Oostende,35013,Ja,Kinderen in gezin met zeer lage werkintensiteit,2015,2050,10633,0.192796
Oostende,35013,Ja,Kinderen in gezin met zeer lage werkintensiteit,2016,2003,10642,0.188217
Oostende,35013,Ja,Kinderen in gezin met zeer lage werkintensiteit,2017,1962,10790,0.181835
Oostende,35013,Ja,Kinderen in gezin met zeer lage werkintensiteit,2018,2087,10901,0.19145
Oostende,35013,Ja,Kinderen in gezin met zeer lage werkintensiteit,2019,2090,10949,0.190885
Oostende,35013,Ja,Kinderen in gezin met zeer lage werkintensiteit,2020,2023,11103,0.182203
Oudenburg,35014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,58,1760,0.0329545
Oudenburg,35014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,81,1715,0.0472303
Oudenburg,35014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,70,1703,0.0411039
Oudenburg,35014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,71,1708,0.0415691
Oudenburg,35014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,70,1654,0.0423216
Oudenburg,35014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,94,1682,0.0558859
Oudenburg,35014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,90,1662,0.0541516
Oudenburg,35014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,95,1661,0.0571945
Oudenburg,35014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,76,1665,0.0456456
Oudenburg,35014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,93,1672,0.055622
Oudenburg,35014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,82,1703,0.0481503
Oudenburg,35014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,72,1725,0.0417391
De Haan,35029,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,139,1890,0.073545
De Haan,35029,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,143,1818,0.0786579
De Haan,35029,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,156,1809,0.0862355
De Haan,35029,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,133,1707,0.0779145
De Haan,35029,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,140,1735,0.0806916
De Haan,35029,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,139,1722,0.0807201
De Haan,35029,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,154,1675,0.0919403
De Haan,35029,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,145,1647,0.0880389
De Haan,35029,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,131,1610,0.0813665
De Haan,35029,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,121,1572,0.076972
De Haan,35029,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,106,1565,0.0677316
De Haan,35029,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,124,1530,0.0810458
Hooglede,36006,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,48,2123,0.0226095
Hooglede,36006,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,48,2051,0.0234032
Hooglede,36006,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,57,2050,0.0278049
Hooglede,36006,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,41,1989,0.0206134
Hooglede,36006,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,69,2013,0.0342772
Hooglede,36006,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,81,1995,0.0406015
Hooglede,36006,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,63,1968,0.0320122
Hooglede,36006,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,78,1926,0.0404984
Hooglede,36006,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,48,1907,0.0251704
Hooglede,36006,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,50,1903,0.0262743
Hooglede,36006,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,63,1909,0.0330016
Hooglede,36006,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,63,1909,0.0330016
Ingelmunster,36007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,93,2139,0.0434783
Ingelmunster,36007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,92,2102,0.0437678
Ingelmunster,36007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,124,2094,0.0592168
Ingelmunster,36007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,123,2081,0.0591062
Ingelmunster,36007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,130,2039,0.0637567
