Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,"Totaal netto belastbaar inkomen 
(in miljoen euro)","Aantal fiscale aangiften 
(zonder nulaangiften)","Gemiddeld inkomen, per aangifte 
(in euro)"
Zonnebeke,33037,Nee,"Gemiddeld inkomen, per aangifte",1992,77.59,4314,17985.6
Zonnebeke,33037,Nee,"Gemiddeld inkomen, per aangifte",1993,79.3,4331,18309.9
Zonnebeke,33037,Nee,"Gemiddeld inkomen, per aangifte",1994,81.04,4256,19041.4
Zonnebeke,33037,Nee,"Gemiddeld inkomen, per aangifte",1995,88.72,4531,19580.7
Zonnebeke,33037,Nee,"Gemiddeld inkomen, per aangifte",1996,93.7,4618,20290.2
Zonnebeke,33037,Nee,"Gemiddeld inkomen, per aangifte",1997,97.67,4700,20780.9
Zonnebeke,33037,Nee,"Gemiddeld inkomen, per aangifte",1998,100.01,4798,20844.1
Zonnebeke,33037,Nee,"Gemiddeld inkomen, per aangifte",1999,105.75,4977,21247.7
Zonnebeke,33037,Nee,"Gemiddeld inkomen, per aangifte",2000,110.24,4976,22154.3
Zonnebeke,33037,Nee,"Gemiddeld inkomen, per aangifte",2001,116.9,4957,23582.8
Zonnebeke,33037,Nee,"Gemiddeld inkomen, per aangifte",2002,119.96,4998,24001.6
Zonnebeke,33037,Nee,"Gemiddeld inkomen, per aangifte",2003,124.76,5049,24709.8
Zonnebeke,33037,Nee,"Gemiddeld inkomen, per aangifte",2004,130.762,5563,23505.7
Zonnebeke,33037,Nee,"Gemiddeld inkomen, per aangifte",2005,144.757,6356,22774.8
Zonnebeke,33037,Nee,"Gemiddeld inkomen, per aangifte",2006,154.384,6534,23627.8
Zonnebeke,33037,Nee,"Gemiddeld inkomen, per aangifte",2007,160.962,6693,24049.3
Zonnebeke,33037,Nee,"Gemiddeld inkomen, per aangifte",2008,166.763,6749,24709.2
Zonnebeke,33037,Nee,"Gemiddeld inkomen, per aangifte",2009,172.283,6776,25425.5
Zonnebeke,33037,Nee,"Gemiddeld inkomen, per aangifte",2010,176.942,6858,25800.8
Zonnebeke,33037,Nee,"Gemiddeld inkomen, per aangifte",2011,183.597,6796,27015.4
Zonnebeke,33037,Nee,"Gemiddeld inkomen, per aangifte",2012,194.949,6701,29092.5
Zonnebeke,33037,Nee,"Gemiddeld inkomen, per aangifte",2013,200.762,6698,29973.5
Zonnebeke,33037,Nee,"Gemiddeld inkomen, per aangifte",2014,211.672,6781,31215.5
Zonnebeke,33037,Nee,"Gemiddeld inkomen, per aangifte",2015,211.511,6805,31081.7
Zonnebeke,33037,Nee,"Gemiddeld inkomen, per aangifte",2016,216.632,6786,31923.3
Zonnebeke,33037,Nee,"Gemiddeld inkomen, per aangifte",2017,223.869,6865,32610.1
Zonnebeke,33037,Nee,"Gemiddeld inkomen, per aangifte",2018,228.228,6927,32947.6
Zonnebeke,33037,Nee,"Gemiddeld inkomen, per aangifte",2019,235.607,6897,34160.8
Zonnebeke,33037,Nee,"Gemiddeld inkomen, per aangifte",2020,252.337,6922,36454.4
Heuvelland,33039,Nee,"Gemiddeld inkomen, per aangifte",1991,50.99,3357,15189.2
Heuvelland,33039,Nee,"Gemiddeld inkomen, per aangifte",1992,53.3,3361,15858.4
Heuvelland,33039,Nee,"Gemiddeld inkomen, per aangifte",1993,53.59,3297,16254.2
Heuvelland,33039,Nee,"Gemiddeld inkomen, per aangifte",1994,53.59,3132,17110.5
Heuvelland,33039,Nee,"Gemiddeld inkomen, per aangifte",1995,58.4,3358,17391.3
Heuvelland,33039,Nee,"Gemiddeld inkomen, per aangifte",1996,62.44,3439,18156.4
Heuvelland,33039,Nee,"Gemiddeld inkomen, per aangifte",1997,65.02,3571,18207.8
Heuvelland,33039,Nee,"Gemiddeld inkomen, per aangifte",1998,66.05,3586,18418.9
Heuvelland,33039,Nee,"Gemiddeld inkomen, per aangifte",1999,66.72,3610,18482.0
Heuvelland,33039,Nee,"Gemiddeld inkomen, per aangifte",2000,70.28,3623,19398.3
Heuvelland,33039,Nee,"Gemiddeld inkomen, per aangifte",2001,75.37,3675,20508.8
Heuvelland,33039,Nee,"Gemiddeld inkomen, per aangifte",2002,77.16,3769,20472.3
Heuvelland,33039,Nee,"Gemiddeld inkomen, per aangifte",2003,81.3321,3776,21539.2
Heuvelland,33039,Nee,"Gemiddeld inkomen, per aangifte",2004,87.0618,4408,19750.9
Heuvelland,33039,Nee,"Gemiddeld inkomen, per aangifte",2005,91.3308,4443,20556.1
Heuvelland,33039,Nee,"Gemiddeld inkomen, per aangifte",2006,95.9694,4525,21208.7
Heuvelland,33039,Nee,"Gemiddeld inkomen, per aangifte",2007,99.1705,4550,21795.7
Heuvelland,33039,Nee,"Gemiddeld inkomen, per aangifte",2008,101.176,4600,21994.9
Heuvelland,33039,Nee,"Gemiddeld inkomen, per aangifte",2009,105.274,4635,22712.8
Heuvelland,33039,Nee,"Gemiddeld inkomen, per aangifte",2010,107.487,4539,23680.8
Heuvelland,33039,Nee,"Gemiddeld inkomen, per aangifte",2011,111.582,4457,25035.2
Heuvelland,33039,Nee,"Gemiddeld inkomen, per aangifte",2012,117.3,4399,26665.1
Heuvelland,33039,Nee,"Gemiddeld inkomen, per aangifte",2013,120.546,4403,27378.2
Heuvelland,33039,Nee,"Gemiddeld inkomen, per aangifte",2014,124.795,4408,28311.1
Heuvelland,33039,Nee,"Gemiddeld inkomen, per aangifte",2015,124.282,4415,28149.9
Heuvelland,33039,Nee,"Gemiddeld inkomen, per aangifte",2016,123.754,4427,27954.3
Heuvelland,33039,Nee,"Gemiddeld inkomen, per aangifte",2017,129.964,4461,29133.4
Heuvelland,33039,Nee,"Gemiddeld inkomen, per aangifte",2018,133.375,4489,29711.6
Heuvelland,33039,Nee,"Gemiddeld inkomen, per aangifte",2019,137.59,4504,30548.4
Heuvelland,33039,Nee,"Gemiddeld inkomen, per aangifte",2020,141.332,4503,31386.1
Langemark-Poelkapelle,33040,Nee,"Gemiddeld inkomen, per aangifte",1991,46.95,2931,16018.4
Langemark-Poelkapelle,33040,Nee,"Gemiddeld inkomen, per aangifte",1992,50.67,2925,17323.1
Langemark-Poelkapelle,33040,Nee,"Gemiddeld inkomen, per aangifte",1993,50.69,2920,17359.6
Langemark-Poelkapelle,33040,Nee,"Gemiddeld inkomen, per aangifte",1994,53.2,2932,18144.6
Langemark-Poelkapelle,33040,Nee,"Gemiddeld inkomen, per aangifte",1995,57.04,3056,18664.9
Langemark-Poelkapelle,33040,Nee,"Gemiddeld inkomen, per aangifte",1996,59.77,3149,18980.6
Langemark-Poelkapelle,33040,Nee,"Gemiddeld inkomen, per aangifte",1997,61.9,3122,19827.0
Langemark-Poelkapelle,33040,Nee,"Gemiddeld inkomen, per aangifte",1998,62.84,3182,19748.6
Langemark-Poelkapelle,33040,Nee,"Gemiddeld inkomen, per aangifte",1999,65.49,3257,20107.5
Langemark-Poelkapelle,33040,Nee,"Gemiddeld inkomen, per aangifte",2000,69.06,3298,20940.0
Langemark-Poelkapelle,33040,Nee,"Gemiddeld inkomen, per aangifte",2001,79.83,3447,23159.3
Langemark-Poelkapelle,33040,Nee,"Gemiddeld inkomen, per aangifte",2002,77.24,3655,21132.7
Langemark-Poelkapelle,33040,Nee,"Gemiddeld inkomen, per aangifte",2003,81.1364,3746,21659.5
Langemark-Poelkapelle,33040,Nee,"Gemiddeld inkomen, per aangifte",2004,87.4656,4109,21286.3
Langemark-Poelkapelle,33040,Nee,"Gemiddeld inkomen, per aangifte",2005,91.8537,4143,22170.8
Langemark-Poelkapelle,33040,Nee,"Gemiddeld inkomen, per aangifte",2006,96.7049,4226,22883.3
Langemark-Poelkapelle,33040,Nee,"Gemiddeld inkomen, per aangifte",2007,100.696,4273,23565.6
Langemark-Poelkapelle,33040,Nee,"Gemiddeld inkomen, per aangifte",2008,104.886,4324,24256.7
Langemark-Poelkapelle,33040,Nee,"Gemiddeld inkomen, per aangifte",2009,107.442,4331,24807.6
Langemark-Poelkapelle,33040,Nee,"Gemiddeld inkomen, per aangifte",2010,110.293,4337,25430.7
Langemark-Poelkapelle,33040,Nee,"Gemiddeld inkomen, per aangifte",2011,116.496,4388,26548.8
Langemark-Poelkapelle,33040,Nee,"Gemiddeld inkomen, per aangifte",2012,120.958,4333,27915.5
Langemark-Poelkapelle,33040,Nee,"Gemiddeld inkomen, per aangifte",2013,125.546,4350,28861.1
Langemark-Poelkapelle,33040,Nee,"Gemiddeld inkomen, per aangifte",2014,131.677,4336,30368.3
Langemark-Poelkapelle,33040,Nee,"Gemiddeld inkomen, per aangifte",2015,129.752,4304,30146.9
Langemark-Poelkapelle,33040,Nee,"Gemiddeld inkomen, per aangifte",2016,132.45,4393,30150.2
Langemark-Poelkapelle,33040,Nee,"Gemiddeld inkomen, per aangifte",2017,138.81,4356,31866.4
Langemark-Poelkapelle,33040,Nee,"Gemiddeld inkomen, per aangifte",2018,142.903,4303,33210.0
Langemark-Poelkapelle,33040,Nee,"Gemiddeld inkomen, per aangifte",2019,146.449,4284,34185.1
Langemark-Poelkapelle,33040,Nee,"Gemiddeld inkomen, per aangifte",2020,151.247,4347,34793.4
Vleteren,33041,Nee,"Gemiddeld inkomen, per aangifte",1991,21.42,1344,15937.5
Vleteren,33041,Nee,"Gemiddeld inkomen, per aangifte",1992,22.14,1338,16547.1
Vleteren,33041,Nee,"Gemiddeld inkomen, per aangifte",1993,22.19,1337,16596.9
Vleteren,33041,Nee,"Gemiddeld inkomen, per aangifte",1994,22.78,1314,17336.4
Vleteren,33041,Nee,"Gemiddeld inkomen, per aangifte",1995,24.22,1361,17795.7
Vleteren,33041,Nee,"Gemiddeld inkomen, per aangifte",1996,25.14,1348,18649.9
Vleteren,33041,Nee,"Gemiddeld inkomen, per aangifte",1997,27.07,1402,19308.1
Vleteren,33041,Nee,"Gemiddeld inkomen, per aangifte",1998,26.44,1390,19021.6
Vleteren,33041,Nee,"Gemiddeld inkomen, per aangifte",1999,27.85,1412,19723.8
Vleteren,33041,Nee,"Gemiddeld inkomen, per aangifte",2000,28.78,1447,19889.4
Vleteren,33041,Nee,"Gemiddeld inkomen, per aangifte",2001,33.09,1517,21812.8
Vleteren,33041,Nee,"Gemiddeld inkomen, per aangifte",2002,32.49,1590,20434.0
Vleteren,33041,Nee,"Gemiddeld inkomen, per aangifte",2003,33.9868,1631,20838.0
Vleteren,33041,Nee,"Gemiddeld inkomen, per aangifte",2004,37.3729,1780,20996.0
Vleteren,33041,Nee,"Gemiddeld inkomen, per aangifte",2005,39.2686,1829,21470.0
Vleteren,33041,Nee,"Gemiddeld inkomen, per aangifte",2006,44.1901,2027,21800.8
Vleteren,33041,Nee,"Gemiddeld inkomen, per aangifte",2007,43.0259,2042,21070.5
Vleteren,33041,Nee,"Gemiddeld inkomen, per aangifte",2008,45.0808,2014,22383.7
Vleteren,33041,Nee,"Gemiddeld inkomen, per aangifte",2009,46.5505,2053,22674.4
Vleteren,33041,Nee,"Gemiddeld inkomen, per aangifte",2010,48.3101,2064,23406.1
Vleteren,33041,Nee,"Gemiddeld inkomen, per aangifte",2011,51.7434,2032,25464.3
Vleteren,33041,Nee,"Gemiddeld inkomen, per aangifte",2012,52.0531,2000,26026.5
Vleteren,33041,Nee,"Gemiddeld inkomen, per aangifte",2013,53.6814,2003,26800.5
Vleteren,33041,Nee,"Gemiddeld inkomen, per aangifte",2014,56.1342,1954,28727.9
Vleteren,33041,Nee,"Gemiddeld inkomen, per aangifte",2015,57.0977,2003,28506.1
Vleteren,33041,Nee,"Gemiddeld inkomen, per aangifte",2016,58.2369,2014,28916.0
Vleteren,33041,Nee,"Gemiddeld inkomen, per aangifte",2017,59.7195,1993,29964.7
Vleteren,33041,Nee,"Gemiddeld inkomen, per aangifte",2018,61.4212,1999,30726.0
Vleteren,33041,Nee,"Gemiddeld inkomen, per aangifte",2019,61.7382,1939,31840.3
Vleteren,33041,Nee,"Gemiddeld inkomen, per aangifte",2020,64.0575,1955,32766.0
Anzegem,34002,Nee,"Gemiddeld inkomen, per aangifte",1991,100.05,5259,19024.5
Anzegem,34002,Nee,"Gemiddeld inkomen, per aangifte",1992,108.73,5240,20750.0
Anzegem,34002,Nee,"Gemiddeld inkomen, per aangifte",1993,112.07,5317,21077.7
Anzegem,34002,Nee,"Gemiddeld inkomen, per aangifte",1994,117.82,5380,21899.6
Anzegem,34002,Nee,"Gemiddeld inkomen, per aangifte",1995,123.05,5542,22203.2
Anzegem,34002,Nee,"Gemiddeld inkomen, per aangifte",1996,126.92,5649,22467.7
Anzegem,34002,Nee,"Gemiddeld inkomen, per aangifte",1997,134.46,5930,22674.5
Anzegem,34002,Nee,"Gemiddeld inkomen, per aangifte",1998,139.53,6017,23189.3
Anzegem,34002,Nee,"Gemiddeld inkomen, per aangifte",1999,143.48,6038,23762.8
Anzegem,34002,Nee,"Gemiddeld inkomen, per aangifte",2000,152.39,6151,24774.8
Anzegem,34002,Nee,"Gemiddeld inkomen, per aangifte",2001,166.78,6662,25034.5
Anzegem,34002,Nee,"Gemiddeld inkomen, per aangifte",2002,173.13,6832,25341.0
Anzegem,34002,Nee,"Gemiddeld inkomen, per aangifte",2003,181.792,7333,24790.9
Anzegem,34002,Nee,"Gemiddeld inkomen, per aangifte",2004,183.121,6856,26709.7
Anzegem,34002,Nee,"Gemiddeld inkomen, per aangifte",2005,192.249,6932,27733.6
Anzegem,34002,Nee,"Gemiddeld inkomen, per aangifte",2006,203.568,7124,28575.0
Anzegem,34002,Nee,"Gemiddeld inkomen, per aangifte",2007,211.166,7696,27438.4
Anzegem,34002,Nee,"Gemiddeld inkomen, per aangifte",2008,220.291,7698,28616.6
Anzegem,34002,Nee,"Gemiddeld inkomen, per aangifte",2009,228.781,7779,29410.0
Anzegem,34002,Nee,"Gemiddeld inkomen, per aangifte",2010,232.349,7869,29527.2
Anzegem,34002,Nee,"Gemiddeld inkomen, per aangifte",2011,246.709,7835,31488.1
Anzegem,34002,Nee,"Gemiddeld inkomen, per aangifte",2012,255.145,7834,32568.9
Anzegem,34002,Nee,"Gemiddeld inkomen, per aangifte",2013,259.796,7816,33239.0
Anzegem,34002,Nee,"Gemiddeld inkomen, per aangifte",2014,275.398,7913,34803.3
Anzegem,34002,Nee,"Gemiddeld inkomen, per aangifte",2015,279.996,7994,35025.7
Anzegem,34002,Nee,"Gemiddeld inkomen, per aangifte",2016,279.113,7992,34924.1
Anzegem,34002,Nee,"Gemiddeld inkomen, per aangifte",2017,289.65,8109,35719.6
Anzegem,34002,Nee,"Gemiddeld inkomen, per aangifte",2018,300.779,8171,36810.5
Anzegem,34002,Nee,"Gemiddeld inkomen, per aangifte",2019,308.649,8193,37672.2
Anzegem,34002,Nee,"Gemiddeld inkomen, per aangifte",2020,319.713,8191,39032.2
Avelgem,34003,Nee,"Gemiddeld inkomen, per aangifte",1991,67.85,3747,18107.8
Avelgem,34003,Nee,"Gemiddeld inkomen, per aangifte",1992,73.03,3789,19274.2
Avelgem,34003,Nee,"Gemiddeld inkomen, per aangifte",1993,75.29,3800,19813.2
Avelgem,34003,Nee,"Gemiddeld inkomen, per aangifte",1994,75.24,3651,20608.1
Avelgem,34003,Nee,"Gemiddeld inkomen, per aangifte",1995,81.66,3946,20694.4
Avelgem,34003,Nee,"Gemiddeld inkomen, per aangifte",1996,84.53,3984,21217.4
Avelgem,34003,Nee,"Gemiddeld inkomen, per aangifte",1997,86.86,4013,21644.7
Avelgem,34003,Nee,"Gemiddeld inkomen, per aangifte",1998,92.13,4176,22061.8
Avelgem,34003,Nee,"Gemiddeld inkomen, per aangifte",1999,94.19,4258,22120.7
Avelgem,34003,Nee,"Gemiddeld inkomen, per aangifte",2000,98.85,4289,23047.3
Avelgem,34003,Nee,"Gemiddeld inkomen, per aangifte",2001,102.89,4309,23877.9
Avelgem,34003,Nee,"Gemiddeld inkomen, per aangifte",2002,107.03,4363,24531.3
Avelgem,34003,Nee,"Gemiddeld inkomen, per aangifte",2003,116.013,5026,23082.5
Avelgem,34003,Nee,"Gemiddeld inkomen, per aangifte",2004,114.987,4731,24305.1
Avelgem,34003,Nee,"Gemiddeld inkomen, per aangifte",2005,123.447,4861,25395.4
Avelgem,34003,Nee,"Gemiddeld inkomen, per aangifte",2006,131.354,5412,24270.8
Avelgem,34003,Nee,"Gemiddeld inkomen, per aangifte",2007,137.384,5520,24888.5
Avelgem,34003,Nee,"Gemiddeld inkomen, per aangifte",2008,142.123,5559,25566.3
Avelgem,34003,Nee,"Gemiddeld inkomen, per aangifte",2009,145.811,5553,26258.1
Avelgem,34003,Nee,"Gemiddeld inkomen, per aangifte",2010,146.455,5584,26227.6
Avelgem,34003,Nee,"Gemiddeld inkomen, per aangifte",2011,154.294,5566,27720.8
Avelgem,34003,Nee,"Gemiddeld inkomen, per aangifte",2012,161.131,5499,29301.8
Avelgem,34003,Nee,"Gemiddeld inkomen, per aangifte",2013,166.456,5523,30138.7
Avelgem,34003,Nee,"Gemiddeld inkomen, per aangifte",2014,176.795,5561,31791.9
Avelgem,34003,Nee,"Gemiddeld inkomen, per aangifte",2015,175.773,5615,31304.2
Avelgem,34003,Nee,"Gemiddeld inkomen, per aangifte",2016,176.717,5687,31073.9
Avelgem,34003,Nee,"Gemiddeld inkomen, per aangifte",2017,184.75,5764,32052.3
Avelgem,34003,Nee,"Gemiddeld inkomen, per aangifte",2018,190.999,5823,32800.7
Avelgem,34003,Nee,"Gemiddeld inkomen, per aangifte",2019,197.443,5881,33573.1
Avelgem,34003,Nee,"Gemiddeld inkomen, per aangifte",2020,204.428,5864,34861.5
Deerlijk,34009,Nee,"Gemiddeld inkomen, per aangifte",1991,87.98,4373,20118.9
Deerlijk,34009,Nee,"Gemiddeld inkomen, per aangifte",1992,96.73,4503,21481.2
Deerlijk,34009,Nee,"Gemiddeld inkomen, per aangifte",1993,97.89,4553,21500.1
Deerlijk,34009,Nee,"Gemiddeld inkomen, per aangifte",1994,101.41,4546,22307.5
Deerlijk,34009,Nee,"Gemiddeld inkomen, per aangifte",1995,105.26,4714,22329.2
Deerlijk,34009,Nee,"Gemiddeld inkomen, per aangifte",1996,108.33,4791,22611.1
Deerlijk,34009,Nee,"Gemiddeld inkomen, per aangifte",1997,113.29,4881,23210.4
Deerlijk,34009,Nee,"Gemiddeld inkomen, per aangifte",1998,118.18,4958,23836.2
Deerlijk,34009,Nee,"Gemiddeld inkomen, per aangifte",1999,122.83,5066,24246.0
Deerlijk,34009,Nee,"Gemiddeld inkomen, per aangifte",2000,128.22,5109,25096.9
Deerlijk,34009,Nee,"Gemiddeld inkomen, per aangifte",2001,132.19,5173,25553.8
Deerlijk,34009,Nee,"Gemiddeld inkomen, per aangifte",2002,140.46,5303,26486.9
Deerlijk,34009,Nee,"Gemiddeld inkomen, per aangifte",2003,148.055,5973,24787.4
Deerlijk,34009,Nee,"Gemiddeld inkomen, per aangifte",2004,146.781,5556,26418.5
Deerlijk,34009,Nee,"Gemiddeld inkomen, per aangifte",2005,153.048,5907,25909.5
Deerlijk,34009,Nee,"Gemiddeld inkomen, per aangifte",2006,162.798,6257,26018.5
Deerlijk,34009,Nee,"Gemiddeld inkomen, per aangifte",2007,167.61,6305,26583.6
Deerlijk,34009,Nee,"Gemiddeld inkomen, per aangifte",2008,171.783,6310,27223.9
Deerlijk,34009,Nee,"Gemiddeld inkomen, per aangifte",2009,176.185,6238,28243.9
Deerlijk,34009,Nee,"Gemiddeld inkomen, per aangifte",2010,177.26,6272,28262.1
Deerlijk,34009,Nee,"Gemiddeld inkomen, per aangifte",2011,189.244,6324,29924.7
Deerlijk,34009,Nee,"Gemiddeld inkomen, per aangifte",2012,197.888,6339,31217.6
Deerlijk,34009,Nee,"Gemiddeld inkomen, per aangifte",2013,203.282,6401,31757.9
Deerlijk,34009,Nee,"Gemiddeld inkomen, per aangifte",2014,214.526,6480,33105.8
Deerlijk,34009,Nee,"Gemiddeld inkomen, per aangifte",2015,219.123,6518,33618.2
Deerlijk,34009,Nee,"Gemiddeld inkomen, per aangifte",2016,223.081,6539,34115.4
Deerlijk,34009,Nee,"Gemiddeld inkomen, per aangifte",2017,232.163,6597,35192.2
Deerlijk,34009,Nee,"Gemiddeld inkomen, per aangifte",2018,237.023,6717,35287.1
Deerlijk,34009,Nee,"Gemiddeld inkomen, per aangifte",2019,244.368,6746,36224.1
Deerlijk,34009,Nee,"Gemiddeld inkomen, per aangifte",2020,255.396,6783,37652.4
Harelbeke,34013,Nee,"Gemiddeld inkomen, per aangifte",1991,204.78,11204,18277.4
Harelbeke,34013,Nee,"Gemiddeld inkomen, per aangifte",1992,224.64,11245,19976.9
Harelbeke,34013,Nee,"Gemiddeld inkomen, per aangifte",1993,231.14,11321,20416.9
Harelbeke,34013,Nee,"Gemiddeld inkomen, per aangifte",1994,235.05,11331,20744.0
Harelbeke,34013,Nee,"Gemiddeld inkomen, per aangifte",1995,247.22,11861,20843.1
Harelbeke,34013,Nee,"Gemiddeld inkomen, per aangifte",1996,257.64,12361,20843.0
Harelbeke,34013,Nee,"Gemiddeld inkomen, per aangifte",1997,263.29,12512,21043.0
Harelbeke,34013,Nee,"Gemiddeld inkomen, per aangifte",1998,275.96,12527,22029.2
Harelbeke,34013,Nee,"Gemiddeld inkomen, per aangifte",1999,280.86,12691,22130.6
Harelbeke,34013,Nee,"Gemiddeld inkomen, per aangifte",2000,295.45,12976,22769.0
Harelbeke,34013,Nee,"Gemiddeld inkomen, per aangifte",2001,310.47,13248,23435.2
Harelbeke,34013,Nee,"Gemiddeld inkomen, per aangifte",2002,323.47,13859,23340.1
Harelbeke,34013,Nee,"Gemiddeld inkomen, per aangifte",2003,332.682,14314,23241.7
Harelbeke,34013,Nee,"Gemiddeld inkomen, per aangifte",2004,341.384,14259,23941.7
Harelbeke,34013,Nee,"Gemiddeld inkomen, per aangifte",2005,356.811,14626,24395.6
Harelbeke,34013,Nee,"Gemiddeld inkomen, per aangifte",2006,367.832,14855,24761.5
Harelbeke,34013,Nee,"Gemiddeld inkomen, per aangifte",2007,384.333,15090,25469.4
Harelbeke,34013,Nee,"Gemiddeld inkomen, per aangifte",2008,403.441,15190,26559.6
Harelbeke,34013,Nee,"Gemiddeld inkomen, per aangifte",2009,415.298,15215,27295.3
Harelbeke,34013,Nee,"Gemiddeld inkomen, per aangifte",2010,423.532,15478,27363.5
Harelbeke,34013,Nee,"Gemiddeld inkomen, per aangifte",2011,437.374,15389,28421.2
Harelbeke,34013,Nee,"Gemiddeld inkomen, per aangifte",2012,455.939,15238,29921.2
Harelbeke,34013,Nee,"Gemiddeld inkomen, per aangifte",2013,472.77,15302,30896.0
Harelbeke,34013,Nee,"Gemiddeld inkomen, per aangifte",2014,499.743,15539,32160.6
Harelbeke,34013,Nee,"Gemiddeld inkomen, per aangifte",2015,501.162,15567,32193.9
Harelbeke,34013,Nee,"Gemiddeld inkomen, per aangifte",2016,506.643,15669,32334.1
Harelbeke,34013,Nee,"Gemiddeld inkomen, per aangifte",2017,525.698,15853,33160.8
Harelbeke,34013,Nee,"Gemiddeld inkomen, per aangifte",2018,540.602,15999,33789.7
Harelbeke,34013,Nee,"Gemiddeld inkomen, per aangifte",2019,553.408,16064,34450.2
Harelbeke,34013,Nee,"Gemiddeld inkomen, per aangifte",2020,575.464,16059,35834.4
Kortrijk,34022,Ja,"Gemiddeld inkomen, per aangifte",1991,630.57,32040,19680.7
Kortrijk,34022,Ja,"Gemiddeld inkomen, per aangifte",1992,675.76,31990,21124.1
Kortrijk,34022,Ja,"Gemiddeld inkomen, per aangifte",1993,691.57,31946,21648.1
Kortrijk,34022,Ja,"Gemiddeld inkomen, per aangifte",1994,712.22,31787,22406.0
Kortrijk,34022,Ja,"Gemiddeld inkomen, per aangifte",1995,737.83,32859,22454.4
Kortrijk,34022,Ja,"Gemiddeld inkomen, per aangifte",1996,761.73,34070,22357.8
Kortrijk,34022,Ja,"Gemiddeld inkomen, per aangifte",1997,786.62,34424,22850.9
Kortrijk,34022,Ja,"Gemiddeld inkomen, per aangifte",1998,815.77,34855,23404.7
Kortrijk,34022,Ja,"Gemiddeld inkomen, per aangifte",1999,838.13,35177,23826.1
Kortrijk,34022,Ja,"Gemiddeld inkomen, per aangifte",2000,867.0,35236,24605.5
Kortrijk,34022,Ja,"Gemiddeld inkomen, per aangifte",2001,918.63,36163,25402.5
Kortrijk,34022,Ja,"Gemiddeld inkomen, per aangifte",2002,935.58,37023,25270.2
Kortrijk,34022,Ja,"Gemiddeld inkomen, per aangifte",2003,961.402,39140,24563.2
Kortrijk,34022,Ja,"Gemiddeld inkomen, per aangifte",2004,998.952,39911,25029.5
Kortrijk,34022,Ja,"Gemiddeld inkomen, per aangifte",2005,1039.08,42448,24478.8
Kortrijk,34022,Ja,"Gemiddeld inkomen, per aangifte",2006,1071.44,42704,25089.9
Kortrijk,34022,Ja,"Gemiddeld inkomen, per aangifte",2007,1120.31,43413,25805.9
Kortrijk,34022,Ja,"Gemiddeld inkomen, per aangifte",2008,1170.13,43743,26750.2
Kortrijk,34022,Ja,"Gemiddeld inkomen, per aangifte",2009,1190.63,43598,27309.2
Kortrijk,34022,Ja,"Gemiddeld inkomen, per aangifte",2010,1206.42,43992,27423.7
Kortrijk,34022,Ja,"Gemiddeld inkomen, per aangifte",2011,1260.08,43967,28659.6
Kortrijk,34022,Ja,"Gemiddeld inkomen, per aangifte",2012,1310.48,43265,30289.7
Kortrijk,34022,Ja,"Gemiddeld inkomen, per aangifte",2013,1344.23,43441,30943.7
Kortrijk,34022,Ja,"Gemiddeld inkomen, per aangifte",2014,1419.34,43843,32373.2
Kortrijk,34022,Ja,"Gemiddeld inkomen, per aangifte",2015,1400.13,43748,32004.5
Kortrijk,34022,Ja,"Gemiddeld inkomen, per aangifte",2016,1411.13,43628,32344.7
Kortrijk,34022,Ja,"Gemiddeld inkomen, per aangifte",2017,1472.68,44134,33368.4
Kortrijk,34022,Ja,"Gemiddeld inkomen, per aangifte",2018,1515.23,44535,34023.3
Kortrijk,34022,Ja,"Gemiddeld inkomen, per aangifte",2019,1540.5,44350,34735.0
Kortrijk,34022,Ja,"Gemiddeld inkomen, per aangifte",2020,1585.26,44203,35863.1
Kuurne,34023,Nee,"Gemiddeld inkomen, per aangifte",1991,99.16,5365,18482.8
Kuurne,34023,Nee,"Gemiddeld inkomen, per aangifte",1992,110.61,5385,20540.4
Kuurne,34023,Nee,"Gemiddeld inkomen, per aangifte",1993,110.26,5275,20902.4
Kuurne,34023,Nee,"Gemiddeld inkomen, per aangifte",1994,111.65,5196,21487.7
Kuurne,34023,Nee,"Gemiddeld inkomen, per aangifte",1995,120.1,5570,21561.9
Kuurne,34023,Nee,"Gemiddeld inkomen, per aangifte",1996,122.63,5598,21906.0
Kuurne,34023,Nee,"Gemiddeld inkomen, per aangifte",1997,125.63,5616,22370.0
Kuurne,34023,Nee,"Gemiddeld inkomen, per aangifte",1998,130.49,5653,23083.3
Kuurne,34023,Nee,"Gemiddeld inkomen, per aangifte",1999,133.49,5713,23366.0
Kuurne,34023,Nee,"Gemiddeld inkomen, per aangifte",2000,146.07,5718,25545.6
Kuurne,34023,Nee,"Gemiddeld inkomen, per aangifte",2001,146.68,5810,25246.1
Kuurne,34023,Nee,"Gemiddeld inkomen, per aangifte",2002,150.76,5834,25841.6
Kuurne,34023,Nee,"Gemiddeld inkomen, per aangifte",2003,158.462,6576,24097.0
Kuurne,34023,Nee,"Gemiddeld inkomen, per aangifte",2004,163.726,6835,23954.1
Kuurne,34023,Nee,"Gemiddeld inkomen, per aangifte",2005,170.716,6997,24398.4
Kuurne,34023,Nee,"Gemiddeld inkomen, per aangifte",2006,176.15,7068,24922.2
Kuurne,34023,Nee,"Gemiddeld inkomen, per aangifte",2007,184.489,7131,25871.4
