Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,"Aantal personen met een (equivalent) leefloon, met een IGO of GIB, met een IVT en/of met een IT",Aantal inwoners,Procent
Kortemark,32011,Nee,Personen met sociale bijstandsuitkering,2016,413,12415,0.0332662
Kortemark,32011,Nee,Personen met sociale bijstandsuitkering,2017,404,12482,0.0323666
Kortemark,32011,Nee,Personen met sociale bijstandsuitkering,2018,385,12584,0.0305944
Kortemark,32011,Nee,Personen met sociale bijstandsuitkering,2019,405,12616,0.0321021
Kortemark,32011,Nee,Personen met sociale bijstandsuitkering,2020,419,12693,0.0330103
Kortemark,32011,Nee,Personen met sociale bijstandsuitkering,2021,455,12743,0.0357059
Kortemark,32011,Nee,Personen met sociale bijstandsuitkering,2022,496,12803,0.0387409
Lo-Reninge,32030,Nee,Personen met sociale bijstandsuitkering,2011,157,3318,0.0473177
Lo-Reninge,32030,Nee,Personen met sociale bijstandsuitkering,2012,160,3299,0.0484995
Lo-Reninge,32030,Nee,Personen met sociale bijstandsuitkering,2013,151,3330,0.0453453
Lo-Reninge,32030,Nee,Personen met sociale bijstandsuitkering,2014,159,3320,0.0478916
Lo-Reninge,32030,Nee,Personen met sociale bijstandsuitkering,2015,155,3282,0.0472273
Lo-Reninge,32030,Nee,Personen met sociale bijstandsuitkering,2016,142,3277,0.0433323
Lo-Reninge,32030,Nee,Personen met sociale bijstandsuitkering,2017,134,3288,0.0407543
Lo-Reninge,32030,Nee,Personen met sociale bijstandsuitkering,2018,128,3289,0.0389176
Lo-Reninge,32030,Nee,Personen met sociale bijstandsuitkering,2019,126,3291,0.0382862
Lo-Reninge,32030,Nee,Personen met sociale bijstandsuitkering,2020,128,3290,0.0389058
Lo-Reninge,32030,Nee,Personen met sociale bijstandsuitkering,2021,134,3257,0.0411422
Lo-Reninge,32030,Nee,Personen met sociale bijstandsuitkering,2022,133,3217,0.0413429
Ieper,33011,Nee,Personen met sociale bijstandsuitkering,2011,1487,35102,0.0423623
Ieper,33011,Nee,Personen met sociale bijstandsuitkering,2012,1490,35087,0.0424659
Ieper,33011,Nee,Personen met sociale bijstandsuitkering,2013,1554,34978,0.0444279
Ieper,33011,Nee,Personen met sociale bijstandsuitkering,2014,1611,34930,0.0461208
Ieper,33011,Nee,Personen met sociale bijstandsuitkering,2015,1622,34971,0.0463813
Ieper,33011,Nee,Personen met sociale bijstandsuitkering,2016,1658,34959,0.047427
Ieper,33011,Nee,Personen met sociale bijstandsuitkering,2017,1709,35014,0.048809
Ieper,33011,Nee,Personen met sociale bijstandsuitkering,2018,1692,34964,0.0483926
Ieper,33011,Nee,Personen met sociale bijstandsuitkering,2019,1795,34845,0.0515138
Ieper,33011,Nee,Personen met sociale bijstandsuitkering,2020,1888,34995,0.0539506
Ieper,33011,Nee,Personen met sociale bijstandsuitkering,2021,1908,34954,0.054586
Ieper,33011,Nee,Personen met sociale bijstandsuitkering,2022,2006,35039,0.0572505
Mesen,33016,Nee,Personen met sociale bijstandsuitkering,2011,46,945,0.0486772
Mesen,33016,Nee,Personen met sociale bijstandsuitkering,2012,46,952,0.0483193
Mesen,33016,Nee,Personen met sociale bijstandsuitkering,2013,48,980,0.0489796
Mesen,33016,Nee,Personen met sociale bijstandsuitkering,2014,60,1040,0.0576923
Mesen,33016,Nee,Personen met sociale bijstandsuitkering,2015,64,1037,0.0617165
Mesen,33016,Nee,Personen met sociale bijstandsuitkering,2016,56,1054,0.0531309
Mesen,33016,Nee,Personen met sociale bijstandsuitkering,2017,59,1049,0.056244
Mesen,33016,Nee,Personen met sociale bijstandsuitkering,2018,62,1040,0.0596154
Mesen,33016,Nee,Personen met sociale bijstandsuitkering,2019,70,1065,0.0657277
Mesen,33016,Nee,Personen met sociale bijstandsuitkering,2020,62,1047,0.0592168
Mesen,33016,Nee,Personen met sociale bijstandsuitkering,2021,61,1051,0.05804
Mesen,33016,Nee,Personen met sociale bijstandsuitkering,2022,64,1062,0.0602637
Poperinge,33021,Nee,Personen met sociale bijstandsuitkering,2011,921,19983,0.0460892
Poperinge,33021,Nee,Personen met sociale bijstandsuitkering,2012,919,19989,0.0459753
Poperinge,33021,Nee,Personen met sociale bijstandsuitkering,2013,933,19916,0.0468468
Poperinge,33021,Nee,Personen met sociale bijstandsuitkering,2014,952,19893,0.047856
Poperinge,33021,Nee,Personen met sociale bijstandsuitkering,2015,945,19944,0.0473827
Poperinge,33021,Nee,Personen met sociale bijstandsuitkering,2016,981,19755,0.0496583
Poperinge,33021,Nee,Personen met sociale bijstandsuitkering,2017,990,19735,0.0501647
Poperinge,33021,Nee,Personen met sociale bijstandsuitkering,2018,974,19718,0.0493965
Poperinge,33021,Nee,Personen met sociale bijstandsuitkering,2019,1031,19702,0.0523297
Poperinge,33021,Nee,Personen met sociale bijstandsuitkering,2020,1051,19717,0.0533043
Poperinge,33021,Nee,Personen met sociale bijstandsuitkering,2021,1062,19686,0.053947
Poperinge,33021,Nee,Personen met sociale bijstandsuitkering,2022,1137,19782,0.0574765
Wervik,33029,Nee,Personen met sociale bijstandsuitkering,2011,488,18264,0.0267192
Wervik,33029,Nee,Personen met sociale bijstandsuitkering,2012,467,18374,0.0254163
Wervik,33029,Nee,Personen met sociale bijstandsuitkering,2013,486,18398,0.0264159
Wervik,33029,Nee,Personen met sociale bijstandsuitkering,2014,489,18435,0.0265256
Wervik,33029,Nee,Personen met sociale bijstandsuitkering,2015,517,18426,0.0280582
Wervik,33029,Nee,Personen met sociale bijstandsuitkering,2016,559,18529,0.0301689
Wervik,33029,Nee,Personen met sociale bijstandsuitkering,2017,583,18689,0.0311948
Wervik,33029,Nee,Personen met sociale bijstandsuitkering,2018,585,18643,0.0313791
Wervik,33029,Nee,Personen met sociale bijstandsuitkering,2019,662,18767,0.0352747
Wervik,33029,Nee,Personen met sociale bijstandsuitkering,2020,736,18909,0.0389233
Wervik,33029,Nee,Personen met sociale bijstandsuitkering,2021,777,18864,0.0411896
Wervik,33029,Nee,Personen met sociale bijstandsuitkering,2022,839,19020,0.0441115
Zonnebeke,33037,Nee,Personen met sociale bijstandsuitkering,2011,396,12307,0.0321768
Zonnebeke,33037,Nee,Personen met sociale bijstandsuitkering,2012,384,12380,0.0310178
Zonnebeke,33037,Nee,Personen met sociale bijstandsuitkering,2013,408,12365,0.0329964
Zonnebeke,33037,Nee,Personen met sociale bijstandsuitkering,2014,419,12379,0.0338476
Zonnebeke,33037,Nee,Personen met sociale bijstandsuitkering,2015,407,12396,0.0328332
Zonnebeke,33037,Nee,Personen met sociale bijstandsuitkering,2016,419,12417,0.0337441
Zonnebeke,33037,Nee,Personen met sociale bijstandsuitkering,2017,408,12355,0.0330231
Zonnebeke,33037,Nee,Personen met sociale bijstandsuitkering,2018,412,12445,0.0331057
Zonnebeke,33037,Nee,Personen met sociale bijstandsuitkering,2019,446,12481,0.0357343
Zonnebeke,33037,Nee,Personen met sociale bijstandsuitkering,2020,468,12498,0.037446
Zonnebeke,33037,Nee,Personen met sociale bijstandsuitkering,2021,456,12511,0.0364479
Zonnebeke,33037,Nee,Personen met sociale bijstandsuitkering,2022,491,12556,0.0391048
Heuvelland,33039,Nee,Personen met sociale bijstandsuitkering,2011,282,7994,0.0352765
Heuvelland,33039,Nee,Personen met sociale bijstandsuitkering,2012,295,7940,0.0371537
Heuvelland,33039,Nee,Personen met sociale bijstandsuitkering,2013,309,7896,0.0391337
Heuvelland,33039,Nee,Personen met sociale bijstandsuitkering,2014,287,7856,0.0365326
Heuvelland,33039,Nee,Personen met sociale bijstandsuitkering,2015,293,7883,0.0371686
Heuvelland,33039,Nee,Personen met sociale bijstandsuitkering,2016,296,7827,0.0378178
Heuvelland,33039,Nee,Personen met sociale bijstandsuitkering,2017,296,7784,0.0380267
Heuvelland,33039,Nee,Personen met sociale bijstandsuitkering,2018,292,7862,0.0371407
Heuvelland,33039,Nee,Personen met sociale bijstandsuitkering,2019,294,7909,0.0371728
Heuvelland,33039,Nee,Personen met sociale bijstandsuitkering,2020,304,7926,0.0383548
Heuvelland,33039,Nee,Personen met sociale bijstandsuitkering,2021,303,7897,0.038369
Heuvelland,33039,Nee,Personen met sociale bijstandsuitkering,2022,304,7991,0.0380428
Langemark-Poelkapelle,33040,Nee,Personen met sociale bijstandsuitkering,2011,273,7846,0.0347948
Langemark-Poelkapelle,33040,Nee,Personen met sociale bijstandsuitkering,2012,287,7981,0.0359604
Langemark-Poelkapelle,33040,Nee,Personen met sociale bijstandsuitkering,2013,288,8018,0.0359192
Langemark-Poelkapelle,33040,Nee,Personen met sociale bijstandsuitkering,2014,304,8007,0.0379668
Langemark-Poelkapelle,33040,Nee,Personen met sociale bijstandsuitkering,2015,300,8015,0.0374298
Langemark-Poelkapelle,33040,Nee,Personen met sociale bijstandsuitkering,2016,312,7940,0.0392947
Langemark-Poelkapelle,33040,Nee,Personen met sociale bijstandsuitkering,2017,313,7948,0.039381
Langemark-Poelkapelle,33040,Nee,Personen met sociale bijstandsuitkering,2018,292,7920,0.0368687
Langemark-Poelkapelle,33040,Nee,Personen met sociale bijstandsuitkering,2019,317,7819,0.0405423
Langemark-Poelkapelle,33040,Nee,Personen met sociale bijstandsuitkering,2020,323,7825,0.041278
Langemark-Poelkapelle,33040,Nee,Personen met sociale bijstandsuitkering,2021,311,7843,0.0396532
Langemark-Poelkapelle,33040,Nee,Personen met sociale bijstandsuitkering,2022,347,7926,0.04378
Vleteren,33041,Nee,Personen met sociale bijstandsuitkering,2011,172,3714,0.0463113
Vleteren,33041,Nee,Personen met sociale bijstandsuitkering,2012,170,3712,0.0457974
Vleteren,33041,Nee,Personen met sociale bijstandsuitkering,2013,163,3674,0.0443658
Vleteren,33041,Nee,Personen met sociale bijstandsuitkering,2014,169,3668,0.0460742
Vleteren,33041,Nee,Personen met sociale bijstandsuitkering,2015,163,3623,0.0449903
Vleteren,33041,Nee,Personen met sociale bijstandsuitkering,2016,157,3673,0.0427444
Vleteren,33041,Nee,Personen met sociale bijstandsuitkering,2017,156,3656,0.0426696
Vleteren,33041,Nee,Personen met sociale bijstandsuitkering,2018,153,3659,0.0418147
Vleteren,33041,Nee,Personen met sociale bijstandsuitkering,2019,160,3691,0.0433487
Vleteren,33041,Nee,Personen met sociale bijstandsuitkering,2020,157,3653,0.0429784
Vleteren,33041,Nee,Personen met sociale bijstandsuitkering,2021,159,3649,0.0435736
Vleteren,33041,Nee,Personen met sociale bijstandsuitkering,2022,156,3646,0.0427866
Anzegem,34002,Nee,Personen met sociale bijstandsuitkering,2011,274,14331,0.0191194
Anzegem,34002,Nee,Personen met sociale bijstandsuitkering,2012,278,14471,0.0192108
Anzegem,34002,Nee,Personen met sociale bijstandsuitkering,2013,282,14469,0.0194899
Anzegem,34002,Nee,Personen met sociale bijstandsuitkering,2014,287,14472,0.0198314
Anzegem,34002,Nee,Personen met sociale bijstandsuitkering,2015,292,14567,0.0200453
Anzegem,34002,Nee,Personen met sociale bijstandsuitkering,2016,278,14589,0.0190555
Anzegem,34002,Nee,Personen met sociale bijstandsuitkering,2017,268,14545,0.0184256
Anzegem,34002,Nee,Personen met sociale bijstandsuitkering,2018,268,14609,0.0183449
Anzegem,34002,Nee,Personen met sociale bijstandsuitkering,2019,281,14716,0.0190949
Anzegem,34002,Nee,Personen met sociale bijstandsuitkering,2020,313,14781,0.0211758
Anzegem,34002,Nee,Personen met sociale bijstandsuitkering,2021,323,14845,0.0217582
Anzegem,34002,Nee,Personen met sociale bijstandsuitkering,2022,346,15029,0.0230222
Avelgem,34003,Nee,Personen met sociale bijstandsuitkering,2011,278,9655,0.0287934
Avelgem,34003,Nee,Personen met sociale bijstandsuitkering,2012,274,9641,0.0284203
Avelgem,34003,Nee,Personen met sociale bijstandsuitkering,2013,275,9666,0.0284502
Avelgem,34003,Nee,Personen met sociale bijstandsuitkering,2014,274,9727,0.028169
Avelgem,34003,Nee,Personen met sociale bijstandsuitkering,2015,299,9788,0.0305476
Avelgem,34003,Nee,Personen met sociale bijstandsuitkering,2016,296,9956,0.0297308
Avelgem,34003,Nee,Personen met sociale bijstandsuitkering,2017,292,10045,0.0290692
Avelgem,34003,Nee,Personen met sociale bijstandsuitkering,2018,290,10065,0.0288127
Avelgem,34003,Nee,Personen met sociale bijstandsuitkering,2019,323,10158,0.0317976
Avelgem,34003,Nee,Personen met sociale bijstandsuitkering,2020,343,10206,0.0336077
Avelgem,34003,Nee,Personen met sociale bijstandsuitkering,2021,360,10249,0.0351254
Avelgem,34003,Nee,Personen met sociale bijstandsuitkering,2022,389,10291,0.0378
Deerlijk,34009,Nee,Personen met sociale bijstandsuitkering,2011,258,11285,0.0228622
Deerlijk,34009,Nee,Personen met sociale bijstandsuitkering,2012,250,11414,0.0219029
Deerlijk,34009,Nee,Personen met sociale bijstandsuitkering,2013,264,11509,0.0229386
Deerlijk,34009,Nee,Personen met sociale bijstandsuitkering,2014,257,11593,0.0221685
Deerlijk,34009,Nee,Personen met sociale bijstandsuitkering,2015,269,11683,0.0230249
Deerlijk,34009,Nee,Personen met sociale bijstandsuitkering,2016,281,11738,0.0239393
Deerlijk,34009,Nee,Personen met sociale bijstandsuitkering,2017,265,11715,0.0226206
Deerlijk,34009,Nee,Personen met sociale bijstandsuitkering,2018,269,11796,0.0228043
Deerlijk,34009,Nee,Personen met sociale bijstandsuitkering,2019,289,11946,0.0241922
Deerlijk,34009,Nee,Personen met sociale bijstandsuitkering,2020,293,12078,0.024259
Deerlijk,34009,Nee,Personen met sociale bijstandsuitkering,2021,300,12182,0.0246265
Deerlijk,34009,Nee,Personen met sociale bijstandsuitkering,2022,328,12356,0.0265458
Harelbeke,34013,Nee,Personen met sociale bijstandsuitkering,2011,628,26761,0.023467
Harelbeke,34013,Nee,Personen met sociale bijstandsuitkering,2012,638,26957,0.0236673
Harelbeke,34013,Nee,Personen met sociale bijstandsuitkering,2013,665,27103,0.024536
Harelbeke,34013,Nee,Personen met sociale bijstandsuitkering,2014,664,27247,0.0243697
Harelbeke,34013,Nee,Personen met sociale bijstandsuitkering,2015,673,27446,0.0245209
Harelbeke,34013,Nee,Personen met sociale bijstandsuitkering,2016,659,27536,0.0239323
Harelbeke,34013,Nee,Personen met sociale bijstandsuitkering,2017,698,27683,0.025214
Harelbeke,34013,Nee,Personen met sociale bijstandsuitkering,2018,702,27886,0.0251739
Harelbeke,34013,Nee,Personen met sociale bijstandsuitkering,2019,762,28158,0.0270616
Harelbeke,34013,Nee,Personen met sociale bijstandsuitkering,2020,807,28502,0.0283138
Harelbeke,34013,Nee,Personen met sociale bijstandsuitkering,2021,834,28614,0.0291466
Harelbeke,34013,Nee,Personen met sociale bijstandsuitkering,2022,907,29095,0.0311737
Kortrijk,34022,Ja,Personen met sociale bijstandsuitkering,2011,2978,74868,0.0397767
Kortrijk,34022,Ja,Personen met sociale bijstandsuitkering,2012,2984,75219,0.0396708
Kortrijk,34022,Ja,Personen met sociale bijstandsuitkering,2013,2920,75120,0.0388711
Kortrijk,34022,Ja,Personen met sociale bijstandsuitkering,2014,2915,75128,0.0388004
Kortrijk,34022,Ja,Personen met sociale bijstandsuitkering,2015,2969,75219,0.0394714
Kortrijk,34022,Ja,Personen met sociale bijstandsuitkering,2016,2968,75506,0.0393081
Kortrijk,34022,Ja,Personen met sociale bijstandsuitkering,2017,3092,75736,0.040826
Kortrijk,34022,Ja,Personen met sociale bijstandsuitkering,2018,3221,76265,0.0422343
Kortrijk,34022,Ja,Personen met sociale bijstandsuitkering,2019,3311,76735,0.0431485
Kortrijk,34022,Ja,Personen met sociale bijstandsuitkering,2020,3398,77109,0.0440675
Kortrijk,34022,Ja,Personen met sociale bijstandsuitkering,2021,3560,77213,0.0461062
Kortrijk,34022,Ja,Personen met sociale bijstandsuitkering,2022,3657,77741,0.0470408
Kuurne,34023,Nee,Personen met sociale bijstandsuitkering,2011,403,12967,0.0310789
Kuurne,34023,Nee,Personen met sociale bijstandsuitkering,2012,383,12961,0.0295502
Kuurne,34023,Nee,Personen met sociale bijstandsuitkering,2013,418,13052,0.0320257
Kuurne,34023,Nee,Personen met sociale bijstandsuitkering,2014,411,13105,0.0313621
Kuurne,34023,Nee,Personen met sociale bijstandsuitkering,2015,426,13084,0.0325589
Kuurne,34023,Nee,Personen met sociale bijstandsuitkering,2016,418,13140,0.0318113
Kuurne,34023,Nee,Personen met sociale bijstandsuitkering,2017,393,13219,0.0297299
Kuurne,34023,Nee,Personen met sociale bijstandsuitkering,2018,407,13318,0.0305601
Kuurne,34023,Nee,Personen met sociale bijstandsuitkering,2019,408,13484,0.0302581
Kuurne,34023,Nee,Personen met sociale bijstandsuitkering,2020,458,13676,0.0334893
Kuurne,34023,Nee,Personen met sociale bijstandsuitkering,2021,470,13794,0.0340728
Kuurne,34023,Nee,Personen met sociale bijstandsuitkering,2022,492,13975,0.0352057
Lendelede,34025,Nee,Personen met sociale bijstandsuitkering,2011,135,5647,0.0239065
Lendelede,34025,Nee,Personen met sociale bijstandsuitkering,2012,128,5684,0.0225194
Lendelede,34025,Nee,Personen met sociale bijstandsuitkering,2013,131,5730,0.0228621
Lendelede,34025,Nee,Personen met sociale bijstandsuitkering,2014,131,5749,0.0227866
Lendelede,34025,Nee,Personen met sociale bijstandsuitkering,2015,130,5743,0.0226363
Lendelede,34025,Nee,Personen met sociale bijstandsuitkering,2016,137,5746,0.0238427
Lendelede,34025,Nee,Personen met sociale bijstandsuitkering,2017,141,5768,0.0244452
Lendelede,34025,Nee,Personen met sociale bijstandsuitkering,2018,139,5742,0.0242076
Lendelede,34025,Nee,Personen met sociale bijstandsuitkering,2019,151,5747,0.0262746
Lendelede,34025,Nee,Personen met sociale bijstandsuitkering,2020,143,5787,0.0247106
Lendelede,34025,Nee,Personen met sociale bijstandsuitkering,2021,155,5766,0.0268817
Lendelede,34025,Nee,Personen met sociale bijstandsuitkering,2022,159,5803,0.0273996
Menen,34027,Nee,Personen met sociale bijstandsuitkering,2011,1035,32731,0.0316214
Menen,34027,Nee,Personen met sociale bijstandsuitkering,2012,1045,32683,0.0319738
Menen,34027,Nee,Personen met sociale bijstandsuitkering,2013,1030,32707,0.0314917
Menen,34027,Nee,Personen met sociale bijstandsuitkering,2014,1047,32964,0.0317619
Menen,34027,Nee,Personen met sociale bijstandsuitkering,2015,1105,32905,0.0335815
Menen,34027,Nee,Personen met sociale bijstandsuitkering,2016,1183,32877,0.0359826
Menen,34027,Nee,Personen met sociale bijstandsuitkering,2017,1213,33112,0.0366332
Menen,34027,Nee,Personen met sociale bijstandsuitkering,2018,1251,33190,0.0376921
Menen,34027,Nee,Personen met sociale bijstandsuitkering,2019,1361,33385,0.0407668
Menen,34027,Nee,Personen met sociale bijstandsuitkering,2020,1428,33540,0.042576
Menen,34027,Nee,Personen met sociale bijstandsuitkering,2021,1545,33708,0.0458348
Menen,34027,Nee,Personen met sociale bijstandsuitkering,2022,1690,33982,0.0497322
Waregem,34040,Nee,Personen met sociale bijstandsuitkering,2011,1024,36593,0.0279835
Waregem,34040,Nee,Personen met sociale bijstandsuitkering,2012,1009,36751,0.027455
Waregem,34040,Nee,Personen met sociale bijstandsuitkering,2013,1046,36960,0.0283009
Waregem,34040,Nee,Personen met sociale bijstandsuitkering,2014,1047,37155,0.0281792
Waregem,34040,Nee,Personen met sociale bijstandsuitkering,2015,1068,37341,0.0286013
Waregem,34040,Nee,Personen met sociale bijstandsuitkering,2016,1086,37606,0.0288784
Waregem,34040,Nee,Personen met sociale bijstandsuitkering,2017,1071,37871,0.0282802
Waregem,34040,Nee,Personen met sociale bijstandsuitkering,2018,1080,38125,0.0283279
Waregem,34040,Nee,Personen met sociale bijstandsuitkering,2019,1099,38266,0.02872
Waregem,34040,Nee,Personen met sociale bijstandsuitkering,2020,1105,38350,0.0288136
Waregem,34040,Nee,Personen met sociale bijstandsuitkering,2021,1157,38535,0.0300247
Waregem,34040,Nee,Personen met sociale bijstandsuitkering,2022,1196,38948,0.0307076
Wevelgem,34041,Nee,Personen met sociale bijstandsuitkering,2011,731,31066,0.0235305
Wevelgem,34041,Nee,Personen met sociale bijstandsuitkering,2012,722,31076,0.0232334
Wevelgem,34041,Nee,Personen met sociale bijstandsuitkering,2013,749,31100,0.0240836
Wevelgem,34041,Nee,Personen met sociale bijstandsuitkering,2014,728,31063,0.0234362
Wevelgem,34041,Nee,Personen met sociale bijstandsuitkering,2015,748,31307,0.0238924
Wevelgem,34041,Nee,Personen met sociale bijstandsuitkering,2016,793,31291,0.0253428
Wevelgem,34041,Nee,Personen met sociale bijstandsuitkering,2017,812,31457,0.025813
Wevelgem,34041,Nee,Personen met sociale bijstandsuitkering,2018,807,31412,0.0256908
Wevelgem,34041,Nee,Personen met sociale bijstandsuitkering,2019,869,31406,0.0276699
Wevelgem,34041,Nee,Personen met sociale bijstandsuitkering,2020,939,31579,0.029735
Wevelgem,34041,Nee,Personen met sociale bijstandsuitkering,2021,993,31503,0.0315208
Wevelgem,34041,Nee,Personen met sociale bijstandsuitkering,2022,1058,31565,0.0335181
Zwevegem,34042,Nee,Personen met sociale bijstandsuitkering,2011,511,24100,0.0212033
Zwevegem,34042,Nee,Personen met sociale bijstandsuitkering,2012,523,24209,0.0216035
Zwevegem,34042,Nee,Personen met sociale bijstandsuitkering,2013,513,24197,0.021201
Zwevegem,34042,Nee,Personen met sociale bijstandsuitkering,2014,535,24258,0.0220546
Zwevegem,34042,Nee,Personen met sociale bijstandsuitkering,2015,532,24271,0.0219192
Zwevegem,34042,Nee,Personen met sociale bijstandsuitkering,2016,554,24353,0.0227487
Zwevegem,34042,Nee,Personen met sociale bijstandsuitkering,2017,574,24530,0.0233999
Zwevegem,34042,Nee,Personen met sociale bijstandsuitkering,2018,582,24619,0.0236403
Zwevegem,34042,Nee,Personen met sociale bijstandsuitkering,2019,591,24656,0.0239698
Zwevegem,34042,Nee,Personen met sociale bijstandsuitkering,2020,599,24814,0.0241396
Zwevegem,34042,Nee,Personen met sociale bijstandsuitkering,2021,616,24853,0.0247857
Zwevegem,34042,Nee,Personen met sociale bijstandsuitkering,2022,654,25140,0.0260143
Spiere-Helkijn,34043,Nee,Personen met sociale bijstandsuitkering,2011,53,2126,0.0249294
Spiere-Helkijn,34043,Nee,Personen met sociale bijstandsuitkering,2012,47,2110,0.0222749
Spiere-Helkijn,34043,Nee,Personen met sociale bijstandsuitkering,2013,51,2126,0.0239887
Spiere-Helkijn,34043,Nee,Personen met sociale bijstandsuitkering,2014,55,2120,0.0259434
Spiere-Helkijn,34043,Nee,Personen met sociale bijstandsuitkering,2015,55,2155,0.025522
Spiere-Helkijn,34043,Nee,Personen met sociale bijstandsuitkering,2016,55,2133,0.0257853
Spiere-Helkijn,34043,Nee,Personen met sociale bijstandsuitkering,2017,55,2142,0.0256769
Spiere-Helkijn,34043,Nee,Personen met sociale bijstandsuitkering,2018,58,2087,0.0277911
Spiere-Helkijn,34043,Nee,Personen met sociale bijstandsuitkering,2019,56,2049,0.0273304
Spiere-Helkijn,34043,Nee,Personen met sociale bijstandsuitkering,2020,58,2071,0.0280058
Spiere-Helkijn,34043,Nee,Personen met sociale bijstandsuitkering,2021,62,2076,0.0298651
Spiere-Helkijn,34043,Nee,Personen met sociale bijstandsuitkering,2022,65,2056,0.0316148
Bredene,35002,Nee,Personen met sociale bijstandsuitkering,2011,413,16383,0.0252091
Bredene,35002,Nee,Personen met sociale bijstandsuitkering,2012,429,16496,0.0260063
Bredene,35002,Nee,Personen met sociale bijstandsuitkering,2013,441,16754,0.0263221
Bredene,35002,Nee,Personen met sociale bijstandsuitkering,2014,463,16962,0.0272963
Bredene,35002,Nee,Personen met sociale bijstandsuitkering,2015,499,17301,0.0288423
Bredene,35002,Nee,Personen met sociale bijstandsuitkering,2016,509,17360,0.0293203
Bredene,35002,Nee,Personen met sociale bijstandsuitkering,2017,534,17585,0.0303668
Bredene,35002,Nee,Personen met sociale bijstandsuitkering,2018,570,17828,0.0319722
Bredene,35002,Nee,Personen met sociale bijstandsuitkering,2019,587,18095,0.0324399
Bredene,35002,Nee,Personen met sociale bijstandsuitkering,2020,598,18141,0.032964
Bredene,35002,Nee,Personen met sociale bijstandsuitkering,2021,618,18086,0.0341701
Bredene,35002,Nee,Personen met sociale bijstandsuitkering,2022,646,18167,0.035559
Gistel,35005,Nee,Personen met sociale bijstandsuitkering,2011,339,11782,0.0287727
Gistel,35005,Nee,Personen met sociale bijstandsuitkering,2012,327,11792,0.0277307
Gistel,35005,Nee,Personen met sociale bijstandsuitkering,2013,321,11871,0.0270407
Gistel,35005,Nee,Personen met sociale bijstandsuitkering,2014,326,11826,0.0275664
Gistel,35005,Nee,Personen met sociale bijstandsuitkering,2015,324,11753,0.0275674
Gistel,35005,Nee,Personen met sociale bijstandsuitkering,2016,340,11851,0.0286896
Gistel,35005,Nee,Personen met sociale bijstandsuitkering,2017,374,12021,0.0311122
Gistel,35005,Nee,Personen met sociale bijstandsuitkering,2018,377,12063,0.0312526
Gistel,35005,Nee,Personen met sociale bijstandsuitkering,2019,370,12178,0.0303827
Gistel,35005,Nee,Personen met sociale bijstandsuitkering,2020,376,12166,0.0309058
Gistel,35005,Nee,Personen met sociale bijstandsuitkering,2021,384,12107,0.0317172
Gistel,35005,Nee,Personen met sociale bijstandsuitkering,2022,390,12106,0.0322154
Ichtegem,35006,Nee,Personen met sociale bijstandsuitkering,2011,453,13860,0.032684
Ichtegem,35006,Nee,Personen met sociale bijstandsuitkering,2012,452,13898,0.0325227
Ichtegem,35006,Nee,Personen met sociale bijstandsuitkering,2013,446,13869,0.0321581
Ichtegem,35006,Nee,Personen met sociale bijstandsuitkering,2014,453,13929,0.0325221
Ichtegem,35006,Nee,Personen met sociale bijstandsuitkering,2015,435,13952,0.0311783
Ichtegem,35006,Nee,Personen met sociale bijstandsuitkering,2016,443,13945,0.0317677
Ichtegem,35006,Nee,Personen met sociale bijstandsuitkering,2017,442,13950,0.0316846
Ichtegem,35006,Nee,Personen met sociale bijstandsuitkering,2018,438,13939,0.0314226
Ichtegem,35006,Nee,Personen met sociale bijstandsuitkering,2019,448,14050,0.0318861
Ichtegem,35006,Nee,Personen met sociale bijstandsuitkering,2020,435,14041,0.0309807
Ichtegem,35006,Nee,Personen met sociale bijstandsuitkering,2021,444,14068,0.031561
Ichtegem,35006,Nee,Personen met sociale bijstandsuitkering,2022,457,14139,0.0323219
Middelkerke,35011,Nee,Personen met sociale bijstandsuitkering,2011,766,18893,0.0405441
Middelkerke,35011,Nee,Personen met sociale bijstandsuitkering,2012,829,19052,0.0435125
Middelkerke,35011,Nee,Personen met sociale bijstandsuitkering,2013,827,19083,0.043337
Middelkerke,35011,Nee,Personen met sociale bijstandsuitkering,2014,852,19177,0.0444282
Middelkerke,35011,Nee,Personen met sociale bijstandsuitkering,2015,854,19302,0.0442441
Middelkerke,35011,Nee,Personen met sociale bijstandsuitkering,2016,851,19262,0.0441803
Middelkerke,35011,Nee,Personen met sociale bijstandsuitkering,2017,832,19186,0.043365
Middelkerke,35011,Nee,Personen met sociale bijstandsuitkering,2018,853,19371,0.0440349
Middelkerke,35011,Nee,Personen met sociale bijstandsuitkering,2019,877,19336,0.0453558
Middelkerke,35011,Nee,Personen met sociale bijstandsuitkering,2020,899,19578,0.0459189
Middelkerke,35011,Nee,Personen met sociale bijstandsuitkering,2021,899,19676,0.0456902
Middelkerke,35011,Nee,Personen met sociale bijstandsuitkering,2022,864,19723,0.0438067
Oostende,35013,Ja,Personen met sociale bijstandsuitkering,2011,3553,69732,0.0509522
Oostende,35013,Ja,Personen met sociale bijstandsuitkering,2012,3642,70284,0.0518183
Oostende,35013,Ja,Personen met sociale bijstandsuitkering,2013,3688,69969,0.0527091
Oostende,35013,Ja,Personen met sociale bijstandsuitkering,2014,3838,70274,0.0546148
