Gemeente,NIS-code,Centrumstad,Indicator,Jaar,Procent
Hoeilaart,23033,Nee,Kansarmoede-index Kind en Gezin,2011,0.02017
Hoeilaart,23033,Nee,Kansarmoede-index Kind en Gezin,2012,0.02381
Hoeilaart,23033,Nee,Kansarmoede-index Kind en Gezin,2013,0.02096
Hoeilaart,23033,Nee,Kansarmoede-index Kind en Gezin,2014,0.01835
Hoeilaart,23033,Nee,Kansarmoede-index Kind en Gezin,2015,0.01205
Hoeilaart,23033,Nee,Kansarmoede-index Kind en Gezin,2016,0.02279
Hoeilaart,23033,Nee,Kansarmoede-index Kind en Gezin,2017,0.02535
Hoeilaart,23033,Nee,Kansarmoede-index Kind en Gezin,2018,0.02204
Hoeilaart,23033,Nee,Kansarmoede-index Kind en Gezin,2019,0.02616
Hoeilaart,23033,Nee,Kansarmoede-index Kind en Gezin,2020,0.02228
Hoeilaart,23033,Nee,Kansarmoede-index Kind en Gezin,2021,0.01765
Kampenhout,23038,Nee,Kansarmoede-index Kind en Gezin,2001,0.02542
Kampenhout,23038,Nee,Kansarmoede-index Kind en Gezin,2002,0.01972
Kampenhout,23038,Nee,Kansarmoede-index Kind en Gezin,2003,0.02096
Kampenhout,23038,Nee,Kansarmoede-index Kind en Gezin,2004,0.01734
Kampenhout,23038,Nee,Kansarmoede-index Kind en Gezin,2005,0.01835
Kampenhout,23038,Nee,Kansarmoede-index Kind en Gezin,2006,0.00865
Kampenhout,23038,Nee,Kansarmoede-index Kind en Gezin,2007,0.01393
Kampenhout,23038,Nee,Kansarmoede-index Kind en Gezin,2008,0.02439
Kampenhout,23038,Nee,Kansarmoede-index Kind en Gezin,2009,0.03815
Kampenhout,23038,Nee,Kansarmoede-index Kind en Gezin,2010,0.03846
Kampenhout,23038,Nee,Kansarmoede-index Kind en Gezin,2011,0.04482
Kampenhout,23038,Nee,Kansarmoede-index Kind en Gezin,2012,0.02065
Kampenhout,23038,Nee,Kansarmoede-index Kind en Gezin,2013,0.02083
Kampenhout,23038,Nee,Kansarmoede-index Kind en Gezin,2014,0.01529
Kampenhout,23038,Nee,Kansarmoede-index Kind en Gezin,2015,0.02967
Kampenhout,23038,Nee,Kansarmoede-index Kind en Gezin,2016,0.0431
Kampenhout,23038,Nee,Kansarmoede-index Kind en Gezin,2017,0.04585
Kampenhout,23038,Nee,Kansarmoede-index Kind en Gezin,2018,0.04167
Kampenhout,23038,Nee,Kansarmoede-index Kind en Gezin,2019,0.05572
Kampenhout,23038,Nee,Kansarmoede-index Kind en Gezin,2020,0.07784
Kampenhout,23038,Nee,Kansarmoede-index Kind en Gezin,2021,0.05919
Kapelle-op-den-Bos,23039,Nee,Kansarmoede-index Kind en Gezin,2001,0.00847
Kapelle-op-den-Bos,23039,Nee,Kansarmoede-index Kind en Gezin,2002,0.0211
Kapelle-op-den-Bos,23039,Nee,Kansarmoede-index Kind en Gezin,2003,0.00813
Kapelle-op-den-Bos,23039,Nee,Kansarmoede-index Kind en Gezin,2004,0.00806
Kapelle-op-den-Bos,23039,Nee,Kansarmoede-index Kind en Gezin,2005,0.00394
Kapelle-op-den-Bos,23039,Nee,Kansarmoede-index Kind en Gezin,2006,0.00797
Kapelle-op-den-Bos,23039,Nee,Kansarmoede-index Kind en Gezin,2007,0.00382
Kapelle-op-den-Bos,23039,Nee,Kansarmoede-index Kind en Gezin,2008,0.01887
Kapelle-op-den-Bos,23039,Nee,Kansarmoede-index Kind en Gezin,2009,0.01434
Kapelle-op-den-Bos,23039,Nee,Kansarmoede-index Kind en Gezin,2010,0.025
Kapelle-op-den-Bos,23039,Nee,Kansarmoede-index Kind en Gezin,2011,0.04693
Kapelle-op-den-Bos,23039,Nee,Kansarmoede-index Kind en Gezin,2012,0.05166
Kapelle-op-den-Bos,23039,Nee,Kansarmoede-index Kind en Gezin,2013,0.03239
Kapelle-op-den-Bos,23039,Nee,Kansarmoede-index Kind en Gezin,2014,0.04059
Kapelle-op-den-Bos,23039,Nee,Kansarmoede-index Kind en Gezin,2015,0.04727
Kapelle-op-den-Bos,23039,Nee,Kansarmoede-index Kind en Gezin,2016,0.05426
Kapelle-op-den-Bos,23039,Nee,Kansarmoede-index Kind en Gezin,2017,0.04846
Kapelle-op-den-Bos,23039,Nee,Kansarmoede-index Kind en Gezin,2018,0.06335
Kapelle-op-den-Bos,23039,Nee,Kansarmoede-index Kind en Gezin,2019,0.06061
Kapelle-op-den-Bos,23039,Nee,Kansarmoede-index Kind en Gezin,2020,0.07857
Kapelle-op-den-Bos,23039,Nee,Kansarmoede-index Kind en Gezin,2021,0.05842
Liedekerke,23044,Nee,Kansarmoede-index Kind en Gezin,2001,0.01818
Liedekerke,23044,Nee,Kansarmoede-index Kind en Gezin,2002,0.00929
Liedekerke,23044,Nee,Kansarmoede-index Kind en Gezin,2003,0.00909
Liedekerke,23044,Nee,Kansarmoede-index Kind en Gezin,2004,0.00601
Liedekerke,23044,Nee,Kansarmoede-index Kind en Gezin,2005,0.00323
Liedekerke,23044,Nee,Kansarmoede-index Kind en Gezin,2006,0.02047
Liedekerke,23044,Nee,Kansarmoede-index Kind en Gezin,2007,0.02571
Liedekerke,23044,Nee,Kansarmoede-index Kind en Gezin,2008,0.03743
Liedekerke,23044,Nee,Kansarmoede-index Kind en Gezin,2009,0.03665
Liedekerke,23044,Nee,Kansarmoede-index Kind en Gezin,2010,0.04975
Liedekerke,23044,Nee,Kansarmoede-index Kind en Gezin,2011,0.05038
Liedekerke,23044,Nee,Kansarmoede-index Kind en Gezin,2012,0.04106
Liedekerke,23044,Nee,Kansarmoede-index Kind en Gezin,2013,0.06061
Liedekerke,23044,Nee,Kansarmoede-index Kind en Gezin,2014,0.06796
Liedekerke,23044,Nee,Kansarmoede-index Kind en Gezin,2015,0.07053
Liedekerke,23044,Nee,Kansarmoede-index Kind en Gezin,2016,0.07368
Liedekerke,23044,Nee,Kansarmoede-index Kind en Gezin,2017,0.07848
Liedekerke,23044,Nee,Kansarmoede-index Kind en Gezin,2018,0.08592
Liedekerke,23044,Nee,Kansarmoede-index Kind en Gezin,2019,0.1087
Liedekerke,23044,Nee,Kansarmoede-index Kind en Gezin,2020,0.09824
Liedekerke,23044,Nee,Kansarmoede-index Kind en Gezin,2021,0.07488
Londerzeel,23045,Nee,Kansarmoede-index Kind en Gezin,2001,0.00823
Londerzeel,23045,Nee,Kansarmoede-index Kind en Gezin,2002,0.0084
Londerzeel,23045,Nee,Kansarmoede-index Kind en Gezin,2003,0.00404
Londerzeel,23045,Nee,Kansarmoede-index Kind en Gezin,2004,0.00594
Londerzeel,23045,Nee,Kansarmoede-index Kind en Gezin,2005,0.00726
Londerzeel,23045,Nee,Kansarmoede-index Kind en Gezin,2006,0.01077
Londerzeel,23045,Nee,Kansarmoede-index Kind en Gezin,2007,0.01421
Londerzeel,23045,Nee,Kansarmoede-index Kind en Gezin,2008,0.03025
Londerzeel,23045,Nee,Kansarmoede-index Kind en Gezin,2009,0.04425
Londerzeel,23045,Nee,Kansarmoede-index Kind en Gezin,2010,0.04587
Londerzeel,23045,Nee,Kansarmoede-index Kind en Gezin,2011,0.04406
Londerzeel,23045,Nee,Kansarmoede-index Kind en Gezin,2012,0.02286
Londerzeel,23045,Nee,Kansarmoede-index Kind en Gezin,2013,0.01751
Londerzeel,23045,Nee,Kansarmoede-index Kind en Gezin,2014,0.01698
Londerzeel,23045,Nee,Kansarmoede-index Kind en Gezin,2015,0.01139
Londerzeel,23045,Nee,Kansarmoede-index Kind en Gezin,2016,0.01226
Londerzeel,23045,Nee,Kansarmoede-index Kind en Gezin,2017,0.01261
Londerzeel,23045,Nee,Kansarmoede-index Kind en Gezin,2018,0.01452
Londerzeel,23045,Nee,Kansarmoede-index Kind en Gezin,2019,0.0283
Londerzeel,23045,Nee,Kansarmoede-index Kind en Gezin,2020,0.02519
Londerzeel,23045,Nee,Kansarmoede-index Kind en Gezin,2021,0.03752
Machelen,23047,Nee,Kansarmoede-index Kind en Gezin,2001,0.06633
Machelen,23047,Nee,Kansarmoede-index Kind en Gezin,2002,0.06771
Machelen,23047,Nee,Kansarmoede-index Kind en Gezin,2003,0.06995
Machelen,23047,Nee,Kansarmoede-index Kind en Gezin,2004,0.05224
Machelen,23047,Nee,Kansarmoede-index Kind en Gezin,2005,0.06308
Machelen,23047,Nee,Kansarmoede-index Kind en Gezin,2006,0.07158
Machelen,23047,Nee,Kansarmoede-index Kind en Gezin,2007,0.07856
Machelen,23047,Nee,Kansarmoede-index Kind en Gezin,2008,0.07129
Machelen,23047,Nee,Kansarmoede-index Kind en Gezin,2009,0.08235
Machelen,23047,Nee,Kansarmoede-index Kind en Gezin,2010,0.07115
Machelen,23047,Nee,Kansarmoede-index Kind en Gezin,2011,0.05985
Machelen,23047,Nee,Kansarmoede-index Kind en Gezin,2012,0.05153
Machelen,23047,Nee,Kansarmoede-index Kind en Gezin,2013,0.09714
Machelen,23047,Nee,Kansarmoede-index Kind en Gezin,2014,0.13931
Machelen,23047,Nee,Kansarmoede-index Kind en Gezin,2015,0.14122
Machelen,23047,Nee,Kansarmoede-index Kind en Gezin,2016,0.13051
Machelen,23047,Nee,Kansarmoede-index Kind en Gezin,2017,0.12284
Machelen,23047,Nee,Kansarmoede-index Kind en Gezin,2018,0.11681
Machelen,23047,Nee,Kansarmoede-index Kind en Gezin,2019,0.10119
Machelen,23047,Nee,Kansarmoede-index Kind en Gezin,2020,0.10547
Machelen,23047,Nee,Kansarmoede-index Kind en Gezin,2021,0.11575
Meise,23050,Nee,Kansarmoede-index Kind en Gezin,2001,0.01107
Meise,23050,Nee,Kansarmoede-index Kind en Gezin,2002,0.01211
Meise,23050,Nee,Kansarmoede-index Kind en Gezin,2003,0.00188
Meise,23050,Nee,Kansarmoede-index Kind en Gezin,2004,0.00195
Meise,23050,Nee,Kansarmoede-index Kind en Gezin,2005,0.00808
Meise,23050,Nee,Kansarmoede-index Kind en Gezin,2006,0.00975
Meise,23050,Nee,Kansarmoede-index Kind en Gezin,2007,0.01789
Meise,23050,Nee,Kansarmoede-index Kind en Gezin,2008,0.02526
Meise,23050,Nee,Kansarmoede-index Kind en Gezin,2009,0.01935
Meise,23050,Nee,Kansarmoede-index Kind en Gezin,2010,0.01935
Meise,23050,Nee,Kansarmoede-index Kind en Gezin,2011,0.02187
Meise,23050,Nee,Kansarmoede-index Kind en Gezin,2012,0.01867
Meise,23050,Nee,Kansarmoede-index Kind en Gezin,2013,0.01646
Meise,23050,Nee,Kansarmoede-index Kind en Gezin,2014,0.00847
Meise,23050,Nee,Kansarmoede-index Kind en Gezin,2015,0.01004
Meise,23050,Nee,Kansarmoede-index Kind en Gezin,2016,0.01768
Meise,23050,Nee,Kansarmoede-index Kind en Gezin,2017,0.02814
Meise,23050,Nee,Kansarmoede-index Kind en Gezin,2018,0.02692
Meise,23050,Nee,Kansarmoede-index Kind en Gezin,2019,0.01673
Meise,23050,Nee,Kansarmoede-index Kind en Gezin,2020,0.01894
Meise,23050,Nee,Kansarmoede-index Kind en Gezin,2021,0.02185
Merchtem,23052,Nee,Kansarmoede-index Kind en Gezin,2001,0.01935
Merchtem,23052,Nee,Kansarmoede-index Kind en Gezin,2002,0.01522
Merchtem,23052,Nee,Kansarmoede-index Kind en Gezin,2003,0.01965
Merchtem,23052,Nee,Kansarmoede-index Kind en Gezin,2004,0.01099
Merchtem,23052,Nee,Kansarmoede-index Kind en Gezin,2005,0.01606
Merchtem,23052,Nee,Kansarmoede-index Kind en Gezin,2006,0.02655
Merchtem,23052,Nee,Kansarmoede-index Kind en Gezin,2007,0.04936
Merchtem,23052,Nee,Kansarmoede-index Kind en Gezin,2008,0.04527
Merchtem,23052,Nee,Kansarmoede-index Kind en Gezin,2009,0.05242
Merchtem,23052,Nee,Kansarmoede-index Kind en Gezin,2010,0.03585
Merchtem,23052,Nee,Kansarmoede-index Kind en Gezin,2011,0.04864
Merchtem,23052,Nee,Kansarmoede-index Kind en Gezin,2012,0.04435
Merchtem,23052,Nee,Kansarmoede-index Kind en Gezin,2013,0.0308
Merchtem,23052,Nee,Kansarmoede-index Kind en Gezin,2014,0.04921
Merchtem,23052,Nee,Kansarmoede-index Kind en Gezin,2015,0.04873
Merchtem,23052,Nee,Kansarmoede-index Kind en Gezin,2016,0.0434
Merchtem,23052,Nee,Kansarmoede-index Kind en Gezin,2017,0.04563
Merchtem,23052,Nee,Kansarmoede-index Kind en Gezin,2018,0.05153
Merchtem,23052,Nee,Kansarmoede-index Kind en Gezin,2019,0.05534
Merchtem,23052,Nee,Kansarmoede-index Kind en Gezin,2020,0.04596
Merchtem,23052,Nee,Kansarmoede-index Kind en Gezin,2021,0.05378
Opwijk,23060,Nee,Kansarmoede-index Kind en Gezin,2001,0.00568
Opwijk,23060,Nee,Kansarmoede-index Kind en Gezin,2002,0.00847
Opwijk,23060,Nee,Kansarmoede-index Kind en Gezin,2003,0.01149
Opwijk,23060,Nee,Kansarmoede-index Kind en Gezin,2004,0.02413
Opwijk,23060,Nee,Kansarmoede-index Kind en Gezin,2005,0.0197
Opwijk,23060,Nee,Kansarmoede-index Kind en Gezin,2006,0.01134
Opwijk,23060,Nee,Kansarmoede-index Kind en Gezin,2007,0.00873
Opwijk,23060,Nee,Kansarmoede-index Kind en Gezin,2008,0.01559
Opwijk,23060,Nee,Kansarmoede-index Kind en Gezin,2009,0.02157
Opwijk,23060,Nee,Kansarmoede-index Kind en Gezin,2010,0.03976
Opwijk,23060,Nee,Kansarmoede-index Kind en Gezin,2011,0.03421
Opwijk,23060,Nee,Kansarmoede-index Kind en Gezin,2012,0.04356
Opwijk,23060,Nee,Kansarmoede-index Kind en Gezin,2013,0.03502
Opwijk,23060,Nee,Kansarmoede-index Kind en Gezin,2014,0.03252
Opwijk,23060,Nee,Kansarmoede-index Kind en Gezin,2015,0.03688
Opwijk,23060,Nee,Kansarmoede-index Kind en Gezin,2016,0.04388
Opwijk,23060,Nee,Kansarmoede-index Kind en Gezin,2017,0.05841
Opwijk,23060,Nee,Kansarmoede-index Kind en Gezin,2018,0.05734
Opwijk,23060,Nee,Kansarmoede-index Kind en Gezin,2019,0.07449
Opwijk,23060,Nee,Kansarmoede-index Kind en Gezin,2020,0.06378
Opwijk,23060,Nee,Kansarmoede-index Kind en Gezin,2021,0.04481
Overijse,23062,Nee,Kansarmoede-index Kind en Gezin,2001,0.01044
Overijse,23062,Nee,Kansarmoede-index Kind en Gezin,2002,0.01095
Overijse,23062,Nee,Kansarmoede-index Kind en Gezin,2003,0.01641
Overijse,23062,Nee,Kansarmoede-index Kind en Gezin,2004,0.01592
Overijse,23062,Nee,Kansarmoede-index Kind en Gezin,2005,0.01326
Overijse,23062,Nee,Kansarmoede-index Kind en Gezin,2006,0.01363
Overijse,23062,Nee,Kansarmoede-index Kind en Gezin,2007,0.02108
Overijse,23062,Nee,Kansarmoede-index Kind en Gezin,2008,0.02687
Overijse,23062,Nee,Kansarmoede-index Kind en Gezin,2009,0.02625
Overijse,23062,Nee,Kansarmoede-index Kind en Gezin,2010,0.02276
Overijse,23062,Nee,Kansarmoede-index Kind en Gezin,2011,0.0266
Overijse,23062,Nee,Kansarmoede-index Kind en Gezin,2012,0.02022
Overijse,23062,Nee,Kansarmoede-index Kind en Gezin,2013,0.01462
Overijse,23062,Nee,Kansarmoede-index Kind en Gezin,2014,0.01299
Overijse,23062,Nee,Kansarmoede-index Kind en Gezin,2015,0.00997
Overijse,23062,Nee,Kansarmoede-index Kind en Gezin,2016,0.00964
Overijse,23062,Nee,Kansarmoede-index Kind en Gezin,2017,0.01135
Overijse,23062,Nee,Kansarmoede-index Kind en Gezin,2018,0.02476
Overijse,23062,Nee,Kansarmoede-index Kind en Gezin,2019,0.0372
Overijse,23062,Nee,Kansarmoede-index Kind en Gezin,2020,0.03376
Overijse,23062,Nee,Kansarmoede-index Kind en Gezin,2021,0.02561
Pepingen,23064,Nee,Kansarmoede-index Kind en Gezin,2001,0.02797
Pepingen,23064,Nee,Kansarmoede-index Kind en Gezin,2002,0.03676
Pepingen,23064,Nee,Kansarmoede-index Kind en Gezin,2003,0.00794
Pepingen,23064,Nee,Kansarmoede-index Kind en Gezin,2004,0.01575
Pepingen,23064,Nee,Kansarmoede-index Kind en Gezin,2005,0.0315
Pepingen,23064,Nee,Kansarmoede-index Kind en Gezin,2006,0.04
Pepingen,23064,Nee,Kansarmoede-index Kind en Gezin,2007,0.04274
Pepingen,23064,Nee,Kansarmoede-index Kind en Gezin,2008,0.03571
Pepingen,23064,Nee,Kansarmoede-index Kind en Gezin,2009,0.032
Pepingen,23064,Nee,Kansarmoede-index Kind en Gezin,2010,0.0303
Pepingen,23064,Nee,Kansarmoede-index Kind en Gezin,2011,0.05147
Pepingen,23064,Nee,Kansarmoede-index Kind en Gezin,2012,0.03968
Pepingen,23064,Nee,Kansarmoede-index Kind en Gezin,2013,0.04
Pepingen,23064,Nee,Kansarmoede-index Kind en Gezin,2014,0.03906
Pepingen,23064,Nee,Kansarmoede-index Kind en Gezin,2015,0.03361
Pepingen,23064,Nee,Kansarmoede-index Kind en Gezin,2016,0.01724
Pepingen,23064,Nee,Kansarmoede-index Kind en Gezin,2017,0.02941
Pepingen,23064,Nee,Kansarmoede-index Kind en Gezin,2018,0.0315
Pepingen,23064,Nee,Kansarmoede-index Kind en Gezin,2019,0.0303
Pepingen,23064,Nee,Kansarmoede-index Kind en Gezin,2020,0.02308
Pepingen,23064,Nee,Kansarmoede-index Kind en Gezin,2021,0.0087
Sint-Pieters-Leeuw,23077,Nee,Kansarmoede-index Kind en Gezin,2001,0.01803
Sint-Pieters-Leeuw,23077,Nee,Kansarmoede-index Kind en Gezin,2002,0.01083
Sint-Pieters-Leeuw,23077,Nee,Kansarmoede-index Kind en Gezin,2003,0.01014
Sint-Pieters-Leeuw,23077,Nee,Kansarmoede-index Kind en Gezin,2004,0.00911
Sint-Pieters-Leeuw,23077,Nee,Kansarmoede-index Kind en Gezin,2005,0.01144
Sint-Pieters-Leeuw,23077,Nee,Kansarmoede-index Kind en Gezin,2006,0.01448
Sint-Pieters-Leeuw,23077,Nee,Kansarmoede-index Kind en Gezin,2007,0.01923
Sint-Pieters-Leeuw,23077,Nee,Kansarmoede-index Kind en Gezin,2008,0.02799
Sint-Pieters-Leeuw,23077,Nee,Kansarmoede-index Kind en Gezin,2009,0.03236
Sint-Pieters-Leeuw,23077,Nee,Kansarmoede-index Kind en Gezin,2010,0.04485
Sint-Pieters-Leeuw,23077,Nee,Kansarmoede-index Kind en Gezin,2011,0.0591
Sint-Pieters-Leeuw,23077,Nee,Kansarmoede-index Kind en Gezin,2012,0.05796
Sint-Pieters-Leeuw,23077,Nee,Kansarmoede-index Kind en Gezin,2013,0.07306
Sint-Pieters-Leeuw,23077,Nee,Kansarmoede-index Kind en Gezin,2014,0.07312
Sint-Pieters-Leeuw,23077,Nee,Kansarmoede-index Kind en Gezin,2015,0.08026
Sint-Pieters-Leeuw,23077,Nee,Kansarmoede-index Kind en Gezin,2016,0.07538
Sint-Pieters-Leeuw,23077,Nee,Kansarmoede-index Kind en Gezin,2017,0.0651
Sint-Pieters-Leeuw,23077,Nee,Kansarmoede-index Kind en Gezin,2018,0.05529
Sint-Pieters-Leeuw,23077,Nee,Kansarmoede-index Kind en Gezin,2019,0.0628
Sint-Pieters-Leeuw,23077,Nee,Kansarmoede-index Kind en Gezin,2020,0.06304
Sint-Pieters-Leeuw,23077,Nee,Kansarmoede-index Kind en Gezin,2021,0.06936
Steenokkerzeel,23081,Nee,Kansarmoede-index Kind en Gezin,2001,0.0191
Steenokkerzeel,23081,Nee,Kansarmoede-index Kind en Gezin,2002,0.02972
Steenokkerzeel,23081,Nee,Kansarmoede-index Kind en Gezin,2003,0.03285
Steenokkerzeel,23081,Nee,Kansarmoede-index Kind en Gezin,2004,0.02574
Steenokkerzeel,23081,Nee,Kansarmoede-index Kind en Gezin,2005,0.04519
Steenokkerzeel,23081,Nee,Kansarmoede-index Kind en Gezin,2006,0.05368
Steenokkerzeel,23081,Nee,Kansarmoede-index Kind en Gezin,2007,0.05618
Steenokkerzeel,23081,Nee,Kansarmoede-index Kind en Gezin,2008,0.04895
Steenokkerzeel,23081,Nee,Kansarmoede-index Kind en Gezin,2009,0.04914
Steenokkerzeel,23081,Nee,Kansarmoede-index Kind en Gezin,2010,0.0438
Steenokkerzeel,23081,Nee,Kansarmoede-index Kind en Gezin,2011,0.03385
Steenokkerzeel,23081,Nee,Kansarmoede-index Kind en Gezin,2012,0.03243
Steenokkerzeel,23081,Nee,Kansarmoede-index Kind en Gezin,2013,0.04225
Steenokkerzeel,23081,Nee,Kansarmoede-index Kind en Gezin,2014,0.05322
Steenokkerzeel,23081,Nee,Kansarmoede-index Kind en Gezin,2015,0.059
Steenokkerzeel,23081,Nee,Kansarmoede-index Kind en Gezin,2016,0.04692
Steenokkerzeel,23081,Nee,Kansarmoede-index Kind en Gezin,2017,0.04819
Steenokkerzeel,23081,Nee,Kansarmoede-index Kind en Gezin,2018,0.08657
Steenokkerzeel,23081,Nee,Kansarmoede-index Kind en Gezin,2019,0.06877
Steenokkerzeel,23081,Nee,Kansarmoede-index Kind en Gezin,2020,0.07102
Steenokkerzeel,23081,Nee,Kansarmoede-index Kind en Gezin,2021,0.0457
Ternat,23086,Nee,Kansarmoede-index Kind en Gezin,2001,0.01508
Ternat,23086,Nee,Kansarmoede-index Kind en Gezin,2002,0.01754
Ternat,23086,Nee,Kansarmoede-index Kind en Gezin,2003,0.00771
Ternat,23086,Nee,Kansarmoede-index Kind en Gezin,2004,0.00457
Ternat,23086,Nee,Kansarmoede-index Kind en Gezin,2005,0.0024
Ternat,23086,Nee,Kansarmoede-index Kind en Gezin,2006,0.00909
Ternat,23086,Nee,Kansarmoede-index Kind en Gezin,2007,0.01435
Ternat,23086,Nee,Kansarmoede-index Kind en Gezin,2008,0.03326
Ternat,23086,Nee,Kansarmoede-index Kind en Gezin,2009,0.03097
Ternat,23086,Nee,Kansarmoede-index Kind en Gezin,2010,0.02309
Ternat,23086,Nee,Kansarmoede-index Kind en Gezin,2011,0.01559
Ternat,23086,Nee,Kansarmoede-index Kind en Gezin,2012,0.01802
Ternat,23086,Nee,Kansarmoede-index Kind en Gezin,2013,0.02059
Ternat,23086,Nee,Kansarmoede-index Kind en Gezin,2014,0.02619
Ternat,23086,Nee,Kansarmoede-index Kind en Gezin,2015,0.02948
Ternat,23086,Nee,Kansarmoede-index Kind en Gezin,2016,0.02989
Ternat,23086,Nee,Kansarmoede-index Kind en Gezin,2017,0.04306
Ternat,23086,Nee,Kansarmoede-index Kind en Gezin,2018,0.06951
Ternat,23086,Nee,Kansarmoede-index Kind en Gezin,2019,0.08636
Ternat,23086,Nee,Kansarmoede-index Kind en Gezin,2020,0.07127
Ternat,23086,Nee,Kansarmoede-index Kind en Gezin,2021,0.06499
Vilvoorde,23088,Nee,Kansarmoede-index Kind en Gezin,2001,0.10049
Vilvoorde,23088,Nee,Kansarmoede-index Kind en Gezin,2002,0.07034
Vilvoorde,23088,Nee,Kansarmoede-index Kind en Gezin,2003,0.04361
Vilvoorde,23088,Nee,Kansarmoede-index Kind en Gezin,2004,0.04542
Vilvoorde,23088,Nee,Kansarmoede-index Kind en Gezin,2005,0.06288
Vilvoorde,23088,Nee,Kansarmoede-index Kind en Gezin,2006,0.07229
Vilvoorde,23088,Nee,Kansarmoede-index Kind en Gezin,2007,0.08333
Vilvoorde,23088,Nee,Kansarmoede-index Kind en Gezin,2008,0.0618
Vilvoorde,23088,Nee,Kansarmoede-index Kind en Gezin,2009,0.05948
Vilvoorde,23088,Nee,Kansarmoede-index Kind en Gezin,2010,0.0452
Vilvoorde,23088,Nee,Kansarmoede-index Kind en Gezin,2011,0.04678
Vilvoorde,23088,Nee,Kansarmoede-index Kind en Gezin,2012,0.05836
Vilvoorde,23088,Nee,Kansarmoede-index Kind en Gezin,2013,0.08882
Vilvoorde,23088,Nee,Kansarmoede-index Kind en Gezin,2014,0.11761
Vilvoorde,23088,Nee,Kansarmoede-index Kind en Gezin,2015,0.14047
Vilvoorde,23088,Nee,Kansarmoede-index Kind en Gezin,2016,0.17565
Vilvoorde,23088,Nee,Kansarmoede-index Kind en Gezin,2017,0.17699
Vilvoorde,23088,Nee,Kansarmoede-index Kind en Gezin,2018,0.1824
Vilvoorde,23088,Nee,Kansarmoede-index Kind en Gezin,2019,0.13074
Vilvoorde,23088,Nee,Kansarmoede-index Kind en Gezin,2020,0.16511
Vilvoorde,23088,Nee,Kansarmoede-index Kind en Gezin,2021,0.15272
Zaventem,23094,Nee,Kansarmoede-index Kind en Gezin,2001,0.01693
Zaventem,23094,Nee,Kansarmoede-index Kind en Gezin,2002,0.01656
Zaventem,23094,Nee,Kansarmoede-index Kind en Gezin,2003,0.02278
Zaventem,23094,Nee,Kansarmoede-index Kind en Gezin,2004,0.02556
Zaventem,23094,Nee,Kansarmoede-index Kind en Gezin,2005,0.03692
Zaventem,23094,Nee,Kansarmoede-index Kind en Gezin,2006,0.04627
Zaventem,23094,Nee,Kansarmoede-index Kind en Gezin,2007,0.05994
Zaventem,23094,Nee,Kansarmoede-index Kind en Gezin,2008,0.06613
Zaventem,23094,Nee,Kansarmoede-index Kind en Gezin,2009,0.05442
Zaventem,23094,Nee,Kansarmoede-index Kind en Gezin,2010,0.0507
Zaventem,23094,Nee,Kansarmoede-index Kind en Gezin,2011,0.05189
Zaventem,23094,Nee,Kansarmoede-index Kind en Gezin,2012,0.0718
Zaventem,23094,Nee,Kansarmoede-index Kind en Gezin,2013,0.08514
Zaventem,23094,Nee,Kansarmoede-index Kind en Gezin,2014,0.11028
Zaventem,23094,Nee,Kansarmoede-index Kind en Gezin,2015,0.15139
Zaventem,23094,Nee,Kansarmoede-index Kind en Gezin,2016,0.15127
Zaventem,23094,Nee,Kansarmoede-index Kind en Gezin,2017,0.14064
Zaventem,23094,Nee,Kansarmoede-index Kind en Gezin,2018,0.10507
Zaventem,23094,Nee,Kansarmoede-index Kind en Gezin,2019,0.10431
Zaventem,23094,Nee,Kansarmoede-index Kind en Gezin,2020,0.09849
Zaventem,23094,Nee,Kansarmoede-index Kind en Gezin,2021,0.10276
Zemst,23096,Nee,Kansarmoede-index Kind en Gezin,2001,0.00482
Zemst,23096,Nee,Kansarmoede-index Kind en Gezin,2002,0.01415
Zemst,23096,Nee,Kansarmoede-index Kind en Gezin,2003,0.01262
Zemst,23096,Nee,Kansarmoede-index Kind en Gezin,2004,0.01789
Zemst,23096,Nee,Kansarmoede-index Kind en Gezin,2005,0.03056
Zemst,23096,Nee,Kansarmoede-index Kind en Gezin,2006,0.0269
Zemst,23096,Nee,Kansarmoede-index Kind en Gezin,2007,0.02102
Zemst,23096,Nee,Kansarmoede-index Kind en Gezin,2008,0.01798
Zemst,23096,Nee,Kansarmoede-index Kind en Gezin,2009,0.01513
Zemst,23096,Nee,Kansarmoede-index Kind en Gezin,2010,0.02015
Zemst,23096,Nee,Kansarmoede-index Kind en Gezin,2011,0.01953
Zemst,23096,Nee,Kansarmoede-index Kind en Gezin,2012,0.01847
Zemst,23096,Nee,Kansarmoede-index Kind en Gezin,2013,0.02635
Zemst,23096,Nee,Kansarmoede-index Kind en Gezin,2014,0.02628
Zemst,23096,Nee,Kansarmoede-index Kind en Gezin,2015,0.03017
Zemst,23096,Nee,Kansarmoede-index Kind en Gezin,2016,0.0416
