Gemeente,NIS-code,Centrumstad,Indicator,Jaar,Procent
Koekelare,32010,Nee,Kansarmoede-index Kind en Gezin,2008,0.04943
Koekelare,32010,Nee,Kansarmoede-index Kind en Gezin,2009,0.05155
Koekelare,32010,Nee,Kansarmoede-index Kind en Gezin,2010,0.07383
Koekelare,32010,Nee,Kansarmoede-index Kind en Gezin,2011,0.06774
Koekelare,32010,Nee,Kansarmoede-index Kind en Gezin,2012,0.06623
Koekelare,32010,Nee,Kansarmoede-index Kind en Gezin,2013,0.05351
Koekelare,32010,Nee,Kansarmoede-index Kind en Gezin,2014,0.05903
Koekelare,32010,Nee,Kansarmoede-index Kind en Gezin,2015,0.07666
Koekelare,32010,Nee,Kansarmoede-index Kind en Gezin,2016,0.09738
Koekelare,32010,Nee,Kansarmoede-index Kind en Gezin,2017,0.06513
Koekelare,32010,Nee,Kansarmoede-index Kind en Gezin,2018,0.06226
Koekelare,32010,Nee,Kansarmoede-index Kind en Gezin,2019,0.09055
Koekelare,32010,Nee,Kansarmoede-index Kind en Gezin,2020,0.12
Koekelare,32010,Nee,Kansarmoede-index Kind en Gezin,2021,0.13808
Kortemark,32011,Nee,Kansarmoede-index Kind en Gezin,2001,0.04815
Kortemark,32011,Nee,Kansarmoede-index Kind en Gezin,2002,0.04762
Kortemark,32011,Nee,Kansarmoede-index Kind en Gezin,2003,0.033
Kortemark,32011,Nee,Kansarmoede-index Kind en Gezin,2004,0.0414
Kortemark,32011,Nee,Kansarmoede-index Kind en Gezin,2005,0.0367
Kortemark,32011,Nee,Kansarmoede-index Kind en Gezin,2006,0.02579
Kortemark,32011,Nee,Kansarmoede-index Kind en Gezin,2007,0.02594
Kortemark,32011,Nee,Kansarmoede-index Kind en Gezin,2008,0.03856
Kortemark,32011,Nee,Kansarmoede-index Kind en Gezin,2009,0.04416
Kortemark,32011,Nee,Kansarmoede-index Kind en Gezin,2010,0.05596
Kortemark,32011,Nee,Kansarmoede-index Kind en Gezin,2011,0.05612
Kortemark,32011,Nee,Kansarmoede-index Kind en Gezin,2012,0.05181
Kortemark,32011,Nee,Kansarmoede-index Kind en Gezin,2013,0.05995
Kortemark,32011,Nee,Kansarmoede-index Kind en Gezin,2014,0.06914
Kortemark,32011,Nee,Kansarmoede-index Kind en Gezin,2015,0.05569
Kortemark,32011,Nee,Kansarmoede-index Kind en Gezin,2016,0.067
Kortemark,32011,Nee,Kansarmoede-index Kind en Gezin,2017,0.07317
Kortemark,32011,Nee,Kansarmoede-index Kind en Gezin,2018,0.10233
Kortemark,32011,Nee,Kansarmoede-index Kind en Gezin,2019,0.12613
Kortemark,32011,Nee,Kansarmoede-index Kind en Gezin,2020,0.13501
Kortemark,32011,Nee,Kansarmoede-index Kind en Gezin,2021,0.13692
Lo-Reninge,32030,Nee,Kansarmoede-index Kind en Gezin,2001,0.00806
Lo-Reninge,32030,Nee,Kansarmoede-index Kind en Gezin,2002,0.00794
Lo-Reninge,32030,Nee,Kansarmoede-index Kind en Gezin,2003,0.00769
Lo-Reninge,32030,Nee,Kansarmoede-index Kind en Gezin,2004,0.00926
Lo-Reninge,32030,Nee,Kansarmoede-index Kind en Gezin,2005,0.02655
Lo-Reninge,32030,Nee,Kansarmoede-index Kind en Gezin,2006,0.02857
Lo-Reninge,32030,Nee,Kansarmoede-index Kind en Gezin,2007,0.04673
Lo-Reninge,32030,Nee,Kansarmoede-index Kind en Gezin,2008,0.05263
Lo-Reninge,32030,Nee,Kansarmoede-index Kind en Gezin,2009,0.04762
Lo-Reninge,32030,Nee,Kansarmoede-index Kind en Gezin,2010,0.01869
Lo-Reninge,32030,Nee,Kansarmoede-index Kind en Gezin,2011,0.06481
Lo-Reninge,32030,Nee,Kansarmoede-index Kind en Gezin,2012,0.07258
Lo-Reninge,32030,Nee,Kansarmoede-index Kind en Gezin,2013,0.11207
Lo-Reninge,32030,Nee,Kansarmoede-index Kind en Gezin,2014,0.0708
Lo-Reninge,32030,Nee,Kansarmoede-index Kind en Gezin,2015,0.12632
Lo-Reninge,32030,Nee,Kansarmoede-index Kind en Gezin,2016,0.12245
Lo-Reninge,32030,Nee,Kansarmoede-index Kind en Gezin,2017,0.18478
Lo-Reninge,32030,Nee,Kansarmoede-index Kind en Gezin,2018,0.17
Lo-Reninge,32030,Nee,Kansarmoede-index Kind en Gezin,2019,0.11429
Lo-Reninge,32030,Nee,Kansarmoede-index Kind en Gezin,2020,0.04854
Lo-Reninge,32030,Nee,Kansarmoede-index Kind en Gezin,2021,0.06593
Ieper,33011,Nee,Kansarmoede-index Kind en Gezin,2001,0.03873
Ieper,33011,Nee,Kansarmoede-index Kind en Gezin,2002,0.05058
Ieper,33011,Nee,Kansarmoede-index Kind en Gezin,2003,0.05865
Ieper,33011,Nee,Kansarmoede-index Kind en Gezin,2004,0.05428
Ieper,33011,Nee,Kansarmoede-index Kind en Gezin,2005,0.04959
Ieper,33011,Nee,Kansarmoede-index Kind en Gezin,2006,0.06511
Ieper,33011,Nee,Kansarmoede-index Kind en Gezin,2007,0.08451
Ieper,33011,Nee,Kansarmoede-index Kind en Gezin,2008,0.09108
Ieper,33011,Nee,Kansarmoede-index Kind en Gezin,2009,0.09381
Ieper,33011,Nee,Kansarmoede-index Kind en Gezin,2010,0.09942
Ieper,33011,Nee,Kansarmoede-index Kind en Gezin,2011,0.1168
Ieper,33011,Nee,Kansarmoede-index Kind en Gezin,2012,0.11623
Ieper,33011,Nee,Kansarmoede-index Kind en Gezin,2013,0.11708
Ieper,33011,Nee,Kansarmoede-index Kind en Gezin,2014,0.10291
Ieper,33011,Nee,Kansarmoede-index Kind en Gezin,2015,0.0997
Ieper,33011,Nee,Kansarmoede-index Kind en Gezin,2016,0.10111
Ieper,33011,Nee,Kansarmoede-index Kind en Gezin,2017,0.11691
Ieper,33011,Nee,Kansarmoede-index Kind en Gezin,2018,0.12121
Ieper,33011,Nee,Kansarmoede-index Kind en Gezin,2019,0.14123
Ieper,33011,Nee,Kansarmoede-index Kind en Gezin,2020,0.13048
Ieper,33011,Nee,Kansarmoede-index Kind en Gezin,2021,0.14086
Mesen,33016,Nee,Kansarmoede-index Kind en Gezin,2001,0.08571
Mesen,33016,Nee,Kansarmoede-index Kind en Gezin,2002,0.13793
Mesen,33016,Nee,Kansarmoede-index Kind en Gezin,2003,0.06897
Mesen,33016,Nee,Kansarmoede-index Kind en Gezin,2004,0.08571
Mesen,33016,Nee,Kansarmoede-index Kind en Gezin,2005,0.03226
Mesen,33016,Nee,Kansarmoede-index Kind en Gezin,2006,0.03571
Mesen,33016,Nee,Kansarmoede-index Kind en Gezin,2007,0.03333
Mesen,33016,Nee,Kansarmoede-index Kind en Gezin,2008,0.03226
Mesen,33016,Nee,Kansarmoede-index Kind en Gezin,2009,0.09091
Mesen,33016,Nee,Kansarmoede-index Kind en Gezin,2010,0.19355
Mesen,33016,Nee,Kansarmoede-index Kind en Gezin,2011,0.30556
Mesen,33016,Nee,Kansarmoede-index Kind en Gezin,2012,0.32558
Mesen,33016,Nee,Kansarmoede-index Kind en Gezin,2013,0.28571
Mesen,33016,Nee,Kansarmoede-index Kind en Gezin,2014,0.19608
Mesen,33016,Nee,Kansarmoede-index Kind en Gezin,2015,0.27273
Mesen,33016,Nee,Kansarmoede-index Kind en Gezin,2016,0.16667
Mesen,33016,Nee,Kansarmoede-index Kind en Gezin,2017,0.23529
Mesen,33016,Nee,Kansarmoede-index Kind en Gezin,2018,0.22222
Mesen,33016,Nee,Kansarmoede-index Kind en Gezin,2019,0.17647
Mesen,33016,Nee,Kansarmoede-index Kind en Gezin,2020,0.22857
Mesen,33016,Nee,Kansarmoede-index Kind en Gezin,2021,0.21277
Poperinge,33021,Nee,Kansarmoede-index Kind en Gezin,2001,0.02358
Poperinge,33021,Nee,Kansarmoede-index Kind en Gezin,2002,0.01875
Poperinge,33021,Nee,Kansarmoede-index Kind en Gezin,2003,0.01525
Poperinge,33021,Nee,Kansarmoede-index Kind en Gezin,2004,0.01967
Poperinge,33021,Nee,Kansarmoede-index Kind en Gezin,2005,0.02729
Poperinge,33021,Nee,Kansarmoede-index Kind en Gezin,2006,0.0254
Poperinge,33021,Nee,Kansarmoede-index Kind en Gezin,2007,0.04885
Poperinge,33021,Nee,Kansarmoede-index Kind en Gezin,2008,0.05605
Poperinge,33021,Nee,Kansarmoede-index Kind en Gezin,2009,0.0708
Poperinge,33021,Nee,Kansarmoede-index Kind en Gezin,2010,0.07038
Poperinge,33021,Nee,Kansarmoede-index Kind en Gezin,2011,0.06618
Poperinge,33021,Nee,Kansarmoede-index Kind en Gezin,2012,0.07883
Poperinge,33021,Nee,Kansarmoede-index Kind en Gezin,2013,0.08769
Poperinge,33021,Nee,Kansarmoede-index Kind en Gezin,2014,0.10922
Poperinge,33021,Nee,Kansarmoede-index Kind en Gezin,2015,0.11072
Poperinge,33021,Nee,Kansarmoede-index Kind en Gezin,2016,0.08496
Poperinge,33021,Nee,Kansarmoede-index Kind en Gezin,2017,0.09761
Poperinge,33021,Nee,Kansarmoede-index Kind en Gezin,2018,0.10071
Poperinge,33021,Nee,Kansarmoede-index Kind en Gezin,2019,0.14439
Poperinge,33021,Nee,Kansarmoede-index Kind en Gezin,2020,0.14004
Poperinge,33021,Nee,Kansarmoede-index Kind en Gezin,2021,0.13714
Wervik,33029,Nee,Kansarmoede-index Kind en Gezin,2001,0.04263
Wervik,33029,Nee,Kansarmoede-index Kind en Gezin,2002,0.05535
Wervik,33029,Nee,Kansarmoede-index Kind en Gezin,2003,0.05451
Wervik,33029,Nee,Kansarmoede-index Kind en Gezin,2004,0.0636
Wervik,33029,Nee,Kansarmoede-index Kind en Gezin,2005,0.06503
Wervik,33029,Nee,Kansarmoede-index Kind en Gezin,2006,0.08401
Wervik,33029,Nee,Kansarmoede-index Kind en Gezin,2007,0.07987
Wervik,33029,Nee,Kansarmoede-index Kind en Gezin,2008,0.09658
Wervik,33029,Nee,Kansarmoede-index Kind en Gezin,2009,0.08857
Wervik,33029,Nee,Kansarmoede-index Kind en Gezin,2010,0.09195
Wervik,33029,Nee,Kansarmoede-index Kind en Gezin,2011,0.10746
Wervik,33029,Nee,Kansarmoede-index Kind en Gezin,2012,0.13333
Wervik,33029,Nee,Kansarmoede-index Kind en Gezin,2013,0.15504
Wervik,33029,Nee,Kansarmoede-index Kind en Gezin,2014,0.14626
Wervik,33029,Nee,Kansarmoede-index Kind en Gezin,2015,0.16063
Wervik,33029,Nee,Kansarmoede-index Kind en Gezin,2016,0.16107
Wervik,33029,Nee,Kansarmoede-index Kind en Gezin,2017,0.16212
Wervik,33029,Nee,Kansarmoede-index Kind en Gezin,2018,0.16299
Wervik,33029,Nee,Kansarmoede-index Kind en Gezin,2019,0.1479
Wervik,33029,Nee,Kansarmoede-index Kind en Gezin,2020,0.14795
Wervik,33029,Nee,Kansarmoede-index Kind en Gezin,2021,0.15344
Zonnebeke,33037,Nee,Kansarmoede-index Kind en Gezin,2001,0.00946
Zonnebeke,33037,Nee,Kansarmoede-index Kind en Gezin,2002,0.01028
Zonnebeke,33037,Nee,Kansarmoede-index Kind en Gezin,2003,0.0221
Zonnebeke,33037,Nee,Kansarmoede-index Kind en Gezin,2004,0.01676
Zonnebeke,33037,Nee,Kansarmoede-index Kind en Gezin,2005,0.00802
Zonnebeke,33037,Nee,Kansarmoede-index Kind en Gezin,2006,0.01946
Zonnebeke,33037,Nee,Kansarmoede-index Kind en Gezin,2007,0.02288
Zonnebeke,33037,Nee,Kansarmoede-index Kind en Gezin,2008,0.03057
Zonnebeke,33037,Nee,Kansarmoede-index Kind en Gezin,2009,0.0393
Zonnebeke,33037,Nee,Kansarmoede-index Kind en Gezin,2010,0.02966
Zonnebeke,33037,Nee,Kansarmoede-index Kind en Gezin,2011,0.03609
Zonnebeke,33037,Nee,Kansarmoede-index Kind en Gezin,2012,0.04264
Zonnebeke,33037,Nee,Kansarmoede-index Kind en Gezin,2013,0.03695
Zonnebeke,33037,Nee,Kansarmoede-index Kind en Gezin,2014,0.02375
Zonnebeke,33037,Nee,Kansarmoede-index Kind en Gezin,2015,0.04071
Zonnebeke,33037,Nee,Kansarmoede-index Kind en Gezin,2016,0.01907
Zonnebeke,33037,Nee,Kansarmoede-index Kind en Gezin,2017,0.03836
Zonnebeke,33037,Nee,Kansarmoede-index Kind en Gezin,2018,0.03947
Zonnebeke,33037,Nee,Kansarmoede-index Kind en Gezin,2019,0.04178
Zonnebeke,33037,Nee,Kansarmoede-index Kind en Gezin,2020,0.03693
Zonnebeke,33037,Nee,Kansarmoede-index Kind en Gezin,2021,0.04658
Heuvelland,33039,Nee,Kansarmoede-index Kind en Gezin,2001,0.03745
Heuvelland,33039,Nee,Kansarmoede-index Kind en Gezin,2002,0.03846
Heuvelland,33039,Nee,Kansarmoede-index Kind en Gezin,2003,0.03261
Heuvelland,33039,Nee,Kansarmoede-index Kind en Gezin,2004,0.03042
Heuvelland,33039,Nee,Kansarmoede-index Kind en Gezin,2005,0.02713
Heuvelland,33039,Nee,Kansarmoede-index Kind en Gezin,2006,0.03273
Heuvelland,33039,Nee,Kansarmoede-index Kind en Gezin,2007,0.04231
Heuvelland,33039,Nee,Kansarmoede-index Kind en Gezin,2008,0.04724
Heuvelland,33039,Nee,Kansarmoede-index Kind en Gezin,2009,0.05221
Heuvelland,33039,Nee,Kansarmoede-index Kind en Gezin,2010,0.08502
Heuvelland,33039,Nee,Kansarmoede-index Kind en Gezin,2011,0.09091
Heuvelland,33039,Nee,Kansarmoede-index Kind en Gezin,2012,0.07623
Heuvelland,33039,Nee,Kansarmoede-index Kind en Gezin,2013,0.11111
Heuvelland,33039,Nee,Kansarmoede-index Kind en Gezin,2014,0.13136
Heuvelland,33039,Nee,Kansarmoede-index Kind en Gezin,2015,0.1
Heuvelland,33039,Nee,Kansarmoede-index Kind en Gezin,2016,0.11165
Heuvelland,33039,Nee,Kansarmoede-index Kind en Gezin,2017,0.12322
Heuvelland,33039,Nee,Kansarmoede-index Kind en Gezin,2018,0.13333
Heuvelland,33039,Nee,Kansarmoede-index Kind en Gezin,2019,0.1106
Heuvelland,33039,Nee,Kansarmoede-index Kind en Gezin,2020,0.11574
Heuvelland,33039,Nee,Kansarmoede-index Kind en Gezin,2021,0.13717
Langemark-Poelkapelle,33040,Nee,Kansarmoede-index Kind en Gezin,2001,0.02083
Langemark-Poelkapelle,33040,Nee,Kansarmoede-index Kind en Gezin,2002,0.05217
Langemark-Poelkapelle,33040,Nee,Kansarmoede-index Kind en Gezin,2003,0.05263
Langemark-Poelkapelle,33040,Nee,Kansarmoede-index Kind en Gezin,2004,0.03831
Langemark-Poelkapelle,33040,Nee,Kansarmoede-index Kind en Gezin,2005,0.03759
Langemark-Poelkapelle,33040,Nee,Kansarmoede-index Kind en Gezin,2006,0.03358
Langemark-Poelkapelle,33040,Nee,Kansarmoede-index Kind en Gezin,2007,0.02662
Langemark-Poelkapelle,33040,Nee,Kansarmoede-index Kind en Gezin,2008,0.03623
Langemark-Poelkapelle,33040,Nee,Kansarmoede-index Kind en Gezin,2009,0.04286
Langemark-Poelkapelle,33040,Nee,Kansarmoede-index Kind en Gezin,2010,0.0602
Langemark-Poelkapelle,33040,Nee,Kansarmoede-index Kind en Gezin,2011,0.07895
Langemark-Poelkapelle,33040,Nee,Kansarmoede-index Kind en Gezin,2012,0.12037
Langemark-Poelkapelle,33040,Nee,Kansarmoede-index Kind en Gezin,2013,0.14196
Langemark-Poelkapelle,33040,Nee,Kansarmoede-index Kind en Gezin,2014,0.1259
Langemark-Poelkapelle,33040,Nee,Kansarmoede-index Kind en Gezin,2015,0.1004
Langemark-Poelkapelle,33040,Nee,Kansarmoede-index Kind en Gezin,2016,0.13585
Langemark-Poelkapelle,33040,Nee,Kansarmoede-index Kind en Gezin,2017,0.164
Langemark-Poelkapelle,33040,Nee,Kansarmoede-index Kind en Gezin,2018,0.14644
Langemark-Poelkapelle,33040,Nee,Kansarmoede-index Kind en Gezin,2019,0.12658
Langemark-Poelkapelle,33040,Nee,Kansarmoede-index Kind en Gezin,2020,0.06926
Langemark-Poelkapelle,33040,Nee,Kansarmoede-index Kind en Gezin,2021,0.05907
Vleteren,33041,Nee,Kansarmoede-index Kind en Gezin,2001,0.0
Vleteren,33041,Nee,Kansarmoede-index Kind en Gezin,2002,0.0098
Vleteren,33041,Nee,Kansarmoede-index Kind en Gezin,2003,0.0
Vleteren,33041,Nee,Kansarmoede-index Kind en Gezin,2004,0.00917
Vleteren,33041,Nee,Kansarmoede-index Kind en Gezin,2005,0.0084
Vleteren,33041,Nee,Kansarmoede-index Kind en Gezin,2006,0.03333
Vleteren,33041,Nee,Kansarmoede-index Kind en Gezin,2007,0.02899
Vleteren,33041,Nee,Kansarmoede-index Kind en Gezin,2008,0.05036
Vleteren,33041,Nee,Kansarmoede-index Kind en Gezin,2009,0.04965
Vleteren,33041,Nee,Kansarmoede-index Kind en Gezin,2010,0.05479
Vleteren,33041,Nee,Kansarmoede-index Kind en Gezin,2011,0.06429
Vleteren,33041,Nee,Kansarmoede-index Kind en Gezin,2012,0.05882
Vleteren,33041,Nee,Kansarmoede-index Kind en Gezin,2013,0.05
Vleteren,33041,Nee,Kansarmoede-index Kind en Gezin,2014,0.04545
Vleteren,33041,Nee,Kansarmoede-index Kind en Gezin,2015,0.02632
Vleteren,33041,Nee,Kansarmoede-index Kind en Gezin,2016,0.00855
Vleteren,33041,Nee,Kansarmoede-index Kind en Gezin,2017,0.04839
Vleteren,33041,Nee,Kansarmoede-index Kind en Gezin,2018,0.07246
Vleteren,33041,Nee,Kansarmoede-index Kind en Gezin,2019,0.1
Vleteren,33041,Nee,Kansarmoede-index Kind en Gezin,2020,0.1
Vleteren,33041,Nee,Kansarmoede-index Kind en Gezin,2021,0.13
Anzegem,34002,Nee,Kansarmoede-index Kind en Gezin,2001,0.01636
Anzegem,34002,Nee,Kansarmoede-index Kind en Gezin,2002,0.01089
Anzegem,34002,Nee,Kansarmoede-index Kind en Gezin,2003,0.01139
Anzegem,34002,Nee,Kansarmoede-index Kind en Gezin,2004,0.0133
Anzegem,34002,Nee,Kansarmoede-index Kind en Gezin,2005,0.01468
Anzegem,34002,Nee,Kansarmoede-index Kind en Gezin,2006,0.01
Anzegem,34002,Nee,Kansarmoede-index Kind en Gezin,2007,0.0099
Anzegem,34002,Nee,Kansarmoede-index Kind en Gezin,2008,0.0121
Anzegem,34002,Nee,Kansarmoede-index Kind en Gezin,2009,0.01639
Anzegem,34002,Nee,Kansarmoede-index Kind en Gezin,2010,0.01068
Anzegem,34002,Nee,Kansarmoede-index Kind en Gezin,2011,0.01101
Anzegem,34002,Nee,Kansarmoede-index Kind en Gezin,2012,0.02326
Anzegem,34002,Nee,Kansarmoede-index Kind en Gezin,2013,0.03111
Anzegem,34002,Nee,Kansarmoede-index Kind en Gezin,2014,0.03521
Anzegem,34002,Nee,Kansarmoede-index Kind en Gezin,2015,0.03066
Anzegem,34002,Nee,Kansarmoede-index Kind en Gezin,2016,0.03448
Anzegem,34002,Nee,Kansarmoede-index Kind en Gezin,2017,0.0283
Anzegem,34002,Nee,Kansarmoede-index Kind en Gezin,2018,0.03935
Anzegem,34002,Nee,Kansarmoede-index Kind en Gezin,2019,0.05708
Anzegem,34002,Nee,Kansarmoede-index Kind en Gezin,2020,0.04819
Anzegem,34002,Nee,Kansarmoede-index Kind en Gezin,2021,0.05239
Avelgem,34003,Nee,Kansarmoede-index Kind en Gezin,2001,0.0173
Avelgem,34003,Nee,Kansarmoede-index Kind en Gezin,2002,0.02465
Avelgem,34003,Nee,Kansarmoede-index Kind en Gezin,2003,0.02797
Avelgem,34003,Nee,Kansarmoede-index Kind en Gezin,2004,0.03436
Avelgem,34003,Nee,Kansarmoede-index Kind en Gezin,2005,0.02373
Avelgem,34003,Nee,Kansarmoede-index Kind en Gezin,2006,0.0414
Avelgem,34003,Nee,Kansarmoede-index Kind en Gezin,2007,0.04644
Avelgem,34003,Nee,Kansarmoede-index Kind en Gezin,2008,0.04438
Avelgem,34003,Nee,Kansarmoede-index Kind en Gezin,2009,0.04308
Avelgem,34003,Nee,Kansarmoede-index Kind en Gezin,2010,0.0297
Avelgem,34003,Nee,Kansarmoede-index Kind en Gezin,2011,0.03822
Avelgem,34003,Nee,Kansarmoede-index Kind en Gezin,2012,0.05846
Avelgem,34003,Nee,Kansarmoede-index Kind en Gezin,2013,0.06286
Avelgem,34003,Nee,Kansarmoede-index Kind en Gezin,2014,0.07524
Avelgem,34003,Nee,Kansarmoede-index Kind en Gezin,2015,0.10312
Avelgem,34003,Nee,Kansarmoede-index Kind en Gezin,2016,0.08896
Avelgem,34003,Nee,Kansarmoede-index Kind en Gezin,2017,0.0915
Avelgem,34003,Nee,Kansarmoede-index Kind en Gezin,2018,0.10749
Avelgem,34003,Nee,Kansarmoede-index Kind en Gezin,2019,0.13131
Avelgem,34003,Nee,Kansarmoede-index Kind en Gezin,2020,0.12945
Avelgem,34003,Nee,Kansarmoede-index Kind en Gezin,2021,0.11712
Deerlijk,34009,Nee,Kansarmoede-index Kind en Gezin,2001,0.00792
Deerlijk,34009,Nee,Kansarmoede-index Kind en Gezin,2002,0.01744
Deerlijk,34009,Nee,Kansarmoede-index Kind en Gezin,2003,0.02516
Deerlijk,34009,Nee,Kansarmoede-index Kind en Gezin,2004,0.02804
Deerlijk,34009,Nee,Kansarmoede-index Kind en Gezin,2005,0.02077
Deerlijk,34009,Nee,Kansarmoede-index Kind en Gezin,2006,0.01882
Deerlijk,34009,Nee,Kansarmoede-index Kind en Gezin,2007,0.01127
Deerlijk,34009,Nee,Kansarmoede-index Kind en Gezin,2008,0.00872
Deerlijk,34009,Nee,Kansarmoede-index Kind en Gezin,2009,0.00909
Deerlijk,34009,Nee,Kansarmoede-index Kind en Gezin,2010,0.0226
Deerlijk,34009,Nee,Kansarmoede-index Kind en Gezin,2011,0.0338
Deerlijk,34009,Nee,Kansarmoede-index Kind en Gezin,2012,0.01944
Deerlijk,34009,Nee,Kansarmoede-index Kind en Gezin,2013,0.02786
Deerlijk,34009,Nee,Kansarmoede-index Kind en Gezin,2014,0.03553
Deerlijk,34009,Nee,Kansarmoede-index Kind en Gezin,2015,0.04124
Deerlijk,34009,Nee,Kansarmoede-index Kind en Gezin,2016,0.04639
Deerlijk,34009,Nee,Kansarmoede-index Kind en Gezin,2017,0.05464
Deerlijk,34009,Nee,Kansarmoede-index Kind en Gezin,2018,0.0651
Deerlijk,34009,Nee,Kansarmoede-index Kind en Gezin,2019,0.06616
Deerlijk,34009,Nee,Kansarmoede-index Kind en Gezin,2020,0.08451
Deerlijk,34009,Nee,Kansarmoede-index Kind en Gezin,2021,0.0665
Harelbeke,34013,Nee,Kansarmoede-index Kind en Gezin,2001,0.0375
Harelbeke,34013,Nee,Kansarmoede-index Kind en Gezin,2002,0.04326
Harelbeke,34013,Nee,Kansarmoede-index Kind en Gezin,2003,0.04424
Harelbeke,34013,Nee,Kansarmoede-index Kind en Gezin,2004,0.04266
Harelbeke,34013,Nee,Kansarmoede-index Kind en Gezin,2005,0.03418
Harelbeke,34013,Nee,Kansarmoede-index Kind en Gezin,2006,0.03152
Harelbeke,34013,Nee,Kansarmoede-index Kind en Gezin,2007,0.03088
Harelbeke,34013,Nee,Kansarmoede-index Kind en Gezin,2008,0.03596
Harelbeke,34013,Nee,Kansarmoede-index Kind en Gezin,2009,0.0298
Harelbeke,34013,Nee,Kansarmoede-index Kind en Gezin,2010,0.05098
Harelbeke,34013,Nee,Kansarmoede-index Kind en Gezin,2011,0.06263
Harelbeke,34013,Nee,Kansarmoede-index Kind en Gezin,2012,0.08549
Harelbeke,34013,Nee,Kansarmoede-index Kind en Gezin,2013,0.07411
Harelbeke,34013,Nee,Kansarmoede-index Kind en Gezin,2014,0.07064
Harelbeke,34013,Nee,Kansarmoede-index Kind en Gezin,2015,0.05
Harelbeke,34013,Nee,Kansarmoede-index Kind en Gezin,2016,0.09143
Harelbeke,34013,Nee,Kansarmoede-index Kind en Gezin,2017,0.11186
Harelbeke,34013,Nee,Kansarmoede-index Kind en Gezin,2018,0.12903
Harelbeke,34013,Nee,Kansarmoede-index Kind en Gezin,2019,0.09577
Harelbeke,34013,Nee,Kansarmoede-index Kind en Gezin,2020,0.08791
Harelbeke,34013,Nee,Kansarmoede-index Kind en Gezin,2021,0.09419
Kortrijk,34022,Ja,Kansarmoede-index Kind en Gezin,2001,0.06236
Kortrijk,34022,Ja,Kansarmoede-index Kind en Gezin,2002,0.07178
Kortrijk,34022,Ja,Kansarmoede-index Kind en Gezin,2003,0.08318
Kortrijk,34022,Ja,Kansarmoede-index Kind en Gezin,2004,0.07438
Kortrijk,34022,Ja,Kansarmoede-index Kind en Gezin,2005,0.07669
Kortrijk,34022,Ja,Kansarmoede-index Kind en Gezin,2006,0.07047
Kortrijk,34022,Ja,Kansarmoede-index Kind en Gezin,2007,0.06992
Kortrijk,34022,Ja,Kansarmoede-index Kind en Gezin,2008,0.0699
Kortrijk,34022,Ja,Kansarmoede-index Kind en Gezin,2009,0.07464
Kortrijk,34022,Ja,Kansarmoede-index Kind en Gezin,2010,0.09798
Kortrijk,34022,Ja,Kansarmoede-index Kind en Gezin,2011,0.14419
Kortrijk,34022,Ja,Kansarmoede-index Kind en Gezin,2012,0.18023
Kortrijk,34022,Ja,Kansarmoede-index Kind en Gezin,2013,0.17584
Kortrijk,34022,Ja,Kansarmoede-index Kind en Gezin,2014,0.15408
Kortrijk,34022,Ja,Kansarmoede-index Kind en Gezin,2015,0.12977
Kortrijk,34022,Ja,Kansarmoede-index Kind en Gezin,2016,0.17403
Kortrijk,34022,Ja,Kansarmoede-index Kind en Gezin,2017,0.18578
Kortrijk,34022,Ja,Kansarmoede-index Kind en Gezin,2018,0.1816
Kortrijk,34022,Ja,Kansarmoede-index Kind en Gezin,2019,0.16174
Kortrijk,34022,Ja,Kansarmoede-index Kind en Gezin,2020,0.15254
Kortrijk,34022,Ja,Kansarmoede-index Kind en Gezin,2021,0.14813
Kuurne,34023,Nee,Kansarmoede-index Kind en Gezin,2001,0.03394
Kuurne,34023,Nee,Kansarmoede-index Kind en Gezin,2002,0.03876
Kuurne,34023,Nee,Kansarmoede-index Kind en Gezin,2003,0.03571
Kuurne,34023,Nee,Kansarmoede-index Kind en Gezin,2004,0.07239
Kuurne,34023,Nee,Kansarmoede-index Kind en Gezin,2005,0.05464
Kuurne,34023,Nee,Kansarmoede-index Kind en Gezin,2006,0.05187
Kuurne,34023,Nee,Kansarmoede-index Kind en Gezin,2007,0.0355
Kuurne,34023,Nee,Kansarmoede-index Kind en Gezin,2008,0.02857
Kuurne,34023,Nee,Kansarmoede-index Kind en Gezin,2009,0.03342
Kuurne,34023,Nee,Kansarmoede-index Kind en Gezin,2010,0.05583
Kuurne,34023,Nee,Kansarmoede-index Kind en Gezin,2011,0.0967
Kuurne,34023,Nee,Kansarmoede-index Kind en Gezin,2012,0.10922
Kuurne,34023,Nee,Kansarmoede-index Kind en Gezin,2013,0.08864
Kuurne,34023,Nee,Kansarmoede-index Kind en Gezin,2014,0.08889
Kuurne,34023,Nee,Kansarmoede-index Kind en Gezin,2015,0.0771
Kuurne,34023,Nee,Kansarmoede-index Kind en Gezin,2016,0.12143
Kuurne,34023,Nee,Kansarmoede-index Kind en Gezin,2017,0.14588
Kuurne,34023,Nee,Kansarmoede-index Kind en Gezin,2018,0.14452
Kuurne,34023,Nee,Kansarmoede-index Kind en Gezin,2019,0.1242
Kuurne,34023,Nee,Kansarmoede-index Kind en Gezin,2020,0.10043
Kuurne,34023,Nee,Kansarmoede-index Kind en Gezin,2021,0.075
Lendelede,34025,Nee,Kansarmoede-index Kind en Gezin,2001,0.0184
