Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Aantal personen met een IGO of GIB,Aantal inwoners van 65 jaar en ouder,Procent
Zelzate,43018,Nee,Personen met inkomensgarantie voor ouderen,2019,106,2703,0.0392157
Zelzate,43018,Nee,Personen met inkomensgarantie voor ouderen,2020,113,2693,0.0419606
Zelzate,43018,Nee,Personen met inkomensgarantie voor ouderen,2021,122,2727,0.0447378
Zelzate,43018,Nee,Personen met inkomensgarantie voor ouderen,2022,127,2748,0.0462154
De Pinte,44012,Nee,Personen met inkomensgarantie voor ouderen,2002,74,1508,0.0490716
De Pinte,44012,Nee,Personen met inkomensgarantie voor ouderen,2003,65,1577,0.0412175
De Pinte,44012,Nee,Personen met inkomensgarantie voor ouderen,2004,63,1639,0.0384381
De Pinte,44012,Nee,Personen met inkomensgarantie voor ouderen,2005,49,1694,0.0289256
De Pinte,44012,Nee,Personen met inkomensgarantie voor ouderen,2006,45,1731,0.0259965
De Pinte,44012,Nee,Personen met inkomensgarantie voor ouderen,2007,43,1790,0.0240223
De Pinte,44012,Nee,Personen met inkomensgarantie voor ouderen,2008,44,1817,0.0242157
De Pinte,44012,Nee,Personen met inkomensgarantie voor ouderen,2009,47,1874,0.02508
De Pinte,44012,Nee,Personen met inkomensgarantie voor ouderen,2010,42,1921,0.0218636
De Pinte,44012,Nee,Personen met inkomensgarantie voor ouderen,2011,40,1990,0.0201005
De Pinte,44012,Nee,Personen met inkomensgarantie voor ouderen,2012,39,2053,0.0189966
De Pinte,44012,Nee,Personen met inkomensgarantie voor ouderen,2013,47,2106,0.0223172
De Pinte,44012,Nee,Personen met inkomensgarantie voor ouderen,2014,50,2139,0.0233754
De Pinte,44012,Nee,Personen met inkomensgarantie voor ouderen,2015,48,2200,0.0218182
De Pinte,44012,Nee,Personen met inkomensgarantie voor ouderen,2016,45,2261,0.0199027
De Pinte,44012,Nee,Personen met inkomensgarantie voor ouderen,2017,45,2329,0.0193216
De Pinte,44012,Nee,Personen met inkomensgarantie voor ouderen,2018,38,2363,0.0160813
De Pinte,44012,Nee,Personen met inkomensgarantie voor ouderen,2019,39,2444,0.0159574
De Pinte,44012,Nee,Personen met inkomensgarantie voor ouderen,2020,35,2480,0.0141129
De Pinte,44012,Nee,Personen met inkomensgarantie voor ouderen,2021,36,2544,0.0141509
De Pinte,44012,Nee,Personen met inkomensgarantie voor ouderen,2022,30,2592,0.0115741
Destelbergen,44013,Nee,Personen met inkomensgarantie voor ouderen,2002,119,2899,0.0410486
Destelbergen,44013,Nee,Personen met inkomensgarantie voor ouderen,2003,113,2940,0.0384354
Destelbergen,44013,Nee,Personen met inkomensgarantie voor ouderen,2004,103,3018,0.0341286
Destelbergen,44013,Nee,Personen met inkomensgarantie voor ouderen,2005,96,3095,0.0310178
Destelbergen,44013,Nee,Personen met inkomensgarantie voor ouderen,2006,92,3130,0.029393
Destelbergen,44013,Nee,Personen met inkomensgarantie voor ouderen,2007,89,3169,0.0280846
Destelbergen,44013,Nee,Personen met inkomensgarantie voor ouderen,2008,95,3248,0.0292488
Destelbergen,44013,Nee,Personen met inkomensgarantie voor ouderen,2009,98,3310,0.0296073
Destelbergen,44013,Nee,Personen met inkomensgarantie voor ouderen,2010,94,3375,0.0278519
Destelbergen,44013,Nee,Personen met inkomensgarantie voor ouderen,2011,106,3427,0.0309308
Destelbergen,44013,Nee,Personen met inkomensgarantie voor ouderen,2012,108,3535,0.0305516
Destelbergen,44013,Nee,Personen met inkomensgarantie voor ouderen,2013,115,3605,0.0319001
Destelbergen,44013,Nee,Personen met inkomensgarantie voor ouderen,2014,109,3637,0.0299698
Destelbergen,44013,Nee,Personen met inkomensgarantie voor ouderen,2015,109,3734,0.0291912
Destelbergen,44013,Nee,Personen met inkomensgarantie voor ouderen,2016,104,3824,0.0271967
Destelbergen,44013,Nee,Personen met inkomensgarantie voor ouderen,2017,88,3901,0.0225583
Destelbergen,44013,Nee,Personen met inkomensgarantie voor ouderen,2018,77,4018,0.0191638
Destelbergen,44013,Nee,Personen met inkomensgarantie voor ouderen,2019,79,4135,0.0191052
Destelbergen,44013,Nee,Personen met inkomensgarantie voor ouderen,2020,73,4249,0.0171805
Destelbergen,44013,Nee,Personen met inkomensgarantie voor ouderen,2021,69,4279,0.0161253
Destelbergen,44013,Nee,Personen met inkomensgarantie voor ouderen,2022,67,4361,0.0153634
Evergem,44019,Nee,Personen met inkomensgarantie voor ouderen,2002,327,5294,0.061768
Evergem,44019,Nee,Personen met inkomensgarantie voor ouderen,2003,316,5427,0.0582274
Evergem,44019,Nee,Personen met inkomensgarantie voor ouderen,2004,307,5602,0.0548019
Evergem,44019,Nee,Personen met inkomensgarantie voor ouderen,2005,295,5757,0.051242
Evergem,44019,Nee,Personen met inkomensgarantie voor ouderen,2006,267,5841,0.0457114
Evergem,44019,Nee,Personen met inkomensgarantie voor ouderen,2007,255,5894,0.0432643
Evergem,44019,Nee,Personen met inkomensgarantie voor ouderen,2008,271,5981,0.0453101
Evergem,44019,Nee,Personen met inkomensgarantie voor ouderen,2009,268,6044,0.0443415
Evergem,44019,Nee,Personen met inkomensgarantie voor ouderen,2010,252,6142,0.041029
Evergem,44019,Nee,Personen met inkomensgarantie voor ouderen,2011,251,6239,0.0402308
Evergem,44019,Nee,Personen met inkomensgarantie voor ouderen,2012,246,6421,0.0383118
Evergem,44019,Nee,Personen met inkomensgarantie voor ouderen,2013,249,6529,0.0381375
Evergem,44019,Nee,Personen met inkomensgarantie voor ouderen,2014,278,6692,0.0415421
Evergem,44019,Nee,Personen met inkomensgarantie voor ouderen,2015,265,6833,0.0387824
Evergem,44019,Nee,Personen met inkomensgarantie voor ouderen,2016,244,6942,0.0351484
Evergem,44019,Nee,Personen met inkomensgarantie voor ouderen,2017,227,7043,0.0322306
Evergem,44019,Nee,Personen met inkomensgarantie voor ouderen,2018,201,7155,0.0280922
Evergem,44019,Nee,Personen met inkomensgarantie voor ouderen,2019,196,7271,0.0269564
Evergem,44019,Nee,Personen met inkomensgarantie voor ouderen,2020,187,7413,0.025226
Evergem,44019,Nee,Personen met inkomensgarantie voor ouderen,2021,177,7502,0.0235937
Evergem,44019,Nee,Personen met inkomensgarantie voor ouderen,2022,169,7655,0.0220771
Gavere,44020,Nee,Personen met inkomensgarantie voor ouderen,2002,115,1865,0.0616622
Gavere,44020,Nee,Personen met inkomensgarantie voor ouderen,2003,108,1908,0.0566038
Gavere,44020,Nee,Personen met inkomensgarantie voor ouderen,2004,98,1968,0.0497967
Gavere,44020,Nee,Personen met inkomensgarantie voor ouderen,2005,88,2009,0.0438029
Gavere,44020,Nee,Personen met inkomensgarantie voor ouderen,2006,83,2007,0.0413553
Gavere,44020,Nee,Personen met inkomensgarantie voor ouderen,2007,84,2014,0.041708
Gavere,44020,Nee,Personen met inkomensgarantie voor ouderen,2008,85,2025,0.0419753
Gavere,44020,Nee,Personen met inkomensgarantie voor ouderen,2009,86,2048,0.0419922
Gavere,44020,Nee,Personen met inkomensgarantie voor ouderen,2010,83,2095,0.0396181
Gavere,44020,Nee,Personen met inkomensgarantie voor ouderen,2011,87,2127,0.0409027
Gavere,44020,Nee,Personen met inkomensgarantie voor ouderen,2012,80,2173,0.0368155
Gavere,44020,Nee,Personen met inkomensgarantie voor ouderen,2013,78,2219,0.035151
Gavere,44020,Nee,Personen met inkomensgarantie voor ouderen,2014,77,2255,0.0341463
Gavere,44020,Nee,Personen met inkomensgarantie voor ouderen,2015,74,2336,0.0316781
Gavere,44020,Nee,Personen met inkomensgarantie voor ouderen,2016,63,2438,0.0258409
Gavere,44020,Nee,Personen met inkomensgarantie voor ouderen,2017,59,2522,0.0233941
Gavere,44020,Nee,Personen met inkomensgarantie voor ouderen,2018,56,2583,0.0216802
Gavere,44020,Nee,Personen met inkomensgarantie voor ouderen,2019,52,2629,0.0197794
Gavere,44020,Nee,Personen met inkomensgarantie voor ouderen,2020,53,2710,0.0195572
Gavere,44020,Nee,Personen met inkomensgarantie voor ouderen,2021,49,2751,0.0178117
Gavere,44020,Nee,Personen met inkomensgarantie voor ouderen,2022,50,2821,0.0177242
Gent,44021,Ja,Personen met inkomensgarantie voor ouderen,2002,2829,41658,0.0679101
Gent,44021,Ja,Personen met inkomensgarantie voor ouderen,2003,2769,41647,0.0664874
Gent,44021,Ja,Personen met inkomensgarantie voor ouderen,2004,2713,41797,0.064909
Gent,44021,Ja,Personen met inkomensgarantie voor ouderen,2005,2639,41842,0.0630706
Gent,44021,Ja,Personen met inkomensgarantie voor ouderen,2006,2556,41678,0.0613273
Gent,44021,Ja,Personen met inkomensgarantie voor ouderen,2007,2493,41280,0.0603924
Gent,44021,Ja,Personen met inkomensgarantie voor ouderen,2008,2562,40966,0.0625397
Gent,44021,Ja,Personen met inkomensgarantie voor ouderen,2009,2644,41090,0.0643466
Gent,44021,Ja,Personen met inkomensgarantie voor ouderen,2010,2611,41399,0.0630692
Gent,44021,Ja,Personen met inkomensgarantie voor ouderen,2011,2666,41512,0.0642224
Gent,44021,Ja,Personen met inkomensgarantie voor ouderen,2012,2703,41927,0.0644692
Gent,44021,Ja,Personen met inkomensgarantie voor ouderen,2013,2747,41964,0.0654609
Gent,44021,Ja,Personen met inkomensgarantie voor ouderen,2014,2844,42068,0.0676048
Gent,44021,Ja,Personen met inkomensgarantie voor ouderen,2015,2850,42437,0.0671584
Gent,44021,Ja,Personen met inkomensgarantie voor ouderen,2016,2805,42706,0.0656816
Gent,44021,Ja,Personen met inkomensgarantie voor ouderen,2017,2771,42761,0.064802
Gent,44021,Ja,Personen met inkomensgarantie voor ouderen,2018,2803,43102,0.0650318
Gent,44021,Ja,Personen met inkomensgarantie voor ouderen,2019,2824,43342,0.0651562
Gent,44021,Ja,Personen met inkomensgarantie voor ouderen,2020,2747,43573,0.0630436
Gent,44021,Ja,Personen met inkomensgarantie voor ouderen,2021,2870,43717,0.0656495
Gent,44021,Ja,Personen met inkomensgarantie voor ouderen,2022,2920,43970,0.0664089
Lochristi,44034,Nee,Personen met inkomensgarantie voor ouderen,2002,278,2853,0.0974413
Lochristi,44034,Nee,Personen met inkomensgarantie voor ouderen,2003,257,2915,0.0881647
Lochristi,44034,Nee,Personen met inkomensgarantie voor ouderen,2004,253,2982,0.0848424
Lochristi,44034,Nee,Personen met inkomensgarantie voor ouderen,2005,218,3055,0.0713584
Lochristi,44034,Nee,Personen met inkomensgarantie voor ouderen,2006,205,3083,0.0664937
Lochristi,44034,Nee,Personen met inkomensgarantie voor ouderen,2007,208,3155,0.0659271
Lochristi,44034,Nee,Personen met inkomensgarantie voor ouderen,2008,231,3213,0.0718954
Lochristi,44034,Nee,Personen met inkomensgarantie voor ouderen,2009,235,3313,0.0709327
Lochristi,44034,Nee,Personen met inkomensgarantie voor ouderen,2010,232,3396,0.0683157
Lochristi,44034,Nee,Personen met inkomensgarantie voor ouderen,2011,232,3513,0.0660404
Lochristi,44034,Nee,Personen met inkomensgarantie voor ouderen,2012,222,3642,0.0609555
Lochristi,44034,Nee,Personen met inkomensgarantie voor ouderen,2013,215,3774,0.0569687
Lochristi,44034,Nee,Personen met inkomensgarantie voor ouderen,2014,200,3878,0.051573
Lochristi,44034,Nee,Personen met inkomensgarantie voor ouderen,2015,193,4033,0.0478552
Lochristi,44034,Nee,Personen met inkomensgarantie voor ouderen,2016,176,4147,0.0424403
Lochristi,44034,Nee,Personen met inkomensgarantie voor ouderen,2017,163,4282,0.0380663
Lochristi,44034,Nee,Personen met inkomensgarantie voor ouderen,2018,133,4367,0.0304557
Lochristi,44034,Nee,Personen met inkomensgarantie voor ouderen,2019,131,4519,0.0289887
Lochristi,44034,Nee,Personen met inkomensgarantie voor ouderen,2020,127,4610,0.0275488
Lochristi,44034,Nee,Personen met inkomensgarantie voor ouderen,2021,118,4685,0.0251868
Lochristi,44034,Nee,Personen met inkomensgarantie voor ouderen,2022,125,4856,0.0257414
Melle,44040,Nee,Personen met inkomensgarantie voor ouderen,2002,151,1921,0.0786049
Melle,44040,Nee,Personen met inkomensgarantie voor ouderen,2003,142,1950,0.0728205
Melle,44040,Nee,Personen met inkomensgarantie voor ouderen,2004,130,1960,0.0663265
Melle,44040,Nee,Personen met inkomensgarantie voor ouderen,2005,125,1976,0.0632591
Melle,44040,Nee,Personen met inkomensgarantie voor ouderen,2006,114,1989,0.0573152
Melle,44040,Nee,Personen met inkomensgarantie voor ouderen,2007,99,1986,0.0498489
Melle,44040,Nee,Personen met inkomensgarantie voor ouderen,2008,92,2008,0.0458167
Melle,44040,Nee,Personen met inkomensgarantie voor ouderen,2009,90,2025,0.0444444
Melle,44040,Nee,Personen met inkomensgarantie voor ouderen,2010,92,2042,0.0450539
Melle,44040,Nee,Personen met inkomensgarantie voor ouderen,2011,85,2067,0.0411224
Melle,44040,Nee,Personen met inkomensgarantie voor ouderen,2012,83,2075,0.04
Melle,44040,Nee,Personen met inkomensgarantie voor ouderen,2013,84,2090,0.0401914
Melle,44040,Nee,Personen met inkomensgarantie voor ouderen,2014,87,2155,0.0403712
Melle,44040,Nee,Personen met inkomensgarantie voor ouderen,2015,87,2156,0.0403525
Melle,44040,Nee,Personen met inkomensgarantie voor ouderen,2016,82,2163,0.0379103
Melle,44040,Nee,Personen met inkomensgarantie voor ouderen,2017,75,2227,0.0336776
Melle,44040,Nee,Personen met inkomensgarantie voor ouderen,2018,80,2285,0.0350109
Melle,44040,Nee,Personen met inkomensgarantie voor ouderen,2019,74,2305,0.032104099999999997
Melle,44040,Nee,Personen met inkomensgarantie voor ouderen,2020,74,2353,0.0314492
Melle,44040,Nee,Personen met inkomensgarantie voor ouderen,2021,65,2369,0.0274377
Melle,44040,Nee,Personen met inkomensgarantie voor ouderen,2022,64,2411,0.026545
Merelbeke,44043,Nee,Personen met inkomensgarantie voor ouderen,2002,168,3641,0.0461412
Merelbeke,44043,Nee,Personen met inkomensgarantie voor ouderen,2003,151,3671,0.0411332
Merelbeke,44043,Nee,Personen met inkomensgarantie voor ouderen,2004,149,3730,0.0399464
Merelbeke,44043,Nee,Personen met inkomensgarantie voor ouderen,2005,139,3789,0.0366851
Merelbeke,44043,Nee,Personen met inkomensgarantie voor ouderen,2006,130,3812,0.0341028
Merelbeke,44043,Nee,Personen met inkomensgarantie voor ouderen,2007,131,3826,0.0342394
Merelbeke,44043,Nee,Personen met inkomensgarantie voor ouderen,2008,129,3877,0.0332731
Merelbeke,44043,Nee,Personen met inkomensgarantie voor ouderen,2009,130,3962,0.0328117
Merelbeke,44043,Nee,Personen met inkomensgarantie voor ouderen,2010,127,4053,0.0313348
Merelbeke,44043,Nee,Personen met inkomensgarantie voor ouderen,2011,125,4156,0.030077
Merelbeke,44043,Nee,Personen met inkomensgarantie voor ouderen,2012,122,4284,0.0284781
Merelbeke,44043,Nee,Personen met inkomensgarantie voor ouderen,2013,127,4382,0.0289822
Merelbeke,44043,Nee,Personen met inkomensgarantie voor ouderen,2014,138,4482,0.0307898
Merelbeke,44043,Nee,Personen met inkomensgarantie voor ouderen,2015,135,4606,0.0293096
Merelbeke,44043,Nee,Personen met inkomensgarantie voor ouderen,2016,130,4711,0.027595
Merelbeke,44043,Nee,Personen met inkomensgarantie voor ouderen,2017,122,4812,0.0253533
Merelbeke,44043,Nee,Personen met inkomensgarantie voor ouderen,2018,127,4921,0.0258078
Merelbeke,44043,Nee,Personen met inkomensgarantie voor ouderen,2019,122,4952,0.0246365
Merelbeke,44043,Nee,Personen met inkomensgarantie voor ouderen,2020,120,5065,0.023692
Merelbeke,44043,Nee,Personen met inkomensgarantie voor ouderen,2021,121,5098,0.0237348
Merelbeke,44043,Nee,Personen met inkomensgarantie voor ouderen,2022,114,5206,0.0218978
Moerbeke,44045,Nee,Personen met inkomensgarantie voor ouderen,2002,89,987,0.0901722
Moerbeke,44045,Nee,Personen met inkomensgarantie voor ouderen,2003,82,978,0.0838446
Moerbeke,44045,Nee,Personen met inkomensgarantie voor ouderen,2004,69,988,0.0698381
Moerbeke,44045,Nee,Personen met inkomensgarantie voor ouderen,2005,67,1008,0.0664683
Moerbeke,44045,Nee,Personen met inkomensgarantie voor ouderen,2006,59,1019,0.0578999
Moerbeke,44045,Nee,Personen met inkomensgarantie voor ouderen,2007,58,1023,0.056696
Moerbeke,44045,Nee,Personen met inkomensgarantie voor ouderen,2008,56,1032,0.0542636
Moerbeke,44045,Nee,Personen met inkomensgarantie voor ouderen,2009,55,1045,0.0526316
Moerbeke,44045,Nee,Personen met inkomensgarantie voor ouderen,2010,60,1059,0.0566572
Moerbeke,44045,Nee,Personen met inkomensgarantie voor ouderen,2011,62,1066,0.0581614
Moerbeke,44045,Nee,Personen met inkomensgarantie voor ouderen,2012,61,1082,0.0563771
Moerbeke,44045,Nee,Personen met inkomensgarantie voor ouderen,2013,61,1117,0.0546106
Moerbeke,44045,Nee,Personen met inkomensgarantie voor ouderen,2014,58,1132,0.0512367
Moerbeke,44045,Nee,Personen met inkomensgarantie voor ouderen,2015,61,1179,0.0517388
Moerbeke,44045,Nee,Personen met inkomensgarantie voor ouderen,2016,59,1191,0.0495382
Moerbeke,44045,Nee,Personen met inkomensgarantie voor ouderen,2017,53,1204,0.0440199
Moerbeke,44045,Nee,Personen met inkomensgarantie voor ouderen,2018,45,1229,0.0366151
Moerbeke,44045,Nee,Personen met inkomensgarantie voor ouderen,2019,38,1253,0.0303272
Moerbeke,44045,Nee,Personen met inkomensgarantie voor ouderen,2020,37,1285,0.0287938
Moerbeke,44045,Nee,Personen met inkomensgarantie voor ouderen,2021,33,1283,0.025721
Moerbeke,44045,Nee,Personen met inkomensgarantie voor ouderen,2022,32,1356,0.0235988
Nazareth,44048,Nee,Personen met inkomensgarantie voor ouderen,2002,144,1722,0.0836237
Nazareth,44048,Nee,Personen met inkomensgarantie voor ouderen,2003,132,1754,0.0752566
Nazareth,44048,Nee,Personen met inkomensgarantie voor ouderen,2004,133,1796,0.0740535
Nazareth,44048,Nee,Personen met inkomensgarantie voor ouderen,2005,122,1857,0.0656974
Nazareth,44048,Nee,Personen met inkomensgarantie voor ouderen,2006,111,1910,0.0581152
Nazareth,44048,Nee,Personen met inkomensgarantie voor ouderen,2007,108,1927,0.0560457
Nazareth,44048,Nee,Personen met inkomensgarantie voor ouderen,2008,102,1940,0.0525773
Nazareth,44048,Nee,Personen met inkomensgarantie voor ouderen,2009,109,1970,0.0553299
Nazareth,44048,Nee,Personen met inkomensgarantie voor ouderen,2010,97,2012,0.0482107
Nazareth,44048,Nee,Personen met inkomensgarantie voor ouderen,2011,109,2069,0.0526825
Nazareth,44048,Nee,Personen met inkomensgarantie voor ouderen,2012,103,2155,0.0477958
Nazareth,44048,Nee,Personen met inkomensgarantie voor ouderen,2013,100,2232,0.0448029
Nazareth,44048,Nee,Personen met inkomensgarantie voor ouderen,2014,104,2306,0.0450997
Nazareth,44048,Nee,Personen met inkomensgarantie voor ouderen,2015,96,2373,0.0404551
Nazareth,44048,Nee,Personen met inkomensgarantie voor ouderen,2016,86,2403,0.0357886
Nazareth,44048,Nee,Personen met inkomensgarantie voor ouderen,2017,76,2441,0.0311348
Nazareth,44048,Nee,Personen met inkomensgarantie voor ouderen,2018,64,2479,0.0258169
Nazareth,44048,Nee,Personen met inkomensgarantie voor ouderen,2019,61,2517,0.0242352
Nazareth,44048,Nee,Personen met inkomensgarantie voor ouderen,2020,57,2587,0.0220332
Nazareth,44048,Nee,Personen met inkomensgarantie voor ouderen,2021,54,2568,0.021028
Nazareth,44048,Nee,Personen met inkomensgarantie voor ouderen,2022,47,2650,0.0177358
Oosterzele,44052,Nee,Personen met inkomensgarantie voor ouderen,2002,181,2101,0.0861495
Oosterzele,44052,Nee,Personen met inkomensgarantie voor ouderen,2003,164,2139,0.0766713
Oosterzele,44052,Nee,Personen met inkomensgarantie voor ouderen,2004,161,2188,0.0735832
Oosterzele,44052,Nee,Personen met inkomensgarantie voor ouderen,2005,138,2217,0.0622463
Oosterzele,44052,Nee,Personen met inkomensgarantie voor ouderen,2006,122,2221,0.0549302
Oosterzele,44052,Nee,Personen met inkomensgarantie voor ouderen,2007,115,2239,0.0513622
Oosterzele,44052,Nee,Personen met inkomensgarantie voor ouderen,2008,118,2267,0.0520512
Oosterzele,44052,Nee,Personen met inkomensgarantie voor ouderen,2009,123,2298,0.0535248
Oosterzele,44052,Nee,Personen met inkomensgarantie voor ouderen,2010,126,2319,0.0543338
Oosterzele,44052,Nee,Personen met inkomensgarantie voor ouderen,2011,121,2349,0.0515113
Oosterzele,44052,Nee,Personen met inkomensgarantie voor ouderen,2012,114,2354,0.0484282
Oosterzele,44052,Nee,Personen met inkomensgarantie voor ouderen,2013,111,2385,0.0465409
Oosterzele,44052,Nee,Personen met inkomensgarantie voor ouderen,2014,100,2405,0.04158
Oosterzele,44052,Nee,Personen met inkomensgarantie voor ouderen,2015,96,2467,0.0389137
Oosterzele,44052,Nee,Personen met inkomensgarantie voor ouderen,2016,88,2494,0.0352847
Oosterzele,44052,Nee,Personen met inkomensgarantie voor ouderen,2017,80,2509,0.0318852
Oosterzele,44052,Nee,Personen met inkomensgarantie voor ouderen,2018,70,2546,0.0274941
Oosterzele,44052,Nee,Personen met inkomensgarantie voor ouderen,2019,66,2557,0.0258115
Oosterzele,44052,Nee,Personen met inkomensgarantie voor ouderen,2020,70,2656,0.0263554
Oosterzele,44052,Nee,Personen met inkomensgarantie voor ouderen,2021,60,2738,0.0219138
Oosterzele,44052,Nee,Personen met inkomensgarantie voor ouderen,2022,52,2784,0.0186782
Sint-Martens-Latem,44064,Nee,Personen met inkomensgarantie voor ouderen,2002,46,1435,0.0320557
Sint-Martens-Latem,44064,Nee,Personen met inkomensgarantie voor ouderen,2003,42,1495,0.0280936
Sint-Martens-Latem,44064,Nee,Personen met inkomensgarantie voor ouderen,2004,40,1548,0.0258398
Sint-Martens-Latem,44064,Nee,Personen met inkomensgarantie voor ouderen,2005,38,1612,0.0235732
Sint-Martens-Latem,44064,Nee,Personen met inkomensgarantie voor ouderen,2006,38,1658,0.0229192
Sint-Martens-Latem,44064,Nee,Personen met inkomensgarantie voor ouderen,2007,36,1660,0.0216867
Sint-Martens-Latem,44064,Nee,Personen met inkomensgarantie voor ouderen,2008,38,1690,0.0224852
Sint-Martens-Latem,44064,Nee,Personen met inkomensgarantie voor ouderen,2009,44,1736,0.0253456
Sint-Martens-Latem,44064,Nee,Personen met inkomensgarantie voor ouderen,2010,47,1759,0.0267197
Sint-Martens-Latem,44064,Nee,Personen met inkomensgarantie voor ouderen,2011,46,1802,0.0255272
Sint-Martens-Latem,44064,Nee,Personen met inkomensgarantie voor ouderen,2012,45,1886,0.02386
Sint-Martens-Latem,44064,Nee,Personen met inkomensgarantie voor ouderen,2013,49,1971,0.0248605
Sint-Martens-Latem,44064,Nee,Personen met inkomensgarantie voor ouderen,2014,54,2047,0.0263801
Sint-Martens-Latem,44064,Nee,Personen met inkomensgarantie voor ouderen,2015,54,2099,0.0257265
Sint-Martens-Latem,44064,Nee,Personen met inkomensgarantie voor ouderen,2016,53,2102,0.0252141
Sint-Martens-Latem,44064,Nee,Personen met inkomensgarantie voor ouderen,2017,46,2132,0.021576
Sint-Martens-Latem,44064,Nee,Personen met inkomensgarantie voor ouderen,2018,47,2146,0.0219012
Sint-Martens-Latem,44064,Nee,Personen met inkomensgarantie voor ouderen,2019,49,2194,0.0223336
Sint-Martens-Latem,44064,Nee,Personen met inkomensgarantie voor ouderen,2020,43,2222,0.0193519
Sint-Martens-Latem,44064,Nee,Personen met inkomensgarantie voor ouderen,2021,42,2228,0.018851
Sint-Martens-Latem,44064,Nee,Personen met inkomensgarantie voor ouderen,2022,38,2268,0.0167549
Wachtebeke,44073,Nee,Personen met inkomensgarantie voor ouderen,2002,89,1130,0.0787611
Wachtebeke,44073,Nee,Personen met inkomensgarantie voor ouderen,2003,86,1149,0.0748477
Wachtebeke,44073,Nee,Personen met inkomensgarantie voor ouderen,2004,83,1184,0.0701014
Wachtebeke,44073,Nee,Personen met inkomensgarantie voor ouderen,2005,73,1198,0.0609349
Wachtebeke,44073,Nee,Personen met inkomensgarantie voor ouderen,2006,72,1235,0.0582996
Wachtebeke,44073,Nee,Personen met inkomensgarantie voor ouderen,2007,71,1275,0.0556863
Wachtebeke,44073,Nee,Personen met inkomensgarantie voor ouderen,2008,77,1290,0.0596899
Wachtebeke,44073,Nee,Personen met inkomensgarantie voor ouderen,2009,77,1323,0.0582011
Wachtebeke,44073,Nee,Personen met inkomensgarantie voor ouderen,2010,82,1358,0.0603829
Wachtebeke,44073,Nee,Personen met inkomensgarantie voor ouderen,2011,84,1432,0.0586592
Wachtebeke,44073,Nee,Personen met inkomensgarantie voor ouderen,2012,80,1461,0.054757
Wachtebeke,44073,Nee,Personen met inkomensgarantie voor ouderen,2013,72,1503,0.0479042
Wachtebeke,44073,Nee,Personen met inkomensgarantie voor ouderen,2014,80,1562,0.0512164
Wachtebeke,44073,Nee,Personen met inkomensgarantie voor ouderen,2015,81,1617,0.0500928
Wachtebeke,44073,Nee,Personen met inkomensgarantie voor ouderen,2016,81,1657,0.0488835
Wachtebeke,44073,Nee,Personen met inkomensgarantie voor ouderen,2017,80,1679,0.0476474
Wachtebeke,44073,Nee,Personen met inkomensgarantie voor ouderen,2018,77,1726,0.0446118
Wachtebeke,44073,Nee,Personen met inkomensgarantie voor ouderen,2019,77,1745,0.0441261
Wachtebeke,44073,Nee,Personen met inkomensgarantie voor ouderen,2020,71,1716,0.0413753
Wachtebeke,44073,Nee,Personen met inkomensgarantie voor ouderen,2021,78,1719,0.0453752
Wachtebeke,44073,Nee,Personen met inkomensgarantie voor ouderen,2022,79,1751,0.0451171
Zulte,44081,Nee,Personen met inkomensgarantie voor ouderen,2002,187,2301,0.081269
Zulte,44081,Nee,Personen met inkomensgarantie voor ouderen,2003,187,2335,0.0800857
Zulte,44081,Nee,Personen met inkomensgarantie voor ouderen,2004,172,2341,0.0734729
Zulte,44081,Nee,Personen met inkomensgarantie voor ouderen,2005,157,2344,0.0669795
Zulte,44081,Nee,Personen met inkomensgarantie voor ouderen,2006,143,2368,0.0603885
Zulte,44081,Nee,Personen met inkomensgarantie voor ouderen,2007,140,2388,0.0586265
Zulte,44081,Nee,Personen met inkomensgarantie voor ouderen,2008,157,2440,0.0643443
Zulte,44081,Nee,Personen met inkomensgarantie voor ouderen,2009,159,2446,0.0650041
Zulte,44081,Nee,Personen met inkomensgarantie voor ouderen,2010,144,2449,0.0587995
Zulte,44081,Nee,Personen met inkomensgarantie voor ouderen,2011,142,2483,0.0571889
Zulte,44081,Nee,Personen met inkomensgarantie voor ouderen,2012,137,2540,0.053937
Zulte,44081,Nee,Personen met inkomensgarantie voor ouderen,2013,145,2597,0.0558337
Zulte,44081,Nee,Personen met inkomensgarantie voor ouderen,2014,142,2654,0.0535041
Zulte,44081,Nee,Personen met inkomensgarantie voor ouderen,2015,141,2669,0.0528288
Zulte,44081,Nee,Personen met inkomensgarantie voor ouderen,2016,130,2719,0.0478117
Zulte,44081,Nee,Personen met inkomensgarantie voor ouderen,2017,115,2780,0.0413669
Zulte,44081,Nee,Personen met inkomensgarantie voor ouderen,2018,99,2765,0.0358047
Zulte,44081,Nee,Personen met inkomensgarantie voor ouderen,2019,90,2775,0.0324324
Zulte,44081,Nee,Personen met inkomensgarantie voor ouderen,2020,86,2865,0.0300175
Zulte,44081,Nee,Personen met inkomensgarantie voor ouderen,2021,88,2910,0.0302405
Zulte,44081,Nee,Personen met inkomensgarantie voor ouderen,2022,77,2973,0.0258998
Deinze,44083,Nee,Personen met inkomensgarantie voor ouderen,2002,608,6636,0.0916215
Deinze,44083,Nee,Personen met inkomensgarantie voor ouderen,2003,589,6780,0.0868732
