Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,"Aantal leerlingenkenmerken waaraan leerlingen van gewoon lager onderwijs voldoen, gesommeerd over alle leerlingen, naar woonplaats","Aantal leerlingen van gewoon lager onderwijs, naar woonplaats",OKI
Middelkerke,35011,Nee,Onderwijskansarmoede-indicator (OKI),2014,739,832,0.888221
Middelkerke,35011,Nee,Onderwijskansarmoede-indicator (OKI),2015,740,817,0.905753
Middelkerke,35011,Nee,Onderwijskansarmoede-indicator (OKI),2016,700,796,0.879397
Middelkerke,35011,Nee,Onderwijskansarmoede-indicator (OKI),2017,628,780,0.805128
Middelkerke,35011,Nee,Onderwijskansarmoede-indicator (OKI),2018,694,820,0.846341
Middelkerke,35011,Nee,Onderwijskansarmoede-indicator (OKI),2019,625,786,0.795165
Middelkerke,35011,Nee,Onderwijskansarmoede-indicator (OKI),2020,713,776,0.918814
Middelkerke,35011,Nee,Onderwijskansarmoede-indicator (OKI),2021,683,740,0.922973
Oostende,35013,Ja,Onderwijskansarmoede-indicator (OKI),2009,4205,3204,1.31242
Oostende,35013,Ja,Onderwijskansarmoede-indicator (OKI),2010,4172,3108,1.34234
Oostende,35013,Ja,Onderwijskansarmoede-indicator (OKI),2011,3970,3058,1.29823
Oostende,35013,Ja,Onderwijskansarmoede-indicator (OKI),2012,4194,3120,1.34423
Oostende,35013,Ja,Onderwijskansarmoede-indicator (OKI),2013,4120,3099,1.32946
Oostende,35013,Ja,Onderwijskansarmoede-indicator (OKI),2014,4208,3197,1.31623
Oostende,35013,Ja,Onderwijskansarmoede-indicator (OKI),2015,4537,3307,1.37194
Oostende,35013,Ja,Onderwijskansarmoede-indicator (OKI),2016,4836,3430,1.40991
Oostende,35013,Ja,Onderwijskansarmoede-indicator (OKI),2017,5113,3514,1.45504
Oostende,35013,Ja,Onderwijskansarmoede-indicator (OKI),2018,5375,3624,1.48317
Oostende,35013,Ja,Onderwijskansarmoede-indicator (OKI),2019,5710,3616,1.57909
Oostende,35013,Ja,Onderwijskansarmoede-indicator (OKI),2020,6047,3593,1.68299
Oostende,35013,Ja,Onderwijskansarmoede-indicator (OKI),2021,6323,3636,1.739
Oudenburg,35014,Nee,Onderwijskansarmoede-indicator (OKI),2009,242,520,0.465385
Oudenburg,35014,Nee,Onderwijskansarmoede-indicator (OKI),2010,226,497,0.454728
Oudenburg,35014,Nee,Onderwijskansarmoede-indicator (OKI),2011,218,514,0.424125
Oudenburg,35014,Nee,Onderwijskansarmoede-indicator (OKI),2012,254,515,0.493204
Oudenburg,35014,Nee,Onderwijskansarmoede-indicator (OKI),2013,247,517,0.477756
Oudenburg,35014,Nee,Onderwijskansarmoede-indicator (OKI),2014,198,529,0.374291
Oudenburg,35014,Nee,Onderwijskansarmoede-indicator (OKI),2015,196,533,0.36773
Oudenburg,35014,Nee,Onderwijskansarmoede-indicator (OKI),2016,234,558,0.419355
Oudenburg,35014,Nee,Onderwijskansarmoede-indicator (OKI),2017,218,566,0.385159
Oudenburg,35014,Nee,Onderwijskansarmoede-indicator (OKI),2018,240,578,0.415225
Oudenburg,35014,Nee,Onderwijskansarmoede-indicator (OKI),2019,286,573,0.499127
Oudenburg,35014,Nee,Onderwijskansarmoede-indicator (OKI),2020,338,551,0.61343
Oudenburg,35014,Nee,Onderwijskansarmoede-indicator (OKI),2021,301,547,0.550274
De Haan,35029,Nee,Onderwijskansarmoede-indicator (OKI),2009,276,597,0.462312
De Haan,35029,Nee,Onderwijskansarmoede-indicator (OKI),2010,275,567,0.485009
De Haan,35029,Nee,Onderwijskansarmoede-indicator (OKI),2011,253,551,0.459165
De Haan,35029,Nee,Onderwijskansarmoede-indicator (OKI),2012,254,525,0.48381
De Haan,35029,Nee,Onderwijskansarmoede-indicator (OKI),2013,260,519,0.500963
De Haan,35029,Nee,Onderwijskansarmoede-indicator (OKI),2014,294,507,0.579882
De Haan,35029,Nee,Onderwijskansarmoede-indicator (OKI),2015,306,539,0.567718
De Haan,35029,Nee,Onderwijskansarmoede-indicator (OKI),2016,317,553,0.573237
De Haan,35029,Nee,Onderwijskansarmoede-indicator (OKI),2017,336,551,0.6098
De Haan,35029,Nee,Onderwijskansarmoede-indicator (OKI),2018,316,535,0.590654
De Haan,35029,Nee,Onderwijskansarmoede-indicator (OKI),2019,309,517,0.597679
De Haan,35029,Nee,Onderwijskansarmoede-indicator (OKI),2020,382,522,0.731801
De Haan,35029,Nee,Onderwijskansarmoede-indicator (OKI),2021,382,489,0.781186
Hooglede,36006,Nee,Onderwijskansarmoede-indicator (OKI),2009,197,642,0.306854
Hooglede,36006,Nee,Onderwijskansarmoede-indicator (OKI),2010,169,597,0.283082
Hooglede,36006,Nee,Onderwijskansarmoede-indicator (OKI),2011,178,581,0.306368
Hooglede,36006,Nee,Onderwijskansarmoede-indicator (OKI),2012,177,595,0.297479
Hooglede,36006,Nee,Onderwijskansarmoede-indicator (OKI),2013,184,626,0.29393
Hooglede,36006,Nee,Onderwijskansarmoede-indicator (OKI),2014,171,629,0.27186
Hooglede,36006,Nee,Onderwijskansarmoede-indicator (OKI),2015,172,666,0.258258
Hooglede,36006,Nee,Onderwijskansarmoede-indicator (OKI),2016,168,659,0.254932
Hooglede,36006,Nee,Onderwijskansarmoede-indicator (OKI),2017,182,695,0.261871
Hooglede,36006,Nee,Onderwijskansarmoede-indicator (OKI),2018,202,681,0.296623
Hooglede,36006,Nee,Onderwijskansarmoede-indicator (OKI),2019,213,669,0.318386
Hooglede,36006,Nee,Onderwijskansarmoede-indicator (OKI),2020,277,648,0.427469
Hooglede,36006,Nee,Onderwijskansarmoede-indicator (OKI),2021,257,633,0.406003
Ingelmunster,36007,Nee,Onderwijskansarmoede-indicator (OKI),2009,302,684,0.44152
Ingelmunster,36007,Nee,Onderwijskansarmoede-indicator (OKI),2010,284,663,0.428356
Ingelmunster,36007,Nee,Onderwijskansarmoede-indicator (OKI),2011,244,625,0.3904
Ingelmunster,36007,Nee,Onderwijskansarmoede-indicator (OKI),2012,251,625,0.4016
Ingelmunster,36007,Nee,Onderwijskansarmoede-indicator (OKI),2013,240,630,0.380952
Ingelmunster,36007,Nee,Onderwijskansarmoede-indicator (OKI),2014,226,629,0.3593
Ingelmunster,36007,Nee,Onderwijskansarmoede-indicator (OKI),2015,224,615,0.364228
Ingelmunster,36007,Nee,Onderwijskansarmoede-indicator (OKI),2016,250,618,0.404531
Ingelmunster,36007,Nee,Onderwijskansarmoede-indicator (OKI),2017,240,629,0.381558
Ingelmunster,36007,Nee,Onderwijskansarmoede-indicator (OKI),2018,266,657,0.404871
Ingelmunster,36007,Nee,Onderwijskansarmoede-indicator (OKI),2019,304,672,0.452381
Ingelmunster,36007,Nee,Onderwijskansarmoede-indicator (OKI),2020,374,679,0.55081
Ingelmunster,36007,Nee,Onderwijskansarmoede-indicator (OKI),2021,347,651,0.533026
Izegem,36008,Nee,Onderwijskansarmoede-indicator (OKI),2009,658,1529,0.430347
Izegem,36008,Nee,Onderwijskansarmoede-indicator (OKI),2010,666,1516,0.439314
Izegem,36008,Nee,Onderwijskansarmoede-indicator (OKI),2011,679,1514,0.448481
Izegem,36008,Nee,Onderwijskansarmoede-indicator (OKI),2012,608,1533,0.396608
Izegem,36008,Nee,Onderwijskansarmoede-indicator (OKI),2013,598,1517,0.394199
Izegem,36008,Nee,Onderwijskansarmoede-indicator (OKI),2014,561,1533,0.365949
Izegem,36008,Nee,Onderwijskansarmoede-indicator (OKI),2015,592,1593,0.371626
Izegem,36008,Nee,Onderwijskansarmoede-indicator (OKI),2016,605,1640,0.368902
Izegem,36008,Nee,Onderwijskansarmoede-indicator (OKI),2017,616,1688,0.364929
Izegem,36008,Nee,Onderwijskansarmoede-indicator (OKI),2018,645,1718,0.375437
Izegem,36008,Nee,Onderwijskansarmoede-indicator (OKI),2019,688,1772,0.388262
Izegem,36008,Nee,Onderwijskansarmoede-indicator (OKI),2020,949,1725,0.550145
Izegem,36008,Nee,Onderwijskansarmoede-indicator (OKI),2021,969,1673,0.579199
Ledegem,36010,Nee,Onderwijskansarmoede-indicator (OKI),2009,304,609,0.499179
Ledegem,36010,Nee,Onderwijskansarmoede-indicator (OKI),2010,246,596,0.412752
Ledegem,36010,Nee,Onderwijskansarmoede-indicator (OKI),2011,226,590,0.383051
Ledegem,36010,Nee,Onderwijskansarmoede-indicator (OKI),2012,215,601,0.357737
Ledegem,36010,Nee,Onderwijskansarmoede-indicator (OKI),2013,233,595,0.391597
Ledegem,36010,Nee,Onderwijskansarmoede-indicator (OKI),2014,229,617,0.371151
Ledegem,36010,Nee,Onderwijskansarmoede-indicator (OKI),2015,218,612,0.356209
Ledegem,36010,Nee,Onderwijskansarmoede-indicator (OKI),2016,226,630,0.35873
Ledegem,36010,Nee,Onderwijskansarmoede-indicator (OKI),2017,218,648,0.33642
Ledegem,36010,Nee,Onderwijskansarmoede-indicator (OKI),2018,219,657,0.333333
Ledegem,36010,Nee,Onderwijskansarmoede-indicator (OKI),2019,221,628,0.351911
Ledegem,36010,Nee,Onderwijskansarmoede-indicator (OKI),2020,300,645,0.465116
Ledegem,36010,Nee,Onderwijskansarmoede-indicator (OKI),2021,298,618,0.482201
Lichtervelde,36011,Nee,Onderwijskansarmoede-indicator (OKI),2009,233,556,0.419065
Lichtervelde,36011,Nee,Onderwijskansarmoede-indicator (OKI),2010,220,542,0.405904
Lichtervelde,36011,Nee,Onderwijskansarmoede-indicator (OKI),2011,214,528,0.405303
Lichtervelde,36011,Nee,Onderwijskansarmoede-indicator (OKI),2012,199,536,0.371269
Lichtervelde,36011,Nee,Onderwijskansarmoede-indicator (OKI),2013,191,508,0.375984
Lichtervelde,36011,Nee,Onderwijskansarmoede-indicator (OKI),2014,179,492,0.363821
Lichtervelde,36011,Nee,Onderwijskansarmoede-indicator (OKI),2015,175,498,0.351406
Lichtervelde,36011,Nee,Onderwijskansarmoede-indicator (OKI),2016,199,514,0.38716
Lichtervelde,36011,Nee,Onderwijskansarmoede-indicator (OKI),2017,192,519,0.369942
Lichtervelde,36011,Nee,Onderwijskansarmoede-indicator (OKI),2018,215,526,0.408745
Lichtervelde,36011,Nee,Onderwijskansarmoede-indicator (OKI),2019,216,544,0.397059
Lichtervelde,36011,Nee,Onderwijskansarmoede-indicator (OKI),2020,274,552,0.496377
Lichtervelde,36011,Nee,Onderwijskansarmoede-indicator (OKI),2021,245,540,0.453704
Moorslede,36012,Nee,Onderwijskansarmoede-indicator (OKI),2009,290,651,0.445469
Moorslede,36012,Nee,Onderwijskansarmoede-indicator (OKI),2010,257,637,0.403454
Moorslede,36012,Nee,Onderwijskansarmoede-indicator (OKI),2011,253,607,0.416804
Moorslede,36012,Nee,Onderwijskansarmoede-indicator (OKI),2012,264,631,0.418384
Moorslede,36012,Nee,Onderwijskansarmoede-indicator (OKI),2013,258,621,0.415459
Moorslede,36012,Nee,Onderwijskansarmoede-indicator (OKI),2014,234,661,0.354009
Moorslede,36012,Nee,Onderwijskansarmoede-indicator (OKI),2015,212,687,0.308588
Moorslede,36012,Nee,Onderwijskansarmoede-indicator (OKI),2016,241,720,0.334722
Moorslede,36012,Nee,Onderwijskansarmoede-indicator (OKI),2017,283,759,0.372859
Moorslede,36012,Nee,Onderwijskansarmoede-indicator (OKI),2018,245,758,0.323219
Moorslede,36012,Nee,Onderwijskansarmoede-indicator (OKI),2019,311,776,0.400773
Moorslede,36012,Nee,Onderwijskansarmoede-indicator (OKI),2020,410,768,0.533854
Moorslede,36012,Nee,Onderwijskansarmoede-indicator (OKI),2021,442,759,0.582345
Roeselare,36015,Ja,Onderwijskansarmoede-indicator (OKI),2009,1911,3413,0.559918
Roeselare,36015,Ja,Onderwijskansarmoede-indicator (OKI),2010,1905,3414,0.557996
Roeselare,36015,Ja,Onderwijskansarmoede-indicator (OKI),2011,1983,3410,0.581525
Roeselare,36015,Ja,Onderwijskansarmoede-indicator (OKI),2012,1982,3446,0.57516
Roeselare,36015,Ja,Onderwijskansarmoede-indicator (OKI),2013,2039,3521,0.579097
Roeselare,36015,Ja,Onderwijskansarmoede-indicator (OKI),2014,2067,3580,0.577374
Roeselare,36015,Ja,Onderwijskansarmoede-indicator (OKI),2015,2249,3671,0.61264
Roeselare,36015,Ja,Onderwijskansarmoede-indicator (OKI),2016,2692,3830,0.702872
Roeselare,36015,Ja,Onderwijskansarmoede-indicator (OKI),2017,3020,3938,0.766887
Roeselare,36015,Ja,Onderwijskansarmoede-indicator (OKI),2018,3249,3996,0.813063
Roeselare,36015,Ja,Onderwijskansarmoede-indicator (OKI),2019,3595,4023,0.893612
Roeselare,36015,Ja,Onderwijskansarmoede-indicator (OKI),2020,4165,4019,1.03633
Roeselare,36015,Ja,Onderwijskansarmoede-indicator (OKI),2021,4553,4013,1.13456
Staden,36019,Nee,Onderwijskansarmoede-indicator (OKI),2009,308,718,0.428969
Staden,36019,Nee,Onderwijskansarmoede-indicator (OKI),2010,263,674,0.390208
Staden,36019,Nee,Onderwijskansarmoede-indicator (OKI),2011,227,660,0.343939
Staden,36019,Nee,Onderwijskansarmoede-indicator (OKI),2012,210,648,0.324074
Staden,36019,Nee,Onderwijskansarmoede-indicator (OKI),2013,195,629,0.310016
Staden,36019,Nee,Onderwijskansarmoede-indicator (OKI),2014,213,644,0.330745
Staden,36019,Nee,Onderwijskansarmoede-indicator (OKI),2015,213,669,0.318386
Staden,36019,Nee,Onderwijskansarmoede-indicator (OKI),2016,243,698,0.348138
Staden,36019,Nee,Onderwijskansarmoede-indicator (OKI),2017,260,732,0.355191
Staden,36019,Nee,Onderwijskansarmoede-indicator (OKI),2018,285,741,0.384615
Staden,36019,Nee,Onderwijskansarmoede-indicator (OKI),2019,273,744,0.366935
Staden,36019,Nee,Onderwijskansarmoede-indicator (OKI),2020,471,777,0.606178
Staden,36019,Nee,Onderwijskansarmoede-indicator (OKI),2021,470,771,0.609598
Dentergem,37002,Nee,Onderwijskansarmoede-indicator (OKI),2009,208,577,0.360485
Dentergem,37002,Nee,Onderwijskansarmoede-indicator (OKI),2010,224,566,0.39576
Dentergem,37002,Nee,Onderwijskansarmoede-indicator (OKI),2011,201,574,0.350174
Dentergem,37002,Nee,Onderwijskansarmoede-indicator (OKI),2012,187,570,0.32807
Dentergem,37002,Nee,Onderwijskansarmoede-indicator (OKI),2013,191,591,0.323181
Dentergem,37002,Nee,Onderwijskansarmoede-indicator (OKI),2014,201,613,0.327896
Dentergem,37002,Nee,Onderwijskansarmoede-indicator (OKI),2015,205,598,0.342809
Dentergem,37002,Nee,Onderwijskansarmoede-indicator (OKI),2016,204,600,0.34
Dentergem,37002,Nee,Onderwijskansarmoede-indicator (OKI),2017,210,602,0.348837
Dentergem,37002,Nee,Onderwijskansarmoede-indicator (OKI),2018,204,585,0.348718
Dentergem,37002,Nee,Onderwijskansarmoede-indicator (OKI),2019,217,570,0.380702
Dentergem,37002,Nee,Onderwijskansarmoede-indicator (OKI),2020,229,536,0.427239
Dentergem,37002,Nee,Onderwijskansarmoede-indicator (OKI),2021,225,524,0.429389
Meulebeke,37007,Nee,Onderwijskansarmoede-indicator (OKI),2009,342,687,0.497817
Meulebeke,37007,Nee,Onderwijskansarmoede-indicator (OKI),2010,316,686,0.460641
Meulebeke,37007,Nee,Onderwijskansarmoede-indicator (OKI),2011,313,682,0.458944
Meulebeke,37007,Nee,Onderwijskansarmoede-indicator (OKI),2012,286,657,0.435312
Meulebeke,37007,Nee,Onderwijskansarmoede-indicator (OKI),2013,307,679,0.452135
Meulebeke,37007,Nee,Onderwijskansarmoede-indicator (OKI),2014,282,678,0.415929
Meulebeke,37007,Nee,Onderwijskansarmoede-indicator (OKI),2015,285,663,0.429864
Meulebeke,37007,Nee,Onderwijskansarmoede-indicator (OKI),2016,293,659,0.444613
Meulebeke,37007,Nee,Onderwijskansarmoede-indicator (OKI),2017,279,660,0.422727
Meulebeke,37007,Nee,Onderwijskansarmoede-indicator (OKI),2018,264,634,0.416404
Meulebeke,37007,Nee,Onderwijskansarmoede-indicator (OKI),2019,279,649,0.429892
Meulebeke,37007,Nee,Onderwijskansarmoede-indicator (OKI),2020,379,619,0.612278
Meulebeke,37007,Nee,Onderwijskansarmoede-indicator (OKI),2021,423,646,0.654799
Oostrozebeke,37010,Nee,Onderwijskansarmoede-indicator (OKI),2009,171,491,0.348269
Oostrozebeke,37010,Nee,Onderwijskansarmoede-indicator (OKI),2010,174,501,0.347305
Oostrozebeke,37010,Nee,Onderwijskansarmoede-indicator (OKI),2011,169,498,0.339357
Oostrozebeke,37010,Nee,Onderwijskansarmoede-indicator (OKI),2012,186,498,0.373494
Oostrozebeke,37010,Nee,Onderwijskansarmoede-indicator (OKI),2013,183,484,0.378099
Oostrozebeke,37010,Nee,Onderwijskansarmoede-indicator (OKI),2014,199,497,0.400402
Oostrozebeke,37010,Nee,Onderwijskansarmoede-indicator (OKI),2015,166,495,0.335354
Oostrozebeke,37010,Nee,Onderwijskansarmoede-indicator (OKI),2016,188,501,0.37525
Oostrozebeke,37010,Nee,Onderwijskansarmoede-indicator (OKI),2017,191,521,0.366603
Oostrozebeke,37010,Nee,Onderwijskansarmoede-indicator (OKI),2018,223,534,0.417603
Oostrozebeke,37010,Nee,Onderwijskansarmoede-indicator (OKI),2019,230,532,0.432331
Oostrozebeke,37010,Nee,Onderwijskansarmoede-indicator (OKI),2020,286,529,0.540643
Oostrozebeke,37010,Nee,Onderwijskansarmoede-indicator (OKI),2021,271,507,0.534517
Pittem,37011,Nee,Onderwijskansarmoede-indicator (OKI),2009,189,435,0.434483
Pittem,37011,Nee,Onderwijskansarmoede-indicator (OKI),2010,180,428,0.420561
Pittem,37011,Nee,Onderwijskansarmoede-indicator (OKI),2011,181,425,0.425882
Pittem,37011,Nee,Onderwijskansarmoede-indicator (OKI),2012,158,421,0.375297
Pittem,37011,Nee,Onderwijskansarmoede-indicator (OKI),2013,162,406,0.399015
Pittem,37011,Nee,Onderwijskansarmoede-indicator (OKI),2014,150,399,0.37594
Pittem,37011,Nee,Onderwijskansarmoede-indicator (OKI),2015,156,438,0.356164
Pittem,37011,Nee,Onderwijskansarmoede-indicator (OKI),2016,170,433,0.39261
Pittem,37011,Nee,Onderwijskansarmoede-indicator (OKI),2017,149,426,0.349765
Pittem,37011,Nee,Onderwijskansarmoede-indicator (OKI),2018,143,433,0.330254
Pittem,37011,Nee,Onderwijskansarmoede-indicator (OKI),2019,141,441,0.319728
Pittem,37011,Nee,Onderwijskansarmoede-indicator (OKI),2020,184,433,0.424942
Pittem,37011,Nee,Onderwijskansarmoede-indicator (OKI),2021,178,426,0.41784
Ruiselede,37012,Nee,Onderwijskansarmoede-indicator (OKI),2009,121,312,0.387821
Ruiselede,37012,Nee,Onderwijskansarmoede-indicator (OKI),2010,127,322,0.39441
Ruiselede,37012,Nee,Onderwijskansarmoede-indicator (OKI),2011,107,319,0.335423
Ruiselede,37012,Nee,Onderwijskansarmoede-indicator (OKI),2012,112,335,0.334328
Ruiselede,37012,Nee,Onderwijskansarmoede-indicator (OKI),2013,115,340,0.338235
Ruiselede,37012,Nee,Onderwijskansarmoede-indicator (OKI),2014,116,341,0.340176
Ruiselede,37012,Nee,Onderwijskansarmoede-indicator (OKI),2015,101,339,0.297935
Ruiselede,37012,Nee,Onderwijskansarmoede-indicator (OKI),2016,96,349,0.275072
Ruiselede,37012,Nee,Onderwijskansarmoede-indicator (OKI),2017,124,348,0.356322
Ruiselede,37012,Nee,Onderwijskansarmoede-indicator (OKI),2018,132,347,0.380403
Ruiselede,37012,Nee,Onderwijskansarmoede-indicator (OKI),2019,96,351,0.273504
Ruiselede,37012,Nee,Onderwijskansarmoede-indicator (OKI),2020,138,324,0.425926
Ruiselede,37012,Nee,Onderwijskansarmoede-indicator (OKI),2021,142,331,0.429003
Tielt,37015,Nee,Onderwijskansarmoede-indicator (OKI),2009,534,1103,0.484134
Tielt,37015,Nee,Onderwijskansarmoede-indicator (OKI),2010,652,1138,0.572935
Tielt,37015,Nee,Onderwijskansarmoede-indicator (OKI),2011,528,1086,0.486188
Tielt,37015,Nee,Onderwijskansarmoede-indicator (OKI),2012,584,1139,0.51273
Tielt,37015,Nee,Onderwijskansarmoede-indicator (OKI),2013,613,1149,0.533507
Tielt,37015,Nee,Onderwijskansarmoede-indicator (OKI),2014,589,1129,0.521701
Tielt,37015,Nee,Onderwijskansarmoede-indicator (OKI),2015,626,1162,0.538726
Tielt,37015,Nee,Onderwijskansarmoede-indicator (OKI),2016,738,1202,0.613977
Tielt,37015,Nee,Onderwijskansarmoede-indicator (OKI),2017,634,1234,0.513776
Tielt,37015,Nee,Onderwijskansarmoede-indicator (OKI),2018,762,1240,0.614516
Tielt,37015,Nee,Onderwijskansarmoede-indicator (OKI),2019,833,1271,0.655389
Tielt,37015,Nee,Onderwijskansarmoede-indicator (OKI),2020,992,1285,0.771984
Tielt,37015,Nee,Onderwijskansarmoede-indicator (OKI),2021,956,1258,0.759936
Wielsbeke,37017,Nee,Onderwijskansarmoede-indicator (OKI),2009,400,650,0.615385
Wielsbeke,37017,Nee,Onderwijskansarmoede-indicator (OKI),2010,408,637,0.640502
Wielsbeke,37017,Nee,Onderwijskansarmoede-indicator (OKI),2011,375,643,0.583204
Wielsbeke,37017,Nee,Onderwijskansarmoede-indicator (OKI),2012,375,653,0.574273
Wielsbeke,37017,Nee,Onderwijskansarmoede-indicator (OKI),2013,373,645,0.578295
Wielsbeke,37017,Nee,Onderwijskansarmoede-indicator (OKI),2014,367,627,0.585327
Wielsbeke,37017,Nee,Onderwijskansarmoede-indicator (OKI),2015,290,647,0.448223
Wielsbeke,37017,Nee,Onderwijskansarmoede-indicator (OKI),2016,401,685,0.585401
Wielsbeke,37017,Nee,Onderwijskansarmoede-indicator (OKI),2017,386,673,0.573551
Wielsbeke,37017,Nee,Onderwijskansarmoede-indicator (OKI),2018,431,700,0.615714
Wielsbeke,37017,Nee,Onderwijskansarmoede-indicator (OKI),2019,440,715,0.615385
Wielsbeke,37017,Nee,Onderwijskansarmoede-indicator (OKI),2020,429,738,0.581301
Wielsbeke,37017,Nee,Onderwijskansarmoede-indicator (OKI),2021,420,702,0.598291
Wingene,37018,Nee,Onderwijskansarmoede-indicator (OKI),2009,342,919,0.372144
Wingene,37018,Nee,Onderwijskansarmoede-indicator (OKI),2010,338,913,0.370208
Wingene,37018,Nee,Onderwijskansarmoede-indicator (OKI),2011,341,933,0.365488
Wingene,37018,Nee,Onderwijskansarmoede-indicator (OKI),2012,301,937,0.321238
Wingene,37018,Nee,Onderwijskansarmoede-indicator (OKI),2013,304,952,0.319328
Wingene,37018,Nee,Onderwijskansarmoede-indicator (OKI),2014,283,945,0.299471
Wingene,37018,Nee,Onderwijskansarmoede-indicator (OKI),2015,274,978,0.280164
Wingene,37018,Nee,Onderwijskansarmoede-indicator (OKI),2016,316,999,0.316316
Wingene,37018,Nee,Onderwijskansarmoede-indicator (OKI),2017,262,977,0.268168
Wingene,37018,Nee,Onderwijskansarmoede-indicator (OKI),2018,329,984,0.33435
Wingene,37018,Nee,Onderwijskansarmoede-indicator (OKI),2019,322,981,0.328236
Wingene,37018,Nee,Onderwijskansarmoede-indicator (OKI),2020,420,992,0.423387
Wingene,37018,Nee,Onderwijskansarmoede-indicator (OKI),2021,404,970,0.416495
Ardooie,37020,Nee,Onderwijskansarmoede-indicator (OKI),2009,195,491,0.397149
Ardooie,37020,Nee,Onderwijskansarmoede-indicator (OKI),2010,185,483,0.383023
Ardooie,37020,Nee,Onderwijskansarmoede-indicator (OKI),2011,186,466,0.399142
Ardooie,37020,Nee,Onderwijskansarmoede-indicator (OKI),2012,187,510,0.366667
Ardooie,37020,Nee,Onderwijskansarmoede-indicator (OKI),2013,181,504,0.359127
Ardooie,37020,Nee,Onderwijskansarmoede-indicator (OKI),2014,173,504,0.343254
Ardooie,37020,Nee,Onderwijskansarmoede-indicator (OKI),2015,182,526,0.346008
Ardooie,37020,Nee,Onderwijskansarmoede-indicator (OKI),2016,203,553,0.367089
Ardooie,37020,Nee,Onderwijskansarmoede-indicator (OKI),2017,209,569,0.367311
Ardooie,37020,Nee,Onderwijskansarmoede-indicator (OKI),2018,227,563,0.403197
Ardooie,37020,Nee,Onderwijskansarmoede-indicator (OKI),2019,232,568,0.408451
Ardooie,37020,Nee,Onderwijskansarmoede-indicator (OKI),2020,311,577,0.538995
Ardooie,37020,Nee,Onderwijskansarmoede-indicator (OKI),2021,333,582,0.572165
Alveringem,38002,Nee,Onderwijskansarmoede-indicator (OKI),2009,211,393,0.536896
Alveringem,38002,Nee,Onderwijskansarmoede-indicator (OKI),2010,211,382,0.552356
Alveringem,38002,Nee,Onderwijskansarmoede-indicator (OKI),2011,187,380,0.492105
Alveringem,38002,Nee,Onderwijskansarmoede-indicator (OKI),2012,180,383,0.469974
Alveringem,38002,Nee,Onderwijskansarmoede-indicator (OKI),2013,191,370,0.516216
Alveringem,38002,Nee,Onderwijskansarmoede-indicator (OKI),2014,168,357,0.470588
