Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Totaal netto belastbaar inkomen (in miljoen euro),Aantal inwoners,"Gemiddeld inkomen (in euro), per inwoner"
Oudsbergen,72042,Nee,"Gemiddeld inkomen, per inwoner",2013,387.467,23226,16682.5
Oudsbergen,72042,Nee,"Gemiddeld inkomen, per inwoner",2014,412.476,23202,17777.6
Oudsbergen,72042,Nee,"Gemiddeld inkomen, per inwoner",2015,413.496,23214,17812.4
Oudsbergen,72042,Nee,"Gemiddeld inkomen, per inwoner",2016,412.845,23379,17658.8
Oudsbergen,72042,Nee,"Gemiddeld inkomen, per inwoner",2017,425.087,23375,18185.6
Oudsbergen,72042,Nee,"Gemiddeld inkomen, per inwoner",2018,438.732,23423,18730.8
Oudsbergen,72042,Nee,"Gemiddeld inkomen, per inwoner",2019,452.462,23532,19227.5
Oudsbergen,72042,Nee,"Gemiddeld inkomen, per inwoner",2020,470.311,23615,19915.8
Pelt,72043,Nee,"Gemiddeld inkomen, per inwoner",1997,255.45,27342,9342.77
Pelt,72043,Nee,"Gemiddeld inkomen, per inwoner",1998,270.34,27542,9815.55
Pelt,72043,Nee,"Gemiddeld inkomen, per inwoner",1999,280.67,27782,10102.6
Pelt,72043,Nee,"Gemiddeld inkomen, per inwoner",2000,291.37,27911,10439.3
Pelt,72043,Nee,"Gemiddeld inkomen, per inwoner",2001,316.2,28227,11202.0
Pelt,72043,Nee,"Gemiddeld inkomen, per inwoner",2002,327.8,28561,11477.2
Pelt,72043,Nee,"Gemiddeld inkomen, per inwoner",2003,353.515,28866,12246.8
Pelt,72043,Nee,"Gemiddeld inkomen, per inwoner",2004,371.325,29012,12799.0
Pelt,72043,Nee,"Gemiddeld inkomen, per inwoner",2005,387.505,29308,13221.8
Pelt,72043,Nee,"Gemiddeld inkomen, per inwoner",2006,403.615,29552,13657.8
Pelt,72043,Nee,"Gemiddeld inkomen, per inwoner",2007,420.572,29737,14143.0
Pelt,72043,Nee,"Gemiddeld inkomen, per inwoner",2008,446.035,29971,14882.2
Pelt,72043,Nee,"Gemiddeld inkomen, per inwoner",2009,469.181,30195,15538.4
Pelt,72043,Nee,"Gemiddeld inkomen, per inwoner",2010,468.014,30502,15343.7
Pelt,72043,Nee,"Gemiddeld inkomen, per inwoner",2011,490.203,30808,15911.5
Pelt,72043,Nee,"Gemiddeld inkomen, per inwoner",2012,507.786,31086,16334.9
Pelt,72043,Nee,"Gemiddeld inkomen, per inwoner",2013,523.032,31285,16718.3
Pelt,72043,Nee,"Gemiddeld inkomen, per inwoner",2014,564.566,31530,17905.7
Pelt,72043,Nee,"Gemiddeld inkomen, per inwoner",2015,558.716,31684,17634.0
Pelt,72043,Nee,"Gemiddeld inkomen, per inwoner",2016,572.334,31920,17930.3
Pelt,72043,Nee,"Gemiddeld inkomen, per inwoner",2017,600.741,32378,18554.0
Pelt,72043,Nee,"Gemiddeld inkomen, per inwoner",2018,614.439,32652,18817.8
Pelt,72043,Nee,"Gemiddeld inkomen, per inwoner",2019,627.979,32902,19086.3
Pelt,72043,Nee,"Gemiddeld inkomen, per inwoner",2020,658.833,33076,19918.8
Alken,73001,Nee,"Gemiddeld inkomen, per inwoner",1997,107.16,10709,10006.5
Alken,73001,Nee,"Gemiddeld inkomen, per inwoner",1998,112.28,10824,10373.2
Alken,73001,Nee,"Gemiddeld inkomen, per inwoner",1999,116.93,10882,10745.3
Alken,73001,Nee,"Gemiddeld inkomen, per inwoner",2000,130.95,10900,12013.8
Alken,73001,Nee,"Gemiddeld inkomen, per inwoner",2001,138.54,10938,12665.9
Alken,73001,Nee,"Gemiddeld inkomen, per inwoner",2002,143.11,10975,13039.6
Alken,73001,Nee,"Gemiddeld inkomen, per inwoner",2003,149.845,10962,13669.5
Alken,73001,Nee,"Gemiddeld inkomen, per inwoner",2004,154.988,11036,14043.9
Alken,73001,Nee,"Gemiddeld inkomen, per inwoner",2005,159.674,11034,14471.1
Alken,73001,Nee,"Gemiddeld inkomen, per inwoner",2006,164.967,11048,14931.9
Alken,73001,Nee,"Gemiddeld inkomen, per inwoner",2007,172.044,11090,15513.4
Alken,73001,Nee,"Gemiddeld inkomen, per inwoner",2008,180.988,11152,16229.2
Alken,73001,Nee,"Gemiddeld inkomen, per inwoner",2009,187.798,11173,16808.2
Alken,73001,Nee,"Gemiddeld inkomen, per inwoner",2010,188.354,11242,16754.5
Alken,73001,Nee,"Gemiddeld inkomen, per inwoner",2011,194.866,11277,17279.9
Alken,73001,Nee,"Gemiddeld inkomen, per inwoner",2012,202.769,11315,17920.4
Alken,73001,Nee,"Gemiddeld inkomen, per inwoner",2013,209.552,11338,18482.3
Alken,73001,Nee,"Gemiddeld inkomen, per inwoner",2014,222.975,11398,19562.6
Alken,73001,Nee,"Gemiddeld inkomen, per inwoner",2015,220.8,11421,19332.8
Alken,73001,Nee,"Gemiddeld inkomen, per inwoner",2016,223.025,11456,19468.0
Alken,73001,Nee,"Gemiddeld inkomen, per inwoner",2017,232.968,11495,20266.9
Alken,73001,Nee,"Gemiddeld inkomen, per inwoner",2018,240.047,11565,20756.3
Alken,73001,Nee,"Gemiddeld inkomen, per inwoner",2019,242.956,11499,21128.4
Alken,73001,Nee,"Gemiddeld inkomen, per inwoner",2020,252.871,11626,21750.5
Bilzen,73006,Nee,"Gemiddeld inkomen, per inwoner",1997,272.93,28885,9448.85
Bilzen,73006,Nee,"Gemiddeld inkomen, per inwoner",1998,286.57,29035,9869.81
Bilzen,73006,Nee,"Gemiddeld inkomen, per inwoner",1999,299.9,29125,10297.0
Bilzen,73006,Nee,"Gemiddeld inkomen, per inwoner",2000,323.0,29335,11010.7
Bilzen,73006,Nee,"Gemiddeld inkomen, per inwoner",2001,345.04,29433,11722.9
Bilzen,73006,Nee,"Gemiddeld inkomen, per inwoner",2002,352.6,29475,11962.7
Bilzen,73006,Nee,"Gemiddeld inkomen, per inwoner",2003,371.14,29528,12569.1
Bilzen,73006,Nee,"Gemiddeld inkomen, per inwoner",2004,388.963,29646,13120.3
Bilzen,73006,Nee,"Gemiddeld inkomen, per inwoner",2005,398.571,29858,13348.9
Bilzen,73006,Nee,"Gemiddeld inkomen, per inwoner",2006,421.124,30057,14010.8
Bilzen,73006,Nee,"Gemiddeld inkomen, per inwoner",2007,433.794,30173,14376.9
Bilzen,73006,Nee,"Gemiddeld inkomen, per inwoner",2008,456.176,30384,15013.7
Bilzen,73006,Nee,"Gemiddeld inkomen, per inwoner",2009,469.07,30642,15308.1
Bilzen,73006,Nee,"Gemiddeld inkomen, per inwoner",2010,480.738,30882,15566.9
Bilzen,73006,Nee,"Gemiddeld inkomen, per inwoner",2011,502.67,31226,16097.8
Bilzen,73006,Nee,"Gemiddeld inkomen, per inwoner",2012,516.134,31358,16459.4
Bilzen,73006,Nee,"Gemiddeld inkomen, per inwoner",2013,536.471,31435,17066.0
Bilzen,73006,Nee,"Gemiddeld inkomen, per inwoner",2014,577.966,31460,18371.5
Bilzen,73006,Nee,"Gemiddeld inkomen, per inwoner",2015,579.175,31710,18264.7
Bilzen,73006,Nee,"Gemiddeld inkomen, per inwoner",2016,575.424,31829,18078.6
Bilzen,73006,Nee,"Gemiddeld inkomen, per inwoner",2017,595.648,32151,18526.6
Bilzen,73006,Nee,"Gemiddeld inkomen, per inwoner",2018,611.564,32318,18923.3
Bilzen,73006,Nee,"Gemiddeld inkomen, per inwoner",2019,633.455,32328,19594.6
Bilzen,73006,Nee,"Gemiddeld inkomen, per inwoner",2020,657.914,32477,20257.8
Borgloon,73009,Nee,"Gemiddeld inkomen, per inwoner",1997,102.73,10005,10267.9
Borgloon,73009,Nee,"Gemiddeld inkomen, per inwoner",1998,99.18,10027,9891.29
Borgloon,73009,Nee,"Gemiddeld inkomen, per inwoner",1999,103.03,10078,10223.3
Borgloon,73009,Nee,"Gemiddeld inkomen, per inwoner",2000,108.89,10116,10764.1
Borgloon,73009,Nee,"Gemiddeld inkomen, per inwoner",2001,118.9,10045,11836.7
Borgloon,73009,Nee,"Gemiddeld inkomen, per inwoner",2002,124.13,10056,12343.9
Borgloon,73009,Nee,"Gemiddeld inkomen, per inwoner",2003,131.407,10023,13110.6
Borgloon,73009,Nee,"Gemiddeld inkomen, per inwoner",2004,134.492,10015,13429.0
Borgloon,73009,Nee,"Gemiddeld inkomen, per inwoner",2005,141.159,10045,14052.7
Borgloon,73009,Nee,"Gemiddeld inkomen, per inwoner",2006,146.756,10152,14455.9
Borgloon,73009,Nee,"Gemiddeld inkomen, per inwoner",2007,151.795,10206,14873.1
Borgloon,73009,Nee,"Gemiddeld inkomen, per inwoner",2008,159.012,10332,15390.2
Borgloon,73009,Nee,"Gemiddeld inkomen, per inwoner",2009,163.61,10337,15827.6
Borgloon,73009,Nee,"Gemiddeld inkomen, per inwoner",2010,165.838,10330,16054.1
Borgloon,73009,Nee,"Gemiddeld inkomen, per inwoner",2011,173.106,10450,16565.1
Borgloon,73009,Nee,"Gemiddeld inkomen, per inwoner",2012,179.193,10495,17074.1
Borgloon,73009,Nee,"Gemiddeld inkomen, per inwoner",2013,183.919,10562,17413.3
Borgloon,73009,Nee,"Gemiddeld inkomen, per inwoner",2014,192.174,10561,18196.6
Borgloon,73009,Nee,"Gemiddeld inkomen, per inwoner",2015,194.147,10588,18336.5
Borgloon,73009,Nee,"Gemiddeld inkomen, per inwoner",2016,196.136,10579,18540.1
Borgloon,73009,Nee,"Gemiddeld inkomen, per inwoner",2017,201.181,10668,18858.3
Borgloon,73009,Nee,"Gemiddeld inkomen, per inwoner",2018,209.78,10697,19611.1
Borgloon,73009,Nee,"Gemiddeld inkomen, per inwoner",2019,217.871,10906,19977.2
Borgloon,73009,Nee,"Gemiddeld inkomen, per inwoner",2020,225.925,11010,20520.0
Heers,73022,Nee,"Gemiddeld inkomen, per inwoner",1997,58.43,6490,9003.08
Heers,73022,Nee,"Gemiddeld inkomen, per inwoner",1998,60.45,6509,9287.14
Heers,73022,Nee,"Gemiddeld inkomen, per inwoner",1999,64.75,6549,9887.01
Heers,73022,Nee,"Gemiddeld inkomen, per inwoner",2000,69.37,6575,10550.6
Heers,73022,Nee,"Gemiddeld inkomen, per inwoner",2001,73.98,6602,11205.7
Heers,73022,Nee,"Gemiddeld inkomen, per inwoner",2002,77.47,6602,11734.3
Heers,73022,Nee,"Gemiddeld inkomen, per inwoner",2003,81.7693,6632,12329.5
Heers,73022,Nee,"Gemiddeld inkomen, per inwoner",2004,84.7862,6661,12728.8
Heers,73022,Nee,"Gemiddeld inkomen, per inwoner",2005,89.8504,6683,13444.6
Heers,73022,Nee,"Gemiddeld inkomen, per inwoner",2006,93.4015,6762,13812.7
Heers,73022,Nee,"Gemiddeld inkomen, per inwoner",2007,98.4099,6812,14446.5
Heers,73022,Nee,"Gemiddeld inkomen, per inwoner",2008,102.588,6898,14872.2
Heers,73022,Nee,"Gemiddeld inkomen, per inwoner",2009,106.051,6970,15215.4
Heers,73022,Nee,"Gemiddeld inkomen, per inwoner",2010,108.245,7018,15424.0
Heers,73022,Nee,"Gemiddeld inkomen, per inwoner",2011,111.908,7090,15784.0
Heers,73022,Nee,"Gemiddeld inkomen, per inwoner",2012,114.879,7103,16173.3
Heers,73022,Nee,"Gemiddeld inkomen, per inwoner",2013,118.472,7111,16660.4
Heers,73022,Nee,"Gemiddeld inkomen, per inwoner",2014,127.045,7160,17743.7
Heers,73022,Nee,"Gemiddeld inkomen, per inwoner",2015,126.556,7237,17487.4
Heers,73022,Nee,"Gemiddeld inkomen, per inwoner",2016,129.547,7205,17980.2
Heers,73022,Nee,"Gemiddeld inkomen, per inwoner",2017,132.479,7225,18336.1
Heers,73022,Nee,"Gemiddeld inkomen, per inwoner",2018,136.427,7290,18714.3
Heers,73022,Nee,"Gemiddeld inkomen, per inwoner",2019,139.914,7391,18930.3
Heers,73022,Nee,"Gemiddeld inkomen, per inwoner",2020,145.924,7337,19888.7
Herstappe,73028,Nee,"Gemiddeld inkomen, per inwoner",1997,0.79,85,9294.12
Herstappe,73028,Nee,"Gemiddeld inkomen, per inwoner",1998,0.84,84,10000.0
Herstappe,73028,Nee,"Gemiddeld inkomen, per inwoner",1999,0.89,85,10470.6
Herstappe,73028,Nee,"Gemiddeld inkomen, per inwoner",2000,0.91,85,10705.9
Herstappe,73028,Nee,"Gemiddeld inkomen, per inwoner",2001,1.1,86,12790.7
Herstappe,73028,Nee,"Gemiddeld inkomen, per inwoner",2002,1.09,84,12976.2
Herstappe,73028,Nee,"Gemiddeld inkomen, per inwoner",2003,1.16026,87,13336.4
Herstappe,73028,Nee,"Gemiddeld inkomen, per inwoner",2004,1.24432,87,14302.5
Herstappe,73028,Nee,"Gemiddeld inkomen, per inwoner",2005,1.15215,86,13397.1
Herstappe,73028,Nee,"Gemiddeld inkomen, per inwoner",2006,1.30791,82,15950.1
Herstappe,73028,Nee,"Gemiddeld inkomen, per inwoner",2007,1.44586,85,17010.2
Herstappe,73028,Nee,"Gemiddeld inkomen, per inwoner",2008,1.48121,84,17633.5
Herstappe,73028,Nee,"Gemiddeld inkomen, per inwoner",2009,1.42444,85,16758.1
Herstappe,73028,Nee,"Gemiddeld inkomen, per inwoner",2010,1.49607,80,18700.8
Herstappe,73028,Nee,"Gemiddeld inkomen, per inwoner",2011,1.55809,85,18330.4
Herstappe,73028,Nee,"Gemiddeld inkomen, per inwoner",2012,1.65759,87,19052.8
Herstappe,73028,Nee,"Gemiddeld inkomen, per inwoner",2013,1.66418,85,19578.6
Herstappe,73028,Nee,"Gemiddeld inkomen, per inwoner",2014,1.77158,85,20842.1
Herstappe,73028,Nee,"Gemiddeld inkomen, per inwoner",2015,1.74665,86,20309.9
Herstappe,73028,Nee,"Gemiddeld inkomen, per inwoner",2016,1.72222,89,19350.8
Herstappe,73028,Nee,"Gemiddeld inkomen, per inwoner",2017,1.70451,89,19151.8
Herstappe,73028,Nee,"Gemiddeld inkomen, per inwoner",2018,1.64226,88,18662.0
Herstappe,73028,Nee,"Gemiddeld inkomen, per inwoner",2019,1.63361,83,19682.0
Herstappe,73028,Nee,"Gemiddeld inkomen, per inwoner",2020,1.77975,79,22528.4
Hoeselt,73032,Nee,"Gemiddeld inkomen, per inwoner",1997,84.21,9023,9332.82
Hoeselt,73032,Nee,"Gemiddeld inkomen, per inwoner",1998,88.55,9085,9746.84
Hoeselt,73032,Nee,"Gemiddeld inkomen, per inwoner",1999,93.0,9078,10244.5
Hoeselt,73032,Nee,"Gemiddeld inkomen, per inwoner",2000,99.83,9133,10930.7
Hoeselt,73032,Nee,"Gemiddeld inkomen, per inwoner",2001,105.42,9210,11446.3
Hoeselt,73032,Nee,"Gemiddeld inkomen, per inwoner",2002,111.99,9212,12157.0
Hoeselt,73032,Nee,"Gemiddeld inkomen, per inwoner",2003,117.809,9231,12762.3
Hoeselt,73032,Nee,"Gemiddeld inkomen, per inwoner",2004,123.537,9271,13325.1
Hoeselt,73032,Nee,"Gemiddeld inkomen, per inwoner",2005,126.232,9229,13677.7
Hoeselt,73032,Nee,"Gemiddeld inkomen, per inwoner",2006,131.392,9265,14181.6
Hoeselt,73032,Nee,"Gemiddeld inkomen, per inwoner",2007,137.836,9343,14752.9
Hoeselt,73032,Nee,"Gemiddeld inkomen, per inwoner",2008,144.44,9417,15338.2
Hoeselt,73032,Nee,"Gemiddeld inkomen, per inwoner",2009,149.576,9424,15871.8
Hoeselt,73032,Nee,"Gemiddeld inkomen, per inwoner",2010,151.573,9516,15928.3
Hoeselt,73032,Nee,"Gemiddeld inkomen, per inwoner",2011,158.755,9602,16533.6
Hoeselt,73032,Nee,"Gemiddeld inkomen, per inwoner",2012,162.441,9588,16942.2
Hoeselt,73032,Nee,"Gemiddeld inkomen, per inwoner",2013,166.461,9618,17307.3
Hoeselt,73032,Nee,"Gemiddeld inkomen, per inwoner",2014,175.312,9627,18210.4
Hoeselt,73032,Nee,"Gemiddeld inkomen, per inwoner",2015,178.589,9608,18587.5
Hoeselt,73032,Nee,"Gemiddeld inkomen, per inwoner",2016,176.391,9643,18292.2
Hoeselt,73032,Nee,"Gemiddeld inkomen, per inwoner",2017,180.823,9709,18624.2
Hoeselt,73032,Nee,"Gemiddeld inkomen, per inwoner",2018,185.219,9685,19124.3
Hoeselt,73032,Nee,"Gemiddeld inkomen, per inwoner",2019,193.286,9688,19951.0
Hoeselt,73032,Nee,"Gemiddeld inkomen, per inwoner",2020,200.576,9730,20614.2
Kortessem,73040,Nee,"Gemiddeld inkomen, per inwoner",1997,76.67,7943,9652.52
Kortessem,73040,Nee,"Gemiddeld inkomen, per inwoner",1998,77.76,7971,9755.36
Kortessem,73040,Nee,"Gemiddeld inkomen, per inwoner",1999,81.2,8080,10049.5
Kortessem,73040,Nee,"Gemiddeld inkomen, per inwoner",2000,95.68,8010,11945.1
Kortessem,73040,Nee,"Gemiddeld inkomen, per inwoner",2001,97.55,8065,12095.5
Kortessem,73040,Nee,"Gemiddeld inkomen, per inwoner",2002,99.91,8060,12395.8
Kortessem,73040,Nee,"Gemiddeld inkomen, per inwoner",2003,104.108,8055,12924.6
Kortessem,73040,Nee,"Gemiddeld inkomen, per inwoner",2004,111.805,8069,13856.1
Kortessem,73040,Nee,"Gemiddeld inkomen, per inwoner",2005,114.945,8083,14220.6
Kortessem,73040,Nee,"Gemiddeld inkomen, per inwoner",2006,119.789,8074,14836.3
Kortessem,73040,Nee,"Gemiddeld inkomen, per inwoner",2007,124.743,8153,15300.2
Kortessem,73040,Nee,"Gemiddeld inkomen, per inwoner",2008,129.523,8149,15894.4
Kortessem,73040,Nee,"Gemiddeld inkomen, per inwoner",2009,134.007,8153,16436.5
Kortessem,73040,Nee,"Gemiddeld inkomen, per inwoner",2010,137.872,8318,16575.1
Kortessem,73040,Nee,"Gemiddeld inkomen, per inwoner",2011,144.161,8322,17322.9
Kortessem,73040,Nee,"Gemiddeld inkomen, per inwoner",2012,148.475,8400,17675.6
Kortessem,73040,Nee,"Gemiddeld inkomen, per inwoner",2013,152.363,8389,18162.3
Kortessem,73040,Nee,"Gemiddeld inkomen, per inwoner",2014,161.941,8393,19294.8
Kortessem,73040,Nee,"Gemiddeld inkomen, per inwoner",2015,161.974,8380,19328.7
Kortessem,73040,Nee,"Gemiddeld inkomen, per inwoner",2016,160.04,8359,19145.8
Kortessem,73040,Nee,"Gemiddeld inkomen, per inwoner",2017,167.25,8359,20008.3
Kortessem,73040,Nee,"Gemiddeld inkomen, per inwoner",2018,170.76,8446,20217.8
Kortessem,73040,Nee,"Gemiddeld inkomen, per inwoner",2019,174.473,8442,20667.3
Kortessem,73040,Nee,"Gemiddeld inkomen, per inwoner",2020,182.035,8437,21575.8
Lanaken,73042,Nee,"Gemiddeld inkomen, per inwoner",1997,213.34,23246,9177.49
Lanaken,73042,Nee,"Gemiddeld inkomen, per inwoner",1998,223.83,23286,9612.21
Lanaken,73042,Nee,"Gemiddeld inkomen, per inwoner",1999,224.27,23508,9540.16
Lanaken,73042,Nee,"Gemiddeld inkomen, per inwoner",2000,226.03,23500,9618.3
Lanaken,73042,Nee,"Gemiddeld inkomen, per inwoner",2001,247.37,23745,10417.8
Lanaken,73042,Nee,"Gemiddeld inkomen, per inwoner",2002,264.81,24033,11018.6
Lanaken,73042,Nee,"Gemiddeld inkomen, per inwoner",2003,302.761,24282,12468.5
Lanaken,73042,Nee,"Gemiddeld inkomen, per inwoner",2004,322.731,24418,13216.9
Lanaken,73042,Nee,"Gemiddeld inkomen, per inwoner",2005,333.799,24451,13651.7
Lanaken,73042,Nee,"Gemiddeld inkomen, per inwoner",2006,350.629,24485,14320.1
Lanaken,73042,Nee,"Gemiddeld inkomen, per inwoner",2007,367.506,24724,14864.3
Lanaken,73042,Nee,"Gemiddeld inkomen, per inwoner",2008,382.585,24931,15345.8
Lanaken,73042,Nee,"Gemiddeld inkomen, per inwoner",2009,396.831,25095,15813.2
Lanaken,73042,Nee,"Gemiddeld inkomen, per inwoner",2010,400.054,25341,15786.8
Lanaken,73042,Nee,"Gemiddeld inkomen, per inwoner",2011,416.795,25492,16350.0
Lanaken,73042,Nee,"Gemiddeld inkomen, per inwoner",2012,438.582,25599,17132.8
Lanaken,73042,Nee,"Gemiddeld inkomen, per inwoner",2013,451.574,25678,17586.0
Lanaken,73042,Nee,"Gemiddeld inkomen, per inwoner",2014,476.051,25783,18463.8
Lanaken,73042,Nee,"Gemiddeld inkomen, per inwoner",2015,470.06,25731,18268.2
Lanaken,73042,Nee,"Gemiddeld inkomen, per inwoner",2016,472.158,25793,18305.7
Lanaken,73042,Nee,"Gemiddeld inkomen, per inwoner",2017,482.853,25800,18715.2
Lanaken,73042,Nee,"Gemiddeld inkomen, per inwoner",2018,496.03,25818,19212.6
Lanaken,73042,Nee,"Gemiddeld inkomen, per inwoner",2019,506.256,25841,19591.2
Lanaken,73042,Nee,"Gemiddeld inkomen, per inwoner",2020,520.449,25884,20107.0
Riemst,73066,Nee,"Gemiddeld inkomen, per inwoner",1997,140.61,15397,9132.3
Riemst,73066,Nee,"Gemiddeld inkomen, per inwoner",1998,147.21,15550,9466.88
Riemst,73066,Nee,"Gemiddeld inkomen, per inwoner",1999,151.78,15648,9699.64
Riemst,73066,Nee,"Gemiddeld inkomen, per inwoner",2000,161.03,15617,10311.2
Riemst,73066,Nee,"Gemiddeld inkomen, per inwoner",2001,169.55,15687,10808.3
Riemst,73066,Nee,"Gemiddeld inkomen, per inwoner",2002,175.57,15755,11143.8
Riemst,73066,Nee,"Gemiddeld inkomen, per inwoner",2003,191.13,15775,12116.0
Riemst,73066,Nee,"Gemiddeld inkomen, per inwoner",2004,201.264,15810,12730.2
Riemst,73066,Nee,"Gemiddeld inkomen, per inwoner",2005,205.213,15816,12975.0
Riemst,73066,Nee,"Gemiddeld inkomen, per inwoner",2006,215.597,15963,13506.1
Riemst,73066,Nee,"Gemiddeld inkomen, per inwoner",2007,227.79,16076,14169.5
Riemst,73066,Nee,"Gemiddeld inkomen, per inwoner",2008,237.926,16141,14740.4
Riemst,73066,Nee,"Gemiddeld inkomen, per inwoner",2009,240.97,16172,14900.4
Riemst,73066,Nee,"Gemiddeld inkomen, per inwoner",2010,247.233,16144,15314.3
Riemst,73066,Nee,"Gemiddeld inkomen, per inwoner",2011,257.813,16210,15904.6
Riemst,73066,Nee,"Gemiddeld inkomen, per inwoner",2012,266.036,16265,16356.3
Riemst,73066,Nee,"Gemiddeld inkomen, per inwoner",2013,275.945,16443,16781.9
Riemst,73066,Nee,"Gemiddeld inkomen, per inwoner",2014,291.346,16478,17680.9
Riemst,73066,Nee,"Gemiddeld inkomen, per inwoner",2015,288.893,16539,17467.4
Riemst,73066,Nee,"Gemiddeld inkomen, per inwoner",2016,288.364,16572,17400.7
Riemst,73066,Nee,"Gemiddeld inkomen, per inwoner",2017,301.975,16592,18200.0
Riemst,73066,Nee,"Gemiddeld inkomen, per inwoner",2018,308.366,16665,18503.8
Riemst,73066,Nee,"Gemiddeld inkomen, per inwoner",2019,321.138,16755,19166.7
Riemst,73066,Nee,"Gemiddeld inkomen, per inwoner",2020,333.399,16759,19893.7
Tongeren,73083,Nee,"Gemiddeld inkomen, per inwoner",1997,290.48,29864,9726.76
Tongeren,73083,Nee,"Gemiddeld inkomen, per inwoner",1998,299.66,29803,10054.7
Tongeren,73083,Nee,"Gemiddeld inkomen, per inwoner",1999,313.62,29798,10524.9
Tongeren,73083,Nee,"Gemiddeld inkomen, per inwoner",2000,329.85,29723,11097.5
Tongeren,73083,Nee,"Gemiddeld inkomen, per inwoner",2001,344.72,29598,11646.7
Tongeren,73083,Nee,"Gemiddeld inkomen, per inwoner",2002,368.0,29621,12423.6
Tongeren,73083,Nee,"Gemiddeld inkomen, per inwoner",2003,377.781,29690,12724.2
Tongeren,73083,Nee,"Gemiddeld inkomen, per inwoner",2004,394.147,29531,13346.9
Tongeren,73083,Nee,"Gemiddeld inkomen, per inwoner",2005,411.534,29635,13886.8
Tongeren,73083,Nee,"Gemiddeld inkomen, per inwoner",2006,425.079,29687,14318.7
Tongeren,73083,Nee,"Gemiddeld inkomen, per inwoner",2007,443.104,29806,14866.3
Tongeren,73083,Nee,"Gemiddeld inkomen, per inwoner",2008,468.122,29885,15664.1
Tongeren,73083,Nee,"Gemiddeld inkomen, per inwoner",2009,474.21,29938,15839.7
Tongeren,73083,Nee,"Gemiddeld inkomen, per inwoner",2010,485.433,30042,16158.5
Tongeren,73083,Nee,"Gemiddeld inkomen, per inwoner",2011,505.632,30301,16687.0
Tongeren,73083,Nee,"Gemiddeld inkomen, per inwoner",2012,523.066,30557,17117.7
Tongeren,73083,Nee,"Gemiddeld inkomen, per inwoner",2013,535.687,30631,17488.4
Tongeren,73083,Nee,"Gemiddeld inkomen, per inwoner",2014,562.125,30655,18337.1
Tongeren,73083,Nee,"Gemiddeld inkomen, per inwoner",2015,561.305,30677,18297.3
Tongeren,73083,Nee,"Gemiddeld inkomen, per inwoner",2016,569.581,30720,18541.0
Tongeren,73083,Nee,"Gemiddeld inkomen, per inwoner",2017,576.781,30865,18687.2
Tongeren,73083,Nee,"Gemiddeld inkomen, per inwoner",2018,589.206,31032,18987.0
Tongeren,73083,Nee,"Gemiddeld inkomen, per inwoner",2019,603.061,30996,19456.1
Tongeren,73083,Nee,"Gemiddeld inkomen, per inwoner",2020,622.57,31142,19991.3
Wellen,73098,Nee,"Gemiddeld inkomen, per inwoner",1997,62.69,6585,9520.12
Wellen,73098,Nee,"Gemiddeld inkomen, per inwoner",1998,65.37,6629,9861.22
Wellen,73098,Nee,"Gemiddeld inkomen, per inwoner",1999,68.45,6671,10260.8
Wellen,73098,Nee,"Gemiddeld inkomen, per inwoner",2000,73.43,6725,10919.0
Wellen,73098,Nee,"Gemiddeld inkomen, per inwoner",2001,78.62,6751,11645.7
Wellen,73098,Nee,"Gemiddeld inkomen, per inwoner",2002,80.47,6768,11889.8
Wellen,73098,Nee,"Gemiddeld inkomen, per inwoner",2003,85.2154,6781,12566.8
Wellen,73098,Nee,"Gemiddeld inkomen, per inwoner",2004,93.0967,6785,13721.0
Wellen,73098,Nee,"Gemiddeld inkomen, per inwoner",2005,98.1617,6835,14361.6
Wellen,73098,Nee,"Gemiddeld inkomen, per inwoner",2006,102.479,6930,14787.7
Wellen,73098,Nee,"Gemiddeld inkomen, per inwoner",2007,106.08,6998,15158.7
Wellen,73098,Nee,"Gemiddeld inkomen, per inwoner",2008,112.237,7103,15801.4
Wellen,73098,Nee,"Gemiddeld inkomen, per inwoner",2009,115.713,7265,15927.4
Wellen,73098,Nee,"Gemiddeld inkomen, per inwoner",2010,117.49,7356,15972.0
Wellen,73098,Nee,"Gemiddeld inkomen, per inwoner",2011,122.329,7383,16569.0
Wellen,73098,Nee,"Gemiddeld inkomen, per inwoner",2012,128.052,7405,17292.6
Wellen,73098,Nee,"Gemiddeld inkomen, per inwoner",2013,132.391,7371,17961.1
