Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Totaal netto belastbaar inkomen (in miljoen euro),Aantal inwoners,"Gemiddeld inkomen (in euro), per inwoner"
Ichtegem,35006,Nee,"Gemiddeld inkomen, per inwoner",2000,128.94,13242,9737.2
Ichtegem,35006,Nee,"Gemiddeld inkomen, per inwoner",2001,137.11,13272,10330.8
Ichtegem,35006,Nee,"Gemiddeld inkomen, per inwoner",2002,146.29,13349,10958.9
Ichtegem,35006,Nee,"Gemiddeld inkomen, per inwoner",2003,154.733,13429,11522.3
Ichtegem,35006,Nee,"Gemiddeld inkomen, per inwoner",2004,159.459,13389,11909.7
Ichtegem,35006,Nee,"Gemiddeld inkomen, per inwoner",2005,168.777,13340,12652.0
Ichtegem,35006,Nee,"Gemiddeld inkomen, per inwoner",2006,175.634,13423,13084.5
Ichtegem,35006,Nee,"Gemiddeld inkomen, per inwoner",2007,183.227,13493,13579.4
Ichtegem,35006,Nee,"Gemiddeld inkomen, per inwoner",2008,192.946,13571,14217.5
Ichtegem,35006,Nee,"Gemiddeld inkomen, per inwoner",2009,199.316,13687,14562.4
Ichtegem,35006,Nee,"Gemiddeld inkomen, per inwoner",2010,203.459,13839,14701.9
Ichtegem,35006,Nee,"Gemiddeld inkomen, per inwoner",2011,211.779,13860,15279.8
Ichtegem,35006,Nee,"Gemiddeld inkomen, per inwoner",2012,220.859,13898,15891.5
Ichtegem,35006,Nee,"Gemiddeld inkomen, per inwoner",2013,226.394,13869,16323.8
Ichtegem,35006,Nee,"Gemiddeld inkomen, per inwoner",2014,237.95,13929,17083.1
Ichtegem,35006,Nee,"Gemiddeld inkomen, per inwoner",2015,238.024,13952,17060.2
Ichtegem,35006,Nee,"Gemiddeld inkomen, per inwoner",2016,239.809,13945,17196.8
Ichtegem,35006,Nee,"Gemiddeld inkomen, per inwoner",2017,248.305,13950,17799.7
Ichtegem,35006,Nee,"Gemiddeld inkomen, per inwoner",2018,256.008,13939,18366.3
Ichtegem,35006,Nee,"Gemiddeld inkomen, per inwoner",2019,264.717,14050,18841.1
Ichtegem,35006,Nee,"Gemiddeld inkomen, per inwoner",2020,272.546,14041,19410.8
Middelkerke,35011,Nee,"Gemiddeld inkomen, per inwoner",1997,145.04,16154,8978.58
Middelkerke,35011,Nee,"Gemiddeld inkomen, per inwoner",1998,149.23,16390,9104.94
Middelkerke,35011,Nee,"Gemiddeld inkomen, per inwoner",1999,157.2,16426,9570.19
Middelkerke,35011,Nee,"Gemiddeld inkomen, per inwoner",2000,165.55,16583,9983.12
Middelkerke,35011,Nee,"Gemiddeld inkomen, per inwoner",2001,180.37,16668,10821.3
Middelkerke,35011,Nee,"Gemiddeld inkomen, per inwoner",2002,189.77,16930,11209.1
Middelkerke,35011,Nee,"Gemiddeld inkomen, per inwoner",2003,213.228,17217,12384.7
Middelkerke,35011,Nee,"Gemiddeld inkomen, per inwoner",2004,222.244,17501,12699.0
Middelkerke,35011,Nee,"Gemiddeld inkomen, per inwoner",2005,233.008,17690,13171.7
Middelkerke,35011,Nee,"Gemiddeld inkomen, per inwoner",2006,245.659,17841,13769.4
Middelkerke,35011,Nee,"Gemiddeld inkomen, per inwoner",2007,257.33,18080,14232.8
Middelkerke,35011,Nee,"Gemiddeld inkomen, per inwoner",2008,274.28,18377,14925.2
Middelkerke,35011,Nee,"Gemiddeld inkomen, per inwoner",2009,285.809,18614,15354.5
Middelkerke,35011,Nee,"Gemiddeld inkomen, per inwoner",2010,292.58,18636,15699.7
Middelkerke,35011,Nee,"Gemiddeld inkomen, per inwoner",2011,304.43,18893,16113.4
Middelkerke,35011,Nee,"Gemiddeld inkomen, per inwoner",2012,315.127,19052,16540.4
Middelkerke,35011,Nee,"Gemiddeld inkomen, per inwoner",2013,326.681,19083,17119.0
Middelkerke,35011,Nee,"Gemiddeld inkomen, per inwoner",2014,345.715,19177,18027.6
Middelkerke,35011,Nee,"Gemiddeld inkomen, per inwoner",2015,350.107,19302,18138.4
Middelkerke,35011,Nee,"Gemiddeld inkomen, per inwoner",2016,352.458,19262,18298.1
Middelkerke,35011,Nee,"Gemiddeld inkomen, per inwoner",2017,363.38,19186,18939.8
Middelkerke,35011,Nee,"Gemiddeld inkomen, per inwoner",2018,375.689,19371,19394.4
Middelkerke,35011,Nee,"Gemiddeld inkomen, per inwoner",2019,388.449,19336,20089.4
Middelkerke,35011,Nee,"Gemiddeld inkomen, per inwoner",2020,405.772,19578,20725.9
Oostende,35013,Ja,"Gemiddeld inkomen, per inwoner",1997,658.08,68049,9670.68
Oostende,35013,Ja,"Gemiddeld inkomen, per inwoner",1998,671.43,67595,9933.13
Oostende,35013,Ja,"Gemiddeld inkomen, per inwoner",1999,709.18,67304,10537.0
Oostende,35013,Ja,"Gemiddeld inkomen, per inwoner",2000,723.6,67279,10755.2
Oostende,35013,Ja,"Gemiddeld inkomen, per inwoner",2001,777.33,67334,11544.4
Oostende,35013,Ja,"Gemiddeld inkomen, per inwoner",2002,799.36,67574,11829.4
Oostende,35013,Ja,"Gemiddeld inkomen, per inwoner",2003,876.876,68065,12882.9
Oostende,35013,Ja,"Gemiddeld inkomen, per inwoner",2004,907.538,68273,13292.8
Oostende,35013,Ja,"Gemiddeld inkomen, per inwoner",2005,937.873,68594,13672.8
Oostende,35013,Ja,"Gemiddeld inkomen, per inwoner",2006,976.931,68931,14172.6
Oostende,35013,Ja,"Gemiddeld inkomen, per inwoner",2007,1012.01,69115,14642.4
Oostende,35013,Ja,"Gemiddeld inkomen, per inwoner",2008,1052.46,69093,15232.5
Oostende,35013,Ja,"Gemiddeld inkomen, per inwoner",2009,1079.4,69061,15629.7
Oostende,35013,Ja,"Gemiddeld inkomen, per inwoner",2010,1092.76,69064,15822.5
Oostende,35013,Ja,"Gemiddeld inkomen, per inwoner",2011,1130.82,69732,16216.7
Oostende,35013,Ja,"Gemiddeld inkomen, per inwoner",2012,1170.76,70284,16657.6
Oostende,35013,Ja,"Gemiddeld inkomen, per inwoner",2013,1208.79,69969,17276.0
Oostende,35013,Ja,"Gemiddeld inkomen, per inwoner",2014,1251.95,70274,17815.3
Oostende,35013,Ja,"Gemiddeld inkomen, per inwoner",2015,1257.22,70460,17843.0
Oostende,35013,Ja,"Gemiddeld inkomen, per inwoner",2016,1268.61,70600,17968.9
Oostende,35013,Ja,"Gemiddeld inkomen, per inwoner",2017,1305.58,70994,18390.0
Oostende,35013,Ja,"Gemiddeld inkomen, per inwoner",2018,1349.57,71332,18919.6
Oostende,35013,Ja,"Gemiddeld inkomen, per inwoner",2019,1360.22,71494,19025.7
Oostende,35013,Ja,"Gemiddeld inkomen, per inwoner",2020,1394.91,71647,19469.2
Oudenburg,35014,Nee,"Gemiddeld inkomen, per inwoner",1997,80.27,8665,9263.7
Oudenburg,35014,Nee,"Gemiddeld inkomen, per inwoner",1998,85.73,8710,9842.71
Oudenburg,35014,Nee,"Gemiddeld inkomen, per inwoner",1999,88.14,8739,10085.8
Oudenburg,35014,Nee,"Gemiddeld inkomen, per inwoner",2000,91.67,8810,10405.2
Oudenburg,35014,Nee,"Gemiddeld inkomen, per inwoner",2001,97.37,8813,11048.5
Oudenburg,35014,Nee,"Gemiddeld inkomen, per inwoner",2002,100.67,8794,11447.6
Oudenburg,35014,Nee,"Gemiddeld inkomen, per inwoner",2003,110.959,8781,12636.3
Oudenburg,35014,Nee,"Gemiddeld inkomen, per inwoner",2004,114.042,8834,12909.5
Oudenburg,35014,Nee,"Gemiddeld inkomen, per inwoner",2005,120.892,8884,13607.8
Oudenburg,35014,Nee,"Gemiddeld inkomen, per inwoner",2006,123.276,8929,13806.3
Oudenburg,35014,Nee,"Gemiddeld inkomen, per inwoner",2007,128.485,8947,14360.7
Oudenburg,35014,Nee,"Gemiddeld inkomen, per inwoner",2008,134.297,8955,14996.9
Oudenburg,35014,Nee,"Gemiddeld inkomen, per inwoner",2009,136.991,8983,15250.0
Oudenburg,35014,Nee,"Gemiddeld inkomen, per inwoner",2010,141.089,8972,15725.5
Oudenburg,35014,Nee,"Gemiddeld inkomen, per inwoner",2011,147.648,9042,16329.1
Oudenburg,35014,Nee,"Gemiddeld inkomen, per inwoner",2012,152.684,9110,16760.1
Oudenburg,35014,Nee,"Gemiddeld inkomen, per inwoner",2013,160.216,9094,17617.7
Oudenburg,35014,Nee,"Gemiddeld inkomen, per inwoner",2014,167.908,9217,18217.2
Oudenburg,35014,Nee,"Gemiddeld inkomen, per inwoner",2015,168.476,9222,18269.0
Oudenburg,35014,Nee,"Gemiddeld inkomen, per inwoner",2016,173.183,9279,18663.9
Oudenburg,35014,Nee,"Gemiddeld inkomen, per inwoner",2017,176.166,9325,18891.8
Oudenburg,35014,Nee,"Gemiddeld inkomen, per inwoner",2018,183.129,9300,19691.3
Oudenburg,35014,Nee,"Gemiddeld inkomen, per inwoner",2019,188.646,9381,20109.3
Oudenburg,35014,Nee,"Gemiddeld inkomen, per inwoner",2020,198.195,9507,20847.3
De Haan,35029,Nee,"Gemiddeld inkomen, per inwoner",1997,113.36,11200,10121.4
De Haan,35029,Nee,"Gemiddeld inkomen, per inwoner",1998,117.46,11230,10459.5
De Haan,35029,Nee,"Gemiddeld inkomen, per inwoner",1999,121.13,11242,10774.8
De Haan,35029,Nee,"Gemiddeld inkomen, per inwoner",2000,131.87,11355,11613.4
De Haan,35029,Nee,"Gemiddeld inkomen, per inwoner",2001,139.15,11418,12186.9
De Haan,35029,Nee,"Gemiddeld inkomen, per inwoner",2002,155.16,11580,13399.0
De Haan,35029,Nee,"Gemiddeld inkomen, per inwoner",2003,159.892,11644,13731.7
De Haan,35029,Nee,"Gemiddeld inkomen, per inwoner",2004,168.829,11717,14408.9
De Haan,35029,Nee,"Gemiddeld inkomen, per inwoner",2005,178.154,11847,15037.9
De Haan,35029,Nee,"Gemiddeld inkomen, per inwoner",2006,190.075,11925,15939.2
De Haan,35029,Nee,"Gemiddeld inkomen, per inwoner",2007,194.46,12177,15969.4
De Haan,35029,Nee,"Gemiddeld inkomen, per inwoner",2008,205.169,12242,16759.5
De Haan,35029,Nee,"Gemiddeld inkomen, per inwoner",2009,209.795,12339,17002.6
De Haan,35029,Nee,"Gemiddeld inkomen, per inwoner",2010,219.149,12401,17671.9
De Haan,35029,Nee,"Gemiddeld inkomen, per inwoner",2011,223.755,12518,17874.7
De Haan,35029,Nee,"Gemiddeld inkomen, per inwoner",2012,237.662,12473,19054.1
De Haan,35029,Nee,"Gemiddeld inkomen, per inwoner",2013,243.933,12563,19416.8
De Haan,35029,Nee,"Gemiddeld inkomen, per inwoner",2014,254.349,12577,20223.3
De Haan,35029,Nee,"Gemiddeld inkomen, per inwoner",2015,259.206,12587,20593.1
De Haan,35029,Nee,"Gemiddeld inkomen, per inwoner",2016,259.913,12622,20592.1
De Haan,35029,Nee,"Gemiddeld inkomen, per inwoner",2017,270.208,12656,21350.2
De Haan,35029,Nee,"Gemiddeld inkomen, per inwoner",2018,283.134,12635,22408.7
De Haan,35029,Nee,"Gemiddeld inkomen, per inwoner",2019,284.833,12666,22488.0
De Haan,35029,Nee,"Gemiddeld inkomen, per inwoner",2020,293.099,12700,23078.7
Hooglede,36006,Nee,"Gemiddeld inkomen, per inwoner",1997,90.53,9647,9384.26
Hooglede,36006,Nee,"Gemiddeld inkomen, per inwoner",1998,94.45,9679,9758.24
Hooglede,36006,Nee,"Gemiddeld inkomen, per inwoner",1999,98.68,9720,10152.3
Hooglede,36006,Nee,"Gemiddeld inkomen, per inwoner",2000,103.38,9750,10603.1
Hooglede,36006,Nee,"Gemiddeld inkomen, per inwoner",2001,110.09,9768,11270.5
Hooglede,36006,Nee,"Gemiddeld inkomen, per inwoner",2002,111.81,9803,11405.7
Hooglede,36006,Nee,"Gemiddeld inkomen, per inwoner",2003,118.338,9837,12029.9
Hooglede,36006,Nee,"Gemiddeld inkomen, per inwoner",2004,121.335,9820,12355.9
Hooglede,36006,Nee,"Gemiddeld inkomen, per inwoner",2005,130.344,9838,13249.1
Hooglede,36006,Nee,"Gemiddeld inkomen, per inwoner",2006,135.651,9831,13798.3
Hooglede,36006,Nee,"Gemiddeld inkomen, per inwoner",2007,140.702,9867,14259.9
Hooglede,36006,Nee,"Gemiddeld inkomen, per inwoner",2008,148.831,9930,14988.0
Hooglede,36006,Nee,"Gemiddeld inkomen, per inwoner",2009,150.486,10005,15041.1
Hooglede,36006,Nee,"Gemiddeld inkomen, per inwoner",2010,153.208,9957,15386.9
Hooglede,36006,Nee,"Gemiddeld inkomen, per inwoner",2011,155.678,9967,15619.3
Hooglede,36006,Nee,"Gemiddeld inkomen, per inwoner",2012,166.563,9895,16833.0
Hooglede,36006,Nee,"Gemiddeld inkomen, per inwoner",2013,173.146,10047,17233.6
Hooglede,36006,Nee,"Gemiddeld inkomen, per inwoner",2014,180.98,10106,17908.1
Hooglede,36006,Nee,"Gemiddeld inkomen, per inwoner",2015,183.766,10071,18247.1
Hooglede,36006,Nee,"Gemiddeld inkomen, per inwoner",2016,186.387,10016,18609.0
Hooglede,36006,Nee,"Gemiddeld inkomen, per inwoner",2017,188.169,10007,18803.7
Hooglede,36006,Nee,"Gemiddeld inkomen, per inwoner",2018,192.914,9950,19388.3
Hooglede,36006,Nee,"Gemiddeld inkomen, per inwoner",2019,200.809,9987,20107.1
Hooglede,36006,Nee,"Gemiddeld inkomen, per inwoner",2020,206.124,9973,20668.2
Ingelmunster,36007,Nee,"Gemiddeld inkomen, per inwoner",1997,99.48,10694,9302.41
Ingelmunster,36007,Nee,"Gemiddeld inkomen, per inwoner",1998,102.25,10700,9556.07
Ingelmunster,36007,Nee,"Gemiddeld inkomen, per inwoner",1999,107.69,10701,10063.5
Ingelmunster,36007,Nee,"Gemiddeld inkomen, per inwoner",2000,119.12,10651,11183.9
Ingelmunster,36007,Nee,"Gemiddeld inkomen, per inwoner",2001,122.68,10659,11509.5
Ingelmunster,36007,Nee,"Gemiddeld inkomen, per inwoner",2002,128.77,10646,12095.6
Ingelmunster,36007,Nee,"Gemiddeld inkomen, per inwoner",2003,128.936,10633,12126.0
Ingelmunster,36007,Nee,"Gemiddeld inkomen, per inwoner",2004,135.729,10609,12793.7
Ingelmunster,36007,Nee,"Gemiddeld inkomen, per inwoner",2005,136.621,10618,12867.0
Ingelmunster,36007,Nee,"Gemiddeld inkomen, per inwoner",2006,144.151,10617,13577.4
Ingelmunster,36007,Nee,"Gemiddeld inkomen, per inwoner",2007,150.8,10646,14164.9
Ingelmunster,36007,Nee,"Gemiddeld inkomen, per inwoner",2008,153.374,10617,14446.0
Ingelmunster,36007,Nee,"Gemiddeld inkomen, per inwoner",2009,155.516,10624,14638.2
Ingelmunster,36007,Nee,"Gemiddeld inkomen, per inwoner",2010,161.98,10641,15222.3
Ingelmunster,36007,Nee,"Gemiddeld inkomen, per inwoner",2011,167.567,10680,15689.8
Ingelmunster,36007,Nee,"Gemiddeld inkomen, per inwoner",2012,177.195,10728,16517.1
Ingelmunster,36007,Nee,"Gemiddeld inkomen, per inwoner",2013,181.3,10818,16759.1
Ingelmunster,36007,Nee,"Gemiddeld inkomen, per inwoner",2014,190.354,10789,17643.4
Ingelmunster,36007,Nee,"Gemiddeld inkomen, per inwoner",2015,192.321,10691,17989.1
Ingelmunster,36007,Nee,"Gemiddeld inkomen, per inwoner",2016,195.122,10792,18080.3
Ingelmunster,36007,Nee,"Gemiddeld inkomen, per inwoner",2017,201.881,10792,18706.6
Ingelmunster,36007,Nee,"Gemiddeld inkomen, per inwoner",2018,206.845,10928,18928.0
Ingelmunster,36007,Nee,"Gemiddeld inkomen, per inwoner",2019,213.769,10996,19440.6
Ingelmunster,36007,Nee,"Gemiddeld inkomen, per inwoner",2020,222.542,11131,19993.0
Izegem,36008,Nee,"Gemiddeld inkomen, per inwoner",1997,259.12,26482,9784.76
Izegem,36008,Nee,"Gemiddeld inkomen, per inwoner",1998,270.35,26493,10204.6
Izegem,36008,Nee,"Gemiddeld inkomen, per inwoner",1999,279.52,26584,10514.6
Izegem,36008,Nee,"Gemiddeld inkomen, per inwoner",2000,297.13,26532,11198.9
Izegem,36008,Nee,"Gemiddeld inkomen, per inwoner",2001,306.16,26541,11535.4
Izegem,36008,Nee,"Gemiddeld inkomen, per inwoner",2002,317.23,26551,11947.9
Izegem,36008,Nee,"Gemiddeld inkomen, per inwoner",2003,337.764,26498,12746.8
Izegem,36008,Nee,"Gemiddeld inkomen, per inwoner",2004,353.709,26539,13327.9
Izegem,36008,Nee,"Gemiddeld inkomen, per inwoner",2005,363.579,26550,13694.1
Izegem,36008,Nee,"Gemiddeld inkomen, per inwoner",2006,373.786,26544,14081.8
Izegem,36008,Nee,"Gemiddeld inkomen, per inwoner",2007,393.492,26486,14856.6
Izegem,36008,Nee,"Gemiddeld inkomen, per inwoner",2008,409.651,26779,15297.5
Izegem,36008,Nee,"Gemiddeld inkomen, per inwoner",2009,420.551,26847,15664.7
Izegem,36008,Nee,"Gemiddeld inkomen, per inwoner",2010,426.022,27111,15714.0
Izegem,36008,Nee,"Gemiddeld inkomen, per inwoner",2011,445.525,27238,16356.7
Izegem,36008,Nee,"Gemiddeld inkomen, per inwoner",2012,459.758,27363,16802.2
Izegem,36008,Nee,"Gemiddeld inkomen, per inwoner",2013,472.89,27354,17287.8
Izegem,36008,Nee,"Gemiddeld inkomen, per inwoner",2014,496.142,27364,18131.2
Izegem,36008,Nee,"Gemiddeld inkomen, per inwoner",2015,499.111,27376,18231.7
Izegem,36008,Nee,"Gemiddeld inkomen, per inwoner",2016,504.907,27550,18326.9
Izegem,36008,Nee,"Gemiddeld inkomen, per inwoner",2017,519.726,27590,18837.5
Izegem,36008,Nee,"Gemiddeld inkomen, per inwoner",2018,537.087,27729,19369.1
Izegem,36008,Nee,"Gemiddeld inkomen, per inwoner",2019,554.865,28018,19803.9
Izegem,36008,Nee,"Gemiddeld inkomen, per inwoner",2020,569.529,28322,20109.1
Ledegem,36010,Nee,"Gemiddeld inkomen, per inwoner",1997,87.46,9349,9355.01
Ledegem,36010,Nee,"Gemiddeld inkomen, per inwoner",1998,90.21,9371,9626.51
Ledegem,36010,Nee,"Gemiddeld inkomen, per inwoner",1999,93.77,9335,10045.0
Ledegem,36010,Nee,"Gemiddeld inkomen, per inwoner",2000,101.83,9344,10897.9
Ledegem,36010,Nee,"Gemiddeld inkomen, per inwoner",2001,106.86,9369,11405.7
Ledegem,36010,Nee,"Gemiddeld inkomen, per inwoner",2002,108.96,9371,11627.4
Ledegem,36010,Nee,"Gemiddeld inkomen, per inwoner",2003,112.329,9281,12103.1
Ledegem,36010,Nee,"Gemiddeld inkomen, per inwoner",2004,114.714,9254,12396.1
Ledegem,36010,Nee,"Gemiddeld inkomen, per inwoner",2005,120.117,9264,12966.0
Ledegem,36010,Nee,"Gemiddeld inkomen, per inwoner",2006,124.508,9306,13379.4
Ledegem,36010,Nee,"Gemiddeld inkomen, per inwoner",2007,128.857,9379,13738.9
Ledegem,36010,Nee,"Gemiddeld inkomen, per inwoner",2008,135.166,9367,14430.0
Ledegem,36010,Nee,"Gemiddeld inkomen, per inwoner",2009,141.679,9499,14915.2
Ledegem,36010,Nee,"Gemiddeld inkomen, per inwoner",2010,142.863,9530,14990.9
Ledegem,36010,Nee,"Gemiddeld inkomen, per inwoner",2011,147.29,9583,15369.9
Ledegem,36010,Nee,"Gemiddeld inkomen, per inwoner",2012,153.91,9509,16185.7
Ledegem,36010,Nee,"Gemiddeld inkomen, per inwoner",2013,157.484,9523,16537.2
Ledegem,36010,Nee,"Gemiddeld inkomen, per inwoner",2014,164.102,9522,17234.0
Ledegem,36010,Nee,"Gemiddeld inkomen, per inwoner",2015,165.705,9507,17429.8
Ledegem,36010,Nee,"Gemiddeld inkomen, per inwoner",2016,167.093,9530,17533.4
Ledegem,36010,Nee,"Gemiddeld inkomen, per inwoner",2017,175.952,9607,18315.0
Ledegem,36010,Nee,"Gemiddeld inkomen, per inwoner",2018,178.699,9716,18392.2
Ledegem,36010,Nee,"Gemiddeld inkomen, per inwoner",2019,184.255,9695,19005.2
Ledegem,36010,Nee,"Gemiddeld inkomen, per inwoner",2020,192.055,9687,19826.1
Lichtervelde,36011,Nee,"Gemiddeld inkomen, per inwoner",1997,77.17,8256,9347.14
Lichtervelde,36011,Nee,"Gemiddeld inkomen, per inwoner",1998,78.65,8331,9440.64
Lichtervelde,36011,Nee,"Gemiddeld inkomen, per inwoner",1999,81.75,8297,9852.96
Lichtervelde,36011,Nee,"Gemiddeld inkomen, per inwoner",2000,84.95,8270,10272.1
Lichtervelde,36011,Nee,"Gemiddeld inkomen, per inwoner",2001,89.69,8312,10790.4
Lichtervelde,36011,Nee,"Gemiddeld inkomen, per inwoner",2002,95.43,8250,11567.3
Lichtervelde,36011,Nee,"Gemiddeld inkomen, per inwoner",2003,99.8041,8224,12135.7
Lichtervelde,36011,Nee,"Gemiddeld inkomen, per inwoner",2004,103.507,8306,12461.7
Lichtervelde,36011,Nee,"Gemiddeld inkomen, per inwoner",2005,109.184,8354,13069.7
Lichtervelde,36011,Nee,"Gemiddeld inkomen, per inwoner",2006,115.843,8400,13790.8
Lichtervelde,36011,Nee,"Gemiddeld inkomen, per inwoner",2007,120.632,8438,14296.3
Lichtervelde,36011,Nee,"Gemiddeld inkomen, per inwoner",2008,127.022,8489,14963.1
Lichtervelde,36011,Nee,"Gemiddeld inkomen, per inwoner",2009,128.547,8483,15153.5
Lichtervelde,36011,Nee,"Gemiddeld inkomen, per inwoner",2010,130.08,8501,15301.8
Lichtervelde,36011,Nee,"Gemiddeld inkomen, per inwoner",2011,136.807,8490,16113.9
Lichtervelde,36011,Nee,"Gemiddeld inkomen, per inwoner",2012,143.538,8512,16863.0
Lichtervelde,36011,Nee,"Gemiddeld inkomen, per inwoner",2013,148.101,8536,17350.1
Lichtervelde,36011,Nee,"Gemiddeld inkomen, per inwoner",2014,152.822,8625,17718.5
Lichtervelde,36011,Nee,"Gemiddeld inkomen, per inwoner",2015,154.11,8612,17894.8
Lichtervelde,36011,Nee,"Gemiddeld inkomen, per inwoner",2016,157.371,8688,18113.6
Lichtervelde,36011,Nee,"Gemiddeld inkomen, per inwoner",2017,162.758,8760,18579.7
Lichtervelde,36011,Nee,"Gemiddeld inkomen, per inwoner",2018,168.142,8793,19122.2
Lichtervelde,36011,Nee,"Gemiddeld inkomen, per inwoner",2019,173.78,8926,19469.0
Lichtervelde,36011,Nee,"Gemiddeld inkomen, per inwoner",2020,180.216,8943,20151.6
Moorslede,36012,Nee,"Gemiddeld inkomen, per inwoner",1997,91.67,10760,8519.52
Moorslede,36012,Nee,"Gemiddeld inkomen, per inwoner",1998,96.67,10752,8990.89
Moorslede,36012,Nee,"Gemiddeld inkomen, per inwoner",1999,99.52,10756,9252.51
Moorslede,36012,Nee,"Gemiddeld inkomen, per inwoner",2000,106.87,10733,9957.14
Moorslede,36012,Nee,"Gemiddeld inkomen, per inwoner",2001,110.04,10690,10293.7
Moorslede,36012,Nee,"Gemiddeld inkomen, per inwoner",2002,115.17,10710,10753.5
Moorslede,36012,Nee,"Gemiddeld inkomen, per inwoner",2003,117.52,10715,10967.8
Moorslede,36012,Nee,"Gemiddeld inkomen, per inwoner",2004,123.809,10620,11658.1
Moorslede,36012,Nee,"Gemiddeld inkomen, per inwoner",2005,133.5,10626,12563.5
Moorslede,36012,Nee,"Gemiddeld inkomen, per inwoner",2006,140.008,10618,13185.9
Moorslede,36012,Nee,"Gemiddeld inkomen, per inwoner",2007,147.563,10697,13794.8
Moorslede,36012,Nee,"Gemiddeld inkomen, per inwoner",2008,152.638,10840,14081.0
Moorslede,36012,Nee,"Gemiddeld inkomen, per inwoner",2009,155.073,10746,14430.7
Moorslede,36012,Nee,"Gemiddeld inkomen, per inwoner",2010,160.436,10799,14856.6
Moorslede,36012,Nee,"Gemiddeld inkomen, per inwoner",2011,166.221,10859,15307.2
Moorslede,36012,Nee,"Gemiddeld inkomen, per inwoner",2012,173.55,10925,15885.6
Moorslede,36012,Nee,"Gemiddeld inkomen, per inwoner",2013,178.868,10990,16275.5
Moorslede,36012,Nee,"Gemiddeld inkomen, per inwoner",2014,189.134,10962,17253.6
Moorslede,36012,Nee,"Gemiddeld inkomen, per inwoner",2015,188.624,10942,17238.5
Moorslede,36012,Nee,"Gemiddeld inkomen, per inwoner",2016,191.931,10949,17529.6
Moorslede,36012,Nee,"Gemiddeld inkomen, per inwoner",2017,199.671,11015,18127.2
Moorslede,36012,Nee,"Gemiddeld inkomen, per inwoner",2018,206.358,11080,18624.3
Moorslede,36012,Nee,"Gemiddeld inkomen, per inwoner",2019,216.253,11250,19222.5
Moorslede,36012,Nee,"Gemiddeld inkomen, per inwoner",2020,224.296,11442,19602.9
Roeselare,36015,Ja,"Gemiddeld inkomen, per inwoner",1997,535.03,53611,9979.86
Roeselare,36015,Ja,"Gemiddeld inkomen, per inwoner",1998,562.89,53821,10458.6
Roeselare,36015,Ja,"Gemiddeld inkomen, per inwoner",1999,582.42,54002,10785.2
Roeselare,36015,Ja,"Gemiddeld inkomen, per inwoner",2000,606.74,54199,11194.7
Roeselare,36015,Ja,"Gemiddeld inkomen, per inwoner",2001,644.08,54376,11844.9
Roeselare,36015,Ja,"Gemiddeld inkomen, per inwoner",2002,678.87,54688,12413.5
Roeselare,36015,Ja,"Gemiddeld inkomen, per inwoner",2003,711.921,55140,12911.1
Roeselare,36015,Ja,"Gemiddeld inkomen, per inwoner",2004,733.328,55273,13267.4
Roeselare,36015,Ja,"Gemiddeld inkomen, per inwoner",2005,768.573,55380,13878.2
Roeselare,36015,Ja,"Gemiddeld inkomen, per inwoner",2006,806.942,55775,14467.8
Roeselare,36015,Ja,"Gemiddeld inkomen, per inwoner",2007,844.149,56268,15002.3
Roeselare,36015,Ja,"Gemiddeld inkomen, per inwoner",2008,887.968,56546,15703.5
Roeselare,36015,Ja,"Gemiddeld inkomen, per inwoner",2009,902.566,56893,15864.3
Roeselare,36015,Ja,"Gemiddeld inkomen, per inwoner",2010,923.79,57432,16084.9
Roeselare,36015,Ja,"Gemiddeld inkomen, per inwoner",2011,966.766,58137,16629.1
Roeselare,36015,Ja,"Gemiddeld inkomen, per inwoner",2012,1011.58,58823,17197.1
Roeselare,36015,Ja,"Gemiddeld inkomen, per inwoner",2013,1044.56,59340,17602.9
Roeselare,36015,Ja,"Gemiddeld inkomen, per inwoner",2014,1102.7,59714,18466.3
Roeselare,36015,Ja,"Gemiddeld inkomen, per inwoner",2015,1110.06,60386,18382.7
Roeselare,36015,Ja,"Gemiddeld inkomen, per inwoner",2016,1122.35,60999,18399.5
Roeselare,36015,Ja,"Gemiddeld inkomen, per inwoner",2017,1162.56,61657,18855.2
Roeselare,36015,Ja,"Gemiddeld inkomen, per inwoner",2018,1201.18,62301,19280.3
Roeselare,36015,Ja,"Gemiddeld inkomen, per inwoner",2019,1228.75,62954,19518.3
Roeselare,36015,Ja,"Gemiddeld inkomen, per inwoner",2020,1261.78,63478,19877.5
Staden,36019,Nee,"Gemiddeld inkomen, per inwoner",1997,92.94,10921,8510.21
Staden,36019,Nee,"Gemiddeld inkomen, per inwoner",1998,94.03,10966,8574.69
Staden,36019,Nee,"Gemiddeld inkomen, per inwoner",1999,96.46,11021,8752.38
Staden,36019,Nee,"Gemiddeld inkomen, per inwoner",2000,100.63,10986,9159.84
Staden,36019,Nee,"Gemiddeld inkomen, per inwoner",2001,108.09,10969,9854.13
Staden,36019,Nee,"Gemiddeld inkomen, per inwoner",2002,111.56,10930,10206.8
Staden,36019,Nee,"Gemiddeld inkomen, per inwoner",2003,121.561,10883,11169.8
Staden,36019,Nee,"Gemiddeld inkomen, per inwoner",2004,125.034,10885,11486.8
